tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
glacierkeep_s57_A	glacierkeep	57	A	OPP	Core destroyed	816	parent	816	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	209	parent	209	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
nordkap_s55_A	nordkap	55	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	101	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s55_A	nordkap	55	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	101	130	120	7,19	1	6.5	8	2	2	2	880	0	-1	70	0	1
nordkap_s55_A	nordkap	55	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	101	208	790	11,16	2	8.5	8	1	1	2	210	0	-1	28	0	1
nordkap_s55_B	nordkap	55	B	US	Core destroyed	182	parent	182	27	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s55_B	nordkap	55	B	US	Core destroyed	182	parent	182	27	136	117	12,7	4	6.5	8	2	2	2	65	0	-1	25	12	1
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	914	9	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	914	9	25	8	10,21	4	6.5	8	2	2	2	6	1	14	1	0	1
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	914	9	465	632	10,13	16	30.5	8	0	0	2	1	1	633	1	0	1
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	914	9	700	771	7,20	2	8.5	8	1	1	2	143	0	-1	0	0	0
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	914	9	854	852	13,17	10	14.5	8	0	0	2	47	1	899	1	0	1
nordkap_s56_B	nordkap	56	B	US	Core destroyed	124	parent	124	3	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s56_B	nordkap	56	B	US	Core destroyed	124	parent	124	3	73	41	11,5	2	4.5	8	2	2	2	5	1	46	0	0	0
nordkap_s56_B	nordkap	56	B	US	Core destroyed	124	parent	124	3	78	48	11,9	5	8.5	8	1	1	2	76	0	-1	1	0	1
nordkap_s57_A	nordkap	57	A	OPP	Core destroyed	147	parent	147	3	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s57_A	nordkap	57	A	OPP	Core destroyed	147	parent	147	3	31	10	12,19	4	6.5	8	2	2	2	137	0	-1	1	1	1
nordkap_s57_B	nordkap	57	B	US	Core destroyed	418	parent	418	15	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s57_B	nordkap	57	B	US	Core destroyed	418	parent	418	15	279	172	10,4	1	6.5	8	2	2	2	246	0	-1	11	0	1
yulerune_s57_A	yulerune	57	A	OPP	Core destroyed	989	parent	989	510	421	247	14,7	2	12.5	8	0	0	2	742	0	-1	15	0	1
yulerune_s57_A	yulerune	57	A	OPP	Core destroyed	989	parent	989	510	440	259	14,14	17	26.5	8	0	0	2	730	0	-1	328	0	1
atoll_s4_A	atoll	4	A	OPP	Core destroyed	603	parent	603	8	17	5	12,4	2	8.5	8	1	1	2	4	1	9	3	1	1
atoll_s4_A	atoll	4	A	OPP	Core destroyed	603	parent	603	8	36	15	13,0	2	8.5	8	1	1	2	588	0	-1	2	1	1
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	parent	1000	48	21	5	4,12	2	8.5	8	1	1	2	79	1	84	18	0	1
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	parent	1000	48	240	120	7,10	25	40.5	8	0	0	2	1	1	121	1	0	1
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	parent	1000	48	331	162	7,10	25	40.5	8	0	0	2	1	1	163	1	0	1
atoll_s5_A	atoll	5	A	OPP	Core destroyed	301	parent	301	15	53	18	16,1	2	4.5	8	2	2	2	283	0	-1	2	0	1
atoll_s5_A	atoll	5	A	OPP	Core destroyed	301	parent	301	15	194	106	10,7	25	40.5	8	0	0	2	1	1	107	1	0	1
atoll_s5_B	atoll	5	B	US	Core destroyed	577	parent	577	84	24	6	4,13	2	4.5	8	2	2	2	571	0	-1	51	19	1
atoll_s5_B	atoll	5	B	US	Core destroyed	577	parent	577	84	369	215	4,10	10	22.5	8	0	0	2	1	1	216	1	0	1
atoll_s5_B	atoll	5	B	US	Core destroyed	577	parent	577	84	639	449	6,14	9	12.5	8	0	0	2	1	1	450	1	0	1
atoll_s6_A	atoll	6	A	US	Core destroyed	647	parent	647	85	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s6_A	atoll	6	A	US	Core destroyed	647	parent	647	85	39	12	12,4	2	8.5	8	1	1	2	635	0	-1	75	10	1
atoll_s6_A	atoll	6	A	US	Core destroyed	647	parent	647	85	520	335	12,6	10	18.5	8	0	0	2	1	1	336	1	0	1
atoll_s6_B	atoll	6	B	OPP	Core destroyed	233	parent	233	6	20	6	3,12	1	6.5	8	2	2	2	3	1	9	1	1	1
atoll_s6_B	atoll	6	B	OPP	Core destroyed	233	parent	233	6	104	40	5,17	8	12.5	8	0	0	2	193	0	-1	1	0	1
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	544	parent	544	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	163	parent	163	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	907	parent	907	68	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	907	parent	907	68	668	236	23,7	8	18.5	8	0	0	2	1	1	237	1	0	1
drakkarfjord_s5_B	drakkarfjord	5	B	OPP	Core destroyed	643	parent	643	105	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s5_B	drakkarfjord	5	B	OPP	Core destroyed	643	parent	643	105	1180	408	6,22	10	18.5	8	0	0	2	1	1	409	1	0	1
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	400	146	22,9	25	40.5	8	0	0	2	1	1	147	1	0	1
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	600	192	24,4	1	6.5	8	2	2	2	2	1	194	0	0	0
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	633	199	24,4	1	6.5	8	2	2	2	2	1	201	1	0	1
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	759	232	22,9	25	40.5	8	0	0	2	1	1	233	1	0	1
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	793	242	28,7	5	8.5	8	1	1	2	5	1	247	1	0	1
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	417	27	1146	364	23,9	20	32.5	8	0	0	2	1	1	365	1	0	1
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	parent	1000	46	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	parent	1000	46	111	47	4,22	2	8.5	8	1	1	2	953	0	-1	41	0	1
glacierkeep_s4_A	glacierkeep	4	A	OPP	Core destroyed	816	parent	816	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	325	parent	325	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	414	parent	414	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	289	parent	289	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	289	parent	289	4	109	208	15,0	1	6.5	8	2	2	2	81	0	-1	0	0	0
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	165	parent	165	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s6_B	glacierkeep	6	B	US	Titanium collected (tiebreak)	1000	parent	1000	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
nordkap_s4_A	nordkap	4	A	US	Core destroyed	193	parent	193	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s4_A	nordkap	4	A	US	Core destroyed	193	parent	193	2	80	84	7,19	1	6.5	8	2	2	2	109	0	-1	0	0	0
nordkap_s4_B	nordkap	4	B	OPP	Harvesters (tiebreak)	1000	parent	1000	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s5_A	nordkap	5	A	US	Core destroyed	403	parent	403	4	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s5_A	nordkap	5	A	US	Core destroyed	403	parent	403	4	333	319	8,13	17	32.5	8	0	0	2	1	1	320	1	0	1
nordkap_s5_B	nordkap	5	B	US	Core destroyed	129	parent	129	10	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s5_B	nordkap	5	B	US	Core destroyed	129	parent	129	10	32	10	10,4	1	6.5	8	2	2	2	119	0	-1	7	0	1
nordkap_s5_B	nordkap	5	B	US	Core destroyed	129	parent	129	10	99	56	11,9	5	8.5	8	1	1	2	73	0	-1	1	0	1
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	600	70	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	600	70	25	8	10,21	4	6.5	8	2	2	2	6	1	14	1	0	1
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	600	70	101	83	12,17	5	8.5	8	1	1	2	517	0	-1	59	0	1
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	600	70	113	96	7,18	1	6.5	8	2	2	2	140	1	236	4	0	1
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	600	70	489	380	8,13	17	32.5	8	0	0	2	1	1	381	1	0	1
nordkap_s6_B	nordkap	6	B	US	Core destroyed	172	parent	172	4	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s6_B	nordkap	6	B	US	Core destroyed	172	parent	172	4	107	101	12,7	4	6.5	8	2	2	2	71	0	-1	2	0	1
atoll_s58_A	atoll	58	A	US	Titanium collected (tiebreak)	1000	parent	1000	170	24	7	13,5	5	8.5	8	1	1	2	993	0	-1	160	0	1
atoll_s58_A	atoll	58	A	US	Titanium collected (tiebreak)	1000	parent	1000	170	439	312	9,1	17	32.5	8	0	0	2	1	1	313	1	0	1
atoll_s58_B	atoll	58	B	US	Core destroyed	225	parent	225	29	23	6	3,12	1	6.5	8	2	2	2	219	0	-1	27	1	1
atoll_s59_A	atoll	59	A	OPP	Core destroyed	640	parent	640	28	17	5	12,4	2	8.5	8	1	1	2	4	1	9	1	1	1
atoll_s59_A	atoll	59	A	OPP	Core destroyed	640	parent	640	28	46	19	13,0	2	8.5	8	1	1	2	69	1	88	2	1	1
atoll_s59_A	atoll	59	A	OPP	Core destroyed	640	parent	640	28	269	181	12,7	17	26.5	8	0	0	2	42	1	223	11	0	1
atoll_s59_B	atoll	59	B	US	Core destroyed	196	parent	196	30	23	6	3,12	1	6.5	8	2	2	2	190	0	-1	28	1	1
atoll_s60_A	atoll	60	A	US	Core destroyed	160	parent	160	62	22	6	14,5	4	6.5	8	2	2	2	154	0	-1	58	0	1
atoll_s60_A	atoll	60	A	US	Core destroyed	160	parent	160	62	163	76	10,7	25	40.5	8	0	0	2	1	1	77	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	21	5	5,13	5	8.5	8	1	1	2	14	1	19	6	3	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	50	20	5,13	5	8.5	8	1	1	2	24	1	44	5	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	230	152	7,10	25	40.5	8	0	0	2	1	1	153	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	442	331	7,12	17	26.5	8	0	0	2	2	1	333	0	0	0
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	666	527	4,10	10	22.5	8	0	0	2	1	1	528	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	671	529	0,10	10	26.5	8	0	0	2	1	1	530	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	673	531	0,10	10	26.5	8	0	0	2	1	1	532	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	677	533	0,10	10	26.5	8	0	0	2	1	1	534	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	807	643	7,12	17	26.5	8	0	0	2	1	1	644	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	888	711	3,9	16	30.5	8	0	0	2	1	1	712	1	0	1
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	981	74	893	713	0,10	10	26.5	8	0	0	2	1	1	714	1	0	1
drakkarfjord_s58_A	drakkarfjord	58	A	OPP	Core destroyed	206	parent	206	24	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s58_A	drakkarfjord	58	A	OPP	Core destroyed	206	parent	206	24	96	39	27,7	4	6.5	8	2	2	2	104	1	143	19	4	1
drakkarfjord_s58_B	drakkarfjord	58	B	OPP	Core destroyed	562	parent	562	6	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s59_A	drakkarfjord	59	A	US	Core destroyed	831	parent	831	131	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s59_A	drakkarfjord	59	A	US	Core destroyed	831	parent	831	131	85	37	28,2	2	8.5	8	1	1	2	794	0	-1	60	0	1
drakkarfjord_s59_A	drakkarfjord	59	A	US	Core destroyed	831	parent	831	131	475	365	22,9	25	40.5	8	0	0	2	1	1	366	1	0	1
drakkarfjord_s59_B	drakkarfjord	59	B	US	Titanium collected (tiebreak)	1000	parent	1000	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s60_A	drakkarfjord	60	A	US	Core destroyed	173	parent	173	11	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s60_A	drakkarfjord	60	A	US	Core destroyed	173	parent	173	11	93	39	27,7	4	6.5	8	2	2	2	134	0	-1	6	0	1
drakkarfjord_s60_B	drakkarfjord	60	B	US	Core destroyed	143	parent	143	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s58_A	glacierkeep	58	A	US	Core destroyed	261	parent	261	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s58_B	glacierkeep	58	B	US	Core destroyed	185	parent	185	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s59_A	glacierkeep	59	A	US	Core destroyed	261	parent	261	4	14	8	15,23	4	12.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s59_B	glacierkeep	59	B	US	Core destroyed	157	parent	157	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s60_A	glacierkeep	60	A	US	Titanium collected (tiebreak)	1000	parent	1000	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s60_B	glacierkeep	60	B	US	Core destroyed	173	parent	173	8	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s60_B	glacierkeep	60	B	US	Core destroyed	173	parent	173	8	103	65	15,0	1	6.5	8	2	2	2	108	0	-1	4	0	1
nordkap_s58_A	nordkap	58	A	US	Core destroyed	328	parent	328	25	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s58_A	nordkap	58	A	US	Core destroyed	328	parent	328	25	113	101	12,19	4	6.5	8	2	2	2	227	0	-1	19	6	1
nordkap_s58_A	nordkap	58	A	US	Core destroyed	328	parent	328	25	264	224	12,13	20	36.5	8	0	0	2	1	1	225	1	0	1
nordkap_s58_A	nordkap	58	A	US	Core destroyed	328	parent	328	25	403	311	12,13	20	36.5	8	0	0	2	1	1	312	1	0	1
nordkap_s58_B	nordkap	58	B	US	Core destroyed	169	parent	169	5	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s58_B	nordkap	58	B	US	Core destroyed	169	parent	169	5	18	7	11,5	2	4.5	8	2	2	2	2	1	9	1	0	1
nordkap_s58_B	nordkap	58	B	US	Core destroyed	169	parent	169	5	73	49	7,6	1	6.5	8	2	2	2	120	0	-1	2	0	1
nordkap_s59_A	nordkap	59	A	US	Core destroyed	671	parent	671	8	11	3	11,14	10	22.5	8	0	0	2	1	1	4	1	0	1
nordkap_s59_A	nordkap	59	A	US	Core destroyed	671	parent	671	8	27	10	9,21	4	6.5	8	2	2	2	661	0	-1	4	0	1
nordkap_s59_A	nordkap	59	A	US	Core destroyed	671	parent	671	8	435	567	12,15	8	18.5	8	0	0	2	1	1	568	1	0	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	249	282	11,11	17	22.5	8	0	0	2	1	1	283	1	0	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	256	285	12,7	4	6.5	8	2	2	2	8	1	293	0	0	0
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	300	311	12,6	4	6.5	8	2	2	2	4	1	315	1	1	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	308	316	12,6	4	6.5	8	2	2	2	4	1	320	0	0	0
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	320	322	12,7	4	6.5	8	2	2	2	4	1	326	1	1	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	328	327	12,7	4	6.5	8	2	2	2	4	1	331	0	0	0
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	567	430	11,11	17	22.5	8	0	0	2	1	1	431	1	0	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	584	437	12,7	4	6.5	8	2	2	2	4	1	441	2	2	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	678	480	11,11	17	22.5	8	0	0	2	1	1	481	1	0	1
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	488	15	691	485	12,8	5	8.5	8	1	1	2	3	0	-1	1	1	1
nordkap_s60_A	nordkap	60	A	US	Core destroyed	160	parent	160	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s60_A	nordkap	60	A	US	Core destroyed	160	parent	160	2	79	56	9,16	1	6.5	8	2	2	2	104	0	-1	0	0	0
nordkap_s60_B	nordkap	60	B	OPP	Core destroyed	575	parent	575	113	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s60_B	nordkap	60	B	OPP	Core destroyed	575	parent	575	113	82	52	11,9	5	8.5	8	1	1	2	523	0	-1	111	0	1
yulerune_s58_A	yulerune	58	A	US	Core destroyed	581	parent	581	33	674	462	19,8	5	8.5	8	1	1	2	119	0	-1	0	0	0
yulerune_s58_A	yulerune	58	A	US	Core destroyed	581	parent	581	33	685	469	19,14	20	26.5	8	0	0	2	112	0	-1	2	0	1
atoll_s61_A	atoll	61	A	OPP	Core destroyed	329	parent	329	50	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s61_A	atoll	61	A	OPP	Core destroyed	329	parent	329	50	39	12	12,4	2	8.5	8	1	1	2	317	0	-1	44	0	1
atoll_s61_B	atoll	61	B	OPP	Core destroyed	266	parent	266	5	20	6	4,13	2	4.5	8	2	2	2	3	1	9	1	0	1
atoll_s61_B	atoll	61	B	OPP	Core destroyed	266	parent	266	5	42	17	0,13	2	8.5	8	1	1	2	249	0	-1	1	1	1
atoll_s61_B	atoll	61	B	OPP	Core destroyed	266	parent	266	5	126	54	4,17	5	8.5	8	1	1	2	212	0	-1	1	0	1
atoll_s62_A	atoll	62	A	US	Core destroyed	533	parent	533	6	17	5	12,4	2	8.5	8	1	1	2	4	1	9	1	1	1
atoll_s62_A	atoll	62	A	US	Core destroyed	533	parent	533	6	46	19	13,0	2	8.5	8	1	1	2	514	0	-1	1	1	1
atoll_s62_A	atoll	62	A	US	Core destroyed	533	parent	533	6	126	78	16,7	17	22.5	8	0	0	2	1	1	79	1	0	1
atoll_s62_B	atoll	62	B	OPP	Core destroyed	244	parent	244	44	22	6	4,13	2	4.5	8	2	2	2	238	0	-1	40	4	1
atoll_s63_A	atoll	63	A	US	Core destroyed	603	parent	603	72	28	10	13,4	2	4.5	8	2	2	2	2	1	12	0	0	0
atoll_s63_A	atoll	63	A	US	Core destroyed	603	parent	603	72	38	14	14,5	4	6.5	8	2	2	2	589	0	-1	70	2	1
atoll_s63_B	atoll	63	B	OPP	Core destroyed	186	parent	186	16	24	6	4,13	2	4.5	8	2	2	2	180	0	-1	11	3	1
drakkarfjord_s61_A	drakkarfjord	61	A	OPP	Core destroyed	673	parent	673	13	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s61_B	drakkarfjord	61	B	US	Core destroyed	123	parent	123	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s62_A	drakkarfjord	62	A	US	Core destroyed	544	parent	544	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s62_B	drakkarfjord	62	B	US	Core destroyed	137	parent	137	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s63_A	drakkarfjord	63	A	OPP	Core destroyed	287	parent	287	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s63_B	drakkarfjord	63	B	OPP	Core destroyed	562	parent	562	6	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s61_A	glacierkeep	61	A	US	Core destroyed	190	parent	190	4	14	8	17,23	8	18.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s61_B	glacierkeep	61	B	OPP	Core destroyed	453	parent	453	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s62_A	glacierkeep	62	A	OPP	Core destroyed	772	parent	772	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s62_B	glacierkeep	62	B	US	Core destroyed	437	parent	437	42	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s62_B	glacierkeep	62	B	US	Core destroyed	437	parent	437	42	133	332	15,0	1	6.5	8	2	2	2	105	0	-1	38	5	1
glacierkeep_s63_A	glacierkeep	63	A	US	Core destroyed	125	parent	125	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s63_B	glacierkeep	63	B	US	Core destroyed	333	parent	333	6	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s63_B	glacierkeep	63	B	US	Core destroyed	333	parent	333	6	100	180	15,0	1	6.5	8	2	2	2	153	0	-1	2	1	1
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	377	28	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	377	28	23	8	12,19	4	6.5	8	2	2	2	369	0	-1	20	6	1
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	377	28	511	255	11,15	5	14.5	8	0	0	2	1	1	256	1	0	1
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	377	28	601	280	11,15	5	14.5	8	0	0	2	1	1	281	1	0	1
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	377	28	654	299	9,15	4	12.5	8	0	0	2	1	1	300	1	0	1
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	377	28	758	334	7,12	26	48.5	8	0	0	2	1	1	335	1	0	1
nordkap_s61_B	nordkap	61	B	US	Core destroyed	210	parent	210	28	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s61_B	nordkap	61	B	US	Core destroyed	210	parent	210	28	143	100	7,6	1	6.5	8	2	2	2	110	0	-1	26	4	1
nordkap_s62_A	nordkap	62	A	OPP	Core destroyed	180	parent	180	41	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s62_A	nordkap	62	A	OPP	Core destroyed	180	parent	180	41	23	8	12,19	4	6.5	8	2	2	2	172	0	-1	28	2	1
nordkap_s62_A	nordkap	62	A	OPP	Core destroyed	180	parent	180	41	75	51	9,16	1	6.5	8	2	2	2	129	0	-1	10	1	1
nordkap_s62_B	nordkap	62	B	US	Core destroyed	199	parent	199	6	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s62_B	nordkap	62	B	US	Core destroyed	199	parent	199	6	108	117	11,9	5	8.5	8	1	1	2	82	0	-1	4	0	1
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	670	parent	670	5	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	670	parent	670	5	29	10	12,19	4	6.5	8	2	2	2	2	1	12	0	0	0
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	670	parent	670	5	648	581	11,17	2	4.5	8	2	2	2	4	1	585	0	0	0
nordkap_s63_B	nordkap	63	B	US	Core destroyed	196	parent	196	4	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s63_B	nordkap	63	B	US	Core destroyed	196	parent	196	4	72	64	11,9	5	8.5	8	1	1	2	132	0	-1	2	0	1
atoll_s64_A	atoll	64	A	OPP	Core destroyed	990	parent	990	32	20	5	13,5	5	8.5	8	1	1	2	78	1	83	20	3	1
atoll_s64_A	atoll	64	A	OPP	Core destroyed	990	parent	990	32	1393	983	15,8	25	30.5	8	0	0	2	1	1	984	1	0	1
atoll_s64_A	atoll	64	A	OPP	Core destroyed	990	parent	990	32	1404	987	15,5	4	6.5	8	2	2	2	3	0	-1	0	0	0
atoll_s64_B	atoll	64	B	OPP	Core destroyed	304	parent	304	27	28	7	5,13	5	8.5	8	1	1	2	4	1	11	2	0	1
atoll_s64_B	atoll	64	B	OPP	Core destroyed	304	parent	304	27	39	12	5,14	4	6.5	8	2	2	2	3	1	15	1	0	1
atoll_s64_B	atoll	64	B	OPP	Core destroyed	304	parent	304	27	47	18	2,12	1	6.5	8	2	2	2	99	1	117	22	0	1
atoll_s65_A	atoll	65	A	US	Core destroyed	158	parent	158	15	21	6	13,4	2	4.5	8	2	2	2	3	1	9	0	0	0
