tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	258	parent	36	-1	-1	257	222	222	70	0.0	0.3153	0	222	77	0.0
atoll_s58_A	atoll	58	A	US	Titanium collected (tiebreak)	1000	parent	9	360	-1	999	351	82	0	0.7664	0.0	1	103	0	0.7066
atoll_s58_B	atoll	58	B	US	Core destroyed	225	parent	7	127	224	224	120	111	49	0.075	0.4083	1	120	61	0.0
atoll_s59_A	atoll	59	A	OPP	Core destroyed	640	parent	7	134	-1	639	127	30	0	0.7638	0.0	1	57	0	0.5512
atoll_s59_B	atoll	59	B	US	Core destroyed	196	parent	7	98	195	195	91	82	26	0.0989	0.2857	1	91	41	0.0
atoll_s60_A	atoll	60	A	US	Core destroyed	160	parent	7	92	159	159	85	22	0	0.7412	0.0	1	26	0	0.6941
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	7	81	-1	980	74	23	0	0.6892	0.0	1	31	0	0.5811
drakkarfjord_s58_A	drakkarfjord	58	A	OPP	Core destroyed	206	parent	10	-1	-1	205	196	73	0	0.6276	0.0	0	87	0	0.5561
drakkarfjord_s58_B	drakkarfjord	58	B	OPP	Core destroyed	562	parent	10	-1	-1	561	552	30	0	0.9457	0.0	0	52	0	0.9058
drakkarfjord_s59_A	drakkarfjord	59	A	US	Core destroyed	831	parent	10	775	830	830	765	72	0	0.9059	0.0	1	120	0	0.8431
drakkarfjord_s59_B	drakkarfjord	59	B	US	Titanium collected (tiebreak)	1000	parent	10	80	-1	999	70	33	0	0.5286	0.0	1	70	0	0.0
drakkarfjord_s60_A	drakkarfjord	60	A	US	Core destroyed	173	parent	10	71	172	172	61	42	0	0.3115	0.0	1	58	0	0.0492
drakkarfjord_s60_B	drakkarfjord	60	B	US	Core destroyed	143	parent	10	65	142	142	55	31	0	0.4364	0.0	1	55	0	0.0
glacierkeep_s58_A	glacierkeep	58	A	US	Core destroyed	261	parent	8	107	260	260	99	84	42	0.1515	0.4242	1	99	69	0.0
glacierkeep_s58_B	glacierkeep	58	B	US	Core destroyed	185	parent	8	84	184	184	76	56	4	0.2632	0.0526	1	76	39	0.0
glacierkeep_s59_A	glacierkeep	59	A	US	Core destroyed	261	parent	9	115	260	260	106	70	20	0.3396	0.1887	1	106	71	0.0
glacierkeep_s59_B	glacierkeep	59	B	US	Core destroyed	157	parent	8	52	156	156	44	32	4	0.2727	0.0909	1	44	13	0.0
glacierkeep_s60_A	glacierkeep	60	A	US	Titanium collected (tiebreak)	1000	parent	8	968	-1	999	960	199	49	0.7927	0.051	1	219	125	0.7719
glacierkeep_s60_B	glacierkeep	60	B	US	Core destroyed	173	parent	8	80	172	172	72	54	11	0.25	0.1528	1	72	35	0.0
midgard_s58_A	midgard	58	A	OPP	Core destroyed	312	parent	57	-1	-1	311	255	167	137	0.3451	0.5373	0	167	151	0.3451
midgard_s58_B	midgard	58	B	US	Core destroyed	201	parent	51	145	200	200	94	90	75	0.0426	0.7979	1	94	87	0.0
midgard_s59_A	midgard	59	A	OPP	Core destroyed	243	parent	49	-1	-1	242	194	108	19	0.4433	0.0979	0	114	26	0.4124
midgard_s59_B	midgard	59	B	OPP	Core destroyed	373	parent	52	-1	-1	372	321	56	31	0.8255	0.0966	0	58	52	0.8193
midgard_s60_A	midgard	60	A	US	Core destroyed	331	parent	50	291	330	330	241	237	204	0.0166	0.8465	1	241	214	0.0
midgard_s60_B	midgard	60	B	OPP	Core destroyed	165	parent	53	-1	-1	164	112	109	100	0.0268	0.8929	0	111	105	0.0089
nordkap_s58_A	nordkap	58	A	US	Core destroyed	328	parent	4	272	327	327	268	91	22	0.6604	0.0821	1	116	37	0.5672
nordkap_s58_B	nordkap	58	B	US	Core destroyed	169	parent	4	101	168	168	97	50	0	0.4845	0.0	1	97	0	0.0
nordkap_s59_A	nordkap	59	A	US	Core destroyed	671	parent	4	615	670	670	611	167	5	0.7267	0.0082	1	244	38	0.6007
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	4	64	487	487	60	38	4	0.3667	0.0667	1	54	28	0.1
nordkap_s60_A	nordkap	60	A	US	Core destroyed	160	parent	4	88	159	159	84	71	25	0.1548	0.2976	1	84	54	0.0
nordkap_s60_B	nordkap	60	B	OPP	Core destroyed	575	parent	4	156	-1	574	152	109	5	0.2829	0.0329	1	151	12	0.0066
yulerune_s58_A	yulerune	58	A	US	Core destroyed	581	parent	27	543	580	580	516	513	303	0.0058	0.5872	1	516	309	0.0
yulerune_s58_B	yulerune	58	B	OPP	Core destroyed	249	parent	31	192	-1	248	161	160	151	0.0062	0.9379	1	161	157	0.0
yulerune_s59_A	yulerune	59	A	US	Core destroyed	188	parent	37	87	187	187	50	50	47	0.0	0.94	1	50	50	0.0
yulerune_s59_B	yulerune	59	B	OPP	Core destroyed	250	parent	34	-1	-1	249	216	51	40	0.7639	0.1852	0	53	43	0.7546
yulerune_s60_A	yulerune	60	A	US	Core destroyed	185	parent	35	104	184	184	69	68	59	0.0145	0.8551	1	69	64	0.0
yulerune_s60_B	yulerune	60	B	OPP	Titanium collected (tiebreak)	1000	parent	31	-1	-1	999	969	966	956	0.0031	0.9866	0	969	962	0.0
atoll_s61_A	atoll	61	A	OPP	Core destroyed	329	parent	6	-1	-1	328	323	7	0	0.9783	0.0	0	17	1	0.9474
atoll_s61_B	atoll	61	B	OPP	Core destroyed	266	parent	7	64	-1	265	57	44	1	0.2281	0.0175	1	54	3	0.0526
atoll_s62_A	atoll	62	A	US	Core destroyed	533	parent	7	117	532	532	110	45	0	0.5909	0.0	1	69	0	0.3727
atoll_s62_B	atoll	62	B	OPP	Core destroyed	244	parent	58	-1	-1	243	186	21	0	0.8871	0.0	0	50	0	0.7312
atoll_s63_A	atoll	63	A	US	Core destroyed	603	parent	6	88	602	602	82	46	2	0.439	0.0244	1	80	4	0.0244
atoll_s63_B	atoll	63	B	OPP	Core destroyed	186	parent	7	100	-1	185	93	77	26	0.172	0.2796	1	93	42	0.0
drakkarfjord_s61_A	drakkarfjord	61	A	OPP	Core destroyed	673	parent	10	-1	-1	672	663	13	0	0.9804	0.0	0	66	0	0.9005
drakkarfjord_s61_B	drakkarfjord	61	B	US	Core destroyed	123	parent	10	67	122	122	57	28	0	0.5088	0.0	1	57	0	0.0
drakkarfjord_s62_A	drakkarfjord	62	A	US	Core destroyed	544	parent	10	488	543	543	478	372	142	0.2218	0.2971	1	478	414	0.0
drakkarfjord_s62_B	drakkarfjord	62	B	US	Core destroyed	137	parent	10	81	136	136	71	40	0	0.4366	0.0	1	66	0	0.0704
drakkarfjord_s63_A	drakkarfjord	63	A	OPP	Core destroyed	287	parent	10	81	-1	286	71	50	6	0.2958	0.0845	1	68	9	0.0423
drakkarfjord_s63_B	drakkarfjord	63	B	OPP	Core destroyed	562	parent	10	-1	-1	561	552	30	0	0.9457	0.0	0	52	0	0.9058
glacierkeep_s61_A	glacierkeep	61	A	US	Core destroyed	190	parent	9	134	189	189	125	84	0	0.328	0.0	1	99	0	0.208
glacierkeep_s61_B	glacierkeep	61	B	OPP	Core destroyed	453	parent	8	72	-1	452	64	49	10	0.2344	0.1562	1	64	30	0.0
glacierkeep_s62_A	glacierkeep	62	A	OPP	Core destroyed	772	parent	8	79	-1	771	71	48	5	0.3239	0.0704	1	71	40	0.0
glacierkeep_s62_B	glacierkeep	62	B	US	Core destroyed	437	parent	8	108	436	436	100	90	33	0.1	0.33	1	100	67	0.0
glacierkeep_s63_A	glacierkeep	63	A	US	Core destroyed	125	parent	8	56	124	124	48	33	9	0.3125	0.1875	1	48	21	0.0
glacierkeep_s63_B	glacierkeep	63	B	US	Core destroyed	333	parent	8	104	332	332	96	86	20	0.1042	0.2083	1	96	65	0.0
midgard_s61_A	midgard	61	A	US	Core destroyed	254	parent	50	198	253	253	148	139	23	0.0608	0.1554	1	146	45	0.0135
midgard_s61_B	midgard	61	B	US	Core destroyed	227	parent	51	171	226	226	120	119	110	0.0083	0.9167	1	120	113	0.0
midgard_s62_A	midgard	62	A	US	Core destroyed	314	parent	54	274	313	313	220	220	45	0.0	0.2045	1	220	61	0.0
midgard_s62_B	midgard	62	B	US	Core destroyed	177	parent	55	112	176	176	57	57	43	0.0	0.7544	1	57	50	0.0
midgard_s63_A	midgard	63	A	US	Core destroyed	257	parent	52	201	256	256	149	149	133	0.0	0.8926	1	149	145	0.0
midgard_s63_B	midgard	63	B	OPP	Core destroyed	486	parent	52	-1	-1	485	434	434	433	0.0	0.9977	0	434	434	0.0
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	4	319	376	376	315	58	8	0.8159	0.0254	1	126	32	0.6
nordkap_s61_B	nordkap	61	B	US	Core destroyed	210	parent	4	116	209	209	112	90	61	0.1964	0.5446	1	110	80	0.0179
nordkap_s62_A	nordkap	62	A	OPP	Core destroyed	180	parent	4	-1	-1	179	176	40	4	0.7727	0.0227	0	69	17	0.608
nordkap_s62_B	nordkap	62	B	US	Core destroyed	199	parent	4	133	198	198	129	122	56	0.0543	0.4341	1	129	102	0.0
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	670	parent	4	-1	-1	669	666	76	4	0.8859	0.006	0	108	13	0.8378
nordkap_s63_B	nordkap	63	B	US	Core destroyed	196	parent	4	104	195	195	100	72	18	0.28	0.18	1	90	46	0.1
yulerune_s61_A	yulerune	61	A	US	Titanium collected (tiebreak)	1000	parent	29	240	-1	999	211	209	194	0.0095	0.9194	1	211	204	0.0
yulerune_s61_B	yulerune	61	B	OPP	Core destroyed	196	parent	29	-1	-1	195	167	158	146	0.0539	0.8743	0	167	155	0.0
yulerune_s62_A	yulerune	62	A	OPP	Core destroyed	342	parent	31	-1	-1	341	311	309	297	0.0064	0.955	0	311	304	0.0
yulerune_s62_B	yulerune	62	B	OPP	Core destroyed	229	parent	35	-1	-1	228	194	93	49	0.5206	0.2526	0	98	54	0.4948
yulerune_s63_A	yulerune	63	A	US	Core destroyed	197	parent	35	141	196	196	106	106	97	0.0	0.9151	1	106	106	0.0
yulerune_s63_B	yulerune	63	B	US	Core destroyed	161	parent	33	92	160	160	59	59	53	0.0	0.8983	1	59	59	0.0
atoll_s64_A	atoll	64	A	OPP	Core destroyed	990	parent	7	986	-1	989	979	17	0	0.9826	0.0	1	39	0	0.9602
atoll_s64_B	atoll	64	B	OPP	Core destroyed	304	parent	9	108	-1	303	99	50	0	0.4949	0.0	1	99	2	0.0
atoll_s65_A	atoll	65	A	US	Core destroyed	158	parent	7	66	157	157	59	41	4	0.3051	0.0678	1	59	5	0.0
atoll_s65_B	atoll	65	B	US	Core destroyed	670	parent	6	190	669	669	184	61	1	0.6685	0.0054	1	97	7	0.4728
atoll_s66_A	atoll	66	A	US	Core destroyed	394	parent	9	308	393	393	299	278	59	0.0702	0.1973	1	299	83	0.0
atoll_s66_B	atoll	66	B	OPP	Core destroyed	220	parent	6	78	-1	219	72	52	10	0.2778	0.1389	1	72	28	0.0
drakkarfjord_s64_A	drakkarfjord	64	A	OPP	Core destroyed	188	parent	10	63	-1	187	53	33	0	0.3774	0.0	1	50	0	0.0566
drakkarfjord_s64_B	drakkarfjord	64	B	OPP	Core destroyed	504	parent	10	-1	-1	503	494	125	34	0.747	0.0688	0	145	69	0.7065
drakkarfjord_s65_A	drakkarfjord	65	A	OPP	Titanium collected (tiebreak)	1000	parent	10	-1	-1	999	990	64	0	0.9354	0.0	0	99	0	0.9
drakkarfjord_s65_B	drakkarfjord	65	B	US	Core destroyed	129	parent	10	64	128	128	54	31	0	0.4259	0.0	1	54	0	0.0
drakkarfjord_s66_A	drakkarfjord	66	A	US	Titanium collected (tiebreak)	1000	parent	10	348	-1	999	338	74	0	0.7811	0.0	1	129	0	0.6183
drakkarfjord_s66_B	drakkarfjord	66	B	US	Core destroyed	201	parent	10	145	200	200	135	85	0	0.3704	0.0	1	95	0	0.2963
glacierkeep_s64_A	glacierkeep	64	A	US	Titanium collected (tiebreak)	1000	parent	9	89	-1	999	80	51	0	0.3625	0.0	1	80	35	0.0
glacierkeep_s64_B	glacierkeep	64	B	US	Core destroyed	517	parent	8	64	516	516	56	39	3	0.3036	0.0536	1	56	23	0.0
glacierkeep_s65_A	glacierkeep	65	A	US	Core destroyed	124	parent	8	68	123	123	60	39	4	0.35	0.0667	1	59	35	0.0167
glacierkeep_s65_B	glacierkeep	65	B	US	Core destroyed	269	parent	8	60	268	268	52	38	4	0.2692	0.0769	1	52	14	0.0
glacierkeep_s66_A	glacierkeep	66	A	US	Core destroyed	133	parent	8	56	132	132	48	27	0	0.4375	0.0	1	48	20	0.0
glacierkeep_s66_B	glacierkeep	66	B	US	Core destroyed	201	parent	8	92	200	200	84	53	5	0.369	0.0595	1	84	55	0.0
midgard_s64_A	midgard	64	A	US	Core destroyed	256	parent	58	200	255	255	142	125	114	0.1197	0.8028	1	132	121	0.0704
midgard_s64_B	midgard	64	B	US	Core destroyed	299	parent	55	227	298	298	172	41	15	0.7616	0.0872	1	44	23	0.7442
midgard_s65_A	midgard	65	A	OPP	Core destroyed	286	parent	53	-1	-1	285	233	123	108	0.4721	0.4635	0	124	112	0.4678
midgard_s65_B	midgard	65	B	US	Core destroyed	192	parent	53	136	191	191	83	83	76	0.0	0.9157	1	83	80	0.0
midgard_s66_A	midgard	66	A	OPP	Core destroyed	161	parent	52	-1	-1	160	109	109	99	0.0	0.9083	0	109	108	0.0
midgard_s66_B	midgard	66	B	OPP	Core destroyed	298	parent	53	-1	-1	297	245	245	243	0.0	0.9918	0	245	245	0.0
nordkap_s64_A	nordkap	64	A	US	Core destroyed	441	parent	4	265	440	440	261	251	130	0.0383	0.4981	1	261	224	0.0
nordkap_s64_B	nordkap	64	B	OPP	Core destroyed	249	parent	4	-1	-1	248	245	234	53	0.0449	0.2163	0	245	61	0.0
nordkap_s65_A	nordkap	65	A	US	Core destroyed	532	parent	4	120	531	531	116	112	70	0.0345	0.6034	1	116	103	0.0
nordkap_s65_B	nordkap	65	B	US	Core destroyed	415	parent	4	112	414	414	108	94	11	0.1296	0.1019	1	108	88	0.0
nordkap_s66_A	nordkap	66	A	US	Core destroyed	639	parent	4	489	638	638	485	106	13	0.7814	0.0268	1	197	49	0.5938
nordkap_s66_B	nordkap	66	B	US	Core destroyed	383	parent	4	128	382	382	124	111	86	0.1048	0.6935	1	124	97	0.0
yulerune_s64_A	yulerune	64	A	OPP	Core destroyed	729	parent	29	385	-1	728	356	355	346	0.0028	0.9719	1	356	354	0.0
yulerune_s64_B	yulerune	64	B	OPP	Core destroyed	213	parent	31	-1	-1	212	182	180	170	0.011	0.9341	0	182	173	0.0
yulerune_s65_A	yulerune	65	A	US	Core destroyed	361	parent	37	236	360	360	199	199	192	0.0	0.9648	1	199	199	0.0
yulerune_s65_B	yulerune	65	B	US	Core destroyed	268	parent	27	214	267	267	187	186	170	0.0053	0.9091	1	187	178	0.0
yulerune_s66_A	yulerune	66	A	OPP	Core destroyed	669	parent	33	-1	-1	668	636	634	385	0.0031	0.6053	0	636	432	0.0
yulerune_s66_B	yulerune	66	B	OPP	Core destroyed	157	parent	39	-1	-1	156	118	118	111	0.0	0.9407	0	118	118	0.0
atoll_s67_A	atoll	67	A	OPP	Core destroyed	293	parent	6	-1	-1	292	287	30	0	0.8955	0.0	0	58	0	0.7979
atoll_s67_B	atoll	67	B	US	Core destroyed	536	parent	7	81	535	535	74	23	0	0.6892	0.0	1	31	0	0.5811
atoll_s68_A	atoll	68	A	OPP	Harvesters (tiebreak)	1000	parent	7	-1	-1	999	993	7	0	0.993	0.0	0	11	0	0.9889
atoll_s68_B	atoll	68	B	OPP	Core destroyed	223	parent	33	-1	-1	222	190	33	5	0.8263	0.0263	0	33	7	0.8263
atoll_s69_A	atoll	69	A	US	Core destroyed	531	parent	7	171	530	530	164	43	0	0.7378	0.0	1	70	0	0.5732
atoll_s69_B	atoll	69	B	US	Core destroyed	550	parent	7	90	549	549	83	27	0	0.6747	0.0	1	74	11	0.1084
drakkarfjord_s67_A	drakkarfjord	67	A	OPP	Core destroyed	736	parent	10	661	-1	735	651	42	0	0.9355	0.0	1	65	0	0.9002
drakkarfjord_s67_B	drakkarfjord	67	B	US	Core destroyed	171	parent	10	77	170	170	67	34	0	0.4925	0.0	1	67	0	0.0
drakkarfjord_s68_A	drakkarfjord	68	A	OPP	Titanium collected (tiebreak)	1000	parent	10	-1	-1	999	990	49	0	0.9505	0.0	0	77	0	0.9222
drakkarfjord_s68_B	drakkarfjord	68	B	US	Core destroyed	181	parent	10	120	180	180	110	60	0	0.4545	0.0	1	70	0	0.3636
drakkarfjord_s69_A	drakkarfjord	69	A	OPP	Core destroyed	920	parent	10	180	-1	919	170	48	0	0.7176	0.0	1	72	0	0.5765
drakkarfjord_s69_B	drakkarfjord	69	B	US	Core destroyed	456	parent	10	378	455	455	368	135	0	0.6332	0.0	1	153	0	0.5842
glacierkeep_s67_A	glacierkeep	67	A	US	Core destroyed	181	parent	8	76	180	180	68	40	3	0.4118	0.0441	1	67	37	0.0147
glacierkeep_s67_B	glacierkeep	67	B	OPP	Core destroyed	688	parent	8	56	-1	687	48	40	4	0.1667	0.0833	1	48	23	0.0
glacierkeep_s68_A	glacierkeep	68	A	US	Core destroyed	152	parent	8	95	151	151	87	63	6	0.2759	0.069	1	87	59	0.0
glacierkeep_s68_B	glacierkeep	68	B	US	Core destroyed	280	parent	9	224	279	279	215	24	0	0.8884	0.0	1	212	0	0.014
glacierkeep_s69_A	glacierkeep	69	A	US	Core destroyed	152	parent	8	95	151	151	87	63	6	0.2759	0.069	1	87	59	0.0
glacierkeep_s69_B	glacierkeep	69	B	OPP	Core destroyed	465	parent	8	65	-1	464	57	41	5	0.2807	0.0877	1	57	20	0.0
midgard_s67_A	midgard	67	A	OPP	Core destroyed	255	parent	53	-1	-1	254	202	103	64	0.4901	0.3168	0	106	78	0.4752
midgard_s67_B	midgard	67	B	US	Core destroyed	611	parent	51	512	610	610	461	212	153	0.5401	0.3319	1	218	157	0.5271
midgard_s68_A	midgard	68	A	US	Titanium collected (tiebreak)	1000	parent	48	47	-1	999	0	0	0			1	0	0	
midgard_s68_B	midgard	68	B	OPP	Core destroyed	278	parent	51	100	-1	277	49	49	30	0.0	0.6122	1	49	44	0.0
midgard_s69_A	midgard	69	A	OPP	Core destroyed	429	parent	51	423	-1	428	372	371	356	0.0027	0.957	1	372	369	0.0
midgard_s69_B	midgard	69	B	OPP	Core destroyed	283	parent	51	-1	-1	282	232	37	21	0.8405	0.0905	0	38	24	0.8362
nordkap_s67_A	nordkap	67	A	OPP	Core destroyed	293	parent	4	-1	-1	292	289	27	1	0.9066	0.0035	0	39	10	0.8651
nordkap_s67_B	nordkap	67	B	OPP	Core destroyed	691	parent	4	92	-1	690	88	78	4	0.1136	0.0455	1	88	69	0.0
nordkap_s68_A	nordkap	68	A	OPP	Core destroyed	777	parent	4	135	-1	776	131	118	15	0.0992	0.1145	1	122	115	0.0687
nordkap_s68_B	nordkap	68	B	US	Core destroyed	170	parent	4	97	169	169	93	47	4	0.4946	0.043	1	88	37	0.0538
nordkap_s69_A	nordkap	69	A	OPP	Core destroyed	228	parent	4	-1	-1	227	224	221	69	0.0134	0.308	0	224	74	0.0
nordkap_s69_B	nordkap	69	B	US	Core destroyed	199	parent	4	133	198	198	129	122	56	0.0543	0.4341	1	129	102	0.0
yulerune_s67_A	yulerune	67	A	OPP	Titanium collected (tiebreak)	1000	parent	34	-1	-1	999	966	964	954	0.0021	0.9876	0	966	962	0.0
yulerune_s67_B	yulerune	67	B	OPP	Core destroyed	377	parent	31	-1	-1	376	346	101	57	0.7081	0.1647	0	104	65	0.6994
yulerune_s68_A	yulerune	68	A	US	Core destroyed	145	parent	29	72	144	144	43	42	34	0.0233	0.7907	1	43	40	0.0
yulerune_s68_B	yulerune	68	B	US	Core destroyed	305	parent	32	216	304	304	184	174	158	0.0543	0.8587	1	184	168	0.0
yulerune_s69_A	yulerune	69	A	OPP	Core destroyed	151	parent	31	-1	-1	150	120	114	94	0.05	0.7833	0	120	102	0.0
yulerune_s69_B	yulerune	69	B	OPP	Core destroyed	501	parent	29	-1	-1	500	472	471	466	0.0021	0.9873	0	472	470	0.0
atoll_s70_A	atoll	70	A	OPP	Core destroyed	534	parent	6	-1	-1	533	528	17	0	0.9678	0.0	0	34	0	0.9356
atoll_s70_B	atoll	70	B	OPP	Core destroyed	290	parent	7	64	-1	289	57	44	1	0.2281	0.0175	1	54	3	0.0526
atoll_s71_A	atoll	71	A	OPP	Core destroyed	417	parent	7	-1	-1	416	410	14	0	0.9659	0.0	0	20	0	0.9512
atoll_s71_B	atoll	71	B	OPP	Core destroyed	280	parent	9	-1	-1	279	271	6	0	0.9779	0.0	0	6	0	0.9779
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	7	128	801	801	121	53	0	0.562	0.0	1	86	0	0.2893
atoll_s72_B	atoll	72	B	US	Core destroyed	212	parent	6	120	211	211	114	62	10	0.4561	0.0877	1	107	32	0.0614
drakkarfjord_s70_A	drakkarfjord	70	A	US	Titanium collected (tiebreak)	1000	parent	10	-1	-1	999	990	63	0	0.9364	0.0	0	117	0	0.8818
drakkarfjord_s70_B	drakkarfjord	70	B	OPP	Core destroyed	553	parent	10	-1	-1	552	543	30	0	0.9448	0.0	0	52	0	0.9042
drakkarfjord_s71_A	drakkarfjord	71	A	US	Core destroyed	584	parent	10	528	583	583	518	126	48	0.7568	0.0927	1	169	83	0.6737
drakkarfjord_s71_B	drakkarfjord	71	B	US	Core destroyed	252	parent	10	60	251	251	50	27	0	0.46	0.0	1	47	0	0.06
drakkarfjord_s72_A	drakkarfjord	72	A	US	Titanium collected (tiebreak)	1000	parent	10	-1	-1	999	990	90	2	0.9091	0.002	0	149	3	0.8495
drakkarfjord_s72_B	drakkarfjord	72	B	US	Core destroyed	143	parent	10	87	142	142	77	38	5	0.5065	0.0649	1	75	13	0.026
glacierkeep_s70_A	glacierkeep	70	A	OPP	Core destroyed	521	parent	8	87	-1	520	79	56	7	0.2911	0.0886	1	79	50	0.0
glacierkeep_s70_B	glacierkeep	70	B	US	Core destroyed	301	parent	8	76	300	300	68	54	14	0.2059	0.2059	1	68	31	0.0
glacierkeep_s71_A	glacierkeep	71	A	US	Core destroyed	363	parent	9	317	362	362	308	88	2	0.7143	0.0065	1	108	18	0.6494
glacierkeep_s71_B	glacierkeep	71	B	US	Titanium collected (tiebreak)	1000	parent	8	48	-1	999	40	31	5	0.225	0.125	1	40	10	0.0
glacierkeep_s72_A	glacierkeep	72	A	US	Core destroyed	124	parent	8	68	123	123	60	39	4	0.35	0.0667	1	59	35	0.0167
glacierkeep_s72_B	glacierkeep	72	B	US	Core destroyed	280	parent	9	224	279	279	215	24	0	0.8884	0.0	1	212	0	0.014
midgard_s70_A	midgard	70	A	US	Core destroyed	426	parent	49	216	425	425	167	167	157	0.0	0.9401	1	167	166	0.0
midgard_s70_B	midgard	70	B	OPP	Core destroyed	244	parent	49	-1	-1	243	195	195	54	0.0	0.2769	0	195	56	0.0
midgard_s71_A	midgard	71	A	US	Core destroyed	819	parent	46	765	818	818	719	716	703	0.0042	0.9777	1	719	706	0.0
midgard_s71_B	midgard	71	B	OPP	Core destroyed	769	parent	55	-1	-1	768	714	235	139	0.6709	0.1947	0	237	152	0.6681
midgard_s72_A	midgard	72	A	US	Core destroyed	188	parent	50	132	187	187	82	81	71	0.0122	0.8659	1	82	79	0.0
midgard_s72_B	midgard	72	B	US	Core destroyed	198	parent	51	142	197	197	91	91	83	0.0	0.9121	1	91	87	0.0
nordkap_s70_A	nordkap	70	A	OPP	Core destroyed	578	parent	4	-1	-1	577	574	109	9	0.8101	0.0157	0	167	29	0.7091
nordkap_s70_B	nordkap	70	B	US	Core destroyed	351	parent	4	281	350	350	277	269	248	0.0289	0.8953	1	277	260	0.0
nordkap_s71_A	nordkap	71	A	OPP	Core destroyed	862	parent	4	176	-1	861	172	105	5	0.3895	0.0291	1	125	16	0.2733
nordkap_s71_B	nordkap	71	B	US	Core destroyed	198	parent	4	104	197	197	100	84	27	0.16	0.27	1	90	39	0.1
nordkap_s72_A	nordkap	72	A	OPP	Titanium collected (tiebreak)	1000	parent	4	-1	-1	999	996	986	12	0.01	0.012	0	996	24	0.0
nordkap_s72_B	nordkap	72	B	OPP	Core destroyed	645	parent	4	107	-1	644	103	92	6	0.1068	0.0583	1	99	75	0.0388
yulerune_s70_A	yulerune	70	A	US	Titanium collected (tiebreak)	1000	parent	29	240	-1	999	211	209	194	0.0095	0.9194	1	211	204	0.0
yulerune_s70_B	yulerune	70	B	US	Core destroyed	255	parent	29	213	254	254	184	180	54	0.0217	0.2935	1	184	114	0.0
yulerune_s71_A	yulerune	71	A	US	Core destroyed	389	parent	33	224	388	388	191	191	177	0.0	0.9267	1	191	188	0.0
yulerune_s71_B	yulerune	71	B	OPP	Core destroyed	208	parent	29	-1	-1	207	179	175	162	0.0223	0.905	0	179	167	0.0
yulerune_s72_A	yulerune	72	A	OPP	Core destroyed	177	parent	29	-1	-1	176	148	146	139	0.0135	0.9392	0	148	143	0.0
yulerune_s72_B	yulerune	72	B	OPP	Core destroyed	234	parent	37	-1	-1	233	197	100	88	0.4924	0.4467	0	100	93	0.4924
atoll_s73_A	atoll	73	A	US	Titanium collected (tiebreak)	1000	parent	6	60	-1	999	54	39	0	0.2778	0.0	1	54	0	0.0
atoll_s73_B	atoll	73	B	OPP	Core destroyed	165	parent	9	-1	-1	164	156	40	0	0.7436	0.0	0	58	0	0.6282
atoll_s74_A	atoll	74	A	OPP	Core destroyed	493	parent	11	-1	-1	492	482	67	0	0.861	0.0	0	97	0	0.7988
atoll_s74_B	atoll	74	B	OPP	Core destroyed	222	parent	6	-1	-1	221	216	53	9	0.7546	0.0417	0	71	18	0.6713
atoll_s75_A	atoll	75	A	US	Core destroyed	179	parent	7	32	178	178	25	4	0	0.84	0.0	1	22	0	0.12
atoll_s75_B	atoll	75	B	US	Core destroyed	550	parent	7	90	549	549	83	27	0	0.6747	0.0	1	74	11	0.1084
drakkarfjord_s73_A	drakkarfjord	73	A	OPP	Core destroyed	640	parent	10	-1	-1	639	630	89	0	0.8587	0.0	0	143	0	0.773
drakkarfjord_s73_B	drakkarfjord	73	B	US	Core destroyed	325	parent	10	60	324	324	50	35	0	0.3	0.0	1	47	0	0.06
drakkarfjord_s74_A	drakkarfjord	74	A	US	Core destroyed	231	parent	10	175	230	230	165	114	39	0.3091	0.2364	1	165	108	0.0
drakkarfjord_s74_B	drakkarfjord	74	B	US	Core destroyed	236	parent	10	180	235	235	170	120	0	0.2941	0.0	1	130	0	0.2353
drakkarfjord_s75_A	drakkarfjord	75	A	US	Core destroyed	333	parent	10	84	332	332	74	39	1	0.473	0.0135	1	74	16	0.0
drakkarfjord_s75_B	drakkarfjord	75	B	US	Core destroyed	198	parent	10	59	197	197	49	29	0	0.4082	0.0	1	49	0	0.0
glacierkeep_s73_A	glacierkeep	73	A	US	Titanium collected (tiebreak)	1000	parent	8	147	-1	999	139	103	5	0.259	0.036	1	139	91	0.0
glacierkeep_s73_B	glacierkeep	73	B	US	Titanium collected (tiebreak)	1000	parent	8	52	-1	999	44	31	3	0.2955	0.0682	1	44	12	0.0
glacierkeep_s74_A	glacierkeep	74	A	US	Core destroyed	173	parent	8	101	172	172	93	72	7	0.2258	0.0753	1	93	62	0.0
glacierkeep_s74_B	glacierkeep	74	B	US	Core destroyed	185	parent	8	82	184	184	74	54	7	0.2703	0.0946	1	74	37	0.0
glacierkeep_s75_A	glacierkeep	75	A	US	Core destroyed	433	parent	8	340	432	432	332	293	0	0.1175	0.0	1	302	0	0.0904
