tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s4_A	atoll	4	A	US	Titanium collected (tiebreak)	1000	v520	11	501	-1	999	490	128	8	0.7388	0.0163	1	163	41	0.6673
atoll_s4_B	atoll	4	B	OPP	Core destroyed	533	v520	11	-1	-1	532	522	83	11	0.841	0.0211	0	134	28	0.7433
atoll_s5_A	atoll	5	A	OPP	Core destroyed	170	v520	10	-1	-1	169	160	110	84	0.3125	0.525	0	111	86	0.3063
atoll_s5_B	atoll	5	B	US	Core destroyed	147	v520	11	66	146	146	55	49	25	0.1091	0.4545	1	55	53	0.0
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	11	481	-1	493	470	51	17	0.8915	0.0362	1	72	42	0.8468
atoll_s6_B	atoll	6	B	OPP	Core destroyed	493	v520	11	-1	-1	492	482	7	0	0.9855	0.0	0	21	2	0.9564
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	91	v520	14	35	90	90	21	17	6	0.1905	0.2857	1	21	16	0.0
drakkarfjord_s4_B	drakkarfjord	4	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	92	v520	14	36	91	91	22	18	5	0.1818	0.2273	1	22	18	0.0
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	96	v520	14	40	95	95	26	24	12	0.0769	0.4615	1	26	24	0.0
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	101	v520	14	45	100	100	31	26	8	0.1613	0.2581	1	31	21	0.0
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	146	v520	12	84	145	145	72	61	18	0.1528	0.25	1	72	72	0.0
glacierkeep_s4_B	glacierkeep	4	B	US	Harvesters (tiebreak)	1000	v520	12	144	-1	999	132	73	15	0.447	0.1136	1	132	116	0.0
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	170	v520	12	91	169	169	79	70	32	0.1139	0.4051	1	79	79	0.0
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	476	v520	12	420	475	475	408	148	9	0.6373	0.0221	1	176	81	0.5686
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	137	v520	12	52	136	136	40	32	12	0.2	0.3	1	40	37	0.0
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	217	v520	12	68	216	216	56	20	6	0.6429	0.1071	1	56	35	0.0
midgard_s4_A	midgard	4	A	US	Core destroyed	273	v520	48	118	272	272	70	70	63	0.0	0.9	1	70	70	0.0
midgard_s4_B	midgard	4	B	OPP	Core destroyed	314	v520	50	-1	-1	313	264	34	13	0.8712	0.0492	0	37	20	0.8598
midgard_s5_A	midgard	5	A	OPP	Core destroyed	257	v520	55	49	-1	256	0	0	0			1	0	0	
midgard_s5_B	midgard	5	B	OPP	Titanium collected (tiebreak)	1000	v520	47	-1	-1	999	953	950	20	0.0031	0.021	0	953	26	0.0
midgard_s6_A	midgard	6	A	US	Core destroyed	549	v520	47	396	548	548	349	349	336	0.0	0.9628	1	349	342	0.0
midgard_s6_B	midgard	6	B	OPP	Core destroyed	293	v520	48	-1	-1	292	245	245	235	0.0	0.9592	0	245	241	0.0
nordkap_s4_A	nordkap	4	A	US	Core destroyed	171	v520	8	115	170	170	107	98	52	0.0841	0.486	1	107	98	0.0
nordkap_s4_B	nordkap	4	B	US	Core destroyed	954	v520	8	432	953	953	424	414	218	0.0236	0.5142	1	424	412	0.0
nordkap_s5_A	nordkap	5	A	US	Core destroyed	433	v520	8	154	432	432	146	140	69	0.0411	0.4726	1	146	142	0.0
nordkap_s5_B	nordkap	5	B	US	Core destroyed	500	v520	8	222	499	499	214	37	5	0.8271	0.0234	1	61	8	0.715
nordkap_s6_A	nordkap	6	A	US	Core destroyed	190	v520	8	100	189	189	92	80	38	0.1304	0.413	1	92	85	0.0
nordkap_s6_B	nordkap	6	B	US	Core destroyed	318	v520	10	56	317	317	46	42	27	0.087	0.587	1	46	45	0.0
yulerune_s4_A	yulerune	4	A	US	Core destroyed	256	v520	30	200	255	255	170	170	167	0.0	0.9824	1	170	170	0.0
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	282	v520	31	-1	-1	281	251	217	150	0.1355	0.5976	0	218	161	0.1315
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	609	v520	35	604	-1	608	569	569	567	0.0	0.9965	1	569	569	0.0
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	199	v520	31	-1	-1	198	168	166	20	0.0119	0.119	0	168	35	0.0
yulerune_s6_A	yulerune	6	A	US	Core destroyed	229	v520	31	193	228	228	162	161	157	0.0062	0.9691	1	162	159	0.0
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	933	v520	33	-1	-1	932	900	899	897	0.0011	0.9967	0	900	900	0.0
atoll_s58_A	atoll	58	A	US	Core destroyed	548	v520	11	492	547	547	481	109	6	0.7734	0.0125	1	188	9	0.6091
atoll_s58_B	atoll	58	B	OPP	Core destroyed	521	v520	11	-1	-1	520	510	45	19	0.9118	0.0373	0	51	28	0.9
atoll_s59_A	atoll	59	A	US	Core destroyed	274	v520	10	178	273	273	168	103	10	0.3869	0.0595	1	107	15	0.3631
atoll_s59_B	atoll	59	B	US	Core destroyed	131	v520	11	65	130	130	54	47	27	0.1296	0.5	1	54	34	0.0
atoll_s60_A	atoll	60	A	US	Core destroyed	138	v520	11	66	137	137	55	53	22	0.0364	0.4	1	55	48	0.0
atoll_s60_B	atoll	60	B	US	Core destroyed	123	v520	11	60	122	122	49	45	31	0.0816	0.6327	1	49	47	0.0
drakkarfjord_s58_A	drakkarfjord	58	A	US	Core destroyed	397	v520	14	33	396	396	19	17	5	0.1053	0.2632	1	19	18	0.0
drakkarfjord_s58_B	drakkarfjord	58	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s59_A	drakkarfjord	59	A	OPP	Core destroyed	603	v520	14	140	-1	602	126	88	11	0.3016	0.0873	1	126	38	0.0
drakkarfjord_s59_B	drakkarfjord	59	B	US	Core destroyed	122	v520	14	40	121	121	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s60_A	drakkarfjord	60	A	US	Core destroyed	99	v520	14	37	98	98	23	18	7	0.2174	0.3043	1	23	19	0.0
drakkarfjord_s60_B	drakkarfjord	60	B	US	Core destroyed	164	v520	14	68	163	163	54	44	18	0.1852	0.3333	1	54	43	0.0
glacierkeep_s58_A	glacierkeep	58	A	US	Core destroyed	110	v520	12	52	109	109	40	31	12	0.225	0.3	1	40	38	0.0
glacierkeep_s58_B	glacierkeep	58	B	US	Core destroyed	257	v520	12	92	256	256	80	53	35	0.3375	0.4375	1	80	66	0.0
glacierkeep_s59_A	glacierkeep	59	A	US	Core destroyed	120	v520	12	64	119	119	52	49	28	0.0577	0.5385	1	52	52	0.0
glacierkeep_s59_B	glacierkeep	59	B	US	Core destroyed	217	v520	12	68	216	216	56	20	6	0.6429	0.1071	1	56	35	0.0
glacierkeep_s60_A	glacierkeep	60	A	US	Core destroyed	146	v520	12	69	145	145	57	57	19	0.0	0.3333	1	57	57	0.0
glacierkeep_s60_B	glacierkeep	60	B	US	Core destroyed	253	v520	12	92	252	252	80	54	31	0.325	0.3875	1	80	66	0.0
midgard_s58_A	midgard	58	A	US	Core destroyed	234	v520	47	178	233	233	131	131	126	0.0	0.9618	1	131	131	0.0
midgard_s58_B	midgard	58	B	OPP	Core destroyed	696	v520	50	-1	-1	695	646	436	282	0.3251	0.4365	0	436	291	0.3251
midgard_s59_A	midgard	59	A	OPP	Core destroyed	269	v520	46	49	-1	268	3	3	0	0.0	0.0	1	3	0	0.0
midgard_s59_B	midgard	59	B	OPP	Core destroyed	274	v520	50	-1	-1	273	224	82	48	0.6339	0.2143	0	82	61	0.6339
midgard_s60_A	midgard	60	A	US	Core destroyed	273	v520	50	180	272	272	130	130	126	0.0	0.9692	1	130	130	0.0
midgard_s60_B	midgard	60	B	US	Core destroyed	333	v520	47	164	332	332	117	115	104	0.0171	0.8889	1	117	106	0.0
nordkap_s58_A	nordkap	58	A	US	Core destroyed	145	v520	8	48	144	144	40	34	21	0.15	0.525	1	40	40	0.0
nordkap_s58_B	nordkap	58	B	OPP	Core destroyed	279	v520	10	41	-1	278	31	23	10	0.2581	0.3226	1	31	13	0.0
nordkap_s59_A	nordkap	59	A	US	Core destroyed	266	v520	8	36	265	265	28	22	10	0.2143	0.3571	1	28	27	0.0
nordkap_s59_B	nordkap	59	B	US	Core destroyed	313	v520	8	183	312	312	175	103	33	0.4114	0.1886	1	172	63	0.0171
nordkap_s60_A	nordkap	60	A	US	Core destroyed	472	v520	8	433	471	471	425	425	106	0.0	0.2494	1	425	182	0.0
nordkap_s60_B	nordkap	60	B	OPP	Core destroyed	251	v520	12	-1	-1	250	239	194	131	0.1883	0.5481	0	197	158	0.1757
yulerune_s58_A	yulerune	58	A	US	Core destroyed	175	v520	29	128	174	174	99	98	93	0.0101	0.9394	1	99	97	0.0
yulerune_s58_B	yulerune	58	B	OPP	Core destroyed	317	v520	35	-1	-1	316	282	282	278	0.0	0.9858	0	282	282	0.0
yulerune_s59_A	yulerune	59	A	US	Core destroyed	214	v520	29	158	213	213	129	126	113	0.0233	0.876	1	129	124	0.0
yulerune_s59_B	yulerune	59	B	OPP	Core destroyed	435	v520	27	-1	-1	434	408	278	181	0.3186	0.4436	0	279	184	0.3162
yulerune_s60_A	yulerune	60	A	US	Core destroyed	233	v520	34	180	232	232	146	146	142	0.0	0.9726	1	146	146	0.0
yulerune_s60_B	yulerune	60	B	OPP	Core destroyed	325	v520	35	-1	-1	324	290	102	79	0.6483	0.2724	0	102	82	0.6483
atoll_s61_A	atoll	61	A	US	Core destroyed	115	v520	11	56	114	114	45	44	17	0.0222	0.3778	1	45	38	0.0
atoll_s61_B	atoll	61	B	US	Core destroyed	128	v520	11	61	127	127	50	32	19	0.36	0.38	1	50	31	0.0
atoll_s62_A	atoll	62	A	OPP	Core destroyed	526	v520	10	-1	-1	525	516	118	21	0.7713	0.0407	0	138	68	0.7326
atoll_s62_B	atoll	62	B	OPP	Core destroyed	279	v520	10	-1	-1	278	269	73	25	0.7286	0.0929	0	105	30	0.6097
atoll_s63_A	atoll	63	A	OPP	Core destroyed	190	v520	20	-1	-1	189	170	13	0	0.9235	0.0	0	14	0	0.9176
atoll_s63_B	atoll	63	B	OPP	Core destroyed	314	v520	11	-1	-1	313	303	66	5	0.7822	0.0165	0	113	8	0.6271
drakkarfjord_s61_A	drakkarfjord	61	A	US	Core destroyed	117	v520	14	37	116	116	23	18	7	0.2174	0.3043	1	23	19	0.0
drakkarfjord_s61_B	drakkarfjord	61	B	US	Core destroyed	101	v520	14	45	100	100	31	26	5	0.1613	0.1613	1	31	28	0.0
drakkarfjord_s62_A	drakkarfjord	62	A	US	Core destroyed	141	v520	14	61	140	140	47	43	19	0.0851	0.4043	1	47	42	0.0
drakkarfjord_s62_B	drakkarfjord	62	B	US	Core destroyed	101	v520	14	45	100	100	31	26	5	0.1613	0.1613	1	31	28	0.0
drakkarfjord_s63_A	drakkarfjord	63	A	US	Core destroyed	90	v520	14	34	89	89	20	18	4	0.1	0.2	1	20	19	0.0
drakkarfjord_s63_B	drakkarfjord	63	B	US	Titanium collected (tiebreak)	1000	v520	14	41	-1	999	27	23	11	0.1481	0.4074	1	27	26	0.0
glacierkeep_s61_A	glacierkeep	61	A	OPP	Core destroyed	589	v520	12	121	-1	588	109	95	54	0.1284	0.4954	1	109	107	0.0
glacierkeep_s61_B	glacierkeep	61	B	US	Core destroyed	143	v520	12	84	142	142	72	65	8	0.0972	0.1111	1	72	44	0.0
glacierkeep_s62_A	glacierkeep	62	A	US	Core destroyed	229	v520	12	80	228	228	68	62	38	0.0882	0.5588	1	68	59	0.0
glacierkeep_s62_B	glacierkeep	62	B	US	Harvesters (tiebreak)	1000	v520	12	144	-1	999	132	73	15	0.447	0.1136	1	132	116	0.0
glacierkeep_s63_A	glacierkeep	63	A	US	Core destroyed	127	v520	12	71	126	126	59	52	31	0.1186	0.5254	1	59	59	0.0
glacierkeep_s63_B	glacierkeep	63	B	US	Core destroyed	317	v520	12	71	316	316	59	58	8	0.0169	0.1356	1	59	36	0.0
midgard_s61_A	midgard	61	A	US	Core destroyed	265	v520	48	221	264	264	173	173	166	0.0	0.9595	1	173	173	0.0
midgard_s61_B	midgard	61	B	OPP	Titanium collected (tiebreak)	1000	v520	52	848	-1	999	796	646	490	0.1884	0.6156	1	654	575	0.1784
midgard_s62_A	midgard	62	A	OPP	Core destroyed	561	v520	47	-1	-1	560	514	514	507	0.0	0.9864	0	514	514	0.0
midgard_s62_B	midgard	62	B	US	Core destroyed	419	v520	52	352	418	418	300	299	289	0.0033	0.9633	1	300	295	0.0
midgard_s63_A	midgard	63	A	US	Core destroyed	413	v520	48	112	412	412	64	64	59	0.0	0.9219	1	64	64	0.0
midgard_s63_B	midgard	63	B	OPP	Core destroyed	253	v520	49	168	-1	252	119	118	111	0.0084	0.9328	1	119	114	0.0
nordkap_s61_A	nordkap	61	A	US	Core destroyed	208	v520	8	171	207	207	163	106	38	0.3497	0.2331	1	154	84	0.0552
nordkap_s61_B	nordkap	61	B	US	Core destroyed	393	v520	8	180	392	392	172	153	61	0.1105	0.3547	1	172	156	0.0
nordkap_s62_A	nordkap	62	A	US	Titanium collected (tiebreak)	1000	v520	8	49	-1	999	41	38	25	0.0732	0.6098	1	41	38	0.0
nordkap_s62_B	nordkap	62	B	US	Titanium collected (tiebreak)	1000	v520	10	73	-1	999	63	55	8	0.127	0.127	1	63	12	0.0
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	781	v520	8	136	-1	780	128	128	96	0.0	0.75	1	128	128	0.0
nordkap_s63_B	nordkap	63	B	OPP	Core destroyed	161	v520	13	88	-1	160	75	74	26	0.0133	0.3467	1	75	54	0.0
yulerune_s61_A	yulerune	61	A	US	Core destroyed	165	v520	32	131	164	164	99	99	92	0.0	0.9293	1	99	97	0.0
yulerune_s61_B	yulerune	61	B	OPP	Core destroyed	317	v520	35	-1	-1	316	282	282	278	0.0	0.9858	0	282	282	0.0
yulerune_s62_A	yulerune	62	A	OPP	Core destroyed	185	v520	29	-1	-1	184	156	153	142	0.0192	0.9103	0	156	151	0.0
yulerune_s62_B	yulerune	62	B	OPP	Core destroyed	344	v520	29	-1	-1	343	315	138	72	0.5619	0.2286	0	138	78	0.5619
yulerune_s63_A	yulerune	63	A	OPP	Core destroyed	196	v520	29	-1	-1	195	167	98	57	0.4132	0.3413	0	100	59	0.4012
yulerune_s63_B	yulerune	63	B	OPP	Core destroyed	353	v520	29	-1	-1	352	324	324	319	0.0	0.9846	0	324	324	0.0
atoll_s64_A	atoll	64	A	US	Core destroyed	123	v520	10	64	122	122	54	52	36	0.037	0.6667	1	54	54	0.0
atoll_s64_B	atoll	64	B	OPP	Core destroyed	191	v520	11	130	-1	190	119	17	4	0.8571	0.0336	1	119	4	0.0
atoll_s65_A	atoll	65	A	OPP	Core destroyed	398	v520	11	71	-1	397	60	38	5	0.3667	0.0833	1	56	6	0.0667
atoll_s65_B	atoll	65	B	OPP	Core destroyed	184	v520	11	64	-1	183	53	44	5	0.1698	0.0943	1	53	8	0.0
atoll_s66_A	atoll	66	A	OPP	Core destroyed	526	v520	10	-1	-1	525	516	118	21	0.7713	0.0407	0	138	68	0.7326
atoll_s66_B	atoll	66	B	US	Core destroyed	182	v520	11	89	181	181	78	33	4	0.5769	0.0513	1	78	24	0.0
drakkarfjord_s64_A	drakkarfjord	64	A	US	Core destroyed	106	v520	14	36	105	105	22	20	9	0.0909	0.4091	1	22	20	0.0
drakkarfjord_s64_B	drakkarfjord	64	B	US	Core destroyed	96	v520	14	40	95	95	26	20	11	0.2308	0.4231	1	26	25	0.0
drakkarfjord_s65_A	drakkarfjord	65	A	US	Core destroyed	91	v520	14	35	90	90	21	17	6	0.1905	0.2857	1	21	16	0.0
drakkarfjord_s65_B	drakkarfjord	65	B	US	Core destroyed	128	v520	14	72	127	127	58	48	1	0.1724	0.0172	1	58	6	0.0
drakkarfjord_s66_A	drakkarfjord	66	A	US	Core destroyed	93	v520	14	37	92	92	23	18	7	0.2174	0.3043	1	23	19	0.0
drakkarfjord_s66_B	drakkarfjord	66	B	US	Core destroyed	248	v520	14	192	247	247	178	41	1	0.7697	0.0056	1	61	6	0.6573
glacierkeep_s64_A	glacierkeep	64	A	US	Core destroyed	111	v520	12	55	110	110	43	33	15	0.2326	0.3488	1	43	41	0.0
glacierkeep_s64_B	glacierkeep	64	B	US	Core destroyed	217	v520	12	68	216	216	56	20	6	0.6429	0.1071	1	56	35	0.0
glacierkeep_s65_A	glacierkeep	65	A	US	Core destroyed	123	v520	12	67	122	122	55	51	30	0.0727	0.5455	1	55	55	0.0
glacierkeep_s65_B	glacierkeep	65	B	US	Harvesters (tiebreak)	1000	v520	12	924	-1	999	912	396	83	0.5658	0.091	1	880	177	0.0351
glacierkeep_s66_A	glacierkeep	66	A	US	Core destroyed	170	v520	12	63	169	169	51	42	28	0.1765	0.549	1	51	49	0.0
glacierkeep_s66_B	glacierkeep	66	B	OPP	Titanium collected (tiebreak)	1000	v520	12	56	-1	999	44	14	9	0.6818	0.2045	1	42	14	0.0455
midgard_s64_A	midgard	64	A	OPP	Core destroyed	148	v520	49	43	-1	147	0	0	0			1	0	0	
midgard_s64_B	midgard	64	B	US	Core destroyed	365	v520	50	184	364	364	134	132	127	0.0149	0.9478	1	134	131	0.0
midgard_s65_A	midgard	65	A	US	Core destroyed	277	v520	48	184	276	276	136	136	130	0.0	0.9559	1	136	136	0.0
midgard_s65_B	midgard	65	B	OPP	Core destroyed	829	v520	47	-1	-1	828	782	241	180	0.6918	0.2302	0	261	185	0.6662
midgard_s66_A	midgard	66	A	US	Core destroyed	213	v520	48	157	212	212	109	108	96	0.0092	0.8807	1	109	103	0.0
midgard_s66_B	midgard	66	B	US	Core destroyed	666	v520	48	616	665	665	568	466	281	0.1796	0.4947	1	474	303	0.1655
nordkap_s64_A	nordkap	64	A	US	Core destroyed	282	v520	8	212	281	281	204	27	9	0.8676	0.0441	1	117	17	0.4265
nordkap_s64_B	nordkap	64	B	US	Core destroyed	257	v520	8	144	256	256	136	122	70	0.1029	0.5147	1	136	124	0.0
nordkap_s65_A	nordkap	65	A	US	Core destroyed	183	v520	8	99	182	182	91	41	20	0.5495	0.2198	1	91	80	0.0
nordkap_s65_B	nordkap	65	B	US	Core destroyed	341	v520	8	100	340	340	92	81	28	0.1196	0.3043	1	92	83	0.0
nordkap_s66_A	nordkap	66	A	US	Core destroyed	186	v520	8	106	185	185	98	76	27	0.2245	0.2755	1	92	78	0.0612
nordkap_s66_B	nordkap	66	B	US	Core destroyed	301	v520	8	103	300	300	95	86	49	0.0947	0.5158	1	95	83	0.0
yulerune_s64_A	yulerune	64	A	OPP	Core destroyed	205	v520	34	-1	-1	204	171	170	164	0.0058	0.9591	0	171	169	0.0
yulerune_s64_B	yulerune	64	B	OPP	Core destroyed	303	v520	31	-1	-1	302	272	37	15	0.864	0.0551	0	51	25	0.8125
yulerune_s65_A	yulerune	65	A	OPP	Titanium collected (tiebreak)	1000	v520	30	-1	-1	999	970	969	963	0.001	0.9928	0	970	970	0.0
yulerune_s65_B	yulerune	65	B	OPP	Core destroyed	185	v520	29	-1	-1	184	156	69	49	0.5577	0.3141	0	70	56	0.5513
yulerune_s66_A	yulerune	66	A	US	Core destroyed	195	v520	31	139	194	194	108	108	100	0.0	0.9259	1	108	108	0.0
yulerune_s66_B	yulerune	66	B	OPP	Core destroyed	545	v520	33	-1	-1	544	512	512	510	0.0	0.9961	0	512	511	0.0
atoll_s67_A	atoll	67	A	OPP	Core destroyed	427	v520	10	-1	-1	426	417	54	5	0.8705	0.012	0	58	16	0.8609
atoll_s67_B	atoll	67	B	US	Core destroyed	654	v520	11	603	653	653	592	93	13	0.8429	0.022	1	124	27	0.7905
atoll_s68_A	atoll	68	A	OPP	Core destroyed	232	v520	11	-1	-1	231	221	63	2	0.7149	0.009	0	66	5	0.7014
atoll_s68_B	atoll	68	B	OPP	Core destroyed	285	v520	11	-1	-1	284	274	21	5	0.9234	0.0182	0	63	16	0.7701
atoll_s69_A	atoll	69	A	US	Core destroyed	281	v520	11	220	280	280	209	165	18	0.2105	0.0861	1	209	124	0.0
atoll_s69_B	atoll	69	B	OPP	Core destroyed	523	v520	11	495	-1	522	484	30	4	0.938	0.0083	1	72	4	0.8512
drakkarfjord_s67_A	drakkarfjord	67	A	US	Titanium collected (tiebreak)	1000	v520	14	92	-1	999	78	63	17	0.1923	0.2179	1	78	71	0.0
drakkarfjord_s67_B	drakkarfjord	67	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s68_A	drakkarfjord	68	A	US	Core destroyed	117	v520	14	37	116	116	23	18	7	0.2174	0.3043	1	23	19	0.0
drakkarfjord_s68_B	drakkarfjord	68	B	US	Titanium collected (tiebreak)	1000	v520	14	76	-1	999	62	55	19	0.1129	0.3065	1	62	48	0.0
drakkarfjord_s69_A	drakkarfjord	69	A	US	Core destroyed	101	v520	14	45	100	100	31	26	8	0.1613	0.2581	1	31	21	0.0
drakkarfjord_s69_B	drakkarfjord	69	B	US	Core destroyed	98	v520	14	42	97	97	28	23	8	0.1786	0.2857	1	28	23	0.0
glacierkeep_s67_A	glacierkeep	67	A	US	Core destroyed	162	v520	12	99	161	161	87	83	47	0.046	0.5402	1	87	83	0.0
glacierkeep_s67_B	glacierkeep	67	B	US	Core destroyed	160	v520	12	95	159	159	83	55	11	0.3373	0.1325	1	83	76	0.0
glacierkeep_s68_A	glacierkeep	68	A	US	Core destroyed	162	v520	12	99	161	161	87	83	47	0.046	0.5402	1	87	83	0.0
glacierkeep_s68_B	glacierkeep	68	B	OPP	Core destroyed	820	v520	12	128	-1	819	116	84	19	0.2759	0.1638	1	114	90	0.0172
glacierkeep_s69_A	glacierkeep	69	A	US	Core destroyed	183	v520	12	127	182	182	115	73	52	0.3652	0.4522	1	115	110	0.0
glacierkeep_s69_B	glacierkeep	69	B	US	Core destroyed	257	v520	12	92	256	256	80	53	35	0.3375	0.4375	1	80	66	0.0
midgard_s67_A	midgard	67	A	US	Core destroyed	701	v520	47	556	700	700	509	509	168	0.0	0.3301	1	509	195	0.0
midgard_s67_B	midgard	67	B	OPP	Core destroyed	273	v520	53	47	-1	272	0	0	0			1	0	0	
midgard_s68_A	midgard	68	A	US	Titanium collected (tiebreak)	1000	v520	47	-1	-1	999	953	953	946	0.0	0.9927	0	953	953	0.0
midgard_s68_B	midgard	68	B	US	Core destroyed	281	v520	50	232	280	280	182	182	177	0.0	0.9725	1	182	179	0.0
midgard_s69_A	midgard	69	A	US	Core destroyed	211	v520	47	155	210	210	108	108	100	0.0	0.9259	1	108	105	0.0
midgard_s69_B	midgard	69	B	OPP	Core destroyed	224	v520	49	-1	-1	223	175	82	36	0.5314	0.2057	0	82	41	0.5314
nordkap_s67_A	nordkap	67	A	US	Core destroyed	132	v520	8	60	131	131	52	47	16	0.0962	0.3077	1	52	42	0.0
nordkap_s67_B	nordkap	67	B	US	Core destroyed	657	v520	8	352	656	656	344	90	32	0.7384	0.093	1	122	65	0.6453
nordkap_s68_A	nordkap	68	A	US	Core destroyed	433	v520	8	67	432	432	59	56	19	0.0508	0.322	1	59	56	0.0
nordkap_s68_B	nordkap	68	B	OPP	Core destroyed	358	v520	8	-1	-1	357	350	97	42	0.7229	0.12	0	105	73	0.7
nordkap_s69_A	nordkap	69	A	OPP	Core destroyed	705	v520	8	68	-1	704	60	60	24	0.0	0.4	1	60	55	0.0
nordkap_s69_B	nordkap	69	B	OPP	Titanium collected (tiebreak)	1000	v520	12	-1	-1	999	988	227	93	0.7702	0.0941	0	284	115	0.7126
yulerune_s67_A	yulerune	67	A	US	Core destroyed	667	v520	34	606	666	666	572	571	569	0.0017	0.9948	1	572	571	0.0
yulerune_s67_B	yulerune	67	B	US	Core destroyed	240	v520	33	200	239	239	167	167	164	0.0	0.982	1	167	167	0.0
yulerune_s68_A	yulerune	68	A	US	Core destroyed	481	v520	32	388	480	480	356	356	350	0.0	0.9831	1	356	353	0.0
yulerune_s68_B	yulerune	68	B	OPP	Core destroyed	332	v520	33	-1	-1	331	299	137	107	0.5418	0.3579	0	141	110	0.5284
yulerune_s69_A	yulerune	69	A	US	Core destroyed	305	v520	32	160	304	304	128	127	119	0.0078	0.9297	1	128	127	0.0
yulerune_s69_B	yulerune	69	B	OPP	Core destroyed	156	v520	30	-1	-1	155	126	120	103	0.0476	0.8175	0	120	114	0.0476
atoll_s70_A	atoll	70	A	OPP	Core destroyed	368	v520	10	-1	-1	367	358	92	6	0.743	0.0168	0	93	8	0.7402
atoll_s70_B	atoll	70	B	US	Core destroyed	177	v520	11	83	176	176	72	55	34	0.2361	0.4722	1	72	65	0.0
atoll_s71_A	atoll	71	A	OPP	Core destroyed	314	v520	10	-1	-1	313	304	78	2	0.7434	0.0066	0	91	6	0.7007
atoll_s71_B	atoll	71	B	US	Core destroyed	645	v520	10	156	644	644	146	103	36	0.2945	0.2466	1	146	97	0.0
atoll_s72_A	atoll	72	A	OPP	Core destroyed	223	v520	11	-1	-1	222	212	74	0	0.6509	0.0	0	84	5	0.6038
atoll_s72_B	atoll	72	B	US	Core destroyed	225	v520	12	106	224	224	94	56	1	0.4043	0.0106	1	89	8	0.0532
drakkarfjord_s70_A	drakkarfjord	70	A	US	Core destroyed	92	v520	14	36	91	91	22	18	5	0.1818	0.2273	1	22	18	0.0
drakkarfjord_s70_B	drakkarfjord	70	B	US	Core destroyed	124	v520	14	40	123	123	26	21	8	0.1923	0.3077	1	26	22	0.0
drakkarfjord_s71_A	drakkarfjord	71	A	US	Core destroyed	235	v520	14	141	234	234	127	105	12	0.1732	0.0945	1	127	40	0.0
drakkarfjord_s71_B	drakkarfjord	71	B	OPP	Core destroyed	521	v520	14	60	-1	520	46	42	10	0.087	0.2174	1	46	44	0.0
drakkarfjord_s72_A	drakkarfjord	72	A	US	Core destroyed	92	v520	14	36	91	91	22	20	9	0.0909	0.4091	1	22	20	0.0
drakkarfjord_s72_B	drakkarfjord	72	B	US	Core destroyed	101	v520	14	45	100	100	31	26	5	0.1613	0.1613	1	31	28	0.0
glacierkeep_s70_A	glacierkeep	70	A	US	Core destroyed	119	v520	12	63	118	118	51	42	29	0.1765	0.5686	1	51	48	0.0
glacierkeep_s70_B	glacierkeep	70	B	US	Core destroyed	873	v520	12	116	872	872	104	30	11	0.7115	0.1058	1	104	91	0.0
glacierkeep_s71_A	glacierkeep	71	A	US	Core destroyed	145	v520	12	89	144	144	77	70	9	0.0909	0.1169	1	77	12	0.0
glacierkeep_s71_B	glacierkeep	71	B	OPP	Harvesters (tiebreak)	1000	v520	12	101	-1	999	89	47	20	0.4719	0.2247	1	89	64	0.0
glacierkeep_s72_A	glacierkeep	72	A	US	Core destroyed	162	v520	12	99	161	161	87	83	47	0.046	0.5402	1	87	83	0.0
glacierkeep_s72_B	glacierkeep	72	B	US	Core destroyed	249	v520	12	104	248	248	92	63	7	0.3152	0.0761	1	92	88	0.0
midgard_s70_A	midgard	70	A	US	Titanium collected (tiebreak)	1000	v520	48	-1	-1	999	952	952	941	0.0	0.9884	0	952	952	0.0
