tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
glacierkeep_s48_A	glacierkeep	48	A	US	Core destroyed	127	v520	127	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s48_B	glacierkeep	48	B	US	Core destroyed	245	v520	245	15	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s48_B	glacierkeep	48	B	US	Core destroyed	245	v520	245	15	106	84	15,0	1	6.5	8	2	2	2	161	0	-1	7	0	1
nordkap_s46_A	nordkap	46	A	OPP	Core destroyed	641	v520	641	118	17	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s46_A	nordkap	46	A	OPP	Core destroyed	641	v520	641	118	27	9	7,18	1	6.5	8	2	2	2	632	0	-1	115	0	1
nordkap_s46_B	nordkap	46	B	US	Core destroyed	249	v520	249	37	25	9	10,12	25	30.5	8	0	0	2	2	1	11	2	0	1
nordkap_s46_B	nordkap	46	B	US	Core destroyed	249	v520	249	37	30	12	11,9	5	8.5	8	1	1	2	237	0	-1	33	0	1
nordkap_s46_B	nordkap	46	B	US	Core destroyed	249	v520	249	37	66	40	10,4	1	6.5	8	2	2	2	209	0	-1	0	0	0
nordkap_s47_A	nordkap	47	A	US	Core destroyed	299	v520	299	5	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s47_A	nordkap	47	A	US	Core destroyed	299	v520	299	5	297	185	8,12	26	44.5	8	0	0	2	4	1	189	1	0	1
nordkap_s47_A	nordkap	47	A	US	Core destroyed	299	v520	299	5	417	254	8,12	26	44.5	8	0	0	2	4	1	258	1	0	1
nordkap_s47_B	nordkap	47	B	US	Core destroyed	954	v520	954	4	14	7	10,10	9	12.5	8	0	0	2	4	1	11	1	0	1
nordkap_s47_B	nordkap	47	B	US	Core destroyed	954	v520	954	4	125	736	9,4	1	6.5	8	2	2	2	218	0	-1	1	0	1
nordkap_s48_A	nordkap	48	A	US	Core destroyed	433	v520	433	3	17	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s48_A	nordkap	48	A	US	Core destroyed	433	v520	433	3	47	18	11,17	2	4.5	8	2	2	2	415	0	-1	0	0	0
nordkap_s48_B	nordkap	48	B	US	Core destroyed	249	v520	249	37	25	9	10,12	25	30.5	8	0	0	2	2	1	11	2	0	1
nordkap_s48_B	nordkap	48	B	US	Core destroyed	249	v520	249	37	30	12	11,9	5	8.5	8	1	1	2	237	0	-1	33	0	1
nordkap_s48_B	nordkap	48	B	US	Core destroyed	249	v520	249	37	66	40	10,4	1	6.5	8	2	2	2	209	0	-1	0	0	0
atoll_s49_A	atoll	49	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	4	41	13	12,2	1	6.5	8	2	2	2	61	1	74	0	0	0
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	31	10	4,13	2	4.5	8	2	2	2	209	1	219	74	2	1
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	216	140	5,13	5	8.5	8	1	1	2	4	1	144	0	0	0
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	383	267	7,10	25	40.5	8	0	0	2	4	1	271	1	0	1
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	484	330	8,12	26	36.5	8	0	0	2	2	1	332	0	0	0
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	509	347	7,17	20	26.5	8	0	0	2	34	1	381	1	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	26	9	12,4	2	8.5	8	1	1	2	6	1	15	2	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	42	16	12,4	2	8.5	8	1	1	2	3	1	19	0	0	0
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	77	36	13,0	2	8.5	8	1	1	2	352	0	-1	0	0	0
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	89	48	16,5	5	8.5	8	1	1	2	117	1	165	3	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	223	280	10,2	9	20.5	8	0	0	2	4	1	284	1	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	263	324	11,4	5	14.5	8	0	0	2	4	1	328	1	0	1
atoll_s50_B	atoll	50	B	US	Core destroyed	177	v520	177	4	76	35	4,17	5	8.5	8	1	1	2	142	0	-1	0	0	0
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	34	10	12,4	2	8.5	8	1	1	2	3	1	13	2	0	1
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	41	14	14,0	1	6.5	8	2	2	2	362	0	-1	1	1	1
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	42	14	15,5	4	6.5	8	2	2	2	269	1	283	73	17	1
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	130	74	12,6	10	18.5	8	0	0	2	4	1	78	1	0	1
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	207	98	27	9	5,13	5	8.5	8	1	1	2	19	1	28	7	0	1
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	207	98	68	30	2,12	1	6.5	8	2	2	2	177	0	-1	72	1	1
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	207	98	143	74	5,15	4	6.5	8	2	2	2	133	0	-1	15	0	1
drakkarfjord_s49_A	drakkarfjord	49	A	US	Core destroyed	148	v520	148	13	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s49_A	drakkarfjord	49	A	US	Core destroyed	148	v520	148	13	111	59	23,7	8	18.5	8	0	0	2	4	1	63	1	0	1
drakkarfjord_s49_B	drakkarfjord	49	B	US	Core destroyed	98	v520	98	10	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s50_A	drakkarfjord	50	A	US	Core destroyed	248	v520	248	11	22	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s50_A	drakkarfjord	50	A	US	Core destroyed	248	v520	248	11	89	41	29,5	4	6.5	8	2	2	2	207	0	-1	1	0	1
drakkarfjord_s50_B	drakkarfjord	50	B	US	Titanium collected (tiebreak)	1000	v520	1000	95	22	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s50_B	drakkarfjord	50	B	US	Titanium collected (tiebreak)	1000	v520	1000	95	134	160	0,25	1	6.5	8	2	2	2	840	0	-1	81	1	1
drakkarfjord_s50_B	drakkarfjord	50	B	US	Titanium collected (tiebreak)	1000	v520	1000	95	175	252	5,21	8	18.5	8	0	0	2	4	1	256	1	0	1
drakkarfjord_s51_A	drakkarfjord	51	A	US	Core destroyed	88	v520	88	10	24	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s51_B	drakkarfjord	51	B	US	Core destroyed	101	v520	101	10	22	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
glacierkeep_s49_A	glacierkeep	49	A	US	Core destroyed	123	v520	123	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s49_B	glacierkeep	49	B	OPP	Core destroyed	785	v520	785	14	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s50_A	glacierkeep	50	A	US	Core destroyed	153	v520	153	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s50_B	glacierkeep	50	B	OPP	Harvesters (tiebreak)	1000	v520	1000	11	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s50_B	glacierkeep	50	B	OPP	Harvesters (tiebreak)	1000	v520	1000	11	128	317	16,1	2	4.5	8	2	2	2	683	0	-1	1	0	1
glacierkeep_s51_A	glacierkeep	51	A	US	Core destroyed	205	v520	205	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s51_B	glacierkeep	51	B	US	Harvesters (tiebreak)	1000	v520	1000	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
nordkap_s49_A	nordkap	49	A	OPP	Core destroyed	297	v520	297	8	21	8	9,15	4	12.5	8	0	0	2	2	1	10	2	0	1
nordkap_s49_A	nordkap	49	A	OPP	Core destroyed	297	v520	297	8	38	12	9,16	1	6.5	8	2	2	2	285	0	-1	4	1	1
nordkap_s49_B	nordkap	49	B	US	Core destroyed	313	v520	313	10	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
nordkap_s49_B	nordkap	49	B	US	Core destroyed	313	v520	313	10	84	82	9,9	4	6.5	8	2	2	2	231	0	-1	6	0	1
nordkap_s50_A	nordkap	50	A	US	Titanium collected (tiebreak)	1000	v520	1000	117	18	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s50_A	nordkap	50	A	US	Titanium collected (tiebreak)	1000	v520	1000	117	70	28	12,17	5	8.5	8	1	1	2	972	0	-1	62	0	1
nordkap_s50_A	nordkap	50	A	US	Titanium collected (tiebreak)	1000	v520	1000	117	126	132	7,18	1	6.5	8	2	2	2	16	1	148	1	0	1
nordkap_s50_A	nordkap	50	A	US	Titanium collected (tiebreak)	1000	v520	1000	117	131	161	7,20	2	8.5	8	1	1	2	839	0	-1	51	0	1
nordkap_s50_B	nordkap	50	B	OPP	Core destroyed	609	v520	609	231	26	9	10,12	25	30.5	8	0	0	2	2	1	11	2	0	1
nordkap_s50_B	nordkap	50	B	OPP	Core destroyed	609	v520	609	231	37	12	11,8	2	4.5	8	2	2	2	597	0	-1	202	0	1
nordkap_s50_B	nordkap	50	B	OPP	Core destroyed	609	v520	609	231	61	33	8,4	2	8.5	8	1	1	2	44	1	77	12	0	1
nordkap_s50_B	nordkap	50	B	OPP	Core destroyed	609	v520	609	231	308	284	7,12	26	36.5	8	0	0	2	4	1	288	1	0	1
nordkap_s51_A	nordkap	51	A	US	Core destroyed	203	v520	203	31	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s51_A	nordkap	51	A	US	Core destroyed	203	v520	203	31	58	25	12,17	5	8.5	8	1	1	2	178	0	-1	28	1	1
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	312	233	12,5	5	8.5	8	1	1	2	235	0	-1	8	3	1
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	441	297	5,9	13	26.5	8	0	0	2	41	1	338	0	0	0
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	443	299	11,10	10	14.5	8	0	0	2	4	1	303	1	0	1
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	489	325	8,11	17	22.5	8	0	0	2	4	1	329	1	0	1
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	585	381	7,11	17	26.5	8	0	0	2	4	1	385	1	0	1
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	468	21	756	455	11,10	10	14.5	8	0	0	2	4	1	459	1	0	1
atoll_s52_A	atoll	52	A	OPP	Core destroyed	236	v520	236	29	30	11	12,3	1	6.5	8	2	2	2	225	0	-1	25	1	1
atoll_s52_B	atoll	52	B	US	Titanium collected (tiebreak)	1000	v520	1000	51	50	20	3,12	1	6.5	8	2	2	2	980	0	-1	40	4	1
atoll_s53_A	atoll	53	A	OPP	Core destroyed	376	v520	376	82	34	10	12,4	2	8.5	8	1	1	2	3	1	13	2	0	1
atoll_s53_A	atoll	53	A	OPP	Core destroyed	376	v520	376	82	41	14	14,0	1	6.5	8	2	2	2	362	0	-1	1	1	1
atoll_s53_A	atoll	53	A	OPP	Core destroyed	376	v520	376	82	42	14	15,5	4	6.5	8	2	2	2	269	1	283	73	17	1
atoll_s53_A	atoll	53	A	OPP	Core destroyed	376	v520	376	82	130	74	12,6	10	18.5	8	0	0	2	4	1	78	1	0	1
atoll_s53_B	atoll	53	B	US	Core destroyed	181	v520	181	15	28	10	3,12	1	6.5	8	2	2	2	171	0	-1	11	0	1
atoll_s54_A	atoll	54	A	US	Titanium collected (tiebreak)	1000	v520	1000	15	33	10	12,4	2	8.5	8	1	1	2	990	0	-1	11	1	1
atoll_s54_A	atoll	54	A	US	Titanium collected (tiebreak)	1000	v520	1000	15	82	36	14,0	1	6.5	8	2	2	2	964	0	-1	0	0	0
atoll_s54_B	atoll	54	B	OPP	Core destroyed	160	v520	160	4	90	42	4,17	5	8.5	8	1	1	2	118	0	-1	0	0	0
drakkarfjord_s52_A	drakkarfjord	52	A	US	Core destroyed	141	v520	141	18	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s52_A	drakkarfjord	52	A	US	Core destroyed	141	v520	141	18	77	36	25,6	2	4.5	8	2	2	2	2	1	38	0	0	0
drakkarfjord_s52_A	drakkarfjord	52	A	US	Core destroyed	141	v520	141	18	83	39	27,7	4	6.5	8	2	2	2	102	0	-1	8	0	1
drakkarfjord_s52_B	drakkarfjord	52	B	US	Core destroyed	162	v520	162	19	25	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s52_B	drakkarfjord	52	B	US	Core destroyed	162	v520	162	19	85	42	1,22	2	8.5	8	1	1	2	120	0	-1	9	0	1
drakkarfjord_s53_A	drakkarfjord	53	A	US	Core destroyed	89	v520	89	10	20	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s53_B	drakkarfjord	53	B	US	Core destroyed	98	v520	98	10	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s54_A	drakkarfjord	54	A	US	Core destroyed	90	v520	90	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s54_B	drakkarfjord	54	B	US	Core destroyed	100	v520	100	10	24	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
glacierkeep_s52_A	glacierkeep	52	A	US	Core destroyed	127	v520	127	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s52_B	glacierkeep	52	B	US	Core destroyed	221	v520	221	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s53_A	glacierkeep	53	A	US	Core destroyed	165	v520	165	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s53_B	glacierkeep	53	B	OPP	Harvesters (tiebreak)	1000	v520	1000	12	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s53_B	glacierkeep	53	B	OPP	Harvesters (tiebreak)	1000	v520	1000	12	128	317	16,1	2	4.5	8	2	2	2	683	0	-1	1	0	1
glacierkeep_s53_B	glacierkeep	53	B	OPP	Harvesters (tiebreak)	1000	v520	1000	12	398	858	16,6	10	14.5	8	0	0	2	4	1	862	1	0	1
glacierkeep_s54_A	glacierkeep	54	A	US	Core destroyed	161	v520	161	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s54_B	glacierkeep	54	B	US	Core destroyed	245	v520	245	15	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s54_B	glacierkeep	54	B	US	Core destroyed	245	v520	245	15	106	84	15,0	1	6.5	8	2	2	2	161	0	-1	7	0	1
nordkap_s52_A	nordkap	52	A	US	Core destroyed	353	v520	353	36	18	7	11,14	10	22.5	8	0	0	2	2	1	9	2	0	1
nordkap_s52_A	nordkap	52	A	US	Core destroyed	353	v520	353	36	25	9	12,19	4	6.5	8	2	2	2	344	0	-1	32	0	1
nordkap_s52_B	nordkap	52	B	OPP	Core destroyed	889	v520	889	15	25	9	9,11	16	20.5	8	0	0	2	2	1	11	2	0	1
nordkap_s52_B	nordkap	52	B	OPP	Core destroyed	889	v520	889	15	221	592	12,11	20	26.5	8	0	0	2	4	1	596	1	0	1
nordkap_s53_A	nordkap	53	A	US	Titanium collected (tiebreak)	1000	v520	1000	47	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s53_A	nordkap	53	A	US	Titanium collected (tiebreak)	1000	v520	1000	47	40	16	11,17	2	4.5	8	2	2	2	984	0	-1	13	0	1
nordkap_s53_A	nordkap	53	A	US	Titanium collected (tiebreak)	1000	v520	1000	47	92	133	7,20	2	8.5	8	1	1	2	867	0	-1	31	0	1
nordkap_s53_B	nordkap	53	B	US	Core destroyed	213	v520	213	4	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
nordkap_s54_A	nordkap	54	A	US	Core destroyed	273	v520	273	8	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s54_A	nordkap	54	A	US	Core destroyed	273	v520	273	8	43	16	11,17	2	4.5	8	2	2	2	257	0	-1	5	0	1
nordkap_s54_B	nordkap	54	B	OPP	Core destroyed	193	v520	193	22	14	7	10,10	9	12.5	8	0	0	2	2	1	9	2	0	1
nordkap_s54_B	nordkap	54	B	OPP	Core destroyed	193	v520	193	22	40	15	9,9	4	6.5	8	2	2	2	178	0	-1	18	0	1
atoll_s55_A	atoll	55	A	OPP	Core destroyed	223	v520	223	36	30	10	12,3	1	6.5	8	2	2	2	101	1	111	15	3	1
atoll_s55_A	atoll	55	A	OPP	Core destroyed	223	v520	223	36	54	20	16,5	5	8.5	8	1	1	2	203	0	-1	17	1	1
atoll_s55_B	atoll	55	B	US	Core destroyed	119	v520	119	15	45	16	5,14	4	6.5	8	2	2	2	103	0	-1	11	0	1
atoll_s55_B	atoll	55	B	US	Core destroyed	119	v520	119	15	64	32	0,15	1	6.5	8	2	2	2	87	0	-1	0	0	0
atoll_s56_A	atoll	56	A	OPP	Core destroyed	398	v520	398	21	33	10	12,4	2	8.5	8	1	1	2	388	0	-1	17	0	1
atoll_s56_B	atoll	56	B	US	Core destroyed	223	v520	223	33	31	10	5,13	5	8.5	8	1	1	2	213	0	-1	29	0	1
atoll_s57_A	atoll	57	A	OPP	Core destroyed	309	v520	309	4	93	44	13,0	2	8.5	8	1	1	2	265	0	-1	0	0	0
atoll_s57_B	atoll	57	B	US	Core destroyed	147	v520	147	9	32	10	4,13	2	4.5	8	2	2	2	4	1	14	2	0	1
atoll_s57_B	atoll	57	B	US	Core destroyed	147	v520	147	9	43	15	5,14	4	6.5	8	2	2	2	132	0	-1	3	0	1
atoll_s57_B	atoll	57	B	US	Core destroyed	147	v520	147	9	117	59	0,15	1	6.5	8	2	2	2	88	0	-1	0	0	0
drakkarfjord_s55_A	drakkarfjord	55	A	US	Core destroyed	92	v520	92	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s55_B	drakkarfjord	55	B	US	Core destroyed	125	v520	125	10	23	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s56_A	drakkarfjord	56	A	US	Core destroyed	88	v520	88	10	20	13	23,9	20	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s56_B	drakkarfjord	56	B	US	Core destroyed	96	v520	96	10	23	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	666	53	22	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	666	53	87	41	29,5	4	6.5	8	2	2	2	625	0	-1	4	2	1
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	666	53	236	109	24,4	1	6.5	8	2	2	2	94	1	203	17	2	1
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	666	53	629	252	23,8	13	24.5	8	0	0	2	4	1	256	1	0	1
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	666	53	798	300	23,7	8	18.5	8	0	0	2	4	1	304	1	0	1
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	666	53	1265	437	22,8	18	32.5	8	0	0	2	4	1	441	1	0	1
drakkarfjord_s57_B	drakkarfjord	57	B	US	Core destroyed	254	v520	254	10	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	165	v520	165	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s55_B	glacierkeep	55	B	OPP	Core destroyed	781	v520	781	15	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s56_A	glacierkeep	56	A	OPP	Core destroyed	625	v520	625	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	820	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	820	8	132	192	12,3	1	6.5	8	2	2	2	10	1	202	0	0	0
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	820	8	135	210	12,3	1	6.5	8	2	2	2	16	1	226	0	0	0
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	820	8	138	257	12,3	1	6.5	8	2	2	2	17	1	274	0	0	0
glacierkeep_s57_A	glacierkeep	57	A	US	Core destroyed	141	v520	141	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	873	v520	873	13	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	873	v520	873	13	130	176	16,1	2	4.5	8	2	2	2	697	0	-1	5	3	1
nordkap_s55_A	nordkap	55	A	US	Core destroyed	137	v520	137	9	18	7	10,15	4	12.5	8	0	0	2	2	1	9	2	0	1
nordkap_s55_A	nordkap	55	A	US	Core destroyed	137	v520	137	9	28	10	11,17	2	4.5	8	2	2	2	127	0	-1	5	1	1
nordkap_s55_B	nordkap	55	B	OPP	Core destroyed	742	v520	742	8	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
nordkap_s56_A	nordkap	56	A	US	Core destroyed	137	v520	137	9	18	7	10,15	4	12.5	8	0	0	2	2	1	9	2	0	1
nordkap_s56_A	nordkap	56	A	US	Core destroyed	137	v520	137	9	29	10	11,17	2	4.5	8	2	2	2	127	0	-1	5	1	1
nordkap_s56_B	nordkap	56	B	OPP	Titanium collected (tiebreak)	1000	v520	1000	3	14	7	11,11	17	22.5	8	0	0	2	4	1	11	1	0	1
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	419	26	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	419	26	92	112	12,17	5	8.5	8	1	1	2	307	0	-1	2	0	1
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	419	26	138	249	7,18	1	6.5	8	2	2	2	7	1	256	0	0	0
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	419	26	141	260	7,18	1	6.5	8	2	2	2	4	1	264	0	0	0
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	419	26	159	316	7,18	1	6.5	8	2	2	2	4	1	320	0	0	0
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	419	26	165	332	7,19	1	6.5	8	2	2	2	87	0	-1	21	0	1
nordkap_s57_B	nordkap	57	B	US	Core destroyed	816	v520	816	13	25	9	9,11	16	20.5	8	0	0	2	2	1	11	2	0	1
atoll_s4_A	atoll	4	A	US	Titanium collected (tiebreak)	1000	v520	1000	34	29	9	13,5	5	8.5	8	1	1	2	4	1	13	1	1	1
atoll_s4_A	atoll	4	A	US	Titanium collected (tiebreak)	1000	v520	1000	34	43	14	13,5	5	8.5	8	1	1	2	5	1	19	1	0	1
atoll_s4_A	atoll	4	A	US	Titanium collected (tiebreak)	1000	v520	1000	34	50	20	13,4	2	4.5	8	2	2	2	2	1	22	0	0	0
atoll_s4_B	atoll	4	B	OPP	Core destroyed	533	v520	533	147	31	10	5,13	5	8.5	8	1	1	2	8	1	18	5	0	1
atoll_s4_B	atoll	4	B	OPP	Core destroyed	533	v520	533	147	50	20	3,12	1	6.5	8	2	2	2	513	0	-1	135	0	1
atoll_s4_B	atoll	4	B	OPP	Core destroyed	533	v520	533	147	217	212	7,12	17	26.5	8	0	0	2	4	1	216	1	0	1
atoll_s4_B	atoll	4	B	OPP	Core destroyed	533	v520	533	147	230	224	3,17	4	6.5	8	2	2	2	309	0	-1	0	0	0
atoll_s5_A	atoll	5	A	OPP	Core destroyed	170	v520	170	14	39	15	11,1	5	14.5	8	0	0	2	2	1	17	2	0	1
atoll_s5_A	atoll	5	A	OPP	Core destroyed	170	v520	170	14	72	32	13,0	2	8.5	8	1	1	2	23	1	55	5	0	1
atoll_s5_A	atoll	5	A	OPP	Core destroyed	170	v520	170	14	148	76	13,0	2	8.5	8	1	1	2	1	1	77	0	0	0
atoll_s5_A	atoll	5	A	OPP	Core destroyed	170	v520	170	14	180	92	16,1	2	4.5	8	2	2	2	78	0	-1	3	3	1
atoll_s5_B	atoll	5	B	US	Core destroyed	147	v520	147	9	32	10	4,13	2	4.5	8	2	2	2	4	1	14	2	0	1
atoll_s5_B	atoll	5	B	US	Core destroyed	147	v520	147	9	43	15	5,14	4	6.5	8	2	2	2	132	0	-1	3	0	1
atoll_s5_B	atoll	5	B	US	Core destroyed	147	v520	147	9	117	59	0,15	1	6.5	8	2	2	2	88	0	-1	0	0	0
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	29	10	14,5	4	6.5	8	2	2	2	3	1	13	1	1	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	41	14	13,5	5	8.5	8	1	1	2	7	1	21	1	0	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	120	50	14,0	1	6.5	8	2	2	2	9	1	59	2	1	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	187	116	11,3	4	12.5	8	0	0	2	4	1	120	1	0	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	249	180	15,6	9	12.5	8	0	0	2	4	1	184	1	0	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	276	196	9,4	17	32.5	8	0	0	2	283	1	479	175	0	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	728	479	12,7	17	26.5	8	0	0	2	4	1	483	1	0	1
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	494	252	745	484	11,2	4	12.5	8	0	0	2	4	1	488	1	0	1
atoll_s6_B	atoll	6	B	OPP	Core destroyed	493	v520	493	150	28	9	4,12	2	8.5	8	1	1	2	302	1	311	132	0	1
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	91	v520	91	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s4_B	drakkarfjord	4	B	US	Titanium collected (tiebreak)	1000	v520	1000	12	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s4_B	drakkarfjord	4	B	US	Titanium collected (tiebreak)	1000	v520	1000	12	134	160	0,25	1	6.5	8	2	2	2	840	0	-1	2	1	1
