tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
yulerune_s30_B	yulerune	30	B	OPP	Core destroyed	312	v520	504	0	-4	0	0	500		0.0	14	67	4	14	18	1	19	1	0		0		7	
atoll_s31_A	atoll	31	A	OPP	Core destroyed	314	v520	504	0	-4	0	0	500		0.0	4	14	0	3	3	1	10	1	0		2	7	8	
atoll_s31_B	atoll	31	B	US	Core destroyed	211	v520	1188	1178	490	504	0	-4	0.0	0.9916	3	12	0	1	1	0		0	1	62	3	7	9	
atoll_s32_A	atoll	32	A	OPP	Titanium collected (tiebreak)	1000	v520	36	0	464	0	0	500		0.0	6	16	0	0	0	1	10	2	0		6	7	5	
atoll_s32_B	atoll	32	B	US	Core destroyed	116	v520	486	486	500	504	0	-4	0.0	1.0	3	12	0	2	2	1	9	1	1	60	2	7	9	
atoll_s33_A	atoll	33	A	US	Core destroyed	228	v520	0	0	500	828	328	0	0.3961		4	15	0	3	3	0		2	1	136	2	7	23	
atoll_s33_B	atoll	33	B	US	Core destroyed	438	v520	2394	2376	482	2772	2272	0	0.8196	0.9925	3	13	0	1	1	0		1	1	130	3	7	11	
drakkarfjord_s31_A	drakkarfjord	31	A	US	Core destroyed	88	v520	0	0	500	504	0	-4	0.0		3	22	0	0	0	0		0	1	32	1	13	10	
drakkarfjord_s31_B	drakkarfjord	31	B	US	Core destroyed	100	v520	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	44	1	13	18	
drakkarfjord_s32_A	drakkarfjord	32	A	US	Core destroyed	89	v520	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	33	1	13	12	
drakkarfjord_s32_B	drakkarfjord	32	B	US	Core destroyed	125	v520	0	0	500	756	252	-4	0.3333		3	14	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s33_A	drakkarfjord	33	A	US	Core destroyed	101	v520	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	45	1	13	12	
drakkarfjord_s33_B	drakkarfjord	33	B	US	Core destroyed	96	v520	0	0	500	504	0	-4	0.0		3	14	0	0	0	0		0	1	40	1	13	13	
glacierkeep_s31_A	glacierkeep	31	A	US	Core destroyed	217	v520	0	0	500	504	0	-4	0.0		5	39	0	1	1	0		1	1	108	2	9	11	
glacierkeep_s31_B	glacierkeep	31	B	US	Harvesters (tiebreak)	1000	v520	0	0	500	774	774	500	1.0		7	56	0	0	0	0		0	1	92	5	9	60	
glacierkeep_s32_A	glacierkeep	32	A	US	Core destroyed	201	v520	0	0	500	504	0	-4	0.0		4	25	0	0	0	0		2	1	80	2	9	11	
glacierkeep_s32_B	glacierkeep	32	B	OPP	Core destroyed	773	v520	504	0	-4	0	0	500		0.0	8	78	0	0	0	0		0	0		3	9	7	
glacierkeep_s33_A	glacierkeep	33	A	US	Core destroyed	110	v520	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s33_B	glacierkeep	33	B	OPP	Harvesters (tiebreak)	1000	v520	0	0	500	36	0	464	0.0		4	24	0	0	0	0		1	1	116	2	9	78	
midgard_s31_A	midgard	31	A	OPP	Core destroyed	245	v520	666	160	-6	414	396	482	0.9565	0.2402	8	43	1	8	9	1	34	2	1	45	0		6	
midgard_s31_B	midgard	31	B	US	Core destroyed	481	v520	1188	960	272	504	0	-4	0.0	0.8081	9	28	5	7	12	2	41	3	1	328	0		9	
midgard_s32_A	midgard	32	A	US	Titanium collected (tiebreak)	1000	v520	0	0	500	432	0	68	0.0		6	27	2	8	10	2	47	3	1	184	0		12	
midgard_s32_B	midgard	32	B	OPP	Core destroyed	396	v520	864	364	0	0	0	500		0.4213	18	70	9	10	19	2	35	6	0		0		7	
midgard_s33_A	midgard	33	A	US	Core destroyed	220	v520	0	0	500	504	0	-4	0.0		8	30	2	8	10	1	43	3	1	164	0		9	
midgard_s33_B	midgard	33	B	US	Core destroyed	130	v520	306	306	500	738	232	-6	0.3144	1.0	6	35	1	9	10	1	42	2	1	48	0		8	
nordkap_s31_A	nordkap	31	A	US	Core destroyed	813	v520	36	36	500	2142	1638	-4	0.7647	1.0	2	5	0	1	1	0		1	1	72	6	5	76	
nordkap_s31_B	nordkap	31	B	US	Core destroyed	423	v520	0	0	500	504	0	-4	0.0		6	27	0	1	1	0		0	4	104	4	5	11	
nordkap_s32_A	nordkap	32	A	US	Core destroyed	483	v520	0	0	500	1494	978	-16	0.6546		10	46	2	5	7	0		0	5	47	9	5	12	
nordkap_s32_B	nordkap	32	B	US	Core destroyed	191	v520	864	858	494	504	0	-4	0.0	0.9931	2	7	2	5	7	1	9	1	1	121	2	5	8	
nordkap_s33_A	nordkap	33	A	US	Titanium collected (tiebreak)	1000	v520	522	54	32	288	288	500	1.0	0.1034	10	58	0	2	2	0		0	1	48	2	5	28	
nordkap_s33_B	nordkap	33	B	US	Core destroyed	157	v520	1008	990	482	504	0	-4	0.0	0.9821	2	6	0	2	2	1	9	1	1	80	2	5	11	
yulerune_s31_A	yulerune	31	A	OPP	Core destroyed	397	v520	504	0	-4	216	0	284	0.0	0.0	8	32	6	18	24	3	19	3	1	304	0		12	
yulerune_s31_B	yulerune	31	B	OPP	Core destroyed	207	v520	504	0	-4	54	0	446	0.0	0.0	7	28	5	15	20	2	19	2	1	192	0		3	
yulerune_s32_A	yulerune	32	A	US	Core destroyed	192	v520	954	954	500	504	0	-4	0.0	1.0	4	17	2	9	11	1	19	1	1	136	0		8	
yulerune_s32_B	yulerune	32	B	OPP	Core destroyed	308	v520	828	328	0	0	0	500		0.3961	9	45	3	6	9	1	19	3	0		0		6	
yulerune_s33_A	yulerune	33	A	US	Core destroyed	492	v520	738	738	500	504	0	-4	0.0	1.0	7	39	3	13	16	3	19	6	1	436	1	422	19	
yulerune_s33_B	yulerune	33	B	US	Core destroyed	179	v520	0	0	500	504	0	-4	0.0		5	24	2	8	10	1	19	2	1	123	0		8	
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	396	176	280	504	0	-4	0.0	0.4444	4	16	1	8	9	5	10	7	7	741	11	7	11	
atoll_s34_B	atoll	34	B	OPP	Core destroyed	285	v520	1404	896	-8	0	0	500		0.6382	4	14	0	0	0	0		1	0		3	7	6	
atoll_s35_A	atoll	35	A	OPP	Core destroyed	177	v520	648	148	0	0	0	500		0.2284	6	20	1	4	5	1	11	1	0		3	7	6	
atoll_s35_B	atoll	35	B	US	Core destroyed	116	v520	810	750	440	504	0	-4	0.0	0.9259	2	4	0	2	2	1	10	1	1	60	2	7	4	
atoll_s36_A	atoll	36	A	US	Core destroyed	634	v520	648	648	500	504	0	-4	0.0	1.0	6	17	2	3	5	1	14	3	1	567	4	7	17	
atoll_s36_B	atoll	36	B	US	Core destroyed	161	v520	0	0	500	576	76	0	0.1319		5	16	0	3	3	1	16	1	1	60	2	7	7	
drakkarfjord_s34_A	drakkarfjord	34	A	US	Core destroyed	88	v520	0	0	500	504	0	-4	0.0		3	22	0	0	0	0		0	1	32	1	13	10	
drakkarfjord_s34_B	drakkarfjord	34	B	US	Core destroyed	444	v520	0	0	500	504	0	-4	0.0		7	61	1	4	5	1	344	3	1	388	2	13	13	
drakkarfjord_s35_A	drakkarfjord	35	A	US	Core destroyed	93	v520	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	37	1	13	13	
drakkarfjord_s35_B	drakkarfjord	35	B	US	Core destroyed	385	v520	0	0	500	1206	702	-4	0.5821		2	16	0	0	0	0		0	1	41	2	13	33	
drakkarfjord_s36_A	drakkarfjord	36	A	US	Core destroyed	92	v520	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	36	1	13	12	
drakkarfjord_s36_B	drakkarfjord	36	B	US	Titanium collected (tiebreak)	1000	v520	0	0	500	3564	3564	500	1.0		4	13	0	0	0	0		0	2	40	2	13	75	
glacierkeep_s34_A	glacierkeep	34	A	US	Core destroyed	161	v520	0	0	500	504	0	-4	0.0		3	20	0	0	0	0		0	1	75	2	9	12	
glacierkeep_s34_B	glacierkeep	34	B	OPP	Harvesters (tiebreak)	1000	v520	0	0	500	3366	3366	500	1.0		7	43	0	0	0	0		0	2	92	3	9	43	
glacierkeep_s35_A	glacierkeep	35	A	US	Core destroyed	119	v520	0	0	500	504	0	-4	0.0		4	29	0	0	0	0		0	1	63	2	9	11	
glacierkeep_s35_B	glacierkeep	35	B	OPP	Titanium collected (tiebreak)	1000	v520	0	0	500	1836	1836	500	1.0		11	85	0	0	0	0		0	3	56	3	9	20	
glacierkeep_s36_A	glacierkeep	36	A	US	Core destroyed	149	v520	0	0	500	504	0	-4	0.0		4	19	0	0	0	0		0	1	55	2	9	11	
glacierkeep_s36_B	glacierkeep	36	B	US	Harvesters (tiebreak)	1000	v520	0	0	500	0	0	500			4	27	0	0	0	0		0	0		3	9	111	
midgard_s34_A	midgard	34	A	US	Core destroyed	123	v520	0	0	500	684	184	0	0.269		6	28	3	5	8	2	34	2	1	47	0		9	
midgard_s34_B	midgard	34	B	OPP	Core destroyed	444	v520	504	0	-4	612	196	84	0.3203	0.0	11	114	3	59	62	4	33	6	2	387	0		9	
midgard_s35_A	midgard	35	A	US	Core destroyed	291	v520	0	0	500	702	196	-6	0.2792		6	30	3	6	9	2	43	6	1	213	0		9	
midgard_s35_B	midgard	35	B	US	Core destroyed	869	v520	0	0	500	504	0	-4	0.0		7	22	3	11	14	2	41	4	1	676	0		53	
midgard_s36_A	midgard	36	A	US	Core destroyed	193	v520	0	0	500	504	0	-4	0.0		6	30	2	10	12	2	34	4	1	124	0		10	
midgard_s36_B	midgard	36	B	US	Core destroyed	205	v520	0	0	500	504	0	-4	0.0		8	35	2	9	11	2	35	3	1	143	0		9	
nordkap_s34_A	nordkap	34	A	US	Core destroyed	625	v520	0	0	500	1512	1008	-4	0.6667		2	6	0	1	1	1	209	1	1	81	4	5	118	
nordkap_s34_B	nordkap	34	B	US	Titanium collected (tiebreak)	1000	v520	36	36	500	1926	1926	500	1.0	1.0	3	9	2	5	7	1	9	1	1	136	4	5	103	
nordkap_s35_A	nordkap	35	A	US	Core destroyed	509	v520	0	0	500	1098	594	-4	0.541		2	8	1	2	3	1	133	2	1	48	5	5	53	
nordkap_s35_B	nordkap	35	B	OPP	Core destroyed	174	v520	504	0	-4	0	0	500		0.0	6	15	1	1	2	2	7	4	0		4	5	7	
nordkap_s36_A	nordkap	36	A	US	Core destroyed	177	v520	360	360	500	504	0	-4	0.0	1.0	3	11	0	2	2	0		1	1	88	2	5	12	
nordkap_s36_B	nordkap	36	B	OPP	Core destroyed	262	v520	504	0	-4	0	0	500		0.0	18	83	3	6	9	1	9	1	0		2	5	5	
yulerune_s34_A	yulerune	34	A	US	Core destroyed	230	v520	414	414	500	504	0	-4	0.0	1.0	3	17	1	8	9	1	19	1	1	174	0		9	
yulerune_s34_B	yulerune	34	B	OPP	Core destroyed	187	v520	504	0	-4	0	0	500		0.0	9	34	5	9	14	1	19	2	0		0		7	
yulerune_s35_A	yulerune	35	A	US	Core destroyed	420	v520	648	648	500	1602	1096	-6	0.6841	1.0	7	26	5	7	12	3	19	4	2	300	0		11	
yulerune_s35_B	yulerune	35	B	US	Core destroyed	240	v520	0	0	500	504	0	-4	0.0		5	29	1	11	12	2	19	6	2	200	0		15	
yulerune_s36_A	yulerune	36	A	OPP	Core destroyed	228	v520	504	0	-4	0	0	500		0.0	11	37	4	3	7	2	19	2	0		0		8	
yulerune_s36_B	yulerune	36	B	OPP	Core destroyed	448	v520	504	0	-4	0	0	500		0.0	17	54	10	10	20	1	19	1	0		0		5	
atoll_s37_A	atoll	37	A	OPP	Core destroyed	376	v520	504	0	-4	828	828	500	1.0	0.0	3	14	0	2	2	1	9	1	1	88	5	7	17	
atoll_s37_B	atoll	37	B	US	Titanium collected (tiebreak)	1000	v520	2232	2232	500	0	0	500		1.0	4	12	1	1	2	1	14	1	0		2	7	7	
atoll_s38_A	atoll	38	A	OPP	Core destroyed	189	v520	504	0	-4	286	286	500	1.0	0.0	5	13	0	2	2	1	10	2	1	68	4	7	4	
atoll_s38_B	atoll	38	B	US	Titanium collected (tiebreak)	1000	v520	3132	3114	482	0	0	500		0.9943	3	12	1	3	4	1	9	2	0		3	7	10	
atoll_s39_A	atoll	39	A	OPP	Core destroyed	668	v520	504	0	-4	72	72	500	1.0	0.0	7	4	1	1	2	1	13	6	1	325	8	7	17	
atoll_s39_B	atoll	39	B	OPP	Core destroyed	480	v520	504	0	-4	360	0	140	0.0	0.0	4	14	0	1	1	0		0	1	440	9	7	7	
drakkarfjord_s37_A	drakkarfjord	37	A	US	Core destroyed	116	v520	0	0	500	504	4	0	0.0079		2	18	0	1	1	0		0	1	60	2	13	16	
drakkarfjord_s37_B	drakkarfjord	37	B	US	Core destroyed	96	v520	0	0	500	504	0	-4	0.0		3	14	0	0	0	0		0	1	40	1	13	13	
drakkarfjord_s38_A	drakkarfjord	38	A	US	Core destroyed	88	v520	0	0	500	504	0	-4	0.0		3	22	0	0	0	0		0	1	32	1	13	10	
drakkarfjord_s38_B	drakkarfjord	38	B	US	Core destroyed	125	v520	0	0	500	756	252	-4	0.3333		3	14	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s39_A	drakkarfjord	39	A	US	Core destroyed	100	v520	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s39_B	drakkarfjord	39	B	US	Core destroyed	114	v520	0	0	500	666	160	-6	0.2402		3	15	0	0	0	0		0	1	40	1	13	12	
glacierkeep_s37_A	glacierkeep	37	A	OPP	Core destroyed	431	v520	666	160	-6	216	216	500	1.0	0.2402	14	116	0	0	0	0		2	1	76	2	9	10	
glacierkeep_s37_B	glacierkeep	37	B	US	Core destroyed	457	v520	0	0	500	504	0	-4	0.0		9	75	0	1	1	0		0	1	349	2	9	17	
glacierkeep_s38_A	glacierkeep	38	A	OPP	Core destroyed	609	v520	504	0	-4	198	0	302	0.0	0.0	6	27	0	0	0	0		2	1	88	2	9	11	
glacierkeep_s38_B	glacierkeep	38	B	OPP	Titanium collected (tiebreak)	1000	v520	0	0	500	1836	1836	500	1.0		11	85	0	0	0	0		0	3	56	3	9	20	
glacierkeep_s39_A	glacierkeep	39	A	US	Core destroyed	145	v520	0	0	500	504	0	-4	0.0		4	19	0	0	0	0		0	1	89	2	9	8	
glacierkeep_s39_B	glacierkeep	39	B	US	Harvesters (tiebreak)	1000	v520	0	0	500	36	0	464	0.0		4	27	0	0	0	1	974	1	0		3	9	113	
midgard_s37_A	midgard	37	A	OPP	Core destroyed	353	v520	810	304	-6	0	0	500		0.3753	12	60	2	12	14	1	46	3	0		0		7	
midgard_s37_B	midgard	37	B	US	Core destroyed	188	v520	1062	1062	500	504	0	-4	0.0	1.0	7	25	2	7	9	2	34	2	1	132	0		10	
midgard_s38_A	midgard	38	A	US	Core destroyed	255	v520	0	0	500	504	0	-4	0.0		7	39	2	8	10	1	34	3	1	199	0		9	
midgard_s38_B	midgard	38	B	OPP	Core destroyed	421	v520	720	216	-4	1098	1024	426	0.9326	0.3	12	116	4	85	89	3	35	5	2	116	0		19	
midgard_s39_A	midgard	39	A	OPP	Core destroyed	247	v520	504	0	-4	594	530	436	0.8923	0.0	8	22	4	6	10	1	45	3	1	47	0		11	
midgard_s39_B	midgard	39	B	US	Core destroyed	993	v520	0	0	500	504	0	-4	0.0		8	31	3	19	22	5	39	6	4	971	0		12	
nordkap_s37_A	nordkap	37	A	OPP	Core destroyed	297	v520	1098	594	-4	882	644	262	0.7302	0.541	2	6	1	3	4	2	7	2	1	123	3	5	11	
nordkap_s37_B	nordkap	37	B	OPP	Core destroyed	189	v520	504	0	-4	0	0	500		0.0	12	23	4	1	5	2	7	2	0		4	5	7	
