tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
midgard_s79_A	midgard	79	A	US	Core destroyed	277	flagoff	8	6	55	110	-1	-1	229	100	0.4367	2.62	6	0	55,59,110,65,72,68	277	0	26,26
midgard_s79_B	midgard	79	B	US	Core destroyed	213	flagoff	8	5	57	66	-1	-1	167	164	0.982	2.994	5	0	66,60,63,57,66	213	1	2,2
midgard_s80_A	midgard	80	A	OPP	Core destroyed	247	flagoff	8	6	54	122	-1	-1	86	47	0.5465	6.977	5	1	54,58,122,68,75,71	247	0	26,26
midgard_s80_B	midgard	80	B	OPP	Core destroyed	380	flagoff	8	6	58	100	-1	-1	133	112	0.8421	4.511	5	1	65,64,62,58,80,100	380	1	2,2
midgard_s81_A	midgard	81	A	US	Core destroyed	285	flagoff	8	7	53	104	-1	-1	240	235	0.9792	2.917	5	2	53,90,63,104,65,75,68	285	0	26,26
midgard_s81_B	midgard	81	B	US	Core destroyed	169	flagoff	8	7	53	98	-1	-1	124	118	0.9516	5.645	5	2	72,77,69,98,57,90,53	169	1	2,2
nordkap_s79_A	nordkap	79	A	US	Core destroyed	174	flagoff	8	8	5	49	71	49	171	127	0.7427	4.678	8	0	21,23,14,26,49,6,10,5	174	0	9,18
nordkap_s79_B	nordkap	79	B	US	Core destroyed	213	flagoff	8	8	5	70	70	70	211	197	0.9336	3.791	5	3	18,19,12,51,5,70,8,36	213	1	9,6
nordkap_s80_A	nordkap	80	A	OPP	Core destroyed	718	flagoff	8	8	5	112	-1	112	695	356	0.5122	1.151	6	2	20,19,20,11,83,5,112,6	718	0	9,18
nordkap_s80_B	nordkap	80	B	OPP	Core destroyed	210	flagoff	8	7	5	32	-1	-1	208	129	0.6202	3.365	7	0	32,28,32,5,24,6,16	210	1	9,6
nordkap_s81_A	nordkap	81	A	OPP	Core destroyed	248	flagoff	8	6	5	66	-1	-1	110	86	0.7818	5.455	5	1	22,18,66,5,15,6	248	0	9,18
nordkap_s81_B	nordkap	81	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	5	81	-1	-1	998	318	0.3186	0.701	7	0	20,24,70,5,54,6,81	1000	1	9,6
yulerune_s79_A	yulerune	79	A	OPP	Core destroyed	249	flagoff	8	5	32	64	-1	-1	224	217	0.9688	2.232	5	0	32,38,64,61,55	249	0	16,9
yulerune_s79_B	yulerune	79	B	OPP	Core destroyed	197	flagoff	8	6	38	61	-1	-1	54	39	0.7222	11.111	6	0	48,48,45,61,38,40	197	1	2,9
yulerune_s80_A	yulerune	80	A	OPP	Core destroyed	469	flagoff	8	6	33	44	-1	-1	441	42	0.0952	1.361	6	0	44,33,40,35,43,38	469	0	16,9
yulerune_s80_B	yulerune	80	B	US	Core destroyed	285	flagoff	8	6	38	50	-1	-1	218	69	0.3165	2.752	6	0	45,50,42,48,42,38	285	1	2,9
yulerune_s81_A	yulerune	81	A	OPP	Core destroyed	264	flagoff	8	5	34	46	-1	-1	124	54	0.4355	4.032	5	0	34,46,38,41,45	264	0	16,9
yulerune_s81_B	yulerune	81	B	OPP	Core destroyed	445	flagoff	8	6	32	49	-1	-1	420	154	0.3667	1.429	5	1	47,43,49,40,36,32	445	1	2,9
atoll_s82_A	atoll	82	A	OPP	Core destroyed	197	flagoff	8	1	21	21	-1	-1	158	49	0.3101	0.633	1	0	21	197	0	14,2
atoll_s82_B	atoll	82	B	US	Core destroyed	208	flagoff	8	6	7	40	-1	-1	204	85	0.4167	2.941	5	1	36,40,33,7,8,21	208	1	2,14
atoll_s83_A	atoll	83	A	OPP	Core destroyed	450	flagoff	8	2	7	10	-1	-1	88	9	0.1023	2.273	1	1	10,7	450	0	14,2
atoll_s83_B	atoll	83	B	OPP	Core destroyed	192	flagoff	8	7	7	46	-1	-1	82	29	0.3537	8.537	7	0	26,46,20,30,7,8,41	192	1	2,14
atoll_s84_A	atoll	84	A	US	Titanium collected (tiebreak)	1000	flagoff	8	4	8	174	-1	-1	165	26	0.1576	2.424	2	2	12,8,104,174	1000	0	14,2
atoll_s84_B	atoll	84	B	OPP	Core destroyed	219	flagoff	8	5	8	35	-1	-1	122	53	0.4344	4.098	5	0	20,35,15,31,8	219	1	2,14
drakkarfjord_s82_A	drakkarfjord	82	A	OPP	Core destroyed	695	flagoff	8	6	10	42	-1	-1	203	30	0.1478	2.956	5	1	10,11,29,31,34,42	695	0	26,4
drakkarfjord_s82_B	drakkarfjord	82	B	US	Core destroyed	148	flagoff	8	8	10	35	-1	35	140	78	0.5571	5.714	6	2	35,31,10,25,11,24,17,21	148	1	2,24
drakkarfjord_s83_A	drakkarfjord	83	A	OPP	Core destroyed	546	flagoff	8	7	10	99	-1	-1	147	50	0.3401	4.762	5	2	10,11,29,31,99,34,42	546	0	26,4
drakkarfjord_s83_B	drakkarfjord	83	B	US	Core destroyed	123	flagoff	8	8	10	48	48	48	115	0	0.0	6.957	7	1	40,36,48,33,21,14,11,10	123	1	2,24
drakkarfjord_s84_A	drakkarfjord	84	A	US	Core destroyed	208	flagoff	8	8	10	61	80	61	200	0	0.0	4.0	7	1	10,11,25,61,27,37,30,34	208	0	26,4
drakkarfjord_s84_B	drakkarfjord	84	B	US	Core destroyed	123	flagoff	8	8	10	48	48	48	115	0	0.0	6.957	7	1	40,36,48,33,21,14,11,10	123	1	2,24
glacierkeep_s82_A	glacierkeep	82	A	US	Core destroyed	185	flagoff	8	8	9	44	44	44	179	155	0.8659	4.469	8	0	39,41,29,44,17,10,14,9	185	0	14,26
glacierkeep_s82_B	glacierkeep	82	B	US	Core destroyed	301	flagoff	8	8	9	36	44	36	295	63	0.2136	2.712	8	0	36,32,14,29,9,25,10,22	301	1	14,2
glacierkeep_s83_A	glacierkeep	83	A	US	Core destroyed	205	flagoff	8	8	9	62	62	62	199	173	0.8693	4.02	8	0	62,55,21,52,17,10,14,9	205	0	14,26
glacierkeep_s83_B	glacierkeep	83	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	44	36	249	88	0.3534	3.213	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
glacierkeep_s84_A	glacierkeep	84	A	US	Core destroyed	217	flagoff	8	8	9	62	62	62	211	79	0.3744	3.791	7	1	62,57,21,54,17,10,14,9	217	0	14,26
glacierkeep_s84_B	glacierkeep	84	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	8	29	39	29	994	121	0.1217	0.805	6	2	29,25,9,22,8,18,11,12	1000	1	14,2
midgard_s82_A	midgard	82	A	US	Core destroyed	465	flagoff	8	7	60	148	-1	-1	414	406	0.9807	1.691	5	2	95,148,60,128,64,71,67	465	0	26,26
midgard_s82_B	midgard	82	B	OPP	Core destroyed	204	flagoff	8	5	55	83	-1	-1	159	154	0.9686	3.145	4	1	60,56,63,55,83	204	1	2,2
midgard_s83_A	midgard	83	A	US	Core destroyed	605	flagoff	8	6	51	73	-1	-1	561	558	0.9947	1.07	6	0	51,55,73,61,57,61	605	0	26,26
midgard_s83_B	midgard	83	B	US	Core destroyed	174	flagoff	8	8	57	137	137	137	127	126	0.9921	6.299	4	4	65,57,64,137,59,132,88,82	174	1	2,2
midgard_s84_A	midgard	84	A	OPP	Core destroyed	167	flagoff	8	7	52	132	-1	-1	122	119	0.9754	5.738	5	2	52,94,63,132,65,75,68	167	0	26,26
midgard_s84_B	midgard	84	B	US	Core destroyed	164	flagoff	8	6	55	92	-1	-1	116	114	0.9828	5.172	5	1	68,62,65,92,59,55	164	1	2,2
nordkap_s82_A	nordkap	82	A	US	Core destroyed	482	flagoff	8	8	4	42	42	42	398	197	0.495	2.01	6	2	23,25,42,5,14,4,8,7	482	0	9,18
nordkap_s82_B	nordkap	82	B	US	Core destroyed	125	flagoff	8	8	5	30	39	30	123	110	0.8943	6.504	8	0	16,18,10,21,5,25,6,30	125	1	9,6
nordkap_s83_A	nordkap	83	A	US	Core destroyed	369	flagoff	8	7	4	216	-1	-1	203	113	0.5567	3.448	5	2	216,212,23,5,4,8,7	369	0	9,18
nordkap_s83_B	nordkap	83	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	5	40	40	40	998	983	0.985	0.802	7	1	20,22,10,34,5,40,6,23	1000	1	9,6
nordkap_s84_A	nordkap	84	A	OPP	Core destroyed	513	flagoff	8	8	5	60	-1	60	511	244	0.4775	1.566	8	0	27,29,16,34,60,6,10,5	513	0	9,18
nordkap_s84_B	nordkap	84	B	US	Core destroyed	121	flagoff	8	8	5	110	110	110	119	101	0.8487	6.723	7	1	19,21,110,38,5,41,6,40	121	1	9,6
yulerune_s82_A	yulerune	82	A	OPP	Core destroyed	193	flagoff	8	5	31	42	-1	-1	168	161	0.9583	2.976	5	0	38,42,31,34,42	193	0	16,9
yulerune_s82_B	yulerune	82	B	OPP	Core destroyed	629	flagoff	8	6	33	72	-1	-1	602	595	0.9884	0.997	6	0	33,54,51,72,45,37	629	1	2,9
yulerune_s83_A	yulerune	83	A	OPP	Core destroyed	156	flagoff	8	7	34	86	-1	-1	131	119	0.9084	5.344	6	1	34,86,44,46,48,52,51	156	0	16,9
yulerune_s83_B	yulerune	83	B	OPP	Core destroyed	188	flagoff	8	7	35	92	-1	-1	163	158	0.9693	4.294	6	1	45,47,40,44,92,35,38	188	1	2,9
yulerune_s84_A	yulerune	84	A	OPP	Core destroyed	377	flagoff	8	7	34	67	-1	-1	350	346	0.9886	2.0	6	1	34,67,44,48,45,53,48	377	0	16,9
yulerune_s84_B	yulerune	84	B	OPP	Core destroyed	248	flagoff	8	6	40	80	-1	-1	101	45	0.4455	5.941	5	1	47,51,54,80,48,40	248	1	2,9
atoll_s85_A	atoll	85	A	OPP	Core destroyed	190	flagoff	8	3	7	36	-1	-1	25	0	0.0	12.0	3	0	7,8,36	190	0	14,2
atoll_s85_B	atoll	85	B	OPP	Core destroyed	192	flagoff	8	7	7	46	-1	-1	82	29	0.3537	8.537	7	0	26,46,20,30,7,8,41	192	1	2,14
atoll_s86_A	atoll	86	A	OPP	Core destroyed	466	flagoff	8	3	7	215	-1	-1	75	5	0.0667	4.0	1	2	10,7,215	466	0	14,2
atoll_s86_B	atoll	86	B	OPP	Core destroyed	774	flagoff	8	6	10	283	-1	-1	407	195	0.4791	1.474	5	1	25,40,12,37,10,283	774	1	2,14
atoll_s87_A	atoll	87	A	OPP	Core destroyed	406	flagoff	8	4	7	16	-1	-1	125	4	0.032	3.2	4	0	7,9,16,12	406	0	14,2
atoll_s87_B	atoll	87	B	OPP	Core destroyed	353	flagoff	8	5	7	347	-1	-1	71	20	0.2817	7.042	4	1	347,26,7,8,9	353	1	2,14
drakkarfjord_s85_A	drakkarfjord	85	A	OPP	Core destroyed	747	flagoff	8	3	10	251	-1	-1	121	0	0.0	2.479	2	1	10,11,251	747	0	26,4
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	198	flagoff	8	8	10	34	-1	34	144	0	0.0	5.556	6	2	34,30,10,25,11,24,17,21	198	1	2,24
drakkarfjord_s86_A	drakkarfjord	86	A	OPP	Core destroyed	752	flagoff	8	7	10	43	-1	-1	79	0	0.0	8.861	6	1	10,11,31,33,43,36,40	752	0	26,4
drakkarfjord_s86_B	drakkarfjord	86	B	US	Core destroyed	143	flagoff	8	8	10	46	46	46	135	0	0.0	5.926	7	1	40,36,46,33,21,14,11,10	143	1	2,24
drakkarfjord_s87_A	drakkarfjord	87	A	US	Core destroyed	221	flagoff	8	8	10	103	115	103	212	13	0.0613	3.774	7	1	10,11,29,103,31,57,34,42	221	0	26,4
drakkarfjord_s87_B	drakkarfjord	87	B	US	Core destroyed	325	flagoff	8	8	10	46	107	46	239	108	0.4519	3.347	6	2	46,42,10,36,11,35,17,21	325	1	2,24
glacierkeep_s85_A	glacierkeep	85	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	56	67	56	160	0	0.0	5.0	6	2	43,53,18,56,17,10,14,9	1000	0	14,26
glacierkeep_s85_B	glacierkeep	85	B	US	Core destroyed	933	flagoff	8	8	9	36	44	36	202	158	0.7822	3.96	8	0	36,32,14,29,9,25,10,22	933	1	14,2
glacierkeep_s86_A	glacierkeep	86	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	56	56	56	443	130	0.2935	1.806	8	0	51,53,21,56,17,10,14,9	1000	0	14,26
glacierkeep_s86_B	glacierkeep	86	B	US	Core destroyed	276	flagoff	8	8	9	36	49	36	250	131	0.524	3.2	8	0	36,32,14,29,9,25,10,22	276	1	14,2
glacierkeep_s87_A	glacierkeep	87	A	US	Core destroyed	213	flagoff	8	8	9	40	40	40	207	174	0.8406	3.865	8	0	35,37,21,40,17,10,14,9	213	0	14,26
glacierkeep_s87_B	glacierkeep	87	B	US	Core destroyed	209	flagoff	8	8	8	35	51	35	203	175	0.8621	3.941	6	2	35,31,9,28,8,26,11,12	209	1	14,2
midgard_s85_A	midgard	85	A	US	Core destroyed	577	flagoff	8	6	52	87	-1	-1	532	200	0.3759	1.128	6	0	52,87,63,65,73,68	577	0	26,26
midgard_s85_B	midgard	85	B	OPP	Core destroyed	644	flagoff	8	4	54	65	-1	-1	596	596	1.0	0.671	4	0	65,62,58,54	644	1	2,2
midgard_s86_A	midgard	86	A	OPP	Core destroyed	272	flagoff	8	5	54	71	-1	-1	69	41	0.5942	7.246	5	0	54,58,64,71,67	272	0	26,26
midgard_s86_B	midgard	86	B	US	Core destroyed	401	flagoff	8	7	55	133	-1	-1	356	352	0.9888	1.966	6	1	62,66,59,55,84,133,80	401	1	2,2
midgard_s87_A	midgard	87	A	OPP	Core destroyed	243	flagoff	8	5	54	62	-1	-1	76	44	0.5789	6.579	4	1	54,58,62,55,62	243	0	26,26
midgard_s87_B	midgard	87	B	OPP	Core destroyed	339	flagoff	8	6	55	91	-1	-1	133	30	0.2256	4.511	6	0	69,63,68,91,59,55	339	1	2,2
nordkap_s85_A	nordkap	85	A	OPP	Core destroyed	511	flagoff	8	7	5	36	-1	-1	408	45	0.1103	1.716	7	0	26,33,23,36,17,6,5	511	0	9,18
nordkap_s85_B	nordkap	85	B	OPP	Core destroyed	197	flagoff	8	6	5	47	-1	-1	159	136	0.8553	3.774	5	1	16,18,10,47,5,6	197	1	9,6
nordkap_s86_A	nordkap	86	A	OPP	Core destroyed	148	flagoff	8	4	5	15	-1	-1	70	24	0.3429	5.714	4	0	15,6,10,5	148	0	9,18
nordkap_s86_B	nordkap	86	B	OPP	Core destroyed	477	flagoff	8	8	9	44	44	44	475	390	0.8211	1.684	8	0	17,20,11,24,9,37,44,40	477	1	9,6
nordkap_s87_A	nordkap	87	A	OPP	Core destroyed	314	flagoff	8	8	5	181	-1	181	148	52	0.3514	5.405	8	0	27,29,16,34,181,6,10,5	314	0	9,18
nordkap_s87_B	nordkap	87	B	US	Core destroyed	185	flagoff	8	7	5	56	-1	-1	183	169	0.9235	3.825	7	0	18,20,12,56,5,8,28	185	1	9,6
yulerune_s85_A	yulerune	85	A	US	Core destroyed	337	flagoff	8	7	36	101	-1	-1	312	306	0.9808	2.244	6	1	36,101,51,40,56,48,54	337	0	16,9
yulerune_s85_B	yulerune	85	B	OPP	Core destroyed	361	flagoff	8	6	32	48	-1	-1	158	89	0.5633	3.797	6	0	45,40,48,37,35,32	361	1	2,9
yulerune_s86_A	yulerune	86	A	US	Core destroyed	280	flagoff	8	6	32	48	-1	-1	255	250	0.9804	2.353	6	0	32,35,48,37,45,40	280	0	16,9
yulerune_s86_B	yulerune	86	B	OPP	Core destroyed	309	flagoff	8	6	36	88	-1	-1	152	64	0.4211	3.947	6	0	43,47,48,88,36,39	309	1	2,9
yulerune_s87_A	yulerune	87	A	OPP	Core destroyed	533	flagoff	8	5	39	52	-1	-1	508	114	0.2244	0.984	5	0	52,48,40,39,44	533	0	16,9
yulerune_s87_B	yulerune	87	B	OPP	Core destroyed	233	flagoff	8	7	32	124	-1	-1	207	202	0.9758	3.382	6	1	36,53,65,50,124,42,32	233	1	2,9
atoll_s7_A	atoll	7	A	OPP	Core destroyed	502	flagoff	8	6	7	317	-1	-1	241	40	0.166	2.49	6	0	16,7,11,312,317,313	502	0	14,2
atoll_s7_B	atoll	7	B	OPP	Core destroyed	214	flagoff	8	6	7	46	-1	-1	168	44	0.2619	3.571	6	0	43,11,46,7,30,38	214	1	2,14
atoll_s8_A	atoll	8	A	OPP	Core destroyed	313	flagoff	8	6	10	78	-1	-1	309	270	0.8738	1.942	6	0	15,10,78,54,65,57	313	0	14,2
atoll_s8_B	atoll	8	B	US	Core destroyed	196	flagoff	8	7	8	65	-1	-1	192	151	0.7865	3.646	7	0	23,41,15,35,8,9,65	196	1	2,14
atoll_s9_A	atoll	9	A	US	Core destroyed	499	flagoff	8	7	8	63	-1	-1	211	16	0.0758	3.318	7	0	10,8,63,40,42,49,45	499	0	14,2
atoll_s9_B	atoll	9	B	OPP	Core destroyed	268	flagoff	8	3	8	16	-1	-1	90	11	0.1222	3.333	3	0	10,8,16	268	1	2,14
drakkarfjord_s7_A	drakkarfjord	7	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	10	43	-1	-1	74	2	0.027	9.459	6	1	10,11,31,33,43,36,40	1000	0	26,4
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	171	flagoff	8	8	10	46	46	46	163	0	0.0	4.908	7	1	40,36,46,33,21,14,11,10	171	1	2,24
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	445	flagoff	8	8	10	37	42	37	437	48	0.1098	1.831	7	1	10,11,37,18,33,22,30,26	445	0	26,4
drakkarfjord_s8_B	drakkarfjord	8	B	OPP	Core destroyed	281	flagoff	8	3	10	14	-1	-1	44	0	0.0	6.818	2	1	14,11,10	281	1	2,24
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	152	flagoff	8	8	10	37	42	37	144	0	0.0	5.556	7	1	10,11,37,18,33,22,30,26	152	0	26,4
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	409	flagoff	8	8	10	100	100	100	217	0	0.0	3.687	6	2	35,37,100,40,19,13,17,10	409	1	2,24
glacierkeep_s7_A	glacierkeep	7	A	OPP	Core destroyed	540	flagoff	8	8	9	56	56	56	122	67	0.5492	6.557	8	0	56,52,28,49,17,10,14,9	540	0	14,26
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	237	flagoff	8	8	9	36	49	36	231	195	0.8442	3.463	8	0	36,32,14,29,9,25,10,22	237	1	14,2
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	301	flagoff	8	8	9	41	41	41	295	73	0.2475	2.712	8	0	36,38,21,41,17,10,14,9	301	0	14,26
glacierkeep_s8_B	glacierkeep	8	B	OPP	Core destroyed	449	flagoff	8	8	9	36	44	36	134	68	0.5075	5.97	8	0	36,32,14,29,9,25,10,22	449	1	14,2
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	281	flagoff	8	8	10	50	50	50	275	66	0.24	2.909	8	0	45,47,30,50,18,11,15,10	281	0	14,26
glacierkeep_s9_B	glacierkeep	9	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	44	36	253	88	0.3478	3.162	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s7_A	midgard	7	A	OPP	Core destroyed	337	flagoff	8	7	61	136	-1	-1	286	282	0.986	2.448	5	2	100,136,61,132,65,72,68	337	0	26,26
midgard_s7_B	midgard	7	B	US	Core destroyed	184	flagoff	8	7	55	102	-1	-1	139	135	0.9712	5.036	6	1	61,55,59,102,55,86,65	184	1	2,2
midgard_s8_A	midgard	8	A	US	Core destroyed	465	flagoff	8	7	60	148	-1	-1	414	406	0.9807	1.691	5	2	95,148,60,128,64,71,67	465	0	26,26
midgard_s8_B	midgard	8	B	US	Core destroyed	161	flagoff	8	7	55	100	-1	-1	116	112	0.9655	6.034	6	1	62,66,59,55,80,100,83	161	1	2,2
midgard_s9_A	midgard	9	A	US	Titanium collected (tiebreak)	1000	flagoff	8	7	50	83	-1	-1	958	948	0.9896	0.731	5	2	50,78,56,83,58,63,61	1000	0	26,26
midgard_s9_B	midgard	9	B	US	Core destroyed	190	flagoff	8	6	55	82	-1	-1	145	141	0.9724	4.138	6	0	64,68,61,55,82,82	190	1	2,2
nordkap_s7_A	nordkap	7	A	OPP	Core destroyed	196	flagoff	8	4	8	63	-1	-1	60	16	0.2667	6.667	3	1	63,58,9,8	196	0	9,18
nordkap_s7_B	nordkap	7	B	OPP	Core destroyed	244	flagoff	8	6	5	57	-1	-1	157	82	0.5223	3.822	5	1	35,28,29,5,57,6	244	1	9,6
nordkap_s8_A	nordkap	8	A	OPP	Core destroyed	177	flagoff	8	2	5	6	-1	-1	118	44	0.3729	1.695	2	0	6,5	177	0	9,18
nordkap_s8_B	nordkap	8	B	OPP	Core destroyed	522	flagoff	8	6	5	42	-1	-1	339	206	0.6077	1.77	6	0	22,24,10,5,42,6	522	1	9,6
nordkap_s9_A	nordkap	9	A	US	Core destroyed	226	flagoff	8	7	4	25	-1	-1	224	213	0.9509	3.125	6	1	23,25,22,22,20,5,4	226	0	9,18
nordkap_s9_B	nordkap	9	B	US	Core destroyed	174	flagoff	8	7	4	26	-1	-1	172	137	0.7965	4.07	5	2	13,15,5,18,4,26,20	174	1	9,6
yulerune_s7_A	yulerune	7	A	OPP	Core destroyed	309	flagoff	8	5	34	65	-1	-1	98	78	0.7959	5.102	5	0	34,44,65,62,56	309	0	16,9
yulerune_s7_B	yulerune	7	B	OPP	Core destroyed	417	flagoff	8	7	32	98	-1	-1	391	380	0.9719	1.79	5	2	36,57,98,54,80,49,32	417	1	2,9
yulerune_s8_A	yulerune	8	A	US	Core destroyed	293	flagoff	8	6	38	47	-1	-1	269	260	0.9665	2.23	5	1	38,42,39,45,42,47	293	0	16,9
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	226	flagoff	8	6	39	94	-1	-1	112	55	0.4911	5.357	5	1	57,53,50,94,46,39	226	1	2,9
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	197	flagoff	8	5	36	46	-1	-1	172	168	0.9767	2.907	5	0	38,36,40,45,46	197	0	16,9
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	220	flagoff	8	6	32	65	-1	-1	123	85	0.6911	4.878	5	1	54,59,36,35,32,65	220	1	2,9
atoll_s88_A	atoll	88	A	OPP	Core destroyed	162	flagoff	8	4	8	38	-1	-1	76	4	0.0526	5.263	4	0	10,8,35,38	162	0	14,2
atoll_s88_B	atoll	88	B	OPP	Core destroyed	175	flagoff	8	6	7	49	-1	-1	84	17	0.2024	7.143	6	0	36,31,49,7,8,12	175	1	2,14
atoll_s89_A	atoll	89	A	US	Core destroyed	187	flagoff	8	7	10	113	-1	-1	183	157	0.8579	3.825	7	0	44,40,113,10,12,58,24	187	0	14,2
atoll_s89_B	atoll	89	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	3	8	44	-1	-1	75	10	0.1333	4.0	2	1	9,8,44	1000	1	2,14
atoll_s90_A	atoll	90	A	US	Core destroyed	355	flagoff	8	8	7	266	290	266	270	14	0.0519	2.963	7	1	207,46,266,7,148,8,128,124	355	0	14,2
atoll_s90_B	atoll	90	B	OPP	Core destroyed	209	flagoff	8	7	7	114	-1	-1	136	29	0.2132	5.147	6	1	47,52,114,28,7,10,20	209	1	2,14
drakkarfjord_s88_A	drakkarfjord	88	A	US	Core destroyed	173	flagoff	8	8	10	65	75	65	165	0	0.0	4.848	7	1	10,11,25,65,27,37,30,34	173	0	26,4
drakkarfjord_s88_B	drakkarfjord	88	B	US	Core destroyed	332	flagoff	8	8	10	46	107	46	233	108	0.4635	3.433	6	2	46,42,10,36,11,35,17,21	332	1	2,24
drakkarfjord_s89_A	drakkarfjord	89	A	US	Core destroyed	182	flagoff	8	8	10	37	42	37	174	0	0.0	4.598	7	1	10,11,37,18,33,22,30,26	182	0	26,4
drakkarfjord_s89_B	drakkarfjord	89	B	US	Core destroyed	173	flagoff	8	8	10	74	-1	74	165	0	0.0	4.848	7	1	48,50,40,74,34,14,11,10	173	1	2,24
drakkarfjord_s90_A	drakkarfjord	90	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	10	43	-1	-1	84	0	0.0	8.333	6	1	10,11,31,33,43,36,40	1000	0	26,4
drakkarfjord_s90_B	drakkarfjord	90	B	US	Core destroyed	308	flagoff	8	8	10	46	107	46	300	108	0.36	2.667	6	2	46,42,10,36,11,35,17,21	308	1	2,24
glacierkeep_s88_A	glacierkeep	88	A	US	Core destroyed	161	flagoff	8	8	10	46	46	46	155	128	0.8258	5.161	8	0	39,43,22,46,18,11,15,10	161	0	14,26
glacierkeep_s88_B	glacierkeep	88	B	OPP	Core destroyed	825	flagoff	8	8	9	45	58	45	427	57	0.1335	1.874	8	0	33,35,20,38,9,42,10,45	825	1	14,2
glacierkeep_s89_A	glacierkeep	89	A	US	Core destroyed	414	flagoff	8	8	9	64	-1	64	395	0	0.0	2.025	7	1	45,61,18,64,17,10,14,9	414	0	14,26
glacierkeep_s89_B	glacierkeep	89	B	OPP	Core destroyed	825	flagoff	8	8	9	45	58	45	427	57	0.1335	1.874	8	0	33,35,20,38,9,42,10,45	825	1	14,2
glacierkeep_s90_A	glacierkeep	90	A	US	Core destroyed	181	flagoff	8	8	9	58	58	58	175	148	0.8457	4.571	8	0	58,54,23,51,19,10,14,9	181	0	14,26
glacierkeep_s90_B	glacierkeep	90	B	US	Core destroyed	217	flagoff	8	8	9	52	52	52	211	181	0.8578	3.791	8	0	52,42,20,43,9,47,10,50	217	1	14,2
midgard_s88_A	midgard	88	A	US	Core destroyed	147	flagoff	8	7	54	91	-1	-1	105	101	0.9619	6.667	7	0	54,91,58,70,64,71,67	147	0	26,26
midgard_s88_B	midgard	88	B	OPP	Core destroyed	225	flagoff	8	7	52	91	-1	-1	181	176	0.9724	3.867	5	2	63,59,60,91,56,81,52	225	1	2,2
midgard_s89_A	midgard	89	A	US	Core destroyed	202	flagoff	8	7	53	87	-1	-1	157	156	0.9936	4.459	6	1	53,73,57,87,61,58,63	202	0	26,26
midgard_s89_B	midgard	89	B	US	Core destroyed	351	flagoff	8	3	57	69	-1	-1	306	0	0.0	0.98	3	0	69,65,57	351	1	2,2
midgard_s90_A	midgard	90	A	US	Core destroyed	276	flagoff	8	6	54	89	-1	-1	230	218	0.9478	2.609	6	0	54,89,58,64,71,67	276	0	26,26
midgard_s90_B	midgard	90	B	US	Core destroyed	256	flagoff	8	7	49	131	-1	-1	218	208	0.9541	3.211	6	1	56,58,53,49,82,131,115	256	1	2,2
nordkap_s88_A	nordkap	88	A	OPP	Core destroyed	197	flagoff	8	3	8	27	-1	-1	45	10	0.2222	6.667	2	1	9,8,27	197	0	9,18
nordkap_s88_B	nordkap	88	B	US	Core destroyed	358	flagoff	8	8	5	42	46	42	356	339	0.9522	2.247	8	0	42,34,17,37,5,26,6,25	358	1	9,6
nordkap_s89_A	nordkap	89	A	OPP	Core destroyed	197	flagoff	8	6	8	73	-1	-1	66	5	0.0758	9.091	5	1	54,59,51,9,8,73	197	0	9,18
nordkap_s89_B	nordkap	89	B	OPP	Core destroyed	184	flagoff	8	5	5	37	-1	-1	89	32	0.3596	5.618	5	0	37,23,29,5,6	184	1	9,6
nordkap_s90_A	nordkap	90	A	OPP	Core destroyed	196	flagoff	8	4	8	63	-1	-1	60	16	0.2667	6.667	3	1	63,58,9,8	196	0	9,18
nordkap_s90_B	nordkap	90	B	OPP	Core destroyed	292	flagoff	8	5	5	91	-1	-1	193	74	0.3834	2.591	5	0	43,91,5,6,23	292	1	9,6
