tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
drakkarfjord_s108_A	drakkarfjord	108	A	US	Core destroyed	141	parent	8	8	10	36	41	36	133	77	0.5789	6.015	7	1	10,11,36,18,32,22,29,25	141	0	26,4
drakkarfjord_s108_B	drakkarfjord	108	B	OPP	Core destroyed	262	parent	8	7	10	100	-1	-1	123	35	0.2846	5.691	6	1	100,93,48,90,14,11,10	262	1	2,24
glacierkeep_s106_A	glacierkeep	106	A	US	Core destroyed	158	parent	8	8	9	44	44	44	152	126	0.8289	5.263	8	0	39,41,29,44,17,10,14,9	158	0	14,26
glacierkeep_s106_B	glacierkeep	106	B	US	Core destroyed	193	parent	8	8	9	36	54	36	187	158	0.8449	4.278	8	0	36,32,14,29,9,25,10,22	193	1	14,2
glacierkeep_s107_A	glacierkeep	107	A	US	Core destroyed	145	parent	8	8	9	44	44	44	139	114	0.8201	5.755	8	0	36,40,21,44,17,10,14,9	145	0	14,26
glacierkeep_s107_B	glacierkeep	107	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	56	56	56	269	55	0.2045	2.974	8	0	36,32,56,26,9,22,10,19	1000	1	14,2
glacierkeep_s108_A	glacierkeep	108	A	OPP	Core destroyed	829	parent	8	8	9	59	59	59	823	403	0.4897	0.972	8	0	45,53,21,59,17,10,14,9	829	0	14,26
glacierkeep_s108_B	glacierkeep	108	B	US	Core destroyed	157	parent	8	8	9	36	50	36	151	43	0.2848	5.298	8	0	36,32,14,29,9,25,10,22	157	1	14,2
midgard_s106_A	midgard	106	A	OPP	Core destroyed	161	parent	8	6	59	80	-1	-1	112	106	0.9464	5.357	5	1	62,80,59,67,75,65	161	0	26,26
midgard_s106_B	midgard	106	B	US	Core destroyed	190	parent	8	7	53	81	-1	-1	144	144	1.0	4.861	5	2	66,66,63,81,58,77,53	190	1	2,2
midgard_s107_A	midgard	107	A	OPP	Core destroyed	557	parent	8	7	53	137	-1	-1	512	144	0.2812	1.367	5	2	53,137,60,120,72,80,70	557	0	26,26
midgard_s107_B	midgard	107	B	OPP	Core destroyed	340	parent	8	7	66	128	-1	-1	292	200	0.6849	2.397	4	3	84,92,76,128,66,124,78	340	1	2,2
midgard_s108_A	midgard	108	A	US	Core destroyed	190	parent	8	7	53	114	-1	-1	145	137	0.9448	4.828	6	1	53,102,78,114,72,61,68	190	0	26,26
midgard_s108_B	midgard	108	B	US	Core destroyed	209	parent	8	6	58	86	-1	-1	163	160	0.9816	3.681	6	0	68,72,65,58,86,75	209	1	2,2
nordkap_s106_A	nordkap	106	A	US	Titanium collected (tiebreak)	1000	parent	8	8	4	77	77	77	998	988	0.99	0.802	4	4	21,25,18,28,16,4,77,9	1000	0	9,18
nordkap_s106_B	nordkap	106	B	US	Core destroyed	125	parent	8	8	4	40	40	40	123	109	0.8862	6.504	7	1	17,20,5,26,4,40,8,39	125	1	9,6
nordkap_s107_A	nordkap	107	A	US	Core destroyed	240	parent	8	7	5	137	-1	-1	238	227	0.9538	2.941	7	0	114,102,50,137,21,6,5	240	0	9,18
nordkap_s107_B	nordkap	107	B	OPP	Core destroyed	298	parent	8	6	5	39	-1	-1	101	41	0.4059	5.941	6	0	16,18,10,39,5,6	298	1	9,6
nordkap_s108_A	nordkap	108	A	US	Core destroyed	521	parent	8	8	5	305	-1	305	441	21	0.0476	1.814	8	0	27,33,26,40,20,6,305,5	521	0	9,18
nordkap_s108_B	nordkap	108	B	US	Core destroyed	157	parent	8	8	5	74	84	74	155	141	0.9097	5.161	8	0	28,24,31,58,5,74,6,19	157	1	9,6
yulerune_s106_A	yulerune	106	A	OPP	Core destroyed	509	parent	8	5	34	59	-1	-1	482	479	0.9938	1.037	5	0	34,41,54,59,54	509	0	16,9
yulerune_s106_B	yulerune	106	B	OPP	Core destroyed	445	parent	8	6	32	49	-1	-1	420	154	0.3667	1.429	5	1	47,43,49,40,36,32	445	1	2,9
yulerune_s107_A	yulerune	107	A	OPP	Core destroyed	445	parent	8	7	34	73	-1	-1	263	211	0.8023	2.662	6	1	34,73,44,38,48,41,45	445	0	16,9
yulerune_s107_B	yulerune	107	B	OPP	Core destroyed	222	parent	8	5	39	52	-1	-1	55	44	0.8	9.091	5	0	43,49,52,44,39	222	1	2,9
yulerune_s108_A	yulerune	108	A	OPP	Core destroyed	269	parent	8	5	28	45	-1	-1	247	240	0.9717	2.024	5	0	38,45,28,31,42	269	0	16,9
yulerune_s108_B	yulerune	108	B	US	Core destroyed	458	parent	8	6	36	58	-1	-1	421	355	0.8432	1.425	6	0	43,46,47,58,36,39	458	1	2,9
atoll_s109_A	atoll	109	A	OPP	Core destroyed	829	parent	8	5	8	197	-1	-1	258	0	0.0	1.938	4	1	89,91,8,9,197	829	0	14,2
atoll_s109_B	atoll	109	B	OPP	Titanium collected (tiebreak)	1000	parent	8	5	10	40	-1	-1	114	10	0.0877	4.386	5	0	25,40,12,37,10	1000	1	2,14
atoll_s110_A	atoll	110	A	OPP	Core destroyed	662	parent	8	4	21	102	-1	-1	443	29	0.0655	0.903	3	1	21,102,95,96	662	0	14,2
atoll_s110_B	atoll	110	B	US	Core destroyed	157	parent	8	6	7	32	-1	-1	153	50	0.3268	3.922	6	0	15,31,9,28,7,32	157	1	2,14
atoll_s111_A	atoll	111	A	US	Core destroyed	337	parent	8	5	7	307	-1	-1	204	3	0.0147	2.451	4	1	194,43,7,307,9	337	0	14,2
atoll_s111_B	atoll	111	B	US	Core destroyed	730	parent	8	4	8	38	-1	-1	283	173	0.6113	1.413	4	0	10,38,8,30	730	1	2,14
drakkarfjord_s109_A	drakkarfjord	109	A	OPP	Core destroyed	617	parent	8	7	10	37	-1	-1	130	11	0.0846	5.385	6	1	10,11,25,27,37,30,34	617	0	26,4
drakkarfjord_s109_B	drakkarfjord	109	B	US	Core destroyed	145	parent	8	8	10	46	46	46	92	0	0.0	8.696	7	1	40,36,46,33,21,14,11,10	145	1	2,24
drakkarfjord_s110_A	drakkarfjord	110	A	OPP	Core destroyed	475	parent	8	7	10	43	-1	-1	98	0	0.0	7.143	6	1	10,11,31,33,43,36,40	475	0	26,4
drakkarfjord_s110_B	drakkarfjord	110	B	US	Core destroyed	129	parent	8	8	10	46	46	46	121	0	0.0	6.612	7	1	40,36,46,33,21,14,11,10	129	1	2,24
drakkarfjord_s111_A	drakkarfjord	111	A	US	Core destroyed	408	parent	8	8	10	37	42	37	228	104	0.4561	3.509	7	1	10,11,37,18,33,22,30,26	408	0	26,4
drakkarfjord_s111_B	drakkarfjord	111	B	US	Titanium collected (tiebreak)	1000	parent	8	8	10	35	40	35	406	6	0.0148	1.97	6	2	35,31,10,28,11,24,17,21	1000	1	2,24
glacierkeep_s109_A	glacierkeep	109	A	US	Titanium collected (tiebreak)	1000	parent	8	8	10	44	44	44	994	968	0.9738	0.805	8	0	39,41,22,44,18,11,15,10	1000	0	14,26
glacierkeep_s109_B	glacierkeep	109	B	US	Core destroyed	173	parent	8	8	9	59	59	59	167	54	0.3234	4.79	8	0	33,29,59,26,9,22,10,19	173	1	14,2
glacierkeep_s110_A	glacierkeep	110	A	US	Core destroyed	185	parent	8	8	9	58	58	58	179	152	0.8492	4.469	8	0	58,54,23,51,19,10,14,9	185	0	14,26
glacierkeep_s110_B	glacierkeep	110	B	OPP	Core destroyed	881	parent	8	8	9	36	36	36	232	119	0.5129	3.448	8	0	36,32,14,29,9,25,10,22	881	1	14,2
glacierkeep_s111_A	glacierkeep	111	A	US	Titanium collected (tiebreak)	1000	parent	8	8	10	44	44	44	994	968	0.9738	0.805	8	0	39,41,22,44,18,11,15,10	1000	0	14,26
glacierkeep_s111_B	glacierkeep	111	B	OPP	Titanium stored (tiebreak)	1000	parent	8	8	10	42	42	42	994	0	0.0	0.805	8	0	34,30,42,27,10,23,11,20	1000	1	14,2
midgard_s109_A	midgard	109	A	OPP	Core destroyed	732	parent	8	7	50	103	-1	-1	689	581	0.8433	1.016	6	1	50,88,54,103,60,59,63	732	0	26,26
midgard_s109_B	midgard	109	B	US	Core destroyed	349	parent	8	6	53	82	-1	-1	306	294	0.9608	1.961	6	0	64,68,61,53,82,67	349	1	2,2
midgard_s110_A	midgard	110	A	OPP	Core destroyed	697	parent	8	7	52	97	-1	-1	653	645	0.9877	1.072	6	1	52,78,56,97,60,62,64	697	0	26,26
midgard_s110_B	midgard	110	B	US	Core destroyed	193	parent	8	7	55	100	-1	-1	149	146	0.9799	4.698	5	2	63,67,60,100,55,81,66	193	1	2,2
midgard_s111_A	midgard	111	A	OPP	Core destroyed	645	parent	8	6	58	100	-1	-1	145	81	0.5586	4.138	6	0	58,100,62,68,86,72	645	0	26,26
midgard_s111_B	midgard	111	B	US	Core destroyed	164	parent	8	6	55	92	-1	-1	116	114	0.9828	5.172	5	1	68,62,65,92,59,55	164	1	2,2
nordkap_s109_A	nordkap	109	A	US	Titanium collected (tiebreak)	1000	parent	8	8	5	44	44	44	998	528	0.5291	0.802	8	0	20,24,17,31,18,6,44,5	1000	0	9,18
nordkap_s109_B	nordkap	109	B	US	Core destroyed	160	parent	8	8	5	64	66	64	158	141	0.8924	5.063	7	1	16,18,10,21,5,53,6,64	160	1	9,6
nordkap_s110_A	nordkap	110	A	US	Core destroyed	327	parent	8	8	4	57	299	57	221	44	0.1991	3.62	7	1	29,25,35,22,57,20,5,4	327	0	9,18
nordkap_s110_B	nordkap	110	B	OPP	Core destroyed	223	parent	8	7	5	63	-1	-1	156	114	0.7308	4.487	6	1	20,22,55,5,44,6,63	223	1	9,6
nordkap_s111_A	nordkap	111	A	US	Core destroyed	159	parent	8	8	4	76	88	76	128	77	0.6016	6.25	6	2	40,42,76,5,25,4,8,7	159	0	9,18
nordkap_s111_B	nordkap	111	B	US	Core destroyed	748	parent	8	7	5	516	-1	-1	366	112	0.306	1.913	6	1	16,18,10,508,5,516,6	748	1	9,6
yulerune_s109_A	yulerune	109	A	OPP	Core destroyed	509	parent	8	5	34	59	-1	-1	482	479	0.9938	1.037	5	0	34,41,54,59,54	509	0	16,9
yulerune_s109_B	yulerune	109	B	OPP	Core destroyed	250	parent	8	6	33	51	-1	-1	96	57	0.5938	6.25	6	0	33,46,51,43,36,37	250	1	2,9
yulerune_s110_A	yulerune	110	A	US	Core destroyed	384	parent	8	5	32	54	-1	-1	359	352	0.9805	1.393	5	0	32,38,53,54,46	384	0	16,9
yulerune_s110_B	yulerune	110	B	OPP	Core destroyed	485	parent	8	7	33	82	-1	-1	460	457	0.9935	1.522	6	1	33,37,59,34,82,41,37	485	1	2,9
yulerune_s111_A	yulerune	111	A	OPP	Titanium collected (tiebreak)	1000	parent	8	5	34	63	-1	-1	975	966	0.9908	0.513	5	0	34,44,63,60,52	1000	0	16,9
yulerune_s111_B	yulerune	111	B	US	Core destroyed	393	parent	8	7	32	68	-1	-1	368	358	0.9728	1.902	6	1	45,45,42,42,38,32,68	393	1	2,9
atoll_s112_A	atoll	112	A	US	Core destroyed	427	parent	8	7	8	63	-1	-1	262	40	0.1527	2.672	7	0	10,8,63,40,42,49,45	427	0	14,2
atoll_s112_B	atoll	112	B	US	Core destroyed	360	parent	8	8	7	137	137	137	320	161	0.5031	2.5	8	0	36,42,32,80,7,137,8,21	360	1	2,14
atoll_s113_A	atoll	113	A	US	Core destroyed	636	parent	8	6	7	366	-1	-1	251	48	0.1912	2.39	5	1	366,10,7,350,164,162	636	0	14,2
atoll_s113_B	atoll	113	B	OPP	Core destroyed	673	parent	8	6	8	231	-1	-1	160	40	0.25	3.75	4	2	204,10,231,8,16,80	673	1	2,14
atoll_s114_A	atoll	114	A	OPP	Core destroyed	330	parent	8	5	7	39	-1	-1	93	8	0.086	5.376	4	1	39,7,9,16,12	330	0	14,2
atoll_s114_B	atoll	114	B	OPP	Core destroyed	673	parent	8	6	8	231	-1	-1	160	40	0.25	3.75	4	2	204,10,231,8,16,80	673	1	2,14
drakkarfjord_s112_A	drakkarfjord	112	A	OPP	Core destroyed	243	parent	8	7	10	72	-1	-1	168	35	0.2083	4.167	6	1	10,11,29,31,72,34,42	243	0	26,4
drakkarfjord_s112_B	drakkarfjord	112	B	US	Core destroyed	148	parent	8	8	10	35	-1	35	140	78	0.5571	5.714	6	2	35,31,10,25,11,24,17,21	148	1	2,24
drakkarfjord_s113_A	drakkarfjord	113	A	US	Core destroyed	221	parent	8	8	10	103	115	103	212	13	0.0613	3.774	7	1	10,11,29,103,31,57,34,42	221	0	26,4
drakkarfjord_s113_B	drakkarfjord	113	B	US	Core destroyed	272	parent	8	8	10	46	179	46	264	200	0.7576	3.03	6	2	46,42,10,36,11,35,17,21	272	1	2,24
drakkarfjord_s114_A	drakkarfjord	114	A	US	Titanium collected (tiebreak)	1000	parent	8	6	10	323	-1	-1	235	23	0.0979	2.553	5	1	10,11,323,112,109,104	1000	0	26,4
drakkarfjord_s114_B	drakkarfjord	114	B	US	Core destroyed	137	parent	8	8	10	46	46	46	129	0	0.0	6.202	7	1	40,36,46,33,21,14,11,10	137	1	2,24
glacierkeep_s112_A	glacierkeep	112	A	OPP	Core destroyed	573	parent	8	8	9	64	75	64	87	0	0.0	9.195	7	1	51,61,18,64,17,10,14,9	573	0	14,26
glacierkeep_s112_B	glacierkeep	112	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	51	36	314	73	0.2325	2.548	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
glacierkeep_s113_A	glacierkeep	113	A	US	Core destroyed	301	parent	8	8	9	41	41	41	295	73	0.2475	2.712	8	0	36,38,21,41,17,10,14,9	301	0	14,26
glacierkeep_s113_B	glacierkeep	113	B	US	Core destroyed	193	parent	8	8	9	36	54	36	187	156	0.8342	4.278	8	0	36,32,14,29,9,25,10,22	193	1	14,2
glacierkeep_s114_A	glacierkeep	114	A	US	Core destroyed	181	parent	8	8	9	58	58	58	175	148	0.8457	4.571	8	0	58,54,23,51,19,10,14,9	181	0	14,26
glacierkeep_s114_B	glacierkeep	114	B	US	Core destroyed	425	parent	8	8	9	36	49	36	419	244	0.5823	1.909	8	0	36,32,14,29,9,25,10,22	425	1	14,2
midgard_s112_A	midgard	112	A	US	Core destroyed	485	parent	8	7	51	99	-1	-1	441	313	0.7098	1.587	5	2	51,91,55,99,65,72,68	485	0	26,26
midgard_s112_B	midgard	112	B	US	Core destroyed	725	parent	8	6	52	129	-1	-1	680	672	0.9882	0.882	6	0	65,61,62,57,129,52	725	1	2,2
midgard_s113_A	midgard	113	A	US	Core destroyed	168	parent	8	7	49	98	-1	-1	126	123	0.9762	5.556	5	2	49,91,58,98,62,69,65	168	0	26,26
midgard_s113_B	midgard	113	B	US	Core destroyed	553	parent	8	6	54	97	-1	-1	508	506	0.9961	1.181	5	1	59,54,61,56,88,97	553	1	2,2
midgard_s114_A	midgard	114	A	US	Core destroyed	473	parent	8	7	50	101	-1	-1	431	262	0.6079	1.624	6	1	50,82,54,101,60,67,63	473	0	26,26
midgard_s114_B	midgard	114	B	US	Core destroyed	173	parent	8	6	52	91	-1	-1	128	125	0.9766	4.688	6	0	63,67,60,56,91,52	173	1	2,2
nordkap_s112_A	nordkap	112	A	US	Core destroyed	701	parent	8	8	4	53	488	53	374	170	0.4545	2.139	7	1	29,25,35,22,53,20,5,4	701	0	9,18
nordkap_s112_B	nordkap	112	B	US	Core destroyed	197	parent	8	8	4	35	35	35	195	181	0.9282	4.103	7	1	20,24,5,30,4,32,8,35	197	1	9,6
nordkap_s113_A	nordkap	113	A	US	Core destroyed	172	parent	8	7	4	73	-1	-1	170	157	0.9235	4.118	6	1	18,14,5,62,4,73,7	172	0	9,18
nordkap_s113_B	nordkap	113	B	US	Core destroyed	152	parent	8	8	5	62	62	62	150	138	0.92	5.333	8	0	62,22,17,24,5,37,6,34	152	1	9,6
nordkap_s114_A	nordkap	114	A	OPP	Core destroyed	292	parent	8	3	4	16	-1	-1	290	279	0.9621	1.034	1	2	16,4,12	292	0	9,18
nordkap_s114_B	nordkap	114	B	US	Core destroyed	226	parent	8	8	9	40	40	40	224	211	0.942	3.571	8	0	17,19,11,22,9,32,40,33	226	1	9,6
yulerune_s112_A	yulerune	112	A	OPP	Core destroyed	477	parent	8	5	31	46	-1	-1	316	200	0.6329	1.582	5	0	37,46,31,34,42	477	0	16,9
yulerune_s112_B	yulerune	112	B	OPP	Core destroyed	232	parent	8	6	34	64	-1	-1	135	83	0.6148	4.444	5	1	36,42,64,40,34,51	232	1	2,9
yulerune_s113_A	yulerune	113	A	OPP	Core destroyed	515	parent	8	5	34	48	-1	-1	490	480	0.9796	1.02	5	0	34,44,41,44,48	515	0	16,9
yulerune_s113_B	yulerune	113	B	US	Core destroyed	177	parent	8	6	30	54	-1	-1	154	141	0.9156	3.896	6	0	44,45,42,54,38,30	177	1	2,9
yulerune_s114_A	yulerune	114	A	OPP	Core destroyed	185	parent	8	5	32	46	-1	-1	160	153	0.9563	3.125	5	0	32,46,38,41,45	185	0	16,9
yulerune_s114_B	yulerune	114	B	US	Core destroyed	146	parent	8	7	28	67	-1	-1	125	121	0.968	5.6	6	1	36,39,35,46,31,28,67	146	1	2,9
atoll_s115_A	atoll	115	A	OPP	Core destroyed	220	parent	8	7	8	116	-1	-1	104	15	0.1442	6.731	6	1	116,8,74,16,18,22,21	220	0	14,2
atoll_s115_B	atoll	115	B	OPP	Core destroyed	559	parent	8	6	7	245	-1	-1	93	10	0.1075	6.452	5	1	34,9,197,7,15,245	559	1	2,14
atoll_s116_A	atoll	116	A	OPP	Core destroyed	414	parent	8	6	8	295	-1	-1	124	15	0.121	4.839	3	3	89,91,8,9,153,295	414	0	14,2
atoll_s116_B	atoll	116	B	OPP	Core destroyed	234	parent	8	0	-1	-1	-1	-1	38	3	0.0789	0.0	0	0		234	1	2,14
atoll_s117_A	atoll	117	A	US	Core destroyed	650	parent	8	7	12	468	-1	-1	254	37	0.1457	2.756	7	0	38,468,58,12,14,21,17	650	0	14,2
atoll_s117_B	atoll	117	B	US	Core destroyed	913	parent	8	6	7	40	-1	-1	257	151	0.5875	2.335	6	0	15,40,9,20,7,31	913	1	2,14
drakkarfjord_s115_A	drakkarfjord	115	A	OPP	Core destroyed	188	parent	8	8	10	58	-1	58	113	0	0.0	7.08	7	1	10,11,25,58,27,37,30,34	188	0	26,4
drakkarfjord_s115_B	drakkarfjord	115	B	OPP	Core destroyed	308	parent	8	3	10	14	-1	-1	47	0	0.0	6.383	2	1	14,11,10	308	1	2,24
drakkarfjord_s116_A	drakkarfjord	116	A	US	Core destroyed	160	parent	8	8	10	37	42	37	152	68	0.4474	5.263	7	1	10,11,37,18,33,22,30,26	160	0	26,4
drakkarfjord_s116_B	drakkarfjord	116	B	US	Core destroyed	171	parent	8	8	10	46	46	46	163	0	0.0	4.908	7	1	40,36,46,33,21,14,11,10	171	1	2,24
drakkarfjord_s117_A	drakkarfjord	117	A	US	Core destroyed	316	parent	8	8	10	79	124	79	174	0	0.0	4.598	7	1	10,11,31,79,33,43,36,40	316	0	26,4
drakkarfjord_s117_B	drakkarfjord	117	B	US	Core destroyed	469	parent	8	8	10	46	46	46	461	0	0.0	1.735	7	1	40,36,46,33,21,14,11,10	469	1	2,24
glacierkeep_s115_A	glacierkeep	115	A	OPP	Core destroyed	572	parent	8	8	9	49	62	49	102	64	0.6275	7.843	8	0	44,46,28,49,17,10,14,9	572	0	14,26
glacierkeep_s115_B	glacierkeep	115	B	US	Core destroyed	197	parent	8	8	9	36	59	36	191	159	0.8325	4.188	8	0	36,32,14,29,9,25,10,22	197	1	14,2
glacierkeep_s116_A	glacierkeep	116	A	OPP	Titanium collected (tiebreak)	1000	parent	8	8	9	63	-1	63	346	0	0.0	2.312	7	1	44,62,18,63,17,10,14,9	1000	0	14,26
glacierkeep_s116_B	glacierkeep	116	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	44	36	994	103	0.1036	0.805	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
glacierkeep_s117_A	glacierkeep	117	A	US	Core destroyed	205	parent	8	8	9	52	52	52	199	173	0.8693	4.02	8	0	45,49,21,52,17,10,14,9	205	0	14,26
glacierkeep_s117_B	glacierkeep	117	B	OPP	Core destroyed	465	parent	8	8	9	36	49	36	459	82	0.1786	1.743	8	0	36,32,14,29,9,25,10,22	465	1	14,2
midgard_s115_A	midgard	115	A	OPP	Core destroyed	589	parent	8	6	52	115	-1	-1	544	273	0.5018	1.103	6	0	52,111,56,65,87,115	589	0	26,26
midgard_s115_B	midgard	115	B	US	Core destroyed	265	parent	8	7	55	88	-1	-1	220	214	0.9727	3.182	5	2	64,68,61,55,88,84,77	265	1	2,2
midgard_s116_A	midgard	116	A	OPP	Core destroyed	465	parent	8	6	54	124	-1	-1	419	100	0.2387	1.432	5	1	54,67,124,64,72,67	465	0	26,26
midgard_s116_B	midgard	116	B	US	Core destroyed	293	parent	8	6	53	91	-1	-1	248	244	0.9839	2.419	6	0	69,56,64,91,58,53	293	1	2,2
midgard_s117_A	midgard	117	A	US	Core destroyed	215	parent	8	7	58	90	-1	-1	165	155	0.9394	4.242	5	2	58,88,62,90,68,75,71	215	0	26,26
midgard_s117_B	midgard	117	B	OPP	Core destroyed	196	parent	8	6	55	68	-1	-1	152	149	0.9803	3.947	4	2	64,68,61,55,67,68	196	1	2,2
nordkap_s115_A	nordkap	115	A	OPP	Core destroyed	201	parent	8	3	4	7	-1	-1	196	180	0.9184	1.531	2	1	5,4,7	201	0	9,18
nordkap_s115_B	nordkap	115	B	US	Core destroyed	361	parent	8	7	5	85	-1	-1	359	322	0.8969	1.95	7	0	19,21,79,5,60,6,85	361	1	9,6
nordkap_s116_A	nordkap	116	A	OPP	Core destroyed	893	parent	8	8	5	50	50	50	494	58	0.1174	1.619	8	0	26,30,25,37,18,6,50,5	893	0	9,18
nordkap_s116_B	nordkap	116	B	US	Core destroyed	440	parent	8	5	5	65	-1	-1	287	96	0.3345	1.742	5	0	65,61,5,6,32	440	1	9,6
nordkap_s117_A	nordkap	117	A	OPP	Core destroyed	212	parent	8	7	4	35	-1	-1	135	39	0.2889	5.185	6	1	29,25,35,22,20,5,4	212	0	9,18
nordkap_s117_B	nordkap	117	B	US	Titanium collected (tiebreak)	1000	parent	8	8	5	29	35	29	977	715	0.7318	0.819	8	0	16,18,10,21,5,25,6,29	1000	1	9,6
yulerune_s115_A	yulerune	115	A	OPP	Core destroyed	318	parent	8	5	38	48	-1	-1	292	164	0.5616	1.712	5	0	38,42,41,47,48	318	0	16,9
yulerune_s115_B	yulerune	115	B	OPP	Core destroyed	254	parent	8	6	32	72	-1	-1	121	71	0.5868	4.959	4	2	54,44,72,47,35,32	254	1	2,9
yulerune_s116_A	yulerune	116	A	OPP	Core destroyed	172	parent	8	6	34	48	-1	-1	96	82	0.8542	6.25	6	0	34,44,46,45,45,48	172	0	16,9
yulerune_s116_B	yulerune	116	B	OPP	Core destroyed	214	parent	8	6	36	58	-1	-1	189	54	0.2857	3.175	6	0	43,47,48,58,36,39	214	1	2,9
yulerune_s117_A	yulerune	117	A	US	Core destroyed	525	parent	8	7	34	69	-1	-1	499	496	0.994	1.403	6	1	47,69,34,37,36,40,39	525	0	16,9
yulerune_s117_B	yulerune	117	B	OPP	Core destroyed	305	parent	8	7	38	69	-1	-1	113	98	0.8673	6.195	6	1	42,48,55,51,46,38,69	305	1	2,9
atoll_s10_A	atoll	10	A	OPP	Core destroyed	405	parent	8	3	10	24	-1	-1	219	11	0.0502	1.37	3	0	10,12,24	405	0	14,2
atoll_s10_B	atoll	10	B	OPP	Core destroyed	256	parent	8	2	46	63	-1	-1	74	2	0.027	2.703	1	1	63,46	256	1	2,14
atoll_s11_A	atoll	11	A	OPP	Core destroyed	321	parent	8	8	7	131	-1	131	317	108	0.3407	2.524	8	0	31,26,113,7,131,10,50,48	321	0	14,2
atoll_s11_B	atoll	11	B	OPP	Core destroyed	223	parent	8	3	36	64	-1	-1	45	14	0.3111	6.667	1	2	64,36,49	223	1	2,14
atoll_s12_A	atoll	12	A	US	Core destroyed	396	parent	8	6	7	48	-1	-1	392	86	0.2194	1.531	5	1	7,33,48,14,18,17	396	0	14,2
atoll_s12_B	atoll	12	B	OPP	Titanium collected (tiebreak)	1000	parent	8	5	7	61	-1	-1	125	16	0.128	4.0	4	1	61,26,7,8,9	1000	1	2,14
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Core destroyed	548	parent	8	7	10	43	-1	-1	107	4	0.0374	6.542	6	1	10,11,31,33,43,36,40	548	0	26,4
drakkarfjord_s10_B	drakkarfjord	10	B	OPP	Core destroyed	319	parent	8	7	10	161	-1	-1	153	0	0.0	4.575	6	1	148,156,44,161,14,11,10	319	1	2,24
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	178	parent	8	8	10	77	-1	77	170	0	0.0	4.706	7	1	10,11,25,77,27,37,30,34	178	0	26,4
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	421	parent	8	8	10	48	48	48	413	0	0.0	1.937	7	1	40,36,48,33,21,14,11,10	421	1	2,24
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	160	parent	8	8	10	37	42	37	152	68	0.4474	5.263	7	1	10,11,37,18,33,22,30,26	160	0	26,4
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	192	parent	8	8	10	86	86	86	149	0	0.0	5.369	7	1	83,76,86,73,20,14,11,10	192	1	2,24
glacierkeep_s10_A	glacierkeep	10	A	OPP	Core destroyed	461	parent	8	8	9	61	-1	61	446	0	0.0	1.794	7	1	41,45,18,61,17,10,14,9	461	0	14,26
glacierkeep_s10_B	glacierkeep	10	B	OPP	Core destroyed	901	parent	8	8	9	36	61	36	514	359	0.6984	1.556	8	0	36,32,14,29,9,25,10,22	901	1	14,2
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	133	parent	8	8	9	44	44	44	127	55	0.4331	6.299	8	0	36,40,21,44,17,10,14,9	133	0	14,26
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	197	parent	8	8	9	36	59	36	191	159	0.8325	4.188	8	0	36,32,14,29,9,25,10,22	197	1	14,2
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	249	parent	8	8	9	73	73	73	243	23	0.0947	3.292	8	0	66,70,21,73,17,10,14,9	249	0	14,26
glacierkeep_s12_B	glacierkeep	12	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	41	46	41	994	89	0.0895	0.805	8	0	33,29,41,26,9,22,10,19	1000	1	14,2
midgard_s10_A	midgard	10	A	OPP	Core destroyed	141	parent	8	2	52	56	-1	-1	96	90	0.9375	2.083	2	0	52,56	141	0	26,26
midgard_s10_B	midgard	10	B	OPP	Core destroyed	829	parent	8	7	55	103	-1	-1	784	783	0.9987	0.893	6	1	61,56,59,103,55,86,66	829	1	2,2
midgard_s11_A	midgard	11	A	US	Core destroyed	258	parent	8	7	51	100	-1	-1	215	210	0.9767	3.256	6	1	51,80,55,100,59,66,62	258	0	26,26
midgard_s11_B	midgard	11	B	US	Core destroyed	298	parent	8	4	54	70	-1	-1	252	248	0.9841	1.587	4	0	70,68,58,54	298	1	2,2
midgard_s12_A	midgard	12	A	US	Titanium collected (tiebreak)	1000	parent	8	6	53	100	-1	-1	954	947	0.9927	0.629	6	0	53,72,100,96,85,93	1000	0	26,26
midgard_s12_B	midgard	12	B	OPP	Core destroyed	187	parent	8	5	56	88	-1	-1	57	50	0.8772	8.772	5	0	60,56,63,88,71	187	1	2,2
