file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
_v171late160ammo__antler__802.json	BUILD	0	0	builder_bot	8	6	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	0	1	builder_bot	6	11	1	49	14	18
_v171late160ammo__antler__802.json	BUILD	1	0	builder_bot	7	6	5	37	14	18
_v171late160ammo__antler__802.json	BUILD	1	1	builder_bot	6	14	4	100	14	18
_v171late160ammo__antler__802.json	BUILD	2	0	builder_bot	6	6	4	36	14	18
_v171late160ammo__antler__802.json	BUILD	2	1	builder_bot	5	14	5	101	14	18
_v171late160ammo__antler__802.json	BUILD	3	0	builder_bot	5	3	2	82	14	18
_v171late160ammo__antler__802.json	BUILD	3	1	builder_bot	8	12	4	68	14	18
_v171late160ammo__antler__802.json	BUILD	3	1	harvester	7	15	10	122	14	18
_v171late160ammo__antler__802.json	BUILD	4	0	builder_bot	6	6	4	36	14	18
_v171late160ammo__antler__802.json	BUILD	4	1	builder_bot	5	13	2	82	14	18
_v171late160ammo__antler__802.json	BUILD	4	1	harvester	5	16	17	145	14	18
_v171late160ammo__antler__802.json	BUILD	5	1	sentinel	7	7	26	10	14	18
_v171late160ammo__antler__802.json	BUILD	5	1	conveyor	7	14	5	101	14	18
_v171late160ammo__antler__802.json	BUILD	6	1	barrier	6	6	36	4	14	18
_v171late160ammo__antler__802.json	BUILD	6	1	conveyor	6	16	16	144	14	18
_v171late160ammo__antler__802.json	BUILD	6	0	sentinel	8	6	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	8	0	barrier	8	12	68	4	14	18
_v171late160ammo__antler__802.json	BUILD	8	0	harvester	3	7	18	34	14	18
_v171late160ammo__antler__802.json	BUILD	8	1	conveyor	6	15	9	121	14	18
_v171late160ammo__antler__802.json	BUILD	10	0	barrier	7	11	50	2	14	18
_v171late160ammo__antler__802.json	BUILD	10	0	conveyor	4	7	13	29	14	18
_v171late160ammo__antler__802.json	BUILD	10	1	conveyor	6	14	4	100	14	18
_v171late160ammo__antler__802.json	DEATH	11	1	sentinel	7	7	26	10	14	18
_v171late160ammo__antler__802.json	BUILD	12	0	conveyor	4	6	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	12	1	sentinel	8	10	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	13	0	harvester	7	2	5	101	14	18
_v171late160ammo__antler__802.json	BUILD	15	0	conveyor	7	3	2	82	14	18
_v171late160ammo__antler__802.json	BUILD	15	0	conveyor	5	6	5	37	14	18
_v171late160ammo__antler__802.json	DEATH	15	0	barrier	8	12	68	4	14	18
_v171late160ammo__antler__802.json	BUILD	17	1	barrier	5	5	50	2	14	18
_v171late160ammo__antler__802.json	BUILD	19	0	sentinel	4	9	29	13	14	18
_v171late160ammo__antler__802.json	BUILD	21	1	harvester	3	10	13	45	14	18
_v171late160ammo__antler__802.json	BUILD	23	1	conveyor	4	10	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	25	0	barrier	6	11	49	1	14	18
_v171late160ammo__antler__802.json	BUILD	25	1	conveyor	4	11	5	53	14	18
_v171late160ammo__antler__802.json	BUILD	27	1	conveyor	5	11	2	50	14	18
_v171late160ammo__antler__802.json	DEATH	27	1	conveyor	4	10	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	29	1	gunner	3	9	18	34	14	18
_v171late160ammo__antler__802.json	DEATH	30	1	builder_bot	4	10	8	40	14	18
_v171late160ammo__antler__802.json	BUILD	33	0	barrier	5	13	82	2	14	18
_v171late160ammo__antler__802.json	DEATH	38	0	sentinel	4	9	29	13	14	18
_v171late160ammo__antler__802.json	BUILD	40	1	harvester	12	14	40	136	14	18
_v171late160ammo__antler__802.json	BUILD	41	0	barrier	5	12	65	1	14	18
