file	eid	thrown	born_rnd	thrown_rnd	removed_rnd	survived_to_end	undamaged	no_damage_removal	dist_bucket	rounds
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	5	0	1	-1	-1	1	1	0	near	329
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	8	1	2	2	-1	1	1	0	far	329
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	103	0	101	-1	-1	1	1	0	mid	329
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	150	0	133	-1	-1	1	1	0	far	329
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	227	0	193	-1	-1	1	1	0	mid	329
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	446	0	316	-1	-1	1	1	0	near	329
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	468	0	328	-1	-1	1	1	0	near	329
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	3	1	0	2	18	0	0	0	mid	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	5	1	1	3	-1	1	0	0	mid	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	10	1	4	4	-1	1	1	0	mid	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	14	0	7	-1	-1	1	0	0	mid	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	16	0	9	-1	-1	1	1	0	near	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	159	0	137	-1	-1	1	1	0	mid	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	185	0	150	-1	-1	1	1	0	mid	238
a4d39e5c-75d5-4645-9c08-fd2062e17e17_game_3.replay26	247	0	172	-1	-1	1	1	0	mid	238
bac2919f-34f0-427e-aa45-bc3eb8c88cc5_game_2.replay26	4	0	0	-1	-1	1	1	0	near	189
bac2919f-34f0-427e-aa45-bc3eb8c88cc5_game_2.replay26	6	1	1	125	-1	1	1	0	far	189
bac2919f-34f0-427e-aa45-bc3eb8c88cc5_game_2.replay26	8	1	2	40	-1	1	1	0	far	189
bac2919f-34f0-427e-aa45-bc3eb8c88cc5_game_2.replay26	11	0	3	-1	-1	1	1	0	near	189
bac2919f-34f0-427e-aa45-bc3eb8c88cc5_game_2.replay26	14	0	4	-1	-1	1	1	0	near	189
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	4	0	0	-1	39	0	0	0	near	257
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	6	0	1	-1	33	0	0	0	near	257
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	8	0	2	-1	10	0	0	0	near	257
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	11	0	3	-1	47	0	0	0	near	257
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	13	1	4	25	49	0	0	0	near	257
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	17	0	5	-1	-1	1	1	0	near	257
e48fdb37-27ba-47cf-8dbe-88f4d338d041_game_1.replay26	20	0	6	-1	-1	1	1	0	near	257
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	4	1	0	2	43	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	6	1	1	3	165	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	9	0	2	-1	180	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	12	0	7	-1	95	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	15	0	9	-1	55	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	230	0	119	-1	134	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	254	0	126	-1	159	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	277	1	131	161	190	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	298	0	137	-1	154	0	0	0	near	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	327	0	143	-1	-1	1	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	488	1	187	206	275	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	541	0	202	-1	277	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	631	1	227	280	287	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	703	0	248	-1	265	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	744	0	259	-1	275	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	782	0	268	-1	284	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	813	0	276	-1	297	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	886	0	298	-1	316	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	918	0	307	-1	324	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	950	0	316	-1	334	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	979	0	324	-1	338	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	1012	0	334	-1	357	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	1036	0	341	-1	358	0	0	0	mid	1000
a9752c14-3dad-455b-9ce5-6905486cdbbc_game_2.replay26	1071	0	351	-1	409	0	0	0	mid	1000
87658c94-a5d3-46dd-8723-07d6b32b85d6_game_4.replay26	4	0	0	-1	-1	1	1	0	mid	133
87658c94-a5d3-46dd-8723-07d6b32b85d6_game_4.replay26	6	0	1	-1	94	0	0	0	mid	133
87658c94-a5d3-46dd-8723-07d6b32b85d6_game_4.replay26	9	0	2	-1	-1	1	1	0	near	133
87658c94-a5d3-46dd-8723-07d6b32b85d6_game_4.replay26	11	1	3	103	121	0	0	0	near	133
a28c4325-2fef-498d-aec9-83459a337617_game_5.replay26	4	0	0	-1	-1	1	1	0	mid	203
a28c4325-2fef-498d-aec9-83459a337617_game_5.replay26	6	1	1	53	-1	1	1	0	far	203
a28c4325-2fef-498d-aec9-83459a337617_game_5.replay26	8	0	2	-1	-1	1	1	0	near	203
a28c4325-2fef-498d-aec9-83459a337617_game_5.replay26	10	0	3	-1	-1	1	1	0	near	203
a28c4325-2fef-498d-aec9-83459a337617_game_5.replay26	13	0	4	-1	-1	1	1	0	near	203
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	4	0	0	-1	-1	1	1	0	mid	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	6	0	1	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	8	0	2	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	11	1	3	5	35	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	117	1	47	49	76	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	243	1	82	84	339	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	417	0	120	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	784	0	200	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	788	0	201	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	790	0	202	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	797	0	203	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	804	0	204	-1	-1	1	1	0	near	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1418	1	346	349	357	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1543	1	363	366	370	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1620	1	376	379	386	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1721	1	392	395	404	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1828	1	410	413	419	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1912	1	425	428	436	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	1999	1	442	445	450	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2072	1	456	459	466	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2156	1	472	475	480	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2231	1	486	489	496	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2326	1	502	505	510	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2403	1	516	519	522	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2462	1	528	531	540	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2545	1	546	549	552	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2608	1	558	561	565	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2672	1	571	574	577	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2730	1	583	586	591	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2801	1	597	600	604	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2859	1	610	613	616	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2918	1	622	625	629	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	2983	1	635	638	645	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3062	1	651	654	658	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3128	1	664	667	671	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3191	1	677	680	683	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3248	1	689	692	696	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3308	1	702	705	708	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3365	1	714	717	721	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3429	1	727	730	733	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3487	1	739	742	747	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3557	1	753	756	761	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3622	1	767	770	777	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3699	1	783	786	789	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3757	1	795	798	801	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3815	1	807	810	813	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3873	1	819	822	826	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3939	1	832	835	838	0	0	0	far	1000
fe0c595f-a734-4200-a2ba-a0650db22b49_game_4.replay26	3997	1	844	847	851	0	0	0	far	1000
aea2e5e8-f8bf-4dac-b6ea-6636c373bdb2_game_1.replay26	3	0	0	-1	81	0	0	0	mid	130
aea2e5e8-f8bf-4dac-b6ea-6636c373bdb2_game_1.replay26	5	0	1	-1	42	0	0	0	near	130
aea2e5e8-f8bf-4dac-b6ea-6636c373bdb2_game_1.replay26	7	0	2	-1	108	0	0	0	mid	130
aea2e5e8-f8bf-4dac-b6ea-6636c373bdb2_game_1.replay26	9	0	3	-1	28	0	0	0	mid	130
aea2e5e8-f8bf-4dac-b6ea-6636c373bdb2_game_1.replay26	92	0	43	-1	58	0	0	0	mid	130
aea2e5e8-f8bf-4dac-b6ea-6636c373bdb2_game_1.replay26	116	0	55	-1	-1	1	0	0	mid	130
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	3	0	0	-1	-1	1	1	0	near	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	5	0	1	-1	-1	1	1	0	near	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	7	0	2	-1	-1	1	1	0	near	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	9	0	3	-1	-1	1	1	0	far	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	148	0	50	-1	-1	1	1	0	mid	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	224	0	82	-1	-1	1	1	0	near	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	243	0	94	-1	-1	1	1	0	mid	121
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	268	0	109	-1	-1	1	1	0	mid	121
08d0654d-efae-4901-b595-0b1942c7c438_game_3.replay26	4	0	0	-1	-1	1	1	0	near	179
08d0654d-efae-4901-b595-0b1942c7c438_game_3.replay26	6	1	1	66	-1	1	1	0	far	179
08d0654d-efae-4901-b595-0b1942c7c438_game_3.replay26	8	0	2	-1	-1	1	1	0	near	179
08d0654d-efae-4901-b595-0b1942c7c438_game_3.replay26	20	1	14	34	-1	1	1	0	far	179
b79918cd-45e6-4522-b2e6-c2538aa7687b_game_5.replay26	3	1	0	24	-1	1	1	0	near	86
b79918cd-45e6-4522-b2e6-c2538aa7687b_game_5.replay26	5	0	1	-1	-1	1	1	0	near	86
b79918cd-45e6-4522-b2e6-c2538aa7687b_game_5.replay26	8	1	2	27	-1	1	1	0	mid	86
b79918cd-45e6-4522-b2e6-c2538aa7687b_game_5.replay26	11	0	3	-1	-1	1	1	0	far	86
712427a2-0810-496d-a3f3-6571247bef6c_game_3.replay26	4	0	0	-1	-1	1	1	0	near	100
712427a2-0810-496d-a3f3-6571247bef6c_game_3.replay26	6	1	1	3	-1	1	1	0	far	100
712427a2-0810-496d-a3f3-6571247bef6c_game_3.replay26	8	1	2	23	-1	1	1	0	far	100
712427a2-0810-496d-a3f3-6571247bef6c_game_3.replay26	54	0	20	-1	-1	1	1	0	far	100
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	3	0	0	-1	-1	1	1	0	near	135
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	5	0	1	-1	-1	1	1	0	mid	135
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	7	1	2	29	56	0	0	0	far	135
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	197	0	58	-1	-1	1	0	0	far	135
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	380	0	96	-1	-1	1	1	0	far	135
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	386	0	97	-1	-1	1	0	0	far	135
885b47b3-d8ef-4457-9ea1-198a5227f5c4_game_4.replay26	393	0	98	-1	-1	1	0	0	far	135
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	3	1	0	2	-1	1	1	0	far	275
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	5	0	1	-1	-1	1	1	0	mid	275
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	11	0	6	-1	-1	1	1	0	mid	275
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	12	1	7	149	-1	1	1	0	far	275
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	45	0	26	-1	-1	1	1	0	near	275
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	286	0	120	-1	-1	1	1	0	near	275
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	490	0	200	-1	-1	1	1	0	near	275
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	3	1	0	171	-1	1	0	0	near	268
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	5	0	1	-1	20	0	0	0	mid	268
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	7	0	2	-1	36	0	0	0	mid	268
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	10	1	3	10	32	0	0	0	near	268
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	12	0	4	-1	10	0	0	0	near	268
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	16	0	5	-1	123	0	0	0	near	268
ba596b0d-f439-40a5-a7d1-fec11926d252_game_1.replay26	18	0	6	-1	79	0	0	0	near	268
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	4	0	0	-1	-1	1	1	0	far	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	6	0	1	-1	-1	1	1	0	near	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	8	0	2	-1	-1	1	1	0	far	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	359	0	94	-1	-1	1	1	0	far	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	362	0	95	-1	-1	1	1	0	far	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	366	0	96	-1	-1	1	1	0	far	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	399	0	105	-1	-1	1	1	0	near	123
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	434	0	115	-1	-1	1	1	0	near	123
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	4	1	0	2	-1	1	0	0	far	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	6	0	1	-1	-1	1	0	0	far	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	11	0	6	-1	-1	1	1	0	near	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	12	0	7	-1	-1	1	1	0	near	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	13	0	8	-1	-1	1	1	0	near	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	256	0	148	-1	-1	1	1	0	near	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	282	0	160	-1	-1	1	1	0	near	202
d20167ba-16b8-4759-b232-4a1ca7d8a1e8_game_4.replay26	397	0	200	-1	-1	1	1	0	near	202
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	3	1	0	83	-1	1	1	0	near	165
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	5	1	1	17	-1	1	1	0	mid	165
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	7	0	2	-1	-1	1	1	0	near	165
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	9	0	3	-1	-1	1	1	0	near	165
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	34	1	10	58	-1	1	1	0	near	165
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	291	0	132	-1	-1	1	1	0	near	165
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	343	0	160	-1	-1	1	1	0	near	165
4533ddd9-fafd-4096-b0c9-3669a832d024_game_4.replay26	4	0	0	-1	-1	1	1	0	mid	729
4533ddd9-fafd-4096-b0c9-3669a832d024_game_4.replay26	6	0	1	-1	-1	1	1	0	near	729
4533ddd9-fafd-4096-b0c9-3669a832d024_game_4.replay26	8	0	2	-1	-1	1	1	0	near	729
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	4	0	0	-1	-1	1	1	0	near	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	6	0	1	-1	-1	1	1	0	near	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	8	0	2	-1	-1	1	1	0	mid	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	10	0	3	-1	-1	1	1	0	far	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	73	0	23	-1	-1	1	1	0	mid	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	86	0	26	-1	-1	1	1	0	mid	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_3.replay26	542	0	167	-1	-1	1	1	0	mid	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	3	0	0	-1	-1	1	1	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	5	0	1	-1	-1	1	1	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	7	0	2	-1	-1	1	1	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	10	1	3	7	833	0	0	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	34	0	12	-1	601	0	0	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	124	0	62	-1	-1	1	1	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	1235	0	604	-1	-1	1	1	0	near	1000
d2e44dd3-3da1-4641-b4f7-59476631d486_game_4.replay26	1725	0	837	-1	-1	1	1	0	far	1000
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	3	0	0	-1	-1	1	1	0	far	209
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	5	1	1	121	174	0	0	0	mid	209
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	7	0	2	-1	-1	1	1	0	near	209
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	9	0	3	-1	-1	1	1	0	near	209
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	12	0	4	-1	-1	1	1	0	near	209
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	15	0	5	-1	-1	1	1	0	near	209
34a9a14d-84fb-4832-a667-c2c0a81f4d39_game_2.replay26	21	0	6	-1	-1	1	1	0	near	209
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	4	0	0	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	6	0	1	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	9	0	2	-1	-1	1	0	0	mid	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	11	0	3	-1	-1	1	0	0	mid	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	14	0	4	-1	-1	1	0	0	mid	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	26	0	11	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	30	0	13	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	36	0	17	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	292	0	189	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	409	0	241	-1	389	0	0	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	768	0	395	-1	402	0	0	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	770	0	396	-1	-1	1	1	0	near	469
72fac47f-05b9-4b78-bea2-547c0ba6dbbb_game_4.replay26	799	0	409	-1	419	0	0	0	near	469
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	3	1	0	2	81	0	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	5	1	1	3	33	0	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	10	1	4	4	-1	1	1	0	near	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	19	0	7	-1	-1	1	1	0	near	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	101	0	60	-1	-1	1	1	0	near	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	137	0	91	-1	-1	1	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	170	0	121	-1	367	0	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	211	0	160	-1	299	0	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	255	0	200	-1	-1	1	1	0	mid	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	299	0	240	-1	-1	1	1	0	mid	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	342	0	281	-1	375	0	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	362	0	300	-1	-1	1	0	0	far	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	383	0	320	-1	-1	1	1	0	near	385
e4706e82-634c-4f5d-b614-c3f9ef981485_game_2.replay26	444	0	376	-1	-1	1	1	0	near	385
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	4	1	0	73	-1	1	0	0	mid	517
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	6	1	1	54	-1	1	1	0	far	517
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	9	0	2	-1	-1	1	1	0	far	517
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	11	1	3	80	462	0	0	0	far	517
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	26	1	9	81	-1	1	1	0	far	517
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	34	1	15	77	375	0	0	0	far	517
86e07ff7-cbec-4643-a222-cde3e97975fa_game_2.replay26	45	0	21	-1	-1	1	0	0	far	517
9cbdee72-d7ec-4b6f-95d8-d6b7da89dbca_game_3.replay26	3	0	0	-1	-1	1	1	0	near	495
9cbdee72-d7ec-4b6f-95d8-d6b7da89dbca_game_3.replay26	5	0	1	-1	-1	1	1	0	near	495
9cbdee72-d7ec-4b6f-95d8-d6b7da89dbca_game_3.replay26	7	1	2	83	-1	1	1	0	far	495
9cbdee72-d7ec-4b6f-95d8-d6b7da89dbca_game_3.replay26	10	0	3	-1	-1	1	1	0	near	495
537cabeb-d0cc-4ba1-9063-b9342761e83b_game_4.replay26	4	0	0	-1	-1	1	1	0	near	152
