file	eid	thrown	born_rnd	thrown_rnd	removed_rnd	survived_to_end	undamaged	no_damage_removal	dist_bucket	thrown_border	border_any	throw_n	mw	mh	rounds
982d966e-3c6e-450b-8251-8f25dc92330c_game_5.replay26	139	0	80	-1	-1	1	1	0	near	-1	-1	0	20	26	280
982d966e-3c6e-450b-8251-8f25dc92330c_game_5.replay26	160	0	98	-1	-1	1	1	0	far	-1	-1	0	20	26	280
982d966e-3c6e-450b-8251-8f25dc92330c_game_5.replay26	260	0	188	-1	-1	1	1	0	mid	-1	-1	0	20	26	280
982d966e-3c6e-450b-8251-8f25dc92330c_game_5.replay26	286	0	232	-1	-1	1	1	0	near	-1	-1	0	20	26	280
4ff7d829-eff7-48e8-952a-17588062c1d4_game_3.replay26	4	0	0	-1	-1	1	0	0	mid	-1	-1	0	18	18	191
4ff7d829-eff7-48e8-952a-17588062c1d4_game_3.replay26	6	0	1	-1	-1	1	0	0	mid	-1	-1	0	18	18	191
4ff7d829-eff7-48e8-952a-17588062c1d4_game_3.replay26	8	1	2	155	-1	1	0	0	far	1	1	2	18	18	191
4ff7d829-eff7-48e8-952a-17588062c1d4_game_3.replay26	11	1	3	161	-1	1	0	0	near	1	1	2	18	18	191
4ff7d829-eff7-48e8-952a-17588062c1d4_game_3.replay26	70	0	34	-1	172	0	0	0	far	-1	-1	0	18	18	191
c88d410b-82e5-4e4e-a61b-c29b6b8273d1_game_2.replay26	3	1	0	124	-1	1	1	0	mid	1	1	1	16	16	190
c88d410b-82e5-4e4e-a61b-c29b6b8273d1_game_2.replay26	5	1	1	47	125	0	0	0	far	1	1	1	16	16	190
c88d410b-82e5-4e4e-a61b-c29b6b8273d1_game_2.replay26	7	0	2	-1	-1	1	1	0	far	-1	-1	0	16	16	190
c88d410b-82e5-4e4e-a61b-c29b6b8273d1_game_2.replay26	9	0	3	-1	-1	1	1	0	mid	-1	-1	0	16	16	190
687d2252-16cd-4899-b274-a9c56618a170_game_4.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	25	15	130
687d2252-16cd-4899-b274-a9c56618a170_game_4.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	25	15	130
687d2252-16cd-4899-b274-a9c56618a170_game_4.replay26	8	0	2	-1	-1	1	0	0	mid	-1	-1	0	25	15	130
687d2252-16cd-4899-b274-a9c56618a170_game_4.replay26	10	0	3	-1	-1	1	1	0	mid	-1	-1	0	25	15	130
93017137-12d8-4b78-b25a-0b9e824ff46a_game_1.replay26	3	0	0	-1	-1	1	1	0	mid	-1	-1	0	16	16	330
93017137-12d8-4b78-b25a-0b9e824ff46a_game_1.replay26	5	1	1	29	-1	1	1	0	far	0	0	2	16	16	330
93017137-12d8-4b78-b25a-0b9e824ff46a_game_1.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	16	16	330
93017137-12d8-4b78-b25a-0b9e824ff46a_game_1.replay26	20	0	9	-1	-1	1	1	0	mid	-1	-1	0	16	16	330
93017137-12d8-4b78-b25a-0b9e824ff46a_game_1.replay26	21	0	10	-1	-1	1	1	0	mid	-1	-1	0	16	16	330
8125f4c8-6351-41d2-9cbf-d9b06b8e027c_game_3.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	18	18	205
8125f4c8-6351-41d2-9cbf-d9b06b8e027c_game_3.replay26	5	0	1	-1	-1	1	1	0	far	-1	-1	0	18	18	205
8125f4c8-6351-41d2-9cbf-d9b06b8e027c_game_3.replay26	8	0	2	-1	-1	1	1	0	far	-1	-1	0	18	18	205
8125f4c8-6351-41d2-9cbf-d9b06b8e027c_game_3.replay26	10	0	3	-1	-1	1	1	0	near	-1	-1	0	18	18	205
8125f4c8-6351-41d2-9cbf-d9b06b8e027c_game_3.replay26	14	0	4	-1	-1	1	1	0	near	-1	-1	0	18	18	205
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	18	18	225
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	6	1	1	37	-1	1	1	0	far	1	1	3	18	18	225
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	9	0	2	-1	-1	1	1	0	far	-1	-1	0	18	18	225
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	11	1	3	57	-1	1	1	0	far	1	1	10	18	18	225
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	16	1	4	39	-1	1	1	0	far	1	1	16	18	18	225
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	18	0	5	-1	-1	1	1	0	near	-1	-1	0	18	18	225
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	23	0	6	-1	-1	1	1	0	near	-1	-1	0	18	18	225
253470d4-9260-4d4b-aa0a-330389defda4_game_2.replay26	3	1	0	576	-1	1	1	0	near	1	1	1	16	16	748
253470d4-9260-4d4b-aa0a-330389defda4_game_2.replay26	5	1	1	293	-1	1	0	0	mid	1	1	1	16	16	748
253470d4-9260-4d4b-aa0a-330389defda4_game_2.replay26	7	1	2	70	-1	1	1	0	far	1	1	50	16	16	748
253470d4-9260-4d4b-aa0a-330389defda4_game_2.replay26	9	1	3	234	-1	1	1	0	near	1	1	14	16	16	748
253470d4-9260-4d4b-aa0a-330389defda4_game_2.replay26	127	1	41	341	-1	1	0	0	mid	1	1	30	16	16	748
f12a78f4-5af2-473f-883e-ecab24ee1239_game_1.replay26	4	0	0	-1	-1	1	0	0	near	-1	-1	0	10	10	245
f12a78f4-5af2-473f-883e-ecab24ee1239_game_1.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	10	10	245
f12a78f4-5af2-473f-883e-ecab24ee1239_game_1.replay26	8	0	2	-1	-1	1	1	0	near	-1	-1	0	10	10	245
118e4e02-41d3-4149-b702-feb666dbc4c9_game_3.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	26	26	82
118e4e02-41d3-4149-b702-feb666dbc4c9_game_3.replay26	6	0	1	-1	-1	1	1	0	far	-1	-1	0	26	26	82
118e4e02-41d3-4149-b702-feb666dbc4c9_game_3.replay26	8	0	2	-1	-1	1	1	0	far	-1	-1	0	26	26	82
118e4e02-41d3-4149-b702-feb666dbc4c9_game_3.replay26	10	0	3	-1	-1	1	1	0	near	-1	-1	0	26	26	82
0f5cc947-9469-46f0-97b3-397401e70820_game_5.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	25	15	190
0f5cc947-9469-46f0-97b3-397401e70820_game_5.replay26	5	1	1	119	-1	1	0	0	mid	0	0	1	25	15	190
0f5cc947-9469-46f0-97b3-397401e70820_game_5.replay26	8	1	2	12	-1	1	1	0	near	0	0	1	25	15	190
876ae5ca-8108-48e6-8604-27a041c3986b_game_3.replay26	3	0	0	-1	-1	1	1	0	mid	-1	-1	0	18	18	247
876ae5ca-8108-48e6-8604-27a041c3986b_game_3.replay26	5	1	1	4	-1	1	1	0	far	0	0	1	18	18	247
876ae5ca-8108-48e6-8604-27a041c3986b_game_3.replay26	7	1	2	3	-1	1	1	0	far	0	0	1	18	18	247
b11da6a7-df44-430f-9642-a0097fd60966_game_3.replay26	4	1	0	35	-1	1	1	0	near	0	0	1	26	26	76
b11da6a7-df44-430f-9642-a0097fd60966_game_3.replay26	6	0	1	-1	-1	1	1	0	far	-1	-1	0	26	26	76
b11da6a7-df44-430f-9642-a0097fd60966_game_3.replay26	8	1	2	16	-1	1	1	0	near	0	0	1	26	26	76
b11da6a7-df44-430f-9642-a0097fd60966_game_3.replay26	29	1	14	28	-1	1	1	0	far	0	0	1	26	26	76
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	4	0	0	-1	-1	1	1	0	far	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	6	1	1	25	80	0	0	0	far	1	1	4	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	8	1	2	355	-1	1	1	0	far	1	1	1	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	11	0	3	-1	-1	1	1	0	far	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	13	0	4	-1	-1	1	1	0	far	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	172	1	97	384	-1	1	1	0	far	1	1	21	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	188	0	112	-1	-1	1	1	0	near	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	206	0	129	-1	-1	1	1	0	near	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	226	0	148	-1	-1	1	1	0	far	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	245	1	165	380	-1	1	1	0	far	0	1	14	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	274	0	192	-1	-1	1	1	0	near	-1	-1	0	18	18	466
c6aa4aee-18c1-45d8-8c89-2f5b8aa9b179_game_3.replay26	311	0	228	-1	-1	1	1	0	near	-1	-1	0	18	18	466
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	8	0	2	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	10	0	3	-1	-1	1	1	0	far	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	12	0	4	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	70	0	30	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	73	0	31	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	429	0	129	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	469	0	138	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	833	0	220	-1	-1	1	1	0	far	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	840	0	221	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	2017	0	480	-1	-1	1	1	0	far	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	2022	0	481	-1	-1	1	1	0	mid	-1	-1	0	24	24	1000
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	2027	0	482	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_3.replay26	4	0	0	-1	-1	1	1	0	mid	-1	-1	0	16	16	72
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_3.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	16	16	72
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_3.replay26	8	0	2	-1	-1	1	1	0	far	-1	-1	0	16	16	72
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_3.replay26	62	0	35	-1	-1	1	1	0	near	-1	-1	0	16	16	72
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_3.replay26	63	0	36	-1	-1	1	1	0	far	-1	-1	0	16	16	72
71b344c7-3541-452d-968d-0b4dd22f512d_game_5.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	18	18	92
71b344c7-3541-452d-968d-0b4dd22f512d_game_5.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	18	18	92
71b344c7-3541-452d-968d-0b4dd22f512d_game_5.replay26	8	0	2	-1	66	0	0	0	far	-1	-1	0	18	18	92
71b344c7-3541-452d-968d-0b4dd22f512d_game_5.replay26	10	0	3	-1	-1	1	1	0	mid	-1	-1	0	18	18	92
71b344c7-3541-452d-968d-0b4dd22f512d_game_5.replay26	37	0	15	-1	-1	1	1	0	far	-1	-1	0	18	18	92
71b344c7-3541-452d-968d-0b4dd22f512d_game_5.replay26	47	0	23	-1	73	0	1	1	far	-1	-1	0	18	18	92
dbf59c1e-107b-41b8-9491-a71b94a55b7a_game_1.replay26	3	1	0	37	-1	1	1	0	near	0	0	1	26	26	95
dbf59c1e-107b-41b8-9491-a71b94a55b7a_game_1.replay26	5	1	1	15	55	0	0	0	far	0	0	1	26	26	95
dbf59c1e-107b-41b8-9491-a71b94a55b7a_game_1.replay26	8	1	2	14	-1	1	1	0	near	0	0	4	26	26	95
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	3	1	0	2	104	0	0	0	mid	0	0	1	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	5	1	1	3	182	0	0	0	mid	0	0	1	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	11	1	4	4	126	0	0	0	mid	0	0	1	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	13	1	5	5	177	0	0	0	mid	0	0	1	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	111	0	91	-1	165	0	0	0	mid	-1	-1	0	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	143	0	105	-1	-1	1	0	0	far	-1	-1	0	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	184	0	120	-1	-1	1	0	0	mid	-1	-1	0	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	252	0	142	-1	-1	1	1	0	far	-1	-1	0	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	305	0	161	-1	-1	1	1	0	near	-1	-1	0	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	365	0	183	-1	-1	1	0	0	mid	-1	-1	0	20	26	208
8704178a-45a0-48d6-8afa-8585f627ea0d_game_5.replay26	415	0	201	-1	-1	1	1	0	near	-1	-1	0	20	26	208
b2064248-e226-4018-a695-6d818e0f9800_game_1.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	25	25	148
b2064248-e226-4018-a695-6d818e0f9800_game_1.replay26	5	1	1	3	53	0	0	0	far	0	0	1	25	25	148
b2064248-e226-4018-a695-6d818e0f9800_game_1.replay26	7	0	2	-1	-1	1	1	0	far	-1	-1	0	25	25	148
34bd72e8-91ec-4a63-8b55-b26557104365_game_4.replay26	3	1	0	55	-1	1	1	0	far	0	0	1	24	24	193
34bd72e8-91ec-4a63-8b55-b26557104365_game_4.replay26	5	0	1	-1	-1	1	1	0	mid	-1	-1	0	24	24	193
34bd72e8-91ec-4a63-8b55-b26557104365_game_4.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	24	24	193
34bd72e8-91ec-4a63-8b55-b26557104365_game_4.replay26	9	0	3	-1	-1	1	1	0	near	-1	-1	0	24	24	193
34bd72e8-91ec-4a63-8b55-b26557104365_game_4.replay26	11	0	4	-1	-1	1	1	0	mid	-1	-1	0	24	24	193
34bd72e8-91ec-4a63-8b55-b26557104365_game_4.replay26	38	1	16	50	-1	1	0	0	far	0	0	7	24	24	193
059c00f8-fda2-49bc-8d48-e935ad9bd92b_game_2.replay26	4	1	0	2	-1	1	0	0	far	0	0	1	28	20	169
059c00f8-fda2-49bc-8d48-e935ad9bd92b_game_2.replay26	6	1	1	3	-1	1	0	0	far	0	1	2	28	20	169
059c00f8-fda2-49bc-8d48-e935ad9bd92b_game_2.replay26	12	1	4	4	-1	1	1	0	mid	0	0	1	28	20	169
059c00f8-fda2-49bc-8d48-e935ad9bd92b_game_2.replay26	13	1	5	5	-1	1	1	0	mid	0	0	1	28	20	169
059c00f8-fda2-49bc-8d48-e935ad9bd92b_game_2.replay26	99	0	48	-1	-1	1	1	0	far	-1	-1	0	28	20	169
059c00f8-fda2-49bc-8d48-e935ad9bd92b_game_2.replay26	410	0	126	-1	-1	1	1	0	near	-1	-1	0	28	20	169
3e348a10-c06a-4291-9191-155d5d135524_game_4.replay26	3	0	0	-1	-1	1	1	0	far	-1	-1	0	24	24	81
3e348a10-c06a-4291-9191-155d5d135524_game_4.replay26	5	0	1	-1	-1	1	1	0	far	-1	-1	0	24	24	81
3e348a10-c06a-4291-9191-155d5d135524_game_4.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	24	24	81
3e348a10-c06a-4291-9191-155d5d135524_game_4.replay26	9	0	3	-1	-1	1	1	0	near	-1	-1	0	24	24	81
3e348a10-c06a-4291-9191-155d5d135524_game_4.replay26	11	0	4	-1	-1	1	1	0	near	-1	-1	0	24	24	81
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	3	1	0	3	-1	1	1	0	far	1	1	2	16	16	174
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	5	1	1	171	-1	1	1	0	far	1	1	1	16	16	174
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	8	1	2	5	-1	1	1	0	near	0	0	1	16	16	174
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	10	1	3	15	-1	1	1	0	near	0	0	1	16	16	174
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	13	1	4	4	-1	1	1	0	near	0	0	1	16	16	174
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	305	1	135	170	-1	1	1	0	far	0	0	1	16	16	174
493e0ad4-a9fc-421c-b80f-06ddbab9ef59_game_2.replay26	377	0	165	-1	-1	1	1	0	near	-1	-1	0	16	16	174
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	3	1	0	2	124	0	0	0	mid	0	0	3	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	5	1	1	3	128	0	0	0	far	0	0	1	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	8	1	2	4	158	0	0	0	mid	0	0	1	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	10	0	3	-1	-1	1	1	0	mid	-1	-1	0	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	139	0	83	-1	-1	1	1	0	near	-1	-1	0	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	245	0	128	-1	-1	1	1	0	mid	-1	-1	0	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	263	0	134	-1	-1	1	0	0	far	-1	-1	0	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	280	0	141	-1	-1	1	1	0	mid	-1	-1	0	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	342	0	163	-1	-1	1	1	0	near	-1	-1	0	28	20	272
ba26cdb6-9351-4503-a7fa-f47c57b35fd3_game_5.replay26	454	0	208	-1	-1	1	1	0	near	-1	-1	0	28	20	272
66ad5bbb-b5e0-4d79-9188-7ee9a5816dc2_game_3.replay26	3	0	0	-1	-1	1	1	0	far	-1	-1	0	25	15	89
66ad5bbb-b5e0-4d79-9188-7ee9a5816dc2_game_3.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	25	15	89
66ad5bbb-b5e0-4d79-9188-7ee9a5816dc2_game_3.replay26	7	0	2	-1	-1	1	1	0	near	-1	-1	0	25	15	89
66ad5bbb-b5e0-4d79-9188-7ee9a5816dc2_game_3.replay26	9	0	3	-1	-1	1	1	0	near	-1	-1	0	25	15	89
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_5.replay26	3	1	0	3	23	0	0	0	mid	0	0	1	21	8	90
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_5.replay26	5	0	1	-1	-1	1	1	0	mid	-1	-1	0	21	8	90
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_5.replay26	8	0	2	-1	-1	1	1	0	near	-1	-1	0	21	8	90
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_5.replay26	10	0	3	-1	-1	1	1	0	near	-1	-1	0	21	8	90
989b5b0b-a5a7-4aa9-960f-cee982f5199b_game_3.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	18	18	253
989b5b0b-a5a7-4aa9-960f-cee982f5199b_game_3.replay26	8	0	2	-1	-1	1	1	0	mid	-1	-1	0	18	18	253
989b5b0b-a5a7-4aa9-960f-cee982f5199b_game_3.replay26	13	1	4	26	-1	1	1	0	mid	0	0	14	18	18	253
989b5b0b-a5a7-4aa9-960f-cee982f5199b_game_3.replay26	19	1	6	56	-1	1	1	0	mid	0	0	12	18	18	253
989b5b0b-a5a7-4aa9-960f-cee982f5199b_game_3.replay26	55	0	80	-1	-1	1	1	0	near	-1	-1	0	18	18	253
adbedc98-2170-41fe-b373-cbf5f9576821_game_3.replay26	3	0	0	-1	-1	1	1	0	far	-1	-1	0	25	15	114
adbedc98-2170-41fe-b373-cbf5f9576821_game_3.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	25	15	114
adbedc98-2170-41fe-b373-cbf5f9576821_game_3.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	25	15	114
adbedc98-2170-41fe-b373-cbf5f9576821_game_3.replay26	9	0	3	-1	-1	1	0	0	near	-1	-1	0	25	15	114
adbedc98-2170-41fe-b373-cbf5f9576821_game_3.replay26	22	0	9	-1	-1	1	1	0	mid	-1	-1	0	25	15	114
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	3	0	0	-1	-1	1	0	0	mid	-1	-1	0	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	5	1	1	7	18	0	0	0	mid	1	1	1	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	8	0	2	-1	37	0	0	0	mid	-1	-1	0	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	10	0	3	-1	-1	1	1	0	near	-1	-1	0	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	14	0	4	-1	-1	1	0	0	near	-1	-1	0	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	175	0	79	-1	-1	1	1	0	near	-1	-1	0	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	207	0	102	-1	-1	1	1	0	near	-1	-1	0	14	18	129
b65edf5d-ec50-403a-9d3b-33e5a438886a_game_5.replay26	230	0	119	-1	-1	1	1	0	near	-1	-1	0	14	18	129
6ff3c763-3d49-4060-89de-e3171261889d_game_5.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	26	26	96
6ff3c763-3d49-4060-89de-e3171261889d_game_5.replay26	6	0	1	-1	-1	1	1	0	mid	-1	-1	0	26	26	96
6ff3c763-3d49-4060-89de-e3171261889d_game_5.replay26	8	0	2	-1	-1	1	1	0	mid	-1	-1	0	26	26	96
6ff3c763-3d49-4060-89de-e3171261889d_game_5.replay26	274	0	82	-1	-1	1	1	0	mid	-1	-1	0	26	26	96
6ff3c763-3d49-4060-89de-e3171261889d_game_5.replay26	307	0	90	-1	-1	1	1	0	near	-1	-1	0	26	26	96
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	26	26	87
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	5	0	1	-1	44	0	0	0	near	-1	-1	0	26	26	87
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	7	1	2	62	-1	1	1	0	far	0	0	4	26	26	87
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	9	0	3	-1	-1	1	1	0	far	-1	-1	0	26	26	87
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	11	0	4	-1	-1	1	0	0	far	-1	-1	0	26	26	87
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	14	0	5	-1	-1	1	1	0	near	-1	-1	0	26	26	87
aca744dd-55cb-495e-a3f9-1c2f8b6d2aca_game_1.replay26	15	0	6	-1	-1	1	1	0	near	-1	-1	0	26	26	87
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_5.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	28	20	177
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_5.replay26	5	0	1	-1	-1	1	1	0	far	-1	-1	0	28	20	177
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_5.replay26	7	0	2	-1	-1	1	1	0	far	-1	-1	0	28	20	177
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_5.replay26	52	1	69	69	-1	1	1	0	far	0	0	1	28	20	177
2e64439b-5936-4960-b5e4-3c316c2bde7e_game_2.replay26	4	0	0	-1	-1	1	1	0	mid	-1	-1	0	16	16	178
2e64439b-5936-4960-b5e4-3c316c2bde7e_game_2.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	16	16	178
2e64439b-5936-4960-b5e4-3c316c2bde7e_game_2.replay26	8	0	2	-1	-1	1	1	0	far	-1	-1	0	16	16	178
2e64439b-5936-4960-b5e4-3c316c2bde7e_game_2.replay26	10	0	3	-1	-1	1	1	0	mid	-1	-1	0	16	16	178
2e64439b-5936-4960-b5e4-3c316c2bde7e_game_2.replay26	13	0	4	-1	-1	1	1	0	near	-1	-1	0	16	16	178
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	4	0	0	-1	278	0	1	1	far	-1	-1	0	25	25	385
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	6	0	1	-1	-1	1	1	0	far	-1	-1	0	25	25	385
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	8	0	2	-1	-1	1	0	0	near	-1	-1	0	25	25	385
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	71	0	30	-1	-1	1	0	0	mid	-1	-1	0	25	25	385
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	72	0	31	-1	-1	1	0	0	far	-1	-1	0	25	25	385
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	357	0	126	-1	-1	1	1	0	near	-1	-1	0	25	25	385
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	414	0	147	-1	-1	1	1	0	near	-1	-1	0	25	25	385
1e764ced-d960-4bc6-a32d-7a1d1ea5a9da_game_4.replay26	4	1	0	142	-1	1	1	0	near	0	0	1	25	15	218
1e764ced-d960-4bc6-a32d-7a1d1ea5a9da_game_4.replay26	6	1	1	8	-1	1	1	0	mid	0	0	2	25	15	218
1e764ced-d960-4bc6-a32d-7a1d1ea5a9da_game_4.replay26	9	1	2	6	-1	1	1	0	near	0	0	4	25	15	218
99dd1ce4-89df-43cc-b358-7bcc2f1e6c65_game_3.replay26	3	1	0	2	31	0	0	0	mid	0	0	1	21	8	191
