file	eid	thrown	born_rnd	thrown_rnd	removed_rnd	survived_to_end	undamaged	no_damage_removal	dist_bucket	thrown_border	border_any	throw_n	mw	mh	rounds
74cf5d01-9d61-4209-a8e8-88326667daff_game_3.replay26	4	0	0	-1	-1	1	1	0	mid	-1	-1	0	24	24	109
74cf5d01-9d61-4209-a8e8-88326667daff_game_3.replay26	6	0	1	-1	-1	1	1	0	mid	-1	-1	0	24	24	109
74cf5d01-9d61-4209-a8e8-88326667daff_game_3.replay26	8	0	2	-1	-1	1	1	0	near	-1	-1	0	24	24	109
74cf5d01-9d61-4209-a8e8-88326667daff_game_3.replay26	11	0	3	-1	-1	1	1	0	mid	-1	-1	0	24	24	109
74cf5d01-9d61-4209-a8e8-88326667daff_game_3.replay26	13	0	4	-1	-1	1	1	0	near	-1	-1	0	24	24	109
74cf5d01-9d61-4209-a8e8-88326667daff_game_3.replay26	234	0	92	-1	-1	1	1	0	near	-1	-1	0	24	24	109
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	4	1	0	2	-1	1	0	0	mid	0	0	36	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	6	1	1	3	-1	1	1	0	mid	0	1	39	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	11	1	4	4	-1	1	0	0	near	0	0	2	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	16	1	7	189	-1	1	1	0	mid	0	0	7	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	23	0	9	-1	-1	1	0	0	near	-1	-1	0	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	840	1	380	532	-1	1	1	0	near	0	0	9	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1101	1	496	582	-1	1	1	0	far	0	1	30	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1212	1	548	602	-1	1	1	0	far	0	1	15	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1336	1	604	666	-1	1	1	0	mid	0	1	17	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1456	1	660	694	-1	1	1	0	near	0	0	2	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1584	1	720	781	-1	1	1	0	mid	0	0	12	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1721	1	784	846	-1	1	1	0	mid	0	0	11	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	1860	1	848	919	-1	1	1	0	far	0	0	4	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	2007	1	916	943	-1	1	1	0	mid	0	0	5	16	16	1000
1a842021-fc66-452f-9d37-dc06f3346a9f_game_5.replay26	2163	0	988	-1	-1	1	1	0	near	-1	-1	0	16	16	1000
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	4	1	0	2	-1	1	1	0	far	0	0	1	25	25	367
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	6	1	1	4	-1	1	1	0	far	0	1	13	25	25	367
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	11	1	5	5	-1	1	1	0	near	1	1	1	25	25	367
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	14	0	7	-1	-1	1	1	0	near	-1	-1	0	25	25	367
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	58	0	29	-1	-1	1	1	0	near	-1	-1	0	25	25	367
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	248	0	139	-1	-1	1	1	0	near	-1	-1	0	25	25	367
d1dc4b84-6fab-4ec1-9981-5d90be1af986_game_4.replay26	565	0	320	-1	-1	1	1	0	near	-1	-1	0	25	25	367
b7113fb6-16aa-4c3d-be97-09d2393cc8b3_game_5.replay26	4	1	0	2	-1	1	1	0	far	0	0	3	26	26	141
b7113fb6-16aa-4c3d-be97-09d2393cc8b3_game_5.replay26	6	0	1	-1	-1	1	0	0	far	-1	-1	0	26	26	141
b7113fb6-16aa-4c3d-be97-09d2393cc8b3_game_5.replay26	11	0	6	-1	-1	1	0	0	far	-1	-1	0	26	26	141
b7113fb6-16aa-4c3d-be97-09d2393cc8b3_game_5.replay26	12	0	7	-1	-1	1	1	0	near	-1	-1	0	26	26	141
b7113fb6-16aa-4c3d-be97-09d2393cc8b3_game_5.replay26	15	0	8	-1	-1	1	1	0	far	-1	-1	0	26	26	141
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	3	1	0	2	81	0	0	0	near	0	0	1	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	5	1	1	5	69	0	0	0	near	0	0	1	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	16	0	6	-1	-1	1	0	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	131	0	189	-1	-1	1	1	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	137	0	200	-1	-1	1	1	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	146	0	214	-1	-1	1	1	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	154	0	229	-1	-1	1	1	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	162	0	244	-1	-1	1	1	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	174	0	265	-1	-1	1	1	0	near	-1	-1	0	10	10	301
2b7d7977-1c13-4bf0-8b24-0e21792eef58_game_1.replay26	182	0	280	-1	-1	1	1	0	near	-1	-1	0	10	10	301
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_2.replay26	4	0	0	-1	-1	1	1	0	mid	-1	-1	0	16	16	136
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_2.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	16	16	136
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_2.replay26	8	0	2	-1	-1	1	1	0	near	-1	-1	0	16	16	136
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_2.replay26	278	0	112	-1	-1	1	1	0	near	-1	-1	0	16	16	136
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	4	1	0	710	-1	1	0	0	far	0	0	1	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	6	0	1	-1	375	0	1	1	far	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	8	0	2	-1	-1	1	0	0	far	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	57	0	23	-1	456	0	0	0	far	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	59	0	24	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	669	0	183	-1	681	0	0	0	far	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	690	0	188	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	755	0	203	-1	765	0	0	0	far	-1	-1	0	24	24	1000
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	1113	0	314	-1	-1	1	1	0	near	-1	-1	0	24	24	1000
f11aa340-348c-40c0-9e81-52050b4e44b1_game_2.replay26	4	1	0	37	-1	1	1	0	far	0	0	2	25	25	173
f11aa340-348c-40c0-9e81-52050b4e44b1_game_2.replay26	6	1	1	3	-1	1	1	0	far	0	0	1	25	25	173
f11aa340-348c-40c0-9e81-52050b4e44b1_game_2.replay26	9	0	2	-1	-1	1	1	0	far	-1	-1	0	25	25	173
f11aa340-348c-40c0-9e81-52050b4e44b1_game_2.replay26	11	0	3	-1	-1	1	1	0	near	-1	-1	0	25	25	173
f11aa340-348c-40c0-9e81-52050b4e44b1_game_2.replay26	61	0	33	-1	-1	1	1	0	far	-1	-1	0	25	25	173
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	4	0	0	-1	-1	1	1	0	mid	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	6	0	1	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	8	0	2	-1	61	0	0	0	near	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	10	0	3	-1	-1	1	1	0	mid	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	12	0	4	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	341	0	115	-1	-1	1	0	0	mid	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	368	0	122	-1	-1	1	1	0	mid	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	392	0	128	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	493	0	148	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	955	0	220	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	959	0	221	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	2445	0	480	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	2447	0	481	-1	-1	1	1	0	mid	-1	-1	0	26	26	1000
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	2454	0	482	-1	-1	1	1	0	far	-1	-1	0	26	26	1000
f7f04d3a-6f2a-4970-9700-7e18be7b3ab3_game_3.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	26	26	494
f7f04d3a-6f2a-4970-9700-7e18be7b3ab3_game_3.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	26	26	494
f7f04d3a-6f2a-4970-9700-7e18be7b3ab3_game_3.replay26	8	0	2	-1	-1	1	1	0	near	-1	-1	0	26	26	494
f7f04d3a-6f2a-4970-9700-7e18be7b3ab3_game_3.replay26	124	0	40	-1	-1	1	1	0	near	-1	-1	0	26	26	494
f7f04d3a-6f2a-4970-9700-7e18be7b3ab3_game_3.replay26	126	0	41	-1	-1	1	1	0	far	-1	-1	0	26	26	494
f7f04d3a-6f2a-4970-9700-7e18be7b3ab3_game_3.replay26	138	0	45	-1	-1	1	1	0	mid	-1	-1	0	26	26	494
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	3	1	0	2	149	0	0	0	near	0	0	2	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	5	0	1	-1	71	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	9	0	3	-1	96	0	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	18	0	7	-1	-1	1	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	254	0	76	-1	200	0	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	380	0	101	-1	-1	1	1	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	416	0	109	-1	183	0	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	485	0	124	-1	143	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	589	0	147	-1	174	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	694	0	168	-1	252	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	778	0	187	-1	-1	1	1	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	960	1	228	251	-1	1	1	0	far	0	0	1	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	980	0	233	-1	246	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	1069	0	253	-1	270	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	1103	0	260	-1	282	0	0	0	mid	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	1143	0	270	-1	287	0	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	1192	0	282	-1	285	0	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	1262	0	297	-1	-1	1	0	0	near	-1	-1	0	25	15	306
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	1296	0	305	-1	-1	1	1	0	near	-1	-1	0	25	15	306
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	4	0	0	-1	102	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	6	1	1	46	94	0	0	0	near	0	0	1	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	8	1	2	45	90	0	0	0	near	0	0	2	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	11	0	3	-1	124	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	13	0	4	-1	379	0	0	0	mid	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	183	0	144	-1	150	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	208	0	160	-1	166	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	244	0	180	-1	197	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	281	0	204	-1	222	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	312	0	224	-1	235	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	336	0	236	-1	250	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	355	0	244	-1	363	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	384	0	260	-1	331	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	404	0	272	-1	317	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	488	0	318	-1	759	0	0	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	1053	0	620	-1	-1	1	1	0	near	-1	-1	0	25	15	1000
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	1197	0	702	-1	-1	1	1	0	near	-1	-1	0	25	15	1000
71b1bfc1-e07f-44e4-897d-87bb096317b1_game_5.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	26	26	82
71b1bfc1-e07f-44e4-897d-87bb096317b1_game_5.replay26	6	1	1	3	-1	1	1	0	far	0	0	1	26	26	82
71b1bfc1-e07f-44e4-897d-87bb096317b1_game_5.replay26	8	1	2	20	-1	1	1	0	far	0	0	2	26	26	82
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	7	1	2	9	-1	1	1	0	near	0	0	2	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	10	0	4	-1	-1	1	1	0	near	-1	-1	0	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	12	0	6	-1	83	0	0	0	mid	-1	-1	0	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	21	1	8	40	-1	1	1	0	near	0	0	26	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	154	0	84	-1	198	0	0	0	mid	-1	-1	0	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	187	1	103	174	213	0	0	0	mid	0	0	1	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	360	0	210	-1	235	0	0	0	mid	-1	-1	0	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	387	0	224	-1	-1	1	1	0	mid	-1	-1	0	21	8	237
35d6e2ca-f3a4-4d55-8b3a-873debcdd737_game_3.replay26	408	0	235	-1	-1	1	1	0	near	-1	-1	0	21	8	237
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	4	1	0	154	-1	1	0	0	far	0	0	6	24	24	402
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	6	0	1	-1	191	0	1	1	mid	-1	-1	0	24	24	402
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	8	0	2	-1	-1	1	0	0	far	-1	-1	0	24	24	402
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	45	0	19	-1	-1	1	0	0	near	-1	-1	0	24	24	402
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	48	0	20	-1	-1	1	1	0	near	-1	-1	0	24	24	402
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	270	0	131	-1	-1	1	1	0	mid	-1	-1	0	24	24	402
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	3	0	0	-1	-1	1	1	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	5	0	1	-1	24	0	0	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	8	0	2	-1	-1	1	0	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	10	0	3	-1	-1	1	1	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	207	1	109	254	-1	1	1	0	far	1	1	18	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	223	0	116	-1	172	0	0	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	359	0	154	-1	-1	1	1	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	429	0	174	-1	-1	1	0	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	480	1	190	255	-1	1	1	0	far	1	1	22	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	549	0	212	-1	-1	1	1	0	mid	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	682	0	252	-1	-1	1	1	0	near	-1	-1	0	14	18	406
d5f709c0-1e16-4761-856f-8a455d98ce71_game_1.replay26	707	0	260	-1	-1	1	1	0	near	-1	-1	0	14	18	406
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	9	0	2	-1	-1	1	0	0	near	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	12	0	3	-1	67	0	0	0	near	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	128	0	87	-1	-1	1	1	0	near	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	332	0	200	-1	-1	1	1	0	near	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	334	0	201	-1	-1	1	1	0	mid	-1	-1	0	10	10	1000
31f73a38-447c-4cac-b039-257fcdcf036b_game_1.replay26	337	0	202	-1	-1	1	1	0	near	-1	-1	0	10	10	1000
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	4	1	0	2	239	0	0	0	far	0	0	1	26	26	262
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	6	0	1	-1	132	0	0	0	far	-1	-1	0	26	26	262
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	11	0	6	-1	-1	1	1	0	mid	-1	-1	0	26	26	262
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	13	0	7	-1	-1	1	1	0	far	-1	-1	0	26	26	262
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	57	0	23	-1	-1	1	1	0	near	-1	-1	0	26	26	262
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	387	0	127	-1	-1	1	1	0	mid	-1	-1	0	26	26	262
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	444	0	139	-1	-1	1	1	0	far	-1	-1	0	26	26	262
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	3	1	0	2	119	0	0	0	far	0	1	6	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	5	1	1	3	114	0	0	0	far	0	1	4	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	10	1	4	4	482	0	0	0	far	1	1	1	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	20	0	7	-1	-1	1	1	0	near	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	276	0	128	-1	-1	1	1	0	near	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	290	0	136	-1	-1	1	1	0	near	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	306	1	144	373	417	0	0	0	far	0	0	1	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	399	0	188	-1	360	0	0	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	479	0	236	-1	357	0	0	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	505	0	252	-1	800	0	0	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	577	0	295	-1	847	0	0	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	645	0	335	-1	-1	1	1	0	mid	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	706	0	372	-1	-1	1	1	0	mid	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	741	0	391	-1	-1	1	1	0	mid	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	768	0	408	-1	-1	1	1	0	mid	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	799	0	428	-1	-1	1	1	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	827	0	444	-1	-1	1	1	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	859	0	464	-1	-1	1	1	0	mid	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	910	0	496	-1	-1	1	1	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	942	0	516	-1	-1	1	1	0	mid	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	977	0	538	-1	-1	1	1	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	1038	0	576	-1	-1	1	0	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	1116	0	620	-1	-1	1	1	0	far	-1	-1	0	16	16	902
6c2bdcce-5672-4c17-a0b2-7364ec15620c_game_2.replay26	1173	0	656	-1	802	0	0	0	far	-1	-1	0	16	16	902
36c9817d-76b3-411b-96c0-24cbf9fbdb3b_game_3.replay26	3	0	0	-1	-1	1	1	0	far	-1	-1	0	26	26	73
36c9817d-76b3-411b-96c0-24cbf9fbdb3b_game_3.replay26	5	0	1	-1	-1	1	1	0	mid	-1	-1	0	26	26	73
36c9817d-76b3-411b-96c0-24cbf9fbdb3b_game_3.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	26	26	73
36c9817d-76b3-411b-96c0-24cbf9fbdb3b_game_3.replay26	10	0	3	-1	-1	1	1	0	far	-1	-1	0	26	26	73
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	3	0	0	-1	-1	1	1	0	far	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	5	0	1	-1	-1	1	1	0	far	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	7	0	2	-1	-1	1	1	0	near	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	9	0	3	-1	-1	1	1	0	far	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	11	0	4	-1	-1	1	1	0	near	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	155	0	51	-1	-1	1	1	0	mid	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	171	0	55	-1	-1	1	1	0	near	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	257	0	79	-1	-1	1	1	0	mid	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	315	0	92	-1	-1	1	1	0	near	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	368	0	106	-1	-1	1	1	0	near	-1	-1	0	26	26	177
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	430	0	124	-1	-1	1	1	0	far	-1	-1	0	26	26	177
