file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
_v166gunearly150__antler__602.json	BUILD	0	0	builder_bot	8	6	8	40	14	18
_v166gunearly150__antler__602.json	BUILD	0	1	builder_bot	8	12	4	68	14	18
_v166gunearly150__antler__602.json	BUILD	1	0	builder_bot	7	6	5	37	14	18
_v166gunearly150__antler__602.json	BUILD	1	1	builder_bot	5	14	5	101	14	18
_v166gunearly150__antler__602.json	BUILD	2	0	builder_bot	6	6	4	36	14	18
_v166gunearly150__antler__602.json	BUILD	2	1	builder_bot	5	13	2	82	14	18
_v166gunearly150__antler__602.json	BUILD	3	0	builder_bot	5	3	2	82	14	18
_v166gunearly150__antler__602.json	BUILD	3	1	builder_bot	8	14	8	104	14	18
_v166gunearly150__antler__602.json	BUILD	4	0	builder_bot	8	4	4	68	14	18
_v166gunearly150__antler__602.json	BUILD	4	1	builder_bot	5	12	1	65	14	18
_v166gunearly150__antler__602.json	BUILD	4	1	harvester	7	15	10	122	14	18
_v166gunearly150__antler__602.json	BUILD	5	1	harvester	5	16	17	145	14	18
_v166gunearly150__antler__602.json	BUILD	5	1	launcher	5	11	2	50	14	18
_v166gunearly150__antler__602.json	BUILD	6	0	barrier	7	11	50	2	14	18
_v166gunearly150__antler__602.json	BUILD	6	1	sentinel	9	7	34	18	14	18
_v166gunearly150__antler__602.json	BUILD	6	1	conveyor	7	14	5	101	14	18
_v166gunearly150__antler__602.json	BUILD	7	0	barrier	8	12	68	4	14	18
_v166gunearly150__antler__602.json	BUILD	7	1	conveyor	6	16	16	144	14	18
_v166gunearly150__antler__602.json	BUILD	7	0	harvester	7	2	5	101	14	18
_v166gunearly150__antler__602.json	BUILD	8	0	launcher	8	3	5	85	14	18
_v166gunearly150__antler__602.json	BUILD	9	1	conveyor	6	15	9	121	14	18
_v166gunearly150__antler__602.json	BUILD	10	1	barrier	8	5	53	5	14	18
_v166gunearly150__antler__602.json	BUILD	11	1	barrier	7	6	37	5	14	18
_v166gunearly150__antler__602.json	BUILD	11	1	conveyor	6	14	4	100	14	18
_v166gunearly150__antler__602.json	BUILD	16	0	harvester	9	0	25	153	14	18
_v166gunearly150__antler__602.json	BUILD	16	0	sentinel	5	3	2	82	14	18
_v166gunearly150__antler__602.json	BUILD	18	0	conveyor	8	0	20	148	14	18
_v166gunearly150__antler__602.json	BUILD	20	0	conveyor	7	0	17	145	14	18
_v166gunearly150__antler__602.json	DEATH	21	1	sentinel	9	7	34	18	14	18
_v166gunearly150__antler__602.json	BUILD	22	0	conveyor	6	0	16	144	14	18
_v166gunearly150__antler__602.json	BUILD	24	0	conveyor	6	1	9	121	14	18
_v166gunearly150__antler__602.json	BUILD	25	0	conveyor	7	3	2	82	14	18
_v166gunearly150__antler__602.json	BUILD	25	1	sentinel	2	9	25	41	14	18
_v166gunearly150__antler__602.json	BUILD	26	0	conveyor	6	2	4	100	14	18
_v166gunearly150__antler__602.json	BUILD	29	0	barrier	5	13	82	2	14	18
_v166gunearly150__antler__602.json	BUILD	30	1	barrier	6	6	36	4	14	18
_v166gunearly150__antler__602.json	BUILD	32	0	conveyor	6	3	1	81	14	18
_v166gunearly150__antler__602.json	BUILD	35	0	harvester	12	2	40	136	14	18
_v166gunearly150__antler__602.json	BUILD	35	1	harvester	3	10	13	45	14	18
_v166gunearly150__antler__602.json	BUILD	37	0	conveyor	11	2	29	125	14	18
_v166gunearly150__antler__602.json	BUILD	37	1	conveyor	4	10	8	40	14	18
_v166gunearly150__antler__602.json	BUILD	38	1	barrier	5	5	50	2	14	18
_v166gunearly150__antler__602.json	BUILD	39	0	conveyor	11	3	26	106	14	18
_v166gunearly150__antler__602.json	BUILD	39	1	conveyor	4	9	13	29	14	18
_v166gunearly150__antler__602.json	BUILD	41	0	conveyor	10	3	17	97	14	18
_v166gunearly150__antler__602.json	BUILD	41	1	conveyor	5	9	10	26	14	18
_v166gunearly150__antler__602.json	DEATH	41	0	builder_bot	3	9	34	18	14	18
_v166gunearly150__antler__602.json	BUILD	43	0	conveyor	10	4	16	80	14	18
_v166gunearly150__antler__602.json	BUILD	43	1	conveyor	6	9	9	25	14	18
_v166gunearly150__antler__602.json	BUILD	44	0	harvester	5	1	10	122	14	18
_v166gunearly150__antler__602.json	BUILD	45	0	conveyor	10	5	17	65	14	18
_v166gunearly150__antler__602.json	BUILD	45	1	conveyor	6	10	4	36	14	18
_v166gunearly150__antler__602.json	BUILD	45	1	barrier	5	4	65	1	14	18
_v166gunearly150__antler__602.json	BUILD	47	0	conveyor	10	6	20	52	14	18
_v166gunearly150__antler__602.json	BUILD	47	1	conveyor	6	11	1	49	14	18
_v166gunearly150__antler__602.json	BUILD	49	0	conveyor	9	6	13	45	14	18
_v166gunearly150__antler__602.json	BUILD	50	1	gunner	5	14	5	101	14	18
_v166gunearly150__antler__602.json	BUILD	51	0	conveyor	8	6	8	40	14	18
_v166gunearly150__antler__602.json	BUILD	53	0	gunner	2	6	20	52	14	18
_v166gunearly150__antler__602.json	BUILD	56	1	gunner	5	15	10	122	14	18
_v166gunearly150__antler__602.json	DEATH	56	0	builder_bot	6	14	100	4	14	18
_v166gunearly150__antler__602.json	BUILD	57	0	harvester	3	7	18	34	14	18
_v166gunearly150__antler__602.json	DEATH	59	1	sentinel	2	9	25	41	14	18
_v166gunearly150__antler__602.json	BUILD	60	0	conveyor	3	6	13	45	14	18
_v166gunearly150__antler__602.json	BUILD	62	0	conveyor	3	5	10	58	14	18
_v166gunearly150__antler__602.json	DEATH	62	0	barrier	5	13	82	2	14	18
_v166gunearly150__antler__602.json	BUILD	64	0	gunner	4	6	8	40	14	18
_v166gunearly150__antler__602.json	BUILD	69	1	harvester	12	3	117	37	14	18
_v166gunearly150__antler__602.json	DEATH	70	1	builder_bot	5	6	37	5	14	18
_v166gunearly150__antler__602.json	BUILD	71	1	conveyor	12	4	100	36	14	18
_v166gunearly150__antler__602.json	BUILD	73	1	conveyor	11	4	89	25	14	18
_v166gunearly150__antler__602.json	BUILD	74	0	conveyor	3	4	9	73	14	18
_v166gunearly150__antler__602.json	BUILD	75	1	harvester	12	14	40	136	14	18
_v166gunearly150__antler__602.json	DEATH	75	1	barrier	6	6	36	4	14	18
_v166gunearly150__antler__602.json	BUILD	76	0	conveyor	4	4	4	68	14	18
_v166gunearly150__antler__602.json	BUILD	76	1	conveyor	11	5	74	26	14	18
_v166gunearly150__antler__602.json	BUILD	77	1	conveyor	12	13	37	117	14	18
_v166gunearly150__antler__602.json	BUILD	78	0	conveyor	4	3	5	85	14	18
_v166gunearly150__antler__602.json	BUILD	78	1	conveyor	11	6	61	29	14	18
_v166gunearly150__antler__602.json	BUILD	79	1	conveyor	12	12	36	100	14	18
_v166gunearly150__antler__602.json	BUILD	80	0	conveyor	4	2	8	104	14	18
_v166gunearly150__antler__602.json	BUILD	80	0	gunner	5	2	5	101	14	18
_v166gunearly150__antler__602.json	DEATH	80	1	barrier	7	6	37	5	14	18
_v166gunearly150__antler__602.json	BUILD	81	1	conveyor	12	11	37	85	14	18
_v166gunearly150__antler__602.json	BUILD	83	1	conveyor	11	11	26	74	14	18
_v166gunearly150__antler__602.json	BUILD	85	1	conveyor	10	11	17	65	14	18
_v166gunearly150__antler__602.json	DEATH	86	1	barrier	5	5	50	2	14	18
_v166gunearly150__antler__602.json	BUILD	87	1	conveyor	9	11	10	58	14	18
_v166gunearly150__antler__602.json	BUILD	89	1	conveyor	8	11	5	53	14	18
_v166gunearly150__antler__602.json	BUILD	93	1	sentinel	10	7	41	25	14	18
_v166gunearly150__antler__602.json	DEATH	95	1	builder_bot	8	6	40	8	14	18
_v166gunearly150__antler__602.json	BUILD	98	1	conveyor	11	7	50	34	14	18
_v166gunearly150__antler__602.json	BUILD	100	0	sentinel	7	1	10	122	14	18
_v166gunearly150__antler__602.json	BUILD	101	1	conveyor	9	7	34	18	14	18
_v166gunearly150__antler__602.json	DEATH	103	1	conveyor	9	7	34	18	14	18
_v166gunearly150__antler__602.json	BUILD	105	1	conveyor	8	7	29	13	14	18
