file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	0	0	builder_bot	7	7	8	288	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	0	1	builder_bot	18	18	2	338	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	1	0	builder_bot	6	4	2	394	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	1	1	builder_bot	18	21	5	425	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	2	0	builder_bot	6	7	5	313	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	2	1	builder_bot	21	21	8	512	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	3	0	builder_bot	5	7	4	340	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	3	1	builder_bot	21	18	5	425	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	4	0	builder_bot	4	7	5	369	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	4	1	builder_bot	18	18	2	338	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	6	1	harvester	24	20	26	586	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	7	0	harvester	1	5	16	520	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	8	0	builder_bot	7	5	4	340	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	8	1	conveyor	23	20	17	549	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	8	0	harvester	1	6	17	493	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	8	1	harvester	18	14	26	250	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	9	0	conveyor	2	5	9	485	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	9	1	harvester	21	24	29	617	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	10	1	conveyor	22	20	10	514	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	10	0	conveyor	2	6	10	458	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	10	1	conveyor	19	14	25	277	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	11	0	conveyor	3	5	4	452	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	11	1	conveyor	21	23	20	580	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	12	0	harvester	3	2	13	545	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	12	1	conveyor	21	20	5	481	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	12	0	conveyor	3	6	5	425	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	12	1	conveyor	19	15	16	296	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	13	0	conveyor	4	5	1	421	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	13	1	conveyor	21	22	13	545	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	14	0	conveyor	4	2	10	514	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	14	0	conveyor	4	6	2	394	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	14	1	conveyor	19	16	9	317	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	15	1	harvester	24	19	25	557	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	15	1	conveyor	21	21	8	512	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	16	0	conveyor	5	2	9	485	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	16	1	conveyor	19	17	4	340	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	17	1	conveyor	23	19	16	520	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	18	0	conveyor	5	3	4	452	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	18	1	harvester	23	17	20	468	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	18	1	conveyor	19	18	1	365	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	19	1	harvester	22	23	25	613	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	20	0	conveyor	5	4	1	421	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	20	1	conveyor	23	18	17	493	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	21	0	sentinel	18	17	313	5	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	22	1	gunner	18	16	10	290	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	23	1	conveyor	20	24	26	586	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	25	1	conveyor	20	23	17	549	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	27	1	barrier	10	6	250	26	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	27	1	conveyor	20	22	10	514	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	28	0	sentinel	18	17	313	5	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	29	1	gunner	7	4	369	5	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	31	0	harvester	4	1	17	549	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	31	1	conveyor	20	21	5	481	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	33	0	conveyor	5	1	16	520	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	33	0	barrier	18	19	365	1	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	34	0	conveyor	5	2	9	485	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	35	0	barrier	20	18	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	36	0	builder_bot	17	16	265	13	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	37	0	harvester	7	11	40	208	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	37	1	gunner	4	8	346	10	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	39	0	conveyor	7	10	29	225	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	39	0	conveyor	5	4	1	421	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	40	0	barrier	21	19	452	4	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	41	0	conveyor	7	9	20	244	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	41	1	barrier	7	8	265	13	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	41	0	conveyor	4	6	2	394	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	44	0	barrier	18	19	365	1	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	45	1	barrier	4	6	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	45	0	barrier	18	19	365	1	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	46	1	barrier	4	6	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	47	0	barrier	18	20	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	48	1	barrier	4	6	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	50	1	barrier	5	4	421	1	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	50	0	barrier	19	21	452	4	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	51	1	barrier	5	2	485	9	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	51	0	barrier	18	19	365	1	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	56	1	barrier	2	8	410	18	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	56	0	gunner	5	8	9	317	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	60	0	gunner	5	8	9	317	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	61	1	gunner	7	1	468	20	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	62	0	harvester	7	11	40	208	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	64	0	conveyor	5	1	16	520	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	69	0	harvester	4	1	17	549	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	72	1	gunner	0	7	505	29	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	73	0	conveyor	5	3	4	452	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	77	0	harvester	1	6	17	493	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	79	1	gunner	7	1	468	20	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	80	0	conveyor	2	5	9	485	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	82	0	conveyor	7	9	20	244	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	82	0	sentinel	0	8	34	482	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	83	1	gunner	4	8	346	10	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	87	1	gunner	4	1	549	17	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	88	0	sentinel	0	8	34	482	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	92	0	harvester	3	2	13	545	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	94	1	gunner	0	7	505	29	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	96	0	conveyor	4	2	10	514	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	97	1	gunner	5	3	452	4	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	100	0	conveyor	3	5	4	452	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	102	1	gunner	4	1	549	17	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	104	1	harvester	15	19	16	296	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	106	1	conveyor	16	19	9	317	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	108	1	barrier	2	12	338	58	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	108	1	conveyor	17	19	4	340	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	109	1	gunner	1	7	468	20	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	110	1	conveyor	18	19	1	365	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	112	1	barrier	1	6	493	17	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	112	1	barrier	2	13	325	73	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	116	1	barrier	0	10	442	50	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	121	1	sentinel	1	9	424	32	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	122	1	barrier	7	11	208	40	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	126	0	barrier	20	18	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	128	1	barrier	5	16	205	121	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	131	1	gunner	18	16	10	290	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	132	1	barrier	7	9	244	20	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	133	0	barrier	18	20	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	137	1	barrier	0	17	365	169	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	138	1	gunner	4	2	514	10	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	142	1	barrier	2	19	289	205	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	144	0	builder_bot	4	5	1	421	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	145	0	conveyor	4	5	1	421	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	152	1	sentinel	10	1	405	41	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	155	1	barrier	15	5	212	100	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	161	1	barrier	3	2	545	13	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	162	1	barrier	4	1	549	17	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	166	1	barrier	0	2	650	34	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	BUILD	168	0	barrier	20	18	394	2	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_1.replay26	DEATH	168	0	core	5	5	0	392	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	0	0	builder_bot	4	7	5	369	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	0	1	builder_bot	18	18	2	338	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	1	0	builder_bot	7	5	4	340	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	1	1	builder_bot	18	21	5	425	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	2	0	builder_bot	4	7	5	369	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	2	1	builder_bot	21	21	8	512	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	3	0	builder_bot	4	6	2	394	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	3	1	builder_bot	21	18	5	425	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	4	0	builder_bot	7	7	8	288	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	4	1	builder_bot	18	18	2	338	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	4	1	harvester	21	23	20	580	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	6	1	conveyor	21	22	13	545	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	7	0	harvester	2	6	10	458	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	8	0	builder_bot	6	7	5	313	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	8	1	conveyor	21	21	8	512	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	8	1	harvester	23	17	20	468	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	9	0	harvester	4	2	10	514	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	9	0	conveyor	2	5	9	485	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	9	1	harvester	23	19	16	520	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	10	1	conveyor	21	20	5	481	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	11	0	conveyor	5	2	9	485	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	11	0	conveyor	3	5	4	452	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	11	0	harvester	12	5	49	245	26	26
39198a12-db4f-4c76-9a7c-8bca869ef906_game_2.replay26	BUILD	13	0	conveyor	5	3	4	452	26	26
