file	ver	kind	x	y	build	death	gend	onset	nbelt	eaten	fwd	d2bc	d2opp
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_4.replay26	47	sentinel	6	5	351	358	473		0	0	False	841	25
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_4.replay26	47	sentinel	8	1	405	423	473		0	0	False	949	37
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_4.replay26	47	sentinel	23	23	444		473	444	69	4	True	18	882
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_4.replay26	47	sentinel	22	22	445		473	445	57	4	True	32	800
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_4.replay26	47	gunner	22	24	448	455	473	448	19	0	True	20	884
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_4.replay26	47	gunner	21	19	455	471	473	455	18	4	True	74	650
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	6	8	10	20	379	10	24	2	True	4	52
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	7	8	21	36	379	21	19	0	True	5	61
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	6	5	27	46	379	27	26	1	True	1	25
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	6	4	64	92	379	64	21	1	True	4	20
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	4	5	88	175	379	88	33	8	True	5	13
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	8	8	116	250	379	116	10	3	True	8	72
997500f5-40da-4ae4-8b9f-71fc84a9fe41_game_5.replay26	47	gunner	5	4	263	279	379	263	23	1	True	5	13
4c6775db-124b-4819-a61b-9b4524e5bee9_game_1.replay26	47	gunner	19	15	36	46	170	36	8	0	True	10	296
4c6775db-124b-4819-a61b-9b4524e5bee9_game_1.replay26	47	gunner	20	19	68	77	170	68	6	0	True	5	421
4c6775db-124b-4819-a61b-9b4524e5bee9_game_1.replay26	47	gunner	20	19	95	100	170	95	6	0	True	5	421
4c6775db-124b-4819-a61b-9b4524e5bee9_game_1.replay26	47	gunner	18	15	106	114	170	106	7	0	True	9	269
4c6775db-124b-4819-a61b-9b4524e5bee9_game_1.replay26	47	gunner	18	17	145	149	170	145	9	0	True	1	313
4c6775db-124b-4819-a61b-9b4524e5bee9_game_3.replay26	47	gunner	28	26	80	92	174	80	7	1	True	4	1252
4c6775db-124b-4819-a61b-9b4524e5bee9_game_3.replay26	47	gunner	28	26	115	120	174	115	7	1	True	4	1252
4c6775db-124b-4819-a61b-9b4524e5bee9_game_3.replay26	47	gunner	28	26	162	168	174	162	7	0	True	4	1252
4c6775db-124b-4819-a61b-9b4524e5bee9_game_4.replay26	47	gunner	7	9	8	12	97	8	11	0	True	10	26
4c6775db-124b-4819-a61b-9b4524e5bee9_game_4.replay26	47	gunner	7	9	59	62	97	59	11	0	True	10	26
4c6775db-124b-4819-a61b-9b4524e5bee9_game_4.replay26	47	gunner	7	9	81	84	97	81	11	1	True	10	26
4c6775db-124b-4819-a61b-9b4524e5bee9_game_4.replay26	47	gunner	5	12	67	80	97	67	12	0	True	1	65
4c6775db-124b-4819-a61b-9b4524e5bee9_game_5.replay26	47	gunner	10	6	19	30	97	19	3	0	True	17	101
4c6775db-124b-4819-a61b-9b4524e5bee9_game_5.replay26	47	gunner	9	6	24	32	97	24	3	0	True	16	100
4c6775db-124b-4819-a61b-9b4524e5bee9_game_5.replay26	47	gunner	8	2	48	54	97	48	5	0	True	1	197
277a6d7c-f736-4805-a082-c4968d0612c4_game_1.replay26	47	sentinel	6	11	5	18	111	17	5	0	False	49	1
277a6d7c-f736-4805-a082-c4968d0612c4_game_1.replay26	47	sentinel	8	7	10	19	111	10	20	0	True	13	29
277a6d7c-f736-4805-a082-c4968d0612c4_game_2.replay26	47	sentinel	3	14	28	47	204	28	27	0	True	8	340
277a6d7c-f736-4805-a082-c4968d0612c4_game_2.replay26	47	gunner	3	14	66	72	204	66	16	0	True	8	340
277a6d7c-f736-4805-a082-c4968d0612c4_game_2.replay26	47	gunner	1	12	81	133	204	81	13	1	True	16	356
277a6d7c-f736-4805-a082-c4968d0612c4_game_2.replay26	47	sentinel	7	9	92	146	204	92	17	6	True	85	149
277a6d7c-f736-4805-a082-c4968d0612c4_game_2.replay26	47	gunner	2	11	114	128	204	114	17	0	True	26	306
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	5	0	81		992	81	2	0	True	13	1117
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	sentinel	8	3	269	283	992	269	11	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	294	297	992	294	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	341	344	992	341	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	365	368	992	365	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	389	392	992	389	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	413	416	992	413	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	437	440	992	437	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	461	464	992	461	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	485	488	992	485	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	509	512	992	509	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	533	536	992	533	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	557	560	992	557	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	581	584	992	581	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	605	608	992	605	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	629	632	992	629	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	653	656	992	653	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	677	680	992	677	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	701	704	992	701	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	725	728	992	725	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	749	752	992	749	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	773	776	992	773	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	797	800	992	797	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	821	824	992	821	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	845	848	992	845	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	869	872	992	869	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	893	896	992	893	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	917	920	992	917	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	941	944	992	941	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	965	968	992	965	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	8	3	989	992	992	989	5	0	True	37	853
277a6d7c-f736-4805-a082-c4968d0612c4_game_4.replay26	47	gunner	3	7	317		992	317	6	0	True	26	890
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	gunner	18	13	35	39	158	35	7	0	True	37	233
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	gunner	16	10	46	50	158		0	0	True	90	146
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	gunner	16	10	55	60	158		0	0	True	90	146
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	gunner	22	16	52	64	158	52	14	2	True	18	410
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	gunner	21	18	58	108	158	58	16	2	True	5	425
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	gunner	21	22	71	78	158	71	8	1	True	13	545
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	sentinel	16	16	130	144	158	130	30	0	True	18	242
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	sentinel	23	15	145		158	145	20	0	True	32	424
4a442059-871f-4480-ad2a-a748eb6776d1_game_1.replay26	47	sentinel	6	13	146	154	158		0	0	False	205	65
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	12	2	26	64	174	26	20	6	True	25	317
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	10	5	37	43	174	37	18	1	True	58	202
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	12	7	68	78	174	68	10	1	True	50	202
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	2	14	77	82	174		0	0	False	369	5
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	15	9	84	97	174	84	11	2	True	53	245
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	15	2	96		174	96	17	2	True	4	392
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	16	9	111	126	174	111	12	3	True	50	274
4a442059-871f-4480-ad2a-a748eb6776d1_game_2.replay26	47	gunner	2	12	172		174		0	0	False	325	17
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	26	17	38	51	338	38	2	0	True	81	801
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	29	23	54	61	338	54	13	1	True	18	1170
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	28	25	56	73	338	56	11	3	True	5	1205
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	28	25	74	77	338	74	11	0	True	5	1205
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	0	9	86	93	338		0	0	False	965	53
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	1	10	88	93	338		0	0	False	881	65
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	sentinel	1	8	88	95	338		0	0	False	949	37
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	sentinel	3	0	99	107	338		0	0	False	1205	5
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	24	20	104	111	338	104	11	1	True	40	808
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	0	3	105	128	338		0	0	False	1205	5
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	19	25	168	178	338	168	5	1	True	50	818
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	gunner	0	5	203	212	338		0	0	False	1117	13
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	sentinel	27	22	281	293	338	281	22	0	True	17	1025
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	sentinel	21	27	311	335	338	311	10	0	True	26	986
4a442059-871f-4480-ad2a-a748eb6776d1_game_3.replay26	47	sentinel	22	23	315		338	315	23	0	True	25	841
4a442059-871f-4480-ad2a-a748eb6776d1_game_4.replay26	47	gunner	13	5	19	42	144	19	27	7	True	25	137
4a442059-871f-4480-ad2a-a748eb6776d1_game_4.replay26	47	gunner	14	2	22	47	144	22	34	7	True	25	221
4a442059-871f-4480-ad2a-a748eb6776d1_game_4.replay26	47	gunner	14	2	74		144	74	34	9	True	25	221
4a442059-871f-4480-ad2a-a748eb6776d1_game_4.replay26	47	gunner	12	1	45	68	144	45	29	6	True	10	234
4a442059-871f-4480-ad2a-a748eb6776d1_game_4.replay26	47	gunner	14	4	51	65	144	51	33	6	True	29	169
4a442059-871f-4480-ad2a-a748eb6776d1_game_4.replay26	47	sentinel	11	12	77	95	144		0	0	False	104	20
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	17	15	20	29	186	20	7	1	True	10	244
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	19	17	32	86	186	32	11	3	True	2	340
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	21	17	38	46	186	38	8	1	True	10	400
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	14	14	58	74	186	58	4	0	True	32	162
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	12	15	77	84	186	77	4	0	True	45	149
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	12	18	88	101	186	88	7	0	True	36	218
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	24	16	110	121	186	110	9	1	True	40	482
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	22	13	118	121	186	118	7	1	True	41	353
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	gunner	23	11	136	143	186	136	4	0	True	74	360
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	sentinel	24	18	159		186	159	10	0	True	36	530
4a442059-871f-4480-ad2a-a748eb6776d1_game_5.replay26	47	sentinel	23	18	167		186	167	10	0	True	25	493
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	gunner	28	16	42	47	196	42	11	0	True	8	680
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	gunner	28	18	47	52	196	47	17	2	True	20	692
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	gunner	29	16	49	57	196	49	10	2	True	13	733
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	gunner	24	19	59	63	196	59	13	0	True	29	509
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	gunner	24	19	187	190	196	187	13	0	True	29	509
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	gunner	25	22	117	120	196	117	8	0	True	65	593
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	sentinel	27	10	167		196	167	1	0	True	17	641
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_1.replay26	47	sentinel	27	9	169		196		0	0	True	26	650
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_2.replay26	47	gunner	15	24	21	35	114	21	10	2	True	5	485
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_2.replay26	47	gunner	7	20	65	98	114	65	4	1	True	85	373
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_3.replay26	47	gunner	11	16	19	39	137	19	16	3	True	5	229
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_3.replay26	47	gunner	8	16	21	32	137	21	14	2	True	2	226
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_4.replay26	47	gunner	13	5	19	42	144	19	27	7	True	25	137
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_4.replay26	47	gunner	14	2	22	47	144	22	34	7	True	25	221
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_4.replay26	47	gunner	14	2	74		144	74	34	9	True	25	221
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_4.replay26	47	gunner	12	1	45	68	144	45	29	6	True	10	234
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_4.replay26	47	gunner	14	4	51	65	144	51	33	6	True	29	169
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_4.replay26	47	sentinel	11	12	77	95	144		0	0	False	104	20
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_5.replay26	47	gunner	8	20	13	31	101	13	6	1	True	5	197
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_5.replay26	47	gunner	10	21	21	28	101	21	6	0	True	10	226
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_5.replay26	47	gunner	7	11	33	45	101		0	0	False	53	29
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_5.replay26	47	gunner	11	19	44		101	44	6	1	True	5	173
156b9224-ddb6-4847-b0c2-fba2f8330d7b_game_5.replay26	47	gunner	11	23	52	64	101	52	6	0	True	29	293
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	10	16	33	40	152	33	3	0	False	113	85
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	4	18	47	69	152	47	8	1	True	85	225
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	3	13	68	83	152	68	10	4	True	17	185
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	5	13	71	83	152	71	10	4	True	25	137
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	4	11	73		152	73	11	5	True	8	148
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	17	3	74	85	152		0	0	False	261	37
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	16	0	90	95	152		0	0	False	277	81
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	4	6	98	108	152	98	16	1	True	13	153
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	3	4	121	144	152	121	16	1	True	26	194
469a1e78-517e-4903-a551-dd76b514853e_game_1.replay26	47	gunner	1	3	135	143	152	135	10	1	True	37	261
469a1e78-517e-4903-a551-dd76b514853e_game_2.replay26	47	gunner	14	5	20	37	232	20	10	2	True	9	441
469a1e78-517e-4903-a551-dd76b514853e_game_2.replay26	47	gunner	19	25	105	114	232		0	0	False	554	26
469a1e78-517e-4903-a551-dd76b514853e_game_2.replay26	47	gunner	15	23	205	212	232		0	0	False	442	10
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	16	14	22	54	147	22	8	2	True	53	193
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	14	5	40	51	147		0	0	False	146	34
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	sentinel	14	3	41	46	147		0	0	False	194	26
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	18	15	52	57	147	52	9	0	True	82	250
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	14	3	59	63	147		0	0	False	194	26
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	14	3	66	69	147		0	0	False	194	26
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	14	3	70	73	147		0	0	False	194	26
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	18	16	61	67	147	61	10	0	True	81	277
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	16	19	74	102	147	74	7	1	True	58	338
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	12	2	90	96	147		0	0	False	205	9
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	4	5	102	109	147		0	0	False	146	34
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	15	1	105	112	147		0	0	False	261	37
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	sentinel	8	0	130	137	147		0	0	False	257	5
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	14	15	136	140	147	136	13	0	True	26	194
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	14	18	138	142	147	138	13	0	True	29	281
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	gunner	7	1	143		147		0	0	False	229	5
469a1e78-517e-4903-a551-dd76b514853e_game_3.replay26	47	sentinel	12	1	146		147		0	0	False	234	10
469a1e78-517e-4903-a551-dd76b514853e_game_4.replay26	47	gunner	12	6	18	25	82	18	6	0	True	50	180
469a1e78-517e-4903-a551-dd76b514853e_game_4.replay26	47	gunner	8	5	40		82	40	8	1	True	9	269
469a1e78-517e-4903-a551-dd76b514853e_game_4.replay26	47	gunner	5	7	47		82	47	10	4	True	4	290
469a1e78-517e-4903-a551-dd76b514853e_game_4.replay26	47	gunner	2	5	64	82	82	64	12	5	True	9	425
469a1e78-517e-4903-a551-dd76b514853e_game_5.replay26	47	gunner	8	5	13	28	76	13	8	1	True	2	170
469a1e78-517e-4903-a551-dd76b514853e_game_5.replay26	47	gunner	10	4	21	28	76	21	8	0	True	5	197
469a1e78-517e-4903-a551-dd76b514853e_game_5.replay26	47	gunner	11	5	29		76	29	8	3	True	5	173
469a1e78-517e-4903-a551-dd76b514853e_game_5.replay26	47	gunner	11	1	36	50	76	36	6	1	True	29	293
469a1e78-517e-4903-a551-dd76b514853e_game_5.replay26	47	gunner	10	3	49		76	49	8	0	True	10	226
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_1.replay26	47	gunner	17	13	45	62	121	45	11	0	True	17	241
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_1.replay26	47	gunner	16	6	51	55	121	51	12	0	True	9	205
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_1.replay26	47	gunner	16	6	72	75	121	72	12	0	True	9	205
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_1.replay26	47	gunner	16	6	114	117	121	114	12	0	True	9	205
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_2.replay26	47	gunner	10	6	19	30	97	19	3	0	True	17	101
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_2.replay26	47	gunner	9	6	24	32	97	24	3	0	True	16	100
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_2.replay26	47	gunner	8	2	48	54	97	48	5	0	True	1	197
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_5.replay26	47	gunner	24	14	46	54	183	46	7	0	True	4	484
52a3626c-f55d-4241-9b6f-fc3dff60550d_game_5.replay26	47	gunner	24	15	59	63	183	59	7	0	True	5	485
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	4	9	7	16	349	8	33	0	True	13	29
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	8	7	15	24	349		51	0	False	29	13
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	1	11	17	29	349	17	4	1	True	26	74
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	4	13	21	57	349	21	17	8	True	5	85
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	3	6	39	48	349		58	0	False	45	13
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	6	17	67	99	349	67	23	5	True	25	169
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	10	13	106	122	349	106	24	3	True	17	97
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	3	4	141	144	349		62	0	False	73	9
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	3	4	162	177	349	167	62	5	False	73	9
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	3	2	160	164	349		35	0	False	109	13
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_1.replay26	47	gunner	4	1	164	177	349	167	34	5	False	125	13
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	gunner	18	13	35	39	158	35	7	0	True	37	233
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	gunner	16	10	46	50	158		0	0	True	90	146
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	gunner	16	10	55	60	158		0	0	True	90	146
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	gunner	22	16	52	64	158	52	14	2	True	18	410
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	gunner	21	18	58	108	158	58	16	2	True	5	425
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	gunner	21	22	71	78	158	71	8	1	True	13	545
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	sentinel	16	16	130	144	158	130	30	0	True	18	242
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	sentinel	23	15	145		158	145	20	0	True	32	424
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_2.replay26	47	sentinel	6	13	146	154	158		0	0	False	205	65
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	26	17	38	51	338	38	2	0	True	81	801
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	29	23	54	61	338	54	13	1	True	18	1170
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	28	25	56	73	338	56	11	3	True	5	1205
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	28	25	74	77	338	74	11	0	True	5	1205
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	0	9	86	93	338		0	0	False	965	53
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	1	10	88	93	338		0	0	False	881	65
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	sentinel	1	8	88	95	338		0	0	False	949	37
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	sentinel	3	0	99	107	338		0	0	False	1205	5
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	24	20	104	111	338	104	11	1	True	40	808
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	0	3	105	128	338		0	0	False	1205	5
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	19	25	168	178	338	168	5	1	True	50	818
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	gunner	0	5	203	212	338		0	0	False	1117	13
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	sentinel	27	22	281	293	338	281	22	0	True	17	1025
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	sentinel	21	27	311	335	338	311	10	0	True	26	986
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_3.replay26	47	sentinel	22	23	315		338	315	23	0	True	25	841
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_4.replay26	47	gunner	15	24	21	35	122	21	10	2	True	5	485
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_4.replay26	47	gunner	7	20	65	94	122	65	4	1	True	85	373
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_5.replay26	47	gunner	13	5	19	42	144	19	27	7	True	25	137
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_5.replay26	47	gunner	14	2	22	47	144	22	34	7	True	25	221
6264dd77-0051-457e-8cbb-81374f2b5cbc_game_5.replay26	47	gunner	14	2	74		144	74	34	9	True	25	221
