file	ver	kind	x	y	build	death	gend	onset	nbelt	eaten	fwd	d2bc	d2opp
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_2.replay26	47	gunner	2	5	58		79	58	9	3	True	9	425
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_2.replay26	47	gunner	10	4	77		79	77	6	0	True	26	260
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	16	14	22	53	227	22	7	2	True	53	193
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	sentinel	18	3	39	57	227		0	0	False	250	82
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	18	15	45	60	227	45	8	2	True	82	250
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	18	18	58	67	227	58	8	0	True	85	337
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	19	2	63	70	227		0	0	False	296	100
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	6	3	70	81	227		0	0	False	178	10
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	12	16	119		227	119	8	4	True	9	205
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	sentinel	17	0	120	138	227		0	0	False	320	68
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	18	2	122	132	227		0	0	False	277	81
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	13	1	123	136	227		0	0	False	241	17
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	13	1	162	165	227		0	0	False	241	17
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	16	0	144	155	227		0	0	False	305	53
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	14	16	151	164	227	151	13	1	True	25	221
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	15	19	168	184	227	168	8	2	True	45	325
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	5	18	192	220	227	192	19	4	True	20	272
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_3.replay26	47	gunner	1	18	222	227	227	222	7	0	True	68	320
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	8	3	10	20	353	10	21	3	True	5	85
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	7	8	15	39	353	15	12	1	False	17	17
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	8	10	28	35	353		2	0	False	40	8
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	2	9	33	47	353	33	8	1	False	41	25
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	5	3	43	60	353	43	24	0	True	2	82
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	5	3	61	64	353	61	24	0	True	2	82
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	3	9	61	86	353	61	12	2	False	34	18
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	4	3	74	100	353	74	11	2	True	5	85
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	7	0	125	178	353	125	19	8	True	17	145
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	3	6	162	194	353	162	12	3	True	13	45
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	5	9	270	282	353	270	13	2	False	26	10
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	3	8	278	286	353	278	13	1	False	25	25
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	3	8	297	301	353	297	13	1	False	25	25
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	5	8	285	292	353	285	13	1	False	17	17
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_4.replay26	47	gunner	4	7	309		353	309	13	0	True	13	29
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	12	4	39	46	375	39	2	0	True	104	680
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	7	2	52	59	375	52	61	0	True	25	937
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	7	4	57	274	375	57	61	53	True	29	845
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	4	1	77	82	375	77	60	3	True	5	1109
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	4	1	249	261	375	249	60	2	True	5	1109
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	7	1	87	91	375	87	61	2	True	26	986
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	sentinel	5	0	244	258	375	244	63	4	True	13	1117
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	sentinel	6	5	278	286	375	278	75	0	True	25	841
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	sentinel	6	0	294	306	375	294	63	0	True	20	1076
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	sentinel	0	6	324	342	375	324	15	2	True	20	1076
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	1	5	325	339	375	325	10	1	True	10	1066
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	gunner	1	7	326	349	375	326	12	2	True	26	986
a3b036e6-d4d1-4854-a121-9068c91f6ff9_game_5.replay26	47	sentinel	2	8	348		375	348	16	0	True	36	900
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_1.replay26	47	gunner	18	15	25	29	101	25	9	0	True	9	269
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_1.replay26	47	gunner	19	17	29	38	101	29	12	0	True	2	340
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_1.replay26	47	gunner	18	17	33	40	101	33	12	0	True	1	313
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_1.replay26	47	gunner	15	19	45	53	101	45	13	0	True	10	296
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_2.replay26	47	gunner	26	25	59		79	59	8	1	True	1	1105
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_2.replay26	47	gunner	28	26	63	79	79	63	3	0	True	4	1252
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_2.replay26	47	gunner	25	27	63		79	63	6	0	True	2	1154
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_2.replay26	47	gunner	26	28	68		79	68	5	0	True	4	1252
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_2.replay26	47	gunner	28	27	69		79	69	3	0	True	5	1301
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_3.replay26	47	gunner	10	16	32	43	142	32	13	1	True	2	226
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_3.replay26	47	gunner	9	16	35	43	142	35	13	0	True	1	225
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_3.replay26	47	gunner	9	16	107	110	142	107	13	0	True	1	225
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_3.replay26	47	gunner	11	17	77	81	142	77	8	0	True	4	260
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_4.replay26	47	gunner	23	4	41	57	122	41	9	0	True	9	841
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_4.replay26	47	gunner	25	4	44	47	122	44	8	0	True	1	929
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_4.replay26	47	gunner	26	6	46	53	122	46	8	0	True	4	900
8a38e7a7-8c43-4249-b12a-13da4d5077f4_game_5.replay26	47	sentinel	3	12	60	65	96		0	0	False	178	10
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	2	17	36	55	241	36	5	2	True	9	585
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	1	13	45	56	241	45	6	2	True	2	626
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	0	16	48	60	241	48	3	1	True	8	680
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	3	23	114	121	241	114	3	0	True	82	610
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	sentinel	2	10	186		241	186	12	0	True	16	592
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	0	13	238		241	238	4	0	True	5	677
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	1	12	239		241	239	8	0	True	5	629
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_1.replay26	47	gunner	19	13	241		241		0	0	False	290	50
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	8	5	13	28	103	13	8	1	True	2	170
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	10	4	21	28	103	21	9	0	True	5	197
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	6	5	38	42	103	38	4	0	True	10	178
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	8	4	47	61	103	47	7	2	True	5	197
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	11	4	58	72	103	58	10	1	True	8	200
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	7	8	60		103		1	0	True	8	104
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_2.replay26	47	gunner	13	6	80		103	80	5	0	True	16	160
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	7	9	10	16	345	10	13	0	True	25	81
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	6	7	12	27	345	12	16	1	True	20	104
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	5	13	33	47	345	33	16	4	True	25	137
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	sentinel	16	13	44	55	345		2	0	False	212	16
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	4	10	57	76	345	57	21	2	True	5	145
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	4	10	77	81	345	77	21	0	True	5	145
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	3	16	109	138	345	109	7	1	True	50	218
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	sentinel	14	8	122	143	345	122	10	0	False	145	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	sentinel	14	8	255	263	345	255	10	0	False	145	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	2	4	129	143	345	129	5	0	True	25	221
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	sentinel	15	7	188	196	345	188	9	0	False	173	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	sentinel	15	7	238	246	345	238	9	0	False	173	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	sentinel	12	6	214	228	345	214	12	0	False	109	25
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	12	13	268	278	345	268	1	0	False	116	32
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	14	8	270	293	345	270	8	0	False	145	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	15	7	296	299	345	296	6	0	False	173	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	15	7	300	303	345	300	6	0	False	173	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_3.replay26	47	gunner	15	7	310	320	345	310	6	0	False	173	5
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	16	14	22	53	247	22	9	2	True	53	193
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	sentinel	18	3	39	57	247		0	0	False	250	82
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	18	15	45	60	247	45	8	2	True	82	250
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	18	18	58	67	247	58	8	0	True	85	337
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	19	2	63	70	247		0	0	False	296	100
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	4	2	71	74	247		0	0	False	221	25
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	4	3	80	85	247		0	0	False	194	26
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	4	3	216	221	247		0	0	False	194	26
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	4	3	222	227	247		0	0	False	194	26
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	12	16	119	131	247	119	20	1	True	9	205
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	9	18	126	140	247	126	18	1	True	4	256
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	13	18	129	156	247	129	21	6	True	20	272
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	11	19	140	154	247	140	17	3	True	13	293
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	14	16	149	167	247	149	25	5	True	25	221
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	sentinel	9	12	207	222	247	207	20	0	True	16	100
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	9	13	209	232	247	209	11	4	True	9	121
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	8	14	210		247	210	17	10	True	5	145
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	6	16	217		247	217	23	9	True	9	205
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	sentinel	14	16	238		247	238	25	1	True	25	221
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_4.replay26	47	gunner	12	15	240		247	240	19	1	True	10	178
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	13	4	23	27	498	23	13	0	True	65	261
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	13	4	28	31	498	28	13	0	True	65	261
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	14	12	69	74	498	69	9	0	False	130	74
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	16	13	71	78	498		0	0	False	185	45
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	12	13	76	103	498	76	14	5	False	113	85
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	12	18	84	91	498		28	0	False	218	50
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	16	16	86	100	498		3	0	False	242	18
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	11	16	99	132	498		29	0	False	157	73
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	12	11	101	108	498	101	19	1	True	85	113
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	16	14	111	118	498		2	0	False	202	34
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	12	15	128	136	498		24	0	False	149	65
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	10	12	144	166	498	144	18	1	True	74	130
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	17	21	147	156	498		0	0	False	400	8
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	17	21	167	176	498		0	0	False	400	8
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	17	21	338	364	498		0	0	False	400	8
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	12	20	152	178	498	152	26	3	False	274	50
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	14	19	173	195	498	173	25	4	False	277	25
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	16	15	203	239	498	203	3	1	False	221	25
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	sentinel	20	16	231	247	498		0	0	False	346	10
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	9	3	243	259	498	243	13	3	True	20	356
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	7	4	247	254	498	247	16	2	True	5	369
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	4	3	258	279	498	258	12	2	True	5	481
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	3	9	304	312	498	304	15	0	True	20	356
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	16	22	308	311	498		0	0	False	410	18
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	16	23	312	327	498		0	0	False	445	25
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	3	3	336	340	498	336	10	0	True	8	512
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	23	22	338	353	498		0	0	False	613	25
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	8	9	374	388	498	374	18	2	True	25	221
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	7	12	402	409	498	402	13	0	True	53	193
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	9	15	415		498	415	24	13	False	116	116
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	3	17	429	442	498	429	8	3	True	148	260
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	22	16	461	470	498		0	0	False	410	18
cfbe2f26-7344-4fa9-b9a4-3f85066775df_game_5.replay26	47	gunner	20	15	472		498		0	0	False	325	17
661dfdeb-822a-4591-893a-8e2d8604770c_game_1.replay26	47	gunner	2	13	43	60	116	43	9	0	True	16	212
661dfdeb-822a-4591-893a-8e2d8604770c_game_1.replay26	47	gunner	2	11	48	51	116	48	9	0	True	4	200
661dfdeb-822a-4591-893a-8e2d8604770c_game_1.replay26	47	gunner	4	10	50	59	116	50	12	0	True	5	145
661dfdeb-822a-4591-893a-8e2d8604770c_game_2.replay26	47	gunner	10	3	31	37	115	31	16	0	True	5	197
661dfdeb-822a-4591-893a-8e2d8604770c_game_2.replay26	47	gunner	10	3	39	44	115	39	16	0	True	5	197
661dfdeb-822a-4591-893a-8e2d8604770c_game_2.replay26	47	gunner	11	1	35	54	115	35	10	1	True	4	260
661dfdeb-822a-4591-893a-8e2d8604770c_game_2.replay26	47	gunner	9	3	52	56	115	52	15	0	True	4	196
661dfdeb-822a-4591-893a-8e2d8604770c_game_3.replay26	47	gunner	1	3	51	69	200	51	5	1	True	2	1154
661dfdeb-822a-4591-893a-8e2d8604770c_game_3.replay26	47	gunner	3	4	53	69	200	53	10	0	True	5	1013
661dfdeb-822a-4591-893a-8e2d8604770c_game_3.replay26	47	gunner	1	2	55	68	200	55	5	0	True	1	1201
661dfdeb-822a-4591-893a-8e2d8604770c_game_3.replay26	47	gunner	3	1	61	89	200	61	7	1	True	2	1154
661dfdeb-822a-4591-893a-8e2d8604770c_game_3.replay26	47	gunner	4	2	84	87	200	84	8	0	True	4	1060
661dfdeb-822a-4591-893a-8e2d8604770c_game_4.replay26	47	gunner	6	9	19	24	82	19	5	0	True	17	225
661dfdeb-822a-4591-893a-8e2d8604770c_game_4.replay26	47	gunner	6	9	53	55	82	53	5	0	True	17	225
661dfdeb-822a-4591-893a-8e2d8604770c_game_4.replay26	47	gunner	6	7	24	27	82	24	8	0	True	5	265
661dfdeb-822a-4591-893a-8e2d8604770c_game_4.replay26	47	gunner	6	7	42	44	82	42	8	0	True	5	265
661dfdeb-822a-4591-893a-8e2d8604770c_game_4.replay26	47	gunner	5	9	36	40	82	36	3	0	True	16	250
661dfdeb-822a-4591-893a-8e2d8604770c_game_5.replay26	47	gunner	5	10	22	30	100	22	22	0	True	10	122
661dfdeb-822a-4591-893a-8e2d8604770c_game_5.replay26	47	gunner	4	10	24	26	100	24	21	0	True	5	145
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	28	23	43	49	317	43	27	1	True	13	1117
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	26	22	45	55	317	45	41	3	True	16	976
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	24	26	58	71	317	58	15	1	True	4	1060
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	3	7	116	138	317		0	0	False	890	26
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	5	1	148	157	317		0	0	False	1066	10
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	5	1	164	181	317		0	0	False	1066	10
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	25	21	175	206	317	175	38	12	True	26	890
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	26	23	189	258	317	189	41	22	True	9	1017
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	26	28	219		317	219	10	1	True	4	1252
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	22	28	256	263	317	256	6	0	True	20	1076
765c7047-a5f3-408f-b1e6-67817b173330_game_1.replay26	47	gunner	22	14	309		317	309	11	1	True	160	544
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	16	5	37	50	216	37	9	2	True	101	557
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	25	4	53	80	216	53	11	2	True	1	929
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	24	11	67	79	216	67	18	3	True	53	653
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	25	12	84	97	216	84	17	3	True	65	673
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	27	13	96	106	216	96	12	2	True	82	746
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	22	12	108	115	216	108	9	0	True	80	544
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	19	9	122	133	216	122	6	1	True	74	514
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	28	18	144	151	216	144	6	0	True	200	712
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	sentinel	22	4	184		216	184	24	0	True	16	800
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	23	4	186		216	186	12	0	True	9	841
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	24	3	187		216	187	10	0	True	5	925
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	25	2	194		216	194	4	0	True	5	1013
765c7047-a5f3-408f-b1e6-67817b173330_game_2.replay26	47	gunner	26	1	199		216		0	0	True	9	1105
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	15	24	21	35	440	21	18	2	True	5	485
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	7	20	52	59	440	52	4	0	True	85	373
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	11	24	68	95	440	68	16	5	True	13	493
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	15	7	74	83	440		0	0	False	362	26
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	15	7	149	156	440		0	0	False	362	26
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	15	7	157	160	440		0	0	False	362	26
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	15	7	161	168	440		0	0	False	362	26
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	16	24	88	113	440	88	17	4	True	8	488
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	21	16	126	133	440	126	2	0	True	149	245
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	16	14	139	145	440	139	12	0	False	148	148
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	10	14	169	180	440	169	6	1	False	160	160
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	16	12	172	188	440	172	5	0	False	200	104
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	17	14	320	339	440	320	8	3	False	153	153
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	12	16	366	379	440	366	11	3	True	104	200
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	sentinel	10	27	404		440	404	14	0	True	17	641
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	12	27	405		440	405	13	0	True	5	629
765c7047-a5f3-408f-b1e6-67817b173330_game_3.replay26	47	gunner	12	28	424		440	424	3	0	True	8	680
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	8	20	13	31	209	13	10	1	True	5	197
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	10	21	21	28	209	21	9	0	True	10	226
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	7	12	28	36	209		0	0	False	40	40
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	12	13	38	54	209		2	0	True	34	58
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	8	11	43	55	209		0	0	False	50	26
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	11	21	52	70	209	52	10	2	True	13	229
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	12	23	61	69	209	61	5	0	True	34	298
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	13	17	78	89	209	78	8	1	True	17	137
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	8	13	103	113	209	103	2	0	True	26	50
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	7	13	125	133	209	125	1	0	True	29	53
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	sentinel	14	19	184		209	184	13	0	True	26	194
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	12	19	185		209	185	12	0	True	10	178
765c7047-a5f3-408f-b1e6-67817b173330_game_4.replay26	47	gunner	12	20	200		209	200	12	0	True	13	205
765c7047-a5f3-408f-b1e6-67817b173330_game_5.replay26	47	gunner	28	16	42	47	159	42	11	0	True	8	680
765c7047-a5f3-408f-b1e6-67817b173330_game_5.replay26	47	gunner	28	18	47	52	159	47	18	2	True	20	692
