05d99bef-68a5-487d-9657-33147216921f_game_1.replay26	1	HTTP 418	ladder
05d99bef-68a5-487d-9657-33147216921f_game_2.replay26	1	HTTP 418	ladder
05d99bef-68a5-487d-9657-33147216921f_game_3.replay26	1	HTTP 418	ladder
05d99bef-68a5-487d-9657-33147216921f_game_4.replay26	1	HTTP 418	ladder
05d99bef-68a5-487d-9657-33147216921f_game_5.replay26	1	HTTP 418	ladder
1d3f940f-7d56-433a-8383-76900817f68e_game_1.replay26	1	Pantheon	unrated
1d3f940f-7d56-433a-8383-76900817f68e_game_2.replay26	1	Pantheon	unrated
1d3f940f-7d56-433a-8383-76900817f68e_game_3.replay26	1	Pantheon	unrated
1d3f940f-7d56-433a-8383-76900817f68e_game_4.replay26	1	Pantheon	unrated
1d3f940f-7d56-433a-8383-76900817f68e_game_5.replay26	1	Pantheon	unrated
2c3af9da-ed0b-4836-96c8-1017ab76908b_game_1.replay26	1	Ouroboros	unrated
32b80f90-9ac4-4c4e-9d80-528b785e5526_game_1.replay26	0	OpenSverige	unrated
32b80f90-9ac4-4c4e-9d80-528b785e5526_game_2.replay26	0	OpenSverige	unrated
32b80f90-9ac4-4c4e-9d80-528b785e5526_game_3.replay26	0	OpenSverige	unrated
32b80f90-9ac4-4c4e-9d80-528b785e5526_game_4.replay26	0	OpenSverige	unrated
32b80f90-9ac4-4c4e-9d80-528b785e5526_game_5.replay26	0	OpenSverige	unrated
3e813056-ea5f-4071-b1c2-97cfd1f89727_game_1.replay26	1	Pantheon	unrated
3e813056-ea5f-4071-b1c2-97cfd1f89727_game_2.replay26	1	Pantheon	unrated
3e813056-ea5f-4071-b1c2-97cfd1f89727_game_3.replay26	1	Pantheon	unrated
3e813056-ea5f-4071-b1c2-97cfd1f89727_game_4.replay26	1	Pantheon	unrated
3e813056-ea5f-4071-b1c2-97cfd1f89727_game_5.replay26	1	Pantheon	unrated
47621f23-d3c0-4469-a928-9d0e08494f09_game_1.replay26	1	Ouroboros	unrated
487a97fe-d96f-44c3-bb55-f92677e2a619_game_1.replay26	0	kladde chatte tville (och oss)	unrated
487a97fe-d96f-44c3-bb55-f92677e2a619_game_2.replay26	0	kladde chatte tville (och oss)	unrated
487a97fe-d96f-44c3-bb55-f92677e2a619_game_3.replay26	0	kladde chatte tville (och oss)	unrated
487a97fe-d96f-44c3-bb55-f92677e2a619_game_4.replay26	0	kladde chatte tville (och oss)	unrated
487a97fe-d96f-44c3-bb55-f92677e2a619_game_5.replay26	0	kladde chatte tville (och oss)	unrated
50ad8190-7fe5-4080-bbe6-fcd200341de6_game_1.replay26	0	Part-timers	unrated
50ad8190-7fe5-4080-bbe6-fcd200341de6_game_2.replay26	0	Part-timers	unrated
50ad8190-7fe5-4080-bbe6-fcd200341de6_game_3.replay26	0	Part-timers	unrated
50ad8190-7fe5-4080-bbe6-fcd200341de6_game_4.replay26	0	Part-timers	unrated
50ad8190-7fe5-4080-bbe6-fcd200341de6_game_5.replay26	0	Part-timers	unrated
524b3ef7-bd5c-44e9-9e94-04584e6f38f5_game_1.replay26	0	Ouroboros	unrated
524b3ef7-bd5c-44e9-9e94-04584e6f38f5_game_2.replay26	0	Ouroboros	unrated
524b3ef7-bd5c-44e9-9e94-04584e6f38f5_game_3.replay26	0	Ouroboros	unrated
524b3ef7-bd5c-44e9-9e94-04584e6f38f5_game_4.replay26	0	Ouroboros	unrated
524b3ef7-bd5c-44e9-9e94-04584e6f38f5_game_5.replay26	0	Ouroboros	unrated
5f328516-7545-403a-8473-3fde76815442_game_1.replay26	1	Clankers	unrated
5f328516-7545-403a-8473-3fde76815442_game_2.replay26	1	Clankers	unrated
5f328516-7545-403a-8473-3fde76815442_game_3.replay26	1	Clankers	unrated
5f328516-7545-403a-8473-3fde76815442_game_4.replay26	1	Clankers	unrated
5f328516-7545-403a-8473-3fde76815442_game_5.replay26	1	Clankers	unrated
74a8f527-1d4b-4461-894a-88600dca9bb7_game_1.replay26	1	Leviathan	ladder
74a8f527-1d4b-4461-894a-88600dca9bb7_game_2.replay26	1	Leviathan	ladder
74a8f527-1d4b-4461-894a-88600dca9bb7_game_3.replay26	1	Leviathan	ladder
74a8f527-1d4b-4461-894a-88600dca9bb7_game_4.replay26	1	Leviathan	ladder
74a8f527-1d4b-4461-894a-88600dca9bb7_game_5.replay26	1	Leviathan	ladder
78ee4b49-21f7-482b-90c4-ebf85e2bebfc_game_1.replay26	1	Pantheon	ladder
78ee4b49-21f7-482b-90c4-ebf85e2bebfc_game_2.replay26	1	Pantheon	ladder
78ee4b49-21f7-482b-90c4-ebf85e2bebfc_game_3.replay26	1	Pantheon	ladder
78ee4b49-21f7-482b-90c4-ebf85e2bebfc_game_4.replay26	1	Pantheon	ladder
78ee4b49-21f7-482b-90c4-ebf85e2bebfc_game_5.replay26	1	Pantheon	ladder
78fe4522-36cb-44f3-93da-7d0aaf8f1905_game_1.replay26	0	Lorem Ipsum	unrated
78fe4522-36cb-44f3-93da-7d0aaf8f1905_game_2.replay26	0	Lorem Ipsum	unrated
78fe4522-36cb-44f3-93da-7d0aaf8f1905_game_3.replay26	0	Lorem Ipsum	unrated
78fe4522-36cb-44f3-93da-7d0aaf8f1905_game_4.replay26	0	Lorem Ipsum	unrated
78fe4522-36cb-44f3-93da-7d0aaf8f1905_game_5.replay26	0	Lorem Ipsum	unrated
80646dee-b1de-44da-9d77-c097db81207e_game_1.replay26	0	Part-timers	unrated
80646dee-b1de-44da-9d77-c097db81207e_game_2.replay26	0	Part-timers	unrated
80646dee-b1de-44da-9d77-c097db81207e_game_3.replay26	0	Part-timers	unrated
80646dee-b1de-44da-9d77-c097db81207e_game_4.replay26	0	Part-timers	unrated
80646dee-b1de-44da-9d77-c097db81207e_game_5.replay26	0	Part-timers	unrated
841567c0-eba2-4a0c-8448-b3c889e5143a_game_1.replay26	1	Pantheon	unrated
841567c0-eba2-4a0c-8448-b3c889e5143a_game_2.replay26	1	Pantheon	unrated
841567c0-eba2-4a0c-8448-b3c889e5143a_game_3.replay26	1	Pantheon	unrated
841567c0-eba2-4a0c-8448-b3c889e5143a_game_4.replay26	1	Pantheon	unrated
841567c0-eba2-4a0c-8448-b3c889e5143a_game_5.replay26	1	Pantheon	unrated
8cbd81f8-90b3-4375-8a9f-ab6d1f803242_game_1.replay26	1	Pantheon	unrated
8cbd81f8-90b3-4375-8a9f-ab6d1f803242_game_2.replay26	1	Pantheon	unrated
8cbd81f8-90b3-4375-8a9f-ab6d1f803242_game_3.replay26	1	Pantheon	unrated
8cbd81f8-90b3-4375-8a9f-ab6d1f803242_game_4.replay26	1	Pantheon	unrated
8cbd81f8-90b3-4375-8a9f-ab6d1f803242_game_5.replay26	1	Pantheon	unrated
cb3b3346-170b-48ce-a427-5f3ee15ca8c6_game_1.replay26	1	Ouroboros	unrated
cb3b3346-170b-48ce-a427-5f3ee15ca8c6_game_2.replay26	1	Ouroboros	unrated
cb3b3346-170b-48ce-a427-5f3ee15ca8c6_game_3.replay26	1	Ouroboros	unrated
cb3b3346-170b-48ce-a427-5f3ee15ca8c6_game_4.replay26	1	Ouroboros	unrated
cb3b3346-170b-48ce-a427-5f3ee15ca8c6_game_5.replay26	1	Ouroboros	unrated
cd942628-7a79-4035-936e-e6219558a978_game_1.replay26	1	Part-timers	unrated
cd942628-7a79-4035-936e-e6219558a978_game_2.replay26	1	Part-timers	unrated
cd942628-7a79-4035-936e-e6219558a978_game_3.replay26	1	Part-timers	unrated
cd942628-7a79-4035-936e-e6219558a978_game_4.replay26	1	Part-timers	unrated
cd942628-7a79-4035-936e-e6219558a978_game_5.replay26	1	Part-timers	unrated
d506a233-b73a-479f-895d-68e7b5323f88_game_1.replay26	0	Part-timers	unrated
d506a233-b73a-479f-895d-68e7b5323f88_game_2.replay26	0	Part-timers	unrated
d506a233-b73a-479f-895d-68e7b5323f88_game_3.replay26	0	Part-timers	unrated
d506a233-b73a-479f-895d-68e7b5323f88_game_4.replay26	0	Part-timers	unrated
d506a233-b73a-479f-895d-68e7b5323f88_game_5.replay26	0	Part-timers	unrated
e02d824e-acfa-4d04-8aed-b53d763ef304_game_1.replay26	0	Pantheon	unrated
e02d824e-acfa-4d04-8aed-b53d763ef304_game_2.replay26	0	Pantheon	unrated
e02d824e-acfa-4d04-8aed-b53d763ef304_game_3.replay26	0	Pantheon	unrated
e02d824e-acfa-4d04-8aed-b53d763ef304_game_4.replay26	0	Pantheon	unrated
e02d824e-acfa-4d04-8aed-b53d763ef304_game_5.replay26	0	Pantheon	unrated
e3a0c9bc-6817-448a-87b1-9dbfe480298d_game_1.replay26	1	Pantheon	unrated
e3a0c9bc-6817-448a-87b1-9dbfe480298d_game_2.replay26	1	Pantheon	unrated
e3a0c9bc-6817-448a-87b1-9dbfe480298d_game_3.replay26	1	Pantheon	unrated
e3a0c9bc-6817-448a-87b1-9dbfe480298d_game_4.replay26	1	Pantheon	unrated
e3a0c9bc-6817-448a-87b1-9dbfe480298d_game_5.replay26	1	Pantheon	unrated
e92dd307-e9f9-4dad-b29c-ce28f55bda39_game_1.replay26	1	Pivot	ladder
e92dd307-e9f9-4dad-b29c-ce28f55bda39_game_2.replay26	1	Pivot	ladder
e92dd307-e9f9-4dad-b29c-ce28f55bda39_game_3.replay26	1	Pivot	ladder
e92dd307-e9f9-4dad-b29c-ce28f55bda39_game_4.replay26	1	Pivot	ladder
e92dd307-e9f9-4dad-b29c-ce28f55bda39_game_5.replay26	1	Pivot	ladder
f32b9f4a-f0d0-4d36-9e24-6f5a7603ef1c_game_1.replay26	1	Part-timers	unrated
f32b9f4a-f0d0-4d36-9e24-6f5a7603ef1c_game_2.replay26	1	Part-timers	unrated
f32b9f4a-f0d0-4d36-9e24-6f5a7603ef1c_game_3.replay26	1	Part-timers	unrated
f32b9f4a-f0d0-4d36-9e24-6f5a7603ef1c_game_4.replay26	1	Part-timers	unrated
f32b9f4a-f0d0-4d36-9e24-6f5a7603ef1c_game_5.replay26	1	Part-timers	unrated
f5d88603-0400-455a-ac29-a66acb825044_game_1.replay26	1	Pantheon	unrated
f5d88603-0400-455a-ac29-a66acb825044_game_2.replay26	1	Pantheon	unrated
f5d88603-0400-455a-ac29-a66acb825044_game_3.replay26	1	Pantheon	unrated
f5d88603-0400-455a-ac29-a66acb825044_game_4.replay26	1	Pantheon	unrated
f5d88603-0400-455a-ac29-a66acb825044_game_5.replay26	1	Pantheon	unrated
