file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
_v146gunaxis__antler__602.json	BUILD	0	0	builder_bot	5	6	5	37	14	18
_v146gunaxis__antler__602.json	BUILD	0	1	builder_bot	6	14	4	100	14	18
_v146gunaxis__antler__602.json	BUILD	1	0	builder_bot	8	4	4	68	14	18
_v146gunaxis__antler__602.json	BUILD	1	1	builder_bot	5	14	5	101	14	18
_v146gunaxis__antler__602.json	BUILD	2	0	builder_bot	5	5	2	50	14	18
_v146gunaxis__antler__602.json	BUILD	2	1	builder_bot	8	12	4	68	14	18
_v146gunaxis__antler__602.json	BUILD	3	0	builder_bot	8	6	8	40	14	18
_v146gunaxis__antler__602.json	BUILD	3	1	builder_bot	5	14	5	101	14	18
_v146gunaxis__antler__602.json	BUILD	3	1	harvester	5	16	17	145	14	18
_v146gunaxis__antler__602.json	BUILD	4	0	builder_bot	8	3	5	85	14	18
_v146gunaxis__antler__602.json	BUILD	4	1	builder_bot	5	13	2	82	14	18
_v146gunaxis__antler__602.json	BUILD	4	0	harvester	7	2	5	101	14	18
_v146gunaxis__antler__602.json	BUILD	5	0	builder_bot	5	4	1	65	14	18
_v146gunaxis__antler__602.json	BUILD	5	1	conveyor	6	16	16	144	14	18
_v146gunaxis__antler__602.json	BUILD	5	0	launcher	8	2	8	104	14	18
_v146gunaxis__antler__602.json	BUILD	6	0	conveyor	7	3	2	82	14	18
_v146gunaxis__antler__602.json	BUILD	6	1	harvester	7	15	10	122	14	18
_v146gunaxis__antler__602.json	BUILD	6	0	harvester	5	1	10	122	14	18
_v146gunaxis__antler__602.json	BUILD	6	1	sentinel	5	11	2	50	14	18
_v146gunaxis__antler__602.json	BUILD	8	1	conveyor	6	15	9	121	14	18
_v146gunaxis__antler__602.json	BUILD	8	0	conveyor	5	2	5	101	14	18
_v146gunaxis__antler__602.json	BUILD	8	1	launcher	5	14	5	101	14	18
_v146gunaxis__antler__602.json	BUILD	9	0	harvester	3	7	18	34	14	18
_v146gunaxis__antler__602.json	BUILD	9	1	harvester	3	10	13	45	14	18
_v146gunaxis__antler__602.json	BUILD	10	1	conveyor	6	14	4	100	14	18
_v146gunaxis__antler__602.json	BUILD	10	0	conveyor	5	3	2	82	14	18
_v146gunaxis__antler__602.json	BUILD	11	0	conveyor	4	7	13	29	14	18
_v146gunaxis__antler__602.json	BUILD	11	1	conveyor	3	11	10	58	14	18
_v146gunaxis__antler__602.json	BUILD	12	0	conveyor	5	4	1	65	14	18
_v146gunaxis__antler__602.json	BUILD	13	0	conveyor	4	6	8	40	14	18
_v146gunaxis__antler__602.json	BUILD	13	1	conveyor	3	12	9	73	14	18
_v146gunaxis__antler__602.json	BUILD	15	0	conveyor	5	6	5	37	14	18
_v146gunaxis__antler__602.json	BUILD	15	1	conveyor	3	13	10	90	14	18
_v146gunaxis__antler__602.json	BUILD	16	1	gunner	2	12	16	80	14	18
_v146gunaxis__antler__602.json	BUILD	17	0	harvester	9	0	25	153	14	18
_v146gunaxis__antler__602.json	BUILD	17	0	conveyor	5	5	2	50	14	18
_v146gunaxis__antler__602.json	BUILD	17	1	conveyor	4	13	5	85	14	18
_v146gunaxis__antler__602.json	BUILD	20	1	conveyor	5	13	2	82	14	18
_v146gunaxis__antler__602.json	BUILD	22	1	barrier	6	6	36	4	14	18
_v146gunaxis__antler__602.json	BUILD	25	1	harvester	9	17	34	178	14	18
_v146gunaxis__antler__602.json	BUILD	26	0	barrier	7	11	50	2	14	18
_v146gunaxis__antler__602.json	BUILD	27	0	conveyor	8	0	20	148	14	18
_v146gunaxis__antler__602.json	BUILD	28	1	conveyor	9	16	25	153	14	18
_v146gunaxis__antler__602.json	BUILD	28	0	sentinel	9	10	45	13	14	18
_v146gunaxis__antler__602.json	BUILD	29	0	conveyor	7	0	17	145	14	18
_v146gunaxis__antler__602.json	BUILD	30	1	conveyor	9	15	18	130	14	18
_v146gunaxis__antler__602.json	BUILD	31	0	conveyor	6	0	16	144	14	18
_v146gunaxis__antler__602.json	BUILD	32	1	conveyor	8	15	13	125	14	18
_v146gunaxis__antler__602.json	BUILD	32	0	barrier	8	12	68	4	14	18
_v146gunaxis__antler__602.json	BUILD	33	0	conveyor	6	1	9	121	14	18
_v146gunaxis__antler__602.json	BUILD	34	1	barrier	8	5	53	5	14	18
_v146gunaxis__antler__602.json	BUILD	36	0	conveyor	6	2	4	100	14	18
_v146gunaxis__antler__602.json	BUILD	38	0	conveyor	6	3	1	81	14	18
_v146gunaxis__antler__602.json	BUILD	40	1	gunner	4	14	8	104	14	18
_v146gunaxis__antler__602.json	DEATH	42	0	builder_bot	4	10	40	8	14	18
_v146gunaxis__antler__602.json	BUILD	44	0	harvester	12	3	37	117	14	18
_v146gunaxis__antler__602.json	BUILD	46	0	conveyor	11	3	26	106	14	18
_v146gunaxis__antler__602.json	BUILD	48	0	conveyor	10	3	17	97	14	18
_v146gunaxis__antler__602.json	BUILD	50	0	conveyor	10	4	16	80	14	18
_v146gunaxis__antler__602.json	BUILD	52	0	conveyor	10	5	17	65	14	18
_v146gunaxis__antler__602.json	BUILD	54	0	conveyor	10	6	20	52	14	18
_v146gunaxis__antler__602.json	BUILD	56	0	conveyor	9	6	13	45	14	18
_v146gunaxis__antler__602.json	BUILD	57	0	gunner	9	7	18	34	14	18
_v146gunaxis__antler__602.json	BUILD	58	0	conveyor	8	6	8	40	14	18
_v146gunaxis__antler__602.json	BUILD	58	1	gunner	2	13	17	97	14	18
_v146gunaxis__antler__602.json	BUILD	62	0	conveyor	7	6	5	37	14	18
_v146gunaxis__antler__602.json	DEATH	62	0	builder_bot	2	14	116	20	14	18
_v146gunaxis__antler__602.json	BUILD	69	0	sentinel	8	8	20	20	14	18
_v146gunaxis__antler__602.json	DEATH	74	0	builder_bot	3	13	90	10	14	18
_v146gunaxis__antler__602.json	DEATH	74	1	sentinel	5	11	2	50	14	18
_v146gunaxis__antler__602.json	BUILD	75	1	gunner	3	14	13	109	14	18
