group	fwd	band	rnd	cause	n_shooters	n_shots	gun_shots	sent_shots	ff_shots	dmg_round	hp_start	max_hp	age	since_move	sm_bucket	since_act	thrown_ever	d2_enemy	depth_norm	batk_on_tile	healed_ever	n_enemy_bots_adj	rounds_since_first_dmg	n_dmg_rounds	gun_inrange	sent_inrange
US	0	1	169	EXACT	1	1	1	0	0	7	5	40	25	1	0	2	3	40	0.7905694150420949	0	0	0	15	5	3	0
US	0	2	199	EXACT	1	1	1	0	0	7	5	40	15	1	0	9	0	45	0.8385254915624212	0	0	0	9	5	2	0
US	0	2	199	EXACT	2	2	2	0	0	14	12	40	182	3	2	1	0	50	0.8838834764831844	0	0	1	8	4	3	0
US	0	2	218	EXACT	1	1	1	0	0	7	5	40	216	1	0	22	0	53	0.9100137361600648	0	0	0	9	5	2	0
US	0	2	220	EXACT	1	1	1	0	0	7	5	40	20	1	0	-1	0	45	0.8385254915624212	0	0	1	20	5	2	0
US	0	2	221	EXACT	1	1	1	0	0	7	5	40	13	3	2	1	0	25	0.625	0	0	0	6	5	5	0
US	0	2	235	EXACT	1	1	1	0	0	7	5	40	67	1	0	4	3	53	0.9100137361600648	0	0	0	49	5	2	0
US	0	3	251	EXACT	1	1	1	0	0	7	5	40	19	1	0	7	1	29	0.673145600891813	0	0	0	13	5	6	0
US	0	3	266	EXACT	2	2	2	0	0	14	12	40	6	2	1	1	0	37	0.7603453162872774	0	0	1	4	3	6	0
US	0	3	290	EXACT	2	2	2	0	0	14	12	40	42	1	0	8	1	40	0.7905694150420949	0	0	1	29	3	7	0
US	0	3	309	EXACT	1	1	1	0	0	7	5	40	14	1	0	6	0	45	0.8385254915624212	0	0	0	12	5	4	0
US	0	3	310	EXACT	1	1	1	0	0	7	5	40	88	1	0	41	0	58	0.9519716382329886	0	0	0	26	5	4	0
US	0	3	391	EXACT	1	1	1	0	0	7	5	40	119	1	0	7	1	29	0.673145600891813	0	0	3	97	4	7	0
US	0	0	32	EXACT	1	1	1	0	0	7	5	40	28	5	2	9	0	225	0.8838834764831844	0	0	0	5	5	1	0
US	1	0	36	EXACT	1	1	1	0	0	7	1	40	36	5	2	4	0	13	0.21245914639969937	0	0	0	15	4	1	1
US	0	0	42	EXACT	1	1	1	0	0	7	5	40	39	3	2	1	0	244	0.9204467514322717	0	0	0	5	5	1	0
US	0	1	76	EXACT	1	1	1	0	0	7	6	40	74	6	2	4	0	225	0.8838834764831844	0	2	0	6	6	1	0
US	1	1	120	EXACT	1	1	1	0	0	7	5	40	34	3	2	1	1	36	0.3535533905932738	0	0	0	34	5	2	0
US	0	1	173	EXACT	1	1	0	1	0	18	8	40	117	2	1	1	0	244	0.9204467514322717	0	0	0	4	2	1	1
US	0	2	201	EXACT	1	1	1	0	0	7	5	40	123	1	0	2	0	250	0.9316949906249125	0	0	0	18	5	1	0
US	0	2	202	EXACT	1	1	1	0	0	7	4	40	5	1	0	2	0	244	0.9204467514322717	0	0	0	3	2	1	1
US	0	2	208	EXACT	1	1	1	0	0	7	1	40	6	5	2	1	0	244	0.9204467514322717	0	0	0	5	4	1	1
US	0	2	223	EXACT	1	1	0	1	0	18	8	40	102	2	1	1	0	269	0.966451125395267	0	0	0	20	3	0	1
US	0	2	237	EXACT	1	1	0	1	0	18	4	40	13	6	2	1	0	269	0.966451125395267	0	0	0	4	2	0	1
US	1	2	249	EXACT	1	1	1	0	0	7	5	40	146	1	0	34	4	53	0.4289845892077917	0	0	0	57	5	1	0
US	0	3	253	EXACT	1	1	0	1	0	18	5	40	252	1	0	47	0	244	0.9204467514322717	0	0	0	188	5	0	1
US	0	3	265	EXACT	1	1	0	1	0	18	1	40	91	1	0	3	0	269	0.966451125395267	0	0	0	56	4	0	1
US	1	3	277	EXACT	1	1	1	0	0	7	1	40	68	1	0	22	3	40	0.372677996249965	0	0	0	60	4	2	0
US	0	3	283	EXACT	1	1	0	1	0	18	4	40	172	1	0	21	0	269	0.966451125395267	0	0	0	20	2	0	1
US	0	3	295	EXACT	1	1	0	1	0	18	4	40	29	1	0	7	0	269	0.966451125395267	0	0	0	6	2	0	1
US	1	3	300	EXACT	1	1	1	0	0	7	5	40	46	1	0	39	4	40	0.372677996249965	0	0	0	18	5	2	0
US	0	3	303	EXACT	1	1	0	1	0	18	15	40	53	1	0	3	0	265	0.9592387027684449	0	0	0	51	2	0	1
US	0	3	307	EXACT	1	1	0	1	0	18	4	40	23	2	1	1	0	265	0.9592387027684449	0	0	0	22	2	0	1
US	0	3	320	EXACT	1	1	1	0	0	7	5	40	16	1	0	2	0	365	1.125771340508858	0	0	0	13	5	1	0
US	1	3	347	EXACT	1	1	1	0	0	7	5	40	51	1	0	29	2	36	0.3535533905932738	0	0	0	14	5	2	0
US	1	3	350	EXACT	2	2	2	0	0	14	12	40	49	1	0	32	3	40	0.372677996249965	0	0	0	15	4	4	0
US	1	3	356	EXACT	1	1	1	0	0	7	5	40	175	1	0	10	7	40	0.372677996249965	0	0	0	76	5	4	0
US	1	3	414	EXACT	1	1	1	0	0	7	5	40	93	3	2	63	1	20	0.26352313834736496	0	0	0	12	4	3	0
US	0	3	460	EXACT	1	1	0	1	0	18	4	40	152	1	0	97	0	250	0.9316949906249125	0	0	1	128	2	0	1
US	0	3	472	EXACT	1	1	0	1	0	18	4	40	124	2	1	1	0	269	0.966451125395267	0	0	0	122	2	0	1
US	0	3	480	EXACT	1	1	0	1	0	18	4	40	129	2	1	1	0	265	0.9592387027684449	0	0	0	128	2	1	1
US	0	3	494	EXACT	1	1	0	1	0	18	4	40	79	2	1	1	0	269	0.966451125395267	0	0	0	76	2	0	1
US	0	3	496	EXACT	1	1	0	1	0	18	4	40	23	1	0	13	0	277	0.9807168579949851	0	0	2	12	2	0	1
US	0	4	518	EXACT	1	1	0	1	0	18	1	40	240	1	0	5	0	265	0.9592387027684449	0	0	0	235	4	0	1
US	0	4	526	EXACT	1	1	0	1	0	18	4	40	29	2	1	1	0	265	0.9592387027684449	0	0	0	14	2	0	1
US	0	4	532	EXACT	1	1	0	1	0	18	4	40	175	1	0	2	0	277	0.9807168579949851	0	0	1	98	2	0	1
US	1	4	545	EXACT	1	1	1	0	0	7	5	40	50	3	2	1	1	49	0.41247895569215276	0	0	0	14	4	3	0
US	0	4	570	EXACT	1	1	0	1	0	18	4	40	43	2	1	1	0	265	0.9592387027684449	0	0	0	26	2	0	1
US	0	4	580	EXACT	1	1	0	1	0	18	4	40	61	1	0	2	0	277	0.9807168579949851	0	0	1	18	2	0	1
US	1	4	595	EXACT	1	1	1	0	0	7	4	40	49	1	0	21	0	40	0.372677996249965	0	0	0	39	2	1	0
US	1	4	600	EXACT	1	1	1	0	0	7	1	40	67	1	0	22	1	37	0.35843021946010944	0	0	0	46	4	2	0
US	0	4	606	EXACT	1	1	0	1	0	18	4	40	5	-1	5	1	0	269	0.966451125395267	0	0	0	4	2	0	1
US	0	4	638	EXACT	1	1	0	1	0	18	4	40	157	1	0	3	0	265	0.9592387027684449	0	0	1	56	2	0	1
US	0	4	642	EXACT	1	1	0	1	0	18	4	40	71	1	0	2	0	250	0.9316949906249125	0	0	1	58	2	0	1
US	0	4	662	EXACT	1	1	0	1	0	18	4	40	23	1	0	7	0	269	0.966451125395267	0	0	2	6	2	0	1
US	0	4	668	EXACT	1	1	0	1	0	18	4	40	207	1	0	3	0	250	0.9316949906249125	0	0	3	148	2	0	1
US	0	4	682	EXACT	1	1	0	1	0	18	4	40	101	1	0	3	0	250	0.9316949906249125	0	0	1	96	2	1	1
US	0	4	698	EXACT	1	1	1	0	0	7	4	40	102	1	0	16	0	277	0.9807168579949851	0	0	1	100	2	2	1
US	0	4	714	EXACT	1	1	1	0	0	7	1	40	476	6	2	1	0	170	0.7682953714410741	0	0	0	437	4	2	1
US	0	4	718	EXACT	1	1	0	1	0	18	4	40	49	3	2	1	0	265	0.9592387027684449	0	0	0	16	2	0	1
US	0	4	718	EXACT	1	1	1	0	0	7	1	40	111	1	0	4	0	170	0.7682953714410741	0	0	0	106	4	2	1
US	0	4	725	EXACT	1	1	1	0	0	7	1	40	26	1	0	3	0	136	0.6871842709362769	0	0	0	25	4	2	1
US	0	4	726	EXACT	1	1	0	1	0	18	4	40	63	1	0	4	0	265	0.9592387027684449	0	0	0	56	2	0	1
US	0	4	728	EXACT	1	1	0	1	0	18	15	40	85	1	0	3	0	269	0.966451125395267	0	0	0	43	2	1	1
US	0	4	760	EXACT	1	1	1	0	0	7	3	40	77	1	0	11	0	202	0.8374896350934076	0	4	1	56	6	2	1
US	0	4	775	EXACT	1	1	1	0	0	7	2	40	56	16	3	1	0	208	0.8498365855987975	0	3	1	28	7	2	1
US	0	4	785	EXACT	1	1	1	0	0	7	5	40	59	4	2	1	0	250	0.9316949906249125	0	0	1	54	5	2	1
US	0	4	790	EXACT	1	1	1	0	0	7	1	40	29	2	1	1	0	250	0.9316949906249125	0	0	1	8	4	2	1
US	0	4	801	EXACT	1	1	1	0	0	7	5	40	86	2	1	1	0	170	0.7682953714410741	0	0	1	73	5	2	1
US	0	4	802	EXACT	1	1	1	0	0	7	1	40	73	1	0	6	0	149	0.7192781875680029	0	0	1	22	4	2	1
US	0	4	805	EXACT	1	1	1	0	0	7	4	40	19	1	0	5	0	170	0.7682953714410741	0	0	2	19	2	2	1
US	0	4	826	EXACT	1	1	1	0	0	7	1	40	50	5	2	1	0	170	0.7682953714410741	0	0	2	48	4	2	1
US	0	4	838	EXACT	1	1	1	0	0	7	5	40	36	21	3	1	0	244	0.9204467514322717	0	0	0	5	5	1	1
US	0	4	862	EXACT	2	2	2	0	0	14	12	40	142	1	0	8	0	245	0.9223309842157774	0	0	0	76	4	3	0
US	0	4	884	EXACT	1	1	1	0	0	7	5	40	24	2	1	1	0	208	0.8498365855987975	0	0	0	14	5	3	0
US	0	4	906	EXACT	1	1	1	0	0	7	5	40	21	1	0	3	0	185	0.8014743359029728	0	0	1	16	5	3	1
US	0	4	931	EXACT	1	1	1	0	0	7	5	40	23	1	0	5	0	185	0.8014743359029728	0	0	2	16	5	3	1
US	0	4	937	EXACT	1	1	0	1	0	18	4	40	5	-1	5	1	0	269	0.966451125395267	0	0	0	4	2	2	1
US	0	1	153	EXACT	1	1	1	0	0	7	5	40	149	13	3	14	0	36	0.5	0	0	1	37	5	3	0
US	1	1	173	EXACT	1	1	1	0	0	7	5	40	173	126	4	1	1	2	0.11785113019775793	0	0	0	69	5	3	0
US	1	1	122	EXACT	1	1	1	0	0	7	4	40	122	1	0	67	1	10	0.15971914124998499	0	0	0	3	2	1	1
US	0	3	281	EXACT	1	1	1	0	0	7	5	40	5	3	2	1	1	128	0.5714285714285715	0	0	0	3	3	2	0
US	0	3	301	EXACT	1	1	1	0	0	7	5	40	299	7	2	228	0	289	0.8586296628693791	0	0	0	8	5	2	2
US	0	3	325	EXACT	1	1	1	0	0	7	5	40	31	1	0	13	0	194	0.703489842985436	0	0	0	8	4	3	2
US	0	3	412	EXACT	1	1	1	0	0	7	5	40	411	64	4	77	0	325	0.9105391988558544	0	0	2	66	4	6	0
US	1	3	472	EXACT	1	1	1	0	0	7	5	40	469	40	4	10	0	9	0.15152288168283162	0	0	0	5	5	2	2
US	0	4	873	EXACT	1	1	1	0	0	7	5	40	483	3	2	1	0	377	0.9806807298389987	0	0	0	3	3	5	1
US	0	4	879	EXACT	1	1	1	0	0	7	5	40	13	1	0	5	0	377	0.9806807298389987	0	0	0	5	4	5	1
US	1	0	29	EXACT	1	1	1	0	0	7	5	40	29	13	3	6	1	10	0.15971914124998499	0	0	0	5	5	1	0
US	0	1	122	EXACT	1	1	1	0	0	7	5	40	121	4	2	33	0	136	0.5890150893739515	0	0	2	12	5	1	0
US	0	1	129	EXACT	1	1	1	0	0	7	5	40	125	9	2	1	0	149	0.6165241607725739	0	0	0	5	5	1	0
US	0	2	195	EXACT	2	2	2	0	0	14	12	40	85	6	2	1	0	145	0.6081923702116572	0	0	0	20	4	2	0
US	0	2	215	EXACT	2	2	2	0	0	14	12	40	213	14	3	1	0	162	0.6428571428571428	0	0	0	2	2	3	0
US	1	3	253	EXACT	1	1	1	0	0	7	5	40	97	1	0	10	1	8	0.14285714285714288	0	0	0	9	5	2	0
US	0	3	289	EXACT	1	1	1	0	0	7	5	40	22	1	0	7	0	100	0.5050762722761054	0	0	0	13	5	3	0
US	0	3	304	EXACT	1	1	1	0	0	7	5	40	15	7	2	1	1	100	0.5050762722761054	0	0	0	5	5	3	0
US	0	3	328	EXACT	1	1	1	0	0	7	5	40	21	2	1	1	0	162	0.6428571428571428	0	0	0	6	4	3	0
US	0	3	344	EXACT	1	1	1	0	0	7	5	40	15	6	2	1	1	100	0.5050762722761054	0	0	0	5	5	3	0
US	0	3	370	EXACT	1	1	1	0	0	7	5	40	23	3	2	9	0	100	0.5050762722761054	0	0	0	7	4	3	0
US	0	4	785	EXACT	1	1	1	0	0	7	5	40	14	5	2	1	1	100	0.5050762722761054	0	0	0	5	5	3	0
US	0	4	815	EXACT	1	1	1	0	0	7	5	40	7	5	2	1	1	100	0.5050762722761054	0	0	0	5	5	3	0
US	0	4	840	EXACT	1	1	1	0	0	7	5	40	52	2	1	1	0	162	0.6428571428571428	0	0	0	6	4	3	0
US	1	4	840	EXACT	2	2	2	0	0	14	12	40	837	1	0	2	1	16	0.20203050891044214	0	0	0	369	4	3	0
US	0	4	860	EXACT	1	1	1	0	0	7	5	40	33	4	2	10	0	100	0.5050762722761054	0	0	0	15	4	3	0
US	0	4	863	EXACT	1	1	1	0	0	7	5	40	15	6	2	1	1	100	0.5050762722761054	0	0	0	5	5	3	0
US	1	1	127	EXACT	1	1	1	0	0	7	5	40	124	22	3	1	0	20	0.22587697572631282	0	0	0	29	5	1	3
US	1	1	132	EXACT	1	1	0	1	0	18	15	40	132	47	4	37	1	18	0.21428571428571427	0	0	1	4	2	1	3
US	1	2	233	EXACT	1	1	1	0	0	7	5	40	90	10	3	1	0	26	0.25753937681885636	0	0	1	5	5	2	2
US	0	2	240	EXACT	1	1	1	0	0	7	5	40	24	6	2	1	0	130	0.5758755534498964	0	0	0	5	5	2	0
US	0	3	259	EXACT	1	1	1	0	0	7	5	40	18	6	2	1	0	130	0.5758755534498964	0	0	0	5	5	2	0
US	0	3	300	EXACT	1	1	1	0	0	7	5	40	152	1	0	5	0	128	0.5714285714285715	0	0	0	8	5	2	0
US	1	3	319	EXACT	1	1	1	0	0	7	5	40	318	2	1	1	0	85	0.465657314657332	0	0	0	15	5	2	0
US	1	3	379	EXACT	1	1	1	0	0	7	5	40	31	1	0	4	0	85	0.465657314657332	0	0	0	7	5	2	1
US	1	3	405	EXACT	1	1	1	0	0	7	5	40	43	9	2	1	0	29	0.2719918966379967	0	0	0	11	5	2	2
US	0	3	411	EXACT	2	2	2	0	0	14	12	40	409	1	0	2	0	113	0.5369034420847467	0	0	0	237	3	2	0
US	0	4	602	EXACT	1	1	1	0	0	7	5	40	354	3	2	1	0	145	0.6081923702116572	0	0	0	261	5	2	0
US	0	4	841	EXACT	1	1	1	0	0	7	5	40	472	2	1	1	0	281	0.8466621136521213	0	0	0	7	4	4	0
US	0	4	847	EXACT	1	1	1	0	0	7	5	40	491	6	2	1	0	145	0.6081923702116572	0	0	0	6	5	2	0
US	0	2	244	EXACT	1	1	1	0	0	7	5	40	46	1	0	4	0	41	0.9147320339189784	0	0	0	9	4	4	0
US	1	2	247	EXACT	1	1	1	0	0	7	5	40	245	12	3	1	0	20	0.6388765649999399	0	0	0	55	5	5	0
US	1	3	251	EXACT	1	1	1	0	0	7	5	40	247	139	4	1	0	4	0.2857142857142857	0	0	0	16	4	5	0
US	1	3	264	EXACT	1	1	1	0	0	7	5	40	19	1	0	3	0	25	0.7142857142857143	0	0	0	13	5	4	0
US	0	1	61	EXACT	1	1	1	0	0	7	5	40	59	22	3	1	0	265	0.9592387027684449	0	0	1	23	5	1	2
US	0	0	41	EXACT	1	1	1	0	0	7	5	40	37	1	0	29	0	200	0.8333333333333335	0	0	0	12	5	4	0
US	0	0	38	EXACT	1	1	1	0	0	7	5	40	37	5	2	11	0	289	0.8586296628693791	0	0	0	5	5	1	0
US	0	0	34	EXACT	1	1	1	0	0	7	5	40	32	5	2	1	0	421	1.0363298663247793	0	0	0	5	5	1	0
US	0	1	74	EXACT	1	1	1	0	0	7	5	40	73	47	4	1	0	421	1.0363298663247793	0	0	1	5	5	2	0
US	0	0	18	EXACT	1	1	1	0	0	7	5	40	17	1	0	2	0	13	0.6373774391990981	0	0	1	15	5	1	0
US	0	0	37	EXACT	1	1	1	0	0	7	1	40	34	1	0	21	0	13	0.6373774391990981	0	8	0	16	9	1	0
US	0	1	60	EXACT	1	1	1	0	0	7	7	40	58	1	0	43	0	8	0.5	0	11	0	21	11	1	0
US	0	3	254	EXACT	1	1	0	1	0	18	4	40	251	212	4	1	0	313	0.8935711430854859	0	0	0	4	2	1	1
US	1	1	143	EXACT	1	1	1	0	1	7	3	40	136	97	4	1	0	1	0.14285714285714285	0	25	0	34	19	0	0
US	1	2	220	EXACT	1	1	1	0	0	7	5	40	219	1	0	37	0	8	0.25	0	0	2	97	5	1	0
US	1	1	148	EXACT	1	1	1	0	0	7	5	40	139	26	3	1	0	10	0.26352313834736496	0	0	1	37	5	2	0
US	1	1	166	EXACT	1	1	1	0	0	7	1	40	163	8	2	1	0	4	0.16666666666666666	0	7	2	56	9	3	0
US	0	3	318	EXACT	1	1	1	0	0	7	5	40	314	1	0	14	0	37	0.5068968775248516	0	0	1	5	5	2	0
US	1	3	349	EXACT	1	1	1	0	0	7	6	40	61	6	2	1	0	9	0.25	0	9	1	46	10	3	0
US	0	0	9	EXACT	1	1	1	0	0	7	5	40	8	5	2	1	0	13	0.6373774391990981	0	0	0	5	5	4	0
US	0	0	14	EXACT	1	1	1	0	0	7	5	40	10	5	2	1	0	20	0.7905694150420948	0	0	0	5	5	3	0
US	0	0	52	EXACT	1	1	1	0	0	7	7	40	52	3	2	1	0	13	0.6373774391990981	0	17	0	21	15	2	0
US	0	1	110	EXACT	1	1	1	0	0	7	5	40	42	4	2	1	0	13	0.6373774391990981	0	0	0	17	5	2	0
US	0	2	197	EXACT	1	1	1	0	0	7	5	40	17	2	1	1	0	13	0.6373774391990981	0	0	0	13	5	2	0
US	0	4	539	EXACT	1	1	1	0	0	7	2	40	27	1	0	26	0	17	0.7288689868556625	0	1	0	27	6	2	0
US	1	0	22	EXACT	1	1	1	0	0	7	5	40	17	1	0	-1	0	45	0.33881546358946923	0	0	1	10	5	1	0
US	1	1	72	EXACT	1	1	1	0	0	7	2	40	69	1	0	30	2	65	0.40720550896397784	0	1	0	21	6	1	0
US	1	1	120	EXACT	1	1	1	0	0	7	5	40	116	4	2	115	0	85	0.465657314657332	0	0	0	11	5	3	0
US	1	1	152	EXACT	1	1	1	0	0	7	5	40	152	23	3	1	0	5	0.2795084971874737	0	0	1	84	5	5	0
US	1	2	229	EXACT	1	1	1	0	0	7	5	40	226	29	3	1	0	5	0.2795084971874737	0	0	0	135	5	7	0
US	0	3	250	EXACT	1	1	1	0	0	7	5	40	248	11	3	1	0	17	0.5153882032022076	0	0	1	13	5	7	0
US	1	3	362	EXACT	1	1	1	0	0	7	5	40	358	6	2	1	0	4	0.25	0	0	1	5	5	6	0
US	1	3	366	EXACT	1	1	1	0	0	7	5	40	106	2	1	1	0	4	0.25	0	0	0	48	5	9	0
US	1	3	391	EXACT	1	1	1	0	0	7	5	40	49	1	0	3	0	4	0.25	0	0	0	18	5	9	0
US	1	3	393	EXACT	1	1	1	0	0	7	5	40	125	1	0	15	0	8	0.3535533905932738	0	0	1	95	5	6	0
US	1	3	435	EXACT	1	1	1	0	0	7	5	40	125	1	0	40	0	4	0.25	0	0	0	41	5	9	0
US	1	3	447	EXACT	1	1	1	0	0	7	5	40	80	6	2	43	0	13	0.45069390943299864	0	0	0	5	5	7	0
US	1	3	478	EXACT	1	1	1	0	0	7	5	40	70	2	1	1	0	5	0.2795084971874737	0	0	0	13	5	8	0
US	1	4	519	EXACT	1	1	1	0	0	7	5	40	243	5	2	145	0	13	0.45069390943299864	0	0	0	153	5	7	0
US	1	4	554	EXACT	1	1	1	0	0	7	5	40	136	5	2	-1	0	13	0.45069390943299864	0	0	0	51	5	7	0
US	1	4	572	EXACT	1	1	1	0	0	7	5	40	176	1	0	68	0	8	0.3535533905932738	0	0	0	111	5	7	0
US	1	4	704	EXACT	1	1	1	0	0	7	5	40	184	6	2	163	0	13	0.45069390943299864	0	0	0	5	5	7	0
US	0	4	745	EXACT	1	1	1	0	0	7	5	40	358	5	2	1	0	20	0.5590169943749475	0	0	0	7	5	8	0
US	1	4	779	EXACT	2	2	2	0	0	14	12	40	631	2	1	307	0	13	0.45069390943299864	0	0	0	2	2	7	0
US	1	4	969	EXACT	1	1	1	0	0	7	5	40	223	6	2	176	0	25	0.625	0	0	0	5	5	3	0
US	1	4	971	EXACT	1	1	1	0	0	7	5	40	535	2	1	241	0	25	0.625	0	0	0	301	5	3	0
US	0	4	971	EXACT	1	1	1	0	0	7	5	40	261	1	0	135	0	45	0.8385254915624212	0	0	0	187	5	3	0
US	1	4	976	EXACT	1	1	1	0	0	7	5	40	691	4	2	195	0	25	0.625	0	0	0	670	5	3	1
US	0	4	986	EXACT	1	1	1	0	0	7	5	40	734	6	2	1	0	37	0.7603453162872774	0	0	0	5	5	3	1
US	1	1	125	EXACT	1	1	1	0	0	7	5	40	122	5	2	1	1	4	0.10101525445522107	0	0	0	5	5	1	1
US	0	0	34	EXACT	1	1	0	1	0	18	4	40	33	2	1	1	0	37	0.5068968775248516	0	0	0	4	2	0	1
US	0	0	48	EXACT	1	1	0	1	0	18	4	40	45	1	0	3	0	37	0.5068968775248516	0	0	0	8	2	0	1
US	1	1	92	EXACT	1	1	0	1	0	18	4	40	89	2	1	7	0	9	0.15152288168283162	0	0	0	65	2	0	3
US	1	1	173	EXACT	1	1	0	1	0	18	4	40	173	11	3	1	0	9	0.15152288168283162	0	0	1	48	2	0	4
US	1	2	185	EXACT	1	1	0	1	0	18	4	40	183	2	1	1	0	17	0.20824828195876074	0	0	0	4	2	0	4
US	1	2	249	EXACT	1	1	0	1	0	18	4	40	52	1	0	21	0	10	0.15971914124998499	0	0	1	4	2	0	4
US	1	3	253	EXACT	1	1	0	1	0	18	4	40	71	1	0	25	0	26	0.25753937681885636	0	0	0	3	2	0	3
US	1	3	323	EXACT	1	1	0	1	0	18	4	40	75	1	0	72	0	25	0.2525381361380527	0	0	1	3	2	0	3
US	1	3	357	EXACT	1	1	0	1	0	18	4	40	356	1	0	2	0	26	0.25753937681885636	0	0	2	70	2	0	3
US	1	3	377	EXACT	1	1	0	1	0	18	4	40	109	1	0	5	0	26	0.25753937681885636	0	0	2	21	2	0	3
US	1	3	422	EXACT	1	1	0	1	0	18	4	40	142	1	0	22	0	25	0.2525381361380527	0	0	1	88	2	0	3
US	1	3	436	EXACT	1	1	0	1	0	18	4	40	196	1	0	2	0	26	0.25753937681885636	0	0	0	8	2	0	4
US	1	4	512	EXACT	1	1	0	1	0	18	4	40	280	4	2	48	0	17	0.20824828195876074	0	0	1	4	2	0	4
US	1	4	524	EXACT	1	1	0	1	0	18	4	40	122	1	0	39	0	50	0.35714285714285715	0	0	0	60	2	0	1
US	1	4	530	EXACT	1	1	0	1	0	18	4	40	102	1	0	40	0	25	0.2525381361380527	0	0	2	42	2	0	3
US	1	4	556	EXACT	1	1	0	1	0	18	4	40	138	1	0	3	0	17	0.20824828195876074	0	0	2	82	2	0	4
US	1	4	568	EXACT	1	1	0	1	0	18	4	40	176	1	0	2	0	25	0.2525381361380527	0	0	1	124	2	0	3
US	1	4	674	EXACT	1	1	0	1	0	18	4	40	264	1	0	3	0	37	0.3072259023943795	0	0	0	7	2	0	3
US	0	0	18	EXACT	1	1	0	1	0	18	4	40	18	11	3	4	0	37	0.5068968775248516	0	0	0	12	2	0	1
US	0	1	94	EXACT	1	1	0	1	0	18	4	40	93	1	0	5	0	40	0.5270462766947299	0	0	0	3	2	0	2
US	0	2	181	EXACT	1	1	0	1	0	18	4	40	179	1	0	11	0	40	0.5270462766947299	0	0	0	3	2	0	2
US	0	4	877	EXACT	1	1	0	1	0	18	4	40	24	1	0	7	0	53	0.6066758241067098	0	0	0	11	2	0	2
US	0	4	936	EXACT	1	1	0	1	0	18	4	40	19	1	0	11	0	37	0.5068968775248516	0	0	1	3	2	0	3
US	0	0	57	EXACT	1	1	0	1	0	18	4	40	57	44	4	9	0	16	0.5	0	0	0	4	2	0	1
US	1	1	147	EXACT	1	1	0	1	0	18	4	40	6	1	0	-1	0	13	0.45069390943299864	0	0	0	6	2	0	2
US	0	2	193	EXACT	1	1	0	1	0	18	4	40	6	2	1	1	0	25	0.625	0	0	1	4	2	0	3
US	1	2	233	EXACT	1	1	0	1	0	18	4	40	113	1	0	5	0	20	0.5590169943749475	0	0	0	10	2	0	3
US	0	3	286	EXACT	1	1	0	1	0	18	4	40	22	1	0	2	0	40	0.7905694150420949	0	0	0	6	2	0	3
US	0	4	691	EXACT	1	1	0	1	0	18	4	40	4	1	0	2	0	16	0.5	0	0	2	4	2	0	3
US	0	0	14	EXACT	1	1	1	0	0	7	2	40	11	1	0	3	0	25	0.8838834764831843	0	9	0	11	10	3	0
US	0	0	21	EXACT	1	1	1	0	0	7	5	40	19	2	1	1	0	29	0.9519716382329885	0	0	0	7	3	3	0
US	0	0	25	EXACT	1	1	1	0	0	7	5	40	10	9	2	1	0	34	1.0307764064044151	0	0	0	6	5	3	0
US	0	0	39	EXACT	1	1	1	0	0	7	3	40	35	27	3	1	0	25	0.8838834764831843	0	25	0	32	18	3	0
US	0	0	44	EXACT	1	1	1	0	0	7	5	40	44	4	2	1	0	25	0.8838834764831843	0	0	0	41	5	3	0
US	0	0	47	EXACT	1	1	0	1	0	18	4	40	45	4	2	1	0	242	0.9166666666666667	0	0	0	4	2	0	3
US	1	0	20	EXACT	1	1	1	0	0	7	5	40	20	5	2	1	0	5	0.18633899812498247	0	0	0	6	5	3	0
US	1	0	59	EXACT	1	1	1	0	0	7	5	40	56	5	2	1	0	13	0.3004626062886658	0	0	0	9	5	3	0
US	1	1	112	EXACT	1	1	1	0	0	7	7	40	37	21	3	1	0	9	0.25	0	18	0	20	15	4	0
US	1	1	118	EXACT	1	1	1	0	0	7	5	40	117	2	1	1	0	25	0.4166666666666667	0	0	0	7	5	1	0
US	1	1	153	EXACT	1	1	1	0	0	7	5	40	23	6	2	1	0	9	0.25	0	0	0	5	5	4	0
US	1	1	165	EXACT	1	1	1	0	0	7	5	40	21	1	0	-1	0	29	0.44876373392787533	0	0	0	8	3	4	0
US	1	2	192	EXACT	2	2	2	0	0	14	12	40	13	1	0	-1	0	20	0.37267799624996495	0	0	0	5	4	4	0
US	1	2	213	EXACT	2	2	2	0	0	14	12	40	211	1	0	2	0	10	0.26352313834736496	0	0	0	60	4	6	0
US	1	3	354	EXACT	1	1	1	0	0	7	2	40	146	1	0	2	0	18	0.35355339059327373	0	1	0	120	3	7	0
US	1	3	393	EXACT	1	1	1	0	0	7	5	40	389	1	0	3	0	13	0.3004626062886658	0	0	1	137	5	5	0
US	1	3	417	EXACT	2	2	2	0	0	14	12	40	37	1	0	10	0	18	0.35355339059327373	0	0	0	20	2	7	0
US	1	1	87	EXACT	1	1	1	0	0	7	2	40	87	3	2	2	0	5	0.18633899812498247	0	0	0	80	6	5	0
US	1	1	98	EXACT	1	1	1	0	0	7	5	40	98	1	0	73	0	16	0.3333333333333333	0	0	0	5	5	1	0
US	1	1	121	EXACT	1	1	1	0	0	7	5	40	118	1	0	47	0	26	0.4249182927993987	0	0	1	10	5	2	0
