group	fwd	band	rnd	cause	n_shooters	n_shots	gun_shots	sent_shots	ff_shots	dmg_round	hp_start	max_hp	age	since_move	sm_bucket	since_act	thrown_ever	d2_enemy	depth_norm	batk_on_tile	healed_ever	n_enemy_bots_adj	rounds_since_first_dmg	n_dmg_rounds	gun_inrange	sent_inrange
US	1	0	27	EXACT	1	1	1	0	0	7	5	40	27	4	2	1	0	29	0.44876373392787533	0	0	0	5	5	1	0
US	0	0	47	EXACT	1	1	1	0	0	7	5	40	43	3	2	1	0	100	0.8333333333333334	0	0	1	4	4	2	0
US	0	1	145	EXACT	1	1	1	0	0	7	5	40	73	1	0	2	0	121	0.9166666666666666	0	0	0	12	4	2	0
US	0	2	190	EXACT	1	1	1	0	0	7	5	40	65	10	3	1	0	100	0.8333333333333334	0	0	1	9	5	1	0
US	0	2	202	EXACT	1	1	1	0	0	7	5	40	146	11	3	1	0	100	0.8333333333333334	0	0	1	9	5	1	0
US	0	2	223	EXACT	1	1	1	0	0	7	5	40	7	2	1	1	0	100	0.8333333333333334	0	0	1	5	5	1	0
US	0	3	255	EXACT	1	1	1	0	0	7	5	40	15	6	2	1	0	100	0.8333333333333334	0	0	1	5	5	1	0
US	0	3	261	EXACT	1	1	1	0	0	7	5	40	39	6	2	1	0	100	0.8333333333333334	0	0	1	5	5	1	0
US	0	3	268	EXACT	1	1	1	0	0	7	5	40	36	6	2	1	0	100	0.8333333333333334	0	0	1	5	5	1	0
US	0	3	291	EXACT	1	1	1	0	0	7	5	40	289	5	2	1	0	36	0.5	0	0	0	5	5	2	0
US	0	3	403	EXACT	1	1	1	0	0	7	5	40	402	47	4	1	0	170	1.0865337342004415	0	0	0	366	5	1	0
US	0	3	434	EXACT	1	1	1	0	0	7	5	40	42	1	0	3	0	40	0.5270462766947299	0	1	0	10	5	3	0
US	0	3	437	EXACT	1	1	1	0	0	7	5	40	51	4	2	22	0	36	0.5	0	0	0	51	5	2	0
US	0	3	438	EXACT	2	2	2	0	0	14	9	40	58	2	1	1	0	40	0.5270462766947299	0	1	0	38	5	2	0
US	0	3	440	EXACT	1	1	1	0	0	7	5	40	44	1	0	5	0	36	0.5	0	0	0	32	4	2	0
US	1	1	68	EXACT	1	1	1	0	0	7	5	40	68	1	0	2	0	18	0.23076923076923075	0	0	0	5	5	1	0
US	0	1	179	EXACT	1	1	1	0	0	7	5	40	38	3	2	1	0	340	1.002954216185023	0	0	0	3	3	2	0
US	0	2	185	EXACT	2	2	2	0	0	14	12	40	33	2	1	1	0	340	1.002954216185023	0	0	0	2	2	2	0
US	0	2	232	EXACT	2	2	2	0	0	14	12	40	4	3	2	1	0	340	1.002954216185023	0	0	0	2	2	2	0
US	0	3	258	EXACT	2	2	2	0	0	14	12	40	2	-1	5	1	0	340	1.002954216185023	0	0	0	2	2	2	0
US	0	3	357	EXACT	1	1	1	0	0	7	5	40	355	5	2	1	0	317	0.9684367932318595	0	0	1	5	5	2	0
US	0	3	363	EXACT	1	1	1	0	0	7	5	40	359	5	2	1	0	317	0.9684367932318595	0	0	1	5	5	2	0
US	1	4	503	EXACT	1	1	1	0	0	7	5	40	500	5	2	1	1	17	0.22426738057097312	0	0	1	5	5	1	0
US	1	0	39	EXACT	1	1	1	0	0	7	5	40	39	1	0	5	0	13	0.31868871959954903	0	0	0	4	4	3	0
US	1	0	51	EXACT	2	2	2	0	0	14	9	40	48	8	2	1	1	17	0.36443449342783124	0	1	0	19	4	3	0
US	1	1	73	EXACT	1	1	1	0	0	7	5	40	31	2	1	1	0	20	0.3952847075210474	0	0	1	7	4	4	0
US	1	1	88	EXACT	2	2	2	0	0	14	12	40	25	4	2	16	0	17	0.36443449342783124	0	0	0	2	2	3	0
US	1	1	89	EXACT	1	1	1	0	0	7	5	40	85	6	2	1	0	26	0.4506939094329986	0	0	1	5	5	3	0
US	1	1	106	EXACT	1	1	1	0	0	7	5	40	48	1	0	9	0	37	0.5376453291901641	0	0	0	9	5	1	0
US	1	1	113	EXACT	2	2	2	0	0	14	12	40	21	2	1	1	0	13	0.31868871959954903	0	0	2	6	4	4	0
US	1	1	126	EXACT	1	1	1	0	0	7	5	40	17	6	2	-1	0	25	0.44194173824159216	0	0	0	6	5	2	0
US	1	1	151	EXACT	1	1	1	0	0	7	5	40	149	10	3	1	0	10	0.2795084971874737	0	0	0	59	5	3	0
US	1	3	290	EXACT	1	1	1	0	0	7	5	40	194	27	3	1	0	17	0.36443449342783124	0	1	1	142	5	2	0
US	1	3	302	EXACT	1	1	1	0	0	7	5	40	301	3	2	1	0	17	0.36443449342783124	0	0	1	198	5	2	0
US	1	3	362	EXACT	1	1	1	0	0	7	5	40	71	1	0	16	0	10	0.2795084971874737	0	0	0	28	5	2	0
US	1	3	474	EXACT	1	1	1	0	0	7	5	40	370	49	4	1	0	17	0.36443449342783124	0	4	1	40	5	2	0
US	1	3	490	EXACT	1	1	1	0	0	7	6	40	363	15	3	1	0	17	0.36443449342783124	0	7	1	344	7	2	0
US	1	4	591	EXACT	1	1	1	0	0	7	5	40	431	3	2	36	0	17	0.36443449342783124	0	4	0	418	7	2	0
US	1	4	608	EXACT	1	1	1	0	0	7	5	40	133	4	2	60	0	17	0.36443449342783124	0	0	0	126	5	2	0
US	1	4	610	EXACT	1	1	1	0	0	7	5	40	119	1	0	20	0	10	0.2795084971874737	0	0	0	104	5	2	0
US	1	4	631	EXACT	1	1	1	0	0	7	5	40	331	108	4	1	0	17	0.36443449342783124	0	0	1	101	5	2	0
US	1	4	654	EXACT	1	1	1	0	0	7	5	40	62	13	3	1	0	17	0.36443449342783124	0	0	1	8	5	2	0
US	1	4	686	EXACT	1	1	1	0	0	7	5	40	54	25	3	1	0	17	0.36443449342783124	0	1	1	20	5	2	0
US	1	4	728	EXACT	1	1	1	0	0	7	5	40	119	41	4	1	0	17	0.36443449342783124	0	1	1	6	5	2	0
US	1	4	752	EXACT	1	1	1	0	0	7	5	40	141	6	2	21	0	17	0.36443449342783124	0	0	0	121	5	2	0
US	1	4	847	EXACT	1	1	1	0	0	7	5	40	94	23	3	1	0	17	0.36443449342783124	0	0	1	57	5	2	0
US	1	4	866	EXACT	1	1	1	0	0	7	5	40	211	8	2	1	0	17	0.36443449342783124	0	0	1	176	5	2	0
US	1	4	898	EXACT	1	1	1	0	0	7	5	40	50	24	3	1	0	17	0.36443449342783124	0	0	1	20	5	2	0
US	1	4	931	EXACT	1	1	1	0	0	7	5	40	202	2	1	3	0	17	0.36443449342783124	0	0	0	140	5	2	0
US	1	4	986	EXACT	2	2	2	0	0	14	12	40	623	26	3	27	0	10	0.2795084971874737	0	4	0	24	4	2	0
US	0	0	52	EXACT	1	1	1	0	0	7	5	40	48	27	3	1	0	40	0.5270462766947299	0	0	0	4	4	4	0
US	1	0	53	EXACT	2	2	2	0	0	14	12	40	53	12	3	3	0	16	0.3333333333333333	0	0	0	2	2	5	0
US	0	0	59	EXACT	2	2	2	0	0	14	12	40	58	1	0	2	0	53	0.6066758241067098	0	0	0	4	4	4	0
US	1	1	63	EXACT	1	1	1	0	0	7	5	40	60	3	2	1	1	17	0.3435921354681384	0	0	0	3	3	5	0
US	0	1	74	EXACT	1	1	1	0	0	7	5	40	72	3	2	2	0	40	0.5270462766947299	0	0	0	4	3	4	0
US	0	1	97	EXACT	1	1	1	0	0	7	5	40	13	5	2	6	0	64	0.6666666666666666	0	0	0	8	5	3	0
US	0	1	102	EXACT	1	1	1	0	0	7	5	40	34	2	1	1	0	65	0.6718548123582124	0	0	0	12	5	3	0
US	0	1	111	EXACT	3	3	3	0	0	21	19	40	7	2	1	1	0	36	0.5	0	0	1	3	3	4	0
US	0	1	135	EXACT	1	1	1	0	0	7	5	40	20	5	2	1	0	64	0.6666666666666666	0	0	0	7	5	3	0
US	0	1	143	EXACT	1	1	1	0	0	7	5	40	23	6	2	8	0	64	0.6666666666666666	0	0	0	5	5	3	0
US	0	1	145	EXACT	1	1	1	0	0	7	5	40	81	1	0	10	0	73	0.7120003121097942	0	0	0	29	5	2	0
US	0	1	170	EXACT	1	1	1	0	0	7	5	40	34	2	1	1	0	65	0.6718548123582124	0	0	0	14	5	3	0
US	0	1	179	EXACT	1	1	1	0	0	7	5	40	79	1	0	6	0	53	0.6066758241067098	0	0	0	72	5	4	0
US	1	2	180	EXACT	1	1	1	0	0	7	5	40	36	1	0	13	0	34	0.4859126579037751	0	0	0	10	5	5	0
US	0	2	204	EXACT	1	1	1	0	0	7	5	40	19	1	0	5	0	73	0.7120003121097942	0	0	0	7	5	2	0
US	0	2	207	EXACT	1	1	1	0	0	7	5	40	15	6	2	8	0	64	0.6666666666666666	0	0	0	5	5	3	0
US	0	2	222	EXACT	1	1	1	0	0	7	5	40	10	3	2	1	0	73	0.7120003121097942	0	0	0	5	5	2	0
US	0	2	235	EXACT	2	2	2	0	0	14	12	40	83	6	2	1	0	53	0.6066758241067098	0	0	1	82	4	4	0
US	0	2	239	EXACT	1	1	1	0	0	7	5	40	31	8	2	1	0	58	0.6346477588219924	0	0	0	9	4	5	0
US	0	2	244	EXACT	1	1	1	0	0	7	5	40	76	4	2	1	0	68	0.6871842709362768	0	0	0	68	5	3	0
US	0	3	252	EXACT	1	1	1	0	0	7	5	40	12	4	2	6	0	64	0.6666666666666666	0	0	0	6	5	4	0
US	0	3	253	EXACT	1	1	1	0	0	7	2	40	97	1	0	8	0	73	0.7120003121097942	0	1	0	92	6	2	0
US	0	3	256	EXACT	1	1	1	0	0	7	5	40	56	1	0	2	0	73	0.7120003121097942	0	0	0	26	5	2	0
US	0	3	270	EXACT	1	1	1	0	0	7	5	40	14	1	0	2	0	64	0.6666666666666666	0	0	0	6	2	4	0
US	1	3	271	EXACT	1	1	1	0	0	7	5	40	19	2	1	1	0	26	0.4249182927993987	0	0	0	16	5	10	0
US	0	3	275	EXACT	1	1	1	0	0	7	5	40	14	4	2	5	0	64	0.6666666666666666	0	0	0	3	3	4	0
US	0	3	279	EXACT	1	1	1	0	0	7	5	40	31	5	2	1	0	58	0.6346477588219924	0	0	0	27	5	5	0
US	0	3	297	EXACT	1	1	1	0	0	7	5	40	26	10	3	1	0	90	0.7905694150420949	0	0	0	5	5	2	0
US	0	3	303	EXACT	1	1	1	0	0	7	5	40	24	1	0	-1	0	58	0.6346477588219924	0	0	0	4	4	5	0
US	0	3	324	EXACT	2	2	2	0	0	14	12	40	20	3	2	1	0	82	0.7546154281781181	0	0	1	14	4	3	0
US	0	3	330	EXACT	1	1	1	0	0	7	5	40	5	-1	5	1	0	100	0.8333333333333334	0	0	1	5	5	2	0
US	0	3	349	EXACT	1	1	1	0	0	7	5	40	51	1	0	24	0	58	0.6346477588219924	0	0	0	6	4	6	0
US	0	3	370	EXACT	1	1	1	0	0	7	5	40	20	1	0	-1	0	58	0.6346477588219924	0	0	0	5	4	6	0
US	0	4	560	EXACT	1	1	1	0	0	7	5	40	189	157	4	1	0	169	1.0833333333333333	0	0	0	5	5	1	0
US	1	0	45	EXACT	1	1	1	0	0	7	5	40	45	12	3	13	0	13	0.1414213562373095	0	0	0	5	5	2	0
US	1	2	207	EXACT	1	1	1	0	0	7	5	40	204	4	2	1	1	130	0.4472135954999579	0	0	1	30	5	1	0
US	0	2	214	EXACT	1	1	1	0	0	7	5	40	108	64	4	65	0	346	0.7295941970079617	0	0	0	5	5	3	0
US	0	3	329	EXACT	1	1	1	0	0	7	5	40	325	4	2	1	0	530	0.9029864978971808	0	0	1	5	5	2	0
US	0	3	354	EXACT	1	1	1	0	0	7	5	40	352	4	2	1	0	549	0.9190295885418405	0	0	0	8	5	3	0
US	0	3	454	EXACT	1	1	1	0	0	7	5	40	6	-1	5	-1	0	656	1.0046047826039697	0	0	0	5	5	2	0
US	0	4	541	EXACT	1	1	1	0	0	7	5	40	9	6	2	-1	0	730	1.059753236879663	0	0	0	5	5	1	0
US	0	4	566	EXACT	1	1	0	1	0	18	15	40	448	1	0	5	0	514	0.8892520625611339	0	0	0	3	2	4	2
US	0	4	570	EXACT	1	1	1	0	0	7	5	40	355	1	0	7	0	656	1.0046047826039697	0	0	0	5	5	2	0
US	0	4	573	EXACT	1	1	0	1	0	18	15	40	229	1	0	8	0	481	0.8602325267042626	0	0	0	4	2	4	2
US	0	4	574	EXACT	2	2	2	0	0	14	12	40	366	1	0	3	0	586	0.9494937922590445	0	0	0	10	4	5	2
US	0	4	575	EXACT	1	1	0	1	0	18	15	40	195	1	0	8	0	481	0.8602325267042626	0	0	0	4	2	3	2
US	0	4	583	EXACT	1	1	0	1	0	18	8	40	99	1	0	4	0	481	0.8602325267042626	0	0	1	11	2	5	3
US	0	4	604	EXACT	1	1	1	0	0	7	5	40	309	1	0	-1	0	265	0.6385078759829887	0	0	0	16	5	6	3
US	1	0	50	EXACT	1	1	1	0	0	7	5	40	47	7	2	21	0	9	0.15152288168283162	0	0	1	11	4	4	0
US	1	0	59	EXACT	2	2	2	0	0	14	12	40	59	2	1	1	0	2	0.07142857142857144	0	0	0	3	3	4	0
US	1	1	94	EXACT	1	1	1	0	0	7	5	40	93	1	0	2	0	37	0.3072259023943795	0	0	0	9	4	2	0
US	0	2	180	EXACT	2	2	2	0	0	14	12	40	176	5	2	1	0	208	0.7284313590846835	0	0	0	3	3	4	0
US	0	2	186	EXACT	1	1	1	0	0	7	5	40	86	1	0	8	0	250	0.7985957062499248	0	0	0	11	3	3	0
US	0	2	196	EXACT	1	1	1	0	0	7	5	40	77	6	2	1	0	225	0.7576144084141581	0	0	0	5	5	3	0
US	1	2	216	EXACT	2	2	2	0	0	14	12	40	120	1	0	16	0	26	0.25753937681885636	0	0	0	51	4	5	0
US	1	2	220	EXACT	1	1	1	0	0	7	5	40	132	1	0	3	0	4	0.10101525445522107	0	0	1	19	5	3	0
US	1	2	240	EXACT	1	1	1	0	0	7	5	40	172	3	2	1	0	36	0.30304576336566325	0	0	0	5	5	5	0
US	0	2	241	EXACT	2	2	2	0	0	14	12	40	44	1	0	18	0	208	0.7284313590846835	0	0	0	4	3	4	0
US	0	3	255	EXACT	2	2	2	0	0	14	12	40	37	1	0	8	0	208	0.7284313590846835	0	0	0	4	2	4	0
US	0	3	271	EXACT	1	1	1	0	0	7	5	40	67	3	2	1	0	250	0.7985957062499248	0	0	0	60	4	3	0
US	0	3	272	EXACT	1	1	1	0	0	7	5	40	48	1	0	28	0	208	0.7284313590846835	0	0	0	8	5	4	0
US	1	3	279	EXACT	1	1	1	0	0	7	5	40	207	2	1	1	0	53	0.36770107646382144	0	0	0	122	5	3	0
US	0	3	286	EXACT	2	2	2	0	0	14	12	40	74	1	0	11	0	208	0.7284313590846835	0	0	0	9	4	4	0
US	1	3	289	EXACT	1	1	1	0	0	7	5	40	80	6	2	19	0	81	0.4545686450484948	0	0	1	5	5	1	0
US	0	3	313	EXACT	1	1	1	0	0	7	5	40	57	3	2	1	0	250	0.7985957062499248	0	0	0	6	4	4	0
US	1	3	314	EXACT	1	1	1	0	0	7	5	40	73	5	2	-1	0	81	0.4545686450484948	0	0	0	5	5	1	0
US	0	3	339	EXACT	2	2	2	0	0	14	12	40	25	3	2	-1	0	225	0.7576144084141581	0	0	0	3	3	4	0
US	1	3	354	EXACT	1	1	1	0	0	7	5	40	67	3	2	-1	0	81	0.4545686450484948	0	0	0	13	5	1	0
US	1	3	364	EXACT	1	1	1	0	0	7	5	40	84	1	0	28	0	50	0.35714285714285715	0	0	0	45	5	3	0
US	0	3	366	EXACT	1	1	1	0	0	7	5	40	94	5	2	1	0	130	0.5758755534498964	0	0	0	38	5	3	0
US	0	3	378	EXACT	1	1	1	0	0	7	5	40	376	10	3	1	0	106	0.5200078492343227	0	1	0	180	5	2	0
US	1	3	387	EXACT	1	1	1	0	0	7	5	40	66	4	2	14	0	37	0.3072259023943795	0	0	0	40	5	5	0
US	1	3	398	EXACT	1	1	1	0	0	7	5	40	108	1	0	20	0	36	0.30304576336566325	0	0	0	58	4	5	0
US	1	3	401	EXACT	1	1	1	0	0	7	5	40	61	1	0	5	0	81	0.4545686450484948	0	0	0	15	5	1	0
US	1	3	433	EXACT	1	1	1	0	0	7	5	40	68	3	2	1	0	49	0.3535533905932738	0	0	0	14	5	4	0
US	1	3	440	EXACT	1	1	1	0	0	7	5	40	61	1	0	43	0	81	0.4545686450484948	0	0	0	16	5	1	0
US	1	3	448	EXACT	1	1	1	0	0	7	5	40	71	1	0	4	0	50	0.35714285714285715	0	0	0	28	4	4	1
US	1	3	450	EXACT	1	1	1	0	0	7	5	40	95	4	2	13	0	25	0.2525381361380527	0	0	0	10	3	5	1
US	0	3	460	EXACT	1	1	1	0	0	7	5	40	58	5	2	1	0	100	0.5050762722761054	0	0	0	11	5	3	1
US	0	3	472	EXACT	1	1	1	0	0	7	5	40	84	5	2	1	0	100	0.5050762722761054	0	0	0	9	5	3	1
US	1	3	474	EXACT	1	1	1	0	0	7	5	40	334	1	0	5	0	52	0.36421567954234174	0	0	0	275	4	5	1
US	0	3	476	EXACT	1	1	1	0	0	7	5	40	77	2	1	1	0	130	0.5758755534498964	0	0	0	26	5	2	0
US	1	4	504	EXACT	1	1	1	0	0	7	5	40	31	1	0	10	0	89	0.4764880022902262	0	0	0	18	5	5	2
US	1	4	509	EXACT	1	1	1	0	0	7	1	40	63	1	0	2	0	64	0.40406101782088427	0	0	2	13	4	3	0
US	1	4	521	EXACT	1	1	1	0	0	7	1	40	72	1	0	4	0	40	0.31943828249996997	0	0	0	19	3	4	2
US	1	4	545	EXACT	1	1	1	0	0	7	1	40	104	1	0	27	0	68	0.4164965639175215	0	0	0	16	4	1	1
US	1	4	585	EXACT	1	1	1	0	0	7	1	40	89	2	1	1	0	64	0.40406101782088427	0	0	0	35	4	3	0
US	1	4	590	EXACT	1	1	1	0	0	7	1	40	115	2	1	1	0	37	0.3072259023943795	0	0	0	45	3	6	2
US	1	4	592	EXACT	1	1	1	0	0	7	1	40	87	1	0	6	0	40	0.31943828249996997	0	0	0	45	4	4	2
US	1	4	613	EXACT	2	2	2	0	0	14	12	40	136	1	0	4	0	41	0.3234066120763363	0	0	0	74	3	6	2
US	1	4	614	OVER	2	2	2	0	0	7	1	40	120	1	0	2	0	41	0.3234066120763363	0	0	0	36	3	6	2
US	1	4	614	OVER	2	2	2	0	0	7	5	40	163	1	0	6	0	34	0.29450754468697576	0	0	1	109	3	7	2
US	1	4	672	EXACT	1	1	0	1	0	18	8	40	211	1	0	11	0	61	0.3944771791852593	0	0	0	100	2	5	2
US	1	4	677	EXACT	1	1	0	1	0	18	15	40	86	1	0	5	0	58	0.38465462908103604	0	0	1	24	2	6	2
US	1	4	679	EXACT	1	1	1	0	0	7	1	40	64	1	0	-1	0	17	0.20824828195876074	0	0	0	13	3	11	2
US	1	4	681	EXACT	1	1	0	1	0	18	15	40	159	1	0	10	0	74	0.4344830378784443	0	0	0	69	2	4	2
US	1	4	681	EXACT	1	1	1	0	0	7	1	40	95	2	1	1	0	50	0.35714285714285715	0	0	0	33	4	5	1
US	1	4	682	EXACT	1	1	1	0	0	7	1	40	68	1	0	2	0	85	0.465657314657332	0	0	0	42	3	3	2
US	1	4	683	EXACT	1	1	1	0	0	7	1	40	137	1	0	2	0	20	0.22587697572631282	0	0	0	103	4	8	2
US	1	4	703	EXACT	1	1	1	0	0	7	1	40	110	1	0	3	0	53	0.36770107646382144	0	0	1	24	4	5	2
US	1	4	742	EXACT	1	1	1	0	0	7	1	40	62	2	1	1	0	53	0.36770107646382144	0	0	0	15	4	5	2
US	1	4	747	EXACT	2	2	2	0	0	14	8	40	74	2	1	1	0	58	0.38465462908103604	0	0	0	2	2	7	2
US	1	4	757	EXACT	1	1	1	0	0	7	1	40	75	1	0	-1	0	40	0.31943828249996997	0	0	0	13	4	5	2
US	1	4	763	EXACT	2	2	1	1	0	25	19	40	80	1	0	-1	0	58	0.38465462908103604	0	0	0	20	2	7	2
US	1	4	765	EXACT	1	1	1	0	0	7	1	40	87	1	0	-1	0	53	0.36770107646382144	0	0	0	12	4	5	2
US	1	4	794	EXACT	1	1	1	0	0	7	1	40	90	2	1	1	0	53	0.36770107646382144	0	0	0	9	3	5	2
US	1	4	800	EXACT	1	1	1	0	0	7	1	40	57	1	0	15	0	40	0.31943828249996997	0	0	0	20	4	5	2
US	0	4	808	EXACT	1	1	1	0	0	7	5	40	42	11	3	1	0	202	0.7178482586514922	0	0	1	12	5	5	0
US	0	4	819	EXACT	2	2	2	0	0	14	12	40	55	1	0	2	0	202	0.7178482586514922	0	0	0	5	3	6	0
US	1	4	824	EXACT	1	1	1	0	0	7	1	40	76	3	2	1	0	53	0.36770107646382144	0	0	0	9	3	5	2
US	1	4	832	EXACT	1	1	1	0	0	7	1	40	74	2	1	1	0	58	0.38465462908103604	0	0	0	21	3	7	2
US	0	4	843	EXACT	1	1	1	0	0	7	5	40	34	2	1	1	0	202	0.7178482586514922	0	0	0	3	3	6	0
US	1	4	866	EXACT	1	1	1	0	0	7	1	40	71	2	1	1	0	53	0.36770107646382144	0	0	0	8	2	5	2
US	1	4	873	EXACT	1	1	1	0	0	7	1	40	53	2	1	1	0	53	0.36770107646382144	0	0	0	13	3	5	2
US	0	4	882	EXACT	1	1	1	0	0	7	5	40	15	1	0	-1	0	233	0.7709654694615322	0	0	0	6	4	3	0
US	1	4	896	EXACT	1	1	1	0	0	7	1	40	71	3	2	1	0	53	0.36770107646382144	0	0	0	9	3	5	2
US	0	4	900	EXACT	1	1	1	0	0	7	5	40	56	1	0	-1	0	233	0.7709654694615322	0	0	0	6	5	3	0
US	0	4	930	EXACT	1	1	1	0	0	7	5	40	29	1	0	-1	0	233	0.7709654694615322	0	0	0	6	4	3	0
US	1	4	945	EXACT	1	1	1	0	0	7	1	40	71	2	1	1	0	53	0.36770107646382144	0	0	0	15	3	5	2
US	0	4	958	EXACT	1	1	1	0	0	7	5	40	61	1	0	-1	0	233	0.7709654694615322	0	0	0	6	5	3	0
US	1	4	960	EXACT	1	1	1	0	0	7	5	40	526	349	4	1	0	50	0.35714285714285715	0	0	1	461	5	5	2
US	1	4	966	EXACT	1	1	1	0	0	7	5	40	456	1	0	2	0	49	0.3535533905932738	0	0	2	379	5	5	2
US	1	4	975	EXACT	1	1	1	0	0	7	5	40	92	1	0	26	0	25	0.2525381361380527	0	0	1	10	5	8	2
US	0	4	978	EXACT	1	1	1	0	0	7	5	40	17	5	2	8	0	202	0.7178482586514922	0	0	0	8	4	6	0
US	0	4	980	EXACT	1	1	1	0	0	7	5	40	49	1	0	7	0	202	0.7178482586514922	0	0	0	8	4	6	0
US	0	4	991	EXACT	1	1	1	0	0	7	5	40	24	4	2	1	0	202	0.7178482586514922	0	0	0	5	5	6	0
US	1	4	999	EXACT	1	1	1	0	0	7	5	40	166	3	2	4	0	1	0.050507627227610534	2	0	4	13	5	12	2
US	0	1	72	EXACT	1	1	1	0	0	7	5	40	71	1	0	3	0	37	1.0752906583803281	0	1	0	32	5	1	0
US	1	0	48	EXACT	2	2	1	1	0	25	8	40	48	2	1	1	0	34	0.29450754468697576	0	0	0	3	3	2	1
US	1	1	67	EXACT	1	1	1	0	0	7	5	40	64	12	3	1	1	5	0.11293848786315641	0	0	2	15	5	2	1
US	1	1	84	EXACT	1	1	1	0	0	7	5	40	82	3	2	1	0	53	0.36770107646382144	0	0	1	6	5	4	1
US	1	1	158	EXACT	1	1	1	0	0	7	5	40	49	5	2	1	0	109	0.52731510929405	0	0	0	18	5	3	0
US	1	1	164	EXACT	1	1	1	0	0	7	5	40	62	3	2	1	0	85	0.465657314657332	0	0	0	7	5	6	1
US	1	2	195	EXACT	1	1	1	0	0	7	5	40	98	2	1	1	0	73	0.4315373561998061	0	0	0	20	5	7	1
US	1	2	210	EXACT	1	1	1	0	0	7	5	40	209	1	0	17	0	37	0.3072259023943795	0	0	0	100	3	9	1
US	0	2	218	EXACT	1	1	1	0	0	7	5	40	213	1	0	41	0	106	0.5200078492343227	0	0	1	95	5	4	0
US	0	2	230	EXACT	2	2	2	0	0	14	12	40	49	1	0	-1	0	106	0.5200078492343227	0	0	0	3	3	6	0
US	1	3	256	OVER	3	3	3	0	0	14	12	40	64	2	1	1	0	65	0.40720550896397784	0	0	1	10	4	7	0
US	1	3	269	EXACT	1	1	1	0	0	7	5	40	51	1	0	-1	0	73	0.4315373561998061	0	0	0	5	4	11	1
US	1	3	272	EXACT	1	1	1	0	0	7	5	40	61	1	0	4	0	73	0.4315373561998061	0	0	0	6	4	11	1
US	0	3	309	EXACT	1	1	1	0	0	7	5	40	106	1	0	7	0	145	0.6081923702116572	0	0	0	21	5	6	0
US	0	3	372	EXACT	1	1	1	0	0	7	5	40	24	5	2	1	0	260	0.8144110179279557	0	0	0	5	5	6	0
US	1	3	385	EXACT	1	1	1	0	0	7	5	40	43	3	2	33	0	101	0.5075953715554248	0	0	0	17	5	3	0
US	1	3	400	EXACT	1	1	1	0	0	7	5	40	46	1	0	15	0	80	0.45175395145262565	0	0	0	13	4	11	0
US	0	3	412	EXACT	1	1	1	0	0	7	5	40	50	1	0	3	0	117	0.5463235193135128	0	0	0	33	5	7	0
US	1	3	421	EXACT	1	1	1	0	0	7	5	40	50	1	0	-1	0	82	0.45736601695948925	0	0	0	12	5	3	0
US	0	0	11	EXACT	1	1	1	0	0	7	5	40	11	6	2	5	0	40	0.5270462766947299	0	0	1	5	5	1	0
US	0	0	33	EXACT	1	1	0	1	0	18	4	40	31	8	2	1	0	580	0.9446203958774616	0	0	0	4	2	0	2
US	0	1	67	EXACT	1	1	0	1	0	18	4	40	66	4	2	1	0	580	0.9446203958774616	0	0	0	4	2	0	2
US	1	0	50	EXACT	1	1	1	0	1	7	5	40	50	13	3	1	0	17	0.3435921354681384	0	0	0	5	5	0	0
US	0	3	337	EXACT	1	1	0	1	0	18	4	40	335	307	4	1	0	394	1.0025477748298715	0	0	1	11	2	0	2
US	1	0	58	EXACT	1	1	1	0	0	7	5	40	58	34	4	8	0	5	0.13176156917368248	0	0	2	3	3	2	0
US	1	1	75	EXACT	1	1	1	0	0	7	5	40	72	4	2	6	0	5	0.13176156917368248	0	0	2	5	5	2	0
US	1	1	174	EXACT	1	1	1	0	0	7	5	40	50	6	2	12	0	5	0.13176156917368248	0	0	5	29	5	2	0
US	1	2	214	EXACT	1	1	1	0	0	7	5	40	214	5	2	1	0	4	0.35355339059327373	0	0	0	5	5	1	0
US	1	0	59	EXACT	1	1	1	0	0	7	1	40	59	10	3	1	0	40	0.31943828249996997	0	0	1	14	4	1	1
US	0	1	132	EXACT	1	1	1	0	0	7	5	40	40	2	1	1	0	208	0.7284313590846835	0	0	0	4	4	3	0
US	0	1	164	EXACT	1	1	1	0	0	7	5	40	57	3	2	1	0	193	0.7016743822995892	0	0	0	3	3	4	0
US	0	2	222	EXACT	1	1	1	0	0	7	5	40	57	3	2	1	0	193	0.7016743822995892	0	0	0	3	3	4	0
US	0	2	236	EXACT	1	1	1	0	0	7	5	40	13	3	2	1	0	193	0.7016743822995892	0	0	0	3	3	4	0
US	0	3	279	EXACT	1	1	1	0	0	7	5	40	277	5	2	1	0	164	0.6468132241526726	0	0	0	6	5	4	0
US	1	3	292	EXACT	1	1	1	0	0	7	5	40	289	7	2	1	1	9	0.15152288168283162	0	0	3	5	5	1	1
US	0	3	327	EXACT	2	2	2	0	0	14	12	40	26	3	2	1	0	193	0.7016743822995892	0	0	0	3	3	4	0
US	0	3	363	EXACT	2	2	2	0	0	14	12	40	63	3	2	1	0	193	0.7016743822995892	0	0	0	2	2	4	0
US	0	0	12	EXACT	1	1	1	0	0	7	5	40	12	2	1	8	0	20	0.6388765649999399	0	0	0	5	5	1	0
US	0	0	18	EXACT	1	1	1	0	0	7	5	40	14	4	2	-1	0	20	0.6388765649999399	0	0	0	5	5	1	0
