file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
_v171late160ammo__antler__902.json	BUILD	0	0	builder_bot	8	4	4	68	14	18
_v171late160ammo__antler__902.json	BUILD	0	1	builder_bot	5	12	1	65	14	18
_v171late160ammo__antler__902.json	BUILD	1	0	builder_bot	5	6	5	37	14	18
_v171late160ammo__antler__902.json	BUILD	1	1	builder_bot	7	14	5	101	14	18
_v171late160ammo__antler__902.json	BUILD	2	0	builder_bot	5	5	2	50	14	18
_v171late160ammo__antler__902.json	BUILD	2	1	builder_bot	6	14	4	100	14	18
_v171late160ammo__antler__902.json	BUILD	2	1	harvester	7	15	10	122	14	18
_v171late160ammo__antler__902.json	BUILD	3	0	builder_bot	8	3	5	85	14	18
_v171late160ammo__antler__902.json	BUILD	3	1	builder_bot	5	14	5	101	14	18
_v171late160ammo__antler__902.json	BUILD	4	0	builder_bot	7	3	2	82	14	18
_v171late160ammo__antler__902.json	BUILD	4	1	builder_bot	8	12	4	68	14	18
_v171late160ammo__antler__902.json	BUILD	4	1	conveyor	7	14	5	101	14	18
_v171late160ammo__antler__902.json	BUILD	5	1	harvester	5	16	17	145	14	18
_v171late160ammo__antler__902.json	BUILD	5	0	harvester	7	2	5	101	14	18
_v171late160ammo__antler__902.json	BUILD	6	1	sentinel	4	7	29	13	14	18
_v171late160ammo__antler__902.json	BUILD	6	0	harvester	5	1	10	122	14	18
_v171late160ammo__antler__902.json	BUILD	7	0	sentinel	9	10	45	13	14	18
_v171late160ammo__antler__902.json	BUILD	7	1	sentinel	3	8	25	25	14	18
_v171late160ammo__antler__902.json	BUILD	7	1	conveyor	6	16	16	144	14	18
_v171late160ammo__antler__902.json	BUILD	7	0	conveyor	7	3	2	82	14	18
_v171late160ammo__antler__902.json	BUILD	8	0	sentinel	7	10	37	5	14	18
_v171late160ammo__antler__902.json	BUILD	8	0	conveyor	5	2	5	101	14	18
_v171late160ammo__antler__902.json	BUILD	10	0	barrier	8	12	68	4	14	18
_v171late160ammo__antler__902.json	BUILD	27	0	conveyor	5	3	2	82	14	18
_v171late160ammo__antler__902.json	BUILD	29	0	conveyor	5	4	1	65	14	18
_v171late160ammo__antler__902.json	DEATH	199	1	core	6	12	0	64	14	18
_v171late160ammo__antler__906.json	BUILD	0	0	builder_bot	5	5	2	50	14	18
_v171late160ammo__antler__906.json	BUILD	0	1	builder_bot	8	14	8	104	14	18
_v171late160ammo__antler__906.json	BUILD	1	0	builder_bot	8	6	8	40	14	18
_v171late160ammo__antler__906.json	BUILD	1	1	builder_bot	7	11	2	50	14	18
_v171late160ammo__antler__906.json	BUILD	2	0	builder_bot	7	3	2	82	14	18
_v171late160ammo__antler__906.json	BUILD	2	1	builder_bot	7	14	5	101	14	18
_v171late160ammo__antler__906.json	BUILD	3	0	builder_bot	7	6	5	37	14	18
_v171late160ammo__antler__906.json	BUILD	3	1	builder_bot	6	14	4	100	14	18
_v171late160ammo__antler__906.json	BUILD	3	0	harvester	7	2	5	101	14	18
_v171late160ammo__antler__906.json	BUILD	3	1	harvester	7	15	10	122	14	18
_v171late160ammo__antler__906.json	BUILD	4	0	builder_bot	6	6	4	36	14	18
_v171late160ammo__antler__906.json	BUILD	4	1	builder_bot	5	14	5	101	14	18
_v171late160ammo__antler__906.json	BUILD	5	0	conveyor	7	3	2	82	14	18
_v171late160ammo__antler__906.json	BUILD	6	1	conveyor	7	14	5	101	14	18
_v171late160ammo__antler__906.json	BUILD	6	1	harvester	5	16	17	145	14	18
_v171late160ammo__antler__906.json	BUILD	7	1	sentinel	5	11	2	50	14	18
_v171late160ammo__antler__906.json	BUILD	8	0	builder_bot	5	3	2	82	14	18
_v171late160ammo__antler__906.json	BUILD	8	0	harvester	5	1	10	122	14	18
_v171late160ammo__antler__906.json	BUILD	8	1	conveyor	6	16	16	144	14	18
_v171late160ammo__antler__906.json	BUILD	8	0	harvester	3	7	18	34	14	18
_v171late160ammo__antler__906.json	BUILD	10	0	conveyor	5	2	5	101	14	18
_v171late160ammo__antler__906.json	BUILD	10	1	conveyor	6	15	9	121	14	18
_v171late160ammo__antler__906.json	BUILD	10	0	sentinel	5	6	5	37	14	18
_v171late160ammo__antler__906.json	BUILD	11	0	conveyor	4	7	13	29	14	18
_v171late160ammo__antler__906.json	BUILD	12	0	conveyor	5	3	2	82	14	18
_v171late160ammo__antler__906.json	BUILD	12	1	conveyor	6	14	4	100	14	18
_v171late160ammo__antler__906.json	BUILD	13	1	sentinel	7	10	5	37	14	18
_v171late160ammo__antler__906.json	BUILD	13	1	harvester	3	10	13	45	14	18
_v171late160ammo__antler__906.json	BUILD	13	0	conveyor	4	6	8	40	14	18
_v171late160ammo__antler__906.json	BUILD	14	0	conveyor	5	4	1	65	14	18
_v171late160ammo__antler__906.json	BUILD	15	1	conveyor	3	11	10	58	14	18
_v171late160ammo__antler__906.json	DEATH	15	1	sentinel	5	11	2	50	14	18
_v171late160ammo__antler__906.json	BUILD	17	1	conveyor	3	12	9	73	14	18
_v171late160ammo__antler__906.json	BUILD	19	0	barrier	8	12	68	4	14	18
_v171late160ammo__antler__906.json	BUILD	20	1	barrier	8	5	53	5	14	18
_v171late160ammo__antler__906.json	BUILD	20	1	conveyor	3	13	10	90	14	18
_v171late160ammo__antler__906.json	BUILD	22	0	barrier	6	11	49	1	14	18
_v171late160ammo__antler__906.json	BUILD	23	0	barrier	7	11	50	2	14	18
_v171late160ammo__antler__906.json	BUILD	24	1	conveyor	4	13	5	85	14	18
_v171late160ammo__antler__906.json	BUILD	26	1	conveyor	5	13	2	82	14	18
_v171late160ammo__antler__906.json	BUILD	28	1	barrier	7	6	37	5	14	18
_v171late160ammo__antler__906.json	BUILD	30	0	barrier	5	12	65	1	14	18
_v171late160ammo__antler__906.json	BUILD	31	0	gunner	9	8	25	25	14	18
_v171late160ammo__antler__906.json	DEATH	39	1	sentinel	7	10	5	37	14	18
_v171late160ammo__antler__906.json	BUILD	40	1	harvester	12	14	40	136	14	18
_v171late160ammo__antler__906.json	BUILD	44	1	conveyor	12	13	37	117	14	18
_v171late160ammo__antler__906.json	BUILD	46	1	conveyor	12	12	36	100	14	18
_v171late160ammo__antler__906.json	BUILD	48	1	conveyor	12	11	37	85	14	18
_v171late160ammo__antler__906.json	BUILD	49	1	sentinel	5	9	10	26	14	18
_v171late160ammo__antler__906.json	BUILD	50	1	conveyor	11	11	26	74	14	18
_v171late160ammo__antler__906.json	BUILD	52	1	conveyor	10	11	17	65	14	18
_v171late160ammo__antler__906.json	DEATH	52	1	builder_bot	8	8	20	20	14	18
_v171late160ammo__antler__906.json	DEATH	53	1	sentinel	5	9	10	26	14	18
_v171late160ammo__antler__906.json	BUILD	54	1	conveyor	9	11	10	58	14	18
_v171late160ammo__antler__906.json	DEATH	55	1	builder_bot	5	8	17	17	14	18
_v171late160ammo__antler__906.json	BUILD	56	1	conveyor	8	11	5	53	14	18
_v171late160ammo__antler__906.json	BUILD	62	0	harvester	9	0	25	153	14	18
_v171late160ammo__antler__906.json	BUILD	64	1	sentinel	8	6	40	8	14	18
_v171late160ammo__antler__906.json	BUILD	64	0	conveyor	8	0	20	148	14	18
_v171late160ammo__antler__906.json	BUILD	66	0	conveyor	8	1	13	125	14	18
_v171late160ammo__antler__906.json	BUILD	68	0	conveyor	8	2	8	104	14	18
_v171late160ammo__antler__906.json	BUILD	69	1	barrier	6	6	36	4	14	18
_v171late160ammo__antler__906.json	BUILD	70	0	barrier	8	13	85	5	14	18
_v171late160ammo__antler__906.json	BUILD	73	1	sentinel	3	8	25	25	14	18
_v171late160ammo__antler__906.json	BUILD	81	1	barrier	5	5	50	2	14	18
_v171late160ammo__antler__906.json	BUILD	84	0	gunner	4	3	5	85	14	18
_v171late160ammo__antler__906.json	DEATH	108	1	builder_bot	5	3	82	2	14	18
_v171late160ammo__antler__906.json	BUILD	116	0	sentinel	4	2	8	104	14	18
_v171late160ammo__antler__906.json	DEATH	116	0	core	6	4	0	64	14	18
_v171late160ammo__antler__910.json	BUILD	0	0	builder_bot	5	6	5	37	14	18
_v171late160ammo__antler__910.json	BUILD	0	1	builder_bot	8	14	8	104	14	18
