file	team	band	metric	n
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_1.replay26	0	r200-300	build_conveyor	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	build_builder_bot	6
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_builder_bot	7
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	build_harvester	3
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_conveyor	15
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	build_conveyor	25
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_harvester	3
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_sentinel	3
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	batk	30
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	shot	44
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	build_gunner	3
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	shot	68
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	batk	98
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_barrier	6
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	build_sentinel	4
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r0-150	build_barrier	3
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_launcher	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r0-150	build_gunner	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r150-200	shot	33
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r150-200	build_builder_bot	2
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r150-200	shot	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r150-200	batk	33
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r150-200	build_barrier	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r150-200	build_sentinel	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r150-200	build_sentinel	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r200-300	batk	22
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r200-300	batk	49
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r200-300	shot	33
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r200-300	shot	79
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r200-300	build_gunner	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r200-300	build_sentinel	4
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r200-300	build_barrier	2
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r300+	batk	10
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	0	r300+	shot	5
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	1	r300+	shot	9
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_builder_bot	5
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	build_builder_bot	4
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_conveyor	16
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	build_conveyor	56
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_harvester	3
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	build_harvester	4
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_launcher	4
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_barrier	4
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	build_gunner	3
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	batk	30
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	shot	9
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	1	r0-150	build_barrier	2
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_sentinel	2
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	build_gunner	2
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r0-150	shot	26
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r150-200	shot	25
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r200-300	shot	50
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	0	r300+	shot	123
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	build_builder_bot	5
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	1	r0-150	build_builder_bot	5
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	build_conveyor	6
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	1	r0-150	build_conveyor	22
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	build_launcher	6
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	1	r0-150	build_harvester	3
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	batk	115
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	build_harvester	1
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	build_barrier	7
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	build_sentinel	2
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r0-150	shot	12
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	1	r0-150	build_gunner	3
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	1	r0-150	shot	121
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	1	r0-150	build_sentinel	2
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	0	r150-200	shot	18
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	build_builder_bot	6
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	build_builder_bot	5
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	build_conveyor	21
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	build_launcher	4
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	build_conveyor	31
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	build_harvester	4
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	build_harvester	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	build_barrier	5
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	batk	83
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	batk	163
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	build_barrier	6
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	build_sentinel	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	0	r0-150	shot	21
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	build_sentinel	2
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	shot	42
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	build_builder_bot	6
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_builder_bot	5
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_launcher	5
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_conveyor	22
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	build_conveyor	43
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_harvester	3
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	build_harvester	5
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_barrier	3
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	batk	45
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	build_barrier	8
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	build_sentinel	2
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	batk	37
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r0-150	shot	62
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_gunner	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	shot	26
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	build_sentinel	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r150-200	shot	41
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r150-200	build_builder_bot	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r150-200	shot	19
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r150-200	build_sentinel	2
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r150-200	build_barrier	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r150-200	build_builder_bot	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r150-200	build_conveyor	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r200-300	shot	58
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r200-300	build_sentinel	2
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r200-300	shot	12
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	0	r200-300	build_conveyor	6
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r200-300	build_barrier	2
