file	match	game	opp	oppver	ourver	map	maphash	trig	rounds	our_team	n_parked_bots	max_park_len	first_park_round	total_parked_bot_rounds	total_raider_rounds	total_bot_rounds
bab61537-2315-4121-9286-d9447197afc2_game_1.replay26	bab61537-2315-4121-9286-d9447197afc2	1	Ouroboros	8	64	?	32e660f402	unrated	364	1	0	0	-1	0	0	823
bab61537-2315-4121-9286-d9447197afc2_game_2.replay26	bab61537-2315-4121-9286-d9447197afc2	2	Ouroboros	8	64	?	925f7a4755	unrated	206	1	0	0	-1	0	40	511
bab61537-2315-4121-9286-d9447197afc2_game_3.replay26	bab61537-2315-4121-9286-d9447197afc2	3	Ouroboros	8	64	?	d045777fb4	unrated	690	1	0	0	-1	0	0	1329
bab61537-2315-4121-9286-d9447197afc2_game_4.replay26	bab61537-2315-4121-9286-d9447197afc2	4	Ouroboros	8	64	?	8cbf96e7b4	unrated	313	1	0	0	-1	0	7	1285
bab61537-2315-4121-9286-d9447197afc2_game_5.replay26	bab61537-2315-4121-9286-d9447197afc2	5	Ouroboros	8	64	?	0c59455b91	unrated	301	1	0	0	-1	0	0	1425
047ea519-f6e8-4971-9534-9b5d7f3df263_game_1.replay26	047ea519-f6e8-4971-9534-9b5d7f3df263	1	Orizon	34	64	lighthouse	00349f3ee5	ladder	1000	1	0	0	-1	0	97	4017
047ea519-f6e8-4971-9534-9b5d7f3df263_game_2.replay26	047ea519-f6e8-4971-9534-9b5d7f3df263	2	Orizon	34	64	fjordgate	93f8deafba	ladder	550	1	0	0	-1	0	355	1595
047ea519-f6e8-4971-9534-9b5d7f3df263_game_3.replay26	047ea519-f6e8-4971-9534-9b5d7f3df263	3	Orizon	34	64	moonrise	65714cc548	ladder	493	1	0	0	-1	0	42	1160
047ea519-f6e8-4971-9534-9b5d7f3df263_game_4.replay26	047ea519-f6e8-4971-9534-9b5d7f3df263	4	Orizon	34	64	jackpot	29fc6e6fa5	ladder	95	1	0	0	-1	0	0	400
047ea519-f6e8-4971-9534-9b5d7f3df263_game_5.replay26	047ea519-f6e8-4971-9534-9b5d7f3df263	5	Orizon	34	64	antler	e150ec12c3	ladder	1000	1	0	0	-1	0	961	6306
4479f68d-94e4-414a-9d39-64fe7fdc9af2_game_1.replay26	4479f68d-94e4-414a-9d39-64fe7fdc9af2	1	Powerpuff Girls	26	64	meander	925f7a4755	ladder	156	0	0	0	-1	0	209	629
4479f68d-94e4-414a-9d39-64fe7fdc9af2_game_2.replay26	4479f68d-94e4-414a-9d39-64fe7fdc9af2	2	Powerpuff Girls	26	64	moonrise	65714cc548	ladder	178	0	0	0	-1	0	33	791
4479f68d-94e4-414a-9d39-64fe7fdc9af2_game_3.replay26	4479f68d-94e4-414a-9d39-64fe7fdc9af2	3	Powerpuff Girls	26	64	antler	e150ec12c3	ladder	853	0	0	0	-1	0	271	2609
4479f68d-94e4-414a-9d39-64fe7fdc9af2_game_4.replay26	4479f68d-94e4-414a-9d39-64fe7fdc9af2	4	Powerpuff Girls	26	64	heart	d0f31b58fa	ladder	432	0	0	0	-1	0	177	2639
4479f68d-94e4-414a-9d39-64fe7fdc9af2_game_5.replay26	4479f68d-94e4-414a-9d39-64fe7fdc9af2	5	Powerpuff Girls	26	64	atoll	8cbf96e7b4	ladder	178	0	0	0	-1	0	110	860
77e87e17-e48a-4540-bf7b-89d985c1a7ef_game_1.replay26	77e87e17-e48a-4540-bf7b-89d985c1a7ef	1	Powerpuff Girls	21	64	?	d045777fb4	unrated	1000	0	0	0	-1	0	15	7455
77e87e17-e48a-4540-bf7b-89d985c1a7ef_game_2.replay26	77e87e17-e48a-4540-bf7b-89d985c1a7ef	2	Powerpuff Girls	21	64	?	988930b0ce	unrated	1000	0	0	0	-1	0	0	10114
77e87e17-e48a-4540-bf7b-89d985c1a7ef_game_3.replay26	77e87e17-e48a-4540-bf7b-89d985c1a7ef	3	Powerpuff Girls	21	64	?	93f8deafba	unrated	344	0	0	0	-1	0	792	1934
77e87e17-e48a-4540-bf7b-89d985c1a7ef_game_4.replay26	77e87e17-e48a-4540-bf7b-89d985c1a7ef	4	Powerpuff Girls	21	64	?	b3b93b33a3	unrated	365	0	0	0	-1	0	0	2246
77e87e17-e48a-4540-bf7b-89d985c1a7ef_game_5.replay26	77e87e17-e48a-4540-bf7b-89d985c1a7ef	5	Powerpuff Girls	21	64	?	32e660f402	unrated	892	0	0	0	-1	0	130	2007
c8479d42-f9bb-42b6-9953-adbb7e2103f3_game_1.replay26	c8479d42-f9bb-42b6-9953-adbb7e2103f3	1	SingleCore	7	64	archipelago	f0ab8b0a38	ladder	1000	1	0	0	-1	0	7	10453
c8479d42-f9bb-42b6-9953-adbb7e2103f3_game_2.replay26	c8479d42-f9bb-42b6-9953-adbb7e2103f3	2	SingleCore	7	64	eider	32e660f402	ladder	85	1	0	0	-1	0	0	358
c8479d42-f9bb-42b6-9953-adbb7e2103f3_game_3.replay26	c8479d42-f9bb-42b6-9953-adbb7e2103f3	3	SingleCore	7	64	atoll	8cbf96e7b4	ladder	85	1	0	0	-1	0	0	271
c8479d42-f9bb-42b6-9953-adbb7e2103f3_game_4.replay26	c8479d42-f9bb-42b6-9953-adbb7e2103f3	4	SingleCore	7	64	fjordgate	93f8deafba	ladder	273	1	0	0	-1	0	251	582
c8479d42-f9bb-42b6-9953-adbb7e2103f3_game_5.replay26	c8479d42-f9bb-42b6-9953-adbb7e2103f3	5	SingleCore	7	64	snowflake	b3b93b33a3	ladder	1000	1	0	0	-1	0	38	8882
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_1.replay26	0faf41b6-93de-4e1e-b125-f7611d7b4db2	1	gsxWins	18	64	?	b3b93b33a3	unrated	74	1	0	0	-1	0	5	428
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_2.replay26	0faf41b6-93de-4e1e-b125-f7611d7b4db2	2	gsxWins	18	64	?	676dc6f812	unrated	216	1	0	0	-1	0	0	1070
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_3.replay26	0faf41b6-93de-4e1e-b125-f7611d7b4db2	3	gsxWins	18	64	?	988930b0ce	unrated	122	1	0	0	-1	0	0	600
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_4.replay26	0faf41b6-93de-4e1e-b125-f7611d7b4db2	4	gsxWins	18	64	?	29fc6e6fa5	unrated	56	1	0	0	-1	0	0	270
0faf41b6-93de-4e1e-b125-f7611d7b4db2_game_5.replay26	0faf41b6-93de-4e1e-b125-f7611d7b4db2	5	gsxWins	18	64	?	d0f31b58fa	unrated	177	1	0	0	-1	0	0	875
dfe503b5-c2fd-4508-97f0-f99b8bb67821_game_1.replay26	dfe503b5-c2fd-4508-97f0-f99b8bb67821	1	Lunds Stallions	37	64	lighthouse	00349f3ee5	ladder	668	1	0	0	-1	0	0	2175
dfe503b5-c2fd-4508-97f0-f99b8bb67821_game_2.replay26	dfe503b5-c2fd-4508-97f0-f99b8bb67821	2	Lunds Stallions	37	64	nordkap	676dc6f812	ladder	1000	1	0	0	-1	0	0	1183
dfe503b5-c2fd-4508-97f0-f99b8bb67821_game_3.replay26	dfe503b5-c2fd-4508-97f0-f99b8bb67821	3	Lunds Stallions	37	64	drumlin	d045777fb4	ladder	833	1	0	0	-1	0	5	2093
dfe503b5-c2fd-4508-97f0-f99b8bb67821_game_4.replay26	dfe503b5-c2fd-4508-97f0-f99b8bb67821	4	Lunds Stallions	37	64	moonrise	65714cc548	ladder	238	1	0	0	-1	0	12	508
dfe503b5-c2fd-4508-97f0-f99b8bb67821_game_5.replay26	dfe503b5-c2fd-4508-97f0-f99b8bb67821	5	Lunds Stallions	37	64	jackpot	29fc6e6fa5	ladder	168	1	0	0	-1	0	117	705
79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4_game_1.replay26	79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4	1	gsxWins	18	64	?	8cbf96e7b4	unrated	66	1	0	0	-1	0	7	320
79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4_game_2.replay26	79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4	2	gsxWins	18	64	?	93f8deafba	unrated	75	1	0	0	-1	0	7	365
79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4_game_3.replay26	79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4	3	gsxWins	18	64	?	00349f3ee5	unrated	209	1	0	0	-1	0	0	1035
79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4_game_4.replay26	79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4	4	gsxWins	18	64	?	b3b93b33a3	unrated	79	1	0	0	-1	0	0	455
79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4_game_5.replay26	79f0d5f8-6ebc-41e0-8c85-e4714f34f6f4	5	gsxWins	18	64	?	d0f31b58fa	unrated	191	1	0	0	-1	0	0	945
fe045ae6-472d-4e14-bc20-7cae029fa51b_game_1.replay26	fe045ae6-472d-4e14-bc20-7cae029fa51b	1	I Stone	13	64	snowflake	b3b93b33a3	ladder	1000	1	0	0	-1	0	19	2365
fe045ae6-472d-4e14-bc20-7cae029fa51b_game_2.replay26	fe045ae6-472d-4e14-bc20-7cae029fa51b	2	I Stone	13	64	heart	d0f31b58fa	ladder	81	1	0	0	-1	0	0	325
fe045ae6-472d-4e14-bc20-7cae029fa51b_game_3.replay26	fe045ae6-472d-4e14-bc20-7cae029fa51b	3	I Stone	13	64	fjordgate	93f8deafba	ladder	1000	1	0	0	-1	0	408	7877
fe045ae6-472d-4e14-bc20-7cae029fa51b_game_4.replay26	fe045ae6-472d-4e14-bc20-7cae029fa51b	4	I Stone	13	64	archipelago	f0ab8b0a38	ladder	1000	1	0	0	-1	0	7	8230
fe045ae6-472d-4e14-bc20-7cae029fa51b_game_5.replay26	fe045ae6-472d-4e14-bc20-7cae029fa51b	5	I Stone	13	64	meander	925f7a4755	ladder	153	1	0	0	-1	0	53	403
6feb244d-9721-4dcf-b5e6-feabf37d7760_game_1.replay26	6feb244d-9721-4dcf-b5e6-feabf37d7760	1	Viktor5776	1	65	moonrise	65714cc548	ladder	1000	1	0	0	-1	0	1851	4990
6feb244d-9721-4dcf-b5e6-feabf37d7760_game_2.replay26	6feb244d-9721-4dcf-b5e6-feabf37d7760	2	Viktor5776	1	65	archipelago	f0ab8b0a38	ladder	131	1	0	0	-1	0	27	645
6feb244d-9721-4dcf-b5e6-feabf37d7760_game_3.replay26	6feb244d-9721-4dcf-b5e6-feabf37d7760	3	Viktor5776	1	65	snowflake	b3b93b33a3	ladder	635	1	1	351	284	351	533	3793
6feb244d-9721-4dcf-b5e6-feabf37d7760_game_4.replay26	6feb244d-9721-4dcf-b5e6-feabf37d7760	4	Viktor5776	1	65	saga	988930b0ce	ladder	148	1	0	0	-1	0	0	730
6feb244d-9721-4dcf-b5e6-feabf37d7760_game_5.replay26	6feb244d-9721-4dcf-b5e6-feabf37d7760	5	Viktor5776	1	65	hive	0c59455b91	ladder	357	1	0	0	-1	0	0	1680
123ca2f6-dd23-4020-8afb-830c37cfc1ba_game_1.replay26	123ca2f6-dd23-4020-8afb-830c37cfc1ba	1	Orizon	34	65	?	32e660f402	unrated	1000	1	1	565	435	565	646	4916
123ca2f6-dd23-4020-8afb-830c37cfc1ba_game_2.replay26	123ca2f6-dd23-4020-8afb-830c37cfc1ba	2	Orizon	34	65	?	d045777fb4	unrated	307	1	0	0	-1	0	109	983
123ca2f6-dd23-4020-8afb-830c37cfc1ba_game_3.replay26	123ca2f6-dd23-4020-8afb-830c37cfc1ba	3	Orizon	34	65	?	8cbf96e7b4	unrated	241	1	0	0	-1	0	163	988
123ca2f6-dd23-4020-8afb-830c37cfc1ba_game_4.replay26	123ca2f6-dd23-4020-8afb-830c37cfc1ba	4	Orizon	34	65	?	0c59455b91	unrated	119	1	0	0	-1	0	0	515
123ca2f6-dd23-4020-8afb-830c37cfc1ba_game_5.replay26	123ca2f6-dd23-4020-8afb-830c37cfc1ba	5	Orizon	34	65	?	925f7a4755	unrated	1000	1	1	154	435	154	735	4518
a450ea25-0e48-4523-8eba-ad1768538101_game_1.replay26	a450ea25-0e48-4523-8eba-ad1768538101	1	Memtrace	27	65	eider	32e660f402	ladder	69	0	0	0	-1	0	0	279
a450ea25-0e48-4523-8eba-ad1768538101_game_2.replay26	a450ea25-0e48-4523-8eba-ad1768538101	2	Memtrace	27	65	snowflake	b3b93b33a3	ladder	1000	0	0	0	-1	0	11	4251
a450ea25-0e48-4523-8eba-ad1768538101_game_3.replay26	a450ea25-0e48-4523-8eba-ad1768538101	3	Memtrace	27	65	nordkap	676dc6f812	ladder	1000	0	0	0	-1	0	0	1593
a450ea25-0e48-4523-8eba-ad1768538101_game_4.replay26	a450ea25-0e48-4523-8eba-ad1768538101	4	Memtrace	27	65	antler	e150ec12c3	ladder	1000	0	5	781	219	1645	2559	8636
a450ea25-0e48-4523-8eba-ad1768538101_game_5.replay26	a450ea25-0e48-4523-8eba-ad1768538101	5	Memtrace	27	65	archipelago	f0ab8b0a38	ladder	69	0	0	0	-1	0	0	335
96d26726-6c02-4e4e-ab14-7c158736a39e_game_1.replay26	96d26726-6c02-4e4e-ab14-7c158736a39e	1	Team 48	16	65	?	32e660f402	unrated	78	0	0	0	-1	0	0	320
96d26726-6c02-4e4e-ab14-7c158736a39e_game_2.replay26	96d26726-6c02-4e4e-ab14-7c158736a39e	2	Team 48	16	65	?	d045777fb4	unrated	92	0	0	0	-1	0	0	450
96d26726-6c02-4e4e-ab14-7c158736a39e_game_3.replay26	96d26726-6c02-4e4e-ab14-7c158736a39e	3	Team 48	16	65	?	8cbf96e7b4	unrated	98	0	0	0	-1	0	16	480
96d26726-6c02-4e4e-ab14-7c158736a39e_game_4.replay26	96d26726-6c02-4e4e-ab14-7c158736a39e	4	Team 48	16	65	?	0c59455b91	unrated	159	0	0	0	-1	0	0	785
96d26726-6c02-4e4e-ab14-7c158736a39e_game_5.replay26	96d26726-6c02-4e4e-ab14-7c158736a39e	5	Team 48	16	65	?	925f7a4755	unrated	288	0	0	0	-1	0	0	909
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_1.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	1	Ouroboros	8	65	lighthouse	00349f3ee5	ladder	377	1	0	0	-1	0	0	764
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_2.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	2	Ouroboros	8	65	meander	925f7a4755	ladder	817	1	0	0	-1	0	0	1080
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_3.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	3	Ouroboros	8	65	archipelago	f0ab8b0a38	ladder	1000	1	0	0	-1	0	0	7327
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_4.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	4	Ouroboros	8	65	atoll	8cbf96e7b4	ladder	371	1	0	0	-1	0	20	980
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_5.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	5	Ouroboros	8	65	fjordgate	93f8deafba	ladder	151	1	0	0	-1	0	0	250
d2dfd6e0-ef32-4f40-ab45-39218b639dc3_game_1.replay26	d2dfd6e0-ef32-4f40-ab45-39218b639dc3	1	farming_200s	7	65	jackpot	29fc6e6fa5	ladder	82	0	0	0	-1	0	0	400
d2dfd6e0-ef32-4f40-ab45-39218b639dc3_game_2.replay26	d2dfd6e0-ef32-4f40-ab45-39218b639dc3	2	farming_200s	7	65	fjordgate	93f8deafba	ladder	530	0	0	0	-1	0	511	2640
d2dfd6e0-ef32-4f40-ab45-39218b639dc3_game_3.replay26	d2dfd6e0-ef32-4f40-ab45-39218b639dc3	3	farming_200s	7	65	drumlin	d045777fb4	ladder	84	0	0	0	-1	0	0	410
d2dfd6e0-ef32-4f40-ab45-39218b639dc3_game_4.replay26	d2dfd6e0-ef32-4f40-ab45-39218b639dc3	4	farming_200s	7	65	lighthouse	00349f3ee5	ladder	68	0	0	0	-1	0	0	330
d2dfd6e0-ef32-4f40-ab45-39218b639dc3_game_5.replay26	d2dfd6e0-ef32-4f40-ab45-39218b639dc3	5	farming_200s	7	65	moonrise	65714cc548	ladder	181	0	0	0	-1	0	13	895
1b24e13c-dea9-4070-940b-ed3d0f9a3dc4_game_1.replay26	1b24e13c-dea9-4070-940b-ed3d0f9a3dc4	1	Powerpuff Girls	21	65	atoll	8cbf96e7b4	ladder	1000	0	0	0	-1	0	958	6960
1b24e13c-dea9-4070-940b-ed3d0f9a3dc4_game_2.replay26	1b24e13c-dea9-4070-940b-ed3d0f9a3dc4	2	Powerpuff Girls	21	65	lighthouse	00349f3ee5	ladder	1000	0	2	592	408	799	1110	9248
1b24e13c-dea9-4070-940b-ed3d0f9a3dc4_game_3.replay26	1b24e13c-dea9-4070-940b-ed3d0f9a3dc4	3	Powerpuff Girls	21	65	hive	0c59455b91	ladder	259	0	0	0	-1	0	37	1336
1b24e13c-dea9-4070-940b-ed3d0f9a3dc4_game_4.replay26	1b24e13c-dea9-4070-940b-ed3d0f9a3dc4	4	Powerpuff Girls	21	65	archipelago	f0ab8b0a38	ladder	1000	0	1	354	646	354	392	10065
1b24e13c-dea9-4070-940b-ed3d0f9a3dc4_game_5.replay26	1b24e13c-dea9-4070-940b-ed3d0f9a3dc4	5	Powerpuff Girls	21	65	moonrise	65714cc548	ladder	1000	0	1	212	436	348	1736	4809
c618984a-e93a-4fde-b9b9-5ec0cd3abadf_game_1.replay26	c618984a-e93a-4fde-b9b9-5ec0cd3abadf	1	Lunds Stallions	42	65	moonrise	65714cc548	ladder	402	1	0	0	-1	0	14	1127
c618984a-e93a-4fde-b9b9-5ec0cd3abadf_game_2.replay26	c618984a-e93a-4fde-b9b9-5ec0cd3abadf	2	Lunds Stallions	42	65	saga	988930b0ce	ladder	1000	1	0	0	-1	0	0	4141
c618984a-e93a-4fde-b9b9-5ec0cd3abadf_game_3.replay26	c618984a-e93a-4fde-b9b9-5ec0cd3abadf	3	Lunds Stallions	42	65	fjordgate	93f8deafba	ladder	1000	1	0	0	-1	0	18	3459
c618984a-e93a-4fde-b9b9-5ec0cd3abadf_game_4.replay26	c618984a-e93a-4fde-b9b9-5ec0cd3abadf	4	Lunds Stallions	42	65	drumlin	d045777fb4	ladder	512	1	0	0	-1	0	0	969
c618984a-e93a-4fde-b9b9-5ec0cd3abadf_game_5.replay26	c618984a-e93a-4fde-b9b9-5ec0cd3abadf	5	Lunds Stallions	42	65	archipelago	f0ab8b0a38	ladder	271	1	0	0	-1	0	182	1746
b9a1e632-ee17-4937-ab05-76898464f9f7_game_1.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	1	Askar City	73	65	nordkap	676dc6f812	ladder	120	1	0	0	-1	0	0	485
b9a1e632-ee17-4937-ab05-76898464f9f7_game_2.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	2	Askar City	73	65	meander	925f7a4755	ladder	109	1	0	0	-1	0	103	461
b9a1e632-ee17-4937-ab05-76898464f9f7_game_3.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	3	Askar City	73	65	heart	d0f31b58fa	ladder	144	1	0	0	-1	0	0	710
b9a1e632-ee17-4937-ab05-76898464f9f7_game_4.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	4	Askar City	73	65	fjordgate	93f8deafba	ladder	1000	1	0	0	-1	0	1972	4990
b9a1e632-ee17-4937-ab05-76898464f9f7_game_5.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	5	Askar City	73	65	antler	e150ec12c3	ladder	1000	1	1	541	383	541	1508	5083
d82f5a24-5570-416e-9d60-72e792db7797_game_1.replay26	d82f5a24-5570-416e-9d60-72e792db7797	1	I Stone	13	65	meander	925f7a4755	ladder	85	1	0	0	-1	0	13	342
d82f5a24-5570-416e-9d60-72e792db7797_game_2.replay26	d82f5a24-5570-416e-9d60-72e792db7797	2	I Stone	13	65	lighthouse	00349f3ee5	ladder	85	1	0	0	-1	0	44	415
d82f5a24-5570-416e-9d60-72e792db7797_game_3.replay26	d82f5a24-5570-416e-9d60-72e792db7797	3	I Stone	13	65	archipelago	f0ab8b0a38	ladder	1000	1	0	0	-1	0	0	5171
d82f5a24-5570-416e-9d60-72e792db7797_game_4.replay26	d82f5a24-5570-416e-9d60-72e792db7797	4	I Stone	13	65	jackpot	29fc6e6fa5	ladder	1000	1	0	0	-1	0	658	4137
d82f5a24-5570-416e-9d60-72e792db7797_game_5.replay26	d82f5a24-5570-416e-9d60-72e792db7797	5	I Stone	13	65	heart	d0f31b58fa	ladder	63	1	0	0	-1	0	0	305
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_1.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	1	Orizon	34	65	drumlin	d045777fb4	ladder	119	1	0	0	-1	0	1	329
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_2.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	2	Orizon	34	65	lighthouse	00349f3ee5	ladder	261	1	0	0	-1	0	0	708
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_3.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	3	Orizon	34	65	antler	e150ec12c3	ladder	1000	1	0	0	-1	0	189	2758
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_4.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	4	Orizon	34	65	nordkap	676dc6f812	ladder	107	1	0	0	-1	0	0	525
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_5.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	5	Orizon	34	65	snowflake	b3b93b33a3	ladder	106	1	0	0	-1	0	56	547
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_1.replay26	b27d2cb2-2be9-4505-ae5e-9e5b1db975dd	1	farming_200s	7	66	lighthouse	00349f3ee5	ladder	76	0	0	0	-1	0	0	370
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_2.replay26	b27d2cb2-2be9-4505-ae5e-9e5b1db975dd	2	farming_200s	7	66	drumlin	d045777fb4	ladder	84	0	0	0	-1	0	0	410
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_3.replay26	b27d2cb2-2be9-4505-ae5e-9e5b1db975dd	3	farming_200s	7	66	atoll	8cbf96e7b4	ladder	85	0	0	0	-1	0	11	415
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_4.replay26	b27d2cb2-2be9-4505-ae5e-9e5b1db975dd	4	farming_200s	7	66	meander	925f7a4755	ladder	390	0	0	0	-1	0	0	1940
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_5.replay26	b27d2cb2-2be9-4505-ae5e-9e5b1db975dd	5	farming_200s	7	66	antler	e150ec12c3	ladder	341	0	0	0	-1	0	7	1890
a9395e9a-09ec-46e9-9588-ab56d6bb5d62_game_1.replay26	a9395e9a-09ec-46e9-9588-ab56d6bb5d62	1	Powered by SmartFridge	34	66	?	f0ab8b0a38	unrated	174	1	0	0	-1	0	0	860
a9395e9a-09ec-46e9-9588-ab56d6bb5d62_game_2.replay26	a9395e9a-09ec-46e9-9588-ab56d6bb5d62	2	Powered by SmartFridge	34	66	?	32e660f402	unrated	73	1	0	0	-1	0	0	355
a9395e9a-09ec-46e9-9588-ab56d6bb5d62_game_3.replay26	a9395e9a-09ec-46e9-9588-ab56d6bb5d62	3	Powered by SmartFridge	34	66	?	8cbf96e7b4	unrated	1000	1	0	0	-1	0	0	7258
a9395e9a-09ec-46e9-9588-ab56d6bb5d62_game_4.replay26	a9395e9a-09ec-46e9-9588-ab56d6bb5d62	4	Powered by SmartFridge	34	66	?	29fc6e6fa5	unrated	927	1	0	0	-1	0	0	2681
a9395e9a-09ec-46e9-9588-ab56d6bb5d62_game_5.replay26	a9395e9a-09ec-46e9-9588-ab56d6bb5d62	5	Powered by SmartFridge	34	66	?	e150ec12c3	unrated	1000	1	0	0	-1	0	0	4990
8baadb5a-4a53-4ee4-b075-374e49a0fd70_game_1.replay26	8baadb5a-4a53-4ee4-b075-374e49a0fd70	1	0033	42	66	moonrise	65714cc548	ladder	120	1	0	0	-1	0	69	341
8baadb5a-4a53-4ee4-b075-374e49a0fd70_game_2.replay26	8baadb5a-4a53-4ee4-b075-374e49a0fd70	2	0033	42	66	lighthouse	00349f3ee5	ladder	177	1	0	0	-1	0	67	702
8baadb5a-4a53-4ee4-b075-374e49a0fd70_game_3.replay26	8baadb5a-4a53-4ee4-b075-374e49a0fd70	3	0033	42	66	atoll	8cbf96e7b4	ladder	73	1	0	0	-1	0	5	355
8baadb5a-4a53-4ee4-b075-374e49a0fd70_game_4.replay26	8baadb5a-4a53-4ee4-b075-374e49a0fd70	4	0033	42	66	archipelago	f0ab8b0a38	ladder	118	1	0	0	-1	0	76	580
8baadb5a-4a53-4ee4-b075-374e49a0fd70_game_5.replay26	8baadb5a-4a53-4ee4-b075-374e49a0fd70	5	0033	42	66	snowflake	b3b93b33a3	ladder	127	1	0	0	-1	0	63	733
96b326d0-45b8-49d6-b9c0-a7c7d91c83c2_game_1.replay26	96b326d0-45b8-49d6-b9c0-a7c7d91c83c2	1	Powered by SmartFridge	33	66	?	8cbf96e7b4	unrated	231	1	0	0	-1	0	0	1145
96b326d0-45b8-49d6-b9c0-a7c7d91c83c2_game_2.replay26	96b326d0-45b8-49d6-b9c0-a7c7d91c83c2	2	Powered by SmartFridge	33	66	?	93f8deafba	unrated	492	1	0	0	-1	0	25	1355
96b326d0-45b8-49d6-b9c0-a7c7d91c83c2_game_3.replay26	96b326d0-45b8-49d6-b9c0-a7c7d91c83c2	3	Powered by SmartFridge	33	66	?	d0f31b58fa	unrated	234	1	0	0	-1	0	0	871
96b326d0-45b8-49d6-b9c0-a7c7d91c83c2_game_4.replay26	96b326d0-45b8-49d6-b9c0-a7c7d91c83c2	4	Powered by SmartFridge	33	66	?	29fc6e6fa5	unrated	797	1	0	0	-1	0	0	4181
96b326d0-45b8-49d6-b9c0-a7c7d91c83c2_game_5.replay26	96b326d0-45b8-49d6-b9c0-a7c7d91c83c2	5	Powered by SmartFridge	33	66	?	0c59455b91	unrated	1000	1	0	0	-1	0	0	6050
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_1.replay26	a7aa49ec-3456-4f88-bc4a-9cea2e07164b	1	CtrlAltDefeat	107	66	moonrise	65714cc548	ladder	393	0	0	0	-1	0	54	1955
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_2.replay26	a7aa49ec-3456-4f88-bc4a-9cea2e07164b	2	CtrlAltDefeat	107	66	archipelago	f0ab8b0a38	ladder	262	0	0	0	-1	0	6	1760
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_3.replay26	a7aa49ec-3456-4f88-bc4a-9cea2e07164b	3	CtrlAltDefeat	107	66	drumlin	d045777fb4	ladder	672	0	0	0	-1	0	10	3627
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_4.replay26	a7aa49ec-3456-4f88-bc4a-9cea2e07164b	4	CtrlAltDefeat	107	66	saga	988930b0ce	ladder	240	0	0	0	-1	0	0	1190
a7aa49ec-3456-4f88-bc4a-9cea2e07164b_game_5.replay26	a7aa49ec-3456-4f88-bc4a-9cea2e07164b	5	CtrlAltDefeat	107	66	hive	0c59455b91	ladder	803	0	0	0	-1	0	0	5797
4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc_game_1.replay26	4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc	1	Powered by SmartFridge	35	66	?	676dc6f812	unrated	297	0	0	0	-1	0	0	943
