file	match	game	opp	oppver	ourver	map	maphash	trig	rounds	our_team	n_parked_bots	max_park_len	first_park_round	total_parked_bot_rounds	total_raider_rounds	total_bot_rounds
4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb_game_5.replay26	4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb	5	Askar City	83	102	?	d045777fb4	unrated	163	0	2	108	39	213	396	963
28b14af4-2538-49a5-9ceb-72e8cc0d272a_game_1.replay26	28b14af4-2538-49a5-9ceb-72e8cc0d272a	1	gsxWins	22	102	antler	e150ec12c3	ladder	333	1	1	102	231	102	196	1416
28b14af4-2538-49a5-9ceb-72e8cc0d272a_game_2.replay26	28b14af4-2538-49a5-9ceb-72e8cc0d272a	2	gsxWins	22	102	moonrise	65714cc548	ladder	198	1	0	0	-1	0	1	980
28b14af4-2538-49a5-9ceb-72e8cc0d272a_game_3.replay26	28b14af4-2538-49a5-9ceb-72e8cc0d272a	3	gsxWins	22	102	saga	988930b0ce	ladder	85	1	0	0	-1	0	64	491
28b14af4-2538-49a5-9ceb-72e8cc0d272a_game_4.replay26	28b14af4-2538-49a5-9ceb-72e8cc0d272a	4	gsxWins	22	102	hive	0c59455b91	ladder	71	1	0	0	-1	0	50	411
28b14af4-2538-49a5-9ceb-72e8cc0d272a_game_5.replay26	28b14af4-2538-49a5-9ceb-72e8cc0d272a	5	gsxWins	22	102	archipelago	f0ab8b0a38	ladder	143	1	0	0	-1	0	63	841
28410c47-ddce-4a62-9238-3ea9737cde1b_game_1.replay26	28410c47-ddce-4a62-9238-3ea9737cde1b	1	farming_200s	9	102	jackpot	29fc6e6fa5	ladder	94	1	0	0	-1	0	120	547
28410c47-ddce-4a62-9238-3ea9737cde1b_game_2.replay26	28410c47-ddce-4a62-9238-3ea9737cde1b	2	farming_200s	9	102	fjordgate	93f8deafba	ladder	238	1	1	136	102	136	491	1402
28410c47-ddce-4a62-9238-3ea9737cde1b_game_3.replay26	28410c47-ddce-4a62-9238-3ea9737cde1b	3	farming_200s	9	102	drumlin	d045777fb4	ladder	263	1	3	226	37	640	671	1324
28410c47-ddce-4a62-9238-3ea9737cde1b_game_4.replay26	28410c47-ddce-4a62-9238-3ea9737cde1b	4	farming_200s	9	102	heart	d0f31b58fa	ladder	288	1	1	272	16	272	272	1430
28410c47-ddce-4a62-9238-3ea9737cde1b_game_5.replay26	28410c47-ddce-4a62-9238-3ea9737cde1b	5	farming_200s	9	102	antler	e150ec12c3	ladder	172	1	1	123	49	123	177	669
9f48d866-da29-48e7-9579-80d0707b7b39_game_1.replay26	9f48d866-da29-48e7-9579-80d0707b7b39	1	Kings College Munich	8	102	snowflake	b3b93b33a3	ladder	385	1	0	0	-1	0	443	1846
9f48d866-da29-48e7-9579-80d0707b7b39_game_2.replay26	9f48d866-da29-48e7-9579-80d0707b7b39	2	Kings College Munich	8	102	fjordgate	93f8deafba	ladder	86	1	0	0	-1	0	63	255
9f48d866-da29-48e7-9579-80d0707b7b39_game_3.replay26	9f48d866-da29-48e7-9579-80d0707b7b39	3	Kings College Munich	8	102	antler	e150ec12c3	ladder	478	1	0	0	-1	0	75	1155
9f48d866-da29-48e7-9579-80d0707b7b39_game_4.replay26	9f48d866-da29-48e7-9579-80d0707b7b39	4	Kings College Munich	8	102	meander	925f7a4755	ladder	306	1	0	0	-1	0	204	1149
9f48d866-da29-48e7-9579-80d0707b7b39_game_5.replay26	9f48d866-da29-48e7-9579-80d0707b7b39	5	Kings College Munich	8	102	saga	988930b0ce	ladder	727	1	0	0	-1	0	4	3962
474f1f0d-229b-4a2f-9b57-b47d8bf891ab_game_1.replay26	474f1f0d-229b-4a2f-9b57-b47d8bf891ab	1	CtrlAltDefeat	127	102	hive	0c59455b91	ladder	705	1	0	0	-1	0	199	3284
474f1f0d-229b-4a2f-9b57-b47d8bf891ab_game_2.replay26	474f1f0d-229b-4a2f-9b57-b47d8bf891ab	2	CtrlAltDefeat	127	102	meander	925f7a4755	ladder	537	1	1	502	35	502	588	1433
474f1f0d-229b-4a2f-9b57-b47d8bf891ab_game_3.replay26	474f1f0d-229b-4a2f-9b57-b47d8bf891ab	3	CtrlAltDefeat	127	102	jackpot	29fc6e6fa5	ladder	642	1	2	538	35	1128	1416	4258
474f1f0d-229b-4a2f-9b57-b47d8bf891ab_game_4.replay26	474f1f0d-229b-4a2f-9b57-b47d8bf891ab	4	CtrlAltDefeat	127	102	moonrise	65714cc548	ladder	224	1	0	0	-1	0	108	920
474f1f0d-229b-4a2f-9b57-b47d8bf891ab_game_5.replay26	474f1f0d-229b-4a2f-9b57-b47d8bf891ab	5	CtrlAltDefeat	127	102	lighthouse	00349f3ee5	ladder	140	1	0	0	-1	0	220	825
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_1.replay26	dcb80e2e-8c2d-4805-b59a-7551c5f1806a	1	Powerpuff Girls	49	102	fjordgate	93f8deafba	ladder	1000	1	0	0	-1	0	730	1392
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_2.replay26	dcb80e2e-8c2d-4805-b59a-7551c5f1806a	2	Powerpuff Girls	49	102	saga	988930b0ce	ladder	1000	1	1	953	47	953	1008	4300
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_3.replay26	dcb80e2e-8c2d-4805-b59a-7551c5f1806a	3	Powerpuff Girls	49	102	jackpot	29fc6e6fa5	ladder	222	1	0	0	-1	0	408	1317
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_4.replay26	dcb80e2e-8c2d-4805-b59a-7551c5f1806a	4	Powerpuff Girls	49	102	nordkap	676dc6f812	ladder	1000	1	1	552	448	552	1287	2122
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_5.replay26	dcb80e2e-8c2d-4805-b59a-7551c5f1806a	5	Powerpuff Girls	49	102	snowflake	b3b93b33a3	ladder	1000	1	0	0	-1	0	61	2512
9d448f04-8f0c-448e-9cc0-2620d8f78cc6_game_1.replay26	9d448f04-8f0c-448e-9cc0-2620d8f78cc6	1	diverge	8	102	heart	d0f31b58fa	ladder	103	1	0	0	-1	0	82	505
9d448f04-8f0c-448e-9cc0-2620d8f78cc6_game_2.replay26	9d448f04-8f0c-448e-9cc0-2620d8f78cc6	2	diverge	8	102	archipelago	f0ab8b0a38	ladder	85	1	0	0	-1	0	60	415
9d448f04-8f0c-448e-9cc0-2620d8f78cc6_game_3.replay26	9d448f04-8f0c-448e-9cc0-2620d8f78cc6	3	diverge	8	102	moonrise	65714cc548	ladder	803	1	1	780	23	780	797	3252
9d448f04-8f0c-448e-9cc0-2620d8f78cc6_game_4.replay26	9d448f04-8f0c-448e-9cc0-2620d8f78cc6	4	diverge	8	102	meander	925f7a4755	ladder	785	1	1	685	100	685	770	3915
9d448f04-8f0c-448e-9cc0-2620d8f78cc6_game_5.replay26	9d448f04-8f0c-448e-9cc0-2620d8f78cc6	5	diverge	8	102	snowflake	b3b93b33a3	ladder	118	1	0	0	-1	0	160	580
f19290ed-f1ce-4df9-9774-ade7d796a96b_game_1.replay26	f19290ed-f1ce-4df9-9774-ade7d796a96b	1	Team 48	16	102	nordkap	676dc6f812	ladder	63	0	0	0	-1	0	121	316
f19290ed-f1ce-4df9-9774-ade7d796a96b_game_2.replay26	f19290ed-f1ce-4df9-9774-ade7d796a96b	2	Team 48	16	102	archipelago	f0ab8b0a38	ladder	70	0	0	0	-1	0	39	404
f19290ed-f1ce-4df9-9774-ade7d796a96b_game_3.replay26	f19290ed-f1ce-4df9-9774-ade7d796a96b	3	Team 48	16	102	eider	32e660f402	ladder	101	0	0	0	-1	0	256	591
f19290ed-f1ce-4df9-9774-ade7d796a96b_game_4.replay26	f19290ed-f1ce-4df9-9774-ade7d796a96b	4	Team 48	16	102	antler	e150ec12c3	ladder	298	0	1	268	30	268	380	1628
f19290ed-f1ce-4df9-9774-ade7d796a96b_game_5.replay26	f19290ed-f1ce-4df9-9774-ade7d796a96b	5	Team 48	16	102	fjordgate	93f8deafba	ladder	205	0	0	0	-1	0	304	1015
124d5938-4187-4cf1-b896-0ff7e02a44c9_game_1.replay26	124d5938-4187-4cf1-b896-0ff7e02a44c9	1	I Stone	22	102	antler	e150ec12c3	ladder	192	0	3	168	24	463	484	1200
124d5938-4187-4cf1-b896-0ff7e02a44c9_game_2.replay26	124d5938-4187-4cf1-b896-0ff7e02a44c9	2	I Stone	22	102	nordkap	676dc6f812	ladder	182	0	1	107	75	107	284	1041
124d5938-4187-4cf1-b896-0ff7e02a44c9_game_3.replay26	124d5938-4187-4cf1-b896-0ff7e02a44c9	3	I Stone	22	102	lighthouse	00349f3ee5	ladder	235	0	1	177	58	177	388	1395
124d5938-4187-4cf1-b896-0ff7e02a44c9_game_4.replay26	124d5938-4187-4cf1-b896-0ff7e02a44c9	4	I Stone	22	102	atoll	8cbf96e7b4	ladder	385	0	1	333	52	333	358	1258
124d5938-4187-4cf1-b896-0ff7e02a44c9_game_5.replay26	124d5938-4187-4cf1-b896-0ff7e02a44c9	5	I Stone	22	102	drumlin	d045777fb4	ladder	148	0	1	109	39	109	328	870
d02a5da0-ae64-47ab-8838-a917c647deef_game_1.replay26	d02a5da0-ae64-47ab-8838-a917c647deef	1	OopsGotYourElo	21	102	atoll	8cbf96e7b4	ladder	185	0	0	0	-1	0	24	943
d02a5da0-ae64-47ab-8838-a917c647deef_game_2.replay26	d02a5da0-ae64-47ab-8838-a917c647deef	2	OopsGotYourElo	21	102	saga	988930b0ce	ladder	203	0	0	0	-1	0	36	1005
d02a5da0-ae64-47ab-8838-a917c647deef_game_3.replay26	d02a5da0-ae64-47ab-8838-a917c647deef	3	OopsGotYourElo	21	102	fjordgate	93f8deafba	ladder	226	0	0	0	-1	0	44	507
d02a5da0-ae64-47ab-8838-a917c647deef_game_4.replay26	d02a5da0-ae64-47ab-8838-a917c647deef	4	OopsGotYourElo	21	102	hive	0c59455b91	ladder	202	0	3	167	35	455	461	1196
d02a5da0-ae64-47ab-8838-a917c647deef_game_5.replay26	d02a5da0-ae64-47ab-8838-a917c647deef	5	OopsGotYourElo	21	102	meander	925f7a4755	ladder	174	0	1	149	25	149	156	640
358b5dcc-ea5a-4c48-8df7-c9237b9295c9_game_1.replay26	358b5dcc-ea5a-4c48-8df7-c9237b9295c9	1	farming_200s	9	102	drumlin	d045777fb4	ladder	134	0	1	107	27	107	272	743
358b5dcc-ea5a-4c48-8df7-c9237b9295c9_game_2.replay26	358b5dcc-ea5a-4c48-8df7-c9237b9295c9	2	farming_200s	9	102	saga	988930b0ce	ladder	143	0	1	102	41	102	251	784
358b5dcc-ea5a-4c48-8df7-c9237b9295c9_game_3.replay26	358b5dcc-ea5a-4c48-8df7-c9237b9295c9	3	farming_200s	9	102	meander	925f7a4755	ladder	280	0	3	195	85	502	708	1664
358b5dcc-ea5a-4c48-8df7-c9237b9295c9_game_4.replay26	358b5dcc-ea5a-4c48-8df7-c9237b9295c9	4	farming_200s	9	102	lighthouse	00349f3ee5	ladder	203	0	2	175	28	349	364	1005
358b5dcc-ea5a-4c48-8df7-c9237b9295c9_game_5.replay26	358b5dcc-ea5a-4c48-8df7-c9237b9295c9	5	farming_200s	9	102	antler	e150ec12c3	ladder	156	0	1	109	47	109	289	736
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_1.replay26	0ae0c1f7-00d7-49b9-b683-6d9dc852f3de	1	Lunds Stallions	44	102	snowflake	b3b93b33a3	ladder	83	1	0	0	-1	0	6	405
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_2.replay26	0ae0c1f7-00d7-49b9-b683-6d9dc852f3de	2	Lunds Stallions	44	102	atoll	8cbf96e7b4	ladder	362	1	1	110	30	110	159	1537
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_3.replay26	0ae0c1f7-00d7-49b9-b683-6d9dc852f3de	3	Lunds Stallions	44	102	drumlin	d045777fb4	ladder	104	1	0	0	-1	0	137	546
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_4.replay26	0ae0c1f7-00d7-49b9-b683-6d9dc852f3de	4	Lunds Stallions	44	102	lighthouse	00349f3ee5	ladder	132	1	0	0	-1	0	72	393
0ae0c1f7-00d7-49b9-b683-6d9dc852f3de_game_5.replay26	0ae0c1f7-00d7-49b9-b683-6d9dc852f3de	5	Lunds Stallions	44	102	moonrise	65714cc548	ladder	90	1	0	0	-1	0	75	299
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_1.replay26	4ff97967-bce2-4227-ba8f-3dfe672d288c	1	Powerpuff Girls	49	102	nordkap	676dc6f812	ladder	648	0	0	0	-1	0	1084	2981
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_2.replay26	4ff97967-bce2-4227-ba8f-3dfe672d288c	2	Powerpuff Girls	49	102	drumlin	d045777fb4	ladder	1000	0	2	898	102	1180	1730	4139
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_3.replay26	4ff97967-bce2-4227-ba8f-3dfe672d288c	3	Powerpuff Girls	49	102	eider	32e660f402	ladder	1000	0	1	945	55	945	1978	4356
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_4.replay26	4ff97967-bce2-4227-ba8f-3dfe672d288c	4	Powerpuff Girls	49	102	lighthouse	00349f3ee5	ladder	142	0	0	0	-1	0	367	910
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_5.replay26	4ff97967-bce2-4227-ba8f-3dfe672d288c	5	Powerpuff Girls	49	102	hive	0c59455b91	ladder	1000	0	0	0	-1	0	1143	4293
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_1.replay26	4dace2e7-ec1c-47bf-8a3e-96000b4a369e	1	Leviathan	36	102	meander	925f7a4755	ladder	131	0	0	0	-1	0	202	684
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_2.replay26	4dace2e7-ec1c-47bf-8a3e-96000b4a369e	2	Leviathan	36	102	antler	e150ec12c3	ladder	149	0	2	121	28	224	360	888
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_3.replay26	4dace2e7-ec1c-47bf-8a3e-96000b4a369e	3	Leviathan	36	102	eider	32e660f402	ladder	163	0	3	135	28	381	416	961
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_4.replay26	4dace2e7-ec1c-47bf-8a3e-96000b4a369e	4	Leviathan	36	102	snowflake	b3b93b33a3	ladder	123	0	0	0	-1	0	237	723
4dace2e7-ec1c-47bf-8a3e-96000b4a369e_game_5.replay26	4dace2e7-ec1c-47bf-8a3e-96000b4a369e	5	Leviathan	36	102	lighthouse	00349f3ee5	ladder	190	0	1	172	18	172	364	977
24336b5f-fe19-4c56-b6d9-106a7dec823c_game_1.replay26	24336b5f-fe19-4c56-b6d9-106a7dec823c	1	CtrlAltDefeat	128	102	meander	925f7a4755	ladder	307	1	0	0	-1	0	555	1946
24336b5f-fe19-4c56-b6d9-106a7dec823c_game_2.replay26	24336b5f-fe19-4c56-b6d9-106a7dec823c	2	CtrlAltDefeat	128	102	antler	e150ec12c3	ladder	187	1	1	164	23	164	244	826
24336b5f-fe19-4c56-b6d9-106a7dec823c_game_3.replay26	24336b5f-fe19-4c56-b6d9-106a7dec823c	3	CtrlAltDefeat	128	102	heart	d0f31b58fa	ladder	259	1	0	0	-1	0	222	1270
24336b5f-fe19-4c56-b6d9-106a7dec823c_game_4.replay26	24336b5f-fe19-4c56-b6d9-106a7dec823c	4	CtrlAltDefeat	128	102	eider	32e660f402	ladder	316	1	1	128	68	128	330	1802
24336b5f-fe19-4c56-b6d9-106a7dec823c_game_5.replay26	24336b5f-fe19-4c56-b6d9-106a7dec823c	5	CtrlAltDefeat	128	102	drumlin	d045777fb4	ladder	272	1	1	125	79	125	664	1667
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_1.replay26	04e83007-484f-47b6-a24c-7a8c1158b4b8	1	Kings College Munich	8	102	jackpot	29fc6e6fa5	ladder	287	1	0	0	-1	0	7	1060
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_2.replay26	04e83007-484f-47b6-a24c-7a8c1158b4b8	2	Kings College Munich	8	102	moonrise	65714cc548	ladder	165	1	0	0	-1	0	197	573
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_3.replay26	04e83007-484f-47b6-a24c-7a8c1158b4b8	3	Kings College Munich	8	102	lighthouse	00349f3ee5	ladder	117	1	0	0	-1	0	164	660
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_4.replay26	04e83007-484f-47b6-a24c-7a8c1158b4b8	4	Kings College Munich	8	102	meander	925f7a4755	ladder	275	1	0	0	-1	0	302	1295
04e83007-484f-47b6-a24c-7a8c1158b4b8_game_5.replay26	04e83007-484f-47b6-a24c-7a8c1158b4b8	5	Kings College Munich	8	102	saga	988930b0ce	ladder	155	1	0	0	-1	0	282	904
db0f98a2-025f-4b03-9de4-efc67fa33a9e_game_1.replay26	db0f98a2-025f-4b03-9de4-efc67fa33a9e	1	opensverige - plan B	11	102	?	e150ec12c3	unrated	666	1	1	394	272	394	1055	3320
db0f98a2-025f-4b03-9de4-efc67fa33a9e_game_2.replay26	db0f98a2-025f-4b03-9de4-efc67fa33a9e	2	opensverige - plan B	11	102	?	988930b0ce	unrated	1000	1	1	141	42	141	291	4942
db0f98a2-025f-4b03-9de4-efc67fa33a9e_game_3.replay26	db0f98a2-025f-4b03-9de4-efc67fa33a9e	3	opensverige - plan B	11	102	?	d0f31b58fa	unrated	242	1	1	127	115	127	242	1200
db0f98a2-025f-4b03-9de4-efc67fa33a9e_game_4.replay26	db0f98a2-025f-4b03-9de4-efc67fa33a9e	4	opensverige - plan B	11	102	?	8cbf96e7b4	unrated	140	1	0	0	-1	0	13	599
db0f98a2-025f-4b03-9de4-efc67fa33a9e_game_5.replay26	db0f98a2-025f-4b03-9de4-efc67fa33a9e	5	opensverige - plan B	11	102	?	f0ab8b0a38	unrated	152	1	0	0	-1	0	54	831
f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8_game_1.replay26	f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8	1	I Stone	22	102	nordkap	676dc6f812	ladder	302	0	0	0	-1	0	32	962
f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8_game_2.replay26	f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8	2	I Stone	22	102	archipelago	f0ab8b0a38	ladder	86	0	0	0	-1	0	56	420
f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8_game_3.replay26	f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8	3	I Stone	22	102	drumlin	d045777fb4	ladder	387	0	2	356	31	542	788	2219
f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8_game_4.replay26	f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8	4	I Stone	22	102	fjordgate	93f8deafba	ladder	286	0	0	0	-1	0	284	1420
f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8_game_5.replay26	f8b9c833-7a4a-40a7-8b02-28fefe5dd2b8	5	I Stone	22	102	atoll	8cbf96e7b4	ladder	344	0	1	263	81	263	320	1112
4a762d9c-9fc6-4868-89d7-20b375f6dbbb_game_1.replay26	4a762d9c-9fc6-4868-89d7-20b375f6dbbb	1	Memtrace	36	102	drumlin	d045777fb4	ladder	92	1	0	0	-1	0	52	534
4a762d9c-9fc6-4868-89d7-20b375f6dbbb_game_2.replay26	4a762d9c-9fc6-4868-89d7-20b375f6dbbb	2	Memtrace	36	102	saga	988930b0ce	ladder	150	1	0	0	-1	0	49	881
4a762d9c-9fc6-4868-89d7-20b375f6dbbb_game_3.replay26	4a762d9c-9fc6-4868-89d7-20b375f6dbbb	3	Memtrace	36	102	eider	32e660f402	ladder	1000	1	2	774	226	1543	2486	7905
4a762d9c-9fc6-4868-89d7-20b375f6dbbb_game_4.replay26	4a762d9c-9fc6-4868-89d7-20b375f6dbbb	4	Memtrace	36	102	snowflake	b3b93b33a3	ladder	160	1	0	0	-1	0	0	902
4a762d9c-9fc6-4868-89d7-20b375f6dbbb_game_5.replay26	4a762d9c-9fc6-4868-89d7-20b375f6dbbb	5	Memtrace	36	102	archipelago	f0ab8b0a38	ladder	131	1	0	0	-1	0	25	791
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_1.replay26	b6967348-e408-4ee5-9fe2-e3eda4c93da9	1	farming_200s	11	102	heart	d0f31b58fa	ladder	360	0	0	0	-1	0	63	2142
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_2.replay26	b6967348-e408-4ee5-9fe2-e3eda4c93da9	2	farming_200s	11	102	meander	925f7a4755	ladder	199	0	1	154	45	154	190	985
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_3.replay26	b6967348-e408-4ee5-9fe2-e3eda4c93da9	3	farming_200s	11	102	nordkap	676dc6f812	ladder	236	0	2	129	107	235	332	1170
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_4.replay26	b6967348-e408-4ee5-9fe2-e3eda4c93da9	4	farming_200s	11	102	lighthouse	00349f3ee5	ladder	165	0	0	0	-1	0	274	934
b6967348-e408-4ee5-9fe2-e3eda4c93da9_game_5.replay26	b6967348-e408-4ee5-9fe2-e3eda4c93da9	5	farming_200s	11	102	atoll	8cbf96e7b4	ladder	225	0	1	198	27	198	207	943
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_1.replay26	a2b7c76f-c5ed-4d8e-8693-22e1fc441747	1	Powerpuff Girls	57	102	lighthouse	00349f3ee5	ladder	278	1	1	211	67	211	416	1221
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_2.replay26	a2b7c76f-c5ed-4d8e-8693-22e1fc441747	2	Powerpuff Girls	57	102	nordkap	676dc6f812	ladder	274	1	1	224	32	224	450	1479
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_3.replay26	a2b7c76f-c5ed-4d8e-8693-22e1fc441747	3	Powerpuff Girls	57	102	moonrise	65714cc548	ladder	461	1	1	199	262	199	561	1116
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_4.replay26	a2b7c76f-c5ed-4d8e-8693-22e1fc441747	4	Powerpuff Girls	57	102	archipelago	f0ab8b0a38	ladder	1000	1	4	958	42	3328	3375	6532
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_5.replay26	a2b7c76f-c5ed-4d8e-8693-22e1fc441747	5	Powerpuff Girls	57	102	jackpot	29fc6e6fa5	ladder	197	1	0	0	-1	0	398	1181
118e4e02-41d3-4149-b702-feb666dbc4c9_game_1.replay26	118e4e02-41d3-4149-b702-feb666dbc4c9	1	Team 48	17	102	antler	e150ec12c3	ladder	138	0	0	0	-1	0	222	813
118e4e02-41d3-4149-b702-feb666dbc4c9_game_2.replay26	118e4e02-41d3-4149-b702-feb666dbc4c9	2	Team 48	17	102	atoll	8cbf96e7b4	ladder	159	0	0	0	-1	0	133	785
118e4e02-41d3-4149-b702-feb666dbc4c9_game_3.replay26	118e4e02-41d3-4149-b702-feb666dbc4c9	3	Team 48	17	102	archipelago	f0ab8b0a38	ladder	82	0	0	0	-1	0	57	476
118e4e02-41d3-4149-b702-feb666dbc4c9_game_4.replay26	118e4e02-41d3-4149-b702-feb666dbc4c9	4	Team 48	17	102	fjordgate	93f8deafba	ladder	178	0	0	0	-1	0	242	725
118e4e02-41d3-4149-b702-feb666dbc4c9_game_5.replay26	118e4e02-41d3-4149-b702-feb666dbc4c9	5	Team 48	17	102	jackpot	29fc6e6fa5	ladder	172	0	2	141	31	270	392	945
99dd1ce4-89df-43cc-b358-7bcc2f1e6c65_game_1.replay26	99dd1ce4-89df-43cc-b358-7bcc2f1e6c65	1	CtrlAltDefeat	128	102	archipelago	f0ab8b0a38	ladder	137	1	0	0	-1	0	32	580
99dd1ce4-89df-43cc-b358-7bcc2f1e6c65_game_2.replay26	99dd1ce4-89df-43cc-b358-7bcc2f1e6c65	2	CtrlAltDefeat	128	102	antler	e150ec12c3	ladder	102	1	0	0	-1	0	101	500
99dd1ce4-89df-43cc-b358-7bcc2f1e6c65_game_3.replay26	99dd1ce4-89df-43cc-b358-7bcc2f1e6c65	3	CtrlAltDefeat	128	102	moonrise	65714cc548	ladder	191	1	1	149	42	149	187	944
99dd1ce4-89df-43cc-b358-7bcc2f1e6c65_game_4.replay26	99dd1ce4-89df-43cc-b358-7bcc2f1e6c65	4	CtrlAltDefeat	128	102	hive	0c59455b91	ladder	213	1	0	0	-1	0	48	764
99dd1ce4-89df-43cc-b358-7bcc2f1e6c65_game_5.replay26	99dd1ce4-89df-43cc-b358-7bcc2f1e6c65	5	CtrlAltDefeat	128	102	lighthouse	00349f3ee5	ladder	134	1	0	0	-1	0	220	787
4b41720c-a255-4209-9576-0e0d5bff61e7_game_1.replay26	4b41720c-a255-4209-9576-0e0d5bff61e7	1	gsxWins	22	102	fjordgate	93f8deafba	ladder	223	1	0	0	-1	0	61	1105
4b41720c-a255-4209-9576-0e0d5bff61e7_game_2.replay26	4b41720c-a255-4209-9576-0e0d5bff61e7	2	gsxWins	22	102	snowflake	b3b93b33a3	ladder	199	1	0	0	-1	0	13	1178
4b41720c-a255-4209-9576-0e0d5bff61e7_game_3.replay26	4b41720c-a255-4209-9576-0e0d5bff61e7	3	gsxWins	22	102	antler	e150ec12c3	ladder	166	1	0	0	-1	0	87	820
4b41720c-a255-4209-9576-0e0d5bff61e7_game_4.replay26	4b41720c-a255-4209-9576-0e0d5bff61e7	4	gsxWins	22	102	lighthouse	00349f3ee5	ladder	211	1	1	184	27	184	184	1045
4b41720c-a255-4209-9576-0e0d5bff61e7_game_5.replay26	4b41720c-a255-4209-9576-0e0d5bff61e7	5	gsxWins	22	102	nordkap	676dc6f812	ladder	215	1	0	0	-1	0	86	1065
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_1.replay26	6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018	1	Banminary	44	102	jackpot	29fc6e6fa5	ladder	218	1	3	171	47	395	483	1536
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_2.replay26	6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018	2	Banminary	44	102	moonrise	65714cc548	ladder	170	1	0	0	-1	0	85	839
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_3.replay26	6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018	3	Banminary	44	102	snowflake	b3b93b33a3	ladder	71	1	0	0	-1	0	100	373
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_4.replay26	6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018	4	Banminary	44	102	heart	d0f31b58fa	ladder	226	1	1	142	84	142	213	930
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_5.replay26	6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018	5	Banminary	44	102	hive	0c59455b91	ladder	106	1	0	0	-1	0	186	509
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_1.replay26	7e0af1d6-296e-42cd-98ac-9b388a0a27f9	1	OopsGotYourElo	21	102	nordkap	676dc6f812	ladder	84	1	0	0	-1	0	102	451
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_2.replay26	7e0af1d6-296e-42cd-98ac-9b388a0a27f9	2	OopsGotYourElo	21	102	saga	988930b0ce	ladder	121	1	0	0	-1	0	47	595
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_3.replay26	7e0af1d6-296e-42cd-98ac-9b388a0a27f9	3	OopsGotYourElo	21	102	fjordgate	93f8deafba	ladder	1000	1	1	559	185	714	979	3511
7e0af1d6-296e-42cd-98ac-9b388a0a27f9_game_4.replay26	7e0af1d6-296e-42cd-98ac-9b388a0a27f9	4	OopsGotYourElo	21	102	eider	32e660f402	ladder	96	1	0	0	-1	0	31	452
