tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
cap6_glacierkeep_s4_B	glacierkeep	4	B	cap6	US	cap6_arm	Core destroyed	385	0	0	0
parent_nordkap_s3_A	nordkap	3	A	parent	OPP	_v488beltbreak2	Core destroyed	141	0	0	2040
flagoff_nordkap_s3_A	nordkap	3	A	flagoff	US	flagoff_arm	Core destroyed	178	0	400	50
v531fix_nordkap_s3_A	nordkap	3	A	v531fix	US	_v531fix	Core destroyed	218	0	900	460
nomouth_nordkap_s3_A	nordkap	3	A	nomouth	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	70	110
cap6_nordkap_s3_A	nordkap	3	A	cap6	US	cap6_arm	Core destroyed	663	0	4810	70
parent_nordkap_s3_B	nordkap	3	B	parent	US	parent_arm	Core destroyed	913	0	1630	2240
flagoff_nordkap_s3_B	nordkap	3	B	flagoff	OPP	_v488beltbreak2	Core destroyed	305	0	340	1910
v531fix_nordkap_s3_B	nordkap	3	B	v531fix	OPP	_v488beltbreak2	Core destroyed	282	0	680	2210
nomouth_nordkap_s3_B	nordkap	3	B	nomouth	US	nomouth_arm	Core destroyed	217	0	100	10
cap6_nordkap_s3_B	nordkap	3	B	cap6	US	cap6_arm	Core destroyed	191	0	450	190
parent_nordkap_s4_A	nordkap	4	A	parent	US	parent_arm	Core destroyed	221	0	730	130
flagoff_nordkap_s4_A	nordkap	4	A	flagoff	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	80	100
v531fix_nordkap_s4_A	nordkap	4	A	v531fix	US	_v531fix	Core destroyed	153	0	660	60
nomouth_nordkap_s4_A	nordkap	4	A	nomouth	US	nomouth_arm	Core destroyed	325	0	130	230
cap6_nordkap_s4_A	nordkap	4	A	cap6	OPP	_v488beltbreak2	Core destroyed	419	0	60	830
parent_nordkap_s4_B	nordkap	4	B	parent	US	parent_arm	Core destroyed	185	0	130	220
flagoff_nordkap_s4_B	nordkap	4	B	flagoff	US	flagoff_arm	Core destroyed	241	0	580	80
v531fix_nordkap_s4_B	nordkap	4	B	v531fix	US	_v531fix	Core destroyed	149	0	350	120
nomouth_nordkap_s4_B	nordkap	4	B	nomouth	US	nomouth_arm	Core destroyed	143	0	330	60
cap6_nordkap_s4_B	nordkap	4	B	cap6	US	cap6_arm	Core destroyed	195	0	440	0
parent_yulerune_s3_A	yulerune	3	A	parent	US	parent_arm	Core destroyed	105	0	200	0
flagoff_yulerune_s3_A	yulerune	3	A	flagoff	US	flagoff_arm	Core destroyed	247	0	1630	140
v531fix_yulerune_s3_A	yulerune	3	A	v531fix	US	_v531fix	Core destroyed	141	0	100	0
nomouth_yulerune_s3_A	yulerune	3	A	nomouth	US	nomouth_arm	Core destroyed	417	0	230	0
cap6_yulerune_s3_A	yulerune	3	A	cap6	US	cap6_arm	Core destroyed	105	0	160	0
parent_yulerune_s3_B	yulerune	3	B	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	240	920
flagoff_yulerune_s3_B	yulerune	3	B	flagoff	US	flagoff_arm	Core destroyed	481	0	5190	0
v531fix_yulerune_s3_B	yulerune	3	B	v531fix	US	_v531fix	Core destroyed	314	0	1450	560
nomouth_yulerune_s3_B	yulerune	3	B	nomouth	OPP	_v488beltbreak2	Core destroyed	457	0	180	560
