tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
midgard_s6_A	midgard	6	A	OPP	Core destroyed	272	v521	504	0	-4	0	0	500		0.0	14	54	7	7	14	2	34	2	0		0		7	
midgard_s6_B	midgard	6	B	US	Core destroyed	273	v521	0	0	500	504	0	-4	0.0		7	31	5	14	19	4	38	6	2	233	0		11	
nordkap_s4_A	nordkap	4	A	OPP	Core destroyed	279	v521	504	0	-4	0	0	500		0.0	13	48	0	0	0	0		0	0		2	5	42	
nordkap_s4_B	nordkap	4	B	US	Core destroyed	430	v521	36	36	500	1062	560	-2	0.5273	1.0	3	7	1	3	4	1	9	1	2	100	3	5	23	
nordkap_s5_A	nordkap	5	A	OPP	Core destroyed	309	v521	504	0	-4	0	0	500		0.0	3	15	2	6	8	1	23	1	0		2	5	10	
nordkap_s5_B	nordkap	5	B	OPP	Titanium collected (tiebreak)	1000	v521	0	0	500	72	18	446	0.25		6	15	2	4	6	2	7	2	1	81	3	5	71	
nordkap_s6_A	nordkap	6	A	OPP	Core destroyed	305	v521	1458	952	-6	36	36	500	1.0	0.6529	13	57	0	2	2	1	152	1	1	84	4	5	24	
nordkap_s6_B	nordkap	6	B	US	Core destroyed	265	v521	0	0	500	504	0	-4	0.0		3	8	0	4	4	2	7	2	2	53	3	5	28	
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	665	v521	504	0	-4	1548	1548	500	1.0	0.0	6	27	1	4	5	1	20	1	1	172	0		10	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	193	v521	504	0	-4	0	0	500		0.0	8	42	3	10	13	1	19	2	0		0		6	
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	197	v521	504	0	-4	0	0	500		0.0	8	40	2	2	4	1	24	1	0		0		11	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	204	v521	504	0	-4	0	0	500		0.0	9	27	7	6	13	2	19	2	0		0		8	
yulerune_s6_A	yulerune	6	A	US	Core destroyed	524	v521	0	0	500	504	0	-4	0.0		8	45	3	10	13	3	19	9	1	468	2	444	57	
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	213	v521	504	0	-4	0	0	500		0.0	6	27	1	8	9	1	24	2	0		0		6	
atoll_s7_A	atoll	7	A	US	Core destroyed	455	v521	468	468	500	3240	2740	0	0.8457	1.0	5	7	0	3	3	0		2	2	105	4	7	9	
atoll_s7_B	atoll	7	B	US	Core destroyed	251	v521	0	0	500	828	328	0	0.3961		4	14	0	1	1	0		4	1	158	3	7	9	
atoll_s8_A	atoll	8	A	US	Core destroyed	377	v521	594	594	500	558	54	-4	0.0968	1.0	5	17	0	3	3	0		2	2	80	3	7	30	
atoll_s8_B	atoll	8	B	OPP	Core destroyed	423	v521	3762	3262	0	324	324	500	1.0	0.8671	4	15	0	0	0	0		0	1	108	3	7	7	
atoll_s9_A	atoll	9	A	OPP	Titanium collected (tiebreak)	1000	v521	270	270	500	0	0	500		1.0	6	20	0	0	0	0		1	0		5	7	3	
atoll_s9_B	atoll	9	B	OPP	Titanium collected (tiebreak)	1000	v521	0	0	500	0	0	500			4	14	0	0	0	0		1	0		7	7	5	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	300	v521	234	0	266	504	0	-4	0.0	0.0	4	35	0	2	2	0		0	2	34	1	13	11	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	321	v521	0	0	500	1674	1174	0	0.7013		3	14	0	0	0	0		1	2	40	1	13	16	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Titanium collected (tiebreak)	1000	v521	1134	1134	500	684	684	500	1.0	1.0	8	120	0	2	2	0		5	1	100	3	13	24	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	319	v521	0	0	500	1062	558	-4	0.5254		3	15	0	0	0	0		0	1	73	1	13	30	
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	117	v521	0	0	500	720	220	0	0.3056		3	16	0	0	0	0		0	1	37	1	13	12	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	261	v521	0	0	500	1044	530	-14	0.5077		3	14	0	0	0	0		0	2	40	2	13	17	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	112	v521	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	948	v521	0	0	500	504	0	-4	0.0		10	78	0	0	0	0		1	1	892	5	9	28	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	127	v521	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		1	1	71	2	9	12	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	214	v521	0	0	500	594	90	-4	0.1515		3	18	0	0	0	0		0	1	56	2	9	23	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	111	v521	0	0	500	504	0	-4	0.0		4	20	0	0	0	0		0	1	55	2	9	11	
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	123	v521	0	0	500	576	76	0	0.1319		3	22	0	0	0	0		0	1	59	2	9	15	
midgard_s7_A	midgard	7	A	US	Core destroyed	233	v521	324	0	176	504	0	-4	0.0	0.0	9	31	4	5	9	1	48	2	1	144	0		9	
midgard_s7_B	midgard	7	B	OPP	Titanium collected (tiebreak)	1000	v521	0	0	500	0	0	500			8	16	5	4	9	2	38	4	0		0		148	
midgard_s8_A	midgard	8	A	US	Core destroyed	322	v521	0	0	500	504	0	-4	0.0		8	47	4	18	22	3	34	5	2	276	0		16	
midgard_s8_B	midgard	8	B	US	Core destroyed	224	v521	0	0	500	504	0	-4	0.0		10	36	5	10	15	2	41	3	1	168	0		8	
midgard_s9_A	midgard	9	A	US	Core destroyed	212	v521	0	0	500	504	0	-4	0.0		10	47	1	8	9	1	47	3	1	156	0		10	
midgard_s9_B	midgard	9	B	US	Titanium collected (tiebreak)	1000	v521	0	0	500	0	0	500			8	31	5	10	15	3	40	4	0		0		10	
nordkap_s7_A	nordkap	7	A	US	Core destroyed	304	v521	0	0	500	792	288	-4	0.3636		3	11	0	2	2	0		3	1	81	4	5	39	
nordkap_s7_B	nordkap	7	B	OPP	Core destroyed	437	v521	558	54	-4	18	18	500	1.0	0.0968	17	74	1	1	2	3	380	3	0		3	5	7	
nordkap_s8_A	nordkap	8	A	US	Core destroyed	134	v521	612	598	486	504	0	-4	0.0	0.9771	2	5	0	1	1	0		0	1	63	3	5	14	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	422	v521	36	36	500	504	0	-4	0.0	1.0	4	10	1	3	4	1	9	1	3	115	2	5	11	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	269	v521	0	0	500	540	36	-4	0.0667		1	3	0	1	1	1	103	2	1	64	4	5	17	
nordkap_s9_B	nordkap	9	B	US	Core destroyed	265	v521	0	0	500	504	0	-4	0.0		3	8	0	4	4	2	7	2	2	53	3	5	28	
yulerune_s7_A	yulerune	7	A	US	Core destroyed	264	v521	0	0	500	504	0	-4	0.0		10	38	4	7	11	2	19	2	1	208	0		11	
yulerune_s7_B	yulerune	7	B	US	Core destroyed	251	v521	0	0	500	504	0	-4	0.0		2	31	0	24	24	2	21	2	1	195	0		9	
yulerune_s8_A	yulerune	8	A	US	Core destroyed	152	v521	774	774	500	504	0	-4	0.0	1.0	3	17	1	8	9	1	19	1	1	96	0		9	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	229	v521	504	0	-4	0	0	500		0.0	6	31	2	12	14	2	24	2	0		0		9	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	193	v521	504	0	-4	0	0	500		0.0	7	23	4	7	11	1	19	1	0		0		9	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	203	v521	504	0	-4	0	0	500		0.0	6	30	1	7	8	2	19	3	0		0		6	
atoll_s10_A	atoll	10	A	OPP	Titanium collected (tiebreak)	1000	v521	0	0	500	3996	3652	156	0.9139		4	14	0	2	2	0		3	2	240	2	7	192	
atoll_s10_B	atoll	10	B	OPP	Core destroyed	306	v521	504	0	-4	0	0	500		0.0	4	13	0	1	1	0		1	0		3	7	29	
atoll_s11_A	atoll	11	A	OPP	Core destroyed	412	v521	900	392	-8	0	0	500		0.4356	3	12	0	0	0	0		3	0		2	7	5	
atoll_s11_B	atoll	11	B	US	Core destroyed	195	v521	936	890	454	576	72	-4	0.125	0.9509	3	12	0	2	2	0		1	2	60	2	7	8	
atoll_s12_A	atoll	12	A	US	Core destroyed	507	v521	0	0	500	2304	1798	-6	0.7804		4	12	0	2	2	0		0	3	61	5	7	11	
atoll_s12_B	atoll	12	B	OPP	Core destroyed	318	v521	738	236	-2	0	0	500		0.3198	6	21	0	2	2	0		2	0		4	7	16	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	101	v521	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	45	1	13	12	
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	842	v521	0	0	500	1764	1260	-4	0.7143		4	19	0	0	0	0		0	2	40	2	13	73	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	95	v521	0	0	500	504	0	-4	0.0		3	14	0	0	0	0		0	1	39	2	13	13	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	323	v521	0	0	500	1584	1078	-6	0.6806		3	13	0	0	0	0		2	1	40	2	13	19	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	153	v521	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		1	1	45	1	13	15	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	117	v521	0	0	500	540	36	-4	0.0667		3	16	0	0	0	0		0	1	57	2	13	12	
glacierkeep_s10_A	glacierkeep	10	A	US	Titanium collected (tiebreak)	1000	v521	216	196	480	540	540	500	1.0	0.9074	7	73	0	2	2	0		0	2	71	6	9	37	
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	123	v521	0	0	500	576	76	0	0.1319		3	22	0	0	0	0		0	1	59	2	9	15	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	110	v521	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s11_B	glacierkeep	11	B	OPP	Core destroyed	743	v521	504	0	-4	486	224	238	0.4609	0.0	13	133	0	0	0	0		0	1	137	4	9	20	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	124	v521	0	0	500	504	0	-4	0.0		3	18	0	0	0	0		1	1	68	2	9	11	
glacierkeep_s12_B	glacierkeep	12	B	US	Titanium collected (tiebreak)	1000	v521	0	0	500	0	0	500			3	19	0	0	0	0		2	0		3	9	83	
midgard_s10_A	midgard	10	A	US	Core destroyed	725	v521	0	0	500	504	0	-4	0.0		8	31	2	10	12	3	36	3	1	548	0		23	
midgard_s10_B	midgard	10	B	US	Core destroyed	161	v521	486	450	464	504	0	-4	0.0	0.9259	7	35	1	9	10	2	40	5	1	105	0		9	
midgard_s11_A	midgard	11	A	US	Core destroyed	725	v521	0	0	500	504	0	-4	0.0		8	31	2	10	12	3	36	3	1	548	0		23	
midgard_s11_B	midgard	11	B	US	Titanium collected (tiebreak)	1000	v521	0	0	500	3816	3816	500	1.0		7	35	1	5	6	2	34	2	1	47	0		12	
midgard_s12_A	midgard	12	A	US	Core destroyed	271	v521	0	0	500	504	0	-4	0.0		7	28	1	5	6	1	48	3	2	225	0		10	
midgard_s12_B	midgard	12	B	US	Core destroyed	190	v521	0	0	500	504	0	-4	0.0		7	17	3	5	8	2	38	3	1	134	0		9	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	465	v521	2214	2022	308	504	0	-4	0.0	0.9133	2	6	1	2	3	2	7	2	1	409	3	5	14	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	217	v521	594	586	492	504	0	-4	0.0	0.9865	3	10	1	4	5	1	9	2	1	100	2	5	11	
nordkap_s11_A	nordkap	11	A	US	Core destroyed	236	v521	576	576	500	810	308	-2	0.3802	1.0	3	10	0	3	3	0		1	2	108	2	5	11	
nordkap_s11_B	nordkap	11	B	US	Core destroyed	161	v521	36	0	464	504	0	-4	0.0	0.0	5	21	0	3	3	2	7	2	1	61	4	5	8	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	326	v521	0	0	500	972	472	0	0.4856		3	8	0	1	1	0		1	1	77	3	5	41	
nordkap_s12_B	nordkap	12	B	US	Core destroyed	130	v521	990	946	456	504	0	-4	0.0	0.9556	2	5	0	0	0	0		0	2	80	4	5	7	
yulerune_s10_A	yulerune	10	A	US	Core destroyed	152	v521	756	756	500	504	0	-4	0.0	1.0	3	13	1	5	6	1	28	1	1	96	0		9	
yulerune_s10_B	yulerune	10	B	OPP	Core destroyed	121	v521	504	0	-4	0	0	500		0.0	7	41	1	4	5	1	19	1	0		0		4	
yulerune_s11_A	yulerune	11	A	US	Core destroyed	193	v521	0	0	500	504	0	-4	0.0		5	20	1	4	5	1	20	4	2	160	0		10	
yulerune_s11_B	yulerune	11	B	US	Core destroyed	146	v521	0	0	500	504	0	-4	0.0		5	32	1	4	5	1	19	1	1	90	0		10	
yulerune_s12_A	yulerune	12	A	OPP	Core destroyed	418	v521	504	0	-4	0	0	500		0.0	12	23	8	3	11	2	19	3	0		0		11	
yulerune_s12_B	yulerune	12	B	US	Titanium collected (tiebreak)	1000	v521	0	0	500	0	0	500			6	24	3	5	8	2	24	2	0		0		37	
atoll_s13_A	atoll	13	A	US	Core destroyed	221	v521	0	0	500	504	0	-4	0.0		4	11	0	2	2	0		5	1	72	4	7	8	
atoll_s13_B	atoll	13	B	US	Core destroyed	141	v521	972	954	482	504	0	-4	0.0	0.9815	3	12	0	1	1	0		0	1	61	3	7	9	
atoll_s14_A	atoll	14	A	US	Core destroyed	277	v521	0	0	500	792	280	-12	0.3535		4	13	0	6	6	3	183	5	2	201	2	7	29	
atoll_s14_B	atoll	14	B	US	Core destroyed	137	v521	684	570	386	504	0	-4	0.0	0.8333	3	12	0	1	1	0		0	1	66	4	7	14	
atoll_s15_A	atoll	15	A	OPP	Core destroyed	266	v521	864	358	-6	0	0	500		0.4144	4	15	0	2	2	0		1	0		3	7	3	
atoll_s15_B	atoll	15	B	OPP	Core destroyed	270	v521	720	220	0	0	0	500		0.3056	5	17	0	1	1	0		2	0		2	7	6	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Titanium collected (tiebreak)	1000	v521	0	0	500	54	36	482	0.6667		4	26	0	2	2	0		1	1	92	2	13	90	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	184	v521	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	68	2	13	23	
drakkarfjord_s14_A	drakkarfjord	14	A	US	Core destroyed	92	v521	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	36	1	13	12	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	121	v521	0	0	500	720	216	-4	0.3		2	16	0	0	0	0		0	1	41	1	13	13	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Titanium collected (tiebreak)	1000	v521	0	0	500	594	594	500	1.0		4	17	0	0	0	0		0	1	36	52	13	59	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	117	v521	0	0	500	540	36	-4	0.0667		3	16	0	0	0	0		0	1	57	2	13	12	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	114	v521	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	55	2	9	11	
glacierkeep_s13_B	glacierkeep	13	B	OPP	Harvesters (tiebreak)	1000	v521	0	0	500	324	0	176	0.0		4	25	0	0	0	0		1	1	116	2	9	83	
glacierkeep_s14_A	glacierkeep	14	A	US	Core destroyed	208	v521	0	0	500	774	268	-6	0.3463		4	27	0	0	0	0		0	2	52	3	9	13	
glacierkeep_s14_B	glacierkeep	14	B	US	Core destroyed	253	v521	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	92	2	9	30	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	205	v521	0	0	500	504	0	-4	0.0		4	20	0	0	0	0		2	1	88	2	9	11	
glacierkeep_s15_B	glacierkeep	15	B	OPP	Harvesters (tiebreak)	1000	v521	0	0	500	1458	1416	458	0.9712		12	116	0	0	0	0		0	1	121	2	9	15	
midgard_s13_A	midgard	13	A	OPP	Core destroyed	502	v521	504	0	-4	0	0	500		0.0	8	33	5	18	23	4	45	6	0		0		30	
midgard_s13_B	midgard	13	B	US	Core destroyed	207	v521	1080	1080	500	504	0	-4	0.0	1.0	8	22	4	9	13	2	40	3	1	151	0		9	
midgard_s14_A	midgard	14	A	OPP	Core destroyed	243	v521	504	0	-4	0	0	500		0.0	8	39	3	7	10	2	36	3	0		0		10	
midgard_s14_B	midgard	14	B	OPP	Core destroyed	361	v521	504	0	-4	72	0	428	0.0	0.0	7	49	2	15	17	3	38	4	1	352	0		9	
midgard_s15_A	midgard	15	A	OPP	Core destroyed	321	v521	504	0	-4	0	0	500		0.0	7	24	4	11	15	3	39	6	0		0		10	
midgard_s15_B	midgard	15	B	OPP	Titanium collected (tiebreak)	1000	v521	0	0	500	324	0	176	0.0		10	50	4	13	17	3	40	4	1	764	0		96	
nordkap_s13_A	nordkap	13	A	US	Core destroyed	185	v521	810	774	464	504	0	-4	0.0	0.9556	2	6	1	2	3	2	7	2	1	129	3	5	13	
nordkap_s13_B	nordkap	13	B	OPP	Core destroyed	349	v521	504	0	-4	432	0	68	0.0	0.0	5	17	1	2	3	2	7	2	1	80	3	5	11	
nordkap_s14_A	nordkap	14	A	US	Core destroyed	348	v521	0	0	500	738	234	-4	0.3171		4	13	0	1	1	1	130	4	2	64	4	5	33	
