tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
atoll_s6_A	atoll	6	A	US	289	8	289	0	107	262	88	0	-1	0	88	0	0		716	212	504		1.7439
atoll_s6_B	atoll	6	B	US	175	8	175	0	57	153	44	0	-1	0	44	0	0		504	0	504		2.88
drakkarfjord_s4_A	drakkarfjord	4	A	US	116	8	116	0	56	102	56	0	-1	0	56	0	0		504	0	504		4.3448
drakkarfjord_s4_B	drakkarfjord	4	B	US	125	8	125	20	84	111	84	15	41	5	69	126	0	126	502	124	378	8.4	3.4364
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	430	8	430	0	0	385	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s5_B	drakkarfjord	5	B	US	140	8	140	0	56	126	56	0	-1	0	56	0	0		504	0	504		3.6
drakkarfjord_s6_A	drakkarfjord	6	A	US	89	8	89	49	56	74	55	47	33	2	8	396	0	396	108	0	108	8.4255	2.5714
drakkarfjord_s6_B	drakkarfjord	6	B	US	122	8	122	29	82	108	82	20	40	9	62	180	0	180	442	116	326	9.0	3.1961
glacierkeep_s4_A	glacierkeep	4	A	US	177	8	177	46	68	111	41	0	-1	46	41	0	0		504	0	504		2.8475
glacierkeep_s4_B	glacierkeep	4	B	US	123	8	123	84	56	70	56	49	67	35	7	414	0	414	90	0	90	8.449	1.2162
glacierkeep_s5_A	glacierkeep	5	A	US	111	8	111	83	56	56	56	56	55	27	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s5_B	glacierkeep	5	B	US	353	8	353	137	262	164	91	0	-1	137	91	0	0		1010	506	504		1.4278
glacierkeep_s6_A	glacierkeep	6	A	US	128	8	128	100	60	50	50	50	76	50	0	450	0	450	54	0	54	9.0	0.6923
glacierkeep_s6_B	glacierkeep	6	B	US	237	8	237	188	149	50	4	4	88	184	0	18	0	18	486	0	486	4.5	2.0858
midgard_s4_A	midgard	4	A	US	337	8	337	0	294	235	200	0	-1	0	200	0	0		504	0	504		1.4955
midgard_s4_B	midgard	4	B	OPP	274	8	274	0	67	193	44	0	-1	0	44	0	0		0	0	0		0.0
midgard_s5_A	midgard	5	A	US	705	8	705	0	661	556	524	0	-1	0	524	0	0		504	0	504		0.7149
midgard_s5_B	midgard	5	B	OPP	238	8	238	0	0	75	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s6_A	midgard	6	A	US	231	8	231	0	44	212	44	0	-1	0	44	0	0		504	0	504		2.1818
midgard_s6_B	midgard	6	B	OPP	261	8	261	0	77	139	16	0	-1	0	16	0	0		432	0	432		1.6552
nordkap_s4_A	nordkap	4	A	US	185	8	185	138	178	176	176	138	46	0	38	504	0	504	0	0	0	3.6522	0.0
nordkap_s4_B	nordkap	4	B	US	173	8	173	115	166	72	72	22	58	93	50	54	0	54	450	0	450	2.4545	2.9801
nordkap_s5_A	nordkap	5	A	OPP	913	8	913	130	751	66	24	15	55	115	9	126	0	126	574	700	-126	8.4	-0.1403
nordkap_s5_B	nordkap	5	B	US	365	8	365	288	291	54	5	0	-1	288	5	0	0		504	0	504		1.3808
nordkap_s6_A	nordkap	6	A	US	333	8	333	116	44	219	44	0	-1	116	44	0	0		504	0	504		1.5135
nordkap_s6_B	nordkap	6	B	US	290	8	290	222	62	279	58	50	56	172	8	396	0	396	108	0	108	7.92	0.45
yulerune_s4_A	yulerune	4	A	US	218	8	218	0	56	208	56	0	-1	0	56	0	0		504	0	504		2.3119
yulerune_s4_B	yulerune	4	B	OPP	369	8	369	0	0	176	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s5_A	yulerune	5	A	US	169	8	169	0	82	104	27	0	-1	0	27	0	0		504	0	504		2.9822
yulerune_s5_B	yulerune	5	B	OPP	285	8	285	0	13	268	13	0	-1	0	13	0	0		108	0	108		0.3789
yulerune_s6_A	yulerune	6	A	US	193	8	193	0	56	170	56	0	-1	0	56	0	0		504	0	504		2.6114
yulerune_s6_B	yulerune	6	B	US	417	8	417	0	389	259	245	0	-1	0	245	0	0		504	0	504		1.2086
atoll_s7_A	atoll	7	A	US	276	8	276	0	213	269	213	0	-1	0	213	0	0		1084	584	500		1.8116
atoll_s7_B	atoll	7	B	US	120	8	120	0	56	111	56	0	-1	0	56	0	0		504	0	504		4.2
atoll_s8_A	atoll	8	A	OPP	786	8	786	0	525	771	525	0	-1	0	525	0	0		0	0	0		0.0
atoll_s8_B	atoll	8	B	OPP	255	8	255	0	0	221	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s9_A	atoll	9	A	OPP	373	8	373	0	305	77	16	0	-1	0	16	0	0		930	886	44		0.118
atoll_s9_B	atoll	9	B	OPP	825	8	825	0	248	398	6	0	-1	0	6	0	0		136	136	0		0.0
drakkarfjord_s7_A	drakkarfjord	7	A	US	99	8	99	56	56	85	56	46	48	10	10	414	0	414	90	0	90	9.0	1.6981
drakkarfjord_s7_B	drakkarfjord	7	B	US	98	8	98	59	56	84	56	53	42	6	3	486	0	486	18	0	18	9.1698	0.4
drakkarfjord_s8_A	drakkarfjord	8	A	US	121	8	121	22	84	107	84	15	37	7	69	126	0	126	506	124	382	8.4	3.6038
drakkarfjord_s8_B	drakkarfjord	8	B	US	98	8	98	52	56	84	56	51	42	1	5	468	0	468	36	0	36	9.1765	0.766
drakkarfjord_s9_A	drakkarfjord	9	A	US	112	8	112	10	76	98	76	4	36	6	72	36	0	36	560	88	472	9.0	4.3704
drakkarfjord_s9_B	drakkarfjord	9	B	US	1000	8	1000	50	628	474	120	20	40	30	100	180	0	180	1806	1964	-158	9.0	-0.1612
glacierkeep_s7_A	glacierkeep	7	A	US	115	8	115	72	56	99	56	56	59	16	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s7_B	glacierkeep	7	B	OPP	893	8	893	159	0	315	0	0	-1	159	0	0	0		0	0	0		0.0
glacierkeep_s8_A	glacierkeep	8	A	US	110	8	110	82	58	14	14	14	56	68	0	0	0	0	504	0	504	0.0	5.25
glacierkeep_s8_B	glacierkeep	8	B	OPP	789	8	789	0	0	737	0	0	-1	0	0	0	0		0	0	0		0.0
glacierkeep_s9_A	glacierkeep	9	A	US	143	8	143	100	55	128	55	55	63	45	0	486	0	486	18	0	18	8.8364	0.2045
glacierkeep_s9_B	glacierkeep	9	B	US	1000	8	1000	68	0	940	0	0	-1	68	0	0	0		0	0	0		0.0
midgard_s7_A	midgard	7	A	US	297	8	297	0	107	200	29	0	-1	0	29	0	0		504	0	504		1.697
midgard_s7_B	midgard	7	B	US	194	8	194	0	56	160	56	0	-1	0	56	0	0		504	0	504		2.5979
midgard_s8_A	midgard	8	A	US	205	8	205	0	80	152	37	0	-1	0	37	0	0		504	0	504		2.4585
midgard_s8_B	midgard	8	B	OPP	160	8	160	0	114	96	58	0	-1	0	58	0	0		354	354	0		0.0
midgard_s9_A	midgard	9	A	OPP	167	8	167	0	124	80	46	0	-1	0	46	0	0		468	434	34		0.2036
midgard_s9_B	midgard	9	B	OPP	301	8	301	0	47	132	29	0	-1	0	29	0	0		0	0	0		0.0
nordkap_s7_A	nordkap	7	A	US	1000	8	1000	158	952	346	311	14	51	144	297	126	0	126	1110	1236	-126	9.0	-0.1278
nordkap_s7_B	nordkap	7	B	OPP	433	8	433	396	393	39	6	3	45	393	3	36	0	36	54	0	54	12.0	0.1256
nordkap_s8_A	nordkap	8	A	US	164	8	164	108	55	151	54	50	65	58	4	432	0	432	72	0	72	8.64	0.6316
nordkap_s8_B	nordkap	8	B	US	392	8	392	37	161	299	148	0	-1	37	148	0	0		684	180	504		1.2857
nordkap_s9_A	nordkap	9	A	US	156	8	156	107	72	83	12	12	84	95	0	18	0	18	486	0	486	1.5	3.375
nordkap_s9_B	nordkap	9	B	OPP	349	8	349	283	4	278	2	0	-1	283	2	0	0		0	0	0		0.0
yulerune_s7_A	yulerune	7	A	OPP	174	8	174	0	0	151	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s7_B	yulerune	7	B	US	1000	8	1000	0	0	189	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s8_A	yulerune	8	A	OPP	1000	8	1000	0	0	45	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s8_B	yulerune	8	B	OPP	145	8	145	0	0	112	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_A	yulerune	9	A	OPP	321	8	321	0	0	181	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_B	yulerune	9	B	OPP	395	8	395	0	0	222	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_A	atoll	10	A	OPP	677	8	677	0	0	518	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_B	atoll	10	B	US	238	8	238	0	92	229	92	0	-1	0	92	0	0		664	164	500		2.1008
atoll_s11_A	atoll	11	A	OPP	419	8	419	0	0	385	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s11_B	atoll	11	B	US	236	8	236	0	69	221	68	0	-1	0	68	0	0		730	220	510		2.161
atoll_s12_A	atoll	12	A	US	406	8	406	0	234	396	234	0	-1	0	234	0	0		1352	848	504		1.2414
atoll_s12_B	atoll	12	B	US	226	8	226	152	105	99	6	6	121	146	0	0	0	0	504	0	504	0.0	2.2909
drakkarfjord_s10_A	drakkarfjord	10	A	US	93	8	93	64	56	79	56	56	37	8	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s10_B	drakkarfjord	10	B	US	243	8	243	0	56	229	56	0	-1	0	56	0	0		504	0	504		2.0741
drakkarfjord_s11_A	drakkarfjord	11	A	US	153	8	153	67	65	122	48	31	89	36	17	288	0	288	216	0	216	9.2903	1.7705
drakkarfjord_s11_B	drakkarfjord	11	B	US	1000	8	1000	19	927	171	112	7	73	12	105	54	0	54	2764	2702	62	7.7143	0.0624
drakkarfjord_s12_A	drakkarfjord	12	A	US	169	8	169	91	69	133	47	47	100	44	0	414	0	414	90	0	90	8.8085	0.7377
drakkarfjord_s12_B	drakkarfjord	12	B	US	1000	8	1000	29	960	184	158	20	40	9	138	180	0	180	2684	2864	-180	9.0	-0.1837
glacierkeep_s10_A	glacierkeep	10	A	US	173	8	173	126	99	46	1	1	89	125	0	0	0	0	504	0	504	0.0	2.9302
glacierkeep_s10_B	glacierkeep	10	B	US	1000	8	1000	89	11	892	11	0	-1	89	11	0	0		82	12	70		0.07
glacierkeep_s11_A	glacierkeep	11	A	US	173	8	173	108	60	148	51	47	65	61	4	414	0	414	90	0	90	8.8085	0.7143
glacierkeep_s11_B	glacierkeep	11	B	US	237	8	237	188	149	50	4	4	88	184	0	18	0	18	486	0	486	4.5	2.0858
glacierkeep_s12_A	glacierkeep	12	A	OPP	347	8	347	22	0	316	0	0	-1	22	0	0	0		0	0	0		0.0
glacierkeep_s12_B	glacierkeep	12	B	US	123	8	123	84	56	70	56	49	67	35	7	414	0	414	90	0	90	8.449	1.2162
midgard_s10_A	midgard	10	A	US	442	8	442	0	393	294	257	0	-1	0	257	0	0		504	0	504		1.1403
midgard_s10_B	midgard	10	B	OPP	949	8	949	0	0	171	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s11_A	midgard	11	A	US	149	8	149	0	102	140	102	0	-1	0	102	0	0		694	188	506		3.396
midgard_s11_B	midgard	11	B	OPP	1000	8	1000	0	8	984	8	0	-1	0	8	0	0		0	0	0		0.0
midgard_s12_A	midgard	12	A	US	567	8	567	0	105	422	9	0	-1	0	9	0	0		504	0	504		0.8889
midgard_s12_B	midgard	12	B	OPP	275	8	275	0	234	72	41	0	-1	0	41	0	0		576	532	44		0.16
nordkap_s10_A	nordkap	10	A	US	382	8	382	10	286	361	286	0	-1	10	286	0	0		1544	1044	500		1.3089
nordkap_s10_B	nordkap	10	B	US	168	8	168	71	60	159	60	54	112	17	6	486	0	486	18	0	18	9.0	0.1579
nordkap_s11_A	nordkap	11	A	US	139	8	139	62	56	103	42	42	83	20	0	252	0	252	252	0	252	6.0	2.5979
nordkap_s11_B	nordkap	11	B	US	129	8	129	71	122	121	121	71	58	0	50	504	0	504	0	0	0	7.0986	0.0
nordkap_s12_A	nordkap	12	A	US	335	8	335	0	128	320	128	0	-1	0	128	0	0		824	324	500		1.4925
nordkap_s12_B	nordkap	12	B	US	161	8	161	0	154	59	59	0	-1	0	59	0	0		504	0	504		3.1304
yulerune_s10_A	yulerune	10	A	US	197	8	197	0	65	148	29	0	-1	0	29	0	0		504	0	504		2.5584
yulerune_s10_B	yulerune	10	B	OPP	236	8	236	0	82	221	82	0	-1	0	82	0	0		50	50	0		0.0
yulerune_s11_A	yulerune	11	A	US	458	8	458	0	43	284	43	0	-1	0	43	0	0		504	0	504		1.1004
yulerune_s11_B	yulerune	11	B	US	1000	8	1000	0	0	188	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_A	yulerune	12	A	OPP	149	8	149	0	0	63	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_B	yulerune	12	B	OPP	306	8	306	0	0	291	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s13_A	atoll	13	A	OPP	190	8	190	0	36	75	36	0	-1	0	36	0	0		0	0	0		0.0
atoll_s13_B	atoll	13	B	US	199	8	199	0	97	132	51	0	-1	0	51	0	0		858	342	516		2.593
atoll_s14_A	atoll	14	A	US	245	8	245	0	92	189	43	0	-1	0	43	0	0		778	266	512		2.0898
atoll_s14_B	atoll	14	B	US	339	8	339	0	279	330	279	0	-1	0	279	0	0		1518	1012	506		1.4926
atoll_s15_A	atoll	15	A	OPP	221	8	221	0	0	160	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	US	640	8	640	0	56	621	56	0	-1	0	56	0	0		504	0	504		0.7875
drakkarfjord_s13_A	drakkarfjord	13	A	US	99	8	99	53	56	85	56	43	48	10	13	378	0	378	126	0	126	8.7907	2.25
drakkarfjord_s13_B	drakkarfjord	13	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s14_A	drakkarfjord	14	A	US	106	8	106	30	70	92	70	24	36	6	46	216	0	216	350	64	286	9.0	3.4878
drakkarfjord_s14_B	drakkarfjord	14	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s15_A	drakkarfjord	15	A	US	153	8	153	67	65	122	48	31	89	36	17	288	0	288	216	0	216	9.2903	1.7705
drakkarfjord_s15_B	drakkarfjord	15	B	US	122	8	122	29	82	108	82	20	40	9	62	180	0	180	442	116	326	9.0	3.1961
glacierkeep_s13_A	glacierkeep	13	A	US	119	8	119	76	56	103	56	56	63	20	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s13_B	glacierkeep	13	B	US	123	8	123	64	64	70	64	37	59	27	27	324	0	324	212	36	176	8.7568	2.0465
glacierkeep_s14_A	glacierkeep	14	A	US	149	8	149	75	58	125	51	48	91	27	3	414	0	414	86	0	86	8.625	0.8515
glacierkeep_s14_B	glacierkeep	14	B	OPP	1000	8	1000	64	560	539	155	24	56	40	131	216	0	216	1886	2102	-216	9.0	-0.2213
glacierkeep_s15_A	glacierkeep	15	A	US	178	8	178	135	57	121	25	25	67	110	0	126	0	126	378	0	378	5.04	2.4706
glacierkeep_s15_B	glacierkeep	15	B	OPP	869	8	869	89	777	30	3	3	92	86	0	18	0	18	2566	2206	360	6.0	0.4157
midgard_s13_A	midgard	13	A	OPP	925	8	925	0	883	63	29	0	-1	0	29	0	0		2524	2310	214		0.2314
midgard_s13_B	midgard	13	B	US	225	8	225	0	96	201	96	0	-1	0	96	0	0		680	180	500		2.2222
midgard_s14_A	midgard	14	A	OPP	320	8	320	0	7	262	7	0	-1	0	7	0	0		0	0	0		0.0
midgard_s14_B	midgard	14	B	OPP	213	8	213	0	0	150	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s15_A	midgard	15	A	OPP	512	8	512	0	174	495	166	0	-1	0	166	0	0		720	468	252		0.4922
midgard_s15_B	midgard	15	B	OPP	742	8	742	0	0	533	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s13_A	nordkap	13	A	US	1000	8	1000	247	884	47	10	4	49	243	6	36	0	36	1110	1146	-36	9.0	-0.0361
nordkap_s13_B	nordkap	13	B	OPP	184	8	184	0	91	147	64	0	-1	0	64	0	0		108	0	108		0.587
nordkap_s14_A	nordkap	14	A	US	173	8	173	132	125	44	9	9	48	123	0	18	0	18	486	0	486	2.0	2.9634
nordkap_s14_B	nordkap	14	B	OPP	210	8	210	0	31	31	19	0	-1	0	19	0	0		0	0	0		0.0
nordkap_s15_A	nordkap	15	A	US	464	8	464	189	92	371	35	1	84	188	34	0	0	0	558	54	504	0.0	1.0886
nordkap_s15_B	nordkap	15	B	OPP	1000	8	1000	877	923	57	2	0	-1	877	2	0	0		18	18	0		0.0
yulerune_s13_A	yulerune	13	A	US	565	8	565	0	37	531	37	0	-1	0	37	0	0		504	0	504		0.892
yulerune_s13_B	yulerune	13	B	US	315	8	315	0	114	294	112	0	-1	0	112	0	0		576	72	504		1.6
yulerune_s14_A	yulerune	14	A	OPP	185	8	185	0	0	69	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s14_B	yulerune	14	B	OPP	519	8	519	0	0	326	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s15_A	yulerune	15	A	OPP	193	8	193	0	0	157	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s15_B	yulerune	15	B	OPP	277	8	277	0	0	217	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s16_A	atoll	16	A	US	124	8	124	0	56	117	56	0	-1	0	56	0	0		504	0	504		4.0645
atoll_s16_B	atoll	16	B	US	606	8	606	0	57	492	57	0	-1	0	57	0	0		504	0	504		0.8317
atoll_s17_A	atoll	17	A	US	403	8	403	0	203	242	49	0	-1	0	49	0	0		718	214	504		1.2506
atoll_s17_B	atoll	17	B	US	127	8	127	0	61	102	49	0	-1	0	49	0	0		504	0	504		3.9685
atoll_s18_A	atoll	18	A	US	801	8	801	0	430	780	430	0	-1	0	430	0	0		1992	1492	500		0.6242
atoll_s18_B	atoll	18	B	OPP	760	8	760	0	0	735	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s16_A	drakkarfjord	16	A	US	92	8	92	63	56	78	56	56	36	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s16_B	drakkarfjord	16	B	US	1000	8	1000	27	960	218	192	16	40	11	176	144	0	144	1390	1534	-144	9.0	-0.1463
drakkarfjord_s17_A	drakkarfjord	17	A	US	92	8	92	56	56	77	55	55	36	1	0	486	0	486	18	0	18	8.8364	0.4865
drakkarfjord_s17_B	drakkarfjord	17	B	US	1000	8	1000	25	959	270	243	15	41	10	228	126	0	126	1378	1504	-126	8.4	-0.1279
drakkarfjord_s18_A	drakkarfjord	18	A	US	93	8	93	64	56	79	56	56	37	8	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s18_B	drakkarfjord	18	B	US	98	8	98	59	56	84	56	53	42	6	3	486	0	486	18	0	18	9.1698	0.4
glacierkeep_s16_A	glacierkeep	16	A	US	143	8	143	0	66	101	49	0	-1	0	49	0	0		504	0	504		3.5245
glacierkeep_s16_B	glacierkeep	16	B	US	389	8	389	239	289	50	11	10	100	229	1	72	0	72	714	282	432	7.2	1.1398
glacierkeep_s17_A	glacierkeep	17	A	US	173	8	173	108	60	148	51	47	65	61	4	414	0	414	90	0	90	8.8085	0.7143
glacierkeep_s17_B	glacierkeep	17	B	US	185	8	185	62	97	75	5	5	88	57	0	18	0	18	486	0	486	3.6	2.7
glacierkeep_s18_A	glacierkeep	18	A	US	124	8	124	82	56	37	16	16	68	66	0	18	0	18	486	0	486	1.125	4.5
glacierkeep_s18_B	glacierkeep	18	B	OPP	913	8	913	794	0	643	0	0	-1	794	0	0	0		0	0	0		0.0
midgard_s16_A	midgard	16	A	US	265	8	265	0	186	252	185	0	-1	0	185	0	0		504	0	504		1.9019
midgard_s16_B	midgard	16	B	OPP	169	8	169	0	0	100	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s17_A	midgard	17	A	OPP	267	8	267	0	220	117	77	0	-1	0	77	0	0		952	942	10		0.0375
midgard_s17_B	midgard	17	B	OPP	215	8	215	0	0	192	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s18_A	midgard	18	A	US	273	8	273	0	172	261	169	0	-1	0	169	0	0		680	180	500		1.8315
midgard_s18_B	midgard	18	B	OPP	1000	8	1000	0	7	951	7	0	-1	0	7	0	0		68	68	0		0.0
nordkap_s16_A	nordkap	16	A	US	861	8	861	35	808	46	4	3	53	32	1	18	0	18	596	110	486	6.0	0.5664
nordkap_s16_B	nordkap	16	B	OPP	206	8	206	0	78	161	78	0	-1	0	78	0	0		0	0	0		0.0
nordkap_s17_A	nordkap	17	A	US	679	8	679	42	522	467	323	7	67	35	316	54	0	54	2624	2172	452	7.7143	0.6726
nordkap_s17_B	nordkap	17	B	OPP	1000	8	1000	0	991	952	951	0	-1	0	951	0	0		0	0	0		0.0
nordkap_s18_A	nordkap	18	A	OPP	852	8	852	129	50	514	23	23	47	106	0	198	0	198	144	342	-198	8.6087	-0.2388
nordkap_s18_B	nordkap	18	B	US	117	8	117	80	85	66	41	33	41	47	8	288	0	288	216	0	216	8.7273	2.5714
yulerune_s16_A	yulerune	16	A	US	230	8	230	0	56	203	56	0	-1	0	56	0	0		504	0	504		2.1913
yulerune_s16_B	yulerune	16	B	OPP	186	8	186	0	0	166	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_A	yulerune	17	A	OPP	205	8	205	0	0	94	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_B	yulerune	17	B	US	198	8	198	0	65	163	45	0	-1	0	45	0	0		504	0	504		2.5455
yulerune_s18_A	yulerune	18	A	OPP	205	8	205	0	0	94	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_B	yulerune	18	B	OPP	239	8	239	0	0	96	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s19_A	atoll	19	A	OPP	266	8	266	0	0	147	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s19_B	atoll	19	B	US	525	8	525	228	461	104	49	3	325	225	46	18	0	18	954	468	486	6.0	0.931
atoll_s20_A	atoll	20	A	OPP	199	8	199	0	0	151	0	0	-1	0	0	0	0		0	0	0		0.0
