file	side	opp	map	our_team	won	turns	lastrnd	kind	rnd	x	y	d2	died	drnd	life	nb_same8	nb_sameturret8	nb_opp8	nb_same16	nb_opp16	reuse
3cd88b65-5be9-40f7-92b1-b569e2a45930_game_3.replay26	US	OopsGotYourElo	saga	0	1	1000	754	gunner	162	18	21	9	0	-1	-1	0	0	4	0	11	1
3cd88b65-5be9-40f7-92b1-b569e2a45930_game_3.replay26	US	OopsGotYourElo	saga	0	1	1000	754	gunner	172	17	21	10	1	189	17	1	1	2	1	8	1
3cd88b65-5be9-40f7-92b1-b569e2a45930_game_4.replay26	US	OopsGotYourElo	heart	0	1	1000	492	sentinel	6	14	10	26	1	13	7	0	0	0	0	0	1
3cd88b65-5be9-40f7-92b1-b569e2a45930_game_5.replay26	US	OopsGotYourElo	moonrise	0	1	1000	30	sentinel	5	9	4	26	0	-1	-1	0	0	2	0	2	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	US	Ouroboros	lighthouse	0	0	467	466	gunner	11	9	9	8	1	19	8	0	0	7	0	7	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	US	Ouroboros	lighthouse	0	0	467	466	gunner	12	10	10	2	1	28	16	1	1	6	1	8	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	US	Ouroboros	lighthouse	0	0	467	466	gunner	60	8	8	18	1	71	11	1	1	3	3	12	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	US	Ouroboros	lighthouse	0	0	467	466	gunner	64	9	10	5	1	80	16	1	1	11	1	16	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	US	Ouroboros	lighthouse	0	0	467	466	gunner	145	9	10	5	1	225	80	0	0	8	6	13	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	311	7	5	20	0	-1	-1	0	0	14	1	26	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	314	7	7	32	0	-1	-1	2	2	9	7	20	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	371	4	5	5	0	-1	-1	0	0	10	2	18	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	431	3	7	16	0	-1	-1	1	1	10	3	14	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	454	2	6	10	0	-1	-1	2	2	7	2	11	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	454	4	7	17	0	-1	-1	4	4	4	8	8	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	THEM	Ouroboros	lighthouse	0	0	467	466	gunner	455	4	6	10	0	-1	-1	4	4	5	7	11	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	2	11	8	25	1	4	2	0	0	0	0	0	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	3	12	7	17	1	9	6	1	1	1	1	1	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	US	Ouroboros	meander	0	0	399	398	gunner	6	11	7	9	1	85	79	1	1	1	1	1	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	US	Ouroboros	meander	0	0	399	398	sentinel	6	10	5	26	1	94	88	2	2	1	3	2	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	76	14	7	25	0	-1	-1	6	1	0	7	1	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	88	10	8	26	0	-1	-1	2	2	2	10	6	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	110	10	7	17	1	201	91	3	3	3	9	8	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	US	Ouroboros	meander	0	0	399	398	gunner	143	13	8	8	1	147	4	0	0	8	0	12	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	153	11	6	9	1	160	7	2	2	1	6	7	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	US	Ouroboros	meander	0	0	399	398	gunner	171	12	7	10	1	176	5	0	0	7	0	12	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	US	Ouroboros	meander	0	0	399	398	gunner	205	13	8	8	1	226	21	0	0	7	1	10	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	232	12	6	10	0	-1	-1	2	2	1	7	6	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	247	11	8	25	0	-1	-1	5	3	1	10	1	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	THEM	Ouroboros	meander	0	0	399	398	gunner	302	10	6	10	0	-1	-1	3	3	3	5	6	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	17	12	12	8	1	25	8	0	0	3	0	7	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	19	11	14	9	1	35	16	1	1	4	1	6	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	121	11	14	9	1	128	7	0	0	8	0	12	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	196	11	14	9	1	206	10	0	0	7	0	11	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	207	11	14	9	1	212	5	0	0	6	0	9	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	225	11	14	9	1	229	4	0	0	6	0	9	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	259	11	14	9	1	264	5	0	0	6	0	10	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	THEM	Ouroboros	jackpot	0	0	1000	648	gunner	326	4	4	32	1	339	13	0	0	15	0	34	4
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	THEM	Ouroboros	jackpot	0	0	1000	648	gunner	340	4	4	32	1	345	5	0	0	15	0	32	4
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	THEM	Ouroboros	jackpot	0	0	1000	648	gunner	345	4	2	20	1	365	20	1	1	18	1	30	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	THEM	Ouroboros	jackpot	0	0	1000	648	gunner	348	4	4	32	1	369	21	1	1	15	1	32	4
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	428	11	14	9	1	436	8	0	0	7	0	11	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	446	11	14	9	1	448	2	0	0	7	0	12	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	THEM	Ouroboros	jackpot	0	0	1000	648	gunner	449	4	4	32	1	452	3	0	0	16	0	33	4
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	US	Ouroboros	jackpot	0	0	1000	648	gunner	479	11	14	9	1	482	3	0	0	7	0	12	9
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	US	Ouroboros	saga	0	0	402	401	gunner	28	21	16	13	1	38	10	0	0	0	0	3	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	THEM	Ouroboros	saga	0	0	402	401	gunner	84	2	4	4	1	109	25	0	0	11	0	14	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	THEM	Ouroboros	saga	0	0	402	401	gunner	328	9	3	26	0	-1	-1	1	1	10	1	18	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	THEM	Ouroboros	saga	0	0	402	401	gunner	331	7	1	18	0	-1	-1	1	1	7	2	13	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	THEM	Ouroboros	saga	0	0	402	401	gunner	335	4	2	4	0	-1	-1	0	0	9	1	16	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	THEM	Ouroboros	saga	0	0	402	401	gunner	382	2	4	4	0	-1	-1	1	1	11	1	13	2
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	THEM	Ouroboros	saga	0	0	402	401	gunner	400	8	8	32	0	-1	-1	2	1	6	6	12	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	US	Ouroboros	eider	0	0	296	295	gunner	5	16	9	9	1	60	55	0	0	1	0	1	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	80	11	7	20	1	113	33	1	1	7	3	14	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	US	Ouroboros	eider	0	0	296	295	gunner	89	14	8	26	1	102	13	2	0	7	4	17	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	241	12	9	25	1	248	7	7	1	10	12	19	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	249	9	12	13	0	-1	-1	0	0	10	1	17	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	250	10	9	9	0	-1	-1	2	0	14	5	23	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	254	7	14	25	0	-1	-1	1	1	3	1	8	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	258	5	10	5	0	-1	-1	0	0	10	0	16	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	272	9	10	5	0	-1	-1	2	2	9	5	19	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	272	9	9	4	0	-1	-1	3	2	11	5	20	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	277	2	9	25	0	-1	-1	0	0	1	2	2	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	278	5	6	13	0	-1	-1	0	0	5	1	6	1
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	THEM	Ouroboros	eider	0	0	296	295	gunner	292	8	5	17	0	-1	-1	0	0	4	3	7	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_1.replay26	US	kladde chatte tville (och oss)	archipelago	0	0	390	389	sentinel	25	16	16	18	1	60	35	0	0	3	0	7	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_1.replay26	US	kladde chatte tville (och oss)	archipelago	0	0	390	389	gunner	81	17	17	8	1	83	2	0	0	4	0	22	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_1.replay26	US	kladde chatte tville (och oss)	archipelago	0	0	390	389	gunner	112	21	17	8	1	180	68	0	0	9	0	19	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_1.replay26	US	kladde chatte tville (och oss)	archipelago	0	0	390	389	gunner	123	20	16	10	1	186	63	1	1	7	1	17	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_1.replay26	THEM	kladde chatte tville (och oss)	archipelago	0	0	390	389	sentinel	306	9	9	32	0	-1	-1	5	1	1	11	5	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_2.replay26	US	kladde chatte tville (och oss)	heart	0	1	1000	997	sentinel	8	14	10	26	1	22	14	0	0	2	0	5	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_2.replay26	US	kladde chatte tville (och oss)	heart	0	1	1000	997	gunner	89	16	9	9	1	251	162	0	0	11	3	15	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_2.replay26	US	kladde chatte tville (och oss)	heart	0	1	1000	997	gunner	137	17	9	4	1	247	110	1	1	6	2	9	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	US	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	3	11	5	25	1	7	4	0	0	0	0	1	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	3	11	8	25	1	70	67	1	0	0	1	1	3
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	6	10	6	10	1	51	45	1	1	1	2	1	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	7	11	7	16	1	94	87	3	2	1	3	1	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	8	9	7	20	1	118	110	4	3	1	5	1	2
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	US	kladde chatte tville (och oss)	meander	0	0	311	310	gunner	100	12	7	10	1	122	22	6	2	4	10	8	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	gunner	111	15	7	32	1	151	40	5	0	9	6	11	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	US	kladde chatte tville (och oss)	meander	0	0	311	310	gunner	120	11	7	9	1	194	74	4	1	4	11	10	2
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	gunner	173	9	8	29	1	200	27	7	0	3	12	6	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	189	11	8	25	1	191	2	5	1	2	12	4	3
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	211	11	8	25	1	221	10	6	1	3	14	7	3
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	US	kladde chatte tville (och oss)	meander	0	0	311	310	gunner	212	11	7	9	1	213	1	5	0	4	12	9	2
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	217	10	7	17	0	-1	-1	2	2	5	10	11	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	225	9	7	20	0	-1	-1	4	2	4	9	8	2
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	237	14	6	18	1	301	64	4	0	8	8	12	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	gunner	250	15	6	25	1	287	37	5	1	7	9	10	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_3.replay26	THEM	kladde chatte tville (och oss)	meander	0	0	311	310	sentinel	295	16	5	29	0	-1	-1	6	3	2	10	8	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	US	kladde chatte tville (och oss)	snowflake	0	0	610	609	sentinel	18	15	16	25	1	75	57	0	0	0	0	5	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	US	kladde chatte tville (och oss)	snowflake	0	0	610	609	gunner	37	16	19	9	1	51	14	0	0	3	1	5	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	US	kladde chatte tville (och oss)	snowflake	0	0	610	609	gunner	53	17	19	4	1	56	3	0	0	6	1	9	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	US	kladde chatte tville (och oss)	snowflake	0	0	610	609	gunner	75	20	16	10	1	103	28	0	0	8	0	16	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	US	kladde chatte tville (och oss)	snowflake	0	0	610	609	gunner	105	19	16	9	1	150	45	0	0	6	0	11	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	THEM	kladde chatte tville (och oss)	snowflake	0	0	610	609	sentinel	246	9	1	32	1	252	6	0	0	0	0	4	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_4.replay26	THEM	kladde chatte tville (och oss)	snowflake	0	0	610	609	sentinel	568	4	10	26	0	-1	-1	3	3	8	4	16	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_5.replay26	US	kladde chatte tville (och oss)	nordkap	0	0	480	479	sentinel	6	10	13	26	1	19	13	0	0	0	0	3	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_5.replay26	THEM	kladde chatte tville (och oss)	nordkap	0	0	480	479	gunner	34	9	10	16	1	79	45	1	0	4	5	4	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_5.replay26	US	kladde chatte tville (och oss)	nordkap	0	0	480	479	gunner	106	9	15	9	1	225	119	3	0	11	4	18	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_5.replay26	US	kladde chatte tville (och oss)	nordkap	0	0	480	479	gunner	124	11	16	8	1	136	12	3	1	13	5	21	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_5.replay26	THEM	kladde chatte tville (och oss)	nordkap	0	0	480	479	gunner	347	4	7	26	0	-1	-1	1	1	11	1	16	1
3de9f5e0-6dd0-4d1e-bcac-f1f2ff28bd3b_game_5.replay26	THEM	kladde chatte tville (och oss)	nordkap	0	0	480	479	sentinel	476	5	10	32	0	-1	-1	7	2	3	17	7	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_1.replay26	THEM	CtrlAltDefeat	antler	1	1	181	180	gunner	3	5	11	2	1	50	47	0	0	0	0	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_1.replay26	THEM	CtrlAltDefeat	antler	1	1	181	180	gunner	5	6	11	1	1	51	46	1	1	1	1	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_1.replay26	THEM	CtrlAltDefeat	antler	1	1	181	180	gunner	27	7	7	26	1	78	51	0	0	0	0	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_1.replay26	US	CtrlAltDefeat	antler	1	1	181	180	gunner	61	7	8	17	1	64	3	1	0	1	2	3	2
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_1.replay26	US	CtrlAltDefeat	antler	1	1	181	180	gunner	68	6	8	16	0	-1	-1	2	0	2	3	4	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_1.replay26	US	CtrlAltDefeat	antler	1	1	181	180	gunner	165	7	8	17	0	-1	-1	11	2	0	18	3	2
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	1	4	5	5	1	5	4	0	0	0	0	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	sentinel	2	4	3	13	1	59	57	1	1	0	1	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	3	5	4	5	1	9	6	2	2	0	2	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	3	5	2	17	1	45	42	2	2	0	3	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	4	5	1	26	1	55	51	2	2	1	3	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	24	1	4	29	0	-1	-1	0	0	0	1	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	THEM	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	44	4	4	8	1	91	47	2	2	4	4	5	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	US	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	99	4	1	5	1	103	4	1	0	1	3	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_2.replay26	US	CtrlAltDefeat	fjordgate	1	1	381	380	gunner	111	5	1	10	1	114	3	1	0	1	5	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_3.replay26	THEM	CtrlAltDefeat	moonrise	1	0	404	403	gunner	3	13	5	5	1	72	69	0	0	1	0	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_3.replay26	THEM	CtrlAltDefeat	moonrise	1	0	404	403	gunner	166	9	2	26	1	185	19	3	2	3	6	9	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_3.replay26	THEM	CtrlAltDefeat	moonrise	1	0	404	403	gunner	228	10	2	17	0	-1	-1	3	3	5	7	11	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_3.replay26	THEM	CtrlAltDefeat	moonrise	1	0	404	403	gunner	306	10	3	16	1	320	14	11	4	5	16	12	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_3.replay26	THEM	CtrlAltDefeat	moonrise	1	0	404	403	sentinel	355	11	3	9	0	-1	-1	9	1	9	16	14	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_3.replay26	THEM	CtrlAltDefeat	moonrise	1	0	404	403	sentinel	396	17	6	18	0	-1	-1	1	0	9	1	15	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	US	CtrlAltDefeat	archipelago	1	0	173	172	sentinel	23	9	9	32	1	39	16	0	0	0	0	1	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	US	CtrlAltDefeat	archipelago	1	0	173	172	gunner	26	8	8	18	1	33	7	1	1	0	1	3	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	58	17	17	8	1	63	5	0	0	0	0	8	4
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	65	17	17	8	1	69	4	0	0	1	0	9	4
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	71	17	17	8	1	75	4	0	0	1	0	9	4
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	80	17	17	8	1	84	4	0	0	2	0	10	4
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	102	20	15	17	0	-1	-1	0	0	5	0	8	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	110	20	17	5	0	-1	-1	1	1	5	1	14	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	sentinel	140	15	23	32	0	-1	-1	0	0	2	0	8	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	141	22	16	18	1	144	3	2	2	4	2	8	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_4.replay26	THEM	CtrlAltDefeat	archipelago	1	0	173	172	gunner	156	19	18	1	0	-1	-1	1	1	6	2	15	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_5.replay26	THEM	CtrlAltDefeat	heart	1	0	169	168	gunner	3	16	9	9	1	75	72	0	0	0	0	0	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_5.replay26	THEM	CtrlAltDefeat	heart	1	0	169	168	gunner	132	17	8	5	0	-1	-1	0	0	2	0	8	1
3e8bd0bf-9442-4b67-b976-cda914ae7d4b_game_5.replay26	THEM	CtrlAltDefeat	heart	1	0	169	168	gunner	139	17	9	4	0	-1	-1	1	1	7	1	10	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_1.replay26	THEM	Clankers	lighthouse	1	0	182	181	sentinel	124	12	7	17	0	-1	-1	0	0	10	0	16	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_1.replay26	THEM	Clankers	lighthouse	1	0	182	181	sentinel	181	8	7	25	0	-1	-1	4	1	1	12	5	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_2.replay26	US	Clankers	fjordgate	1	0	177	176	sentinel	3	3	7	26	1	24	21	0	0	0	0	0	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_2.replay26	THEM	Clankers	fjordgate	1	0	177	176	gunner	18	4	7	5	0	-1	-1	0	0	7	0	8	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_2.replay26	THEM	Clankers	fjordgate	1	0	177	176	sentinel	121	2	6	16	0	-1	-1	3	2	2	4	6	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	THEM	Clankers	snowflake	1	0	177	176	sentinel	95	19	15	16	0	-1	-1	0	0	14	0	20	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	THEM	Clankers	snowflake	1	0	177	176	sentinel	159	16	15	25	0	-1	-1	0	0	10	1	18	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	THEM	Clankers	snowflake	1	0	177	176	sentinel	164	15	16	25	0	-1	-1	1	1	5	1	15	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_3.replay26	THEM	Clankers	snowflake	1	0	177	176	sentinel	167	14	19	25	0	-1	-1	0	0	2	1	5	1
3f024b23-d241-484e-b440-6ee5a883bb30_game_4.replay26	THEM	Clankers	meander	1	1	690	689	sentinel	61	6	10	25	1	160	99	0	0	4	0	13	1
