tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v526_atoll_s1_A	atoll	1	A	v526	OPP	_v488beltbreak2	Core destroyed	445	0	2220	3880
parent_atoll_s1_A	atoll	1	A	parent	US	_v525flip	Core destroyed	490	0	3380	2390
flagoff_atoll_s1_A	atoll	1	A	flagoff	US	flagoff_arm	Core destroyed	339	0	1660	570
v526_atoll_s1_B	atoll	1	B	v526	US	_v526transit	Core destroyed	170	0	1090	440
parent_atoll_s1_B	atoll	1	B	parent	US	_v525flip	Core destroyed	127	0	600	390
flagoff_atoll_s1_B	atoll	1	B	flagoff	US	flagoff_arm	Core destroyed	128	0	600	350
v526_atoll_s2_A	atoll	2	A	v526	US	_v526transit	Core destroyed	389	0	230	190
parent_atoll_s2_A	atoll	2	A	parent	OPP	_v488beltbreak2	Core destroyed	775	0	3840	3840
flagoff_atoll_s2_A	atoll	2	A	flagoff	US	flagoff_arm	Core destroyed	284	0	1930	270
v526_atoll_s2_B	atoll	2	B	v526	US	_v526transit	Core destroyed	155	0	270	450
parent_atoll_s2_B	atoll	2	B	parent	US	_v525flip	Core destroyed	284	0	1830	110
flagoff_atoll_s2_B	atoll	2	B	flagoff	US	flagoff_arm	Core destroyed	176	0	850	470
v526_atoll_s3_A	atoll	3	A	v526	US	_v526transit	Core destroyed	430	0	2800	1390
parent_atoll_s3_A	atoll	3	A	parent	OPP	_v488beltbreak2	Core destroyed	220	0	320	1270
flagoff_atoll_s3_A	atoll	3	A	flagoff	US	flagoff_arm	Core destroyed	318	0	1800	40
v526_atoll_s3_B	atoll	3	B	v526	OPP	_v488beltbreak2	Core destroyed	176	0	320	840
parent_atoll_s3_B	atoll	3	B	parent	US	_v525flip	Core destroyed	496	0	3680	2440
flagoff_atoll_s3_B	atoll	3	B	flagoff	OPP	_v488beltbreak2	Core destroyed	515	0	250	1350
v526_drakkarfjord_s1_A	drakkarfjord	1	A	v526	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	280	5620
parent_drakkarfjord_s1_A	drakkarfjord	1	A	parent	US	_v525flip	Core destroyed	88	0	270	0
flagoff_drakkarfjord_s1_A	drakkarfjord	1	A	flagoff	US	flagoff_arm	Core destroyed	283	0	480	360
v526_drakkarfjord_s1_B	drakkarfjord	1	B	v526	OPP	_v488beltbreak2	Core destroyed	951	0	200	690
parent_drakkarfjord_s1_B	drakkarfjord	1	B	parent	US	_v525flip	Core destroyed	100	0	280	0
flagoff_drakkarfjord_s1_B	drakkarfjord	1	B	flagoff	US	flagoff_arm	Core destroyed	98	0	320	0
v526_drakkarfjord_s2_A	drakkarfjord	2	A	v526	US	_v526transit	Core destroyed	273	0	160	0
parent_drakkarfjord_s2_A	drakkarfjord	2	A	parent	US	_v525flip	Core destroyed	90	0	280	0
flagoff_drakkarfjord_s2_A	drakkarfjord	2	A	flagoff	US	flagoff_arm	Titanium collected (tiebreak)	1000	0	310	0
