tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
g2_noch_archipelago_g0	g2_noch	archipelago	0	8200	A	US	nochassis	Core destroyed	160	0	1550	860
g2_noch_archipelago_g1	g2_noch	archipelago	1	8201	B	OPP	_v468kladturbo	Core destroyed	203	0	1180	1030
g2_noch_archipelago_g2	g2_noch	archipelago	2	8202	A	US	nochassis	Core destroyed	248	0	2010	950
g2_noch_archipelago_g3	g2_noch	archipelago	3	8203	B	OPP	_v468kladturbo	Core destroyed	288	0	910	1920
g2_noch_archipelago_g4	g2_noch	archipelago	4	8204	A	US	nochassis	Core destroyed	160	0	1540	1030
g2_noch_archipelago_g5	g2_noch	archipelago	5	8205	B	US	nochassis	Core destroyed	200	0	1800	1410
g2_noch_archipelago_g6	g2_noch	archipelago	6	8206	A	US	nochassis	Core destroyed	210	0	1540	270
g2_noch_archipelago_g7	g2_noch	archipelago	7	8207	B	OPP	_v468kladturbo	Core destroyed	124	0	630	730
g2_noch_archipelago_g8	g2_noch	archipelago	8	8208	A	US	nochassis	Core destroyed	201	0	2050	1030
g2_noch_archipelago_g9	g2_noch	archipelago	9	8209	B	OPP	_v468kladturbo	Core destroyed	153	0	1050	930
g2_noch_archipelago_g10	g2_noch	archipelago	10	8210	A	US	nochassis	Core destroyed	714	0	3600	3020
g2_noch_archipelago_g11	g2_noch	archipelago	11	8211	B	OPP	_v468kladturbo	Core destroyed	248	0	1310	1880
g2_noch_archipelago_g12	g2_noch	archipelago	12	8212	A	OPP	_v468kladturbo	Core destroyed	289	0	1540	3490
g2_noch_archipelago_g13	g2_noch	archipelago	13	8213	B	OPP	_v468kladturbo	Core destroyed	234	0	1030	1230
g2_noch_archipelago_g14	g2_noch	archipelago	14	8214	A	US	nochassis	Core destroyed	444	0	6480	4090
g2_noch_archipelago_g15	g2_noch	archipelago	15	8215	B	OPP	_v468kladturbo	Core destroyed	108	0	810	850
g2_noch_archipelago_g16	g2_noch	archipelago	16	8216	A	OPP	_v468kladturbo	Core destroyed	179	0	1280	1340
g2_noch_archipelago_g17	g2_noch	archipelago	17	8217	B	OPP	_v468kladturbo	Core destroyed	121	0	690	820
g2_noch_archipelago_g18	g2_noch	archipelago	18	8218	A	OPP	_v468kladturbo	Core destroyed	286	0	1660	1440
g2_noch_archipelago_g19	g2_noch	archipelago	19	8219	B	OPP	_v468kladturbo	Core destroyed	131	0	790	920
g2_noch_archipelago_g20	g2_noch	archipelago	20	8220	A	US	nochassis	Core destroyed	345	0	1670	300
g2_noch_archipelago_g21	g2_noch	archipelago	21	8221	B	OPP	_v468kladturbo	Core destroyed	174	0	1210	1560
g2_noch_archipelago_g22	g2_noch	archipelago	22	8222	A	OPP	_v468kladturbo	Core destroyed	157	0	840	1090
g2_noch_archipelago_g23	g2_noch	archipelago	23	8223	B	US	nochassis	Core destroyed	206	0	1450	760
g2_noch_archipelago_g24	g2_noch	archipelago	24	8224	A	OPP	_v468kladturbo	Core destroyed	126	0	860	870
g2_noch_archipelago_g25	g2_noch	archipelago	25	8225	B	US	nochassis	Core destroyed	279	0	3070	1040
g2_noch_archipelago_g26	g2_noch	archipelago	26	8226	A	OPP	_v468kladturbo	Core destroyed	169	0	1540	1640
g2_noch_archipelago_g27	g2_noch	archipelago	27	8227	B	OPP	_v468kladturbo	Core destroyed	148	0	630	1190
g2_noch_archipelago_g28	g2_noch	archipelago	28	8228	A	OPP	_v468kladturbo	Core destroyed	161	0	590	1140
g2_noch_archipelago_g29	g2_noch	archipelago	29	8229	B	OPP	_v468kladturbo	Core destroyed	116	0	500	940
g2_noch_archipelago_g30	g2_noch	archipelago	30	8230	A	OPP	_v468kladturbo	Core destroyed	306	0	1560	1700
g2_noch_archipelago_g31	g2_noch	archipelago	31	8231	B	OPP	_v468kladturbo	Titanium collected (tiebreak)	1000	0	1850	2820
g2_noch_archipelago_g32	g2_noch	archipelago	32	8232	A	US	nochassis	Core destroyed	326	0	4800	2980
g2_noch_archipelago_g33	g2_noch	archipelago	33	8233	B	OPP	_v468kladturbo	Core destroyed	144	0	970	990
g2_noch_archipelago_g34	g2_noch	archipelago	34	8234	A	US	nochassis	Titanium collected (tiebreak)	1000	0	17660	14430
g2_noch_archipelago_g35	g2_noch	archipelago	35	8235	B	OPP	_v468kladturbo	Core destroyed	140	0	820	800
