tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
onlyA_magoffB_glacierkeep_g0	onlyA_magoffB	glacierkeep	0	7500	A	US	onlyA_magoff	Core destroyed	309	0	160	0
onlyA_magoffB_glacierkeep_g1	onlyA_magoffB	glacierkeep	1	7501	B	US	onlyA_magoff	Core destroyed	745	0	930	0
onlyA_magoffB_glacierkeep_g2	onlyA_magoffB	glacierkeep	2	7502	A	OPP	_v488beltbreak2	Core destroyed	553	0	160	0
onlyA_magoffB_glacierkeep_g3	onlyA_magoffB	glacierkeep	3	7503	B	US	onlyA_magoff	Core destroyed	864	0	1910	0
onlyA_magoffB_glacierkeep_g4	onlyA_magoffB	glacierkeep	4	7504	A	US	onlyA_magoff	Core destroyed	281	0	160	0
onlyA_magoffB_glacierkeep_g5	onlyA_magoffB	glacierkeep	5	7505	B	US	onlyA_magoff	Core destroyed	885	0	0	0
onlyA_magoffB_nordkap_g0	onlyA_magoffB	nordkap	0	7500	A	US	onlyA_magoff	Core destroyed	980	0	2420	1150
onlyA_magoffB_nordkap_g1	onlyA_magoffB	nordkap	1	7501	B	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	0	2200
onlyA_magoffB_nordkap_g2	onlyA_magoffB	nordkap	2	7502	A	OPP	_v488beltbreak2	Core destroyed	725	0	380	1090
onlyA_magoffB_nordkap_g3	onlyA_magoffB	nordkap	3	7503	B	OPP	_v488beltbreak2	Core destroyed	216	0	0	1440
onlyA_magoffB_nordkap_g4	onlyA_magoffB	nordkap	4	7504	A	OPP	_v488beltbreak2	Core destroyed	270	0	570	4570
onlyA_magoffB_nordkap_g5	onlyA_magoffB	nordkap	5	7505	B	US	onlyA_magoff	Titanium collected (tiebreak)	1000	0	280	150
onlyA_magoffB_atoll_g0	onlyA_magoffB	atoll	0	7500	A	US	onlyA_magoff	Core destroyed	958	0	4050	1080
onlyA_magoffB_atoll_g1	onlyA_magoffB	atoll	1	7501	B	OPP	_v488beltbreak2	Core destroyed	340	0	1030	2970
onlyA_magoffB_atoll_g2	onlyA_magoffB	atoll	2	7502	A	US	onlyA_magoff	Core destroyed	524	0	2590	2570
onlyA_magoffB_atoll_g3	onlyA_magoffB	atoll	3	7503	B	OPP	_v488beltbreak2	Core destroyed	173	0	410	1200
onlyA_magoffB_atoll_g4	onlyA_magoffB	atoll	4	7504	A	US	onlyA_magoff	Core destroyed	466	0	3350	1120
onlyA_magoffB_atoll_g5	onlyA_magoffB	atoll	5	7505	B	US	onlyA_magoff	Core destroyed	157	0	460	470
onlyA_magoffB_midgard_g0	onlyA_magoffB	midgard	0	7500	A	OPP	_v488beltbreak2	Core destroyed	158	0	550	1510
onlyA_magoffB_midgard_g1	onlyA_magoffB	midgard	1	7501	B	OPP	_v488beltbreak2	Core destroyed	184	0	690	2240
onlyA_magoffB_midgard_g2	onlyA_magoffB	midgard	2	7502	A	US	onlyA_magoff	Core destroyed	136	0	570	620
onlyA_magoffB_midgard_g3	onlyA_magoffB	midgard	3	7503	B	OPP	_v488beltbreak2	Core destroyed	103	0	510	1030
onlyA_magoffB_midgard_g4	onlyA_magoffB	midgard	4	7504	A	US	onlyA_magoff	Titanium collected (tiebreak)	1000	0	620	450
onlyA_magoffB_midgard_g5	onlyA_magoffB	midgard	5	7505	B	OPP	_v488beltbreak2	Core destroyed	153	0	570	1830
onlyA_magoffB_drakkarfjord_g0	onlyA_magoffB	drakkarfjord	0	7500	A	OPP	_v488beltbreak2	Core destroyed	235	0	390	1710
onlyA_magoffB_drakkarfjord_g1	onlyA_magoffB	drakkarfjord	1	7501	B	OPP	_v488beltbreak2	Core destroyed	673	0	430	3250
onlyA_magoffB_drakkarfjord_g2	onlyA_magoffB	drakkarfjord	2	7502	A	OPP	_v488beltbreak2	Core destroyed	302	0	810	1780
onlyA_magoffB_drakkarfjord_g3	onlyA_magoffB	drakkarfjord	3	7503	B	US	onlyA_magoff	Core destroyed	332	0	1660	210
onlyA_magoffB_drakkarfjord_g4	onlyA_magoffB	drakkarfjord	4	7504	A	OPP	_v488beltbreak2	Core destroyed	238	0	370	2160
onlyA_magoffB_drakkarfjord_g5	onlyA_magoffB	drakkarfjord	5	7505	B	US	onlyA_magoff	Titanium collected (tiebreak)	1000	0	1990	0
