tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
onlyA2A_glacierkeep_g0	onlyA2A	glacierkeep	0	7400	A	US	onlyA2	Core destroyed	279	0	120	0
onlyA2A_glacierkeep_g1	onlyA2A	glacierkeep	1	7401	B	OPP	_v488beltbreak2	Harvesters (tiebreak)	1000	0	0	0
onlyA2A_glacierkeep_g2	onlyA2A	glacierkeep	2	7402	A	US	onlyA2	Core destroyed	292	0	290	0
onlyA2A_glacierkeep_g3	onlyA2A	glacierkeep	3	7403	B	US	onlyA2	Core destroyed	221	0	60	0
onlyA2A_glacierkeep_g4	onlyA2A	glacierkeep	4	7404	A	US	onlyA2	Core destroyed	489	0	0	0
onlyA2A_glacierkeep_g5	onlyA2A	glacierkeep	5	7405	B	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	170	1780
onlyA2A_nordkap_g0	onlyA2A	nordkap	0	7400	A	OPP	_v488beltbreak2	Core destroyed	193	0	140	480
onlyA2A_nordkap_g1	onlyA2A	nordkap	1	7401	B	OPP	_v488beltbreak2	Core destroyed	415	0	0	4400
onlyA2A_nordkap_g2	onlyA2A	nordkap	2	7402	A	US	onlyA2	Core destroyed	628	0	5380	6390
onlyA2A_nordkap_g3	onlyA2A	nordkap	3	7403	B	US	onlyA2	Core destroyed	573	0	2480	2000
onlyA2A_nordkap_g4	onlyA2A	nordkap	4	7404	A	OPP	_v488beltbreak2	Core destroyed	690	0	420	2650
onlyA2A_nordkap_g5	onlyA2A	nordkap	5	7405	B	OPP	_v488beltbreak2	Core destroyed	384	0	0	1430
onlyA2A_atoll_g0	onlyA2A	atoll	0	7400	A	US	onlyA2	Core destroyed	742	0	380	650
onlyA2A_atoll_g1	onlyA2A	atoll	1	7401	B	US	onlyA2	Titanium collected (tiebreak)	1000	0	350	270
onlyA2A_atoll_g2	onlyA2A	atoll	2	7402	A	US	onlyA2	Core destroyed	889	0	4940	6180
onlyA2A_atoll_g3	onlyA2A	atoll	3	7403	B	OPP	_v488beltbreak2	Core destroyed	243	0	580	650
onlyA2A_atoll_g4	onlyA2A	atoll	4	7404	A	US	onlyA2	Core destroyed	381	0	1870	1020
onlyA2A_atoll_g5	onlyA2A	atoll	5	7405	B	US	onlyA2	Core destroyed	250	0	830	600
onlyA2A_midgard_g0	onlyA2A	midgard	0	7400	A	OPP	_v488beltbreak2	Core destroyed	293	0	330	3250
onlyA2A_midgard_g1	onlyA2A	midgard	1	7401	B	OPP	_v488beltbreak2	Core destroyed	167	0	610	1860
onlyA2A_midgard_g2	onlyA2A	midgard	2	7402	A	OPP	_v488beltbreak2	Core destroyed	192	0	560	1170
onlyA2A_midgard_g3	onlyA2A	midgard	3	7403	B	OPP	_v488beltbreak2	Core destroyed	530	0	550	3440
onlyA2A_midgard_g4	onlyA2A	midgard	4	7404	A	OPP	_v488beltbreak2	Core destroyed	290	0	560	3330
onlyA2A_midgard_g5	onlyA2A	midgard	5	7405	B	OPP	_v488beltbreak2	Core destroyed	116	0	510	1430
onlyA2A_drakkarfjord_g0	onlyA2A	drakkarfjord	0	7400	A	OPP	_v488beltbreak2	Core destroyed	241	0	300	1750
onlyA2A_drakkarfjord_g1	onlyA2A	drakkarfjord	1	7401	B	OPP	_v488beltbreak2	Core destroyed	505	0	250	0
onlyA2A_drakkarfjord_g2	onlyA2A	drakkarfjord	2	7402	A	US	onlyA2	Core destroyed	224	0	880	0
onlyA2A_drakkarfjord_g3	onlyA2A	drakkarfjord	3	7403	B	US	onlyA2	Core destroyed	654	0	3460	4950
onlyA2A_drakkarfjord_g4	onlyA2A	drakkarfjord	4	7404	A	US	onlyA2	Core destroyed	224	0	880	0
onlyA2A_drakkarfjord_g5	onlyA2A	drakkarfjord	5	7405	B	US	onlyA2	Core destroyed	99	0	360	0
