tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
noobsbypassA_glacierkeep_g0	noobsbypassA	glacierkeep	0	7400	A	US	noobsbypass	Titanium collected (tiebreak)	1000	0	440	0
noobsbypassA_glacierkeep_g1	noobsbypassA	glacierkeep	1	7401	B	OPP	_v488beltbreak2	Core destroyed	389	0	180	0
noobsbypassA_glacierkeep_g2	noobsbypassA	glacierkeep	2	7402	A	US	noobsbypass	Core destroyed	289	0	160	0
noobsbypassA_glacierkeep_g3	noobsbypassA	glacierkeep	3	7403	B	US	noobsbypass	Core destroyed	193	0	230	0
noobsbypassA_glacierkeep_g4	noobsbypassA	glacierkeep	4	7404	A	US	noobsbypass	Core destroyed	216	0	480	0
noobsbypassA_glacierkeep_g5	noobsbypassA	glacierkeep	5	7405	B	US	noobsbypass	Core destroyed	422	0	30	0
noobsbypassA_nordkap_g0	noobsbypassA	nordkap	0	7400	A	OPP	_v488beltbreak2	Core destroyed	229	0	240	2460
noobsbypassA_nordkap_g1	noobsbypassA	nordkap	1	7401	B	US	noobsbypass	Core destroyed	470	0	1730	240
noobsbypassA_nordkap_g2	noobsbypassA	nordkap	2	7402	A	OPP	_v488beltbreak2	Core destroyed	366	0	250	3030
noobsbypassA_nordkap_g3	noobsbypassA	nordkap	3	7403	B	OPP	_v488beltbreak2	Core destroyed	267	0	150	4640
noobsbypassA_nordkap_g4	noobsbypassA	nordkap	4	7404	A	US	noobsbypass	Core destroyed	449	0	140	220
noobsbypassA_nordkap_g5	noobsbypassA	nordkap	5	7405	B	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	110	150
noobsbypassA_atoll_g0	noobsbypassA	atoll	0	7400	A	US	noobsbypass	Titanium collected (tiebreak)	1000	0	4970	190
noobsbypassA_atoll_g1	noobsbypassA	atoll	1	7401	B	OPP	_v488beltbreak2	Core destroyed	170	0	270	1430
noobsbypassA_atoll_g2	noobsbypassA	atoll	2	7402	A	OPP	_v488beltbreak2	Core destroyed	160	0	380	1060
noobsbypassA_atoll_g3	noobsbypassA	atoll	3	7403	B	US	noobsbypass	Core destroyed	446	0	2200	130
noobsbypassA_atoll_g4	noobsbypassA	atoll	4	7404	A	OPP	_v488beltbreak2	Core destroyed	544	0	380	2770
noobsbypassA_atoll_g5	noobsbypassA	atoll	5	7405	B	OPP	_v488beltbreak2	Core destroyed	343	0	410	1660
noobsbypassA_midgard_g0	noobsbypassA	midgard	0	7400	A	OPP	_v488beltbreak2	Core destroyed	188	0	480	1730
noobsbypassA_midgard_g1	noobsbypassA	midgard	1	7401	B	OPP	_v488beltbreak2	Core destroyed	160	0	510	1510
noobsbypassA_midgard_g2	noobsbypassA	midgard	2	7402	A	US	noobsbypass	Core destroyed	247	0	1480	1970
noobsbypassA_midgard_g3	noobsbypassA	midgard	3	7403	B	OPP	_v488beltbreak2	Core destroyed	129	0	460	1430
noobsbypassA_midgard_g4	noobsbypassA	midgard	4	7404	A	OPP	_v488beltbreak2	Core destroyed	243	0	370	1850
noobsbypassA_midgard_g5	noobsbypassA	midgard	5	7405	B	OPP	_v488beltbreak2	Core destroyed	169	0	620	1150
noobsbypassA_drakkarfjord_g0	noobsbypassA	drakkarfjord	0	7400	A	OPP	_v488beltbreak2	Core destroyed	404	0	310	800
noobsbypassA_drakkarfjord_g1	noobsbypassA	drakkarfjord	1	7401	B	US	noobsbypass	Core destroyed	113	0	390	0
noobsbypassA_drakkarfjord_g2	noobsbypassA	drakkarfjord	2	7402	A	OPP	_v488beltbreak2	Core destroyed	572	0	520	2320
noobsbypassA_drakkarfjord_g3	noobsbypassA	drakkarfjord	3	7403	B	US	noobsbypass	Core destroyed	697	0	1500	0
noobsbypassA_drakkarfjord_g4	noobsbypassA	drakkarfjord	4	7404	A	OPP	_v488beltbreak2	Core destroyed	230	0	610	1680
noobsbypassA_drakkarfjord_g5	noobsbypassA	drakkarfjord	5	7405	B	US	noobsbypass	Core destroyed	133	0	350	0
