tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v526_atoll_s1_A	atoll	1	A	v526	US	inst_v526	Core destroyed	234	0	1130	60
parent_atoll_s1_A	atoll	1	A	parent	US	inst_parent	Core destroyed	161	0	580	350
v526_atoll_s1_B	atoll	1	B	v526	OPP	_v488beltbreak2	Core destroyed	313	0	370	480
parent_atoll_s1_B	atoll	1	B	parent	US	inst_parent	Core destroyed	114	0	430	160
v526_atoll_s2_A	atoll	2	A	v526	US	inst_v526	Core destroyed	445	0	1270	400
parent_atoll_s2_A	atoll	2	A	parent	OPP	_v488beltbreak2	Core destroyed	280	0	280	1350
v526_atoll_s2_B	atoll	2	B	v526	OPP	_v488beltbreak2	Core destroyed	242	0	1160	1180
parent_atoll_s2_B	atoll	2	B	parent	US	inst_parent	Core destroyed	127	0	600	390
v526_atoll_s3_A	atoll	3	A	v526	US	inst_v526	Core destroyed	144	0	690	70
parent_atoll_s3_A	atoll	3	A	parent	OPP	_v488beltbreak2	Core destroyed	351	0	270	1360
v526_atoll_s3_B	atoll	3	B	v526	US	inst_v526	Core destroyed	133	0	370	420
parent_atoll_s3_B	atoll	3	B	parent	OPP	_v488beltbreak2	Core destroyed	787	0	3330	3240
v526_atoll_s4_A	atoll	4	A	v526	US	inst_v526	Core destroyed	211	0	1020	120
parent_atoll_s4_A	atoll	4	A	parent	OPP	_v488beltbreak2	Core destroyed	204	0	330	740
v526_atoll_s4_B	atoll	4	B	v526	US	inst_v526	Titanium collected (tiebreak)	1000	0	4970	2600
parent_atoll_s4_B	atoll	4	B	parent	US	inst_parent	Core destroyed	245	0	950	230
v526_atoll_s5_A	atoll	5	A	v526	US	inst_v526	Core destroyed	156	0	750	210
parent_atoll_s5_A	atoll	5	A	parent	US	inst_parent	Core destroyed	364	0	1830	990
v526_atoll_s5_B	atoll	5	B	v526	OPP	_v488beltbreak2	Core destroyed	308	0	1500	1510
parent_atoll_s5_B	atoll	5	B	parent	US	inst_parent	Core destroyed	124	0	580	200
v526_atoll_s6_A	atoll	6	A	v526	US	inst_v526	Core destroyed	265	0	810	90
parent_atoll_s6_A	atoll	6	A	parent	OPP	_v488beltbreak2	Core destroyed	726	0	3520	3570
v526_atoll_s6_B	atoll	6	B	v526	US	inst_v526	Core destroyed	155	0	270	450
parent_atoll_s6_B	atoll	6	B	parent	US	inst_parent	Core destroyed	257	0	540	210
v526_drakkarfjord_s1_A	drakkarfjord	1	A	v526	US	inst_v526	Titanium collected (tiebreak)	1000	0	150	0
parent_drakkarfjord_s1_A	drakkarfjord	1	A	parent	US	inst_parent	Core destroyed	89	0	340	0
v526_drakkarfjord_s1_B	drakkarfjord	1	B	v526	US	inst_v526	Core destroyed	346	0	500	0
parent_drakkarfjord_s1_B	drakkarfjord	1	B	parent	US	inst_parent	Core destroyed	98	0	320	0
v526_drakkarfjord_s2_A	drakkarfjord	2	A	v526	OPP	_v488beltbreak2	Core destroyed	344	0	80	2830
parent_drakkarfjord_s2_A	drakkarfjord	2	A	parent	OPP	_v488beltbreak2	Core destroyed	291	0	530	2410
v526_drakkarfjord_s2_B	drakkarfjord	2	B	v526	US	inst_v526	Core destroyed	254	0	1670	0
parent_drakkarfjord_s2_B	drakkarfjord	2	B	parent	US	inst_parent	Core destroyed	114	0	340	0
v526_drakkarfjord_s3_A	drakkarfjord	3	A	v526	US	inst_v526	Core destroyed	249	0	240	0
parent_drakkarfjord_s3_A	drakkarfjord	3	A	parent	US	inst_parent	Core destroyed	88	0	270	0
v526_drakkarfjord_s3_B	drakkarfjord	3	B	v526	US	inst_v526	Core destroyed	613	0	270	0
parent_drakkarfjord_s3_B	drakkarfjord	3	B	parent	US	inst_parent	Core destroyed	116	0	340	0
v526_drakkarfjord_s4_A	drakkarfjord	4	A	v526	US	inst_v526	Core destroyed	117	0	160	0
parent_drakkarfjord_s4_A	drakkarfjord	4	A	parent	US	inst_parent	Core destroyed	92	0	340	0
v526_drakkarfjord_s4_B	drakkarfjord	4	B	v526	US	inst_v526	Core destroyed	421	0	260	0
parent_drakkarfjord_s4_B	drakkarfjord	4	B	parent	US	inst_parent	Core destroyed	98	0	300	0
v526_drakkarfjord_s5_A	drakkarfjord	5	A	v526	US	inst_v526	Core destroyed	105	0	180	0
parent_drakkarfjord_s5_A	drakkarfjord	5	A	parent	US	inst_parent	Core destroyed	99	0	390	0
v526_drakkarfjord_s5_B	drakkarfjord	5	B	v526	US	inst_v526	Core destroyed	121	0	150	0
parent_drakkarfjord_s5_B	drakkarfjord	5	B	parent	US	inst_parent	Core destroyed	98	0	320	0
v526_drakkarfjord_s6_A	drakkarfjord	6	A	v526	OPP	_v488beltbreak2	Core destroyed	477	0	200	740
parent_drakkarfjord_s6_A	drakkarfjord	6	A	parent	US	inst_parent	Core destroyed	91	0	260	0
v526_drakkarfjord_s6_B	drakkarfjord	6	B	v526	US	inst_v526	Core destroyed	227	0	1300	0
parent_drakkarfjord_s6_B	drakkarfjord	6	B	parent	US	inst_parent	Core destroyed	339	0	4330	0
v526_glacierkeep_s1_A	glacierkeep	1	A	v526	US	inst_v526	Core destroyed	481	0	10	0
parent_glacierkeep_s1_A	glacierkeep	1	A	parent	US	inst_parent	Core destroyed	173	0	170	0
v526_glacierkeep_s1_B	glacierkeep	1	B	v526	US	inst_v526	Core destroyed	533	0	0	0
parent_glacierkeep_s1_B	glacierkeep	1	B	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	290	1430
v526_glacierkeep_s2_A	glacierkeep	2	A	v526	US	inst_v526	Core destroyed	153	0	10	0
parent_glacierkeep_s2_A	glacierkeep	2	A	parent	US	inst_parent	Core destroyed	166	0	470	0
v526_glacierkeep_s2_B	glacierkeep	2	B	v526	US	inst_v526	Core destroyed	257	0	0	0
parent_glacierkeep_s2_B	glacierkeep	2	B	parent	OPP	_v488beltbreak2	Core destroyed	773	0	0	0
v526_glacierkeep_s3_A	glacierkeep	3	A	v526	US	inst_v526	Core destroyed	197	0	0	0
parent_glacierkeep_s3_A	glacierkeep	3	A	parent	US	inst_parent	Core destroyed	195	0	430	0
v526_glacierkeep_s3_B	glacierkeep	3	B	v526	US	inst_v526	Core destroyed	219	0	710	0
parent_glacierkeep_s3_B	glacierkeep	3	B	parent	US	inst_parent	Titanium collected (tiebreak)	1000	0	610	0
v526_glacierkeep_s4_A	glacierkeep	4	A	v526	US	inst_v526	Titanium collected (tiebreak)	1000	0	20	0
parent_glacierkeep_s4_A	glacierkeep	4	A	parent	US	inst_parent	Core destroyed	128	0	330	0
v526_glacierkeep_s4_B	glacierkeep	4	B	v526	US	inst_v526	Harvesters (tiebreak)	1000	0	0	0
parent_glacierkeep_s4_B	glacierkeep	4	B	parent	US	inst_parent	Core destroyed	281	0	0	0
v526_glacierkeep_s5_A	glacierkeep	5	A	v526	US	inst_v526	Core destroyed	105	0	130	0
parent_glacierkeep_s5_A	glacierkeep	5	A	parent	US	inst_parent	Core destroyed	153	0	320	110
v526_glacierkeep_s5_B	glacierkeep	5	B	v526	US	inst_v526	Core destroyed	121	0	340	0
parent_glacierkeep_s5_B	glacierkeep	5	B	parent	OPP	_v488beltbreak2	Harvesters (tiebreak)	1000	0	0	0
v526_glacierkeep_s6_A	glacierkeep	6	A	v526	US	inst_v526	Core destroyed	222	0	10	0
parent_glacierkeep_s6_A	glacierkeep	6	A	parent	US	inst_parent	Core destroyed	180	0	780	260
v526_glacierkeep_s6_B	glacierkeep	6	B	v526	US	inst_v526	Core destroyed	225	0	120	0
parent_glacierkeep_s6_B	glacierkeep	6	B	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	290	1430
v526_nordkap_s1_A	nordkap	1	A	v526	US	inst_v526	Harvesters (tiebreak)	1000	0	90	90
parent_nordkap_s1_A	nordkap	1	A	parent	US	inst_parent	Core destroyed	134	0	310	90
v526_nordkap_s1_B	nordkap	1	B	v526	US	inst_v526	Titanium collected (tiebreak)	1000	0	9340	7860
parent_nordkap_s1_B	nordkap	1	B	parent	US	inst_parent	Core destroyed	161	0	90	470
v526_nordkap_s2_A	nordkap	2	A	v526	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	0	330
parent_nordkap_s2_A	nordkap	2	A	parent	US	inst_parent	Core destroyed	603	0	1900	60
v526_nordkap_s2_B	nordkap	2	B	v526	US	inst_v526	Core destroyed	346	0	1340	2570
parent_nordkap_s2_B	nordkap	2	B	parent	US	inst_parent	Core destroyed	185	0	130	220
v526_nordkap_s3_A	nordkap	3	A	v526	US	inst_v526	Core destroyed	369	0	160	120
parent_nordkap_s3_A	nordkap	3	A	parent	US	inst_parent	Core destroyed	566	0	860	270
v526_nordkap_s3_B	nordkap	3	B	v526	OPP	_v488beltbreak2	Core destroyed	435	0	1410	3810
parent_nordkap_s3_B	nordkap	3	B	parent	US	inst_parent	Core destroyed	173	0	110	140
v526_nordkap_s4_A	nordkap	4	A	v526	US	inst_v526	Core destroyed	221	0	490	90
parent_nordkap_s4_A	nordkap	4	A	parent	US	inst_parent	Core destroyed	192	0	880	60
v526_nordkap_s4_B	nordkap	4	B	v526	US	inst_v526	Core destroyed	273	0	1890	0
parent_nordkap_s4_B	nordkap	4	B	parent	US	inst_parent	Core destroyed	321	0	120	480
v526_nordkap_s5_A	nordkap	5	A	v526	US	inst_v526	Core destroyed	357	0	0	110
parent_nordkap_s5_A	nordkap	5	A	parent	US	inst_parent	Core destroyed	353	0	80	150
v526_nordkap_s5_B	nordkap	5	B	v526	US	inst_v526	Core destroyed	97	0	360	0
parent_nordkap_s5_B	nordkap	5	B	parent	US	inst_parent	Core destroyed	217	0	520	10
v526_nordkap_s6_A	nordkap	6	A	v526	US	inst_v526	Core destroyed	429	0	40	90
parent_nordkap_s6_A	nordkap	6	A	parent	US	inst_parent	Core destroyed	157	0	380	90
v526_nordkap_s6_B	nordkap	6	B	v526	US	inst_v526	Core destroyed	235	0	840	630
parent_nordkap_s6_B	nordkap	6	B	parent	US	inst_parent	Core destroyed	185	0	130	220
v526_yulerune_s1_A	yulerune	1	A	v526	OPP	_v488beltbreak2	Core destroyed	779	0	460	1330
parent_yulerune_s1_A	yulerune	1	A	parent	US	inst_parent	Core destroyed	81	0	180	0
v526_yulerune_s1_B	yulerune	1	B	v526	US	inst_v526	Core destroyed	261	0	280	0
parent_yulerune_s1_B	yulerune	1	B	parent	US	inst_parent	Core destroyed	282	0	1590	0
v526_yulerune_s2_A	yulerune	2	A	v526	US	inst_v526	Core destroyed	99	0	250	0
parent_yulerune_s2_A	yulerune	2	A	parent	US	inst_parent	Core destroyed	173	0	200	40
v526_yulerune_s2_B	yulerune	2	B	v526	US	inst_v526	Core destroyed	95	0	460	0
parent_yulerune_s2_B	yulerune	2	B	parent	US	inst_parent	Core destroyed	516	0	1160	800
v526_yulerune_s3_A	yulerune	3	A	v526	US	inst_v526	Core destroyed	113	0	380	0
parent_yulerune_s3_A	yulerune	3	A	parent	US	inst_parent	Core destroyed	98	0	380	0
v526_yulerune_s3_B	yulerune	3	B	v526	US	inst_v526	Core destroyed	657	0	7920	0
parent_yulerune_s3_B	yulerune	3	B	parent	OPP	_v488beltbreak2	Core destroyed	641	0	250	0
v526_yulerune_s4_A	yulerune	4	A	v526	US	inst_v526	Core destroyed	454	0	4150	1210
parent_yulerune_s4_A	yulerune	4	A	parent	OPP	_v488beltbreak2	Core destroyed	639	0	1500	1800
v526_yulerune_s4_B	yulerune	4	B	v526	US	inst_v526	Core destroyed	83	0	290	0
parent_yulerune_s4_B	yulerune	4	B	parent	OPP	_v488beltbreak2	Core destroyed	445	0	260	0
v526_yulerune_s5_A	yulerune	5	A	v526	US	inst_v526	Core destroyed	430	0	1060	120
parent_yulerune_s5_A	yulerune	5	A	parent	US	inst_parent	Core destroyed	113	0	250	0
v526_yulerune_s5_B	yulerune	5	B	v526	US	inst_v526	Titanium collected (tiebreak)	1000	0	440	0
parent_yulerune_s5_B	yulerune	5	B	parent	US	inst_parent	Core destroyed	108	0	300	0
v526_yulerune_s6_A	yulerune	6	A	v526	US	inst_v526	Core destroyed	300	0	1040	0
parent_yulerune_s6_A	yulerune	6	A	parent	US	inst_parent	Core destroyed	85	0	210	0
v526_yulerune_s6_B	yulerune	6	B	v526	US	inst_v526	Core destroyed	95	0	460	0
parent_yulerune_s6_B	yulerune	6	B	parent	US	inst_parent	Core destroyed	163	0	730	0
v526_antler_s1_A	antler	1	A	v526	OPP	_v488beltbreak2	Core destroyed	155	0	510	1330
parent_antler_s1_A	antler	1	A	parent	US	inst_parent	Core destroyed	146	0	810	290
v526_antler_s1_B	antler	1	B	v526	OPP	_v488beltbreak2	Core destroyed	624	0	3060	3180
parent_antler_s1_B	antler	1	B	parent	US	inst_parent	Core destroyed	173	0	930	60
v526_antler_s2_A	antler	2	A	v526	OPP	_v488beltbreak2	Core destroyed	248	0	210	1400
parent_antler_s2_A	antler	2	A	parent	US	inst_parent	Core destroyed	216	0	1590	340
v526_antler_s2_B	antler	2	B	v526	US	inst_v526	Core destroyed	225	0	1300	500
parent_antler_s2_B	antler	2	B	parent	OPP	_v488beltbreak2	Core destroyed	202	0	620	1460
v526_antler_s3_A	antler	3	A	v526	US	inst_v526	Core destroyed	172	0	420	610
parent_antler_s3_A	antler	3	A	parent	OPP	_v488beltbreak2	Core destroyed	142	0	390	1100
v526_antler_s3_B	antler	3	B	v526	US	inst_v526	Core destroyed	834	0	4190	3920
parent_antler_s3_B	antler	3	B	parent	US	inst_parent	Core destroyed	211	0	860	410
