file	rounds	winner	cond	w	h	a_ring_den	a_ring_walls	a_ring_ore	a_ring_close_r	a_ring_half_r	a_ring_1st_r	a_ring_max	a_plugmax	a_dmg_core_r	a_dmg_ring_r	a_dmg_core_n	a_dmg_core_total	b_ring_den	b_ring_walls	b_ring_ore	b_ring_close_r	b_ring_half_r	b_ring_1st_r	b_ring_max	b_plugmax	b_dmg_core_r	b_dmg_ring_r	b_dmg_core_n	b_dmg_core_total
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	545	0	core_destroyed	20	20	8	0	0	-1	-1	1	3	2	-1	33	0	0	8	0	0	-1	-1	2	3	3	114	-1	216	3888
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	193	0	core_destroyed	28	18	8	0	0	-1	-1	1	2	0	53	-1	109	763	8	0	0	-1	17	2	5	6	129	19	28	504
8013d088-6a5d-416f-aa07-90477cee7818_game_3.replay26	212	0	core_destroyed	18	18	8	0	0	-1	81	1	4	1	32	23	28	493	8	0	0	-1	8	2	4	6	117	9	48	864
8013d088-6a5d-416f-aa07-90477cee7818_game_4.replay26	167	0	core_destroyed	24	24	8	0	0	-1	13	1	4	1	44	31	24	399	8	0	0	-1	18	2	4	6	101	12	28	504
8013d088-6a5d-416f-aa07-90477cee7818_game_5.replay26	107	1	core_destroyed	30	30	8	0	0	-1	-1	1	3	1	22	36	44	726	8	0	0	-1	62	2	4	3	-1	14	0	0
