tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
midgard_s15_B	midgard	15	B	OPP	Core destroyed	121	msoff	774	272	-2	702	284	82	0.4046	0.3514	6	32	0	0	0	0		0	1	42	2	9	0	
nordkap_s13_A	nordkap	13	A	OPP	Core destroyed	212	msoff	504	0	-4	0	0	500		0.0	11	40	3	8	11	2	17	3	0		2	1	9	
nordkap_s13_B	nordkap	13	B	US	Core destroyed	438	msoff	90	90	500	1242	728	-14	0.5862	1.0	2	7	1	2	3	1	13	1	3	112	4	1	18	
nordkap_s14_A	nordkap	14	A	OPP	Core destroyed	177	msoff	504	0	-4	0	0	500		0.0	7	24	1	3	4	1	60	1	0		2	1	5	
nordkap_s14_B	nordkap	14	B	OPP	Core destroyed	346	msoff	882	380	-2	0	0	500		0.4308	17	77	2	4	6	1	12	2	0		2	1	7	
nordkap_s15_A	nordkap	15	A	OPP	Core destroyed	267	msoff	1278	776	-2	0	0	500		0.6072	16	58	3	5	8	1	28	2	0		2	1	7	
nordkap_s15_B	nordkap	15	B	OPP	Core destroyed	330	msoff	738	232	-6	0	0	500		0.3144	14	60	1	6	7	1	17	2	0		2	1	21	
yulerune_s13_A	yulerune	13	A	OPP	Core destroyed	296	msoff	504	0	-4	702	642	440	0.9145	0.0	7	32	0	2	2	0		0	1	72	6	4	9	
yulerune_s13_B	yulerune	13	B	OPP	Core destroyed	164	msoff	504	0	-4	540	540	500	1.0	0.0	6	31	0	2	2	0		0	2	37	2	4	7	
yulerune_s14_A	yulerune	14	A	OPP	Core destroyed	264	msoff	504	0	-4	342	342	500	1.0	0.0	6	34	0	0	0	0		0	1	64	5	4	9	
yulerune_s14_B	yulerune	14	B	US	Titanium collected (tiebreak)	1000	msoff	2358	2358	500	0	0	500		1.0	7	16	4	2	6	1	56	2	0		3	4	9	
yulerune_s15_A	yulerune	15	A	OPP	Core destroyed	169	msoff	504	0	-4	306	0	194	0.0	0.0	3	12	0	1	1	0		0	1	108	4	4	8	
yulerune_s15_B	yulerune	15	B	OPP	Core destroyed	161	msoff	504	0	-4	522	522	500	1.0	0.0	5	30	0	2	2	0		0	2	37	2	4	8	
atoll_s16_A	atoll	16	A	OPP	Titanium collected (tiebreak)	1000	msoff	72	72	500	0	0	500		1.0	6	15	0	0	0	0		2	0		4	3	5	
atoll_s16_B	atoll	16	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			4	12	0	0	0	0		2	0		8	3	2	
atoll_s17_A	atoll	17	A	US	Core destroyed	521	msoff	72	72	500	3672	3170	-2	0.8633	1.0	5	28	1	4	5	0		1	2	92	3	3	6	
atoll_s17_B	atoll	17	B	OPP	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			4	16	0	9	9	4	28	4	0		3	3	219	
atoll_s18_A	atoll	18	A	OPP	Core destroyed	670	msoff	3276	2776	0	144	144	500	1.0	0.8474	8	47	5	35	40	3	33	3	1	557	6	3	4	
atoll_s18_B	atoll	18	B	OPP	Core destroyed	180	msoff	864	364	0	0	0	500		0.4213	3	13	0	3	3	1	22	1	0		1	3	13	
drakkarfjord_s16_A	drakkarfjord	16	A	OPP	Core destroyed	920	msoff	504	0	-4	36	0	464	0.0	0.0	9	114	0	7	7	2	61	6	1	913	8	9	13	
drakkarfjord_s16_B	drakkarfjord	16	B	US	Core destroyed	677	msoff	0	0	500	666	162	-4	0.2432		6	47	1	2	3	0		1	1	445	2	9	77	
drakkarfjord_s17_A	drakkarfjord	17	A	OPP	Titanium collected (tiebreak)	1000	msoff	72	0	428	0	0	500		0.0	10	163	0	20	20	3	99	7	0		8	9	15	
drakkarfjord_s17_B	drakkarfjord	17	B	US	Core destroyed	143	msoff	0	0	500	504	0	-4	0.0		3	19	0	1	1	0		0	1	87	1	9	21	
drakkarfjord_s18_A	drakkarfjord	18	A	US	Core destroyed	333	msoff	0	0	500	594	90	-4	0.1515		3	25	0	4	4	1	67	2	1	84	1	9	29	
drakkarfjord_s18_B	drakkarfjord	18	B	US	Core destroyed	173	msoff	0	0	500	684	184	0	0.269		3	19	0	1	1	0		0	1	97	1	9	24	
glacierkeep_s16_A	glacierkeep	16	A	US	Core destroyed	352	msoff	216	0	284	504	0	-4	0.0	0.0	4	33	0	12	12	1	36	1	2	82	2	5	16	
glacierkeep_s16_B	glacierkeep	16	B	US	Core destroyed	213	msoff	0	0	500	504	0	-4	0.0		4	33	0	0	0	0		0	1	104	3	5	12	
glacierkeep_s17_A	glacierkeep	17	A	US	Core destroyed	193	msoff	0	0	500	504	0	-4	0.0		4	20	0	2	2	1	37	1	1	84	2	5	12	
glacierkeep_s17_B	glacierkeep	17	B	US	Core destroyed	185	msoff	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	82	2	5	12	
glacierkeep_s18_A	glacierkeep	18	A	US	Core destroyed	266	msoff	0	0	500	504	0	-4	0.0		4	24	0	4	4	1	35	1	2	80	2	5	10	
glacierkeep_s18_B	glacierkeep	18	B	OPP	Core destroyed	689	msoff	504	0	-4	1026	792	266	0.7719	0.0	7	62	0	0	0	0		1	1	53	3	5	15	
midgard_s16_A	midgard	16	A	OPP	Core destroyed	196	msoff	792	276	-16	0	0	500		0.3485	11	50	3	4	7	1	64	4	0		3	9	4	
midgard_s16_B	midgard	16	B	US	Core destroyed	330	msoff	0	0	500	612	108	-4	0.1765		9	57	0	17	17	1	55	2	2	42	4	9	12	
midgard_s17_A	midgard	17	A	OPP	Core destroyed	404	msoff	738	232	-6	0	0	500		0.3144	10	61	1	2	3	2	83	3	0		3	9	2	
midgard_s17_B	midgard	17	B	OPP	Core destroyed	173	msoff	504	0	-4	1062	620	58	0.5838	0.0	6	32	0	3	3	1	53	1	2	42	2	9	4	
midgard_s18_A	midgard	18	A	OPP	Core destroyed	369	msoff	504	0	-4	126	126	500	1.0	0.0	12	85	1	10	11	1	60	3	1	93	3	9	9	
midgard_s18_B	midgard	18	B	OPP	Core destroyed	121	msoff	774	272	-2	702	284	82	0.4046	0.3514	6	32	0	0	0	0		0	1	42	2	9	0	
nordkap_s16_A	nordkap	16	A	US	Core destroyed	369	msoff	414	376	462	504	0	-4	0.0	0.9082	13	43	1	3	4	1	29	4	2	292	3	1	16	
nordkap_s16_B	nordkap	16	B	OPP	Core destroyed	474	msoff	594	90	-4	0	0	500		0.1515	13	41	5	1	6	1	12	3	0		4	1	10	
nordkap_s17_A	nordkap	17	A	OPP	Core destroyed	214	msoff	1134	634	0	0	0	500		0.5591	15	57	0	1	1	0		1	0		2	1	10	
nordkap_s17_B	nordkap	17	B	US	Core destroyed	172	msoff	288	288	500	504	0	-4	0.0	1.0	2	5	1	2	3	1	19	3	1	116	3	1	21	
nordkap_s18_A	nordkap	18	A	OPP	Core destroyed	141	msoff	504	0	-4	0	0	500		0.0	7	16	1	1	2	2	14	2	0		4	1	10	
nordkap_s18_B	nordkap	18	B	OPP	Core destroyed	600	msoff	1638	1134	-4	666	666	500	1.0	0.6923	9	38	3	3	6	2	9	2	2	212	3	1	9	
yulerune_s16_A	yulerune	16	A	OPP	Core destroyed	121	msoff	504	0	-4	342	120	278	0.3509	0.0	6	28	0	2	2	0		0	1	83	4	4	8	
yulerune_s16_B	yulerune	16	B	OPP	Core destroyed	475	msoff	504	0	-4	2016	2016	500	1.0	0.0	15	61	7	8	15	3	41	3	2	37	2	4	9	
yulerune_s17_A	yulerune	17	A	OPP	Core destroyed	145	msoff	504	0	-4	0	0	500		0.0	7	38	1	0	1	0		1	0		4	4	3	
yulerune_s17_B	yulerune	17	B	OPP	Core destroyed	176	msoff	504	0	-4	900	900	500	1.0	0.0	7	48	0	1	1	1	41	1	2	37	2	4	7	
yulerune_s18_A	yulerune	18	A	OPP	Core destroyed	156	msoff	504	0	-4	0	0	500		0.0	7	39	0	0	0	0		0	0		6	4	0	
yulerune_s18_B	yulerune	18	B	OPP	Core destroyed	164	msoff	504	0	-4	540	540	500	1.0	0.0	6	31	0	2	2	0		0	2	37	2	4	7	
atoll_s19_A	atoll	19	A	OPP	Core destroyed	231	msoff	900	400	0	0	0	500		0.4444	5	13	0	0	0	0		3	0		3	3	2	
atoll_s19_B	atoll	19	B	US	Core destroyed	135	msoff	594	450	356	504	0	-4	0.0	0.7576	3	12	0	4	4	1	23	1	1	75	2	3	7	
atoll_s20_A	atoll	20	A	OPP	Core destroyed	517	msoff	936	430	-6	882	460	78	0.5215	0.4594	6	18	4	6	10	4	305	8	1	126	5	3	7	
atoll_s20_B	atoll	20	B	OPP	Core destroyed	733	msoff	630	126	-4	0	0	500		0.2	7	14	4	2	6	1	39	2	0		3	3	7	
atoll_s21_A	atoll	21	A	US	Core destroyed	380	msoff	0	0	500	2160	1660	0	0.7685		5	17	0	2	2	1	328	3	1	140	7	3	28	
atoll_s21_B	atoll	21	B	OPP	Core destroyed	164	msoff	810	308	-2	666	600	434	0.9009	0.3802	4	16	0	1	1	0		2	1	71	2	3	11	
drakkarfjord_s19_A	drakkarfjord	19	A	OPP	Core destroyed	829	msoff	612	108	-4	0	0	500		0.1765	8	92	2	5	7	2	61	4	0		2	9	12	
drakkarfjord_s19_B	drakkarfjord	19	B	US	Core destroyed	316	msoff	0	0	500	756	240	-16	0.3175		6	41	0	0	0	0		0	2	242	5	9	11	
drakkarfjord_s20_A	drakkarfjord	20	A	US	Core destroyed	210	msoff	0	0	500	504	0	-4	0.0		4	39	0	3	3	0		1	1	154	2	9	40	
drakkarfjord_s20_B	drakkarfjord	20	B	US	Core destroyed	143	msoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	87	1	9	13	
drakkarfjord_s21_A	drakkarfjord	21	A	US	Core destroyed	396	msoff	0	0	500	504	0	-4	0.0		5	53	1	6	7	1	60	1	1	340	1	9	50	
drakkarfjord_s21_B	drakkarfjord	21	B	US	Core destroyed	189	msoff	0	0	500	504	0	-4	0.0		5	40	0	2	2	0		1	1	133	1	9	21	
glacierkeep_s19_A	glacierkeep	19	A	US	Core destroyed	169	msoff	0	0	500	504	0	-4	0.0		4	27	0	0	0	0		1	1	68	2	5	9	
glacierkeep_s19_B	glacierkeep	19	B	US	Core destroyed	245	msoff	0	0	500	504	0	-4	0.0		3	23	0	2	2	1	36	1	1	84	3	5	30	
glacierkeep_s20_A	glacierkeep	20	A	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			10	88	0	0	0	0		1	0		2	5	8	
glacierkeep_s20_B	glacierkeep	20	B	US	Core destroyed	329	msoff	0	0	500	720	204	-16	0.2833		3	22	0	2	2	1	28	1	1	101	3	5	33	
glacierkeep_s21_A	glacierkeep	21	A	US	Core destroyed	189	msoff	0	0	500	504	0	-4	0.0		4	29	0	3	3	1	37	1	1	76	2	5	17	
glacierkeep_s21_B	glacierkeep	21	B	US	Core destroyed	193	msoff	0	0	500	504	0	-4	0.0		4	25	0	0	0	0		0	1	88	2	5	12	
midgard_s19_A	midgard	19	A	OPP	Core destroyed	452	msoff	2214	1706	-8	0	0	500		0.7706	3	9	1	2	3	1	67	1	0		4	9	10	
midgard_s19_B	midgard	19	B	OPP	Core destroyed	153	msoff	504	0	-4	108	108	500	1.0	0.0	7	36	0	4	4	1	57	1	1	42	2	9	7	
midgard_s20_A	midgard	20	A	OPP	Core destroyed	208	msoff	504	0	-4	0	0	500		0.0	9	68	0	1	1	0		2	0		6	9	3	
midgard_s20_B	midgard	20	B	OPP	Core destroyed	490	msoff	504	0	-4	72	72	500	1.0	0.0	11	96	2	26	28	2	52	2	1	42	2	9	7	
midgard_s21_A	midgard	21	A	OPP	Core destroyed	344	msoff	504	0	-4	0	0	500		0.0	10	77	2	13	15	0		1	0		4	9	0	
midgard_s21_B	midgard	21	B	US	Core destroyed	629	msoff	360	0	140	1710	1210	0	0.7076	0.0	7	53	0	5	5	1	58	1	2	42	6	9	17	
nordkap_s19_A	nordkap	19	A	US	Core destroyed	288	msoff	468	468	500	504	0	-4	0.0	1.0	7	24	4	5	9	3	155	4	2	239	4	1	18	
nordkap_s19_B	nordkap	19	B	US	Core destroyed	129	msoff	828	810	482	504	0	-4	0.0	0.9783	3	7	1	2	3	1	46	1	1	73	4	1	9	
nordkap_s20_A	nordkap	20	A	US	Core destroyed	540	msoff	864	864	500	630	126	-4	0.2	1.0	3	21	2	9	11	2	236	3	2	382	21	1	13	
nordkap_s20_B	nordkap	20	B	US	Core destroyed	213	msoff	1314	1296	482	504	0	-4	0.0	0.9863	2	7	0	2	2	0		1	1	144	2	1	9	
nordkap_s21_A	nordkap	21	A	OPP	Core destroyed	330	msoff	1350	836	-14	0	0	500		0.6193	18	78	3	10	13	2	75	3	0		2	1	9	
nordkap_s21_B	nordkap	21	B	US	Core destroyed	348	msoff	0	0	500	504	0	-4	0.0		7	28	0	3	3	2	12	2	2	108	3	1	11	
yulerune_s19_A	yulerune	19	A	OPP	Core destroyed	223	msoff	504	0	-4	0	0	500		0.0	8	44	0	0	0	0		0	0		7	4	1	
yulerune_s19_B	yulerune	19	B	OPP	Titanium collected (tiebreak)	1000	msoff	216	0	284	846	846	500	1.0	0.0	8	36	0	2	2	0		0	2	37	2	4	6	
yulerune_s20_A	yulerune	20	A	OPP	Core destroyed	168	msoff	504	0	-4	0	0	500		0.0	8	56	0	0	0	0		0	0		7	4	0	
yulerune_s20_B	yulerune	20	B	US	Core destroyed	138	msoff	0	0	500	504	0	-4	0.0		7	36	1	4	5	1	58	1	2	83	4	4	11	
yulerune_s21_A	yulerune	21	A	OPP	Core destroyed	417	msoff	504	0	-4	360	244	384	0.6778	0.0	8	43	0	3	3	0		0	1	328	6	4	12	
yulerune_s21_B	yulerune	21	B	OPP	Core destroyed	131	msoff	504	0	-4	414	414	500	1.0	0.0	5	25	0	1	1	0		0	2	37	2	4	6	
atoll_s22_A	atoll	22	A	US	Core destroyed	187	msoff	0	0	500	720	216	-4	0.3		4	18	0	4	4	1	26	1	1	52	2	3	40	
atoll_s22_B	atoll	22	B	US	Core destroyed	670	msoff	144	144	500	4320	3820	0	0.8843	1.0	5	28	0	12	12	1	26	1	1	190	3	3	17	
atoll_s23_A	atoll	23	A	OPP	Core destroyed	814	msoff	774	268	-6	216	84	368	0.3889	0.3463	6	18	1	5	6	2	736	5	1	790	15	3	3	
atoll_s23_B	atoll	23	B	US	Titanium collected (tiebreak)	1000	msoff	2664	2658	494	396	290	394	0.7323	0.9977	6	21	3	5	8	4	428	7	3	515	7	3	22	
atoll_s24_A	atoll	24	A	OPP	Core destroyed	476	msoff	4284	3782	-2	810	810	500	1.0	0.8828	5	15	0	0	0	0		0	1	31	3	3	2	
atoll_s24_B	atoll	24	B	OPP	Core destroyed	261	msoff	1008	506	-2	0	0	500		0.502	4	13	2	0	2	0		0	0		2	3	11	
drakkarfjord_s22_A	drakkarfjord	22	A	US	Core destroyed	268	msoff	0	0	500	882	378	-4	0.4286		7	76	0	6	6	1	123	1	2	144	2	9	14	
drakkarfjord_s22_B	drakkarfjord	22	B	US	Core destroyed	143	msoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	87	1	9	13	
drakkarfjord_s23_A	drakkarfjord	23	A	US	Core destroyed	158	msoff	0	0	500	738	232	-6	0.3144		4	28	0	1	1	0		0	1	76	1	9	15	
drakkarfjord_s23_B	drakkarfjord	23	B	US	Core destroyed	189	msoff	0	0	500	504	0	-4	0.0		5	40	0	2	2	0		1	1	133	1	9	21	
drakkarfjord_s24_A	drakkarfjord	24	A	OPP	Core destroyed	775	msoff	504	0	-4	450	450	500	1.0	0.0	8	100	0	2	2	1	68	2	1	74	2	9	32	
drakkarfjord_s24_B	drakkarfjord	24	B	OPP	Core destroyed	431	msoff	504	0	-4	0	0	500		0.0	11	120	1	22	23	1	65	1	0		1	9	9	
glacierkeep_s22_A	glacierkeep	22	A	US	Core destroyed	217	msoff	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		0	1	79	2	5	27	
glacierkeep_s22_B	glacierkeep	22	B	US	Core destroyed	161	msoff	0	0	500	684	184	0	0.269		3	20	0	0	0	0		0	1	52	2	5	11	
glacierkeep_s23_A	glacierkeep	23	A	US	Core destroyed	213	msoff	0	0	500	504	0	-4	0.0		5	35	0	8	8	1	40	1	1	76	2	5	11	
glacierkeep_s23_B	glacierkeep	23	B	US	Core destroyed	209	msoff	0	0	500	504	0	-4	0.0		5	25	0	2	2	1	40	1	1	108	2	5	11	
glacierkeep_s24_A	glacierkeep	24	A	US	Core destroyed	165	msoff	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		1	1	104	2	5	22	
glacierkeep_s24_B	glacierkeep	24	B	OPP	Titanium stored (tiebreak)	1000	msoff	0	0	500	3060	3060	500	1.0		3	15	0	0	0	0		0	2	90	2	5	76	
midgard_s22_A	midgard	22	A	OPP	Core destroyed	463	msoff	2034	1530	-4	0	0	500		0.7522	11	71	0	1	1	0		3	0		5	9	7	
midgard_s22_B	midgard	22	B	OPP	Core destroyed	173	msoff	504	0	-4	1062	620	58	0.5838	0.0	6	32	0	3	3	1	53	1	2	42	2	9	4	
midgard_s23_A	midgard	23	A	OPP	Core destroyed	375	msoff	504	0	-4	0	0	500		0.0	11	86	1	21	22	1	58	2	0		8	9	13	
midgard_s23_B	midgard	23	B	OPP	Core destroyed	253	msoff	504	0	-4	1098	1048	450	0.9545	0.0	7	39	0	2	2	0		0	3	42	2	9	7	
midgard_s24_A	midgard	24	A	OPP	Core destroyed	390	msoff	504	0	-4	324	324	500	1.0	0.0	11	68	1	5	6	1	57	2	1	81	3	9	7	
midgard_s24_B	midgard	24	B	OPP	Core destroyed	130	msoff	504	0	-4	360	360	500	1.0	0.0	7	35	0	0	0	0		0	1	42	3	9	3	
nordkap_s22_A	nordkap	22	A	OPP	Core destroyed	201	msoff	1152	652	0	0	0	500		0.566	10	31	1	1	2	2	15	2	0		3	1	4	
nordkap_s22_B	nordkap	22	B	OPP	Core destroyed	658	msoff	1170	666	-4	0	0	500		0.5692	15	75	3	20	23	1	16	2	0		2	1	10	
nordkap_s23_A	nordkap	23	A	US	Core destroyed	305	msoff	0	0	500	504	0	-4	0.0		12	35	5	9	14	6	74	6	1	249	4	1	23	
nordkap_s23_B	nordkap	23	B	US	Core destroyed	156	msoff	252	252	500	504	0	-4	0.0	1.0	2	5	1	2	3	1	17	2	1	100	3	1	20	
nordkap_s24_A	nordkap	24	A	OPP	Core destroyed	353	msoff	504	0	-4	0	0	500		0.0	4	13	0	2	2	1	261	2	0		5	1	13	
nordkap_s24_B	nordkap	24	B	US	Core destroyed	337	msoff	0	0	500	1116	616	0	0.552		7	24	0	3	3	0		0	1	96	2	1	10	
yulerune_s22_A	yulerune	22	A	OPP	Core destroyed	184	msoff	504	0	-4	0	0	500		0.0	9	37	0	0	0	0		0	0		4	4	0	
yulerune_s22_B	yulerune	22	B	US	Core destroyed	227	msoff	0	0	500	504	0	-4	0.0		8	37	3	5	8	1	55	3	1	170	2	4	11	
yulerune_s23_A	yulerune	23	A	OPP	Titanium collected (tiebreak)	1000	msoff	486	0	14	540	540	500	1.0	0.0	8	44	0	8	8	3	556	3	2	92	11	4	24	
yulerune_s23_B	yulerune	23	B	OPP	Core destroyed	298	msoff	504	0	-4	666	666	500	1.0	0.0	8	54	0	2	2	1	41	1	2	37	4	4	6	
yulerune_s24_A	yulerune	24	A	OPP	Core destroyed	142	msoff	504	0	-4	0	0	500		0.0	6	28	0	0	0	0		0	0		5	4	1	
yulerune_s24_B	yulerune	24	B	OPP	Core destroyed	176	msoff	504	0	-4	900	900	500	1.0	0.0	7	48	0	1	1	1	41	1	2	37	2	4	7	
atoll_s25_A	atoll	25	A	OPP	Core destroyed	256	msoff	1242	734	-8	936	910	474	0.9722	0.591	3	4	0	0	0	0		3	1	31	3	3	2	
atoll_s25_B	atoll	25	B	OPP	Core destroyed	223	msoff	810	304	-6	0	0	500		0.3753	4	16	0	0	0	0		2	0		2	3	2	
atoll_s26_A	atoll	26	A	OPP	Core destroyed	641	msoff	504	0	-4	468	72	104	0.1538	0.0	4	20	1	9	10	4	28	4	2	138	8	3	20	
atoll_s26_B	atoll	26	B	OPP	Core destroyed	174	msoff	810	304	-6	0	0	500		0.3753	4	15	0	0	0	1	60	2	0		2	3	1	
atoll_s27_A	atoll	27	A	OPP	Core destroyed	793	msoff	576	72	-4	144	144	500	1.0	0.125	6	127	0	105	105	1	26	2	1	144	2	3	8	
atoll_s27_B	atoll	27	B	US	Core destroyed	271	msoff	0	0	500	1224	720	-4	0.5882		3	13	0	1	1	0		1	1	88	2	3	31	
drakkarfjord_s25_A	drakkarfjord	25	A	OPP	Core destroyed	711	msoff	666	152	-14	0	0	500		0.2282	9	122	0	3	3	2	99	5	0		4	9	16	
drakkarfjord_s25_B	drakkarfjord	25	B	US	Core destroyed	153	msoff	0	0	500	504	0	-4	0.0		4	28	0	0	0	0		0	1	72	1	9	8	
drakkarfjord_s26_A	drakkarfjord	26	A	OPP	Core destroyed	287	msoff	504	0	-4	216	216	500	1.0	0.0	8	103	0	1	1	0		1	1	81	1	9	13	
drakkarfjord_s26_B	drakkarfjord	26	B	US	Core destroyed	325	msoff	0	0	500	864	360	-4	0.4167		3	19	0	0	0	0		1	2	60	2	9	20	
drakkarfjord_s27_A	drakkarfjord	27	A	OPP	Core destroyed	468	msoff	720	208	-12	0	0	500		0.2889	10	83	3	2	5	1	118	2	0		3	9	10	
drakkarfjord_s27_B	drakkarfjord	27	B	US	Core destroyed	469	msoff	0	0	500	1008	504	-4	0.5		3	19	0	1	1	0		2	2	81	2	9	48	
glacierkeep_s25_A	glacierkeep	25	A	US	Core destroyed	129	msoff	252	72	320	504	0	-4	0.0	0.2857	2	15	0	0	0	0		0	1	56	2	5	11	
glacierkeep_s25_B	glacierkeep	25	B	US	Core destroyed	293	msoff	0	0	500	936	430	-6	0.4594		4	22	0	0	0	0		0	1	65	3	5	16	
glacierkeep_s26_A	glacierkeep	26	A	US	Core destroyed	265	msoff	0	0	500	504	0	-4	0.0		3	28	0	4	4	1	36	1	1	121	2	5	24	
glacierkeep_s26_B	glacierkeep	26	B	OPP	Titanium stored (tiebreak)	1000	msoff	0	0	500	3060	3060	500	1.0		3	15	0	0	0	0		0	2	90	2	5	76	
glacierkeep_s27_A	glacierkeep	27	A	US	Core destroyed	189	msoff	0	0	500	504	0	-4	0.0		4	29	0	3	3	1	37	1	1	76	2	5	17	
glacierkeep_s27_B	glacierkeep	27	B	US	Core destroyed	205	msoff	0	0	500	504	0	-4	0.0		4	21	0	0	0	0		0	1	104	3	5	10	
midgard_s25_A	midgard	25	A	OPP	Core destroyed	153	msoff	504	0	-4	0	0	500		0.0	7	37	1	3	4	2	66	4	0		3	9	6	
midgard_s25_B	midgard	25	B	OPP	Core destroyed	164	msoff	504	0	-4	936	782	346	0.8355	0.0	6	32	0	2	2	1	53	1	2	42	2	9	4	
midgard_s26_A	midgard	26	A	OPP	Core destroyed	284	msoff	936	432	-4	1746	1268	22	0.7262	0.4615	8	33	1	4	5	1	74	2	1	90	4	9	11	
midgard_s26_B	midgard	26	B	OPP	Core destroyed	123	msoff	1080	572	-8	504	504	500	1.0	0.5296	7	36	0	0	0	0		0	1	42	2	9	0	
midgard_s27_A	midgard	27	A	US	Core destroyed	217	msoff	0	0	500	810	308	-2	0.3802		7	32	2	5	7	2	59	2	1	127	4	9	18	
midgard_s27_B	midgard	27	B	OPP	Core destroyed	142	msoff	522	20	-2	360	360	500	1.0	0.0383	8	38	1	0	1	0		1	1	42	3	9	0	
nordkap_s25_A	nordkap	25	A	US	Core destroyed	416	msoff	0	0	500	504	0	-4	0.0		7	20	1	6	7	2	77	4	1	360	4	1	18	
nordkap_s25_B	nordkap	25	B	US	Core destroyed	505	msoff	630	624	494	504	0	-4	0.0	0.9905	3	12	1	3	4	1	16	2	1	244	3	1	11	
nordkap_s26_A	nordkap	26	A	US	Core destroyed	506	msoff	0	0	500	648	144	-4	0.2222		7	36	3	9	12	3	13	4	1	434	6	1	25	
nordkap_s26_B	nordkap	26	B	US	Core destroyed	229	msoff	1188	1170	482	504	0	-4	0.0	0.9848	2	7	1	2	3	1	22	2	1	160	3	1	11	
nordkap_s27_A	nordkap	27	A	OPP	Core destroyed	251	msoff	558	54	-4	0	0	500		0.0968	17	76	0	3	3	0		1	0		2	1	10	
nordkap_s27_B	nordkap	27	B	OPP	Titanium collected (tiebreak)	1000	msoff	8424	8424	500	0	0	500		1.0	6	9	0	2	2	0		0	0		2	1	8	
yulerune_s25_A	yulerune	25	A	OPP	Core destroyed	147	msoff	504	0	-4	0	0	500		0.0	4	16	0	0	0	0		0	0		4	4	3	
yulerune_s25_B	yulerune	25	B	US	Core destroyed	137	msoff	0	0	500	504	0	-4	0.0		3	15	0	2	2	0		0	1	81	3	4	10	
yulerune_s26_A	yulerune	26	A	OPP	Core destroyed	179	msoff	504	0	-4	0	0	500		0.0	6	30	0	0	0	0		0	0		7	4	2	
yulerune_s26_B	yulerune	26	B	OPP	Core destroyed	289	msoff	504	0	-4	0	0	500		0.0	3	15	0	2	2	2	23	2	0		3	4	9	
yulerune_s27_A	yulerune	27	A	OPP	Core destroyed	163	msoff	504	0	-4	306	306	500	1.0	0.0	8	44	0	1	1	0		0	1	83	6	4	4	
yulerune_s27_B	yulerune	27	B	OPP	Core destroyed	540	msoff	504	0	-4	1728	1728	500	1.0	0.0	11	66	0	5	5	1	41	1	3	37	7	4	6	
atoll_s28_A	atoll	28	A	OPP	Core destroyed	113	msoff	576	72	-4	0	0	500		0.125	4	14	0	0	0	0		0	0		3	3	2	
atoll_s28_B	atoll	28	B	US	Core destroyed	253	msoff	1746	1728	482	1872	1366	-6	0.7297	0.9897	2	4	0	1	1	0		0	3	36	2	3	13	
atoll_s29_A	atoll	29	A	OPP	Core destroyed	637	msoff	1008	500	-8	72	72	500	1.0	0.496	5	15	0	1	1	2	388	4	1	436	4	3	7	
atoll_s29_B	atoll	29	B	OPP	Titanium collected (tiebreak)	1000	msoff	36	18	482	0	0	500		0.5	6	21	2	5	7	2	72	4	0		3	3	4	
atoll_s30_A	atoll	30	A	OPP	Core destroyed	418	msoff	828	320	-8	198	198	500	1.0	0.3865	3	4	0	0	0	0		3	1	31	6	3	7	
atoll_s30_B	atoll	30	B	OPP	Core destroyed	214	msoff	558	54	-4	36	36	500	1.0	0.0968	11	16	8	0	8	0		0	1	78	2	3	11	
drakkarfjord_s28_A	drakkarfjord	28	A	US	Core destroyed	249	msoff	0	0	500	1368	860	-8	0.6287		5	49	0	5	5	1	115	2	2	132	2	9	16	
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	2538	2538	500	1.0		4	19	0	1	1	0		2	1	80	2	9	87	
drakkarfjord_s29_A	drakkarfjord	29	A	OPP	Core destroyed	287	msoff	504	0	-4	216	216	500	1.0	0.0	8	103	0	1	1	0		1	1	81	1	9	13	
drakkarfjord_s29_B	drakkarfjord	29	B	US	Core destroyed	192	msoff	0	0	500	504	0	-4	0.0		5	45	1	0	1	1	57	4	1	136	1	9	8	
drakkarfjord_s30_A	drakkarfjord	30	A	US	Core destroyed	240	msoff	0	0	500	504	0	-4	0.0		3	25	0	3	3	1	68	2	2	192	1	9	30	
drakkarfjord_s30_B	drakkarfjord	30	B	US	Core destroyed	173	msoff	0	0	500	684	184	0	0.269		3	19	0	1	1	0		0	1	97	1	9	24	
