file	team	band	metric	n
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	0	r0-150	shot	198
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r0-150	build_sentinel	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r0-150	shot	6
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	0	r0-150	batk	19
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	0	r0-150	build_sentinel	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r150-200	build_conveyor	10
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	0	r150-200	shot	85
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r150-200	build_builder_bot	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r200-300	build_sentinel	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	0	r200-300	shot	71
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r200-300	build_conveyor	9
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_4.replay26	1	r200-300	shot	5
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r0-150	build_builder_bot	5
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r0-150	build_builder_bot	5
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r0-150	build_harvester	3
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r0-150	build_launcher	2
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r0-150	build_conveyor	11
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r0-150	build_sentinel	2
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r0-150	build_conveyor	17
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r0-150	shot	42
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r0-150	build_harvester	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r0-150	batk	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r0-150	build_gunner	3
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r0-150	shot	153
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r150-200	shot	66
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r150-200	build_conveyor	4
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r200-300	build_conveyor	11
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r200-300	shot	159
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r200-300	build_sentinel	1
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	0	r300+	shot	15
0f4d9826-2984-4cfd-aaf5-5bcfb91a9095_game_5.replay26	1	r300+	build_conveyor	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r0-150	build_builder_bot	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	build_builder_bot	11
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	build_conveyor	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r0-150	build_harvester	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	build_harvester	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r0-150	build_conveyor	9
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	build_sentinel	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	shot	72
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r0-150	build_gunner	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r0-150	shot	80
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	batk	57
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r0-150	build_gunner	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r150-200	shot	14
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r150-200	batk	22
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r150-200	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r150-200	build_conveyor	16
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r150-200	build_builder_bot	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r150-200	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r150-200	build_conveyor	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r200-300	batk	134
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r200-300	build_harvester	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r200-300	build_builder_bot	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r200-300	shot	24
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r200-300	build_conveyor	13
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r200-300	build_gunner	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r200-300	build_gunner	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r200-300	shot	30
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r200-300	build_conveyor	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	batk	721
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	shot	45
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	build_harvester	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	build_sentinel	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r300+	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r300+	build_conveyor	11
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	0	r300+	shot	44
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	build_builder_bot	18
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_1.replay26	1	r300+	batk_core	250
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r0-150	build_builder_bot	7
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r0-150	build_builder_bot	8
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r0-150	build_conveyor	12
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r0-150	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r0-150	build_conveyor	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r0-150	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r0-150	shot	60
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r0-150	build_harvester	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r0-150	build_gunner	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r0-150	batk	66
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r0-150	shot	82
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r150-200	batk	76
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r150-200	shot	56
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	batk	177
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r200-300	shot	14
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	build_gunner	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	shot	64
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r200-300	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r200-300	build_builder_bot	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	build_conveyor	15
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r200-300	build_harvester	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r200-300	build_conveyor	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	build_harvester	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	build_builder_bot	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	batk_core	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r200-300	build_sentinel	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	batk	689
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	shot	97
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	build_conveyor	33
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r300+	build_harvester	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	0	r300+	build_conveyor	18
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	build_builder_bot	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	build_harvester	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_2.replay26	1	r300+	batk_core	505
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r0-150	build_builder_bot	10
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r0-150	build_builder_bot	10
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r0-150	build_conveyor	21
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r0-150	build_harvester	10
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r0-150	build_conveyor	57
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r0-150	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r0-150	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r0-150	build_sentinel	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r0-150	shot	13
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r0-150	batk	28
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r150-200	build_conveyor	11
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r150-200	shot	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r150-200	batk	9
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r150-200	build_conveyor	13
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r150-200	build_builder_bot	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r200-300	build_conveyor	21
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r200-300	batk	31
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r200-300	build_harvester	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r200-300	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r200-300	shot	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r300+	build_conveyor	45
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r300+	batk	589
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r300+	build_harvester	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r300+	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r300+	build_conveyor	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r300+	shot	26
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	0	r300+	build_gunner	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r300+	build_gunner	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r300+	shot	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_3.replay26	1	r300+	build_builder_bot	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r0-150	build_builder_bot	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	build_builder_bot	10
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	build_conveyor	12
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r0-150	build_harvester	12
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r0-150	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r0-150	build_conveyor	56
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r0-150	shot	11
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	batk	73
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	shot	12
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r0-150	build_sentinel	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r150-200	build_conveyor	3
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r150-200	shot	7
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r150-200	batk	44
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r200-300	batk	227
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r200-300	shot	14
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r200-300	build_builder_bot	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r200-300	build_gunner	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r200-300	shot	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r200-300	build_conveyor	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r300+	batk	854
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r300+	build_conveyor	15
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r300+	shot	77
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r300+	build_builder_bot	25
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r300+	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r300+	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	1	r300+	shot	21
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_4.replay26	0	r300+	build_gunner	5
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r0-150	build_builder_bot	9
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r0-150	build_builder_bot	6
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r0-150	build_conveyor	10
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r0-150	build_harvester	17
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r0-150	build_conveyor	72
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r0-150	build_harvester	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r0-150	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r0-150	batk	110
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r150-200	build_conveyor	9
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r150-200	batk	81
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r150-200	build_harvester	9
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r150-200	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r150-200	build_builder_bot	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r150-200	build_builder_bot	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r150-200	build_harvester	1
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r150-200	build_sentinel	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r150-200	shot	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r200-300	batk	217
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r200-300	shot	89
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r200-300	build_harvester	15
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r200-300	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r200-300	build_conveyor	23
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r300+	build_conveyor	67
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	batk	2266
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r300+	build_harvester	51
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	shot	101
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	build_builder_bot	11
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	build_conveyor	26
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	build_harvester	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	build_gunner	4
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r300+	shot	82
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	0	r300+	build_gunner	2
0f6c5e41-3909-4bf9-9ffa-b3acdf2b0fd5_game_5.replay26	1	r300+	batk_core	30
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r0-150	build_builder_bot	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r0-150	build_builder_bot	6
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r0-150	build_gunner	9
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r0-150	build_sentinel	3
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r0-150	shot	106
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r0-150	build_harvester	3
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r0-150	build_conveyor	5
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r0-150	shot	24
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r0-150	build_harvester	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r0-150	build_conveyor	2
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r0-150	batk	62
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r150-200	build_gunner	5
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r150-200	shot	10
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r150-200	shot	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r150-200	build_sentinel	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r200-300	build_gunner	10
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r200-300	shot	20
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r300+	build_gunner	32
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r300+	shot	101
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r300+	build_builder_bot	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r300+	build_harvester	2
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r300+	build_conveyor	20
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r300+	build_sentinel	7
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r300+	build_builder_bot	3
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	0	r300+	batk	12
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_1.replay26	1	r300+	build_launcher	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	0	r0-150	build_builder_bot	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	build_builder_bot	5
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	0	r0-150	build_conveyor	23
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	build_sentinel	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	0	r0-150	build_harvester	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	shot	51
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	build_harvester	2
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	build_conveyor	17
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	batk	10
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	0	r0-150	build_sentinel	3
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	0	r0-150	shot	41
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_2.replay26	1	r0-150	build_gunner	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	0	r0-150	build_builder_bot	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	build_builder_bot	5
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	0	r0-150	build_harvester	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	build_harvester	5
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	0	r0-150	build_conveyor	8
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	build_conveyor	26
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	build_launcher	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	build_sentinel	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	shot	31
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	0	r0-150	build_sentinel	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	0	r0-150	shot	25
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_3.replay26	1	r0-150	build_gunner	1
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r0-150	build_builder_bot	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	1	r0-150	build_builder_bot	8
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	1	r0-150	build_sentinel	2
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r0-150	build_conveyor	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	1	r0-150	build_harvester	5
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	1	r0-150	shot	14
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r0-150	build_harvester	2
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	1	r0-150	build_conveyor	19
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r0-150	build_sentinel	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r0-150	shot	105
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	1	r0-150	batk	20
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r150-200	shot	38
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_4.replay26	0	r200-300	shot	61
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_5.replay26	0	r0-150	build_builder_bot	4
0f9481bc-1598-4581-9c8e-ce309e3620e2_game_5.replay26	1	r0-150	build_builder_bot	5
