file	match	game	opp	oppver	ourver	oppbef	map	cond	turns	won	our_team
447e336c-7266-4188-95ff-a67cbaf06d18_game_4.replay26	447e336c-7266-4188-95ff-a67cbaf06d18	4	Lunds Stallions	None	72	1577.393813615103	snowflake	core_destroyed	97	1	0
447e336c-7266-4188-95ff-a67cbaf06d18_game_5.replay26	447e336c-7266-4188-95ff-a67cbaf06d18	5	Lunds Stallions	None	72	1577.393813615103	moonrise	titanium_collected	1000	0	0
45729fe9-6c3b-40cf-824c-45c3a764236d_game_1.replay26	45729fe9-6c3b-40cf-824c-45c3a764236d	1	Team 48	None	80	1564.341410750023	nordkap	core_destroyed	207	1	1
45729fe9-6c3b-40cf-824c-45c3a764236d_game_2.replay26	45729fe9-6c3b-40cf-824c-45c3a764236d	2	Team 48	None	80	1564.341410750023	snowflake	core_destroyed	110	0	1
45729fe9-6c3b-40cf-824c-45c3a764236d_game_3.replay26	45729fe9-6c3b-40cf-824c-45c3a764236d	3	Team 48	None	80	1564.341410750023	heart	core_destroyed	936	1	1
45729fe9-6c3b-40cf-824c-45c3a764236d_game_4.replay26	45729fe9-6c3b-40cf-824c-45c3a764236d	4	Team 48	None	80	1564.341410750023	eider	core_destroyed	174	1	1
45729fe9-6c3b-40cf-824c-45c3a764236d_game_5.replay26	45729fe9-6c3b-40cf-824c-45c3a764236d	5	Team 48	None	80	1564.341410750023	meander	core_destroyed	161	1	1
4613dafe-b185-4082-a42f-d42ab8c0151c_game_1.replay26	4613dafe-b185-4082-a42f-d42ab8c0151c	1	Powered by SmartFridge	None	80	1675.3824293126238	lighthouse	core_destroyed	280	0	1
4613dafe-b185-4082-a42f-d42ab8c0151c_game_2.replay26	4613dafe-b185-4082-a42f-d42ab8c0151c	2	Powered by SmartFridge	None	80	1675.3824293126238	meander	core_destroyed	310	1	1
4613dafe-b185-4082-a42f-d42ab8c0151c_game_3.replay26	4613dafe-b185-4082-a42f-d42ab8c0151c	3	Powered by SmartFridge	None	80	1675.3824293126238	nordkap	core_destroyed	68	0	1
4613dafe-b185-4082-a42f-d42ab8c0151c_game_4.replay26	4613dafe-b185-4082-a42f-d42ab8c0151c	4	Powered by SmartFridge	None	80	1675.3824293126238	snowflake	core_destroyed	123	1	1
4613dafe-b185-4082-a42f-d42ab8c0151c_game_5.replay26	4613dafe-b185-4082-a42f-d42ab8c0151c	5	Powered by SmartFridge	None	80	1675.3824293126238	antler	core_destroyed	137	0	1
49f64c82-6aaa-4042-b691-784a6d35386b_game_1.replay26	49f64c82-6aaa-4042-b691-784a6d35386b	1	Banminary	None	80	1607.621312930565	eider	core_destroyed	107	1	0
49f64c82-6aaa-4042-b691-784a6d35386b_game_2.replay26	49f64c82-6aaa-4042-b691-784a6d35386b	2	Banminary	None	80	1607.621312930565	lighthouse	core_destroyed	427	1	0
49f64c82-6aaa-4042-b691-784a6d35386b_game_3.replay26	49f64c82-6aaa-4042-b691-784a6d35386b	3	Banminary	None	80	1607.621312930565	snowflake	core_destroyed	232	1	0
49f64c82-6aaa-4042-b691-784a6d35386b_game_4.replay26	49f64c82-6aaa-4042-b691-784a6d35386b	4	Banminary	None	80	1607.621312930565	meander	core_destroyed	109	1	0
49f64c82-6aaa-4042-b691-784a6d35386b_game_5.replay26	49f64c82-6aaa-4042-b691-784a6d35386b	5	Banminary	None	80	1607.621312930565	hive	core_destroyed	287	1	0
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_1.replay26	4aa0b763-18ec-49b5-bb72-803fc6d70d66	1	Lunds Stallions	None	68	1559.7663581891402	jackpot	titanium_collected	1000	1	1
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_2.replay26	4aa0b763-18ec-49b5-bb72-803fc6d70d66	2	Lunds Stallions	None	68	1559.7663581891402	antler	core_destroyed	164	0	1
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_3.replay26	4aa0b763-18ec-49b5-bb72-803fc6d70d66	3	Lunds Stallions	None	68	1559.7663581891402	nordkap	core_destroyed	340	0	1
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_4.replay26	4aa0b763-18ec-49b5-bb72-803fc6d70d66	4	Lunds Stallions	None	68	1559.7663581891402	snowflake	titanium_collected	1000	0	1
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_5.replay26	4aa0b763-18ec-49b5-bb72-803fc6d70d66	5	Lunds Stallions	None	68	1559.7663581891402	drumlin	core_destroyed	169	0	1
4be472d8-b19b-4759-ac68-cce11a38146c_game_1.replay26	4be472d8-b19b-4759-ac68-cce11a38146c	1	Leviathan	None	87	1549.9973548107455	fjordgate	core_destroyed	177	0	0
4be472d8-b19b-4759-ac68-cce11a38146c_game_2.replay26	4be472d8-b19b-4759-ac68-cce11a38146c	2	Leviathan	None	87	1549.9973548107455	archipelago	core_destroyed	150	0	0
4be472d8-b19b-4759-ac68-cce11a38146c_game_3.replay26	4be472d8-b19b-4759-ac68-cce11a38146c	3	Leviathan	None	87	1549.9973548107455	heart	titanium_collected	1000	1	0
4be472d8-b19b-4759-ac68-cce11a38146c_game_4.replay26	4be472d8-b19b-4759-ac68-cce11a38146c	4	Leviathan	None	87	1549.9973548107455	moonrise	core_destroyed	481	0	0
4be472d8-b19b-4759-ac68-cce11a38146c_game_5.replay26	4be472d8-b19b-4759-ac68-cce11a38146c	5	Leviathan	None	87	1549.9973548107455	hive	titanium_collected	1000	0	0
4d5fcf04-492d-4353-af25-0ee777ddbd4f_game_1.replay26	4d5fcf04-492d-4353-af25-0ee777ddbd4f	1	I Stone	None	69	1533.8263373805787	archipelago	core_destroyed	429	1	0
4d5fcf04-492d-4353-af25-0ee777ddbd4f_game_2.replay26	4d5fcf04-492d-4353-af25-0ee777ddbd4f	2	I Stone	None	69	1533.8263373805787	drumlin	core_destroyed	327	1	0
4d5fcf04-492d-4353-af25-0ee777ddbd4f_game_3.replay26	4d5fcf04-492d-4353-af25-0ee777ddbd4f	3	I Stone	None	69	1533.8263373805787	atoll	titanium_collected	1000	1	0
4d5fcf04-492d-4353-af25-0ee777ddbd4f_game_4.replay26	4d5fcf04-492d-4353-af25-0ee777ddbd4f	4	I Stone	None	69	1533.8263373805787	lighthouse	core_destroyed	61	1	0
4d5fcf04-492d-4353-af25-0ee777ddbd4f_game_5.replay26	4d5fcf04-492d-4353-af25-0ee777ddbd4f	5	I Stone	None	69	1533.8263373805787	meander	core_destroyed	113	0	0
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_1.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	1	Ouroboros	None	73	1581.90420170755	eider	core_destroyed	275	0	1
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_2.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	2	Ouroboros	None	73	1581.90420170755	moonrise	core_destroyed	95	1	1
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_3.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	3	Ouroboros	None	73	1581.90420170755	hive	core_destroyed	337	0	1
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_4.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	4	Ouroboros	None	73	1581.90420170755	meander	core_destroyed	155	1	1
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_5.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	5	Ouroboros	None	73	1581.90420170755	saga	titanium_collected	1000	0	1
4f431112-3245-47cb-a887-3c229a0a766d_game_1.replay26	4f431112-3245-47cb-a887-3c229a0a766d	1	Memtrace	None	80	1531.6745261931665	archipelago	titanium_collected	1000	1	0
4f431112-3245-47cb-a887-3c229a0a766d_game_2.replay26	4f431112-3245-47cb-a887-3c229a0a766d	2	Memtrace	None	80	1531.6745261931665	nordkap	core_destroyed	213	0	0
4f431112-3245-47cb-a887-3c229a0a766d_game_3.replay26	4f431112-3245-47cb-a887-3c229a0a766d	3	Memtrace	None	80	1531.6745261931665	antler	core_destroyed	70	1	0
4f431112-3245-47cb-a887-3c229a0a766d_game_4.replay26	4f431112-3245-47cb-a887-3c229a0a766d	4	Memtrace	None	80	1531.6745261931665	meander	core_destroyed	221	0	0
4f431112-3245-47cb-a887-3c229a0a766d_game_5.replay26	4f431112-3245-47cb-a887-3c229a0a766d	5	Memtrace	None	80	1531.6745261931665	heart	core_destroyed	65	1	0
504f88d8-c12e-4c74-8627-caea7de4f2de_game_1.replay26	504f88d8-c12e-4c74-8627-caea7de4f2de	1	Memtrace	None	80	1535.1403896625961	meander	core_destroyed	96	1	1
504f88d8-c12e-4c74-8627-caea7de4f2de_game_2.replay26	504f88d8-c12e-4c74-8627-caea7de4f2de	2	Memtrace	None	80	1535.1403896625961	moonrise	core_destroyed	157	0	1
504f88d8-c12e-4c74-8627-caea7de4f2de_game_3.replay26	504f88d8-c12e-4c74-8627-caea7de4f2de	3	Memtrace	None	80	1535.1403896625961	antler	core_destroyed	147	1	1
504f88d8-c12e-4c74-8627-caea7de4f2de_game_4.replay26	504f88d8-c12e-4c74-8627-caea7de4f2de	4	Memtrace	None	80	1535.1403896625961	hive	titanium_collected	1000	0	1
504f88d8-c12e-4c74-8627-caea7de4f2de_game_5.replay26	504f88d8-c12e-4c74-8627-caea7de4f2de	5	Memtrace	None	80	1535.1403896625961	drumlin	core_destroyed	168	0	1
50ca5e87-5aad-4f4b-aa05-ebb564038679_game_1.replay26	50ca5e87-5aad-4f4b-aa05-ebb564038679	1	Orizon	None	69	1488.6284870735496	meander	core_destroyed	174	1	1
50ca5e87-5aad-4f4b-aa05-ebb564038679_game_2.replay26	50ca5e87-5aad-4f4b-aa05-ebb564038679	2	Orizon	None	69	1488.6284870735496	eider	core_destroyed	322	0	1
50ca5e87-5aad-4f4b-aa05-ebb564038679_game_3.replay26	50ca5e87-5aad-4f4b-aa05-ebb564038679	3	Orizon	None	69	1488.6284870735496	nordkap	core_destroyed	81	1	1
50ca5e87-5aad-4f4b-aa05-ebb564038679_game_4.replay26	50ca5e87-5aad-4f4b-aa05-ebb564038679	4	Orizon	None	69	1488.6284870735496	heart	titanium_collected	1000	1	1
50ca5e87-5aad-4f4b-aa05-ebb564038679_game_5.replay26	50ca5e87-5aad-4f4b-aa05-ebb564038679	5	Orizon	None	69	1488.6284870735496	snowflake	core_destroyed	201	1	1
50f00a69-3521-49de-a33f-20d97fa56a14_game_1.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	1	Ouroboros	None	69	1568.5229810220535	heart	titanium_collected	1000	1	1
50f00a69-3521-49de-a33f-20d97fa56a14_game_2.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	2	Ouroboros	None	69	1568.5229810220535	fjordgate	core_destroyed	321	0	1
50f00a69-3521-49de-a33f-20d97fa56a14_game_3.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	3	Ouroboros	None	69	1568.5229810220535	meander	core_destroyed	321	0	1
50f00a69-3521-49de-a33f-20d97fa56a14_game_4.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	4	Ouroboros	None	69	1568.5229810220535	eider	core_destroyed	193	0	1
50f00a69-3521-49de-a33f-20d97fa56a14_game_5.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	5	Ouroboros	None	69	1568.5229810220535	jackpot	titanium_collected	1000	1	1
52eecec2-cd33-489b-b2f9-5445a12e6235_game_1.replay26	52eecec2-cd33-489b-b2f9-5445a12e6235	1	Team 48	None	72	1589.39944784276	drumlin	core_destroyed	99	1	1
52eecec2-cd33-489b-b2f9-5445a12e6235_game_2.replay26	52eecec2-cd33-489b-b2f9-5445a12e6235	2	Team 48	None	72	1589.39944784276	hive	core_destroyed	98	0	1
52eecec2-cd33-489b-b2f9-5445a12e6235_game_3.replay26	52eecec2-cd33-489b-b2f9-5445a12e6235	3	Team 48	None	72	1589.39944784276	meander	core_destroyed	586	1	1
52eecec2-cd33-489b-b2f9-5445a12e6235_game_4.replay26	52eecec2-cd33-489b-b2f9-5445a12e6235	4	Team 48	None	72	1589.39944784276	atoll	core_destroyed	106	1	1
52eecec2-cd33-489b-b2f9-5445a12e6235_game_5.replay26	52eecec2-cd33-489b-b2f9-5445a12e6235	5	Team 48	None	72	1589.39944784276	heart	core_destroyed	303	0	1
54107b82-c56c-4712-bd6d-611254395cfb_game_1.replay26	54107b82-c56c-4712-bd6d-611254395cfb	1	Powerpuff Girls	None	69	1560.5440376725246	hive	core_destroyed	594	0	1
54107b82-c56c-4712-bd6d-611254395cfb_game_2.replay26	54107b82-c56c-4712-bd6d-611254395cfb	2	Powerpuff Girls	None	69	1560.5440376725246	eider	core_destroyed	396	0	1
54107b82-c56c-4712-bd6d-611254395cfb_game_3.replay26	54107b82-c56c-4712-bd6d-611254395cfb	3	Powerpuff Girls	None	69	1560.5440376725246	heart	core_destroyed	162	1	1
54107b82-c56c-4712-bd6d-611254395cfb_game_4.replay26	54107b82-c56c-4712-bd6d-611254395cfb	4	Powerpuff Girls	None	69	1560.5440376725246	nordkap	core_destroyed	905	0	1
54107b82-c56c-4712-bd6d-611254395cfb_game_5.replay26	54107b82-c56c-4712-bd6d-611254395cfb	5	Powerpuff Girls	None	69	1560.5440376725246	meander	core_destroyed	263	1	1
565e223f-41ea-44bd-a843-1f4d55627c7a_game_1.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	1	Askar City	None	66	1550.2275871896654	saga	core_destroyed	91	1	1
565e223f-41ea-44bd-a843-1f4d55627c7a_game_2.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	2	Askar City	None	66	1550.2275871896654	nordkap	core_destroyed	113	1	1
565e223f-41ea-44bd-a843-1f4d55627c7a_game_3.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	3	Askar City	None	66	1550.2275871896654	archipelago	core_destroyed	69	1	1
565e223f-41ea-44bd-a843-1f4d55627c7a_game_4.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	4	Askar City	None	66	1550.2275871896654	drumlin	core_destroyed	100	1	1
565e223f-41ea-44bd-a843-1f4d55627c7a_game_5.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	5	Askar City	None	66	1550.2275871896654	heart	core_destroyed	144	1	1
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_1.replay26	56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1	1	Askar City	None	86	1511.7155257594425	saga	core_destroyed	260	1	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_2.replay26	56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1	2	Askar City	None	86	1511.7155257594425	lighthouse	core_destroyed	233	0	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_3.replay26	56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1	3	Askar City	None	86	1511.7155257594425	antler	core_destroyed	502	0	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_4.replay26	56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1	4	Askar City	None	86	1511.7155257594425	hive	titanium_collected	1000	0	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_5.replay26	56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1	5	Askar City	None	86	1511.7155257594425	moonrise	core_destroyed	265	1	0
57dc3a41-ac74-43cd-a47f-231cc442342d_game_1.replay26	57dc3a41-ac74-43cd-a47f-231cc442342d	1	OopsGotYourElo	None	80	1534.3372089119453	drumlin	titanium_collected	1000	0	1
57dc3a41-ac74-43cd-a47f-231cc442342d_game_2.replay26	57dc3a41-ac74-43cd-a47f-231cc442342d	2	OopsGotYourElo	None	80	1534.3372089119453	hive	core_destroyed	252	0	1
57dc3a41-ac74-43cd-a47f-231cc442342d_game_3.replay26	57dc3a41-ac74-43cd-a47f-231cc442342d	3	OopsGotYourElo	None	80	1534.3372089119453	meander	core_destroyed	244	1	1
57dc3a41-ac74-43cd-a47f-231cc442342d_game_4.replay26	57dc3a41-ac74-43cd-a47f-231cc442342d	4	OopsGotYourElo	None	80	1534.3372089119453	fjordgate	titanium_collected	1000	1	1
57dc3a41-ac74-43cd-a47f-231cc442342d_game_5.replay26	57dc3a41-ac74-43cd-a47f-231cc442342d	5	OopsGotYourElo	None	80	1534.3372089119453	archipelago	titanium_collected	1000	1	1
58dd40a1-4b1a-4e5e-bd16-006aff336197_game_1.replay26	58dd40a1-4b1a-4e5e-bd16-006aff336197	1	Team 48	None	80	1543.5117373409296	eider	core_destroyed	94	1	0
58dd40a1-4b1a-4e5e-bd16-006aff336197_game_2.replay26	58dd40a1-4b1a-4e5e-bd16-006aff336197	2	Team 48	None	80	1543.5117373409296	hive	core_destroyed	147	1	0
58dd40a1-4b1a-4e5e-bd16-006aff336197_game_3.replay26	58dd40a1-4b1a-4e5e-bd16-006aff336197	3	Team 48	None	80	1543.5117373409296	archipelago	core_destroyed	66	1	0
58dd40a1-4b1a-4e5e-bd16-006aff336197_game_4.replay26	58dd40a1-4b1a-4e5e-bd16-006aff336197	4	Team 48	None	80	1543.5117373409296	saga	core_destroyed	99	0	0
58dd40a1-4b1a-4e5e-bd16-006aff336197_game_5.replay26	58dd40a1-4b1a-4e5e-bd16-006aff336197	5	Team 48	None	80	1543.5117373409296	meander	core_destroyed	95	1	0
5a57ba6e-5c87-4c31-bc3d-72b875144619_game_1.replay26	5a57ba6e-5c87-4c31-bc3d-72b875144619	1	Leviathan	None	80	1598.8420214772575	moonrise	core_destroyed	275	1	1
5a57ba6e-5c87-4c31-bc3d-72b875144619_game_2.replay26	5a57ba6e-5c87-4c31-bc3d-72b875144619	2	Leviathan	None	80	1598.8420214772575	saga	core_destroyed	130	1	1
5a57ba6e-5c87-4c31-bc3d-72b875144619_game_3.replay26	5a57ba6e-5c87-4c31-bc3d-72b875144619	3	Leviathan	None	80	1598.8420214772575	drumlin	titanium_collected	1000	1	1
5a57ba6e-5c87-4c31-bc3d-72b875144619_game_4.replay26	5a57ba6e-5c87-4c31-bc3d-72b875144619	4	Leviathan	None	80	1598.8420214772575	snowflake	titanium_collected	1000	1	1
5a57ba6e-5c87-4c31-bc3d-72b875144619_game_5.replay26	5a57ba6e-5c87-4c31-bc3d-72b875144619	5	Leviathan	None	80	1598.8420214772575	nordkap	core_destroyed	817	1	1
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_1.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	1	Ouroboros	None	75	1590.7184335651093	antler	core_destroyed	356	0	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_2.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	2	Ouroboros	None	75	1590.7184335651093	heart	core_destroyed	621	0	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_3.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	3	Ouroboros	None	75	1590.7184335651093	saga	titanium_collected	1000	0	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_4.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	4	Ouroboros	None	75	1590.7184335651093	meander	titanium_collected	1000	1	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_5.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	5	Ouroboros	None	75	1590.7184335651093	eider	core_destroyed	989	0	0
5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e_game_1.replay26	5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e	1	The Bisons	None	80	1489.6467040274065	hive	core_destroyed	85	1	0
5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e_game_2.replay26	5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e	2	The Bisons	None	80	1489.6467040274065	nordkap	core_destroyed	62	1	0
5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e_game_3.replay26	5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e	3	The Bisons	None	80	1489.6467040274065	lighthouse	core_destroyed	121	0	0
5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e_game_4.replay26	5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e	4	The Bisons	None	80	1489.6467040274065	eider	core_destroyed	69	1	0
5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e_game_5.replay26	5a8426ba-9bbd-46b5-af66-a7dd7cc15d1e	5	The Bisons	None	80	1489.6467040274065	fjordgate	core_destroyed	103	0	0
5f2d6d1a-a3da-4faf-bf64-48c90f8c1025_game_1.replay26	5f2d6d1a-a3da-4faf-bf64-48c90f8c1025	1	Team 48	None	89	1556.0148340893165	nordkap	core_destroyed	71	1	0
5f2d6d1a-a3da-4faf-bf64-48c90f8c1025_game_2.replay26	5f2d6d1a-a3da-4faf-bf64-48c90f8c1025	2	Team 48	None	89	1556.0148340893165	drumlin	core_destroyed	66	1	0
5f2d6d1a-a3da-4faf-bf64-48c90f8c1025_game_3.replay26	5f2d6d1a-a3da-4faf-bf64-48c90f8c1025	3	Team 48	None	89	1556.0148340893165	snowflake	core_destroyed	69	1	0
5f2d6d1a-a3da-4faf-bf64-48c90f8c1025_game_4.replay26	5f2d6d1a-a3da-4faf-bf64-48c90f8c1025	4	Team 48	None	89	1556.0148340893165	saga	core_destroyed	266	0	0
5f2d6d1a-a3da-4faf-bf64-48c90f8c1025_game_5.replay26	5f2d6d1a-a3da-4faf-bf64-48c90f8c1025	5	Team 48	None	89	1556.0148340893165	eider	core_destroyed	93	1	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_1.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	1	Ouroboros	None	74	1565.9779800866838	atoll	core_destroyed	354	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_2.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	2	Ouroboros	None	74	1565.9779800866838	eider	core_destroyed	215	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_3.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	3	Ouroboros	None	74	1565.9779800866838	snowflake	core_destroyed	476	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_4.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	4	Ouroboros	None	74	1565.9779800866838	drumlin	core_destroyed	271	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_5.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	5	Ouroboros	None	74	1565.9779800866838	antler	titanium_collected	1000	0	0
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_1.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	1	Orizon	None	65	1518.6587357331491	drumlin	core_destroyed	119	1	1
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_2.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	2	Orizon	None	65	1518.6587357331491	lighthouse	core_destroyed	261	0	1
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_3.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	3	Orizon	None	65	1518.6587357331491	antler	titanium_collected	1000	1	1
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_4.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	4	Orizon	None	65	1518.6587357331491	nordkap	core_destroyed	107	0	1
646e8a3a-a4a9-4a56-b3d3-8fa977719455_game_5.replay26	646e8a3a-a4a9-4a56-b3d3-8fa977719455	5	Orizon	None	65	1518.6587357331491	snowflake	core_destroyed	106	1	1
64a88e55-38b3-493b-ab14-4da9ad9a2c7b_game_1.replay26	64a88e55-38b3-493b-ab14-4da9ad9a2c7b	1	Leviathan	None	69	1650.5960074910456	drumlin	core_destroyed	620	0	0
64a88e55-38b3-493b-ab14-4da9ad9a2c7b_game_2.replay26	64a88e55-38b3-493b-ab14-4da9ad9a2c7b	2	Leviathan	None	69	1650.5960074910456	heart	titanium_collected	1000	1	0
64a88e55-38b3-493b-ab14-4da9ad9a2c7b_game_3.replay26	64a88e55-38b3-493b-ab14-4da9ad9a2c7b	3	Leviathan	None	69	1650.5960074910456	saga	core_destroyed	196	1	0
64a88e55-38b3-493b-ab14-4da9ad9a2c7b_game_4.replay26	64a88e55-38b3-493b-ab14-4da9ad9a2c7b	4	Leviathan	None	69	1650.5960074910456	atoll	core_destroyed	375	0	0
64a88e55-38b3-493b-ab14-4da9ad9a2c7b_game_5.replay26	64a88e55-38b3-493b-ab14-4da9ad9a2c7b	5	Leviathan	None	69	1650.5960074910456	nordkap	titanium_collected	1000	1	0
677b257b-ee90-47db-949d-e2c34d31c60b_game_1.replay26	677b257b-ee90-47db-949d-e2c34d31c60b	1	Memtrace	None	80	1545.1272107412433	nordkap	core_destroyed	112	1	1
677b257b-ee90-47db-949d-e2c34d31c60b_game_2.replay26	677b257b-ee90-47db-949d-e2c34d31c60b	2	Memtrace	None	80	1545.1272107412433	saga	titanium_collected	1000	0	1
677b257b-ee90-47db-949d-e2c34d31c60b_game_3.replay26	677b257b-ee90-47db-949d-e2c34d31c60b	3	Memtrace	None	80	1545.1272107412433	eider	titanium_collected	1000	1	1
677b257b-ee90-47db-949d-e2c34d31c60b_game_4.replay26	677b257b-ee90-47db-949d-e2c34d31c60b	4	Memtrace	None	80	1545.1272107412433	hive	titanium_collected	1000	0	1
677b257b-ee90-47db-949d-e2c34d31c60b_game_5.replay26	677b257b-ee90-47db-949d-e2c34d31c60b	5	Memtrace	None	80	1545.1272107412433	archipelago	titanium_collected	1000	0	1
6a7552c9-fab5-4420-8bdc-b24e2e92f12c_game_1.replay26	6a7552c9-fab5-4420-8bdc-b24e2e92f12c	1	I Stone	None	68	1535.3689122350065	atoll	titanium_collected	1000	1	0
6a7552c9-fab5-4420-8bdc-b24e2e92f12c_game_2.replay26	6a7552c9-fab5-4420-8bdc-b24e2e92f12c	2	I Stone	None	68	1535.3689122350065	archipelago	core_destroyed	269	1	0
6a7552c9-fab5-4420-8bdc-b24e2e92f12c_game_3.replay26	6a7552c9-fab5-4420-8bdc-b24e2e92f12c	3	I Stone	None	68	1535.3689122350065	jackpot	core_destroyed	405	1	0
6a7552c9-fab5-4420-8bdc-b24e2e92f12c_game_4.replay26	6a7552c9-fab5-4420-8bdc-b24e2e92f12c	4	I Stone	None	68	1535.3689122350065	heart	titanium_collected	1000	1	0
6a7552c9-fab5-4420-8bdc-b24e2e92f12c_game_5.replay26	6a7552c9-fab5-4420-8bdc-b24e2e92f12c	5	I Stone	None	68	1535.3689122350065	antler	core_destroyed	124	1	0
6b080cfb-b654-4d70-a1b8-363f6afd3c53_game_1.replay26	6b080cfb-b654-4d70-a1b8-363f6afd3c53	1	The Bisons	None	80	1497.383183887287	nordkap	core_destroyed	81	0	0
6b080cfb-b654-4d70-a1b8-363f6afd3c53_game_2.replay26	6b080cfb-b654-4d70-a1b8-363f6afd3c53	2	The Bisons	None	80	1497.383183887287	eider	core_destroyed	69	1	0
6b080cfb-b654-4d70-a1b8-363f6afd3c53_game_3.replay26	6b080cfb-b654-4d70-a1b8-363f6afd3c53	3	The Bisons	None	80	1497.383183887287	fjordgate	titanium_collected	1000	1	0
6b080cfb-b654-4d70-a1b8-363f6afd3c53_game_4.replay26	6b080cfb-b654-4d70-a1b8-363f6afd3c53	4	The Bisons	None	80	1497.383183887287	antler	core_destroyed	66	1	0
6b080cfb-b654-4d70-a1b8-363f6afd3c53_game_5.replay26	6b080cfb-b654-4d70-a1b8-363f6afd3c53	5	The Bisons	None	80	1497.383183887287	moonrise	core_destroyed	73	1	0
6cd1a9a3-55f3-4830-b33c-b6604f27d65f_game_1.replay26	6cd1a9a3-55f3-4830-b33c-b6604f27d65f	1	0033	None	72	1612.405871696282	drumlin	core_destroyed	284	1	0
