file	rnd	band	team	kind	x	y	d2_own	d2_enemy	side	winner
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	3	r0-150	0	gunner	12	7	17	10	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	5	r0-150	0	launcher	11	8	25	4	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	6	r0-150	0	gunner	13	8	29	8	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	8	r0-150	1	gunner	10	9	2	37	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	9	r0-150	0	gunner	14	9	45	10	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	95	r0-150	1	gunner	8	4	45	10	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	107	r0-150	1	gunner	11	5	25	4	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	116	r0-150	1	gunner	12	5	26	5	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	124	r0-150	1	gunner	13	6	20	13	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	136	r0-150	1	gunner	10	12	5	82	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	154	r150-200	1	sentinel	16	3	74	25	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	163	r150-200	1	gunner	14	1	90	13	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_2.replay26	174	r150-200	1	gunner	9	1	85	8	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	8	r0-150	0	launcher	10	8	34	164	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	19	r0-150	0	gunner	16	16	242	8	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	23	r0-150	1	gunner	18	16	4	290	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	24	r0-150	1	gunner	8	8	200	18	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	26	r0-150	1	gunner	7	8	221	13	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	34	r0-150	0	gunner	16	20	346	8	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	54	r0-150	1	gunner	4	7	317	5	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	78	r0-150	1	gunner	17	20	5	369	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	106	r0-150	1	gunner	19	20	5	421	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_3.replay26	122	r0-150	1	gunner	4	4	392	2	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	4	r0-150	0	gunner	6	9	25	9	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	6	r0-150	0	gunner	7	9	26	10	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	8	r0-150	1	gunner	7	11	2	50	HOME	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	9	r0-150	1	gunner	4	7	29	13	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	10	r0-150	0	gunner	8	11	53	5	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	12	r0-150	0	gunner	9	11	58	10	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	268	r200-300	1	gunner	5	2	101	5	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	288	r200-300	1	gunner	7	1	122	10	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	312	r300+	1	gunner	9	6	45	13	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	344	r300+	1	gunner	9	7	34	18	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_4.replay26	452	r300+	0	gunner	4	10	40	8	FORWARD	1
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	24	r0-150	0	launcher	4	10	36	260	HOME	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	34	r0-150	0	gunner	21	16	433	13	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	34	r0-150	0	launcher	13	10	117	89	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	40	r0-150	1	sentinel	8	5	269	17	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	42	r0-150	1	sentinel	8	4	296	16	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	58	r0-150	0	gunner	18	21	485	9	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	120	r0-150	1	gunner	3	6	369	5	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	151	r150-200	1	gunner	5	2	425	5	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	224	r200-300	1	gunner	2	7	377	13	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	256	r200-300	1	gunner	2	4	452	4	FORWARD	0
3a200a3d-e15d-4404-904c-7308a5e0c108_game_5.replay26	295	r200-300	1	gunner	2	2	512	8	FORWARD	0
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	6	r0-150	1	sentinel	5	5	2	18	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	8	r0-150	0	sentinel	4	4	8	8	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	15	r0-150	0	sentinel	6	1	17	25	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	15	r0-150	0	sentinel	1	7	26	26	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	50	r0-150	1	gunner	5	2	17	9	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	77	r0-150	1	gunner	2	0	52	4	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	85	r0-150	1	sentinel	4	0	40	8	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_1.replay26	109	r0-150	1	sentinel	2	6	16	16	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	3	r0-150	1	sentinel	11	3	9	36	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	6	r0-150	0	sentinel	9	3	16	25	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	36	r0-150	1	sentinel	12	5	8	53	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	48	r0-150	1	sentinel	6	6	73	10	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	64	r0-150	1	sentinel	3	3	121	4	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	109	r0-150	1	gunner	2	3	144	9	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	128	r0-150	1	sentinel	3	6	130	13	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	141	r0-150	1	sentinel	2	5	148	13	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	192	r150-200	1	sentinel	9	1	29	20	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	223	r200-300	1	gunner	8	3	36	9	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	231	r200-300	1	sentinel	8	1	40	13	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	264	r200-300	1	sentinel	10	3	16	25	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_2.replay26	287	r200-300	1	gunner	4	2	101	2	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_3.replay26	2	r0-150	1	sentinel	6	10	4	36	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_3.replay26	9	r0-150	0	sentinel	6	7	9	25	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_3.replay26	14	r0-150	0	sentinel	6	7	9	25	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_3.replay26	16	r0-150	0	sentinel	7	8	17	17	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_3.replay26	77	r0-150	1	sentinel	10	8	32	32	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_3.replay26	111	r0-150	1	gunner	6	1	121	9	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_4.replay26	7	r0-150	1	sentinel	9	11	49	25	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_4.replay26	31	r0-150	0	sentinel	13	4	20	212	HOME	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_4.replay26	141	r0-150	1	gunner	7	8	104	8	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_4.replay26	175	r150-200	1	sentinel	11	2	260	20	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_4.replay26	202	r200-300	1	sentinel	9	9	81	9	FORWARD	1
3a3b8f85-a0d9-405a-9167-76253b7b13f1_game_5.replay26	24	r0-150	1	sentinel	6	11	233	37	FORWARD	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	14	r0-150	1	launcher	19	16	5	317	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	24	r0-150	1	sentinel	10	10	128	50	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	41	r0-150	1	gunner	6	9	225	17	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	45	r0-150	1	gunner	5	9	250	16	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	61	r0-150	0	gunner	6	4	2	340	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	65	r0-150	0	gunner	6	7	5	265	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	74	r0-150	1	gunner	17	20	5	369	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	93	r0-150	1	gunner	6	9	225	17	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	118	r0-150	0	sentinel	19	13	260	26	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_1.replay26	134	r0-150	0	sentinel	13	18	233	25	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_2.replay26	5	r0-150	1	sentinel	7	10	5	37	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_2.replay26	7	r0-150	1	launcher	8	9	13	29	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_2.replay26	26	r0-150	1	gunner	7	8	17	17	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_2.replay26	56	r0-150	0	sentinel	4	9	29	13	FORWARD	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_2.replay26	69	r0-150	0	sentinel	10	8	32	32	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_2.replay26	81	r0-150	1	gunner	6	8	16	16	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	2	r0-150	1	sentinel	8	4	8	40	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	7	r0-150	1	sentinel	5	7	2	34	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	42	r0-150	0	gunner	1	2	1	41	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	50	r0-150	0	gunner	3	4	5	13	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	66	r0-150	0	sentinel	5	3	10	10	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	161	r150-200	1	gunner	4	6	4	20	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	256	r200-300	1	gunner	5	5	2	18	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	315	r300+	0	sentinel	0	3	5	45	HOME	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_3.replay26	476	r300+	1	sentinel	4	0	40	8	FORWARD	1
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	22	r0-150	1	sentinel	9	9	200	32	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	24	r0-150	1	launcher	18	18	2	338	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	32	r0-150	1	gunner	8	8	242	18	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	48	r0-150	0	gunner	7	6	5	313	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	58	r0-150	0	sentinel	17	17	288	8	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	65	r0-150	0	sentinel	20	16	346	10	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_4.replay26	93	r0-150	1	gunner	5	9	296	16	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_5.replay26	12	r0-150	1	sentinel	13	10	37	37	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_5.replay26	16	r0-150	1	launcher	18	12	10	130	HOME	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_5.replay26	49	r0-150	0	sentinel	15	5	80	32	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_5.replay26	80	r0-150	0	sentinel	15	13	80	32	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_5.replay26	92	r0-150	0	sentinel	19	4	169	25	FORWARD	0
3a3dab98-fb04-440a-b6bd-fec2cc5578dc_game_5.replay26	110	r0-150	1	gunner	10	12	90	18	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	11	r0-150	0	sentinel	12	5	5	26	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	12	r0-150	1	sentinel	13	12	8	85	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	13	r0-150	1	sentinel	11	12	4	81	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	20	r0-150	1	gunner	12	13	10	101	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	36	r0-150	1	gunner	13	5	29	8	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	998	r300+	0	gunner	19	6	73	80	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_1.replay26	998	r300+	0	gunner	13	6	13	20	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	18	r0-150	1	gunner	18	8	2	122	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	33	r0-150	0	gunner	12	9	25	49	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	36	r0-150	1	gunner	11	10	65	17	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	66	r0-150	0	gunner	8	16	50	170	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	77	r0-150	1	sentinel	19	8	1	145	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	81	r0-150	1	gunner	6	12	178	10	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	83	r0-150	1	gunner	5	12	205	13	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	87	r0-150	0	gunner	7	11	4	148	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	90	r0-150	1	gunner	4	10	226	10	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	92	r0-150	1	gunner	4	9	225	9	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	95	r0-150	1	gunner	5	8	197	5	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	103	r0-150	0	gunner	6	5	17	185	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	125	r0-150	1	gunner	21	10	5	197	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	132	r0-150	1	gunner	22	9	9	225	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	181	r150-200	0	gunner	1	8	37	325	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	193	r150-200	0	gunner	7	12	9	153	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	855	r300+	0	gunner	13	12	45	45	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	858	r300+	0	gunner	13	8	37	37	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	875	r300+	1	gunner	10	11	85	13	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	877	r300+	1	gunner	10	10	82	10	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_2.replay26	903	r300+	0	gunner	14	11	53	29	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	3	r0-150	0	sentinel	5	2	1	82	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	9	r0-150	1	sentinel	12	4	5	50	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	10	r0-150	1	sentinel	13	3	1	64	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	11	r0-150	0	sentinel	11	4	37	10	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	95	r0-150	0	gunner	9	1	20	29	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	115	r0-150	0	gunner	7	6	13	58	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	323	r300+	1	gunner	12	4	5	50	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	323	r300+	1	gunner	14	5	4	85	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_3.replay26	975	r300+	1	gunner	12	4	5	50	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	6	r0-150	0	gunner	5	3	10	10	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	12	r0-150	1	gunner	6	8	4	52	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	20	r0-150	1	gunner	5	4	5	13	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	21	r0-150	1	gunner	6	3	9	17	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	26	r0-150	0	gunner	4	3	5	13	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	76	r0-150	1	gunner	5	4	5	13	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	77	r0-150	1	gunner	6	3	9	17	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	79	r0-150	1	gunner	8	8	8	72	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	96	r0-150	0	gunner	4	1	5	29	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	283	r200-300	1	gunner	7	9	10	74	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	445	r300+	0	sentinel	3	8	37	13	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	448	r300+	1	gunner	6	8	4	52	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_4.replay26	457	r300+	0	gunner	5	8	45	5	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	3	r0-150	1	launcher	15	8	17	65	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	5	r0-150	0	gunner	9	8	5	101	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	15	r0-150	1	gunner	19	11	4	148	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	20	r0-150	1	gunner	10	11	85	13	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	22	r0-150	1	gunner	21	11	8	200	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	65	r0-150	0	gunner	13	9	36	36	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	175	r150-200	0	gunner	15	5	80	32	FORWARD	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	250	r200-300	1	gunner	17	9	4	100	HOME	0
3a65052a-d209-4dbc-b6aa-c7732c21a70d_game_5.replay26	252	r200-300	1	gunner	18	8	2	122	HOME	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_1.replay26	17	r0-150	1	sentinel	5	5	162	50	FORWARD	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_1.replay26	23	r0-150	1	sentinel	12	14	4	340	HOME	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_1.replay26	26	r0-150	0	gunner	15	13	394	2	FORWARD	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_1.replay26	29	r0-150	1	gunner	3	3	242	18	FORWARD	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_1.replay26	33	r0-150	0	gunner	13	12	313	5	FORWARD	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_1.replay26	64	r0-150	0	gunner	13	13	338	2	FORWARD	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	10	r0-150	1	launcher	20	16	8	346	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	20	r0-150	1	sentinel	16	20	8	346	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	24	r0-150	0	gunner	19	17	340	2	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	34	r0-150	0	gunner	20	17	369	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	55	r0-150	0	gunner	20	21	481	13	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	121	r0-150	0	gunner	18	22	458	16	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	154	r150-200	0	gunner	18	20	394	4	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	154	r150-200	1	sentinel	20	21	13	481	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	155	r150-200	1	sentinel	19	22	17	485	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	159	r150-200	0	gunner	19	17	340	2	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	178	r150-200	0	gunner	19	17	340	2	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	181	r150-200	0	gunner	19	17	340	2	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	185	r150-200	0	gunner	19	17	340	2	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	208	r200-300	1	gunner	20	16	8	346	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	214	r200-300	1	gunner	21	17	10	400	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	281	r200-300	1	sentinel	10	10	128	50	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	316	r300+	1	gunner	6	9	225	17	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	324	r300+	1	gunner	5	9	250	16	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	349	r300+	0	gunner	19	21	452	10	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	362	r300+	0	gunner	20	17	369	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	367	r300+	0	gunner	20	17	369	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_2.replay26	368	r300+	0	gunner	20	17	369	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	6	r0-150	1	sentinel	8	8	18	50	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	16	r0-150	0	gunner	9	10	85	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	32	r0-150	0	gunner	13	11	164	4	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	56	r0-150	0	gunner	13	10	149	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	64	r0-150	1	launcher	9	15	20	180	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	76	r0-150	1	gunner	13	13	8	200	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	84	r0-150	0	gunner	12	8	106	10	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	84	r0-150	1	gunner	13	14	13	221	HOME	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	100	r0-150	0	gunner	13	11	164	4	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	120	r0-150	0	gunner	12	10	130	2	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_3.replay26	156	r150-200	0	gunner	13	10	149	5	FORWARD	1
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_4.replay26	16	r0-150	1	sentinel	3	9	170	26	FORWARD	0
3ba9c9c6-03a8-413a-bb6b-7c73f55f0a86_game_4.replay26	17	r0-150	1	launcher	14	5	9	225	HOME	0
