BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE TI n=1 37/48
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE TI n=26 14/53
BB48 REFUSE TI n=51 14/53
BB48 REFUSE TI n=76 14/50
BB48 REFUSE TI n=101 4/54
BB48 REFUSE TI n=126 16/54
BB48 REFUSE TI n=151 16/54
BB48 REFUSE TI n=176 39/54
BB48 REFUSE NOTGT n=26 0/0
BB48 REFUSE NOTGT n=51 0/0
BB48 REFUSE NOTGT n=76 0/0
L4R45 L4REPAIR rnd=284 tile=2,15 face=NORTH feed=belt id=12
BB48 REFUSE NOTGT n=101 0/0
BB48 REFUSE NOTGT n=126 0/0
tree=_v537socket	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=252	conv_built_pre=5	conv_built_post=5	famine_rnd=-1	mouth_rounds_post=85	deliv_sightings_post=22	run_raised=0	turret_built_post=2	afford_sentinel_rounds=36	sentinel_bar_ti=107	ti_final=115	final_harvesters=2	seed=100
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE TI n=1 37/48
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE TI n=26 14/53
BB48 REFUSE TI n=51 14/53
BB48 REFUSE TI n=76 14/50
BB48 REFUSE TI n=101 4/51
BB48 REFUSE TI n=126 50/51
BB48 REFUSE TI n=151 16/55
BB48 REFUSE TI n=176 16/55
BB48 REFUSE TI n=201 43/55
BB48 REFUSE NOTGT n=26 0/0
BB48 REFUSE NOTGT n=51 0/0
BB48 REFUSE NOTGT n=76 0/0
L4R45 L4REPAIR rnd=316 tile=2,15 face=NORTH feed=belt id=12
tree=_v539resilience	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=132	conv_built_pre=5	conv_built_post=5	famine_rnd=121	mouth_rounds_post=202	deliv_sightings_post=51	run_raised=0	turret_built_post=2	afford_sentinel_rounds=19	sentinel_bar_ti=107	ti_final=114	final_harvesters=2	seed=100
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE TI n=1 37/48
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE TI n=26 14/53
BB48 REFUSE TI n=51 14/53
BB48 REFUSE TI n=76 14/53
BB48 REFUSE TI n=101 15/50
BB48 REFUSE NOTGT n=26 0/0
BB48 REFUSE TI n=126 16/54
BB48 REFUSE TI n=151 16/54
BB48 REFUSE TI n=176 19/54
BB48 REFUSE NOTGT n=51 0/0
BB48 REFUSE NOTGT n=76 0/0
L4R45 L4REPAIR rnd=296 tile=2,15 face=NORTH feed=belt id=12
BB48 REFUSE NOTGT n=101 0/0
tree=_v537socket	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=264	conv_built_pre=5	conv_built_post=5	famine_rnd=-1	mouth_rounds_post=73	deliv_sightings_post=19	run_raised=0	turret_built_post=2	afford_sentinel_rounds=35	sentinel_bar_ti=107	ti_final=85	final_harvesters=2	seed=130
BB48 REFUSE NOTGT n=1 0/0
BB48 REFUSE NOTGT n=1 0/0
