tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
flagoff_drakkarfjord_s1_B	drakkarfjord	1	B	149	1	4	0	3	1.376	4	4	9	9	33	2	3	3	9	2	2	10	17	23	9	7	1	17	40	0	78	200	0	14	340	0	14	340	0	340	0	2	2	16	0	1	9	1	3	2	18	6	1	9	2	3	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	6	6	0	0	6	6	0	0	-1	-1	-1	-1	43	43	6	0	3.906	4	6	507	0.4832	0.0039	6	12	14	2	2	0.5	0	42	9	0.214	5	5	11	6	6	10	11	0	72	3	5	5	4	25	11	20	18	1	sentinel	theirs	42	1	2	2	14	14	118	0.792	0.906	178	2	15	134	0.899	12	2	128	1	0	0	0	140	140	1	0	0	0	1	1	1	1.0	140	0	27	0	30	28	0	0	-1	500	500	69	0	0	1	149	Core destroyed
v531fix_drakkarfjord_s1_B	drakkarfjord	1	B	253	1	5	0	3	1.376	4	5	14	11	31	1	1	1	14	3	3	9	14	17	10	6	1	1	0	0	12	0	0	14	0	0	14	0	0	0	0	1	0	8	0	1	11	1	1	0	9	4	1	11	2	1	0	1	8	1	11	1	1	0	1	8	1	11	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	6	6	0	0	44	44	6	0	4.534	5	6	756	0.7698	0.0026	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	35	11	16	18	1	sentinel	theirs	42	1	2	2	14	14	239	0.945	0.945	470	2	15	238	0.941	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	44	0	10	28	0	0	-1	500	500	93	0	302	1	253	Core destroyed
nomouth_drakkarfjord_s1_B	drakkarfjord	1	B	137	1	4	0	3	1.376	4	4	9	9	33	2	4	5	11	3	3	10	17	31	11	6	1	9	30	0	63	190	0	16	520	0	16	540	0	540	0	2	1	8	0	1	9	1	4	2	18	4	1	9	2	5	2	14	8	1	9	2	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	3	3	0	3	6	6	0	0	-1	-1	-1	-1	44	44	6	0	3.255	4	6	419	0.401	0.0119	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	4	5	5	3	22	11	15	17	1	sentinel	theirs	41	2	2	2	14	14	123	0.898	0.898	217	2	15	122	0.891	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	5	0	32	33	0	0	-1	500	500	72	0	0	1	137	Core destroyed
cap6_drakkarfjord_s1_B	drakkarfjord	1	B	206	1	6	0	3	1.376	4	4	9	9	33	2	4	6	16	3	3	10	17	30	12	11	2	15	30	0	12	190	0	36	590	0	30	1400	0	1420	0	2	1	8	0	1	9	1	4	2	18	2	1	9	2	5	4	37	3	1	9	3	6	2	22	3	1	9	3	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	2	2	0	4	3	3	0	2	3	3	0	2	44	44	3	0	1.743	6	5	554	0.3213	0.0108	6	12	14	3	3	0.5	0	42	9	0.214	5	5	13	0	6	10	13	0	89	4	5	5	4	27	11	11	17	1	sentinel	theirs	41	2	2	2	14	14	161	0.782	0.786	183	2	15	191	0.927	9	3	28	1	1	0	0	72	40	2	2	0	0	2	2	1	0.5	72	0	4	44	10	48	15	4	-1	500	500	119	0	284	1	206	Core destroyed
parent_drakkarfjord_s2_A	drakkarfjord	2	A	103	1	4	0	3	1.376	4	4	9	9	33	2	3	3	12	3	3	10	10	22	11	6	1	81	50	0	17	190	0	14	400	0	14	400	0	400	0	2	2	10	0	1	9	1	3	2	10	5	1	9	1	3	0	0	8	2	9	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	8	8	0	0	-1	-1	-1	-1	40	40	8	0	3.175	4	6	362	0.4779	0.0028	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	2	5	5	3	15	11	15	17	1	sentinel	theirs	43	2	2	2	14	14	88	0.854	0.864	127	2	15	88	0.854	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	4	0	23	28	0	0	-1	500	500	46	0	0	1	103	Core destroyed
flagoff_drakkarfjord_s2_A	drakkarfjord	2	A	353	1	4	0	3	1.376	4	4	9	9	33	2	2	2	10	3	3	10	10	10	10	14	1	81	50	0	22	200	0	51	310	0	32	310	0	310	0	2	2	10	0	1	9	1	2	2	10	5	1	9	1	2	0	1	8	1	9	1	2	0	1	8	1	9	1	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	7	7	0	0	7	7	0	0	44	44	7	0	5.89	4	6	1056	0.8352	0.0009	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	9	6	10	10	0	66	1	5	5	11	42	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	337	0.955	0.96	626	2	15	338	0.958	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	60	0	10	55	0	0	-1	500	500	34	0	266	1	353	Core destroyed
v531fix_drakkarfjord_s2_A	drakkarfjord	2	A	321	1	5	0	3	1.376	4	5	14	11	31	1	1	2	11	3	3	9	10	10	10	9	1	17	10	0	6	90	0	14	160	0	16	160	0	350	0	1	1	10	0	1	11	1	1	1	10	5	1	11	1	1	0	1	8	1	11	1	1	0	1	8	1	11	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	6	6	0	0	6	6	0	0	40	40	6	0	4.966	5	6	1296	0.811	0.0008	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	66	2	5	5	5	31	11	16	17	1	sentinel	theirs	43	2	2	2	14	14	304	0.947	0.956	532	2	15	306	0.953	14	2	305	1	0	0	0	317	317	1	0	0	0	1	1	1	1.0	317	0	42	0	40	61	0	0	-1	500	500	61	0	342	1	321	Core destroyed
nomouth_drakkarfjord_s2_A	drakkarfjord	2	A	104	1	4	0	3	1.376	4	4	9	9	33	2	2	2	10	3	3	10	10	10	21	6	0	43	40	0	22	200	0	12	300	0	22	300	0	300	0	2	2	10	0	1	9	1	2	2	10	5	1	9	1	2	0	1	8	1	9	1	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	7	7	0	0	-1	-1	-1	-1	44	44	7	0	3.337	4	6	358	0.5168	0.0028	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	14	11	14	36	0	builder_attack	theirs	40	2	2	2	14	14	89	0.856	0.865	145	2	15	89	0.856	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	10	28	0	10	-1	500	500	49	0	0	1	104	Core destroyed
cap6_drakkarfjord_s2_A	drakkarfjord	2	A	104	1	4	0	3	1.376	4	4	9	9	33	2	2	2	10	3	3	10	10	10	21	6	0	43	40	0	22	200	0	12	260	0	22	260	0	260	0	2	2	10	0	1	9	1	2	2	10	8	1	9	1	2	0	1	8	1	9	1	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	7	7	0	0	7	7	0	0	-1	-1	-1	-1	41	41	7	0	3.471	4	6	345	0.5159	0.0029	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	14	11	14	36	0	builder_attack	theirs	40	2	2	2	14	14	90	0.865	0.865	166	2	15	89	0.856	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	10	28	0	10	-1	500	500	49	0	0	1	104	Core destroyed
parent_drakkarfjord_s2_B	drakkarfjord	2	B	98	1	4	0	3	1.376	4	4	9	9	33	2	2	2	16	3	3	10	17	18	15	6	1	1	30	0	24	200	0	12	320	0	12	320	0	320	0	2	1	8	0	1	9	1	2	2	18	4	1	9	2	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	-1	-1	-1	-1	-1	-1	-1	-1	44	44	6	0	2.612	4	5	300	0.4833	0.0033	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	15	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	83	0.847	0.857	126	2	15	83	0.847	9	2	76	1	0	0	0	88	88	1	0	0	0	1	1	1	1.0	88	0	11	0	20	28	0	0	-1	500	500	43	0	0	1	98	Core destroyed
flagoff_drakkarfjord_s2_B	drakkarfjord	2	B	122	1	4	0	3	1.376	4	4	9	9	33	2	2	2	14	3	3	10	17	18	10	6	1	7	30	0	24	200	0	14	350	0	14	350	0	350	0	2	1	8	0	1	9	1	2	2	18	4	1	9	2	2	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	-1	-1	-1	-1	44	44	6	0	3.213	4	6	419	0.6874	0.0024	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	15	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	108	0.885	0.885	207	2	15	107	0.877	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	6	0	20	41	0	0	-1	500	500	41	0	0	1	122	Core destroyed
v531fix_drakkarfjord_s2_B	drakkarfjord	2	B	481	1	10	0	3	1.376	4	5	14	11	31	1	1	6	12	3	3	9	15	17	10	31	2	1	0	0	27	0	0	34	0	0	12	210	0	2710	0	1	0	8	0	1	11	1	1	0	9	4	1	11	2	1	0	9	6	1	11	2	2	1	9	5	1	9	2	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	3	3	0	3	5	5	0	1	5	5	0	1	48	48	6	0	3.715	10	6	1036	0.3919	0.0145	6	12	14	7	7	0.7	0	42	9	0.214	5	5	30	1	6	10	30	0	209	1	5	5	11	22	11	10	17	1	sentinel	theirs	41	2	2	2	14	14	149	0.31	0.38	196	2	15	466	0.969	10	7	12	6	0	0	0	333	56	6	3	0	0	6	1	6	1.0	333	0	20	14	4	50	20	0	-1	500	500	414	0	500	1	481	Core destroyed
nomouth_drakkarfjord_s2_B	drakkarfjord	2	B	103	1	4	0	3	1.376	4	4	9	9	33	2	2	2	13	3	3	10	16	18	10	6	1	9	30	0	24	200	0	14	300	0	14	300	0	300	0	2	2	15	0	1	9	1	2	2	18	5	1	9	2	2	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	-1	-1	-1	-1	44	44	6	0	2.738	4	6	309	0.5761	0.0032	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	15	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	89	0.864	0.864	168	2	15	88	0.854	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	7	0	20	31	0	0	-1	500	500	42	0	0	1	103	Core destroyed
cap6_drakkarfjord_s2_B	drakkarfjord	2	B	498	1	5	0	3	1.376	4	4	9	9	33	2	3	6	9	2	2	10	16	23	9	8	1	9	30	0	71	200	0	14	310	0	22	310	0	1200	0	2	2	15	0	1	9	1	3	2	18	6	1	9	2	3	0	2	8	1	9	2	4	0	2	8	1	9	2	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	1	6	6	0	0	6	6	0	0	43	43	6	0	5.181	5	6	1026	0.4542	0.0156	6	12	14	2	2	0.4	0	42	9	0.214	5	5	11	2	6	10	11	0	71	3	5	5	4	55	11	20	18	1	sentinel	theirs	42	1	2	2	14	14	481	0.966	0.972	923	2	15	483	0.97	12	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	79	0	80	87	0	0	-1	500	500	65	0	358	1	498	Core destroyed
parent_glacierkeep_s1_A	glacierkeep	1	A	161	1	5	0	3	1.25	4	5	13	11	35	2	2	2	12	3	3	14	12	19	10	6	1	4	0	0	51	90	0	16	170	0	16	170	0	170	0	2	0	0	0	4	11	0	2	1	10	5	1	11	1	2	0	1	7	1	11	1	2	0	1	7	1	11	1	36	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	8	4	4	0	2	5	5	0	1	5	5	0	1	32	32	5	0	3.509	5	6	558	0.491	0.0054	6	10	11	2	2	0.4	0	23	6	0.261	3	7	7	0	6	7	7	0	34	3	5	4	3	14	9	14	52	0	gunner	ours	2	26	2	2	12	11	149	0.925	0.932	295	2	13	148	0.919	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	12	28	5	0	-1	500	500	72	0	50	1	161	Core destroyed
flagoff_glacierkeep_s1_A	glacierkeep	1	A	956	0	5	0	3	1.25	4	5	13	11	35	2	2	2	14	3	3	14	12	19	18	6	4	3	0	0	23	90	0	18	190	140	16	310	140	310	910	2	0	0	0	4	11	0	2	1	10	6	1	11	1	2	1	10	6	1	11	1	2	0	1	8	1	11	1	36	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	8	6	6	0	1	6	6	0	1	7	7	0	0	32	32	7	0	6.526	5	5	3799	0.5859	0.0005	6	10	11	2	2	0.4	0	23	6	0.261	3	5	7	0	6	7	7	0	35	3	5	4	3	26	9	14	15	0	builder_attack	theirs	23	2	2	2	12	11	654	0.684	0.749	875	2	13	943	0.986	12	2	420	0	2	0	0	727	430	2	0	0	0	2	2	1	0.5	727	0	32	93	12	2	566	30	901	0	500	145	464	464	0	956	Core destroyed
v531fix_glacierkeep_s1_A	glacierkeep	1	A	201	1	5	0	3	1.25	4	5	16	11	12	1	1	1	16	3	3	16	16	26	9	5	2	3	0	0	6	0	0	14	0	0	12	0	0	0	0	0	0	8	0	1	-1	1	0	0	10	2	1	-1	1	0	0	10	2	1	-1	1	0	0	10	2	1	-1	1	16	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	1	1	0	5	1	1	0	5	1	1	0	5	32	32	1	0	0.841	5	5	675	0.7437	0.0015	6	10	11	2	2	0.4	0	23	6	0.261	3	7	7	0	6	7	7	0	34	3	5	4	3	14	9	14	20	1	gunner	ours	11	12	2	2	12	11	189	0.94	0.945	272	2	13	188	0.935	12	2	48	1	1	0	0	107	107	2	0	0	1	1	2	1	0.5	107	0	3	14	0	28	0	0	-1	500	500	93	0	230	1	201	Core destroyed
nomouth_glacierkeep_s1_A	glacierkeep	1	A	120	1	5	0	3	1.25	4	5	13	11	35	1	1	1	12	3	3	14	9	10	10	6	2	46	0	0	66	90	0	16	190	0	24	240	0	240	0	1	0	0	0	2	11	0	1	1	10	4	1	11	1	1	1	10	6	1	11	1	0	0	0	0	-1	-1	0	29	31	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	8	3	3	0	3	4	4	0	1	-1	-1	-1	-1	32	32	4	0	2.392	5	6	515	0.6233	0.0058	6	10	11	2	2	0.4	0	23	6	0.261	3	7	7	0	6	7	7	0	34	2	5	4	3	14	9	14	38	1	builder_attack	ours	1	25	2	2	12	11	105	0.875	0.908	173	2	13	107	0.892	12	2	107	1	0	0	0	117	117	1	0	0	0	1	1	1	1.0	117	0	3	0	4	28	5	0	-1	500	500	65	0	0	1	120	Core destroyed
cap6_glacierkeep_s1_A	glacierkeep	1	A	156	1	5	0	3	1.25	4	5	13	11	35	1	1	1	14	3	3	14	9	10	20	6	2	24	0	0	55	90	0	16	190	0	26	330	0	330	0	1	0	0	1	2	11	0	1	1	10	0	1	11	1	1	1	10	2	1	11	1	1	1	10	3	1	11	1	29	31	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	6	0	0	0	7	2	2	0	5	3	3	0	4	32	32	4	0	1.538	5	5	619	0.6979	0.0032	6	10	11	2	2	0.4	0	23	6	0.261	3	6	7	0	6	7	7	0	35	3	5	4	3	15	9	14	37	0	sentinel	ours	1	22	2	2	12	11	143	0.917	0.929	246	2	13	143	0.917	12	2	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	0	11	0	50	0	0	-1	500	500	68	0	50	1	156	Core destroyed
parent_glacierkeep_s1_B	glacierkeep	1	B	157	1	5	0	3	1.25	4	5	17	11	12	1	1	1	13	3	3	18	7	10	10	5	2	45	0	0	14	80	0	14	80	0	14	80	0	80	0	1	0	0	1	4	11	0	0	0	10	7	1	-1	1	0	0	1	8	1	-1	1	0	0	1	8	1	-1	1	33	35	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	7	7	7	0	0	7	7	0	0	7	7	0	0	28	28	7	0	5.038	5	5	635	0.8047	0.0	6	10	11	2	2	0.4	0	23	6	0.261	3	6	8	0	6	8	8	0	36	3	5	4	3	25	9	18	15	1	sentinel	theirs	25	1	2	2	12	11	145	0.924	0.93	231	2	13	144	0.917	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	24	9	10	28	0	0	-1	500	500	44	0	14	1	157	Core destroyed
flagoff_glacierkeep_s1_B	glacierkeep	1	B	848	1	7	0	3	1.25	4	5	16	11	12	2	2	9	16	3	3	17	11	20	6	10	2	4	0	0	23	0	0	63	0	0	23	0	0	0	0	1	0	0	2	5	13	0	1	0	0	7	2	13	0	2	0	0	8	2	11	0	3	0	0	8	2	11	0	40	-1	2	0	808	0	0.0	24	0.03	2.83	24	808	0.03	8	2	2	0	6	7	7	0	1	8	8	0	0	8	8	0	0	25	25	8	0	7.584	7	6	2799	0.5241	0.0239	6	10	11	4	4	0.571	0	23	6	0.261	3	6	11	0	6	8	11	0	52	4	5	4	3	19	9	9	15	1	sentinel	theirs	25	1	2	2	12	11	377	0.445	0.452	436	2	13	835	0.985	10	4	106	3	0	0	0	133	117	3	2	0	0	3	1	3	1.0	133	0	19	15	0	31	6	39	-1	500	500	793	0	500	1	848	Core destroyed
v531fix_glacierkeep_s1_B	glacierkeep	1	B	200	1	5	0	3	1.25	4	5	19	13	26	1	1	4	14	3	3	15	12	22	7	6	2	2	0	0	49	40	0	83	170	0	28	510	100	510	100	1	0	7	2	1	13	1	1	1	22	2	1	13	2	2	1	22	1	1	11	2	4	2	23	3	1	11	2	15	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	1	1	0	4	1	1	0	5	2	2	0	4	28	28	2	0	1.17	5	5	757	0.6156	0.0066	6	10	11	2	2	0.4	0	23	6	0.261	3	6	8	0	6	8	8	0	35	4	5	4	3	17	9	14	15	1	sentinel	theirs	25	1	2	2	12	11	127	0.635	0.8	179	2	13	187	0.935	10	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	7	0	30	30	6	20	-1	500	500	141	0	410	1	200	Core destroyed
nomouth_glacierkeep_s1_B	glacierkeep	1	B	671	1	6	0	3	1.25	4	5	16	11	12	1	1	10	12	2	2	17	8	10	14	12	1	39	0	0	34	70	0	37	70	0	31	70	0	1210	0	1	0	0	0	3	11	0	1	0	0	2	2	11	0	1	0	0	1	2	11	0	2	0	1	1	1	11	1	32	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	8	1	1	0	5	1	1	0	7	1	1	0	6	36	36	3	0	1.007	6	6	2053	0.417	0.0151	6	10	11	3	3	0.5	0	23	6	0.261	3	7	10	0	6	8	10	0	47	4	5	4	4	36	9	16	15	1	sentinel	theirs	25	1	2	2	12	11	173	0.258	0.277	211	2	13	658	0.981	11	3	74	2	0	0	0	120	84	2	2	0	0	2	1	2	1.0	120	0	39	0	10	53	0	0	-1	500	500	616	0	500	1	671	Core destroyed
cap6_glacierkeep_s1_B	glacierkeep	1	B	325	1	5	0	3	1.25	4	5	18	11	12	1	1	1	14	3	3	19	7	9	7	7	2	32	0	0	23	0	0	32	0	0	16	0	0	0	0	1	0	0	1	4	11	0	1	0	0	5	2	11	0	1	0	0	4	2	11	0	1	0	0	4	2	11	0	34	-1	2	0	291	0	0.0	291	1.0	3.14	291	291	1.0	8	1	1	0	6	4	4	0	3	4	4	0	4	4	4	0	4	24	24	5	0	4.043	5	5	1320	0.8432	0.0015	6	10	11	2	2	0.4	0	23	6	0.261	3	7	8	0	6	8	8	0	35	3	5	4	3	42	9	14	15	1	sentinel	theirs	25	1	2	2	12	11	313	0.963	0.966	613	2	13	312	0.96	12	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	59	0	0	29	4	20	-1	500	500	145	0	464	1	325	Core destroyed
parent_glacierkeep_s2_A	glacierkeep	2	A	161	1	5	0	3	1.25	4	5	13	11	35	2	2	2	15	3	3	14	12	21	10	7	2	3	0	0	31	100	0	16	260	140	16	330	140	330	140	2	0	0	0	4	11	0	2	2	20	4	1	11	2	2	1	11	6	1	11	2	2	0	2	7	1	11	2	36	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	8	4	4	0	2	5	5	0	1	5	5	0	1	32	32	6	0	3.534	5	5	611	0.4828	0.0033	6	10	11	2	2	0.4	0	23	6	0.261	3	6	7	1	6	7	7	0	34	2	5	4	4	16	9	16	15	0	builder_attack	theirs	23	2	2	2	12	11	146	0.907	0.932	220	2	13	148	0.919	13	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	3	10	22	28	12	30	-1	500	500	93	0	50	1	161	Core destroyed
flagoff_glacierkeep_s2_A	glacierkeep	2	A	119	1	5	0	3	1.25	4	5	13	11	35	2	2	2	14	3	3	14	12	20	20	6	1	4	0	0	82	170	0	16	330	0	26	380	0	380	0	2	0	0	0	4	11	0	2	2	20	4	1	11	2	2	1	11	7	1	11	2	0	0	0	0	-1	-1	0	36	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	8	4	4	0	2	6	6	0	0	-1	-1	-1	-1	36	36	6	0	3.378	5	5	415	0.3398	0.0048	6	10	11	2	2	0.4	0	23	6	0.261	3	6	7	0	6	7	7	0	35	4	5	4	3	14	9	14	48	1	sentinel	theirs	21	4	2	2	12	11	107	0.899	0.908	199	2	13	106	0.891	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	2	0	10	28	0	0	-1	500	500	64	0	0	1	119	Core destroyed
v531fix_glacierkeep_s2_A	glacierkeep	2	A	874	1	5	0	3	1.25	4	5	16	11	12	1	1	7	16	2	2	16	15	19	6	8	4	15	0	0	0	0	0	68	0	0	12	0	0	1480	0	0	0	8	0	1	-1	1	0	0	18	5	1	-1	2	0	0	11	5	1	-1	2	0	0	11	5	1	-1	2	16	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	1	4	4	0	2	4	4	0	2	38	38	5	0	3.953	5	5	1561	0.5119	0.0102	6	10	11	2	2	0.4	0	23	6	0.261	3	7	7	0	6	7	7	0	34	3	5	4	3	15	9	13	19	1	gunner	ours	9	14	2	2	12	11	239	0.273	0.324	330	2	13	861	0.985	12	2	40	2	1	0	0	304	109	3	2	0	1	2	3	1	0.333	109	0	5	64	10	233	25	0	-1	500	500	105	0	302	1	874	Core destroyed
nomouth_glacierkeep_s2_A	glacierkeep	2	A	800	1	6	0	3	1.25	4	5	13	11	35	1	1	8	17	3	3	14	8	10	8	8	3	20	0	0	79	90	0	12	130	0	14	250	0	2160	0	1	0	0	1	3	11	0	1	1	10	6	1	11	1	1	0	1	6	1	11	1	2	0	1	6	1	11	1	31	33	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	5	5	0	2	5	5	0	2	5	5	0	2	28	28	6	0	4.848	6	5	1970	0.6279	0.002	6	10	11	4	3	0.667	0	23	6	0.261	3	6	8	0	6	7	8	0	42	2	5	4	5	32	9	13	15	0	builder_attack	theirs	23	2	2	2	12	11	125	0.156	0.169	185	2	13	787	0.984	11	4	81	3	0	0	0	96	92	3	0	0	0	3	1	3	1.0	96	0	20	0	30	258	5	20	-1	500	500	65	0	444	1	800	Core destroyed
