tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
parent_atoll_s101_A	atoll	101	A	parent	US	_v525flip	Core destroyed	149	0	300	50
v526_atoll_s101_A	atoll	101	A	v526	US	_v526transit	Core destroyed	104	0	400	50
tempo_atoll_s101_A	atoll	101	A	tempo	US	arm_tempo_only	Core destroyed	445	0	1270	400
rdv_atoll_s101_A	atoll	101	A	rdv	OPP	_v488beltbreak2	Core destroyed	929	0	4610	2360
parent_atoll_s101_B	atoll	101	B	parent	OPP	_v488beltbreak2	Core destroyed	306	0	280	1110
v526_atoll_s101_B	atoll	101	B	v526	US	_v526transit	Core destroyed	736	0	3650	1940
tempo_atoll_s101_B	atoll	101	B	tempo	OPP	_v488beltbreak2	Core destroyed	607	0	540	720
rdv_atoll_s101_B	atoll	101	B	rdv	US	arm_rdv_only	Core destroyed	660	0	6150	2080
parent_atoll_s102_A	atoll	102	A	parent	US	_v525flip	Core destroyed	144	0	690	220
v526_atoll_s102_A	atoll	102	A	v526	US	_v526transit	Titanium collected (tiebreak)	1000	0	4970	4330
tempo_atoll_s102_A	atoll	102	A	tempo	US	arm_tempo_only	Core destroyed	183	0	880	1120
rdv_atoll_s102_A	atoll	102	A	rdv	US	arm_rdv_only	Core destroyed	250	0	2130	590
parent_atoll_s102_B	atoll	102	B	parent	US	_v525flip	Titanium collected (tiebreak)	1000	0	7350	5290
v526_atoll_s102_B	atoll	102	B	v526	US	_v526transit	Core destroyed	528	0	2600	1420
tempo_atoll_s102_B	atoll	102	B	tempo	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	330	2520
rdv_atoll_s102_B	atoll	102	B	rdv	OPP	_v488beltbreak2	Core destroyed	524	0	1510	1350
parent_atoll_s103_A	atoll	103	A	parent	OPP	_v488beltbreak2	Core destroyed	373	0	230	230
v526_atoll_s103_A	atoll	103	A	v526	US	_v526transit	Core destroyed	120	0	430	100
tempo_atoll_s103_A	atoll	103	A	tempo	OPP	_v488beltbreak2	Core destroyed	193	0	480	940
rdv_atoll_s103_A	atoll	103	A	rdv	OPP	_v488beltbreak2	Core destroyed	360	0	2310	4130
parent_atoll_s103_B	atoll	103	B	parent	US	_v525flip	Core destroyed	191	0	920	500
v526_atoll_s103_B	atoll	103	B	v526	OPP	_v488beltbreak2	Core destroyed	320	0	1490	2900
tempo_atoll_s103_B	atoll	103	B	tempo	OPP	_v488beltbreak2	Core destroyed	295	0	310	1520
rdv_atoll_s103_B	atoll	103	B	rdv	OPP	_v488beltbreak2	Core destroyed	535	0	230	1820
parent_drakkarfjord_s101_A	drakkarfjord	101	A	parent	US	_v525flip	Core destroyed	106	0	410	0
v526_drakkarfjord_s101_A	drakkarfjord	101	A	v526	OPP	_v488beltbreak2	Core destroyed	561	0	140	0
tempo_drakkarfjord_s101_A	drakkarfjord	101	A	tempo	OPP	_v488beltbreak2	Core destroyed	561	0	140	0
rdv_drakkarfjord_s101_A	drakkarfjord	101	A	rdv	US	arm_rdv_only	Core destroyed	121	0	300	0
parent_drakkarfjord_s101_B	drakkarfjord	101	B	parent	US	_v525flip	Core destroyed	124	0	340	60
v526_drakkarfjord_s101_B	drakkarfjord	101	B	v526	US	_v526transit	Core destroyed	244	0	550	0
tempo_drakkarfjord_s101_B	drakkarfjord	101	B	tempo	US	arm_tempo_only	Core destroyed	180	0	600	0
rdv_drakkarfjord_s101_B	drakkarfjord	101	B	rdv	US	arm_rdv_only	Core destroyed	96	0	320	0
parent_drakkarfjord_s102_A	drakkarfjord	102	A	parent	US	_v525flip	Core destroyed	89	0	340	0
v526_drakkarfjord_s102_A	drakkarfjord	102	A	v526	US	_v526transit	Titanium collected (tiebreak)	1000	0	380	0
tempo_drakkarfjord_s102_A	drakkarfjord	102	A	tempo	US	arm_tempo_only	Core destroyed	101	0	190	0
rdv_drakkarfjord_s102_A	drakkarfjord	102	A	rdv	OPP	_v488beltbreak2	Core destroyed	648	0	6650	5640
parent_drakkarfjord_s102_B	drakkarfjord	102	B	parent	US	_v525flip	Core destroyed	98	0	300	0
v526_drakkarfjord_s102_B	drakkarfjord	102	B	v526	US	_v526transit	Core destroyed	889	0	2190	0
tempo_drakkarfjord_s102_B	drakkarfjord	102	B	tempo	US	arm_tempo_only	Core destroyed	346	0	500	0
rdv_drakkarfjord_s102_B	drakkarfjord	102	B	rdv	US	arm_rdv_only	Core destroyed	287	0	1480	0
parent_drakkarfjord_s103_A	drakkarfjord	103	A	parent	US	_v525flip	Core destroyed	99	0	300	0
v526_drakkarfjord_s103_A	drakkarfjord	103	A	v526	US	_v526transit	Core destroyed	127	0	260	0
tempo_drakkarfjord_s103_A	drakkarfjord	103	A	tempo	US	arm_tempo_only	Core destroyed	281	0	160	0
rdv_drakkarfjord_s103_A	drakkarfjord	103	A	rdv	US	arm_rdv_only	Core destroyed	333	0	370	280
parent_drakkarfjord_s103_B	drakkarfjord	103	B	parent	US	_v525flip	Core destroyed	98	0	300	0
v526_drakkarfjord_s103_B	drakkarfjord	103	B	v526	US	_v526transit	Core destroyed	157	0	600	0
tempo_drakkarfjord_s103_B	drakkarfjord	103	B	tempo	US	arm_tempo_only	Core destroyed	410	0	3420	0
rdv_drakkarfjord_s103_B	drakkarfjord	103	B	rdv	US	arm_rdv_only	Core destroyed	287	0	1480	0
parent_glacierkeep_s101_A	glacierkeep	101	A	parent	US	_v525flip	Core destroyed	123	0	260	0
v526_glacierkeep_s101_A	glacierkeep	101	A	v526	US	_v526transit	Core destroyed	153	0	0	0
tempo_glacierkeep_s101_A	glacierkeep	101	A	tempo	US	arm_tempo_only	Titanium collected (tiebreak)	1000	0	10	0
rdv_glacierkeep_s101_A	glacierkeep	101	A	rdv	US	arm_rdv_only	Core destroyed	201	0	560	0
parent_glacierkeep_s101_B	glacierkeep	101	B	parent	US	_v525flip	Core destroyed	660	0	0	0
v526_glacierkeep_s101_B	glacierkeep	101	B	v526	US	_v526transit	Core destroyed	461	0	0	0
tempo_glacierkeep_s101_B	glacierkeep	101	B	tempo	US	arm_tempo_only	Core destroyed	217	0	0	0
rdv_glacierkeep_s101_B	glacierkeep	101	B	rdv	OPP	_v488beltbreak2	Core destroyed	940	0	360	2230
parent_glacierkeep_s102_A	glacierkeep	102	A	parent	US	_v525flip	Core destroyed	130	0	280	0
v526_glacierkeep_s102_A	glacierkeep	102	A	v526	US	_v526transit	Core destroyed	193	0	10	0
tempo_glacierkeep_s102_A	glacierkeep	102	A	tempo	US	arm_tempo_only	Core destroyed	217	0	10	0
rdv_glacierkeep_s102_A	glacierkeep	102	A	rdv	US	arm_rdv_only	Core destroyed	119	0	240	0
parent_glacierkeep_s102_B	glacierkeep	102	B	parent	US	_v525flip	Core destroyed	489	0	190	200
v526_glacierkeep_s102_B	glacierkeep	102	B	v526	US	_v526transit	Core destroyed	337	0	0	0
tempo_glacierkeep_s102_B	glacierkeep	102	B	tempo	OPP	_v488beltbreak2	Core destroyed	555	0	0	950
rdv_glacierkeep_s102_B	glacierkeep	102	B	rdv	US	arm_rdv_only	Core destroyed	329	0	750	0
parent_glacierkeep_s103_A	glacierkeep	103	A	parent	US	_v525flip	Core destroyed	173	0	490	0
v526_glacierkeep_s103_A	glacierkeep	103	A	v526	US	_v526transit	Titanium collected (tiebreak)	1000	0	10	0
tempo_glacierkeep_s103_A	glacierkeep	103	A	tempo	US	arm_tempo_only	Core destroyed	153	0	0	0
rdv_glacierkeep_s103_A	glacierkeep	103	A	rdv	US	arm_rdv_only	Core destroyed	124	0	260	0
parent_glacierkeep_s103_B	glacierkeep	103	B	parent	US	_v525flip	Core destroyed	337	0	0	0
v526_glacierkeep_s103_B	glacierkeep	103	B	v526	US	_v526transit	Core destroyed	205	0	0	0
tempo_glacierkeep_s103_B	glacierkeep	103	B	tempo	US	arm_tempo_only	Core destroyed	237	0	0	0
rdv_glacierkeep_s103_B	glacierkeep	103	B	rdv	US	arm_rdv_only	Core destroyed	249	0	340	0
parent_nordkap_s101_A	nordkap	101	A	parent	US	_v525flip	Core destroyed	161	0	110	50
v526_nordkap_s101_A	nordkap	101	A	v526	US	_v526transit	Core destroyed	584	0	2460	0
tempo_nordkap_s101_A	nordkap	101	A	tempo	OPP	_v488beltbreak2	Core destroyed	357	0	370	0
