tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v527_atoll_s1_A	atoll	1	A	v527	US	_v527collar	Core destroyed	458	0	2830	3800
parent_atoll_s1_A	atoll	1	A	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	3860	5010
flagoff_atoll_s1_A	atoll	1	A	flagoff	OPP	_v488beltbreak2	Core destroyed	190	0	220	1350
v527_atoll_s1_B	atoll	1	B	v527	US	_v527collar	Core destroyed	191	0	920	500
parent_atoll_s1_B	atoll	1	B	parent	US	parent_arm	Core destroyed	356	0	1750	1750
flagoff_atoll_s1_B	atoll	1	B	flagoff	US	flagoff_arm	Titanium collected (tiebreak)	1000	0	5330	2530
v527_atoll_s2_A	atoll	2	A	v527	US	_v527collar	Core destroyed	364	0	1790	60
parent_atoll_s2_A	atoll	2	A	parent	US	parent_arm	Core destroyed	768	0	4790	3790
flagoff_atoll_s2_A	atoll	2	A	flagoff	US	flagoff_arm	Titanium collected (tiebreak)	1000	0	4970	4630
v527_atoll_s2_B	atoll	2	B	v527	US	_v527collar	Core destroyed	449	0	3010	2210
parent_atoll_s2_B	atoll	2	B	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	2590	3190
flagoff_atoll_s2_B	atoll	2	B	flagoff	OPP	_v488beltbreak2	Core destroyed	243	0	270	2290
v527_drakkarfjord_s1_A	drakkarfjord	1	A	v527	US	_v527collar	Core destroyed	106	0	410	0
parent_drakkarfjord_s1_A	drakkarfjord	1	A	parent	US	parent_arm	Core destroyed	90	0	280	0
flagoff_drakkarfjord_s1_A	drakkarfjord	1	A	flagoff	US	flagoff_arm	Core destroyed	99	0	390	0
v527_drakkarfjord_s1_B	drakkarfjord	1	B	v527	US	_v527collar	Core destroyed	361	0	1580	0
parent_drakkarfjord_s1_B	drakkarfjord	1	B	parent	US	parent_arm	Core destroyed	101	0	280	0
flagoff_drakkarfjord_s1_B	drakkarfjord	1	B	flagoff	US	flagoff_arm	Core destroyed	101	0	280	0
v527_drakkarfjord_s2_A	drakkarfjord	2	A	v527	OPP	_v488beltbreak2	Core destroyed	458	0	390	5110
parent_drakkarfjord_s2_A	drakkarfjord	2	A	parent	US	parent_arm	Core destroyed	404	0	410	160
flagoff_drakkarfjord_s2_A	drakkarfjord	2	A	flagoff	US	flagoff_arm	Core destroyed	121	0	500	0
v527_drakkarfjord_s2_B	drakkarfjord	2	B	v527	US	_v527collar	Core destroyed	461	0	420	0
