tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v538refine_archipelago_s1_A	archipelago	1	A	v538refine	US	_v538refine	Core destroyed	174	0	2010	830
v537socket_archipelago_s1_A	archipelago	1	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	481	0	4910	7170
v536trust_archipelago_s1_A	archipelago	1	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	385	0	5080	2780
v538refine_archipelago_s1_B	archipelago	1	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	262	0	2380	1530
v537socket_archipelago_s1_B	archipelago	1	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	174	0	690	1560
v536trust_archipelago_s1_B	archipelago	1	B	v536trust	US	_v536trustport	Core destroyed	272	0	1700	770
v538refine_archipelago_s2_A	archipelago	2	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	552	0	5590	5900
v537socket_archipelago_s2_A	archipelago	2	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	318	0	1420	3890
v536trust_archipelago_s2_A	archipelago	2	A	v536trust	US	_v536trustport	Core destroyed	220	0	2570	1130
v538refine_archipelago_s2_B	archipelago	2	B	v538refine	US	_v538refine	Core destroyed	318	0	4700	2190
v537socket_archipelago_s2_B	archipelago	2	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	206	0	710	1120
v536trust_archipelago_s2_B	archipelago	2	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	428	0	5460	3760
v538refine_archipelago_s3_A	archipelago	3	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	403	0	4780	5830
v537socket_archipelago_s3_A	archipelago	3	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	154	0	400	900
v536trust_archipelago_s3_A	archipelago	3	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	521	0	6460	7140
v538refine_archipelago_s3_B	archipelago	3	B	v538refine	US	_v538refine	Core destroyed	313	0	2340	1150
v537socket_archipelago_s3_B	archipelago	3	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	169	0	730	1260
v536trust_archipelago_s3_B	archipelago	3	B	v536trust	US	_v536trustport	Core destroyed	418	0	2730	1270
v538refine_archipelago_s4_A	archipelago	4	A	v538refine	US	_v538refine	Core destroyed	556	0	7000	3670
v537socket_archipelago_s4_A	archipelago	4	A	v537socket	US	_v537socket	Core destroyed	230	0	1520	1020
v536trust_archipelago_s4_A	archipelago	4	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	173	0	1610	870
v538refine_archipelago_s4_B	archipelago	4	B	v538refine	OPP	_x3r0v169mjolnir	Titanium collected (tiebreak)	1000	0	10720	25430
v537socket_archipelago_s4_B	archipelago	4	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	170	0	560	1530
v536trust_archipelago_s4_B	archipelago	4	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	582	0	3010	2840
v538refine_archipelago_s5_A	archipelago	5	A	v538refine	US	_v538refine	Core destroyed	359	0	2600	2000
v537socket_archipelago_s5_A	archipelago	5	A	v537socket	US	_v537socket	Core destroyed	219	0	1730	1890
v536trust_archipelago_s5_A	archipelago	5	A	v536trust	US	_v536trustport	Core destroyed	518	0	4730	3230
v538refine_archipelago_s5_B	archipelago	5	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	307	0	810	4310
v537socket_archipelago_s5_B	archipelago	5	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	153	0	650	1710
v536trust_archipelago_s5_B	archipelago	5	B	v536trust	US	_v536trustport	Core destroyed	587	0	2840	3000
v538refine_yulerune_s1_A	yulerune	1	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	245	0	230	500
v537socket_yulerune_s1_A	yulerune	1	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	421	0	290	750
v536trust_yulerune_s1_A	yulerune	1	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	277	0	0	200
v538refine_yulerune_s1_B	yulerune	1	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	522	0	270	890
v537socket_yulerune_s1_B	yulerune	1	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	572	0	2530	1210
v536trust_yulerune_s1_B	yulerune	1	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	319	0	70	2300
v538refine_yulerune_s2_A	yulerune	2	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	227	0	220	940
v537socket_yulerune_s2_A	yulerune	2	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	232	0	330	1630
v536trust_yulerune_s2_A	yulerune	2	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	227	0	0	630
v538refine_yulerune_s2_B	yulerune	2	B	v538refine	US	_v538refine	Core destroyed	287	0	1820	10
v537socket_yulerune_s2_B	yulerune	2	B	v537socket	US	_v537socket	Core destroyed	341	0	3360	0
v536trust_yulerune_s2_B	yulerune	2	B	v536trust	US	_v536trustport	Core destroyed	522	0	2890	2180
v538refine_yulerune_s3_A	yulerune	3	A	v538refine	US	_v538refine	Core destroyed	396	0	230	360
v537socket_yulerune_s3_A	yulerune	3	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	276	0	340	540
v536trust_yulerune_s3_A	yulerune	3	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	227	0	0	630
v538refine_yulerune_s3_B	yulerune	3	B	v538refine	US	_v538refine	Core destroyed	126	0	410	230
v537socket_yulerune_s3_B	yulerune	3	B	v537socket	US	_v537socket	Core destroyed	647	0	4610	880
v536trust_yulerune_s3_B	yulerune	3	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	272	0	70	1020
v538refine_yulerune_s4_A	yulerune	4	A	v538refine	US	_v538refine	Core destroyed	182	0	1280	140
v537socket_yulerune_s4_A	yulerune	4	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	341	0	270	2260
v536trust_yulerune_s4_A	yulerune	4	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	233	0	0	270
v538refine_yulerune_s4_B	yulerune	4	B	v538refine	US	_v538refine	Core destroyed	128	0	620	0
v537socket_yulerune_s4_B	yulerune	4	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	458	0	280	1250
v536trust_yulerune_s4_B	yulerune	4	B	v536trust	US	_v536trustport	Core destroyed	407	0	2700	0
v538refine_yulerune_s5_A	yulerune	5	A	v538refine	US	_v538refine	Core destroyed	402	0	1340	10
v537socket_yulerune_s5_A	yulerune	5	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	245	0	230	500
v536trust_yulerune_s5_A	yulerune	5	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	205	0	0	720
v538refine_yulerune_s5_B	yulerune	5	B	v538refine	US	_v538refine	Core destroyed	456	0	4230	0
v537socket_yulerune_s5_B	yulerune	5	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	309	0	890	860
v536trust_yulerune_s5_B	yulerune	5	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	154	0	0	710
v538refine_glacierkeep_s1_A	glacierkeep	1	A	v538refine	US	_v538refine	Core destroyed	367	0	820	200
v537socket_glacierkeep_s1_A	glacierkeep	1	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	457	0	0	0
v536trust_glacierkeep_s1_A	glacierkeep	1	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	752	0	0	2440
v538refine_glacierkeep_s1_B	glacierkeep	1	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	905	0	0	5740
v537socket_glacierkeep_s1_B	glacierkeep	1	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	522	0	0	1380
v536trust_glacierkeep_s1_B	glacierkeep	1	B	v536trust	US	_v536trustport	Harvesters (tiebreak)	1000	0	0	0
v538refine_glacierkeep_s2_A	glacierkeep	2	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	755	0	5510	3400
v537socket_glacierkeep_s2_A	glacierkeep	2	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	381	0	0	3360
v536trust_glacierkeep_s2_A	glacierkeep	2	A	v536trust	US	_v536trustport	Core destroyed	314	0	0	0
v538refine_glacierkeep_s2_B	glacierkeep	2	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	534	0	0	700
v537socket_glacierkeep_s2_B	glacierkeep	2	B	v537socket	OPP	_x3r0v169mjolnir	Titanium collected (tiebreak)	1000	0	0	3840
v536trust_glacierkeep_s2_B	glacierkeep	2	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	487	0	0	4110
