file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_2.replay26	10	10	920	B	core_destroyed	89	213	3130	6190	1/1	3/4	1/1	3/4	1/1	4/4	313	619	3	1,6	914	5,6			5	4,6							396	1,1	6	6,0	4	6,2	8	5,0	6	6,3					3	11	0	1	1	4	15	9	0	0	0	1	0	1	0	5	0	0
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_3.replay26	25	15	1000	A	titanium_collected	10095	40	15450	3910	15/18	1/1	8/18	1/1	17/18	1/1	1545	391	1	12,5			80	8,10	5	11,8							317	14,2	7	16,3	6	6,13	9	16,2	8	7,13					8	5	1	1	18	1	126	7	0	0	0	2	0	0	0	3	0	0
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_4.replay26	16	16	1000	B	titanium_collected	4846	9483	5020	12220	2/2	5/5	2/2	5/5	2/2	5/5	502	1222							78	5,11	33	0,3					49	12,2	3	1,4	3	10,15	5	1,3	5	11,15					10	11	1	1	2	5	41	40	0	0	0	22	0	0	0	8	1	0
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_5.replay26	26	26	1000	B	titanium_collected	9671	15219	15860	25570	8/10	14/15	7/10	14/15	9/10	15/15	1586	2557	22	16,16	29	16,21	37	17,17	40	15,17	12	7,4					229	14,13	8	2,6	3	21,23	10	2,5	5	20,23					8	14	1	1	10	15	67	78	0	0	0	25	0	2	0	19	1	0
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_1.replay26	18	18	1000	B	titanium_collected	165	4173	4920	9760	2/2	2/2	2/2	2/2	2/2	2/2	492	976			20	3,9	22	2,10					19	17,3	141	8,7			2	1,17	5	16,0	4	2,17	7	15,0					8	9	1	1	2	2	5	45	0	0	8	0	0	10	11	0	0	1
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_2.replay26	21	8	963	A	core_destroyed	54	1597	6790	4530	3/5	2/2	3/5	2/2	5/5	2/2	679	453	722	10,0	2	11,4	4	10,4	28	12,3									3	9,5	7	10,1	6	9,4	9	11,1					11	8	1	0	5	2	21	28	0	0	0	0	1	0	10	0	0	0
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_3.replay26	14	18	1000	B	titanium_collected	138	2442	7370	9190	4/5	7/7	4/5	3/7	5/5	7/7	737	919			8	7,10	9	5,8	28	7,8			11	6,10	105	5,14			3	5,1	3	7,15	5	5,2	5	7,14					4	4	1	1	5	7	16	64	0	0	1	0	0	0	12	0	0	0
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_4.replay26	25	25	1000	A	titanium_collected	11992	7041	25850	13870	12/13	4/5	12/13	4/5	13/13	5/5	2585	1387			21	10,10	24	10,8	28	6,9			19	21,20	119	18,12			6	1,7	8	14,18	8	1,6	12	15,18					12	9	1	1	13	5	107	112	0	0	36	0	0	0	13	0	0	1
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_5.replay26	26	26	619	A	core_destroyed	509	8121	9730	11050	13/14	5/7	13/14	5/7	14/14	7/7	973	1105	453	23,15	22	9,9	24	9,8	25	8,8			87	18,18	202	11,12			3	4,2	6	21,23	5	5,2	8	21,22					14	9	1	0	14	7	78	46	0	0	14	0	2	0	20	0	0	1
c884b1f2-44f1-400f-85e0-9456eb260eed_game_1.replay26	25	25	1000	A	titanium_collected	494	39	9260	2080	4/4	0/0	4/4	0/0	4/4	0/0	926	208			25	7,16	36	5,18	49	3,17			18	20,2	75	21,12	8	20,4	5	1,17	7	23,7	7	1,18	9	23,6					8	7	1	1	4	0	38	55	0	0	82	1	0	0	26	0	0	1
c884b1f2-44f1-400f-85e0-9456eb260eed_game_2.replay26	25	25	609	A	core_destroyed	221	718	5280	2160	4/4	1/1	4/4	1/1	4/4	1/1	528	216			26	7,16	36	2,17					22	20,2	61	9,17	6	20,4	5	1,17	3	23,7	7	1,18	5	23,6					7	5	1	0	4	1	43	44	0	0	51	1	0	0	16	0	0	1
c884b1f2-44f1-400f-85e0-9456eb260eed_game_3.replay26	25	25	1000	A	titanium_collected	227	32	7320	2730	3/5	1/2	3/5	1/2	5/5	2/2	732	273			40	7,16	43	6,16	134	2,17			21	20,2	64	21,12	13	20,4	5	1,17	4	23,7	7	1,18	6	23,6					10	3	1	1	5	2	47	46	0	0	27	1	0	0	20	0	0	1
c884b1f2-44f1-400f-85e0-9456eb260eed_game_4.replay26	25	25	756	A	core_destroyed	289	47	8580	1760	5/5	0/2	5/5	0/2	5/5	2/2	858	176	681	22,9	26	7,16	49	7,17					76	20,2	78	10,17	6	20,4	5	1,17	6	23,7	7	1,18	8	23,6					14	2	1	0	5	2	44	45	0	0	47	1	2	0	21	0	0	1
c884b1f2-44f1-400f-85e0-9456eb260eed_game_5.replay26	25	25	1000	A	titanium_collected	372	10	9270	1580	4/4	0/1	4/4	0/1	4/4	1/1	927	158			25	7,16	36	5,18	48	3,17			17	20,2	73	21,12	6	20,4	5	1,17	5	23,7	7	1,18	7	23,6					10	3	1	1	4	1	39	38	0	0	67	1	0	0	26	0	0	1
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_1.replay26	18	18	1000	A	titanium_collected	3748	997	5290	4920	2/2	2/2	2/2	2/2	2/2	2/2	529	492	16	9,3	18	13,3	24	11,3	31	12,2	15	1,13					90	1,4	3	1,17	2	16,0	5	1,16	4	15,0					8	6	1	1	2	2	46	6	0	0	0	10	0	1	1	14	1	0
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_2.replay26	16	16	1000	A	titanium_collected	12016	30	17740	4470	7/8	2/3	7/8	2/3	8/8	3/3	1774	447	7	7,7			69	3,6	19	7,10	23	5,2					574	8,1	4	1,6	7	11,7	6	2,6	9	11,8					7	3	1	1	8	3	74	9	0	0	0	1	0	0	2	2	1	0
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_3.replay26	28	20	564	B	core_destroyed	3669	812	6880	11530	4/4	13/13	4/4	13/13	4/4	13/13	688	1153	9	14,10	402	12,5	28	16,9	11	12,10	11	9,8					65	11,8	6	6,6	3	21,6	8	7,6	5	20,6					3	14	0	1	4	13	33	58	0	0	0	19	0	1	0	26	1	0
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_4.replay26	25	25	619	B	core_destroyed	6	551	1900	8740	0/0	7/7	0/0	7/7	0/0	7/7	190	874	26	17,8	548	5,14	32	19,6	32	21,6	13	0,20					164	11,13	5	1,17	5	23,7	7	1,18	7	23,6					2	7	0	1	0	7	7	61	0	0	0	16	0	5	0	25	0	0
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_5.replay26	26	26	1000	B	titanium_collected	3496	2843	20920	25210	10/10	12/15	6/10	12/15	10/10	14/15	2092	2521	28	15,16	442	15,16	29	19,16	30	18,16	63	3,6					170	7,11	9	1,5	4	21,24	11	2,5	6	20,24					7	9	1	1	10	15	114	91	0	0	0	40	1	2	0	38	1	0
de631aea-8208-4542-b4e1-efdca6f47de3_game_1.replay26	25	25	1000	A	titanium_collected	322	1489	8770	3720	4/4	1/2	4/4	1/2	4/4	2/2	877	372			27	7,16	32	3,19					15	20,2	68	21,12	10	20,4	5	1,17	4	23,7	7	1,18	6	23,6					13	5	1	1	4	2	36	49	0	0	44	1	0	0	20	0	0	1
de631aea-8208-4542-b4e1-efdca6f47de3_game_2.replay26	25	15	1000	A	titanium_collected	4985	63	18970	3620	10/12	2/2	10/12	1/2	12/12	2/2	1897	362	384	15,6	4	11,9	6	11,6	196	11,13					142	9,14			6	6,1	6	16,8	8	7,1	8	15,8					11	5	1	1	12	2	54	24	0	0	15	0	2	0	23	1	0	0
de631aea-8208-4542-b4e1-efdca6f47de3_game_3.replay26	10	10	175	A	core_destroyed	23	28	420	90	1/1	0/0	1/1	0/0	1/1	0/0	42	9			5	5,8	7	4,4											4	3,7	10	3,9	6	3,6	12	4,9					2	2	1	0	1	0	3	6	0	0	0	0	0	1	4	0	0	0
de631aea-8208-4542-b4e1-efdca6f47de3_game_4.replay26	28	20	1000	B	titanium_collected	84	7544	3040	11600	2/2	5/10	2/2	4/10	2/2	10/10	304	1160			7	13,10	9	13,9							80	14,5			10	12,5	8	14,5	12	13,5	12	14,6					5	5	1	1	2	10	17	114	0	0	21	0	0	0	4	0	0	0
de631aea-8208-4542-b4e1-efdca6f47de3_game_5.replay26	14	18	1000	A	titanium_collected	3258	1918	9760	6900	4/5	3/5	4/5	3/5	5/5	5/5	976	690			6	6,10	8	5,9	80	9,7			14	4,11	59	5,14			3	5,1	3	7,15	5	5,2	5	7,14					11	2	1	1	5	5	17	41	0	0	0	0	0	0	13	1	0	1
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_1.replay26	14	18	502	A	core_destroyed	186	7	6370	3370	6/6	3/5	6/6	3/5	6/6	5/5	637	337	419	2,8	4	6,10	6	5,9	24	6,8			96	3,11					3	5,1	3	7,15	5	5,2	5	7,14					10	9	1	0	6	5	30	33	0	0	0	0	2	0	11	0	0	0
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_2.replay26	25	25	856	A	core_destroyed	438	6813	20160	12430	11/12	5/6	11/12	4/6	12/12	6/6	2016	1243	610	23,14	23	10,10	25	10,8	40	6,9			10	19,16	123	13,10			6	1,7	8	14,18	8	1,6	10	17,20					12	12	1	0	12	6	102	100	0	0	44	0	2	0	33	0	0	1
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_3.replay26	26	26	1000	A	titanium_collected	13977	12035	30280	20490	13/14	8/10	13/14	7/10	14/14	10/10	3028	2049	189	16,15	20	9,10	32	7,6	40	6,9			76	18,21	131	20,12			4	4,1	6	22,23	6	5,1	8	22,22					9	7	1	1	14	10	78	67	0	0	40	0	1	0	39	0	0	1
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_4.replay26	16	16	1000	A	titanium_collected	437	1764	12410	7850	6/6	0/0	6/6	0/0	6/6	0/0	1241	785			10	8,8	12	10,6	30	6,6			10	11,9	81	11,7			7	4,8	7	7,12	9	4,7	10	8,12					12	7	1	1	6	0	23	24	0	0	23	0	0	0	25	0	0	0
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_5.replay26	25	15	1000	A	titanium_collected	5280	6079	15420	10350	10/11	5/6	10/11	4/6	11/11	6/6	1542	1035	665	16,7	4	12,9	6	12,7					56	9,10	791	21,12			6	6,1	6	16,11	8	7,1	8	16,12					11	5	1	1	11	6	60	40	0	0	7	0	1	0	18	0	0	0
20e5391f-2c00-4806-8709-4a80b11b0792_game_1.replay26	24	24	850	A	core_destroyed	1901	3957	8700	9710	9/14	7/12	9/14	7/12	14/14	11/12	870	971	77	10,8	66	8,8	274	1,6	272	2,7			16	21,17	497	12,10			5	0,2	8	13,19	7	1,2	10	14,19					14	9	1	0	14	12	86	61	0	0	7	0	4	0	12	0	0	0
20e5391f-2c00-4806-8709-4a80b11b0792_game_2.replay26	10	10	1000	A	titanium_collected	34	10	2540	1450	1/1	0/1	1/1	0/1	1/1	1/1	254	145			3	8,5	5	4,4	141	3,5									4	3,7	13	8,1	6	3,6	28	4,9					3	3	1	1	1	1	3	18	0	0	0	0	0	1	8	0	0	0
20e5391f-2c00-4806-8709-4a80b11b0792_game_3.replay26	26	26	1000	A	titanium_collected	7863	5617	24710	14770	15/15	6/6	14/15	5/6	15/15	6/6	2471	1477	45	7,4	113	9,10	56	8,6	43	9,6			18	21,17	91	20,14			4	4,1	7	15,19	6	5,1	9	16,19					12	9	1	1	15	6	93	44	0	0	24	0	2	0	27	0	0	1
20e5391f-2c00-4806-8709-4a80b11b0792_game_4.replay26	28	20	448	A	core_destroyed	150	35	2510	280	3/4	0/4	3/4	0/4	4/4	2/4	251	28	349	23,6	6	13,10	8	12,9	19	15,10					74	14,5			10	12,5	10	26,11	12	13,5	12	25,11					7	4	1	0	4	4	25	11	0	0	6	0	1	0	8	0	0	0
20e5391f-2c00-4806-8709-4a80b11b0792_game_5.replay26	16	16	1000	B	titanium_collected	30	2821	6820	12030	2/5	5/5	1/5	5/5	5/5	5/5	682	1203			8	8,8	17	8,5	28	6,6			9	13,10	51	11,7			7	4,8	5	11,7	9	4,7	7	11,8					2	12	1	1	5	5	16	86	0	0	9	0	0	2	5	1	0	1
641eac64-0553-4c83-9477-58aada2be716_game_1.replay26	25	25	1000	B	titanium_collected	104	613	6540	7240	2/2	3/3	2/2	3/3	2/2	3/3	654	724	34	17,8			72	2,15	36	19,8	21	1,22					154	17,17	7	1,17	5	23,7	9	1,18	7	23,6					5	6	1	1	2	3	96	31	0	0	0	38	0	0	3	11	1	0
641eac64-0553-4c83-9477-58aada2be716_game_2.replay26	25	25	873	B	core_destroyed	42	451	2500	12870	0/0	7/7	0/0	7/7	0/0	7/7	250	1287	28	17,8	827	7,24	76	2,15	34	21,6	22	1,22					150	17,17	5	1,17	5	23,7	7	1,18	7	23,6					2	11	0	1	0	7	4	60	0	0	0	52	0	2	0	32	1	0
641eac64-0553-4c83-9477-58aada2be716_game_3.replay26	25	25	481	B	core_destroyed	62	263	1170	4640	1/2	5/5	1/2	5/5	2/2	5/5	117	464	30	17,8			251	6,17	32	19,10	16	3,18					153	17,17	9	1,17	5	23,7	11	1,18	7	23,6					3	8	0	1	2	5	53	47	0	0	0	21	0	0	0	14	1	0
641eac64-0553-4c83-9477-58aada2be716_game_4.replay26	25	25	1000	B	titanium_collected	28	1221	3440	9220	0/0	4/4	0/0	4/4	0/0	4/4	344	922	29	17,8			63	19,6	32	20,7	19	0,19					131	16,16	7	1,17	5	23,7	9	1,18	7	23,6					5	7	1	1	0	4	35	33	0	0	0	59	0	0	0	23	1	0
641eac64-0553-4c83-9477-58aada2be716_game_5.replay26	25	25	1000	A	titanium_collected	3814	127	9130	5090	2/2	2/4	1/2	2/4	2/2	4/4	913	509	32	17,8					35	19,8	39	5,21					60	11,11	6	1,17	5	23,7	8	1,18	7	23,6					11	6	1	1	2	4	159	50	0	0	0	27	3	0	0	3	1	0
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_1.replay26	25	25	1000	A	titanium_collected	297	1354	7190	4100	3/3	1/2	3/3	1/2	3/3	2/2	719	410			32	7,16	35	5,16	140	2,17			25	20,2	64	21,12	7	20,4	5	1,17	4	23,7	7	1,18	6	23,6					7	7	1	1	3	2	31	70	0	0	66	1	0	0	19	0	0	1
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_2.replay26	25	15	976	A	core_destroyed	13695	10	21680	2140	11/14	3/4	11/14	0/4	14/14	4/4	2168	214			4	11,9	6	11,6	161	11,13					142	9,14			6	6,1	6	16,8	8	7,1	8	15,8					11	3	1	0	14	4	59	53	0	0	5	0	0	0	20	1	0	0
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_3.replay26	26	26	1000	A	titanium_collected	6199	7120	22750	20440	11/13	9/9	11/13	8/9	13/13	9/9	2275	2044			35	9,10	38	7,8	55	8,6			18	21,21	84	18,14			4	4,1	5	15,19	6	5,1	7	16,19					11	4	1	1	13	9	75	95	0	0	39	0	0	0	30	0	0	1
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_4.replay26	18	18	1000	B	titanium_collected	24	62	4840	6330	2/2	2/2	2/2	2/2	2/2	2/2	484	633			22	3,9	24	2,9	62	13,5			14	12,2	83	8,10			2	1,17	4	12,1	4	2,17	6	13,1					2	8	1	1	2	2	4	80	0	0	9	0	0	1	9	5	0	0
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_5.replay26	20	26	1000	A	titanium_collected	10835	10	16070	1360	12/12	0/0	10/12	0/0	12/12	0/0	1607	136	339	9,13	11	9,17	20	6,10	104	9,14			82	13,14	64	6,13			5	9,2	4	14,18	7	9,3	6	13,18					7	2	1	1	12	0	46	15	0	0	7	0	0	0	17	0	0	0
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_1.replay26	26	26	1000	A	titanium_collected	9339	14496	23600	18580	11/13	7/9	10/13	7/9	13/13	9/9	2360	1858			36	9,10	38	7,8					21	21,21	120	21,12			4	4,1	6	15,19	6	5,1	8	16,19					12	6	1	1	13	9	73	54	0	0	46	0	0	0	37	0	0	1
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_2.replay26	28	20	648	A	core_destroyed	7100	2586	15360	7630	12/15	5/5	12/15	4/5	15/15	5/5	1536	763	47	13,6	9	17,9	69	14,4	36	15,8			49	14,8	82	15,3			3	6,6	5	16,8	5	7,6	6	19,11					1	3	1	0	15	5	42	32	0	0	6	0	3	1	20	0	0	0
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_3.replay26	16	16	1000	A	titanium_collected	7198	2845	11390	5290	5/6	3/3	5/6	2/3	6/6	3/3	1139	529	401	2,2	16	5,5	16	7,5	168	13,10			21	12,14	62	11,3			3	5,0	3	14,11	5	4,0	5	14,12					9	9	1	1	6	3	29	60	0	0	19	0	1	2	11	1	0	1
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_4.replay26	24	24	1000	A	titanium_collected	5099	39	13880	7500	7/12	5/5	7/12	2/5	11/12	5/5	1388	750	464	15,15	91	8,8	93	9,8	456	11,18			50	17,17	202	12,7			5	0,2	9	13,19	7	1,2	11	14,19					10	4	1	1	12	5	69	78	0	0	20	0	2	4	13	2	0	1
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_5.replay26	18	18	1000	B	titanium_collected	110	2799	4620	7670	2/2	2/3	2/2	2/3	2/2	3/3	462	767			20	3,9	22	2,10	65	3,11			28	12,2	86	8,10			2	1,17	4	12,1	4	2,17	6	13,1					4	12	1	1	2	3	5	61	0	0	3	0	0	5	7	3	0	1
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_1.replay26	20	26	377	A	core_destroyed	452	1	3300	910	6/6	1/1	6/6	1/1	6/6	1/1	330	91	324	5,14	9	9,17	12	9,11	71	14,14									5	9,2	8	14,18	7	9,3	10	13,18					4	4	1	0	6	1	26	22	0	0	0	0	2	1	5	1	0	0
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_2.replay26	24	24	1000	A	titanium_collected	9634	1561	19240	6440	13/14	10/11	13/14	1/11	14/14	10/11	1924	644			27	9,9	27	9,8					55	20,17	243	15,7			5	0,2	11	13,19	7	1,2	13	14,19					14	10	1	1	14	11	93	85	0	0	13	0	0	2	13	0	0	1
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_3.replay26	14	18	1000	A	titanium_collected	3439	935	11590	4710	5/6	2/3	5/6	2/3	6/6	3/3	1159	471			4	6,10	6	5,9	70	5,14					330	10,11			3	5,1	4	7,15	5	5,2	6	7,14					10	3	1	1	6	3	25	22	0	0	3	0	0	0	14	0	0	0
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_4.replay26	16	16	1000	A	titanium_collected	902	10	10920	6660	5/5	0/0	5/5	0/0	5/5	0/0	1092	666	674	7,15	10	8,8	12	10,6	24	6,6			9	12,9	158	10,7			7	4,8	5	11,7	9	4,7	6	13,13					10	4	1	1	5	0	24	17	0	0	15	0	1	0	18	0	0	0
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_5.replay26	25	25	520	A	core_destroyed	264	448	5460	1980	5/5	1/1	5/5	1/1	5/5	1/1	546	198			30	7,16	32	5,14					14	20,2	95	10,17	10	20,4	5	1,17	4	23,7	7	1,18	6	23,6					8	6	1	0	5	1	53	76	0	0	44	1	0	0	14	0	0	1
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_1.replay26	14	18	1000	A	titanium_collected	3954	34	8280	6220	5/7	3/3	3/7	3/3	6/7	3/3	828	622	1	7,7			112	7,7	6	6,10	88	4,4							7	5,1	3	5,16	9	5,2	5	5,15					8	4	1	1	7	3	84	12	0	0	0	0	0	0	0	10	1	0
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_2.replay26	20	26	1000	A	titanium_collected	6546	20	18360	4300	12/16	2/2	9/16	2/2	14/16	2/2	1836	430	5	10,13			77	9,9	7	9,14	132	7,7					681	14,12	7	10,11	5	9,23	9	10,10	7	9,22					8	1	1	1	16	2	112	13	0	0	0	3	0	0	2	4	1	0
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	24	24	1000	A	titanium_collected	15164	11017	20900	18590	10/10	10/13	10/10	9/13	10/10	12/13	2090	1859	68	14,14					95	12,19	20	2,3					211	12,11	8	0,2	5	23,21	10	1,2	7	22,21					11	14	1	1	10	13	88	63	0	0	0	17	0	0	0	13	1	0
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_4.replay26	21	8	1000	A	titanium_collected	5931	26	10030	3890	6/7	0/0	4/7	0/0	7/7	0/0	1003	389	4	9,4			41	9,2	6	9,3	33	6,1							7	9,5	3	11,5	9	8,5	5	11,4					7	2	1	1	7	0	63	2	0	0	0	0	0	0	0	4	1	0
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_5.replay26	16	16	1000	B	titanium_collected	15	223	4760	9390	0/0	4/4	0/0	4/4	0/0	4/4	476	939	7	7,7			47	9,9	17	7,10	24	2,2					64	5,8	4	1,6	7	11,7	6	2,6	9	11,8					3	7	1	1	0	4	22	20	0	0	0	16	0	0	0	18	1	0
42fcf8ce-0b07-451d-a2a4-620ca9683a6f_game_1.replay26	24	24	1000	A	titanium_collected	4821	1159	12280	2450	10/16	1/3	8/16	1/3	16/16	2/3	1228	245	459	10,8	456	8,8	224	13,10	296	14,15			21	18,21	107	19,11			5	0,2	12	13,19	7	1,2	14	14,19					12	7	1	1	16	3	97	50	0	0	25	0	1	0	17	0	0	1
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_1.replay26	18	18	1000	A	titanium_collected	246	28	5400	4770	2/3	2/2	2/3	2/2	3/3	2/2	540	477	18	9,3	20	13,3	39	2,11	64	7,15	18	5,15					109	9,7	4	1,17	2	16,0	8	1,16	4	15,0					12	3	1	1	3	2	87	5	0	0	0	3	0	1	8	4	0	0
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_2.replay26	26	26	1000	B	titanium_collected	20	4591	18000	27010	8/8	15/15	4/8	15/15	8/8	15/15	1800	2701	20	15,16	29	18,16	35	16,19	36	19,18	13	6,3					155	18,11	8	1,5	4	21,24	10	2,5	6	20,24					10	6	1	1	8	15	108	101	0	0	0	54	9	3	0	39	1	0
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_3.replay26	14	18	1000	A	titanium_collected	10094	22	14390	5080	10/10	2/2	5/10	2/2	9/10	2/2	1439	508	3	6,7			151	6,9	5	6,8	53	6,7					70	10,6	5	7,2	3	5,16	7	7,3	5	5,15					11	6	1	1	10	2	100	6	0	0	0	2	0	0	0	1	0	0
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_4.replay26	10	10	1000	A	titanium_collected	3044	34	6510	1520	2/2	1/3	2/2	1/3	2/2	3/3	651	152	1	3,4			23	4,6	9	3,6									5	6,0	11	3,7	7	3,1	21	4,7					8	1	1	1	2	3	39	2	0	0	0	0	0	0	1	5	0	0
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_5.replay26	16	16	1000	A	titanium_collected	4210	167	8790	8700	4/4	4/5	2/4	4/5	4/4	5/5	879	870	6	7,7	788	8,7	17	9,9	19	7,9	59	9,3					103	4,8	3	1,6	7	11,7	5	2,6	9	11,8					7	7	1	1	4	5	39	23	0	0	0	10	0	1	2	11	1	0
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_1.replay26	25	25	1000	A	titanium_collected	7929	628	16450	15330	7/10	7/8	4/10	7/8	9/10	8/8	1645	1533	16	14,14					18	14,17	40	6,3					137	10,15	7	1,7	6	23,17	9	2,7	8	23,18					8	11	1	1	10	8	119	55	0	0	0	40	5	0	0	28	1	0
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_2.replay26	14	18	1000	A	titanium_collected	6065	57	10780	7470	7/7	3/3	3/7	3/3	7/7	3/3	1078	747	4	7,7			31	7,9	6	6,7							992	9,0	4	7,2	3	5,16	6	7,3	5	5,15					8	5	1	1	7	3	77	13	0	0	0	2	0	0	0	3	0	0
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_3.replay26	28	20	1000	B	titanium_collected	88	350	3860	6720	6/10	8/9	0/10	8/9	10/10	9/9	386	672	8	14,9			64	16,10	10	14,8							108	14,4	12	12,14	10	15,5	14	12,13	12	14,5					9	6	1	1	10	9	50	74	0	0	0	14	0	0	0	20	0	0
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_4.replay26	21	8	696	B	core_destroyed	25	1221	400	5420	0/0	4/5	0/0	4/5	0/0	5/5	40	542	6	9,4	656	10,0			8	9,3							99	4,2	8	9,5	3	11,5	10	8,5	5	11,4					4	12	0	1	0	5	17	15	0	0	0	7	0	2	0	4	0	0
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_5.replay26	25	25	716	B	core_destroyed	24	356	1920	9000	0/0	6/6	0/0	6/6	0/0	6/6	192	900	30	17,8	440	6,16	68	2,15	32	19,10	17	5,22					123	18,11	3	1,17	5	23,7	5	1,18	7	23,6					4	13	0	1	0	6	29	55	0	0	0	45	0	2	0	19	0	0
be19ad6d-957a-4296-aefc-82568ba143a6_game_1.replay26	16	16	1000	A	titanium_collected	278	1263	9680	6400	4/4	0/0	4/4	0/0	4/4	0/0	968	640	965	11,6	6	8,8	13	10,6	31	6,6					73	11,7			7	4,8	6	14,9	9	4,7	8	13,9					11	7	1	1	4	0	25	41	0	0	20	0	1	0	14	0	0	0
be19ad6d-957a-4296-aefc-82568ba143a6_game_2.replay26	25	15	292	A	core_destroyed	327	54	3940	150	11/12	0/4	10/12	0/4	12/12	3/4	394	15	198	8,6	7	12,8	9	13,7	72	10,9									6	6,1	10	16,11	8	7,1	12	16,12					11	4	1	0	12	4	49	14	0	0	0	0	2	0	7	0	0	0
be19ad6d-957a-4296-aefc-82568ba143a6_game_3.replay26	28	20	276	A	core_destroyed	1016	24	7100	2170	14/16	2/2	14/16	2/2	16/16	2/2	710	217	58	12,8	9	17,9	69	10,9	34	15,8					124	16,6			3	6,6	5	16,8	5	7,6	6	19,11					3	5	1	0	16	2	48	14	0	0	6	0	7	0	8	0	0	0
be19ad6d-957a-4296-aefc-82568ba143a6_game_4.replay26	18	18	1000	B	titanium_collected	34	1629	4880	5000	2/2	2/5	2/2	2/5	2/2	5/5	488	500			19	3,9	21	2,9	39	11,4			19	16,1	64	14,8			2	1,17	6	12,1	4	2,17	10	13,1					5	8	1	1	2	5	4	71	0	0	4	0	0	0	5	1	0	1
be19ad6d-957a-4296-aefc-82568ba143a6_game_5.replay26	26	26	1000	A	titanium_collected	14596	15938	19770	19740	11/12	8/9	10/12	8/9	12/12	9/9	1977	1974	500	11,13	22	9,9	24	9,8	46	8,8			143	20,22	204	10,16			3	4,2	6	21,23	5	5,2	8	21,22					6	11	1	1	12	9	70	55	0	0	6	0	1	1	9	0	0	1
