file	match	game	us_side	our_won	ourver	oppver	completedAt	game_winner_side
bab61537-2315-4121-9286-d9447197afc2_game_1.replay26	bab61537-2315-4121-9286-d9447197afc2	1	b	0	64	8	2026-08-07T11:31:55.728Z	a
bab61537-2315-4121-9286-d9447197afc2_game_2.replay26	bab61537-2315-4121-9286-d9447197afc2	2	b	0	64	8	2026-08-07T11:31:55.728Z	a
bab61537-2315-4121-9286-d9447197afc2_game_3.replay26	bab61537-2315-4121-9286-d9447197afc2	3	b	0	64	8	2026-08-07T11:31:55.728Z	a
bab61537-2315-4121-9286-d9447197afc2_game_4.replay26	bab61537-2315-4121-9286-d9447197afc2	4	b	0	64	8	2026-08-07T11:31:55.728Z	a
bab61537-2315-4121-9286-d9447197afc2_game_5.replay26	bab61537-2315-4121-9286-d9447197afc2	5	b	0	64	8	2026-08-07T11:31:55.728Z	a
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_1.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	1	b	0	65	8	2026-08-07T14:21:24.965Z	a
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_2.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	2	b	0	65	8	2026-08-07T14:21:24.965Z	a
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_3.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	3	b	0	65	8	2026-08-07T14:21:24.965Z	a
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_4.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	4	b	0	65	8	2026-08-07T14:21:24.965Z	a
071cd20c-4eb3-4233-ab7e-a91c7361d97b_game_5.replay26	071cd20c-4eb3-4233-ab7e-a91c7361d97b	5	b	0	65	8	2026-08-07T14:21:24.965Z	a
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_1.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	1	a	0	67	8	2026-08-07T16:47:09.806Z	b
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_2.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	2	a	0	67	8	2026-08-07T16:47:09.806Z	b
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_3.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	3	a	1	67	8	2026-08-07T16:47:09.806Z	a
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_4.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	4	a	0	67	8	2026-08-07T16:47:09.806Z	b
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_5.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	5	a	0	67	8	2026-08-07T16:47:09.806Z	b
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_1.replay26	313d303f-ffa1-4581-a24f-5bbd3b8ca234	1	a	0	68	8	2026-08-07T19:37:01.632Z	b
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_2.replay26	313d303f-ffa1-4581-a24f-5bbd3b8ca234	2	a	1	68	8	2026-08-07T19:37:01.632Z	a
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	313d303f-ffa1-4581-a24f-5bbd3b8ca234	3	a	1	68	8	2026-08-07T19:37:01.632Z	a
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_4.replay26	313d303f-ffa1-4581-a24f-5bbd3b8ca234	4	a	0	68	8	2026-08-07T19:37:01.632Z	b
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_5.replay26	313d303f-ffa1-4581-a24f-5bbd3b8ca234	5	a	0	68	8	2026-08-07T19:37:01.632Z	b
50f00a69-3521-49de-a33f-20d97fa56a14_game_1.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	1	b	1	69	8	2026-08-07T21:47:49.439Z	b
50f00a69-3521-49de-a33f-20d97fa56a14_game_2.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	2	b	0	69	8	2026-08-07T21:47:49.439Z	a
50f00a69-3521-49de-a33f-20d97fa56a14_game_3.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	3	b	0	69	8	2026-08-07T21:47:49.439Z	a
50f00a69-3521-49de-a33f-20d97fa56a14_game_4.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	4	b	0	69	8	2026-08-07T21:47:49.439Z	a
50f00a69-3521-49de-a33f-20d97fa56a14_game_5.replay26	50f00a69-3521-49de-a33f-20d97fa56a14	5	b	1	69	8	2026-08-07T21:47:49.439Z	b
067dcff2-0649-4a81-a003-387aeb7d6513_game_1.replay26	067dcff2-0649-4a81-a003-387aeb7d6513	1	a	0	72	8	2026-08-08T01:17:31.246Z	b
067dcff2-0649-4a81-a003-387aeb7d6513_game_2.replay26	067dcff2-0649-4a81-a003-387aeb7d6513	2	a	0	72	8	2026-08-08T01:17:31.246Z	b
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	067dcff2-0649-4a81-a003-387aeb7d6513	3	a	0	72	8	2026-08-08T01:17:31.246Z	b
067dcff2-0649-4a81-a003-387aeb7d6513_game_4.replay26	067dcff2-0649-4a81-a003-387aeb7d6513	4	a	0	72	8	2026-08-08T01:17:31.246Z	b
067dcff2-0649-4a81-a003-387aeb7d6513_game_5.replay26	067dcff2-0649-4a81-a003-387aeb7d6513	5	a	0	72	8	2026-08-08T01:17:31.246Z	b
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_1.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	1	b	0	73	8	2026-08-08T04:58:01.389Z	a
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_2.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	2	b	1	73	8	2026-08-08T04:58:01.389Z	b
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_3.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	3	b	0	73	8	2026-08-08T04:58:01.389Z	a
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_4.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	4	b	1	73	8	2026-08-08T04:58:01.389Z	b
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_5.replay26	4e0874d0-a6c0-43b1-8cc9-023c9dab8589	5	b	0	73	8	2026-08-08T04:58:01.389Z	a
621b841e-c4b9-43dd-b8bb-489ab2130747_game_1.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	1	a	0	74	8	2026-08-08T06:16:28.396Z	b
621b841e-c4b9-43dd-b8bb-489ab2130747_game_2.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	2	a	0	74	8	2026-08-08T06:16:28.396Z	b
621b841e-c4b9-43dd-b8bb-489ab2130747_game_3.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	3	a	0	74	8	2026-08-08T06:16:28.396Z	b
621b841e-c4b9-43dd-b8bb-489ab2130747_game_4.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	4	a	0	74	8	2026-08-08T06:16:28.396Z	b
621b841e-c4b9-43dd-b8bb-489ab2130747_game_5.replay26	621b841e-c4b9-43dd-b8bb-489ab2130747	5	a	0	74	8	2026-08-08T06:16:28.396Z	b
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_1.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	1	a	0	75	8	2026-08-08T08:48:04.780Z	b
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_2.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	2	a	0	75	8	2026-08-08T08:48:04.780Z	b
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_3.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	3	a	0	75	8	2026-08-08T08:48:04.780Z	b
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_4.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	4	a	1	75	8	2026-08-08T08:48:04.780Z	a
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_5.replay26	5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5	5	a	0	75	8	2026-08-08T08:48:04.780Z	b
d694094e-018d-4d85-8201-2ac9befc162c_game_1.replay26	d694094e-018d-4d85-8201-2ac9befc162c	1	b	0	77	8	2026-08-08T11:38:41.959Z	a
d694094e-018d-4d85-8201-2ac9befc162c_game_2.replay26	d694094e-018d-4d85-8201-2ac9befc162c	2	b	0	77	8	2026-08-08T11:38:41.959Z	a
d694094e-018d-4d85-8201-2ac9befc162c_game_3.replay26	d694094e-018d-4d85-8201-2ac9befc162c	3	b	0	77	8	2026-08-08T11:38:41.959Z	a
d694094e-018d-4d85-8201-2ac9befc162c_game_4.replay26	d694094e-018d-4d85-8201-2ac9befc162c	4	b	0	77	8	2026-08-08T11:38:41.959Z	a
d694094e-018d-4d85-8201-2ac9befc162c_game_5.replay26	d694094e-018d-4d85-8201-2ac9befc162c	5	b	0	77	8	2026-08-08T11:38:41.959Z	a
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_1.replay26	78dd80a3-6a83-4f08-87fc-0355cf95f77e	1	b	0	79	8	2026-08-08T13:11:03.818Z	a
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_2.replay26	78dd80a3-6a83-4f08-87fc-0355cf95f77e	2	b	1	79	8	2026-08-08T13:11:03.818Z	b
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_3.replay26	78dd80a3-6a83-4f08-87fc-0355cf95f77e	3	b	0	79	8	2026-08-08T13:11:03.818Z	a
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_4.replay26	78dd80a3-6a83-4f08-87fc-0355cf95f77e	4	b	0	79	8	2026-08-08T13:11:03.818Z	a
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_5.replay26	78dd80a3-6a83-4f08-87fc-0355cf95f77e	5	b	0	79	8	2026-08-08T13:11:03.818Z	a
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_1.replay26	16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2	1	b	0	80	8	2026-08-08T15:23:59.946Z	a
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_2.replay26	16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2	2	b	0	80	8	2026-08-08T15:23:59.946Z	a
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_3.replay26	16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2	3	b	0	80	8	2026-08-08T15:23:59.946Z	a
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_4.replay26	16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2	4	b	0	80	8	2026-08-08T15:23:59.946Z	a
