file	match	game	us_side	our_won	ourver	oppver	completedAt	game_winner_side
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_5.replay26	16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2	5	b	0	80	8	2026-08-08T15:23:59.946Z	a
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_1.replay26	dfdcee4b-0613-4d96-9a91-25d4b26eee32	1	a	0	80	8	2026-08-08T17:35:20.505Z	b
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_2.replay26	dfdcee4b-0613-4d96-9a91-25d4b26eee32	2	a	0	80	8	2026-08-08T17:35:20.505Z	b
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_3.replay26	dfdcee4b-0613-4d96-9a91-25d4b26eee32	3	a	0	80	8	2026-08-08T17:35:20.505Z	b
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_4.replay26	dfdcee4b-0613-4d96-9a91-25d4b26eee32	4	a	1	80	8	2026-08-08T17:35:20.505Z	a
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_5.replay26	dfdcee4b-0613-4d96-9a91-25d4b26eee32	5	a	0	80	8	2026-08-08T17:35:20.505Z	b
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_1.replay26	b38a86d5-2c33-462d-9f63-e06cdd5bdd9e	1	a	0	84	8	2026-08-08T19:58:35.521Z	b
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_2.replay26	b38a86d5-2c33-462d-9f63-e06cdd5bdd9e	2	a	0	84	8	2026-08-08T19:58:35.521Z	b
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_3.replay26	b38a86d5-2c33-462d-9f63-e06cdd5bdd9e	3	a	0	84	8	2026-08-08T19:58:35.521Z	b
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_4.replay26	b38a86d5-2c33-462d-9f63-e06cdd5bdd9e	4	a	0	84	8	2026-08-08T19:58:35.521Z	b
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_5.replay26	b38a86d5-2c33-462d-9f63-e06cdd5bdd9e	5	a	0	84	8	2026-08-08T19:58:35.521Z	b
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	3ced1189-112c-4b56-8b2a-ce59d4dddea4	1	a	0	86	8	2026-08-08T20:56:32.536Z	b
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	3ced1189-112c-4b56-8b2a-ce59d4dddea4	2	a	0	86	8	2026-08-08T20:56:32.536Z	b
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	3ced1189-112c-4b56-8b2a-ce59d4dddea4	3	a	0	86	8	2026-08-08T20:56:32.536Z	b
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	3ced1189-112c-4b56-8b2a-ce59d4dddea4	4	a	0	86	8	2026-08-08T20:56:32.536Z	b
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	3ced1189-112c-4b56-8b2a-ce59d4dddea4	5	a	0	86	8	2026-08-08T20:56:32.536Z	b
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_1.replay26	49252597-5bf1-41c3-9efc-80f3d1b6ec77	1	a	0	80	8	2026-08-08T21:29:26.286Z	b
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_2.replay26	49252597-5bf1-41c3-9efc-80f3d1b6ec77	2	a	0	80	8	2026-08-08T21:29:26.286Z	b
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_3.replay26	49252597-5bf1-41c3-9efc-80f3d1b6ec77	3	a	0	80	8	2026-08-08T21:29:26.286Z	b
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_4.replay26	49252597-5bf1-41c3-9efc-80f3d1b6ec77	4	a	0	80	8	2026-08-08T21:29:26.286Z	b
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_5.replay26	49252597-5bf1-41c3-9efc-80f3d1b6ec77	5	a	0	80	8	2026-08-08T21:29:26.286Z	b
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_1.replay26	2dabf725-ff9a-40a2-8c12-e17de60178d2	1	b	0	80	8	2026-08-08T23:28:01.710Z	a
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_2.replay26	2dabf725-ff9a-40a2-8c12-e17de60178d2	2	b	0	80	8	2026-08-08T23:28:01.710Z	a
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_3.replay26	2dabf725-ff9a-40a2-8c12-e17de60178d2	3	b	0	80	8	2026-08-08T23:28:01.710Z	a
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_4.replay26	2dabf725-ff9a-40a2-8c12-e17de60178d2	4	b	0	80	8	2026-08-08T23:28:01.710Z	a
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_5.replay26	2dabf725-ff9a-40a2-8c12-e17de60178d2	5	b	1	80	8	2026-08-08T23:28:01.710Z	b
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_1.replay26	b398b5e3-0dc8-4358-b2f0-8adbce56a57a	1	b	0	80	8	2026-08-09T00:38:14.959Z	a
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_2.replay26	b398b5e3-0dc8-4358-b2f0-8adbce56a57a	2	b	1	80	8	2026-08-09T00:38:14.959Z	b
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_3.replay26	b398b5e3-0dc8-4358-b2f0-8adbce56a57a	3	b	0	80	8	2026-08-09T00:38:14.959Z	a
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_4.replay26	b398b5e3-0dc8-4358-b2f0-8adbce56a57a	4	b	0	80	8	2026-08-09T00:38:14.959Z	a
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_5.replay26	b398b5e3-0dc8-4358-b2f0-8adbce56a57a	5	b	0	80	8	2026-08-09T00:38:14.959Z	a
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_1.replay26	77ec4c2b-4dd2-4529-8691-ab23f092118e	1	b	0	80	8	2026-08-09T02:56:45.269Z	a
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_2.replay26	77ec4c2b-4dd2-4529-8691-ab23f092118e	2	b	0	80	8	2026-08-09T02:56:45.269Z	a
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_3.replay26	77ec4c2b-4dd2-4529-8691-ab23f092118e	3	b	0	80	8	2026-08-09T02:56:45.269Z	a
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_4.replay26	77ec4c2b-4dd2-4529-8691-ab23f092118e	4	b	1	80	8	2026-08-09T02:56:45.269Z	b
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_5.replay26	77ec4c2b-4dd2-4529-8691-ab23f092118e	5	b	0	80	8	2026-08-09T02:56:45.269Z	a
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_1.replay26	81bfff37-f67a-45da-9c84-5d7af3c89fa7	1	a	0	87	8	2026-08-09T04:08:41.203Z	b
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_2.replay26	81bfff37-f67a-45da-9c84-5d7af3c89fa7	2	a	0	87	8	2026-08-09T04:08:41.203Z	b
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_3.replay26	81bfff37-f67a-45da-9c84-5d7af3c89fa7	3	a	0	87	8	2026-08-09T04:08:41.203Z	b
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_4.replay26	81bfff37-f67a-45da-9c84-5d7af3c89fa7	4	a	0	87	8	2026-08-09T04:08:41.203Z	b
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_5.replay26	81bfff37-f67a-45da-9c84-5d7af3c89fa7	5	a	0	87	8	2026-08-09T04:08:41.203Z	b
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_1.replay26	05c036d8-0535-418e-8b6a-c8f2981f1b3e	1	a	0	88	8	2026-08-09T04:17:06.627Z	b
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_2.replay26	05c036d8-0535-418e-8b6a-c8f2981f1b3e	2	a	0	88	8	2026-08-09T04:17:06.627Z	b
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_3.replay26	05c036d8-0535-418e-8b6a-c8f2981f1b3e	3	a	1	88	8	2026-08-09T04:17:06.627Z	a
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_4.replay26	05c036d8-0535-418e-8b6a-c8f2981f1b3e	4	a	0	88	8	2026-08-09T04:17:06.627Z	b
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_5.replay26	05c036d8-0535-418e-8b6a-c8f2981f1b3e	5	a	0	88	8	2026-08-09T04:17:06.627Z	b
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_1.replay26	99c785ed-543d-48e5-92ea-94c6aa40a70b	1	b	0	90	8	2026-08-09T06:47:51.152Z	a
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_2.replay26	99c785ed-543d-48e5-92ea-94c6aa40a70b	2	b	1	90	8	2026-08-09T06:47:51.152Z	b
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_3.replay26	99c785ed-543d-48e5-92ea-94c6aa40a70b	3	b	0	90	8	2026-08-09T06:47:51.152Z	a
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_4.replay26	99c785ed-543d-48e5-92ea-94c6aa40a70b	4	b	0	90	8	2026-08-09T06:47:51.152Z	a
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_5.replay26	99c785ed-543d-48e5-92ea-94c6aa40a70b	5	b	0	90	8	2026-08-09T06:47:51.152Z	a
0b566354-8f5a-40a9-b419-5bd3119aa056_game_1.replay26	0b566354-8f5a-40a9-b419-5bd3119aa056	1	a	1	90	8	2026-08-09T07:56:43.126Z	a
0b566354-8f5a-40a9-b419-5bd3119aa056_game_2.replay26	0b566354-8f5a-40a9-b419-5bd3119aa056	2	a	0	90	8	2026-08-09T07:56:43.126Z	b
0b566354-8f5a-40a9-b419-5bd3119aa056_game_3.replay26	0b566354-8f5a-40a9-b419-5bd3119aa056	3	a	0	90	8	2026-08-09T07:56:43.126Z	b
0b566354-8f5a-40a9-b419-5bd3119aa056_game_4.replay26	0b566354-8f5a-40a9-b419-5bd3119aa056	4	a	0	90	8	2026-08-09T07:56:43.126Z	b
0b566354-8f5a-40a9-b419-5bd3119aa056_game_5.replay26	0b566354-8f5a-40a9-b419-5bd3119aa056	5	a	0	90	8	2026-08-09T07:56:43.126Z	b
694a1016-a886-4892-901c-d6c863358b9a_game_1.replay26	694a1016-a886-4892-901c-d6c863358b9a	1	b	0	91	8	2026-08-09T10:38:16.208Z	a
694a1016-a886-4892-901c-d6c863358b9a_game_2.replay26	694a1016-a886-4892-901c-d6c863358b9a	2	b	0	91	8	2026-08-09T10:38:16.208Z	a
694a1016-a886-4892-901c-d6c863358b9a_game_3.replay26	694a1016-a886-4892-901c-d6c863358b9a	3	b	0	91	8	2026-08-09T10:38:16.208Z	a
694a1016-a886-4892-901c-d6c863358b9a_game_4.replay26	694a1016-a886-4892-901c-d6c863358b9a	4	b	0	91	8	2026-08-09T10:38:16.208Z	a
694a1016-a886-4892-901c-d6c863358b9a_game_5.replay26	694a1016-a886-4892-901c-d6c863358b9a	5	b	0	91	8	2026-08-09T10:38:16.208Z	a
cd9701bb-e064-4723-959d-aa568a5a4457_game_1.replay26	cd9701bb-e064-4723-959d-aa568a5a4457	1	a	1	92	8	2026-08-09T11:12:49.614Z	a
cd9701bb-e064-4723-959d-aa568a5a4457_game_2.replay26	cd9701bb-e064-4723-959d-aa568a5a4457	2	a	0	92	8	2026-08-09T11:12:49.614Z	b
cd9701bb-e064-4723-959d-aa568a5a4457_game_3.replay26	cd9701bb-e064-4723-959d-aa568a5a4457	3	a	1	92	8	2026-08-09T11:12:49.614Z	a
cd9701bb-e064-4723-959d-aa568a5a4457_game_4.replay26	cd9701bb-e064-4723-959d-aa568a5a4457	4	a	0	92	8	2026-08-09T11:12:49.614Z	b
cd9701bb-e064-4723-959d-aa568a5a4457_game_5.replay26	cd9701bb-e064-4723-959d-aa568a5a4457	5	a	1	92	8	2026-08-09T11:12:49.614Z	a
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_1.replay26	3f1be807-92cc-4a6c-9b97-620f81e81cfa	1	b	0	92	8	2026-08-09T12:47:33.208Z	a
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_2.replay26	3f1be807-92cc-4a6c-9b97-620f81e81cfa	2	b	0	92	8	2026-08-09T12:47:33.208Z	a
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_3.replay26	3f1be807-92cc-4a6c-9b97-620f81e81cfa	3	b	1	92	8	2026-08-09T12:47:33.208Z	b
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_4.replay26	3f1be807-92cc-4a6c-9b97-620f81e81cfa	4	b	1	92	8	2026-08-09T12:47:33.208Z	b
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_5.replay26	3f1be807-92cc-4a6c-9b97-620f81e81cfa	5	b	1	92	8	2026-08-09T12:47:33.208Z	b
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_1.replay26	3c6d91d2-94d4-49d1-a797-de51e9e56e18	1	b	1	92	8	2026-08-09T13:22:23.718Z	b
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_2.replay26	3c6d91d2-94d4-49d1-a797-de51e9e56e18	2	b	0	92	8	2026-08-09T13:22:23.718Z	a
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_3.replay26	3c6d91d2-94d4-49d1-a797-de51e9e56e18	3	b	0	92	8	2026-08-09T13:22:23.718Z	a
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_4.replay26	3c6d91d2-94d4-49d1-a797-de51e9e56e18	4	b	0	92	8	2026-08-09T13:22:23.718Z	a
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_5.replay26	3c6d91d2-94d4-49d1-a797-de51e9e56e18	5	b	0	92	8	2026-08-09T13:22:23.718Z	a
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_1.replay26	d4db288e-9b24-487a-a30f-6b7e63c0b408	1	a	0	93	8	2026-08-09T13:49:53.411Z	b
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_2.replay26	d4db288e-9b24-487a-a30f-6b7e63c0b408	2	a	0	93	8	2026-08-09T13:49:53.411Z	b
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_3.replay26	d4db288e-9b24-487a-a30f-6b7e63c0b408	3	a	1	93	8	2026-08-09T13:49:53.411Z	a
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_4.replay26	d4db288e-9b24-487a-a30f-6b7e63c0b408	4	a	0	93	8	2026-08-09T13:49:53.411Z	b
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_5.replay26	d4db288e-9b24-487a-a30f-6b7e63c0b408	5	a	0	93	8	2026-08-09T13:49:53.411Z	b
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_1.replay26	442cd494-d2c7-42a2-bb66-2feee57ef87c	1	b	0	95	8	2026-08-09T16:09:35.112Z	a
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_2.replay26	442cd494-d2c7-42a2-bb66-2feee57ef87c	2	b	0	95	8	2026-08-09T16:09:35.112Z	a
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_3.replay26	442cd494-d2c7-42a2-bb66-2feee57ef87c	3	b	1	95	8	2026-08-09T16:09:35.112Z	b
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_4.replay26	442cd494-d2c7-42a2-bb66-2feee57ef87c	4	b	1	95	8	2026-08-09T16:09:35.112Z	b
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_5.replay26	442cd494-d2c7-42a2-bb66-2feee57ef87c	5	b	1	95	8	2026-08-09T16:09:35.112Z	b
544ab724-a14b-444b-9a63-c37d3a23001e_game_1.replay26	544ab724-a14b-444b-9a63-c37d3a23001e	1	a	0	94	8	2026-08-09T16:51:06.694Z	b
544ab724-a14b-444b-9a63-c37d3a23001e_game_2.replay26	544ab724-a14b-444b-9a63-c37d3a23001e	2	a	1	94	8	2026-08-09T16:51:06.694Z	a
544ab724-a14b-444b-9a63-c37d3a23001e_game_3.replay26	544ab724-a14b-444b-9a63-c37d3a23001e	3	a	0	94	8	2026-08-09T16:51:06.694Z	b
544ab724-a14b-444b-9a63-c37d3a23001e_game_4.replay26	544ab724-a14b-444b-9a63-c37d3a23001e	4	a	1	94	8	2026-08-09T16:51:06.694Z	a
544ab724-a14b-444b-9a63-c37d3a23001e_game_5.replay26	544ab724-a14b-444b-9a63-c37d3a23001e	5	a	1	94	8	2026-08-09T16:51:06.694Z	a
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_1.replay26	e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364	1	b	1	96	8	2026-08-09T16:55:03.298Z	b
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_2.replay26	e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364	2	b	1	96	8	2026-08-09T16:55:03.298Z	b
