file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_2.replay26	25	25	415	B	core_destroyed	35	170	780	3100	0/3	3/3	0/3	3/3	3/3	3/3	78	310	29	17,8			60	18,3	44	18,8	17	3,18							8	1,17	4	23,7	10	1,18	2	23,6					3	4	0	1	3	3	8	22	0	0	0	0	0	0	0	13	0	0
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_3.replay26	25	25	1000	B	titanium_collected	80	6778	3350	11940	1/4	6/6	1/4	5/6	4/4	6/6	335	1194	26	17,8			32	18,4	32	18,5	13	0,20							5	1,17	4	23,7	7	1,18	2	23,6					4	4	1	1	4	6	39	35	0	0	0	0	0	0	0	10	1	0
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_4.replay26	25	25	1000	B	titanium_collected	2070	4538	6340	11900	2/5	6/7	2/5	6/7	5/5	7/7	634	1190	30	17,8					32	18,8	16	5,21							3	1,17	4	23,7	5	1,18	2	23,6					3	3	1	1	5	7	50	40	0	0	0	0	0	0	0	17	1	0
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_5.replay26	25	25	1000	B	titanium_collected	3410	14559	3290	15720	1/6	6/6	1/6	6/6	6/6	6/6	329	1572	30	17,8			124	5,16	32	18,8	17	0,19							6	1,17	4	23,7	8	1,18	2	23,6					12	5	1	1	6	6	18	53	0	0	0	0	1	0	0	13	0	0
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_1.replay26	28	20	624	A	core_destroyed	1621	58	12570	4640	11/15	0/11	11/15	0/11	13/15	11/11	1257	464			6	13,10	10	12,11											4	11,12	8	23,11	2	6,7	10	22,11					8	2	1	0	15	11	81	7	0	0	0	0	0	0	18	0	0	0
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_2.replay26	24	24	539	A	core_destroyed	283	34	8870	2390	10/16	0/14	10/16	0/14	15/16	14/14	887	239					48	7,7					44	17,17					6	0,2	11	13,19	4	1,2	13	14,19					7	1	1	0	16	14	69	35	0	0	0	0	0	0	22	0	0	0
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_3.replay26	18	18	286	A	core_destroyed	705	21	3160	1380	5/5	1/3	5/5	1/3	5/5	3/3	316	138			16	3,9	27	3,12	43	12,4			12	17,1					2	1,17	4	16,0	4	1,16	6	15,0					3	3	1	0	5	3	17	34	0	0	0	0	0	0	8	3	0	1
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_4.replay26	26	26	1000	A	titanium_collected	17624	7927	25560	12700	15/18	2/13	11/18	2/13	14/18	13/13	2556	1270			24	9,9	27	7,7	28	8,8			25	18,18					5	4,2	6	23,19	3	4,3	8	23,20					8	9	1	1	18	13	67	38	0	0	0	0	0	0	17	0	0	0
2dabf725-ff9a-40a2-8c12-e17de60178d2_game_5.replay26	25	15	1000	B	titanium_collected	37	3797	4940	12760	1/1	19/23	1/1	4/23	1/1	22/23	494	1276			1	11,9	2	10,6	74	11,5									6	16,6	6	16,8	4	16,5	8	15,8					5	4	1	1	1	23	16	137	0	0	0	0	0	0	11	0	0	0
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_1.replay26	26	26	331	A	core_destroyed	1542	22	5960	1190	10/12	0/6	10/12	0/6	11/12	6/6	596	119			36	9,10	30	8,10					20	22,21					5	7,11	5	15,19	3	7,10	7	16,19					5	2	1	0	12	6	32	8	0	0	0	0	0	0	15	0	0	0
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_2.replay26	25	15	1000	B	titanium_collected	23	6437	3580	15460	0/1	17/23	0/1	8/23	1/1	22/23	358	1546			1	11,9	2	10,6	74	11,5									6	16,6	6	16,8	4	16,5	8	15,8					5	7	1	1	1	23	18	151	0	0	0	0	0	0	7	0	0	0
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_3.replay26	16	16	1000	A	titanium_collected	25	65	9440	4960	3/4	3/9	3/4	2/9	4/4	9/9	944	496			19	5,5	23	4,13	107	15,10			21	13,12					3	1,4	3	14,11	2	1,3	5	14,12					9	2	1	1	4	9	28	79	0	0	0	0	0	0	8	0	0	0
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_4.replay26	21	8	284	A	core_destroyed	253	33	2260	540	2/3	0/3	2/3	0/3	2/3	3/3	226	54			7	11,3	8	8,2											3	9,5	4	11,5	3	2,4	6	12,5					4	1	1	0	3	3	14	16	0	0	0	0	0	0	11	0	0	0
b398b5e3-0dc8-4358-b2f0-8adbce56a57a_game_5.replay26	28	20	1000	A	titanium_collected	12176	5194	23630	12650	12/16	6/11	9/16	5/11	14/16	11/11	2363	1265			10	13,10	14	12,11	105	14,11			19	22,7					4	11,12	6	16,8	2	6,7	8	17,8					6	3	1	1	16	11	59	52	0	0	0	0	0	0	16	0	0	0
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_1.replay26	18	18	296	A	core_destroyed	107	15	3380	1010	5/6	1/2	5/6	1/2	6/6	2/2	338	101			20	3,9	31	3,12					22	14,5					2	1,17	4	16,0	4	1,16	6	13,3					5	2	1	0	6	2	19	11	0	0	0	0	0	0	13	0	0	0
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_2.replay26	10	10	1000	A	titanium_collected	362	36	4950	1970	2/2	0/2	2/2	0/2	2/2	2/2	495	197			4	7,9	2	4,6											5	6,2	12	3,7	3	5,2	15	4,7					7	0	1	1	2	2	14	3	0	0	0	0	0	1	8	0	0	0
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_3.replay26	14	18	682	A	core_destroyed	3286	2097	9730	4820	5/6	3/6	5/6	3/6	6/6	6/6	973	482			5	6,10	8	6,7											2	7,2	4	5,16	3	5,2	6	8,13					5	2	1	0	6	6	26	29	0	0	0	0	0	0	10	0	0	0
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_4.replay26	21	8	78	B	core_destroyed	254	30	760	300	4/4	2/3	4/4	2/3	4/4	3/3	76	30			10	11,4	10	8,3											3	9,5	5	11,5	3	2,4	7	12,5					5	3	0	1	4	3	18	20	0	0	0	0	0	1	5	0	0	0
77ec4c2b-4dd2-4529-8691-ab23f092118e_game_5.replay26	24	24	1000	A	titanium_collected	9828	3191	16430	7490	11/21	6/11	11/21	2/11	18/21	11/11	1643	749			151	22,16	42	7,7					18	17,20					6	0,2	8	23,21	4	1,2	10	22,21					3	6	1	1	21	11	71	49	0	0	0	0	0	5	10	0	0	1
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_1.replay26	25	25	1000	B	titanium_collected	77	7286	3790	11740	1/4	6/7	1/4	4/7	4/4	7/7	379	1174	30	17,8			209	8,15	32	18,8	17	5,22							3	1,17	4	23,7	5	1,18	2	23,6					2	5	1	1	4	7	43	60	0	0	0	0	5	0	1	14	1	0
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_2.replay26	25	25	1000	B	titanium_collected	89	5071	5210	11590	1/4	6/7	1/4	4/7	4/4	7/7	521	1159	30	17,8			164	7,20	32	18,8	17	2,18							6	1,17	4	23,7	8	1,18	2	23,6					3	3	1	1	4	7	54	43	0	0	0	0	1	0	3	16	1	0
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_3.replay26	25	25	1000	B	titanium_collected	86	5613	3080	11930	1/5	5/7	1/5	5/7	5/5	7/7	308	1193	33	17,8					43	18,8	16	2,18							7	1,17	4	23,7	9	1,18	2	23,6					2	4	1	1	5	7	30	41	0	0	0	0	0	0	0	15	1	0
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_4.replay26	25	25	1000	B	titanium_collected	89	5071	5210	11590	1/4	6/7	1/4	4/7	4/4	7/7	521	1159	30	17,8			164	7,20	32	18,8	17	2,18							6	1,17	4	23,7	8	1,18	2	23,6					3	3	1	1	4	7	54	43	0	0	0	0	1	0	3	16	1	0
81bfff37-f67a-45da-9c84-5d7af3c89fa7_game_5.replay26	25	25	1000	B	titanium_collected	39	7585	3850	11720	1/5	7/7	1/5	7/7	5/5	7/7	385	1172	33	17,8			147	18,4	38	16,8	19	0,20							7	1,17	4	23,7	9	1,18	2	23,6					3	7	1	1	5	7	47	46	0	0	0	0	0	0	2	10	1	0
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_1.replay26	25	25	1000	B	titanium_collected	74	4762	6380	11790	2/6	6/6	2/6	6/6	6/6	6/6	638	1179					34	18,4	33	18,5	17	2,17							6	1,17	4	23,7	8	1,18	2	23,6					3	5	1	1	6	6	66	37	0	0	0	0	0	0	4	15	1	0
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_2.replay26	25	25	1000	B	titanium_collected	402	10313	4340	13990	3/6	6/6	3/6	6/6	6/6	6/6	434	1399	155	5,21			32	18,4	32	18,5	50	0,20							5	1,17	4	23,7	7	1,18	2	23,6					2	6	1	1	6	6	49	54	0	0	0	0	1	0	3	13	1	0
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_3.replay26	25	25	1000	A	titanium_collected	2516	455	7670	2540	6/6	1/6	2/6	1/6	6/6	6/6	767	254					31	18,4	30	18,5	20	1,22							11	1,17	4	23,7	13	1,18	2	23,6					12	4	1	1	6	6	148	26	0	0	0	0	0	0	5	6	1	0
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_4.replay26	25	25	1000	B	titanium_collected	92	8899	1410	11900	1/4	6/6	0/4	6/6	4/4	6/6	141	1190	174	4,22			183	4,19	51	13,11	39	5,21							6	1,17	4	23,7	8	1,18	2	23,6					1	6	1	1	4	6	34	48	0	0	0	0	3	0	2	11	1	0
05c036d8-0535-418e-8b6a-c8f2981f1b3e_game_5.replay26	25	25	1000	B	titanium_collected	32	4238	5680	11820	2/7	3/5	2/7	3/5	7/7	5/5	568	1182	236	5,19			244	7,17	44	16,14	15	0,19							6	1,17	4	23,7	8	1,18	2	23,6					3	7	1	1	7	5	49	78	0	0	0	0	4	0	2	13	1	0
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_1.replay26	28	20	698	A	core_destroyed	2210	38	11210	3140	7/10	0/11	7/10	0/11	7/10	10/11	1121	314			16	13,10	17	10,11	187	15,8			47	21,8					6	1,11	10	26,11	8	2,11	12	25,11					9	1	1	0	10	11	73	11	0	0	0	0	0	0	19	0	0	0
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_2.replay26	25	15	78	B	core_destroyed	5	32	90	280	0/2	2/3	0/2	2/3	2/2	3/3	9	28			2	12,9	5	12,6											6	16,6	11	16,11	4	16,5	13	16,12					5	3	0	1	2	3	10	16	0	0	0	0	0	1	1	0	0	0
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_3.replay26	10	10	277	A	core_destroyed	232	12	1520	30	2/2	0/2	2/2	0/2	2/2	2/2	152	3			1	4,8	2	4,6											5	6,2	6	3,7	3	5,2	8	4,7					4	1	1	0	2	2	18	1	0	0	0	0	0	1	6	0	0	0
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_4.replay26	14	18	868	A	core_destroyed	2601	2787	12160	6460	5/5	2/7	5/5	2/7	5/5	7/7	1216	646			3	7,10	6	7,7											2	7,2	4	7,15	3	5,2	6	7,14					7	1	1	0	5	7	25	28	0	0	0	0	0	0	14	0	0	0
99c785ed-543d-48e5-92ea-94c6aa40a70b_game_5.replay26	16	16	473	A	core_destroyed	669	22	6530	2600	6/7	0/4	6/7	0/4	7/7	4/4	653	260			7	8,8	11	6,6	42	7,6			33	9,14					4	1,6	4	14,9	2	2,6	6	13,9					5	2	1	0	7	4	25	10	0	0	0	0	0	0	13	0	0	0
0b566354-8f5a-40a9-b419-5bd3119aa056_game_1.replay26	16	16	1000	A	titanium_collected	6584	4548	8900	4990	7/9	2/5	3/9	2/5	8/9	3/5	890	499	19	10,10			25	12,12	32	10,13	82	0,3							4	1,4	3	14,11	6	1,3	2	14,12					8	2	1	1	9	5	80	13	0	0	0	0	0	0	3	4	1	0
0b566354-8f5a-40a9-b419-5bd3119aa056_game_2.replay26	26	26	1000	B	titanium_collected	12226	15267	24920	28260	13/16	13/15	12/16	13/15	16/16	15/15	2492	2826	20	15,16			178	12,3	22	17,18	13	7,7							4	1,6	4	18,14	6	2,6	3	16,19					10	3	1	1	16	15	96	61	0	0	0	0	2	0	0	19	1	0
0b566354-8f5a-40a9-b419-5bd3119aa056_game_3.replay26	24	24	1000	B	titanium_collected	28	8819	1050	16830	0/5	19/29	0/5	11/29	4/5	21/29	105	1683	24	14,14					28	16,16	68	5,2							9	10,4	10	23,21	11	10,3	8	13,20					2	6	1	1	5	29	13	66	0	0	0	0	0	0	0	12	0	0
0b566354-8f5a-40a9-b419-5bd3119aa056_game_4.replay26	20	26	350	B	core_destroyed	33	1514	700	6770	0/5	9/9	0/5	9/9	5/5	9/9	70	677	11	10,13					21	9,12									7	6,11	3	10,14	9	7,11	4	9,14					1	6	0	1	5	9	19	45	0	0	0	0	0	0	0	15	0	0
0b566354-8f5a-40a9-b419-5bd3119aa056_game_5.replay26	25	25	1000	B	titanium_collected	19	6172	2470	11570	0/3	6/7	0/3	6/7	3/3	7/7	247	1157	26	17,8			365	5,19	40	18,8	61	4,19							8	1,17	4	23,7	10	1,18	2	23,6					2	6	1	1	3	7	35	30	0	0	0	0	0	0	0	14	0	0
694a1016-a886-4892-901c-d6c863358b9a_game_1.replay26	16	16	1000	A	titanium_collected	2567	1315	7230	5840	3/5	2/8	3/5	2/8	5/5	8/8	723	584			19	5,5	25	3,3	68	11,7			23	12,14					3	1,4	3	14,11	2	1,3	5	14,12					10	6	1	1	5	8	21	57	0	0	0	0	0	3	7	3	0	1
694a1016-a886-4892-901c-d6c863358b9a_game_2.replay26	24	24	1000	A	titanium_collected	10305	22	18060	4290	9/18	0/15	9/18	0/15	17/18	14/15	1806	429			161	20,12	43	7,7	169	18,9			21	17,16					6	0,2	12	13,19	4	1,2	14	14,19					4	1	1	1	18	15	71	37	0	0	0	0	0	0	15	0	0	1
694a1016-a886-4892-901c-d6c863358b9a_game_3.replay26	14	18	1000	A	titanium_collected	391	1350	11250	8460	3/3	3/9	3/3	3/9	3/3	9/9	1125	846			1	6,10	6	6,7											8	5,1	3	7,15	6	5,2	5	7,14					5	1	1	1	3	9	32	29	0	0	0	0	0	0	17	0	0	0
694a1016-a886-4892-901c-d6c863358b9a_game_4.replay26	10	10	334	A	core_destroyed	180	10	2160	0	2/2	0/2	2/2	0/2	2/2	2/2	216	0			1	4,7	2	5,5	17	4,6									5	6,2	5	3,7	3	5,2	7	3,6					5	2	1	0	2	2	11	6	0	0	0	0	0	0	6	0	0	0
694a1016-a886-4892-901c-d6c863358b9a_game_5.replay26	26	26	1000	A	titanium_collected	11955	2074	18780	5430	10/12	3/11	10/12	1/11	11/12	11/11	1878	543			34	9,10	30	8,10					26	21,22					5	7,11	4	15,19	3	7,10	6	16,19					5	3	1	1	12	11	37	37	0	0	0	0	0	0	18	0	0	1
cd9701bb-e064-4723-959d-aa568a5a4457_game_1.replay26	25	15	1000	A	titanium_collected	9939	15	17710	2350	23/24	0/0	9/24	0/0	23/24	0/0	1771	235	1	12,5			104	16,6	1	13,8	82	14,3							7	16,3			9	16,2	7	16,12					8	1	1	1	24	0	160	9	0	0	0	0	0	0	0	3	1	0
cd9701bb-e064-4723-959d-aa568a5a4457_game_2.replay26	10	10	332	B	core_destroyed	28	83	630	2710	0/5	1/1	0/5	1/1	5/5	1/1	63	271	3	2,5			12	5,4	4	5,5									5	6,2	6	3,7	10	5,0	5	4,7					2	5	0	1	5	1	8	12	0	0	0	0	0	0	0	9	0	0
cd9701bb-e064-4723-959d-aa568a5a4457_game_3.replay26	28	20	1000	A	titanium_collected	12534	2327	17630	2770	13/16	1/5	7/16	1/5	14/16	5/5	1763	277	5	14,10			55	14,10	8	17,10	97	12,8							7	1,11	8	15,14	9	2,11	6	15,13					15	6	1	1	16	5	112	31	0	0	0	0	3	0	2	0	1	0
cd9701bb-e064-4723-959d-aa568a5a4457_game_4.replay26	24	24	1000	B	titanium_collected	3805	9623	7150	17270	1/13	14/20	1/13	13/20	12/13	17/20	715	1727	52	14,14					58	16,16	21	2,4							11	10,4	10	23,21	13	10,3	8	13,20					7	7	1	1	13	20	32	87	0	0	0	0	1	0	0	12	1	0
cd9701bb-e064-4723-959d-aa568a5a4457_game_5.replay26	14	18	1000	A	titanium_collected	3555	15	10690	6980	8/9	3/3	4/9	2/3	9/9	3/3	1069	698	1	6,7			77	7,8	5	4,9	10	2,6							5	7,2	6	3,10	7	6,3	3	3,11					7	1	1	1	9	3	84	17	0	0	0	0	0	0	0	7	1	0
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_1.replay26	25	25	1000	A	titanium_collected	2463	2946	18630	15040	8/9	5/16	8/9	4/16	9/9	16/16	1863	1504			18	10,10	23	7,10	136	19,13			22	17,20					5	9,9	6	14,18	3	9,8	13	16,15					5	4	1	1	9	16	48	83	0	0	0	0	0	0	26	0	0	1
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_2.replay26	20	26	413	A	core_destroyed	707	26	6700	860	7/10	0/2	7/10	0/2	8/10	2/2	670	86			10	10,12	12	9,11	73	8,16			19	12,14					3	10,11	4	14,18	3	9,3	6	13,18					8	3	1	0	10	2	33	10	0	0	0	0	0	0	17	0	0	0
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_3.replay26	24	24	1000	B	titanium_collected	5517	8138	11980	12000	8/16	8/17	8/16	5/17	15/16	17/17	1198	1200			201	12,18	41	7,7					49	20,21					6	0,2	9	13,19	4	1,2	11	14,19					4	7	1	1	16	17	73	77	0	0	0	0	0	1	10	0	0	1
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_4.replay26	25	15	1000	B	titanium_collected	15	12072	5160	18900	2/2	20/22	2/2	16/22	2/2	22/22	516	1890			6	10,7	9	14,7	15	13,8									6	16,6	7	16,8	4	16,5	13	15,8					2	5	1	1	2	22	16	150	0	0	0	0	0	0	3	0	0	0
3f1be807-92cc-4a6c-9b97-620f81e81cfa_game_5.replay26	14	18	1000	B	titanium_collected	35	3721	8640	9340	3/3	8/9	3/3	4/9	3/3	9/9	864	934			10	7,10	9	7,8											2	7,2	3	7,15	3	5,2	5	7,14					0	4	1	1	3	9	14	81	0	0	0	0	0	0	6	0	0	0
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_1.replay26	24	24	1000	B	titanium_collected	5703	7769	11980	12000	8/16	10/17	8/16	6/17	15/16	17/17	1198	1200			201	12,18	41	7,7					49	20,21					6	0,2	9	13,19	4	1,2	11	14,19					3	6	1	1	16	17	69	91	0	0	0	0	0	1	5	0	0	1
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_2.replay26	18	18	563	A	core_destroyed	680	38	6310	1510	3/4	1/3	3/4	0/3	4/4	3/3	631	151			16	3,9	27	3,12	64	14,4									2	1,17	5	16,0	4	1,16	6	16,3					6	2	1	0	4	3	16	16	0	0	0	0	0	0	20	0	0	0
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_3.replay26	16	16	1000	A	titanium_collected	45	4724	14230	13720	6/6	6/6	6/6	6/6	6/6	6/6	1423	1372			4	8,8	17	6,6	35	6,8			23	9,8					4	1,6	5	14,9	2	2,6	7	13,9					7	8	1	1	6	6	16	62	0	0	0	0	0	0	12	0	0	0
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_4.replay26	28	20	521	A	core_destroyed	489	570	11290	5550	11/16	2/8	11/16	1/8	12/16	8/8	1129	555			10	13,10	14	12,11	49	16,9			15	21,8					4	11,12	6	16,8	2	6,7	8	17,8					8	3	1	0	16	8	47	16	0	0	0	0	0	0	18	0	0	0
3c6d91d2-94d4-49d1-a797-de51e9e56e18_game_5.replay26	20	26	279	A	core_destroyed	989	12	4140	160	8/10	0/2	8/10	0/2	9/10	2/2	414	16			7	10,12	14	11,11											3	10,11	10	10,14	3	9,3	12	10,15					8	1	1	0	10	2	40	4	0	0	0	0	0	0	6	0	0	0
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_1.replay26	24	24	351	B	core_destroyed	17	647	210	3010	0/6	4/5	0/6	4/5	5/6	5/5	21	301	22	14,14					26	16,16	9	2,8			52	20,18			8	0,2	10	23,21	10	1,2	8	13,20					2	7	0	1	6	5	26	50	0	0	0	0	0	0	0	6	1	0
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_2.replay26	18	18	720	B	core_destroyed	1736	60	3280	3660	0/3	2/2	0/3	2/2	3/3	2/2	328	366	69	7,15			81	4,11	32	13,5	5	1,12							4	5,16	2	12,1	6	4,16	4	12,2					0	3	0	1	3	2	16	13	0	0	0	0	0	0	0	12	0	0
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_3.replay26	16	16	211	A	core_destroyed	165	27	2260	1360	5/7	3/3	5/7	3/3	7/7	3/3	226	136	6	7,7					12	9,7					32	10,12			6	9,2	4	11,7	8	2,6	3	8,11					2	4	1	0	7	3	27	13	0	0	0	0	6	0	0	9	0	0
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_4.replay26	28	20	338	B	core_destroyed	225	589	1140	5590	0/4	9/12	0/4	9/12	4/4	9/12	114	559	7	14,10					13	15,9	5	6,7			53	19,11			4	8,13	3	16,8	6	8,12	3	19,12					2	5	0	1	4	12	8	35	0	0	0	0	0	0	0	21	0	0
d4db288e-9b24-487a-a30f-6b7e63c0b408_game_5.replay26	20	26	361	B	core_destroyed	11	314	450	4080	0/3	6/7	0/3	6/7	3/3	7/7	45	408	8	10,13			112	7,11	11	7,15	8	10,9			53	8,18			7	10,11	3	10,14	9	11,10	4	9,14					0	6	0	1	3	7	2	43	0	0	0	0	0	0	0	13	0	0
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_1.replay26	20	26	315	A	core_destroyed	1508	91	7070	1490	7/7	0/9	7/7	0/9	7/7	9/9	707	149			65	7,9	12	11,8	145	10,16			9	9,21					3	10,11	8	14,18	3	9,3	10	10,15					3	2	1	0	7	9	46	10	0	0	0	0	0	0	22	0	0	0
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_2.replay26	28	20	1000	A	titanium_collected	13181	8278	22470	10510	12/17	4/9	11/17	1/9	14/17	9/9	2247	1051			56	13,10	12	6,11					6	22,10			20	9,10	4	11,12	5	19,13	2	6,7	7	19,12					6	0	1	1	17	9	51	20	0	0	0	0	0	0	17	0	0	0
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_3.replay26	28	20	233	B	core_destroyed	5	23	820	1390	1/2	1/7	1/2	1/7	2/2	7/7	82	139			82	10,9	14	12,7					10	15,11					6	1,11	9	26,11	8	2,11	11	25,11					5	4	0	1	2	7	19	30	0	0	0	0	0	1	5	0	0	0
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_4.replay26	21	8	181	B	core_destroyed	4	14	920	1540	1/2	5/6	1/2	5/6	2/2	6/6	92	154			11	8,1	6	9,3					7	17,2			50	6,5	3	9,5	6	11,5	3	2,4	8	12,4					4	5	0	1	2	6	5	38	0	0	0	0	0	2	3	0	0	1
442cd494-d2c7-42a2-bb66-2feee57ef87c_game_5.replay26	25	15	388	B	core_destroyed	15	332	3110	2090	3/7	4/7	3/7	4/7	7/7	6/7	311	209			8	7,11	8	10,6					10	6,11			10	13,4	6	16,6	9	16,8	4	16,5	11	15,8					5	1	0	1	7	7	49	26	0	0	0	0	0	2	13	0	0	1
544ab724-a14b-444b-9a63-c37d3a23001e_game_1.replay26	20	26	244	B	core_destroyed	10	147	810	4450	0/4	12/12	0/4	12/12	4/4	12/12	81	445	7	10,13					20	7,9									7	9,2	3	10,14	9	9,3	4	9,14					2	7	0	1	4	12	19	44	0	0	0	0	0	0	0	15	0	0
544ab724-a14b-444b-9a63-c37d3a23001e_game_2.replay26	28	20	1000	A	titanium_collected	9408	7136	18930	17520	8/19	6/7	7/19	6/7	18/19	7/7	1893	1752	12	14,10			50	13,11	18	14,8	12	5,9							7	6,6	3	16,8	9	7,6	3	19,12					4	6	1	1	19	7	86	23	0	0	0	0	0	0	0	17	1	0
544ab724-a14b-444b-9a63-c37d3a23001e_game_3.replay26	28	20	1000	B	titanium_collected	16	881	3940	8240	0/10	10/11	0/10	10/11	9/10	10/11	394	824	5	14,10			56	14,10	8	17,10	115	10,11							7	1,11	8	15,14	9	2,11	6	15,13					3	4	1	1	10	11	26	57	0	0	0	0	1	0	0	17	0	0
544ab724-a14b-444b-9a63-c37d3a23001e_game_4.replay26	21	8	124	A	core_destroyed	56	15	780	150	3/3	0/2	3/3	0/2	3/3	1/2	78	15	2	9,3			48	11,3	2	12,3									4	1,4	6	11,5	6	2,4	4	11,4					2	3	1	0	3	2	28	4	0	0	0	0	0	0	2	1	0	0
544ab724-a14b-444b-9a63-c37d3a23001e_game_5.replay26	25	15	1000	A	titanium_collected	1743	710	11330	7870	14/21	0/0	7/21	0/0	21/21	0/0	1133	787	4	13,5			52	11,8	3	11,7									11	16,3			13	16,2	13	7,9					7	5	1	1	21	0	122	20	0	0	0	0	1	0	0	13	0	0
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_1.replay26	20	26	151	B	core_destroyed	4	134	1320	1700	3/3	7/8	3/3	7/8	3/3	8/8	132	170			55	8,5	12	11,11					8	9,21			16	11,7	3	10,11	7	14,18	3	9,3	10	10,15					5	4	0	1	3	8	25	41	0	0	0	0	0	1	10	0	0	1
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_2.replay26	28	20	128	B	core_destroyed	91	241	1470	2030	8/8	12/12	8/8	12/12	8/8	12/12	147	203			45	5,8	14	11,7					6	18,7			17	8,11	4	11,12	5	16,8	2	6,7	7	20,11					5	6	0	1	8	12	33	53	0	0	0	1	0	1	6	0	0	1
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_3.replay26	28	20	143	B	core_destroyed	54	65	320	800	1/2	4/5	1/2	3/5	2/2	5/5	32	80			87	10,11	18	12,8					11	15,12			47	9,10	6	1,11	10	15,14	8	2,11	12	19,8					4	4	0	1	2	5	7	35	0	0	0	4	0	1	3	0	0	1
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_4.replay26	21	8	324	A	core_destroyed	155	692	3140	1560	3/3	2/3	3/3	2/3	3/3	3/3	314	156			48	8,1	7	9,7	72	10,6			7	18,4			12	7,3	3	9,5	6	11,5	3	2,4	8	12,5					4	2	1	0	3	3	14	17	0	0	0	0	0	0	12	0	0	1
e6af51e5-9e5d-4e9a-ae1e-1bf623cb8364_game_5.replay26	25	15	168	B	core_destroyed	63	73	2000	1550	5/5	5/8	5/5	4/8	5/5	8/8	200	155			59	8,4	13	12,6					7	8,11			19	11,5	6	16,6	6	16,11	4	16,5	8	16,12					6	3	0	1	5	8	33	33	0	0	0	0	0	2	7	0	0	1
