file	match	game	us_side	our_won	ourver	oppver	completedAt	game_winner_side
92d2e09a-819b-4c5a-ac45-b9d1e0aec04d_game_5.replay26	92d2e09a-819b-4c5a-ac45-b9d1e0aec04d	5	a	1	67	23	2026-08-07T16:15:33.755Z	a
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_1.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	1	a	1	67	18	2026-08-07T16:24:13.776Z	a
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_2.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	2	a	0	67	18	2026-08-07T16:24:13.776Z	b
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_3.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	3	a	0	67	18	2026-08-07T16:24:13.776Z	b
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_4.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	4	a	1	67	18	2026-08-07T16:24:13.776Z	a
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_5.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	5	a	0	67	18	2026-08-07T16:24:13.776Z	b
b4add3ad-b984-42cf-8232-37c6c88fd1a8_game_1.replay26	b4add3ad-b984-42cf-8232-37c6c88fd1a8	1	b	1	68	18	2026-08-07T17:57:12.837Z	b
b4add3ad-b984-42cf-8232-37c6c88fd1a8_game_2.replay26	b4add3ad-b984-42cf-8232-37c6c88fd1a8	2	b	0	68	18	2026-08-07T17:57:12.837Z	a
b4add3ad-b984-42cf-8232-37c6c88fd1a8_game_3.replay26	b4add3ad-b984-42cf-8232-37c6c88fd1a8	3	b	0	68	18	2026-08-07T17:57:12.837Z	a
b4add3ad-b984-42cf-8232-37c6c88fd1a8_game_4.replay26	b4add3ad-b984-42cf-8232-37c6c88fd1a8	4	b	0	68	18	2026-08-07T17:57:12.837Z	a
b4add3ad-b984-42cf-8232-37c6c88fd1a8_game_5.replay26	b4add3ad-b984-42cf-8232-37c6c88fd1a8	5	b	1	68	18	2026-08-07T17:57:12.837Z	b
54107b82-c56c-4712-bd6d-611254395cfb_game_1.replay26	54107b82-c56c-4712-bd6d-611254395cfb	1	b	0	69	18	2026-08-07T20:54:19.661Z	a
54107b82-c56c-4712-bd6d-611254395cfb_game_2.replay26	54107b82-c56c-4712-bd6d-611254395cfb	2	b	0	69	18	2026-08-07T20:54:19.661Z	a
54107b82-c56c-4712-bd6d-611254395cfb_game_3.replay26	54107b82-c56c-4712-bd6d-611254395cfb	3	b	1	69	18	2026-08-07T20:54:19.661Z	b
54107b82-c56c-4712-bd6d-611254395cfb_game_4.replay26	54107b82-c56c-4712-bd6d-611254395cfb	4	b	0	69	18	2026-08-07T20:54:19.661Z	a
54107b82-c56c-4712-bd6d-611254395cfb_game_5.replay26	54107b82-c56c-4712-bd6d-611254395cfb	5	b	1	69	18	2026-08-07T20:54:19.661Z	b
e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e_game_1.replay26	e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e	1	a	1	70	18	2026-08-07T22:18:21.259Z	a
e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e_game_2.replay26	e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e	2	a	1	70	18	2026-08-07T22:18:21.259Z	a
e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e_game_3.replay26	e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e	3	a	0	70	18	2026-08-07T22:18:21.259Z	b
e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e_game_4.replay26	e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e	4	a	0	70	18	2026-08-07T22:18:21.259Z	b
e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e_game_5.replay26	e6f5b4c3-bc7c-4cd2-b48f-5557ac43199e	5	a	1	70	18	2026-08-07T22:18:21.259Z	a
019771d2-2100-49ef-ba7e-b06be36e7cbf_game_1.replay26	019771d2-2100-49ef-ba7e-b06be36e7cbf	1	a	0	75	35	2026-08-08T07:47:51.979Z	b
019771d2-2100-49ef-ba7e-b06be36e7cbf_game_2.replay26	019771d2-2100-49ef-ba7e-b06be36e7cbf	2	a	1	75	35	2026-08-08T07:47:51.979Z	a
019771d2-2100-49ef-ba7e-b06be36e7cbf_game_3.replay26	019771d2-2100-49ef-ba7e-b06be36e7cbf	3	a	0	75	35	2026-08-08T07:47:51.979Z	b
019771d2-2100-49ef-ba7e-b06be36e7cbf_game_4.replay26	019771d2-2100-49ef-ba7e-b06be36e7cbf	4	a	1	75	35	2026-08-08T07:47:51.979Z	a
019771d2-2100-49ef-ba7e-b06be36e7cbf_game_5.replay26	019771d2-2100-49ef-ba7e-b06be36e7cbf	5	a	1	75	35	2026-08-08T07:47:51.979Z	a
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_1.replay26	d61337ce-b406-4474-9081-bc07a7d4fe3f	1	a	0	75	35	2026-08-08T09:37:25.744Z	b
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_2.replay26	d61337ce-b406-4474-9081-bc07a7d4fe3f	2	a	1	75	35	2026-08-08T09:37:25.744Z	a
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_3.replay26	d61337ce-b406-4474-9081-bc07a7d4fe3f	3	a	1	75	35	2026-08-08T09:37:25.744Z	a
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_4.replay26	d61337ce-b406-4474-9081-bc07a7d4fe3f	4	a	0	75	35	2026-08-08T09:37:25.744Z	b
d61337ce-b406-4474-9081-bc07a7d4fe3f_game_5.replay26	d61337ce-b406-4474-9081-bc07a7d4fe3f	5	a	0	75	35	2026-08-08T09:37:25.744Z	b
a1fc1139-c3f0-4f81-916c-4d8ab86a40d4_game_1.replay26	a1fc1139-c3f0-4f81-916c-4d8ab86a40d4	1	a	1	76	35	2026-08-08T10:47:04.716Z	a
a1fc1139-c3f0-4f81-916c-4d8ab86a40d4_game_2.replay26	a1fc1139-c3f0-4f81-916c-4d8ab86a40d4	2	a	0	76	35	2026-08-08T10:47:04.716Z	b
a1fc1139-c3f0-4f81-916c-4d8ab86a40d4_game_3.replay26	a1fc1139-c3f0-4f81-916c-4d8ab86a40d4	3	a	0	76	35	2026-08-08T10:47:04.716Z	b
a1fc1139-c3f0-4f81-916c-4d8ab86a40d4_game_4.replay26	a1fc1139-c3f0-4f81-916c-4d8ab86a40d4	4	a	1	76	35	2026-08-08T10:47:04.716Z	a
a1fc1139-c3f0-4f81-916c-4d8ab86a40d4_game_5.replay26	a1fc1139-c3f0-4f81-916c-4d8ab86a40d4	5	a	1	76	35	2026-08-08T10:47:04.716Z	a
4d9dbc76-b802-48a0-9acf-284487dab5ba_game_1.replay26	4d9dbc76-b802-48a0-9acf-284487dab5ba	1	a	0	78	38	2026-08-08T12:08:46.849Z	b
4d9dbc76-b802-48a0-9acf-284487dab5ba_game_2.replay26	4d9dbc76-b802-48a0-9acf-284487dab5ba	2	a	1	78	38	2026-08-08T12:08:46.849Z	a
4d9dbc76-b802-48a0-9acf-284487dab5ba_game_3.replay26	4d9dbc76-b802-48a0-9acf-284487dab5ba	3	a	1	78	38	2026-08-08T12:08:46.849Z	a
4d9dbc76-b802-48a0-9acf-284487dab5ba_game_4.replay26	4d9dbc76-b802-48a0-9acf-284487dab5ba	4	a	1	78	38	2026-08-08T12:08:46.849Z	a
4d9dbc76-b802-48a0-9acf-284487dab5ba_game_5.replay26	4d9dbc76-b802-48a0-9acf-284487dab5ba	5	a	1	78	38	2026-08-08T12:08:46.849Z	a
ae1b86af-c11c-4665-8fd0-0034f6d7436d_game_1.replay26	ae1b86af-c11c-4665-8fd0-0034f6d7436d	1	a	0	79	42	2026-08-08T13:30:04.117Z	b
ae1b86af-c11c-4665-8fd0-0034f6d7436d_game_2.replay26	ae1b86af-c11c-4665-8fd0-0034f6d7436d	2	a	1	79	42	2026-08-08T13:30:04.117Z	a
ae1b86af-c11c-4665-8fd0-0034f6d7436d_game_3.replay26	ae1b86af-c11c-4665-8fd0-0034f6d7436d	3	a	0	79	42	2026-08-08T13:30:04.117Z	b
ae1b86af-c11c-4665-8fd0-0034f6d7436d_game_4.replay26	ae1b86af-c11c-4665-8fd0-0034f6d7436d	4	a	0	79	42	2026-08-08T13:30:04.117Z	b
ae1b86af-c11c-4665-8fd0-0034f6d7436d_game_5.replay26	ae1b86af-c11c-4665-8fd0-0034f6d7436d	5	a	0	79	42	2026-08-08T13:30:04.117Z	b
d540fe5a-b907-47aa-b255-4bbdcf397c0f_game_1.replay26	d540fe5a-b907-47aa-b255-4bbdcf397c0f	1	a	0	80	40	2026-08-08T15:29:02.946Z	b
d540fe5a-b907-47aa-b255-4bbdcf397c0f_game_2.replay26	d540fe5a-b907-47aa-b255-4bbdcf397c0f	2	a	0	80	40	2026-08-08T15:29:02.946Z	b
d540fe5a-b907-47aa-b255-4bbdcf397c0f_game_3.replay26	d540fe5a-b907-47aa-b255-4bbdcf397c0f	3	a	0	80	40	2026-08-08T15:29:02.946Z	b
d540fe5a-b907-47aa-b255-4bbdcf397c0f_game_4.replay26	d540fe5a-b907-47aa-b255-4bbdcf397c0f	4	a	0	80	40	2026-08-08T15:29:02.946Z	b
d540fe5a-b907-47aa-b255-4bbdcf397c0f_game_5.replay26	d540fe5a-b907-47aa-b255-4bbdcf397c0f	5	a	1	80	40	2026-08-08T15:29:02.946Z	a
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_1.replay26	02aa5ed0-8156-4e0f-a9b3-72358e9dfb60	1	a	0	81	45	2026-08-08T17:49:31.554Z	b
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_2.replay26	02aa5ed0-8156-4e0f-a9b3-72358e9dfb60	2	a	0	81	45	2026-08-08T17:49:31.554Z	b
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_3.replay26	02aa5ed0-8156-4e0f-a9b3-72358e9dfb60	3	a	1	81	45	2026-08-08T17:49:31.554Z	a
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_4.replay26	02aa5ed0-8156-4e0f-a9b3-72358e9dfb60	4	a	0	81	45	2026-08-08T17:49:31.554Z	b
02aa5ed0-8156-4e0f-a9b3-72358e9dfb60_game_5.replay26	02aa5ed0-8156-4e0f-a9b3-72358e9dfb60	5	a	0	81	45	2026-08-08T17:49:31.554Z	b
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_1.replay26	1b663ab0-e701-4d33-bc2c-f7a0c68b39c9	1	b	1	80	46	2026-08-08T21:17:58.887Z	b
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_2.replay26	1b663ab0-e701-4d33-bc2c-f7a0c68b39c9	2	b	0	80	46	2026-08-08T21:17:58.887Z	a
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_3.replay26	1b663ab0-e701-4d33-bc2c-f7a0c68b39c9	3	b	1	80	46	2026-08-08T21:17:58.887Z	b
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_4.replay26	1b663ab0-e701-4d33-bc2c-f7a0c68b39c9	4	b	0	80	46	2026-08-08T21:17:58.887Z	a
1b663ab0-e701-4d33-bc2c-f7a0c68b39c9_game_5.replay26	1b663ab0-e701-4d33-bc2c-f7a0c68b39c9	5	b	0	80	46	2026-08-08T21:17:58.887Z	a
c884b1f2-44f1-400f-85e0-9456eb260eed_game_1.replay26	c884b1f2-44f1-400f-85e0-9456eb260eed	1	b	0	80	46	2026-08-08T21:29:23.610Z	a
c884b1f2-44f1-400f-85e0-9456eb260eed_game_2.replay26	c884b1f2-44f1-400f-85e0-9456eb260eed	2	b	0	80	46	2026-08-08T21:29:23.610Z	a
c884b1f2-44f1-400f-85e0-9456eb260eed_game_3.replay26	c884b1f2-44f1-400f-85e0-9456eb260eed	3	b	0	80	46	2026-08-08T21:29:23.610Z	a
c884b1f2-44f1-400f-85e0-9456eb260eed_game_4.replay26	c884b1f2-44f1-400f-85e0-9456eb260eed	4	b	0	80	46	2026-08-08T21:29:23.610Z	a
c884b1f2-44f1-400f-85e0-9456eb260eed_game_5.replay26	c884b1f2-44f1-400f-85e0-9456eb260eed	5	b	0	80	46	2026-08-08T21:29:23.610Z	a
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_1.replay26	fd0baeba-5f70-46d0-8964-06f2619bf8dc	1	a	1	80	46	2026-08-08T22:38:24.724Z	a
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_2.replay26	fd0baeba-5f70-46d0-8964-06f2619bf8dc	2	a	1	80	46	2026-08-08T22:38:24.724Z	a
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_3.replay26	fd0baeba-5f70-46d0-8964-06f2619bf8dc	3	a	0	80	46	2026-08-08T22:38:24.724Z	b
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_4.replay26	fd0baeba-5f70-46d0-8964-06f2619bf8dc	4	a	0	80	46	2026-08-08T22:38:24.724Z	b
fd0baeba-5f70-46d0-8964-06f2619bf8dc_game_5.replay26	fd0baeba-5f70-46d0-8964-06f2619bf8dc	5	a	0	80	46	2026-08-08T22:38:24.724Z	b
de631aea-8208-4542-b4e1-efdca6f47de3_game_1.replay26	de631aea-8208-4542-b4e1-efdca6f47de3	1	b	0	80	48	2026-08-09T00:26:36.100Z	a
de631aea-8208-4542-b4e1-efdca6f47de3_game_2.replay26	de631aea-8208-4542-b4e1-efdca6f47de3	2	b	0	80	48	2026-08-09T00:26:36.100Z	a
de631aea-8208-4542-b4e1-efdca6f47de3_game_3.replay26	de631aea-8208-4542-b4e1-efdca6f47de3	3	b	0	80	48	2026-08-09T00:26:36.100Z	a
de631aea-8208-4542-b4e1-efdca6f47de3_game_4.replay26	de631aea-8208-4542-b4e1-efdca6f47de3	4	b	1	80	48	2026-08-09T00:26:36.100Z	b
de631aea-8208-4542-b4e1-efdca6f47de3_game_5.replay26	de631aea-8208-4542-b4e1-efdca6f47de3	5	b	0	80	48	2026-08-09T00:26:36.100Z	a
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_1.replay26	8f853f5f-8683-4ca8-95a5-f936e4dd9da2	1	b	0	80	46	2026-08-09T01:58:10.734Z	a
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_2.replay26	8f853f5f-8683-4ca8-95a5-f936e4dd9da2	2	b	0	80	46	2026-08-09T01:58:10.734Z	a
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_3.replay26	8f853f5f-8683-4ca8-95a5-f936e4dd9da2	3	b	0	80	46	2026-08-09T01:58:10.734Z	a
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_4.replay26	8f853f5f-8683-4ca8-95a5-f936e4dd9da2	4	b	0	80	46	2026-08-09T01:58:10.734Z	a
8f853f5f-8683-4ca8-95a5-f936e4dd9da2_game_5.replay26	8f853f5f-8683-4ca8-95a5-f936e4dd9da2	5	b	0	80	46	2026-08-09T01:58:10.734Z	a
20e5391f-2c00-4806-8709-4a80b11b0792_game_1.replay26	20e5391f-2c00-4806-8709-4a80b11b0792	1	b	0	80	46	2026-08-09T03:36:55.802Z	a
20e5391f-2c00-4806-8709-4a80b11b0792_game_2.replay26	20e5391f-2c00-4806-8709-4a80b11b0792	2	b	0	80	46	2026-08-09T03:36:55.802Z	a
20e5391f-2c00-4806-8709-4a80b11b0792_game_3.replay26	20e5391f-2c00-4806-8709-4a80b11b0792	3	b	0	80	46	2026-08-09T03:36:55.802Z	a
20e5391f-2c00-4806-8709-4a80b11b0792_game_4.replay26	20e5391f-2c00-4806-8709-4a80b11b0792	4	b	0	80	46	2026-08-09T03:36:55.802Z	a
20e5391f-2c00-4806-8709-4a80b11b0792_game_5.replay26	20e5391f-2c00-4806-8709-4a80b11b0792	5	b	1	80	46	2026-08-09T03:36:55.802Z	b
641eac64-0553-4c83-9477-58aada2be716_game_1.replay26	641eac64-0553-4c83-9477-58aada2be716	1	a	0	87	46	2026-08-09T04:07:13.947Z	b
641eac64-0553-4c83-9477-58aada2be716_game_2.replay26	641eac64-0553-4c83-9477-58aada2be716	2	a	0	87	46	2026-08-09T04:07:13.947Z	b
641eac64-0553-4c83-9477-58aada2be716_game_3.replay26	641eac64-0553-4c83-9477-58aada2be716	3	a	0	87	46	2026-08-09T04:07:13.947Z	b
641eac64-0553-4c83-9477-58aada2be716_game_4.replay26	641eac64-0553-4c83-9477-58aada2be716	4	a	0	87	46	2026-08-09T04:07:13.947Z	b
641eac64-0553-4c83-9477-58aada2be716_game_5.replay26	641eac64-0553-4c83-9477-58aada2be716	5	a	1	87	46	2026-08-09T04:07:13.947Z	a
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_1.replay26	b72e8227-739f-4cb9-a05b-fc805dad42c8	1	b	0	90	46	2026-08-09T06:07:45.306Z	a
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_2.replay26	b72e8227-739f-4cb9-a05b-fc805dad42c8	2	b	0	90	46	2026-08-09T06:07:45.306Z	a
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_3.replay26	b72e8227-739f-4cb9-a05b-fc805dad42c8	3	b	0	90	46	2026-08-09T06:07:45.306Z	a
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_4.replay26	b72e8227-739f-4cb9-a05b-fc805dad42c8	4	b	1	90	46	2026-08-09T06:07:45.306Z	b
b72e8227-739f-4cb9-a05b-fc805dad42c8_game_5.replay26	b72e8227-739f-4cb9-a05b-fc805dad42c8	5	b	0	90	46	2026-08-09T06:07:45.306Z	a
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_1.replay26	654ff1e1-0495-47d2-b3b7-ca0ded09c205	1	b	0	90	46	2026-08-09T07:27:50.790Z	a
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_2.replay26	654ff1e1-0495-47d2-b3b7-ca0ded09c205	2	b	0	90	46	2026-08-09T07:27:50.790Z	a
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_3.replay26	654ff1e1-0495-47d2-b3b7-ca0ded09c205	3	b	0	90	46	2026-08-09T07:27:50.790Z	a
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_4.replay26	654ff1e1-0495-47d2-b3b7-ca0ded09c205	4	b	0	90	46	2026-08-09T07:27:50.790Z	a
654ff1e1-0495-47d2-b3b7-ca0ded09c205_game_5.replay26	654ff1e1-0495-47d2-b3b7-ca0ded09c205	5	b	1	90	46	2026-08-09T07:27:50.790Z	b
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_1.replay26	f79841a2-5b88-4c89-a63d-a94f1035c8fd	1	b	0	91	46	2026-08-09T09:46:28.312Z	a
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_2.replay26	f79841a2-5b88-4c89-a63d-a94f1035c8fd	2	b	0	91	46	2026-08-09T09:46:28.312Z	a
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_3.replay26	f79841a2-5b88-4c89-a63d-a94f1035c8fd	3	b	0	91	46	2026-08-09T09:46:28.312Z	a
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_4.replay26	f79841a2-5b88-4c89-a63d-a94f1035c8fd	4	b	0	91	46	2026-08-09T09:46:28.312Z	a
f79841a2-5b88-4c89-a63d-a94f1035c8fd_game_5.replay26	f79841a2-5b88-4c89-a63d-a94f1035c8fd	5	b	0	91	46	2026-08-09T09:46:28.312Z	a
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_1.replay26	24b76acf-0ef9-4f18-bed3-b2454e6da86f	1	a	1	92	49	2026-08-09T12:02:43.619Z	a
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_2.replay26	24b76acf-0ef9-4f18-bed3-b2454e6da86f	2	a	1	92	49	2026-08-09T12:02:43.619Z	a
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_3.replay26	24b76acf-0ef9-4f18-bed3-b2454e6da86f	3	a	1	92	49	2026-08-09T12:02:43.619Z	a
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_4.replay26	24b76acf-0ef9-4f18-bed3-b2454e6da86f	4	a	1	92	49	2026-08-09T12:02:43.619Z	a
24b76acf-0ef9-4f18-bed3-b2454e6da86f_game_5.replay26	24b76acf-0ef9-4f18-bed3-b2454e6da86f	5	a	0	92	49	2026-08-09T12:02:43.619Z	b
42fcf8ce-0b07-451d-a2a4-620ca9683a6f_game_1.replay26	42fcf8ce-0b07-451d-a2a4-620ca9683a6f	1	b	0	92	49	2026-08-09T13:21:56.566Z	a
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_1.replay26	69e7189f-8963-493d-ab2c-9acc52b62f6c	1	a	1	94	49	2026-08-09T14:30:13.074Z	a
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_2.replay26	69e7189f-8963-493d-ab2c-9acc52b62f6c	2	a	0	94	49	2026-08-09T14:30:13.074Z	b
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_3.replay26	69e7189f-8963-493d-ab2c-9acc52b62f6c	3	a	1	94	49	2026-08-09T14:30:13.074Z	a
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_4.replay26	69e7189f-8963-493d-ab2c-9acc52b62f6c	4	a	1	94	49	2026-08-09T14:30:13.074Z	a
69e7189f-8963-493d-ab2c-9acc52b62f6c_game_5.replay26	69e7189f-8963-493d-ab2c-9acc52b62f6c	5	a	1	94	49	2026-08-09T14:30:13.074Z	a
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_1.replay26	5d0530c4-ebcd-4d5d-9c2c-572745c788b3	1	a	1	94	49	2026-08-09T15:37:45.064Z	a
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_2.replay26	5d0530c4-ebcd-4d5d-9c2c-572745c788b3	2	a	1	94	49	2026-08-09T15:37:45.064Z	a
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_3.replay26	5d0530c4-ebcd-4d5d-9c2c-572745c788b3	3	a	0	94	49	2026-08-09T15:37:45.064Z	b
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_4.replay26	5d0530c4-ebcd-4d5d-9c2c-572745c788b3	4	a	0	94	49	2026-08-09T15:37:45.064Z	b
5d0530c4-ebcd-4d5d-9c2c-572745c788b3_game_5.replay26	5d0530c4-ebcd-4d5d-9c2c-572745c788b3	5	a	0	94	49	2026-08-09T15:37:45.064Z	b
be19ad6d-957a-4296-aefc-82568ba143a6_game_1.replay26	be19ad6d-957a-4296-aefc-82568ba143a6	1	b	0	94	49	2026-08-09T16:36:38.441Z	a
be19ad6d-957a-4296-aefc-82568ba143a6_game_2.replay26	be19ad6d-957a-4296-aefc-82568ba143a6	2	b	0	94	49	2026-08-09T16:36:38.441Z	a
be19ad6d-957a-4296-aefc-82568ba143a6_game_3.replay26	be19ad6d-957a-4296-aefc-82568ba143a6	3	b	0	94	49	2026-08-09T16:36:38.441Z	a
be19ad6d-957a-4296-aefc-82568ba143a6_game_4.replay26	be19ad6d-957a-4296-aefc-82568ba143a6	4	b	1	94	49	2026-08-09T16:36:38.441Z	b
be19ad6d-957a-4296-aefc-82568ba143a6_game_5.replay26	be19ad6d-957a-4296-aefc-82568ba143a6	5	b	0	94	49	2026-08-09T16:36:38.441Z	a
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_1.replay26	4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae	1	b	0	94	49	2026-08-09T17:47:46.020Z	a
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_2.replay26	4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae	2	b	0	94	49	2026-08-09T17:47:46.020Z	a
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_3.replay26	4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae	3	b	0	94	49	2026-08-09T17:47:46.020Z	a
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_4.replay26	4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae	4	b	0	94	49	2026-08-09T17:47:46.020Z	a
