file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
ff37a845-da30-428e-a6bb-8390c29f0219_game_1.replay26	26	26	72	A	core_destroyed	38	32	440	150	3/4	2/3	3/4	1/3	3/4	3/3	44	15	12	15,16	58	21,18					1	7,8	8	23,18			25	6,7	5	10,6	7	24,19	7	9,6	9	16,21					2	5	1	0	4	3	7	10	0	0	0	5	2	1	0	0	1	1
ff37a845-da30-428e-a6bb-8390c29f0219_game_2.replay26	21	8	164	B	core_destroyed	39	46	0	340	0/1	2/2	0/1	2/2	0/1	2/2	0	34	3	10,3	7	13,6					1	8,3					6	7,4	84	9,5	10	11,5			12	11,4					2	3	0	1	1	2	0	15	0	0	0	2	3	3	0	0	1	0
ff37a845-da30-428e-a6bb-8390c29f0219_game_3.replay26	24	24	63	A	core_destroyed	50	21	240	90	2/2	1/3	2/2	1/3	2/2	3/3	24	9	18	14,14							1	4,6	9	21,16			52	3,4	8	0,2	8	23,21	10	1,2	10	19,15					3	6	1	0	2	3	13	23	0	0	0	2	2	0	0	0	1	1
ff37a845-da30-428e-a6bb-8390c29f0219_game_4.replay26	25	15	190	B	core_destroyed	15	77	0	1000	0/1	5/6	0/1	5/6	1/1	6/6	0	100	2	12,5	5	9,12	16	11,9	126	11,8	1	11,6					7	13,4	84	16,6	7	16,11	88	15,6	9	16,12					2	4	0	1	1	6	5	29	0	0	0	7	2	4	0	2	1	0
ff37a845-da30-428e-a6bb-8390c29f0219_game_5.replay26	25	25	106	B	core_destroyed	68	19	460	540	3/4	3/3	3/4	3/3	4/4	3/3	46	54	25	16,3	69	0,20					1	4,18	5	21,6					8	1,17	3	23,7	2	4,19	5	23,6					3	4	0	1	4	3	30	34	0	0	0	0	2	2	0	0	1	1
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_1.replay26	16	16	218	B	core_destroyed	51	60	1260	1960	3/3	5/5	3/3	4/5	3/3	5/5	126	196	19	14,10	20	11,13	62	15,13	72	15,12	1	3,1	7	15,11			26	0,2	6	1,4	6	14,11	8	1,3	8	13,14					5	10	0	1	3	5	15	51	0	0	0	2	0	2	0	1	1	1
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_2.replay26	21	8	170	B	core_destroyed	2	18	0	440	0/1	2/2	0/1	2/2	1/1	2/2	0	44	3	10,3	16	16,5	17	13,5			1	8,3					6	7,4	106	19,4	67	10,1	108	19,5	69	11,1					2	5	0	1	1	2	5	15	0	0	0	4	3	3	0	0	1	0
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_3.replay26	26	26	71	A	core_destroyed	74	10	560	300	4/4	4/4	4/4	2/4	4/4	4/4	56	30	14	15,16	52	3,3					1	7,8	7	21,21			28	5,7	5	10,6	6	15,19	7	9,6	8	16,19					3	5	1	0	4	4	12	14	0	0	0	5	2	1	0	0	1	1
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_4.replay26	28	20	226	B	core_destroyed	17	78	0	1060	0/3	5/5	0/3	5/5	3/3	5/5	0	106	3	14,9	18	12,9			102	17,10	1	10,9	9	21,8			10	9,10	8	12,14	8	26,11	10	12,13	10	17,8					2	4	0	1	3	5	14	54	0	0	0	4	0	2	0	2	1	1
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_5.replay26	25	25	106	B	core_destroyed	68	19	460	540	3/4	3/3	3/4	3/3	4/4	3/3	46	54	25	16,3	69	0,20					1	4,18	5	21,6					8	1,17	3	23,7	2	4,19	5	23,6					3	4	0	1	4	3	30	34	0	0	0	0	2	2	0	0	1	1
036eb609-dd43-42b1-abdf-dfbdf8e7c1cb_game_1.replay26	25	25	65	A	core_destroyed	50	17	380	210	3/3	2/3	3/3	2/3	3/3	3/3	38	21	9	14,14	54	7,7					1	7,8	8	16,18			28	7,5	5	10,6	7	15,15	7	9,6	9	15,20					3	5	1	0	3	3	8	11	0	0	0	7	2	1	0	0	1	1
036eb609-dd43-42b1-abdf-dfbdf8e7c1cb_game_2.replay26	16	16	65	A	core_destroyed	5	60	280	140	2/2	1/2	2/2	1/2	2/2	2/2	28	14	3	11,6	14	9,10			28	9,11	1	6,5	6	10,13					4	4,8	5	14,9	6	4,7	7	13,9					2	3	1	0	2	2	6	8	0	0	0	0	2	1	0	1	1	1
036eb609-dd43-42b1-abdf-dfbdf8e7c1cb_game_3.replay26	18	18	59	A	core_destroyed	3	29	230	240	2/2	2/3	2/2	2/3	2/2	3/3	23	24	15	11,5	48	2,10					1	4,12	5	17,4			20	2,13	5	5,16	3	16,0	7	4,16	5	15,0					3	3	1	0	2	3	4	18	0	0	0	4	3	1	0	0	1	1
036eb609-dd43-42b1-abdf-dfbdf8e7c1cb_game_4.replay26	16	16	119	B	core_destroyed	2	49	690	570	3/3	1/3	3/3	1/3	3/3	3/3	69	57	29	14,10	48	15,12	61	12,14			1	3,1	5	14,12			26	0,2	6	1,4	4	14,11	8	1,3	6	13,12					6	4	0	1	3	3	15	20	0	0	0	2	1	2	3	0	1	1
036eb609-dd43-42b1-abdf-dfbdf8e7c1cb_game_5.replay26	26	26	456	B	core_destroyed	142	21	7580	1300	16/17	1/4	13/17	1/4	16/17	4/4	758	130	12	15,16	80	20,15	51	17,18	16	14,17	1	7,8	6	18,18			28	5,7	5	10,6	5	24,19	7	9,6	7	23,19					21	4	0	1	17	4	84	29	0	0	0	5	0	2	1	4	1	0
e57d0a44-dece-454a-806a-63b934eb2684_game_1.replay26	28	20	253	B	core_destroyed	78	114	1140	1280	3/6	5/5	3/6	5/5	5/6	5/5	114	128	3	14,9	5	17,9	134	17,10			1	10,9					17	9,10	8	12,14	9	26,11	10	12,13	11	25,11					3	6	0	1	6	5	30	59	0	0	0	6	1	2	1	0	1	0
e57d0a44-dece-454a-806a-63b934eb2684_game_2.replay26	20	26	223	B	core_destroyed	26	67	2480	1540	9/9	4/6	9/9	4/6	9/9	5/6	248	154	3	9,13	14	8,20	144	7,19	178	6,21	1	9,9	7	9,21			14	8,7	6	10,11	6	14,18	8	10,10	8	13,18					7	5	0	1	9	6	48	27	0	0	0	6	1	4	1	2	1	1
e57d0a44-dece-454a-806a-63b934eb2684_game_3.replay26	25	25	67	A	core_destroyed	15	26	290	120	2/2	2/3	2/2	1/3	2/2	3/3	29	12	9	14,14					48	18,16	1	7,8	8	16,19			31	7,5	5	10,6	7	13,19	7	9,6	9	14,19					2	4	1	0	2	3	6	10	0	0	0	6	2	0	0	1	1	1
e57d0a44-dece-454a-806a-63b934eb2684_game_4.replay26	14	18	63	B	core_destroyed	5	39	0	280	0/0	2/2	0/0	2/2	0/0	2/2	0	28	4	6,8	7	4,8	20	5,12			1	6,7	5	5,14			16	8,5			4	5,16			6	6,16					1	3	0	1	0	2	0	6	0	0	0	2	3	1	1	0	1	1
e57d0a44-dece-454a-806a-63b934eb2684_game_5.replay26	26	26	72	A	core_destroyed	38	32	440	150	3/4	2/3	3/4	1/3	3/4	3/3	44	15	12	15,16	58	21,18					1	7,8	8	23,18			25	6,7	5	10,6	7	24,19	7	9,6	9	16,21					2	5	1	0	4	3	7	10	0	0	0	5	2	1	0	0	1	1
ec63222c-3fc0-4315-817e-766d15d6bcea_game_1.replay26	16	16	219	B	core_destroyed	3	136	1970	1300	5/5	2/7	5/5	2/7	5/5	7/7	197	130			37	12,12	59	13,10			1	3,1	6	13,11			25	0,2	6	1,4	5	14,11	8	1,3	7	13,14					9	7	0	1	5	7	29	40	0	0	0	2	0	3	3	0	1	0
ec63222c-3fc0-4315-817e-766d15d6bcea_game_2.replay26	26	26	329	B	core_destroyed	36	11	2270	540	6/13	2/8	6/13	1/8	10/13	4/8	227	54	15	14,19	270	3,9	197	21,16	145	16,20	1	5,8	8	23,20			34	4,6	7	2,6	7	23,19	9	2,5	9	21,21					8	5	0	1	13	8	57	27	0	0	0	2	4	1	1	1	1	1
ec63222c-3fc0-4315-817e-766d15d6bcea_game_3.replay26	28	20	346	B	core_destroyed	210	53	7430	310	19/22	1/1	19/22	1/1	22/22	1/1	743	31	3	14,9	9	17,10	145	17,11			1	10,9	5	18,7			212	7,11	4	12,10	4	16,8	6	11,10	6	17,8					15	3	0	1	22	1	80	6	0	0	0	3	4	1	5	0	1	1
ec63222c-3fc0-4315-817e-766d15d6bcea_game_4.replay26	25	25	71	A	core_destroyed	15	79	240	150	2/2	1/3	2/2	1/3	2/2	3/3	24	15	25	16,3							1	4,18	6	20,5					8	1,17	5	23,7	2	4,19	7	23,6					3	4	1	0	2	3	19	31	0	0	0	0	2	0	0	0	1	1
ec63222c-3fc0-4315-817e-766d15d6bcea_game_5.replay26	14	18	145	B	core_destroyed	17	34	0	510	0/1	3/4	0/1	2/4	1/1	4/4	0	51	4	6,8	46	8,14	23	6,11			1	6,7	5	8,11			68	5,5	136	3,7	4	7,15	140	3,6	39	7,14					1	5	0	1	1	4	2	17	0	0	0	8	3	2	1	0	1	1
e0ad1d30-04c7-46f3-884a-a4c16fceb570_game_1.replay26	10	10	245	A	core_destroyed	12	19	0	250	0/0	2/3	0/0	2/3	0/0	3/3	0	25	6	1,6	1	4,5	176	1,5	160	2,4					3	6,5					172	3,9			174	3,8					5	3	1	0	0	3	0	10	0	0	5	0	1	4	0	1	0	0
e0ad1d30-04c7-46f3-884a-a4c16fceb570_game_2.replay26	16	16	72	A	core_destroyed	19	11	300	320	2/2	2/2	2/2	2/2	2/2	2/2	30	32	16	10,10	24	0,5					5	3,1			25	13,14			4	1,4	4	14,11	6	1,3	6	14,12					6	5	1	0	2	2	5	5	0	0	1	0	1	2	0	0	1	0
e0ad1d30-04c7-46f3-884a-a4c16fceb570_game_3.replay26	18	18	516	A	core_destroyed	61	150	2290	4800	2/3	5/5	2/3	4/5	3/3	5/5	229	480	16	12,6	12	7,10	112	3,13	65	5,13	5	4,12			76	14,4			2	1,17	4	12,1	4	1,16	6	13,1					6	15	1	0	3	5	9	20	0	0	5	0	6	2	3	0	1	0
e0ad1d30-04c7-46f3-884a-a4c16fceb570_game_4.replay26	24	24	135	A	core_destroyed	61	33	840	0	5/7	0/6	5/7	0/6	7/7	6/6	84	0	79	17,21	30	4,10	58	2,8			11	2,1			36	20,18			10	0,2	14	13,19	12	1,2	16	14,19					6	3	1	0	7	6	35	34	0	0	6	0	1	0	1	0	1	0
e0ad1d30-04c7-46f3-884a-a4c16fceb570_game_5.replay26	26	26	59	B	core_destroyed	1	5	0	240	0/4	2/2	0/4	2/2	2/4	2/2	0	24			19	9,10			25	7,7	9	2,5							8	1,5	4	15,19	11	3,5	6	16,19					6	3	0	1	4	2	4	8	0	0	0	0	0	2	0	1	1	0
d14c14fe-0111-4b2d-8338-fa6000e72fa7_game_1.replay26	10	10	93	A	core_destroyed	54	61	290	0	3/3	0/0	3/3	0/0	3/3	0/0	29	0	37	2,6	1	5,4									41	7,5			38	6,2			40	5,2							5	2	1	0	3	0	9	0	0	0	6	0	1	4	0	0	0	0
d14c14fe-0111-4b2d-8338-fa6000e72fa7_game_2.replay26	16	16	83	A	core_destroyed	20	25	400	380	3/3	2/2	3/3	2/2	3/3	2/2	40	38	17	10,10	28	0,5					5	0,3							4	1,4	4	14,11	6	1,3	6	14,12					6	6	1	0	3	2	19	5	0	0	0	0	1	2	0	0	1	0
d14c14fe-0111-4b2d-8338-fa6000e72fa7_game_3.replay26	18	18	993	B	core_destroyed	22	20	2750	12020	1/2	5/6	1/2	5/6	1/2	6/6	275	1202	13	2,10	12	7,10	100	1,10	102	1,13	5	1,16			21	13,3			3	1,17	4	12,1	8	4,16	6	13,1					5	13	0	1	2	6	4	28	0	0	5	0	4	0	3	2	1	0
d14c14fe-0111-4b2d-8338-fa6000e72fa7_game_4.replay26	24	24	135	A	core_destroyed	37	106	1060	0	7/8	0/6	7/8	0/6	8/8	5/6	106	0	79	17,21	30	4,10					11	2,1			35	20,18			10	10,4	14	13,19	12	10,3	16	14,19					6	3	1	0	8	6	48	22	0	0	6	0	2	0	0	0	1	0
d14c14fe-0111-4b2d-8338-fa6000e72fa7_game_5.replay26	26	26	180	A	core_destroyed	68	90	1210	1240	5/7	4/4	5/7	4/4	7/7	4/4	121	124	128	18,18	19	9,10	91	5,8	35	7,5	7	9,5			28	20,18			6	1,5	4	15,19	12	2,6	6	16,19					6	9	1	0	7	4	24	30	0	0	4	0	2	0	2	1	1	0
8ea2394f-f43e-4b05-bad2-f7fe62546798_game_1.replay26	28	20	72	B	core_destroyed	10	36	0	450	0/2	3/4	0/2	3/4	2/2	3/4	0	45	9	11,10	8	13,10					6	10,11							5	6,6	6	15,10	7	7,6	8	16,10					6	3	0	1	2	4	3	8	0	0	0	0	1	2	0	0	1	0
8ea2394f-f43e-4b05-bad2-f7fe62546798_game_2.replay26	16	16	74	A	core_destroyed	26	15	330	330	2/2	2/2	2/2	2/2	2/2	2/2	33	33	18	11,10	24	0,5					6	3,0			25	13,14			5	1,4	4	14,11	7	1,3	6	14,12					6	4	1	0	2	2	6	6	0	0	2	0	1	3	0	0	1	0
8ea2394f-f43e-4b05-bad2-f7fe62546798_game_3.replay26	10	10	174	A	core_destroyed	27	7	800	0	5/5	0/1	5/5	0/1	5/5	0/1	80	0	19	2,5	3	6,5	148	5,5	1	5,4					52	6,5			68	6,2	132	1,8	72	5,2							5	1	1	0	5	1	18	0	0	0	6	0	2	0	1	2	0	0
8ea2394f-f43e-4b05-bad2-f7fe62546798_game_4.replay26	14	18	143	A	core_destroyed	107	23	830	0	5/5	0/0	5/5	0/0	5/5	0/0	83	0	10	4,4	1	6,10			6	7,7					9	6,11			48	7,2			50	7,3							5	1	1	0	5	0	21	0	0	0	6	0	4	2	0	0	0	0
8ea2394f-f43e-4b05-bad2-f7fe62546798_game_5.replay26	25	25	143	A	core_destroyed	62	64	1210	810	5/5	4/4	5/5	4/4	5/5	4/4	121	81	44	4,22	30	2,15			40	21,6	7	0,21							6	1,17	5	23,7	8	1,18	3	20,4					6	5	1	0	5	4	39	32	0	0	0	0	3	2	0	1	1	0
2e2cb1d4-a624-4a28-b16c-cef041db9466_game_1.replay26	10	10	130	B	core_destroyed	37	53	0	850	0/0	4/6	0/0	4/6	0/0	6/6	0	85	1	4,3	7	9,7	6	7,5					41	9,5			45	4,2			7	6,2			9	6,3					1	5	0	1	0	6	0	20	0	0	0	6	2	3	2	0	0	1
2e2cb1d4-a624-4a28-b16c-cef041db9466_game_2.replay26	16	16	72	B	core_destroyed	44	24	320	330	2/2	2/3	2/2	2/3	2/2	3/3	32	33	29	15,10	16	5,5	28	2,3					5	15,12					3	1,4	3	14,11	5	1,3	5	14,12					4	5	0	1	2	3	8	14	0	0	0	0	1	1	2	0	0	1
2e2cb1d4-a624-4a28-b16c-cef041db9466_game_3.replay26	18	18	85	A	core_destroyed	95	10	500	0	3/3	0/2	3/3	0/2	3/3	1/2	50	0	16	9,2	17	11,2	24	13,4					7	13,1					8	5,16	6	12,1	10	5,15	17	14,1					4	6	1	0	3	2	15	5	0	0	0	0	1	1	1	0	0	1
2e2cb1d4-a624-4a28-b16c-cef041db9466_game_4.replay26	24	24	145	B	core_destroyed	63	78	0	650	0/2	4/5	0/2	4/5	2/2	5/5	0	65	29	13,18	89	7,2							8	21,20			40	3,5	10	10,4	7	23,21	12	9,4	9	22,21					3	6	0	1	2	5	10	30	0	0	0	6	3	1	0	0	0	1
2e2cb1d4-a624-4a28-b16c-cef041db9466_game_5.replay26	26	26	136	B	core_destroyed	132	30	1880	700	8/8	3/4	8/8	3/4	8/8	3/4	188	70	19	15,16	48	21,21	27	18,18					7	21,22			25	6,7	4	10,6	6	22,23	6	9,6	8	22,22					6	6	0	1	8	4	39	10	0	0	0	5	1	2	5	0	0	1
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_1.replay26	28	20	304	A	core_destroyed	109	15	760	0	2/7	0/4	2/7	0/4	6/7	4/4	76	0	16	6,11	7	13,9			12	10,10	9	3,10			18	18,10			8	1,11	8	15,14	10	2,11	10	15,13					5	2	1	0	7	4	55	15	0	0	4	0	2	2	0	2	1	0
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_2.replay26	26	26	80	A	core_destroyed	96	100	740	170	5/5	1/7	5/5	1/7	5/5	5/7	74	17	44	22,21	28	5,11					8	8,4			29	18,20			7	2,6	7	19,14	9	2,5	9	20,14					6	3	1	0	5	7	18	16	0	0	4	0	2	1	0	0	1	0
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_3.replay26	16	16	72	A	core_destroyed	20	11	320	320	2/3	2/2	2/3	2/2	2/3	2/2	32	32	16	10,10	26	0,5					5	0,3			29	13,14			3	1,4	4	14,11	5	1,3	6	14,12					6	5	1	0	3	2	5	5	0	0	2	0	1	2	0	0	1	0
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_4.replay26	25	25	139	A	core_destroyed	58	36	1260	1460	6/6	8/8	5/6	8/8	6/6	8/8	126	146	81	14,15	20	5,11	23	3,9	51	20,16	8	2,6			27	18,20			7	1,7	4	14,18	9	2,7	8	15,18					5	5	1	0	6	8	23	37	0	0	4	0	3	0	2	2	1	0
ec3b9876-7603-4c53-a80c-52d60ab3ff76_game_5.replay26	25	25	593	A	core_destroyed	56	192	3920	7360	2/4	7/7	2/4	7/7	4/4	7/7	392	736	83	5,22	30	2,15	31	2,16	38	19,6	6	4,19							5	1,17	5	23,7	7	1,18	3	20,4					9	23	1	0	4	7	41	53	0	0	0	0	7	0	3	5	8	0
