file	match	game	us_side	our_won	ourver	oppver	completedAt	game_winner_side
b9a1e632-ee17-4937-ab05-76898464f9f7_game_1.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	1	b	0	65	73	2026-08-07T14:55:12.864Z	a
b9a1e632-ee17-4937-ab05-76898464f9f7_game_2.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	2	b	1	65	73	2026-08-07T14:55:12.864Z	b
b9a1e632-ee17-4937-ab05-76898464f9f7_game_3.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	3	b	1	65	73	2026-08-07T14:55:12.864Z	b
b9a1e632-ee17-4937-ab05-76898464f9f7_game_4.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	4	b	1	65	73	2026-08-07T14:55:12.864Z	b
b9a1e632-ee17-4937-ab05-76898464f9f7_game_5.replay26	b9a1e632-ee17-4937-ab05-76898464f9f7	5	b	1	65	73	2026-08-07T14:55:12.864Z	b
565e223f-41ea-44bd-a843-1f4d55627c7a_game_1.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	1	b	1	66	73	2026-08-07T16:09:54.213Z	b
565e223f-41ea-44bd-a843-1f4d55627c7a_game_2.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	2	b	1	66	73	2026-08-07T16:09:54.213Z	b
565e223f-41ea-44bd-a843-1f4d55627c7a_game_3.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	3	b	1	66	73	2026-08-07T16:09:54.213Z	b
565e223f-41ea-44bd-a843-1f4d55627c7a_game_4.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	4	b	1	66	73	2026-08-07T16:09:54.213Z	b
565e223f-41ea-44bd-a843-1f4d55627c7a_game_5.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	5	b	1	66	73	2026-08-07T16:09:54.213Z	b
f62d1798-9778-4fbf-98ea-7d6226486469_game_1.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	1	b	1	68	73	2026-08-07T17:35:35.447Z	b
f62d1798-9778-4fbf-98ea-7d6226486469_game_2.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	2	b	1	68	73	2026-08-07T17:35:35.447Z	b
f62d1798-9778-4fbf-98ea-7d6226486469_game_3.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	3	b	1	68	73	2026-08-07T17:35:35.447Z	b
f62d1798-9778-4fbf-98ea-7d6226486469_game_4.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	4	b	1	68	73	2026-08-07T17:35:35.447Z	b
f62d1798-9778-4fbf-98ea-7d6226486469_game_5.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	5	b	0	68	73	2026-08-07T17:35:35.447Z	a
167f3c58-c478-4962-adb1-e48455103776_game_1.replay26	167f3c58-c478-4962-adb1-e48455103776	1	a	1	68	73	2026-08-07T19:05:37.769Z	a
167f3c58-c478-4962-adb1-e48455103776_game_2.replay26	167f3c58-c478-4962-adb1-e48455103776	2	a	1	68	73	2026-08-07T19:05:37.769Z	a
167f3c58-c478-4962-adb1-e48455103776_game_3.replay26	167f3c58-c478-4962-adb1-e48455103776	3	a	1	68	73	2026-08-07T19:05:37.769Z	a
167f3c58-c478-4962-adb1-e48455103776_game_4.replay26	167f3c58-c478-4962-adb1-e48455103776	4	a	1	68	73	2026-08-07T19:05:37.769Z	a
167f3c58-c478-4962-adb1-e48455103776_game_5.replay26	167f3c58-c478-4962-adb1-e48455103776	5	a	0	68	73	2026-08-07T19:05:37.769Z	b
8768b36d-8afc-4113-b33b-7c78eab51c80_game_1.replay26	8768b36d-8afc-4113-b33b-7c78eab51c80	1	b	0	71	73	2026-08-07T23:44:31.374Z	a
8768b36d-8afc-4113-b33b-7c78eab51c80_game_2.replay26	8768b36d-8afc-4113-b33b-7c78eab51c80	2	b	1	71	73	2026-08-07T23:44:31.374Z	b
8768b36d-8afc-4113-b33b-7c78eab51c80_game_3.replay26	8768b36d-8afc-4113-b33b-7c78eab51c80	3	b	1	71	73	2026-08-07T23:44:31.374Z	b
