file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
2046c23b-6ae5-4417-a619-9e85628893f7_game_2.replay26	24	24	1000	A	titanium_collected	449	76	2460	160	1/2	1/1	1/2	1/1	2/2	1/1	246	16	29	14,14	87	13,7	133	16,21			26	6,2							9	0,2	848	23,21	11	1,2	85	13,6					6	6	1	1	2	1	28	15	0	0	0	0	1	1	1	0	1	0
2046c23b-6ae5-4417-a619-9e85628893f7_game_3.replay26	26	26	151	A	core_destroyed	10	32	1000	70	3/3	0/0	3/3	0/0	3/3	0/0	100	7	20	15,16	29	8,7	32	17,18			13	6,3							8	1,5	7	15,19	10	2,5	9	16,19					4	2	1	0	3	0	14	0	0	0	0	0	1	0	2	0	1	0
2046c23b-6ae5-4417-a619-9e85628893f7_game_4.replay26	16	16	276	B	core_destroyed	16	34	530	1820	0/3	3/3	0/3	3/3	3/3	3/3	53	182	18	10,10	21	4,5	64	12,12	105	14,12	21	0,3							6	1,4	5	14,11	8	1,3	7	15,11					3	11	0	1	3	3	24	45	0	0	0	0	0	1	1	2	0	0
2046c23b-6ae5-4417-a619-9e85628893f7_game_5.replay26	28	20	364	A	core_destroyed	62	30	1810	260	3/3	0/2	3/3	0/2	3/3	2/2	181	26	6	14,10	16	7,11	96	16,10			272	10,8							8	1,11	12	15,5	10	2,11	14	14,5					5	5	1	0	3	2	41	15	0	0	0	0	0	0	2	0	1	0
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_1.replay26	26	26	158	A	core_destroyed	41	30	1940	710	7/7	2/2	7/7	2/2	7/7	2/2	194	71	26	16,14	29	9,10	94	20,16	84	6,9			22	18,18					7	4,1	9	24,20	9	5,1	11	23,20					10	5	1	0	7	2	32	18	0	0	0	0	2	0	2	1	0	1
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_2.replay26	25	25	413	A	core_destroyed	189	10	3280	440	4/4	0/0	4/4	0/0	4/4	0/0	328	44	26	16,8	31	7,16	172	1,19					18	20,2	35	20,8	6	20,4	6	1,17	5	23,7	8	2,17	7	23,6					10	4	1	0	4	0	30	4	0	0	18	1	2	1	2	0	0	1
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_3.replay26	28	20	160	A	core_destroyed	46	46	1810	930	5/6	3/5	5/6	3/5	6/6	5/5	181	93	10	14,8	13	15,9	138	20,6	52	18,8			91	13,9					6	4,11	5	16,8	8	5,11	7	17,8					8	6	1	0	6	5	23	12	0	0	0	0	2	0	1	4	0	1
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	18	18	177	B	core_destroyed	34	468	830	1330	2/2	4/4	2/2	4/4	2/2	4/4	83	133	14	7,8	15	3,9							84	17,3					5	1,17	3	16,0	7	1,16	5	15,0					7	5	0	1	2	4	7	40	0	0	0	0	1	1	0	0	0	1
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_5.replay26	10	10	292	A	core_destroyed	10	10	850	260	1/1	0/1	1/1	0/1	1/1	1/1	85	26	11	4,3	5	3,8	113	3,0											6	6,0	8	6,2	8	5,0	10	6,3					7	4	1	0	1	1	26	7	0	0	0	0	1	0	1	0	0	0
2a91edc5-00de-4e83-aee1-9834bef85a7e_game_1.replay26	26	26	1000	A	titanium_collected	9246	10	9600	750	6/6	0/3	4/6	0/3	6/6	3/3	960	75	29	17,14	28	9,9	126	5,3	43	8,8			22	18,18	83	22,17			7	2,8	7	23,17	9	3,8	9	22,17					12	5	1	1	6	3	56	13	0	0	5	0	0	0	2	2	0	1
2a91edc5-00de-4e83-aee1-9834bef85a7e_game_2.replay26	28	20	237	A	core_destroyed	32	10	1820	500	5/5	0/1	4/5	0/1	5/5	1/1	182	50	10	14,8	10	13,10	16	7,7	56	11,10									6	4,11	6	16,8	8	5,11	8	17,8					9	5	1	0	5	1	26	7	0	0	0	0	1	0	4	1	0	0
2a91edc5-00de-4e83-aee1-9834bef85a7e_game_3.replay26	18	18	299	A	core_destroyed	26	6	1440	920	2/2	0/1	2/2	0/1	2/2	1/1	144	92	14	7,8	18	3,9	64	2,12	23	3,11			12	14,0					5	1,17	4	16,0	7	1,16	6	15,0					5	2	1	0	2	1	35	10	0	0	0	0	1	0	2	1	0	1
2a91edc5-00de-4e83-aee1-9834bef85a7e_game_4.replay26	21	8	197	B	core_destroyed	0	11	0	20	0/2	2/3	0/2	0/3	2/2	3/3	0	2	10	10,4	3	11,3													9	1,4	3	11,5	11	2,4	5	12,5					5	4	0	1	2	3	5	12	0	0	0	0	1	1	0	0	0	0
2a91edc5-00de-4e83-aee1-9834bef85a7e_game_5.replay26	25	25	202	A	core_destroyed	39	28	1430	140	4/4	0/0	4/4	0/0	4/4	0/0	143	14	23	15,14	28	10,10							18	19,16					7	1,7	6	14,18	9	2,7	8	20,17					9	3	1	0	4	0	51	13	0	0	0	0	2	0	0	0	0	1
dabfaf0a-3c0d-43f9-8cee-9833d93cbaad_game_1.replay26	25	25	176	A	core_destroyed	79	48	1160	1300	4/6	6/6	4/6	6/6	6/6	6/6	116	130	15	15,14	17	11,8	153	6,10			9	8,7			80	20,18			8	1,7	6	23,17	10	2,7	8	22,17					4	8	1	0	6	6	40	44	0	0	6	0	2	2	1	0	1	0
dabfaf0a-3c0d-43f9-8cee-9833d93cbaad_game_2.replay26	26	26	190	B	core_destroyed	59	7	1290	1490	3/7	4/4	3/7	4/4	5/7	4/4	129	149	58	17,21	24	10,8					8	8,4			29	21,19			7	2,6	6	23,17	9	2,5	8	22,17					5	10	0	1	7	4	29	19	0	0	4	0	1	3	0	0	1	0
dabfaf0a-3c0d-43f9-8cee-9833d93cbaad_game_3.replay26	18	18	136	A	core_destroyed	32	45	650	600	2/3	3/3	2/3	2/3	3/3	3/3	65	60	51	15,5	18	5,7					5	4,12			18	13,3			2	1,17	4	16,0	4	1,16	6	15,0					3	7	1	0	3	3	13	26	0	0	6	0	2	1	0	0	1	0
dabfaf0a-3c0d-43f9-8cee-9833d93cbaad_game_4.replay26	28	20	194	B	core_destroyed	178	446	1880	3670	5/9	12/13	5/9	12/13	9/9	13/13	188	367	91	5,7	10	12,8	32	12,6			7	6,8			13	18,10			6	6,6	5	21,6	8	7,6	7	20,6					6	11	0	1	9	13	33	59	0	0	2	0	2	2	4	0	2	0
dabfaf0a-3c0d-43f9-8cee-9833d93cbaad_game_5.replay26	28	20	631	A	core_destroyed	455	0	1740	0	1/3	0/1	1/3	0/1	3/3	1/1	174	0	16	6,8	10	10,8	186	2,6	556	11,9	8	9,11			11	18,10			7	1,11	12	15,5	9	2,11	14	14,5					11	8	1	0	3	1	43	28	0	0	3	0	2	0	2	1	3	0
4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb_game_1.replay26	26	26	190	A	core_destroyed	48	283	1270	1580	3/7	4/4	3/7	4/4	5/7	4/4	127	158	80	23,15	25	8,9					7	4,4			29	21,19			6	4,2	6	23,17	8	5,2	8	22,17					5	9	1	0	7	4	30	22	0	0	4	0	2	1	0	0	1	0
4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb_game_2.replay26	18	18	148	A	core_destroyed	64	28	660	690	2/4	2/2	2/4	2/2	3/4	2/2	66	69	92	12,2	20	3,9					5	4,13			26	13,3			4	1,17	4	16,0	6	1,15	6	15,0					4	5	1	0	4	2	24	7	0	0	6	0	1	1	0	0	1	0
4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb_game_3.replay26	14	18	385	A	core_destroyed	24	11	3370	2520	4/5	4/4	3/5	3/4	5/5	4/4	337	252	7	6,2	11	7,6	20	7,7	120	6,10					10	8,12			8	7,2	7	7,15	10	7,3	9	7,14					7	8	1	0	5	4	41	30	0	0	2	0	4	1	2	0	0	0
4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb_game_4.replay26	25	15	285	A	core_destroyed	38	25	1970	0	3/7	0/2	2/7	0/2	6/7	2/2	197	0	5	13,6	9	14,6	80	13,6			7	13,5			5	11,9			6	16,3	8	16,11	8	16,2	10	16,10					7	3	1	0	7	2	46	20	0	0	8	0	6	0	1	0	1	0
4aa6462e-4045-49a2-a38e-fc4fb5c7ffdb_game_5.replay26	25	25	163	B	core_destroyed	19	39	1030	2300	4/6	11/11	3/6	11/11	6/6	11/11	103	230	98	16,19	17	10,9	27	9,8	160	6,2	5	7,3			26	18,17			4	1,7	6	23,17	6	2,7	8	22,17					6	11	0	1	6	11	44	63	0	0	4	0	1	1	1	1	1	0
7aba35b6-b675-4e3d-b019-b9b08bb024a7_game_1.replay26	25	25	198	B	core_destroyed	153	180	460	1030	4/4	2/2	1/4	2/2	3/4	2/2	46	103	18	13,13	142	10,10			29	16,14			7	17,16	26	15,15	24	7,6	8	1,7	6	14,18	10	2,7	8	18,20					7	5	0	1	4	2	31	36	0	0	2	7	1	1	0	1	0	1
7aba35b6-b675-4e3d-b019-b9b08bb024a7_game_2.replay26	16	16	167	B	core_destroyed	216	32	880	850	3/4	3/4	3/4	2/4	4/4	4/4	88	85	17	10,8	20	5,4			64	14,10			5	13,13	31	10,12			4	1,4	3	14,11	6	1,3	5	14,12					9	5	0	1	4	4	34	28	0	0	2	0	2	2	0	1	0	1
7aba35b6-b675-4e3d-b019-b9b08bb024a7_game_3.replay26	16	16	189	A	core_destroyed	158	16	1240	520	3/7	4/4	3/7	1/4	7/7	4/4	124	52	11	8,5	108	9,13			68	14,8			6	9,10	42	12,9	18	5,3	9	1,6	5	14,9	11	2,6	7	10,13					7	4	1	0	7	4	26	29	0	0	2	6	3	2	0	1	0	1
7aba35b6-b675-4e3d-b019-b9b08bb024a7_game_4.replay26	26	26	173	B	core_destroyed	97	89	1180	990	3/3	5/5	3/3	3/5	3/3	5/5	118	99	22	12,14	80	16,13							8	17,20	27	14,16	31	5,7	6	2,6	7	23,19	8	2,5	9	22,21					10	5	0	1	3	5	11	31	0	0	4	4	5	2	0	0	0	1
7aba35b6-b675-4e3d-b019-b9b08bb024a7_game_5.replay26	24	24	1000	A	titanium_collected	3662	56	2470	300	3/3	12/14	1/3	0/14	3/3	11/14	247	30	37	12,9	664	2,6	679	6,6	270	16,16			9	15,20	44	15,12	36	3,5	6	0,2	8	23,21	8	1,2	10	21,15					10	5	1	1	3	14	22	89	0	0	3	4	2	1	1	1	0	1
3d2150b9-e4df-418c-944b-696779b61b28_game_1.replay26	18	18	161	B	core_destroyed	55	50	150	760	0/1	2/2	0/1	2/2	0/1	2/2	15	76	84	3,17	13	8,5					5	1,16			21	14,4	53	5,16	3	1,17	4	16,0	10	4,16	6	15,0					5	7	0	1	1	2	15	6	0	0	5	1	1	3	0	0	1	0
3d2150b9-e4df-418c-944b-696779b61b28_game_2.replay26	24	24	157	A	core_destroyed	74	175	1530	350	6/8	1/1	6/8	1/1	7/8	1/1	153	35	62	21,16	36	13,7					13	1,1			40	17,19	57	11,8	12	10,4	11	23,21	14	10,3	13	22,21					1	6	1	0	8	1	45	5	0	0	5	3	4	2	0	0	1	0
3d2150b9-e4df-418c-944b-696779b61b28_game_3.replay26	25	15	209	A	core_destroyed	72	90	1140	920	4/4	3/3	3/4	2/3	4/4	3/3	114	92	8	9,3	7	12,6					7	10,2			9	13,10	12	16,6	6	16,6	9	6,13	8	16,5	11	7,13					6	7	1	0	4	3	33	28	0	0	6	2	3	2	0	0	1	0
3d2150b9-e4df-418c-944b-696779b61b28_game_4.replay26	16	16	167	A	core_destroyed	82	75	1730	1100	6/6	3/4	6/6	3/4	6/6	4/4	173	110	109	8,8	10	8,6	22	7,6			5	6,2			17	10,12	16	8,3	4	1,6	5	14,9	6	2,6	7	13,9					6	8	1	0	6	4	28	19	0	0	5	1	3	1	2	0	1	0
3d2150b9-e4df-418c-944b-696779b61b28_game_5.replay26	26	26	222	B	core_destroyed	46	159	1790	1900	5/7	7/7	3/7	6/7	7/7	7/7	179	190	46	3,6	26	8,6	148	8,7			6	4,4			25	19,18	50	10,6	5	1,6	10	21,24	7	2,6	12	21,23					6	7	0	1	7	7	48	28	0	0	6	3	1	3	0	0	2	0
25662616-b6b2-4b12-9321-1f7f77a78539_game_1.replay26	28	20	166	B	core_destroyed	63	67	560	1350	3/4	4/4	3/4	4/4	4/4	4/4	56	135	7	13,8	7	13,10			56	16,8			5	18,11	52	18,8	17	9,10	4	6,6	3	16,8	6	7,6	5	17,8					7	3	0	1	4	4	16	19	0	0	0	5	2	5	0	1	0	1
25662616-b6b2-4b12-9321-1f7f77a78539_game_2.replay26	16	16	149	B	core_destroyed	142	19	1050	710	4/4	1/3	4/4	1/3	4/4	3/3	105	71	13	9,6	36	4,6			124	8,14			5	14,13	20	12,9	14	5,4	9	1,6	4	14,9	11	2,6	6	13,9					9	4	0	1	4	3	24	18	0	0	4	4	4	1	0	1	0	2
25662616-b6b2-4b12-9321-1f7f77a78539_game_3.replay26	28	20	154	A	core_destroyed	133	58	590	290	3/3	1/3	2/3	1/3	3/3	2/3	59	29	17	21,8	13	14,12			119	15,11			11	15,12	22	24,11	20	9,10	13	12,14	10	26,11	15	12,13	12	25,11					5	5	1	0	3	3	20	40	0	0	2	4	2	1	0	1	0	1
25662616-b6b2-4b12-9321-1f7f77a78539_game_4.replay26	10	10	205	A	core_destroyed	141	12	1260	400	3/4	0/0	3/4	0/0	4/4	0/0	126	40	8	6,4	8	5,9							5	8,8	17	3,7	7	4,3	8	6,2	4	3,7	10	6,1	6	4,7					5	4	1	0	4	0	20	6	0	0	0	4	5	1	0	0	0	1
25662616-b6b2-4b12-9321-1f7f77a78539_game_5.replay26	21	8	499	A	core_destroyed	150	12	2300	2200	2/2	2/4	2/2	2/4	2/2	3/4	230	220	6	9,3	7	11,3			64	10,2			5	13,2			19	7,4	7	1,4	4	11,5	9	2,4	6	12,5					9	1	1	0	2	4	11	9	0	0	0	3	4	2	0	2	0	1
c1baf2ca-8cfb-4864-86fe-78d5189fbab0_game_1.replay26	18	18	750	B	core_destroyed	76	43	3700	3700	3/3	2/2	2/3	2/2	3/3	2/2	370	370	12	8,8	36	0,12	43	0,15					7	17,1	22	9,8	23	3,13	8	1,17	6	16,0	10	1,16	9	15,0					6	4	0	1	3	2	26	9	0	0	2	6	6	3	1	0	0	1
c1baf2ca-8cfb-4864-86fe-78d5189fbab0_game_2.replay26	20	26	113	B	core_destroyed	171	111	650	780	4/4	5/5	3/4	5/5	4/4	5/5	65	78	12	10,9	57	7,8							8	9,21	16	10,14	13	11,7	4	9,2	7	14,18	6	9,3	10	10,15					8	4	0	1	4	5	44	35	0	0	2	7	1	1	0	0	0	1
c1baf2ca-8cfb-4864-86fe-78d5189fbab0_game_3.replay26	26	26	170	A	core_destroyed	24	223	1170	2130	3/3	10/11	3/3	10/11	3/3	11/11	117	213	22	14,12	44	13,17			74	14,13			7	18,18	27	14,16	28	5,7	6	2,6	6	21,23	8	2,5	8	21,22					7	8	1	0	3	11	11	37	0	0	1	1	4	3	0	2	0	2
c1baf2ca-8cfb-4864-86fe-78d5189fbab0_game_4.replay26	16	16	132	B	core_destroyed	530	27	760	490	3/3	2/2	3/3	2/2	3/3	2/2	76	49	20	11,8	16	5,5							6	13,13	121	8,7	48	2,1	4	1,4	4	14,11	6	1,3	6	14,12					7	3	0	1	3	2	17	19	0	0	1	2	2	2	0	0	0	1
c1baf2ca-8cfb-4864-86fe-78d5189fbab0_game_5.replay26	28	20	619	B	core_destroyed	190	12	1460	1580	1/2	1/4	1/2	1/4	2/2	4/4	146	158	18	17,9	11	17,11			121	13,9			14	16,10	23	14,6	9	9,10	13	12,14	13	26,11	15	12,13	15	25,11					7	1	0	1	2	4	15	50	0	0	4	4	2	2	0	2	0	1
