tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v536trust_archipelago_s1_A	archipelago	1	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	308	0	3450	3240
v537socket_archipelago_s1_A	archipelago	1	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	195	0	980	1270
v538refine_archipelago_s1_A	archipelago	1	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	209	0	1390	1550
v536trust_archipelago_s1_B	archipelago	1	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	273	0	1270	1290
v537socket_archipelago_s1_B	archipelago	1	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	214	0	960	3030
v538refine_archipelago_s1_B	archipelago	1	B	v538refine	US	_v538refine	Core destroyed	183	0	2270	620
v536trust_archipelago_s2_A	archipelago	2	A	v536trust	US	_v536trustport	Core destroyed	516	0	5950	2370
v537socket_archipelago_s2_A	archipelago	2	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	187	0	360	1290
v538refine_archipelago_s2_A	archipelago	2	A	v538refine	US	_v538refine	Core destroyed	153	0	1760	730
v536trust_archipelago_s2_B	archipelago	2	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	202	0	940	940
v537socket_archipelago_s2_B	archipelago	2	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	473	0	880	2670
v538refine_archipelago_s2_B	archipelago	2	B	v538refine	US	_v538refine	Core destroyed	312	0	2630	1060
v536trust_archipelago_s3_A	archipelago	3	A	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	298	0	4310	1460
v537socket_archipelago_s3_A	archipelago	3	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	195	0	980	1270
v538refine_archipelago_s3_A	archipelago	3	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	186	0	1340	1200
v536trust_archipelago_s3_B	archipelago	3	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	320	0	2880	3350
v537socket_archipelago_s3_B	archipelago	3	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	177	0	560	1290
v538refine_archipelago_s3_B	archipelago	3	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	158	0	790	1250
v536trust_archipelago_s4_A	archipelago	4	A	v536trust	US	_v536trustport	Titanium collected (tiebreak)	1000	0	8260	6200
v537socket_archipelago_s4_A	archipelago	4	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	311	0	1680	3350
v538refine_archipelago_s4_A	archipelago	4	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	677	0	9300	6920
v536trust_archipelago_s4_B	archipelago	4	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	416	0	3780	5990
v537socket_archipelago_s4_B	archipelago	4	B	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	340	0	1590	4290
v538refine_archipelago_s4_B	archipelago	4	B	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	305	0	1700	3420
v536trust_archipelago_s5_A	archipelago	5	A	v536trust	US	_v536trustport	Core destroyed	613	0	3200	2490
v537socket_archipelago_s5_A	archipelago	5	A	v537socket	OPP	_x3r0v169mjolnir	Core destroyed	158	0	980	1130
v538refine_archipelago_s5_A	archipelago	5	A	v538refine	OPP	_x3r0v169mjolnir	Core destroyed	209	0	1390	1550
v536trust_archipelago_s5_B	archipelago	5	B	v536trust	OPP	_x3r0v169mjolnir	Core destroyed	296	0	2810	4090
