w0_1	midgard	A	342000	215	INSTR	C63	A	547	214	54	5	45	43	2	9	9	4	5	0	9	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	3	92	87	0	66	62	4	21	21	1	20	0	9	0	0	0	0	0	0	0	16	5	0	4	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	5	214	144	19	133	125	8	11	11	5	6	0	3	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	7	214	165	22	160	156	4	5	4	3	1	0	2	0	0	1	0	0	0	0	4	0	1	10	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	9	86	64	5	57	54	3	7	7	5	2	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	11	214	69	131	61	54	7	8	8	4	4	0	1	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	457	194	60	0	52	50	2	8	8	5	3	0	7	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	14	73	60	3	52	51	1	8	8	2	6	0	0	0	0	0	0	0	0	0	3	1	4	2	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	505	214	63	0	57	55	2	6	6	0	6	0	6	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	424	208	73	0	58	57	1	15	15	1	14	0	15	0	0	0	0	0	0	0	13	2	0	1	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	107	108	63	0	56	54	2	7	7	0	7	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
w0_1	midgard	A	342000	215	INSTR	C63	A	607	214	39	2	30	30	0	9	9	0	9	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0
w0_2	midgard	B	342000	499	CTRL	C63	B	4	155	96	2	80	76	4	16	6	0	6	0	1	10	0	0	0	0	0	0	10	5	1	8	0	10	0	0	0	0	10	0	0
w0_2	midgard	B	342000	499	CTRL	C63	B	6	498	425	5	307	273	34	118	46	45	1	0	6	72	0	0	0	0	0	0	11	107	0	265	0	72	0	0	0	2	69	1	0
w0_2	midgard	B	342000	499	CTRL	C63	B	8	498	197	0	134	129	5	63	59	4	55	0	4	1	0	3	0	0	0	0	59	1	3	111	0	1	0	0	0	0	1	0	0
w0_2	midgard	B	342000	499	CTRL	C63	B	10	83	62	0	49	49	0	13	6	3	3	0	0	7	0	0	0	0	0	0	5	0	8	3	0	7	0	0	6	0	1	0	0
w0_2	midgard	B	342000	499	CTRL	C63	B	12	498	474	3	256	238	18	218	128	41	87	0	40	90	0	0	0	0	0	0	175	42	1	382	0	90	0	0	0	0	25	65	0
w0_2	midgard	B	342000	499	CTRL	C63	B	103	333	294	0	285	167	118	9	9	2	7	0	2	0	0	0	0	0	0	0	4	4	1	232	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	3	188	61	0	60	58	2	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	5	219	165	25	154	144	10	11	11	11	0	0	7	0	0	0	0	0	0	0	7	4	0	3	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	7	219	165	5	151	147	4	14	12	11	1	0	11	0	0	2	0	0	0	0	11	1	2	3	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	9	117	82	0	68	66	2	14	14	13	1	0	9	0	0	0	0	0	0	0	13	1	0	4	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	565	219	55	0	49	47	2	6	6	6	0	0	6	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	484	219	57	0	57	52	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	403	170	56	0	51	47	4	5	5	5	0	0	5	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	11	219	103	14	91	80	11	12	12	4	8	0	6	0	0	0	0	0	0	0	9	3	0	9	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	14	109	59	0	57	53	4	2	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	525	219	65	0	61	53	8	4	4	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	342002	220	INSTR	C63	A	541	219	62	0	58	53	5	4	4	1	3	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0
w0_6	midgard	B	342002	97	CTRL	C63	B	4	96	68	0	60	58	2	8	8	0	8	0	1	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0
w0_6	midgard	B	342002	97	CTRL	C63	B	6	96	30	4	22	19	3	8	8	8	0	0	5	0	0	0	0	0	0	0	6	2	0	2	0	0	0	0	0	0	0	0	0
w0_6	midgard	B	342002	97	CTRL	C63	B	8	96	35	0	30	28	2	5	3	3	0	0	0	0	0	2	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0
