w0_1	midgard	A	340000	326	INSTR	C63	A	3	62	59	0	52	51	1	7	7	5	2	0	0	0	0	0	0	0	0	0	7	0	0	4
w0_1	midgard	A	340000	326	INSTR	C63	A	5	325	258	20	218	203	15	40	38	38	0	0	35	0	0	2	0	0	0	0	33	5	2	67
w0_1	midgard	A	340000	326	INSTR	C63	A	7	325	247	43	242	224	18	5	4	4	0	0	1	1	0	0	0	0	0	0	3	1	1	19
w0_1	midgard	A	340000	326	INSTR	C63	A	9	81	67	0	59	56	3	8	8	4	4	0	2	0	0	0	0	0	0	0	7	1	0	1
w0_1	midgard	A	340000	326	INSTR	C63	A	692	325	74	0	38	37	1	36	36	36	0	0	36	0	0	0	0	0	0	0	36	0	0	69
w0_1	midgard	A	340000	326	INSTR	C63	A	11	325	254	29	240	184	56	14	14	3	11	0	4	0	0	0	0	0	0	0	14	0	0	85
w0_1	midgard	A	340000	326	INSTR	C63	A	744	325	46	0	23	4	19	23	23	23	0	0	23	0	0	0	0	0	0	0	23	0	0	43
w0_1	midgard	A	340000	326	INSTR	C63	A	14	88	61	0	57	56	1	4	4	1	3	0	0	0	0	0	0	0	0	0	4	0	0	2
w0_1	midgard	A	340000	326	INSTR	C63	A	588	325	104	15	98	91	7	6	6	5	1	0	6	0	0	0	0	0	0	0	6	0	0	4
w0_1	midgard	A	340000	326	INSTR	C63	A	716	325	56	5	56	31	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
w0_1	midgard	A	340000	326	INSTR	C63	A	368	184	56	0	52	51	1	4	4	2	2	0	3	0	0	0	0	0	0	0	4	0	0	0
w0_1	midgard	A	340000	326	INSTR	C63	A	383	185	53	0	52	49	3	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
w0_2	midgard	B	340000	127	CTRL	C63	B	4	56	51	0	49	48	1	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
w0_2	midgard	B	340000	127	CTRL	C63	B	6	126	102	5	92	88	4	10	10	6	4	0	4	0	0	0	0	0	0	0	9	1	0	44
w0_2	midgard	B	340000	127	CTRL	C63	B	8	126	78	0	61	60	1	17	14	0	14	0	13	0	0	3	0	0	0	0	5	9	3	17
w0_2	midgard	B	340000	127	CTRL	C63	B	116	88	49	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
w0_2	midgard	B	340000	127	CTRL	C63	B	10	60	50	0	47	47	0	3	3	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0
w0_2	midgard	B	340000	127	CTRL	C63	B	12	126	47	6	40	25	15	7	7	2	5	0	0	0	0	0	0	0	0	0	7	0	0	0
w0_5	midgard	A	340002	105	CTRL	C63	A	3	104	55	0	53	52	1	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
w0_5	midgard	A	340002	105	CTRL	C63	A	5	104	62	10	50	46	4	12	12	9	3	0	1	0	0	0	0	0	0	0	12	0	0	11
w0_5	midgard	A	340002	105	CTRL	C63	A	7	104	89	5	87	86	1	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	36
w0_5	midgard	A	340002	105	CTRL	C63	A	9	104	73	0	66	63	3	7	7	5	2	0	4	0	0	0	0	0	0	0	5	2	0	2
w0_5	midgard	A	340002	105	CTRL	C63	A	12	104	47	5	38	38	0	9	8	1	7	0	0	0	0	1	0	0	0	0	8	0	1	8
w0_5	midgard	A	340002	105	CTRL	C63	A	14	104	50	0	49	49	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
w0_6	midgard	B	340002	103	CTRL	C63	B	4	102	87	0	71	69	2	16	16	0	16	0	15	0	0	0	0	0	0	0	2	13	1	25
w0_6	midgard	B	340002	103	CTRL	C63	B	6	102	63	4	60	58	2	3	2	2	0	0	0	0	0	1	0	0	0	0	2	0	1	3
w0_6	midgard	B	340002	103	CTRL	C63	B	8	102	50	10	48	45	3	2	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	9
w0_6	midgard	B	340002	103	CTRL	C63	B	10	102	65	0	60	58	2	5	5	3	2	0	0	0	0	0	0	0	0	0	4	1	0	2
w0_6	midgard	B	340002	103	CTRL	C63	B	12	102	73	0	51	48	3	22	20	4	16	0	16	0	0	2	0	0	0	0	19	1	2	24
w0_6	midgard	B	340002	103	CTRL	C63	B	19	87	71	0	55	55	0	16	16	0	16	0	0	0	0	0	0	0	0	0	16	0	0	25
w0_9	midgard	A	340004	147	CTRL	C63	A	3	68	60	0	55	51	4	5	5	2	3	0	2	0	0	0	0	0	0	0	5	0	0	1
w0_9	midgard	A	340004	147	CTRL	C63	A	5	146	96	5	73	67	6	23	7	0	7	0	0	15	0	1	0	0	0	0	3	19	1	32
w0_9	midgard	A	340004	147	CTRL	C63	A	7	146	124	15	116	101	15	8	8	5	3	0	0	0	0	0	0	0	0	0	8	0	0	31
w0_9	midgard	A	340004	147	CTRL	C63	A	9	98	86	0	76	64	12	10	10	7	3	0	6	0	0	0	0	0	0	0	9	1	0	11
