w1_3	midgard	A	340001	215	CTRL	C63	A	3	71	61	0	59	54	5	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
w1_3	midgard	A	340001	215	CTRL	C63	A	5	214	182	10	172	162	10	10	7	4	3	0	1	0	0	3	0	0	0	0	7	0	3	62
w1_3	midgard	A	340001	215	CTRL	C63	A	7	214	200	0	158	157	1	42	42	42	0	0	6	0	0	0	0	0	0	0	41	1	0	138
w1_3	midgard	A	340001	215	CTRL	C63	A	9	63	47	3	45	44	1	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
w1_3	midgard	A	340001	215	CTRL	C63	A	11	214	143	5	107	87	20	36	35	4	31	0	0	0	0	1	0	0	0	0	35	0	1	70
w1_3	midgard	A	340001	215	CTRL	C63	A	14	65	48	0	46	46	0	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
w1_4	midgard	B	340001	254	INSTR	C63	B	4	84	79	0	57	57	0	22	22	0	22	0	8	0	0	0	0	0	0	0	8	10	4	9
w1_4	midgard	B	340001	254	INSTR	C63	B	6	253	211	14	188	185	3	23	22	19	3	0	20	0	0	1	0	0	0	0	20	2	1	47
w1_4	midgard	B	340001	254	INSTR	C63	B	8	253	174	15	156	154	2	18	16	8	8	0	9	0	0	2	0	0	0	0	9	7	2	5
w1_4	midgard	B	340001	254	INSTR	C63	B	10	253	77	2	63	59	4	14	14	11	3	0	1	0	0	0	0	0	0	0	13	0	1	1
w1_4	midgard	B	340001	254	INSTR	C63	B	12	253	216	9	195	150	45	21	13	6	7	0	5	6	0	2	0	0	0	0	12	1	8	44
w1_4	midgard	B	340001	254	INSTR	C63	B	137	253	76	0	69	63	6	7	7	0	7	0	0	0	0	0	0	0	0	0	5	2	0	0
w1_4	midgard	B	340001	254	INSTR	C63	B	509	253	85	0	54	54	0	31	31	2	29	0	31	0	0	0	0	0	0	0	31	0	0	55
w1_4	midgard	B	340001	254	INSTR	C63	B	32	92	53	0	51	51	0	2	2	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0
w1_4	midgard	B	340001	254	INSTR	C63	B	626	253	17	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
w1_7	midgard	A	340003	100	CTRL	C63	A	3	99	64	0	64	59	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
w1_7	midgard	A	340003	100	CTRL	C63	A	5	99	72	9	69	62	7	3	2	2	0	0	0	0	0	1	0	0	0	0	2	0	1	11
w1_7	midgard	A	340003	100	CTRL	C63	A	7	99	30	4	27	23	4	3	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
w1_7	midgard	A	340003	100	CTRL	C63	A	9	99	96	0	73	68	5	23	23	2	21	0	21	0	0	0	0	0	0	0	23	0	0	39
w1_7	midgard	A	340003	100	CTRL	C63	A	11	99	44	0	43	38	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
w1_7	midgard	A	340003	100	CTRL	C63	A	14	99	61	0	53	53	0	8	8	0	8	0	0	0	0	0	0	0	0	0	5	3	0	0
w1_8	midgard	B	340003	153	CTRL	C63	B	22	61	52	0	50	48	2	2	2	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1
w1_8	midgard	B	340003	153	CTRL	C63	B	4	152	60	0	60	54	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
w1_8	midgard	B	340003	153	CTRL	C63	B	6	152	107	4	76	75	1	31	31	31	0	0	30	0	0	0	0	0	0	0	13	18	0	54
w1_8	midgard	B	340003	153	CTRL	C63	B	8	152	111	10	65	62	3	46	45	30	15	0	43	0	0	1	0	0	0	0	31	13	2	51
w1_8	midgard	B	340003	153	CTRL	C63	B	10	76	62	0	58	56	2	4	4	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1
