w1_3	midgard	A	342001	282	INSTR	C63	A	547	265	64	5	62	58	4	2	2	1	1	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	3	101	97	0	68	66	2	29	29	1	28	0	0	0	0	0	0	0	0	0	28	1	0	31	0	0	0	0	0	0	0	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	5	281	210	25	192	178	14	18	16	9	7	0	11	0	0	2	0	0	0	0	15	1	2	27	0	0	0	0	0	0	0	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	7	281	175	30	169	165	4	6	6	3	3	0	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	679	281	65	0	0	0	0	65	0	0	0	0	0	65	0	0	0	0	0	0	0	0	65	0	0	65	0	0	0	0	65	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	9	97	50	0	46	40	6	4	4	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	645	281	75	0	4	4	0	71	54	54	0	0	54	17	0	0	0	0	0	0	0	5	66	9	0	17	0	0	0	0	5	12	0
w1_3	midgard	A	342001	282	INSTR	C63	A	113	126	79	0	67	60	7	12	12	6	6	0	4	0	0	0	0	0	0	0	10	0	2	3	0	0	0	0	0	0	0	0	0
w1_3	midgard	A	342001	282	INSTR	C63	A	12	281	248	5	146	123	23	102	35	9	26	0	7	67	0	0	0	0	0	0	35	57	10	144	0	67	0	0	0	0	3	64	0
w1_3	midgard	A	342001	282	INSTR	C63	A	619	281	85	0	22	22	0	63	21	21	0	0	0	42	0	0	0	0	0	0	63	0	0	78	0	42	0	0	0	0	21	21	0
w1_3	midgard	A	342001	282	INSTR	C63	A	14	57	50	0	41	40	1	9	9	7	2	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0
