tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
p514ndG_glacierkeep_g0	p514ndG	glacierkeep	0	8200	A	US	p514nd	Titanium collected (tiebreak)	1000	0	180	40
p514ndG_glacierkeep_g1	p514ndG	glacierkeep	1	8201	B	US	p514nd	Core destroyed	397	0	0	0
p514ndG_glacierkeep_g2	p514ndG	glacierkeep	2	8202	A	US	p514nd	Core destroyed	208	0	460	0
p514ndG_glacierkeep_g3	p514ndG	glacierkeep	3	8203	B	US	p514nd	Titanium collected (tiebreak)	1000	0	250	0
p514ndG_glacierkeep_g4	p514ndG	glacierkeep	4	8204	A	US	p514nd	Core destroyed	354	0	820	0
p514ndG_glacierkeep_g5	p514ndG	glacierkeep	5	8205	B	US	p514nd	Titanium collected (tiebreak)	1000	0	180	0
p514ndG_nordkap_g0	p514ndG	nordkap	0	8200	A	US	p514nd	Core destroyed	221	0	340	40
p514ndG_nordkap_g1	p514ndG	nordkap	1	8201	B	OPP	_v488beltbreak2	Core destroyed	418	0	270	2920
p514ndG_nordkap_g2	p514ndG	nordkap	2	8202	A	US	p514nd	Core destroyed	262	0	930	230
p514ndG_nordkap_g3	p514ndG	nordkap	3	8203	B	US	p514nd	Core destroyed	329	0	200	310
p514ndG_nordkap_g4	p514ndG	nordkap	4	8204	A	OPP	_v488beltbreak2	Core destroyed	304	0	2270	4740
p514ndG_nordkap_g5	p514ndG	nordkap	5	8205	B	US	p514nd	Titanium collected (tiebreak)	1000	0	1070	140
p514ndG_atoll_g0	p514ndG	atoll	0	8200	A	US	p514nd	Titanium collected (tiebreak)	1000	0	2670	2440
p514ndG_atoll_g1	p514ndG	atoll	1	8201	B	US	p514nd	Core destroyed	138	0	660	120
p514ndG_atoll_g2	p514ndG	atoll	2	8202	A	US	p514nd	Titanium collected (tiebreak)	1000	0	4970	4960
p514ndG_atoll_g3	p514ndG	atoll	3	8203	B	OPP	_v488beltbreak2	Core destroyed	280	0	1360	2820
p514ndG_atoll_g4	p514ndG	atoll	4	8204	A	OPP	_v488beltbreak2	Core destroyed	249	0	730	2040
p514ndG_atoll_g5	p514ndG	atoll	5	8205	B	OPP	_v488beltbreak2	Core destroyed	168	0	250	570
p514ndG_midgard_g0	p514ndG	midgard	0	8200	A	OPP	_v488beltbreak2	Core destroyed	295	0	780	930
p514ndG_midgard_g1	p514ndG	midgard	1	8201	B	OPP	_v488beltbreak2	Core destroyed	185	0	630	2120
p514ndG_midgard_g2	p514ndG	midgard	2	8202	A	OPP	_v488beltbreak2	Core destroyed	265	0	520	3010
p514ndG_midgard_g3	p514ndG	midgard	3	8203	B	OPP	_v488beltbreak2	Core destroyed	118	0	630	1370
p514ndG_midgard_g4	p514ndG	midgard	4	8204	A	OPP	_v488beltbreak2	Core destroyed	256	0	440	2600
p514ndG_midgard_g5	p514ndG	midgard	5	8205	B	OPP	_v488beltbreak2	Core destroyed	269	0	610	4000
p514ndG_drakkarfjord_g0	p514ndG	drakkarfjord	0	8200	A	OPP	_v488beltbreak2	Core destroyed	171	0	270	1200
p514ndG_drakkarfjord_g1	p514ndG	drakkarfjord	1	8201	B	US	p514nd	Core destroyed	143	0	610	0
p514ndG_drakkarfjord_g2	p514ndG	drakkarfjord	2	8202	A	OPP	_v488beltbreak2	Core destroyed	687	0	310	5760
p514ndG_drakkarfjord_g3	p514ndG	drakkarfjord	3	8203	B	US	p514nd	Core destroyed	155	0	670	0
p514ndG_drakkarfjord_g4	p514ndG	drakkarfjord	4	8204	A	OPP	_v488beltbreak2	Core destroyed	234	0	340	1890
p514ndG_drakkarfjord_g5	p514ndG	drakkarfjord	5	8205	B	US	p514nd	Core destroyed	114	0	340	0
