tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
parent514E_glacierkeep_g0	parent514E	glacierkeep	0	7800	A	US	parent514	Core destroyed	285	0	170	0
parent514E_glacierkeep_g1	parent514E	glacierkeep	1	7801	B	OPP	_v488beltbreak2	Core destroyed	729	0	290	0
parent514E_glacierkeep_g2	parent514E	glacierkeep	2	7802	A	US	parent514	Core destroyed	361	0	840	0
parent514E_glacierkeep_g3	parent514E	glacierkeep	3	7803	B	US	parent514	Core destroyed	221	0	260	0
parent514E_glacierkeep_g4	parent514E	glacierkeep	4	7804	A	US	parent514	Core destroyed	364	0	190	0
parent514E_glacierkeep_g5	parent514E	glacierkeep	5	7805	B	US	parent514	Titanium collected (tiebreak)	1000	0	20	0
parent514E_nordkap_g0	parent514E	nordkap	0	7800	A	OPP	_v488beltbreak2	Core destroyed	336	0	900	2620
parent514E_nordkap_g1	parent514E	nordkap	1	7801	B	OPP	_v488beltbreak2	Core destroyed	153	0	40	690
parent514E_nordkap_g2	parent514E	nordkap	2	7802	A	US	parent514	Core destroyed	240	0	650	270
parent514E_nordkap_g3	parent514E	nordkap	3	7803	B	US	parent514	Core destroyed	541	0	5050	6010
parent514E_nordkap_g4	parent514E	nordkap	4	7804	A	OPP	_v488beltbreak2	Core destroyed	208	0	110	2700
parent514E_nordkap_g5	parent514E	nordkap	5	7805	B	OPP	_v488beltbreak2	Core destroyed	346	0	100	2430
parent514E_atoll_g0	parent514E	atoll	0	7800	A	OPP	_v488beltbreak2	Core destroyed	262	0	830	1460
parent514E_atoll_g1	parent514E	atoll	1	7801	B	OPP	_v488beltbreak2	Core destroyed	166	0	290	690
parent514E_atoll_g2	parent514E	atoll	2	7802	A	OPP	_v488beltbreak2	Core destroyed	567	0	3490	2800
parent514E_atoll_g3	parent514E	atoll	3	7803	B	OPP	_v488beltbreak2	Core destroyed	528	0	1490	5030
parent514E_atoll_g4	parent514E	atoll	4	7804	A	US	parent514	Core destroyed	674	0	5390	3690
parent514E_atoll_g5	parent514E	atoll	5	7805	B	OPP	_v488beltbreak2	Core destroyed	204	0	480	1800
parent514E_midgard_g0	parent514E	midgard	0	7800	A	OPP	_v488beltbreak2	Core destroyed	369	0	870	2330
parent514E_midgard_g1	parent514E	midgard	1	7801	B	OPP	_v488beltbreak2	Core destroyed	168	0	490	2010
parent514E_midgard_g2	parent514E	midgard	2	7802	A	US	parent514	Core destroyed	132	0	1030	1070
parent514E_midgard_g3	parent514E	midgard	3	7803	B	OPP	_v488beltbreak2	Core destroyed	119	0	650	1490
parent514E_midgard_g4	parent514E	midgard	4	7804	A	OPP	_v488beltbreak2	Core destroyed	374	0	1170	4550
parent514E_midgard_g5	parent514E	midgard	5	7805	B	OPP	_v488beltbreak2	Core destroyed	119	0	580	1290
parent514E_drakkarfjord_g0	parent514E	drakkarfjord	0	7800	A	US	parent514	Titanium collected (tiebreak)	1000	0	4740	2430
parent514E_drakkarfjord_g1	parent514E	drakkarfjord	1	7801	B	US	parent514	Core destroyed	143	0	610	0
parent514E_drakkarfjord_g2	parent514E	drakkarfjord	2	7802	A	OPP	_v488beltbreak2	Core destroyed	213	0	270	1710
parent514E_drakkarfjord_g3	parent514E	drakkarfjord	3	7803	B	US	parent514	Core destroyed	135	0	600	0
parent514E_drakkarfjord_g4	parent514E	drakkarfjord	4	7804	A	OPP	_v488beltbreak2	Core destroyed	212	0	310	1850
parent514E_drakkarfjord_g5	parent514E	drakkarfjord	5	7805	B	US	parent514	Core destroyed	227	0	1140	210
