tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
only2C_glacierkeep_g0	only2C	glacierkeep	0	7600	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	150	2170
only2C_glacierkeep_g1	only2C	glacierkeep	1	7601	B	US	only2	Core destroyed	621	0	140	0
only2C_glacierkeep_g2	only2C	glacierkeep	2	7602	A	US	only2	Core destroyed	193	0	160	0
only2C_glacierkeep_g3	only2C	glacierkeep	3	7603	B	OPP	_v488beltbreak2	Harvesters (tiebreak)	1000	0	0	0
only2C_glacierkeep_g4	only2C	glacierkeep	4	7604	A	US	only2	Core destroyed	277	0	160	0
only2C_glacierkeep_g5	only2C	glacierkeep	5	7605	B	US	only2	Titanium collected (tiebreak)	1000	0	190	0
only2C_nordkap_g0	only2C	nordkap	0	7600	A	OPP	_v488beltbreak2	Core destroyed	344	0	260	2580
only2C_nordkap_g1	only2C	nordkap	1	7601	B	US	only2	Core destroyed	727	0	5740	1450
only2C_nordkap_g2	only2C	nordkap	2	7602	A	US	only2	Core destroyed	266	0	760	90
only2C_nordkap_g3	only2C	nordkap	3	7603	B	OPP	_v488beltbreak2	Core destroyed	156	0	110	1160
only2C_nordkap_g4	only2C	nordkap	4	7604	A	OPP	_v488beltbreak2	Core destroyed	189	0	150	1300
only2C_nordkap_g5	only2C	nordkap	5	7605	B	OPP	_v488beltbreak2	Core destroyed	325	0	1100	5760
only2C_atoll_g0	only2C	atoll	0	7600	A	OPP	_v488beltbreak2	Core destroyed	224	0	1080	1500
only2C_atoll_g1	only2C	atoll	1	7601	B	US	only2	Core destroyed	117	0	350	350
only2C_atoll_g2	only2C	atoll	2	7602	A	US	only2	Core destroyed	379	0	1150	270
only2C_atoll_g3	only2C	atoll	3	7603	B	OPP	_v488beltbreak2	Core destroyed	827	0	1250	2240
only2C_atoll_g4	only2C	atoll	4	7604	A	US	only2	Core destroyed	542	0	2750	2840
only2C_atoll_g5	only2C	atoll	5	7605	B	US	only2	Core destroyed	386	0	1920	210
only2C_midgard_g0	only2C	midgard	0	7600	A	US	only2	Core destroyed	830	0	7620	5750
only2C_midgard_g1	only2C	midgard	1	7601	B	OPP	_v488beltbreak2	Core destroyed	299	0	500	4570
only2C_midgard_g2	only2C	midgard	2	7602	A	OPP	_v488beltbreak2	Core destroyed	220	0	920	1340
only2C_midgard_g3	only2C	midgard	3	7603	B	OPP	_v488beltbreak2	Core destroyed	197	0	690	2270
only2C_midgard_g4	only2C	midgard	4	7604	A	US	only2	Core destroyed	157	0	1060	890
only2C_midgard_g5	only2C	midgard	5	7605	B	OPP	_v488beltbreak2	Core destroyed	178	0	640	1990
only2C_drakkarfjord_g0	only2C	drakkarfjord	0	7600	A	US	only2	Core destroyed	288	0	2610	620
only2C_drakkarfjord_g1	only2C	drakkarfjord	1	7601	B	US	only2	Titanium collected (tiebreak)	1000	0	490	0
only2C_drakkarfjord_g2	only2C	drakkarfjord	2	7602	A	US	only2	Core destroyed	178	0	780	130
only2C_drakkarfjord_g3	only2C	drakkarfjord	3	7603	B	US	only2	Core destroyed	123	0	440	0
only2C_drakkarfjord_g4	only2C	drakkarfjord	4	7604	A	US	only2	Titanium collected (tiebreak)	1000	0	8950	8280
only2C_drakkarfjord_g5	only2C	drakkarfjord	5	7605	B	US	only2	Core destroyed	161	0	700	0
