tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
only1C_glacierkeep_g0	only1C	glacierkeep	0	7600	A	US	only1	Core destroyed	753	0	940	990
only1C_glacierkeep_g1	only1C	glacierkeep	1	7601	B	OPP	_v488beltbreak2	Core destroyed	957	0	270	0
only1C_glacierkeep_g2	only1C	glacierkeep	2	7602	A	US	only1	Core destroyed	275	0	300	0
only1C_glacierkeep_g3	only1C	glacierkeep	3	7603	B	US	only1	Core destroyed	477	0	60	0
only1C_glacierkeep_g4	only1C	glacierkeep	4	7604	A	US	only1	Core destroyed	286	0	640	0
only1C_glacierkeep_g5	only1C	glacierkeep	5	7605	B	US	only1	Titanium collected (tiebreak)	1000	0	170	0
only1C_nordkap_g0	only1C	nordkap	0	7600	A	OPP	_v488beltbreak2	Core destroyed	493	0	110	180
only1C_nordkap_g1	only1C	nordkap	1	7601	B	OPP	_v488beltbreak2	Core destroyed	394	0	1590	3570
only1C_nordkap_g2	only1C	nordkap	2	7602	A	OPP	_v488beltbreak2	Core destroyed	197	0	320	2360
only1C_nordkap_g3	only1C	nordkap	3	7603	B	US	only1	Core destroyed	145	0	650	0
only1C_nordkap_g4	only1C	nordkap	4	7604	A	OPP	_v488beltbreak2	Core destroyed	470	0	890	720
only1C_nordkap_g5	only1C	nordkap	5	7605	B	US	only1	Core destroyed	181	0	850	40
only1C_atoll_g0	only1C	atoll	0	7600	A	US	only1	Core destroyed	556	0	3840	1940
only1C_atoll_g1	only1C	atoll	1	7601	B	OPP	_v488beltbreak2	Core destroyed	205	0	980	900
only1C_atoll_g2	only1C	atoll	2	7602	A	US	only1	Core destroyed	318	0	1560	2010
only1C_atoll_g3	only1C	atoll	3	7603	B	OPP	_v488beltbreak2	Core destroyed	206	0	360	620
only1C_atoll_g4	only1C	atoll	4	7604	A	OPP	_v488beltbreak2	Core destroyed	432	0	1900	1910
only1C_atoll_g5	only1C	atoll	5	7605	B	OPP	_v488beltbreak2	Core destroyed	265	0	1280	1410
only1C_midgard_g0	only1C	midgard	0	7600	A	OPP	_v488beltbreak2	Core destroyed	196	0	440	1840
only1C_midgard_g1	only1C	midgard	1	7601	B	OPP	_v488beltbreak2	Core destroyed	147	0	750	1080
only1C_midgard_g2	only1C	midgard	2	7602	A	OPP	_v488beltbreak2	Core destroyed	163	0	630	1170
only1C_midgard_g3	only1C	midgard	3	7603	B	OPP	_v488beltbreak2	Core destroyed	180	0	860	2560
only1C_midgard_g4	only1C	midgard	4	7604	A	OPP	_v488beltbreak2	Core destroyed	273	0	660	3390
only1C_midgard_g5	only1C	midgard	5	7605	B	OPP	_v488beltbreak2	Core destroyed	301	0	500	3060
only1C_drakkarfjord_g0	only1C	drakkarfjord	0	7600	A	US	only1	Core destroyed	545	0	400	0
only1C_drakkarfjord_g1	only1C	drakkarfjord	1	7601	B	US	only1	Core destroyed	156	0	670	0
only1C_drakkarfjord_g2	only1C	drakkarfjord	2	7602	A	OPP	_v488beltbreak2	Core destroyed	211	0	290	1540
only1C_drakkarfjord_g3	only1C	drakkarfjord	3	7603	B	US	only1	Core destroyed	123	0	350	0
only1C_drakkarfjord_g4	only1C	drakkarfjord	4	7604	A	OPP	_v488beltbreak2	Core destroyed	206	0	300	1410
only1C_drakkarfjord_g5	only1C	drakkarfjord	5	7605	B	OPP	_v488beltbreak2	Core destroyed	885	0	430	0
