tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
flagoffH_glacierkeep_g0	flagoffH	glacierkeep	0	8300	A	US	flagoff	Core destroyed	351	0	860	0
flagoffH_glacierkeep_g1	flagoffH	glacierkeep	1	8301	B	US	flagoff	Core destroyed	265	0	10	0
flagoffH_glacierkeep_g2	flagoffH	glacierkeep	2	8302	A	US	flagoff	Core destroyed	345	0	250	0
flagoffH_glacierkeep_g3	flagoffH	glacierkeep	3	8303	B	US	flagoff	Core destroyed	326	0	10	0
flagoffH_glacierkeep_g4	flagoffH	glacierkeep	4	8304	A	US	flagoff	Core destroyed	377	0	200	0
flagoffH_glacierkeep_g5	flagoffH	glacierkeep	5	8305	B	US	flagoff	Titanium collected (tiebreak)	1000	0	220	0
flagoffH_nordkap_g0	flagoffH	nordkap	0	8300	A	OPP	_v488beltbreak2	Core destroyed	187	0	130	1810
flagoffH_nordkap_g1	flagoffH	nordkap	1	8301	B	US	flagoff	Core destroyed	201	0	480	110
flagoffH_nordkap_g2	flagoffH	nordkap	2	8302	A	US	flagoff	Core destroyed	300	0	4300	1910
flagoffH_nordkap_g3	flagoffH	nordkap	3	8303	B	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	4800	8950
flagoffH_nordkap_g4	flagoffH	nordkap	4	8304	A	US	flagoff	Core destroyed	409	0	3060	90
flagoffH_nordkap_g5	flagoffH	nordkap	5	8305	B	US	flagoff	Core destroyed	259	0	620	0
flagoffH_atoll_g0	flagoffH	atoll	0	8300	A	OPP	_v488beltbreak2	Core destroyed	160	0	870	760
flagoffH_atoll_g1	flagoffH	atoll	1	8301	B	OPP	_v488beltbreak2	Core destroyed	278	0	1620	2540
flagoffH_atoll_g2	flagoffH	atoll	2	8302	A	US	flagoff	Core destroyed	215	0	1050	670
flagoffH_atoll_g3	flagoffH	atoll	3	8303	B	OPP	_v488beltbreak2	Core destroyed	393	0	1860	2580
flagoffH_atoll_g4	flagoffH	atoll	4	8304	A	US	flagoff	Core destroyed	205	0	1360	410
flagoffH_atoll_g5	flagoffH	atoll	5	8305	B	US	flagoff	Core destroyed	180	0	860	510
flagoffH_midgard_g0	flagoffH	midgard	0	8300	A	US	flagoff	Core destroyed	288	0	970	1270
flagoffH_midgard_g1	flagoffH	midgard	1	8301	B	OPP	_v488beltbreak2	Core destroyed	162	0	700	1770
flagoffH_midgard_g2	flagoffH	midgard	2	8302	A	US	flagoff	Core destroyed	291	0	2820	1710
flagoffH_midgard_g3	flagoffH	midgard	3	8303	B	OPP	_v488beltbreak2	Core destroyed	120	0	660	1510
flagoffH_midgard_g4	flagoffH	midgard	4	8304	A	OPP	_v488beltbreak2	Core destroyed	299	0	510	2950
flagoffH_midgard_g5	flagoffH	midgard	5	8305	B	OPP	_v488beltbreak2	Core destroyed	224	0	670	2050
flagoffH_drakkarfjord_g0	flagoffH	drakkarfjord	0	8300	A	OPP	_v488beltbreak2	Core destroyed	309	0	1310	1650
flagoffH_drakkarfjord_g1	flagoffH	drakkarfjord	1	8301	B	US	flagoff	Core destroyed	131	0	390	0
flagoffH_drakkarfjord_g2	flagoffH	drakkarfjord	2	8302	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	380	2450
flagoffH_drakkarfjord_g3	flagoffH	drakkarfjord	3	8303	B	US	flagoff	Titanium collected (tiebreak)	1000	0	13720	8100
flagoffH_drakkarfjord_g4	flagoffH	drakkarfjord	4	8304	A	OPP	_v488beltbreak2	Core destroyed	790	0	310	6790
flagoffH_drakkarfjord_g5	flagoffH	drakkarfjord	5	8305	B	US	flagoff	Core destroyed	161	0	700	0
