tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
only2D_glacierkeep_g0	only2D	glacierkeep	0	7700	A	US	only2	Core destroyed	226	0	500	0
only2D_glacierkeep_g1	only2D	glacierkeep	1	7701	B	OPP	_v488beltbreak2	Core destroyed	716	0	70	800
only2D_glacierkeep_g2	only2D	glacierkeep	2	7702	A	US	only2	Core destroyed	361	0	0	0
only2D_glacierkeep_g3	only2D	glacierkeep	3	7703	B	US	only2	Core destroyed	185	0	30	0
only2D_glacierkeep_g4	only2D	glacierkeep	4	7704	A	US	only2	Core destroyed	237	0	160	0
only2D_glacierkeep_g5	only2D	glacierkeep	5	7705	B	US	only2	Core destroyed	193	0	190	0
only2D_nordkap_g0	only2D	nordkap	0	7700	A	OPP	_v488beltbreak2	Core destroyed	200	0	290	1420
only2D_nordkap_g1	only2D	nordkap	1	7701	B	US	only2	Titanium collected (tiebreak)	1000	0	2480	670
only2D_nordkap_g2	only2D	nordkap	2	7702	A	OPP	_v488beltbreak2	Core destroyed	500	0	2530	5190
only2D_nordkap_g3	only2D	nordkap	3	7703	B	OPP	_v488beltbreak2	Core destroyed	814	0	5100	5170
only2D_nordkap_g4	only2D	nordkap	4	7704	A	US	only2	Core destroyed	409	0	3160	1530
only2D_nordkap_g5	only2D	nordkap	5	7705	B	OPP	_v488beltbreak2	Core destroyed	441	0	0	140
only2D_atoll_g0	only2D	atoll	0	7700	A	US	only2	Core destroyed	372	0	2670	660
only2D_atoll_g1	only2D	atoll	1	7701	B	OPP	_v488beltbreak2	Core destroyed	561	0	2970	2650
only2D_atoll_g2	only2D	atoll	2	7702	A	OPP	_v488beltbreak2	Core destroyed	617	0	2660	2950
only2D_atoll_g3	only2D	atoll	3	7703	B	US	only2	Titanium collected (tiebreak)	1000	0	670	440
only2D_atoll_g4	only2D	atoll	4	7704	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	4990	11840
only2D_atoll_g5	only2D	atoll	5	7705	B	OPP	_v488beltbreak2	Core destroyed	219	0	280	1260
only2D_midgard_g0	only2D	midgard	0	7700	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	460	2770
only2D_midgard_g1	only2D	midgard	1	7701	B	OPP	_v488beltbreak2	Core destroyed	207	0	660	2810
only2D_midgard_g2	only2D	midgard	2	7702	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	1390	5020
only2D_midgard_g3	only2D	midgard	3	7703	B	OPP	_v488beltbreak2	Core destroyed	126	0	490	1620
only2D_midgard_g4	only2D	midgard	4	7704	A	OPP	_v488beltbreak2	Core destroyed	115	0	540	1100
only2D_midgard_g5	only2D	midgard	5	7705	B	OPP	_v488beltbreak2	Core destroyed	197	0	690	2270
only2D_drakkarfjord_g0	only2D	drakkarfjord	0	7700	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	13450	14330
only2D_drakkarfjord_g1	only2D	drakkarfjord	1	7701	B	OPP	_v488beltbreak2	Core destroyed	233	0	340	1460
only2D_drakkarfjord_g2	only2D	drakkarfjord	2	7702	A	US	only2	Core destroyed	152	0	460	0
only2D_drakkarfjord_g3	only2D	drakkarfjord	3	7703	B	US	only2	Core destroyed	123	0	440	0
only2D_drakkarfjord_g4	only2D	drakkarfjord	4	7704	A	OPP	_v488beltbreak2	Core destroyed	269	0	520	2440
only2D_drakkarfjord_g5	only2D	drakkarfjord	5	7705	B	US	only2	Titanium collected (tiebreak)	1000	0	2040	0
