tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
flagoffR_glacierkeep_g0	flagoffR	glacierkeep	0	9300	A	US	flagoff	Core destroyed	522	0	1240	0
flagoffR_glacierkeep_g1	flagoffR	glacierkeep	1	9301	B	US	flagoff	Core destroyed	484	0	0	0
flagoffR_glacierkeep_g2	flagoffR	glacierkeep	2	9302	A	OPP	_v488beltbreak2	Core destroyed	898	0	150	20
flagoffR_glacierkeep_g3	flagoffR	glacierkeep	3	9303	B	OPP	_v488beltbreak2	Core destroyed	693	0	180	0
flagoffR_glacierkeep_g4	flagoffR	glacierkeep	4	9304	A	US	flagoff	Core destroyed	285	0	170	0
flagoffR_glacierkeep_g5	flagoffR	glacierkeep	5	9305	B	US	flagoff	Titanium collected (tiebreak)	1000	0	30	0
flagoffR_nordkap_g0	flagoffR	nordkap	0	9300	A	OPP	_v488beltbreak2	Core destroyed	214	0	310	3040
flagoffR_nordkap_g1	flagoffR	nordkap	1	9301	B	US	flagoff	Core destroyed	288	0	2450	1990
flagoffR_nordkap_g2	flagoffR	nordkap	2	9302	A	OPP	_v488beltbreak2	Core destroyed	172	0	110	2120
flagoffR_nordkap_g3	flagoffR	nordkap	3	9303	B	OPP	_v488beltbreak2	Core destroyed	357	0	130	90
flagoffR_nordkap_g4	flagoffR	nordkap	4	9304	A	OPP	_v488beltbreak2	Core destroyed	161	0	130	1300
flagoffR_nordkap_g5	flagoffR	nordkap	5	9305	B	US	flagoff	Core destroyed	510	0	4060	2260
flagoffR_atoll_g0	flagoffR	atoll	0	9300	A	OPP	_v488beltbreak2	Core destroyed	295	0	620	1440
flagoffR_atoll_g1	flagoffR	atoll	1	9301	B	OPP	_v488beltbreak2	Core destroyed	692	0	1470	1790
flagoffR_atoll_g2	flagoffR	atoll	2	9302	A	OPP	_v488beltbreak2	Core destroyed	132	0	590	620
flagoffR_atoll_g3	flagoffR	atoll	3	9303	B	OPP	_v488beltbreak2	Core destroyed	293	0	1800	2220
flagoffR_atoll_g4	flagoffR	atoll	4	9304	A	US	flagoff	Core destroyed	556	0	2750	670
flagoffR_atoll_g5	flagoffR	atoll	5	9305	B	OPP	_v488beltbreak2	Core destroyed	696	0	3840	3440
flagoffR_midgard_g0	flagoffR	midgard	0	9300	A	OPP	_v488beltbreak2	Core destroyed	216	0	390	1280
flagoffR_midgard_g1	flagoffR	midgard	1	9301	B	OPP	_v488beltbreak2	Core destroyed	195	0	580	1260
flagoffR_midgard_g2	flagoffR	midgard	2	9302	A	OPP	_v488beltbreak2	Core destroyed	203	0	450	1860
flagoffR_midgard_g3	flagoffR	midgard	3	9303	B	OPP	_v488beltbreak2	Core destroyed	119	0	580	1290
flagoffR_midgard_g4	flagoffR	midgard	4	9304	A	OPP	_v488beltbreak2	Core destroyed	133	0	440	1110
flagoffR_midgard_g5	flagoffR	midgard	5	9305	B	OPP	_v488beltbreak2	Core destroyed	118	0	570	1460
flagoffR_drakkarfjord_g0	flagoffR	drakkarfjord	0	9300	A	US	flagoff	Core destroyed	130	0	540	0
flagoffR_drakkarfjord_g1	flagoffR	drakkarfjord	1	9301	B	US	flagoff	Core destroyed	176	0	840	0
flagoffR_drakkarfjord_g2	flagoffR	drakkarfjord	2	9302	A	OPP	_v488beltbreak2	Core destroyed	449	0	2840	5390
flagoffR_drakkarfjord_g3	flagoffR	drakkarfjord	3	9303	B	US	flagoff	Core destroyed	236	0	670	0
flagoffR_drakkarfjord_g4	flagoffR	drakkarfjord	4	9304	A	OPP	_v488beltbreak2	Core destroyed	212	0	330	1460
flagoffR_drakkarfjord_g5	flagoffR	drakkarfjord	5	9305	B	US	flagoff	Core destroyed	131	0	390	0
