r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
29	500	500	65	21	120	8	16	120	1	0	0	6	0	0	0	1
30	500	500	65	21	120	1	16	120	1	0	0	6	1	0	0	0
31	500	500	68	21	120	21	6	130	1	0	0	6	1	0	0	1
32	500	500	67	21	120	22	15	140	1	0	0	6	2	0	0	1
33	500	500	84	21	140	12	15	140	1	0	0	6	2	0	0	1
34	500	500	4	21	140	12	15	140	2	0	0	6	2	0	0	1
35	500	500	13	11	140	25	5	150	2	0	0	6	2	0	0	1
36	500	500	12	11	140	20	18	160	2	0	0	6	2	0	0	1
37	500	500	31	1	160	10	16	160	2	0	0	6	2	0	0	1
38	500	500	7	17	160	10	16	160	2	0	0	6	2	0	0	1
39	500	500	17	7	160	28	6	170	2	0	0	6	1	0	0	1
40	500	500	12	2	160	20	22	180	2	0	0	6	2	0	0	0
41	500	500	32	2	180	12	20	180	2	0	0	6	2	0	0	0
42	500	500	16	8	180	12	20	180	2	0	0	6	1	0	0	0
43	500	500	22	12	180	32	20	190	2	0	0	6	1	0	0	0
44	500	500	4	22	180	26	36	200	2	0	0	6	1	0	0	0
45	500	500	24	22	200	12	50	200	2	0	0	6	1	0	0	0
46	500	500	24	12	200	12	50	200	2	0	0	6	1	0	0	0
47	500	500	22	24	200	32	50	210	2	0	0	6	2	0	0	0
48	500	500	22	24	200	32	60	220	2	0	0	6	2	0	0	0
49	500	500	42	24	220	32	60	220	2	0	0	6	1	0	0	0
50	500	500	40	24	220	32	60	220	2	0	0	6	2	0	0	0
51	500	500	42	24	220	52	50	230	2	0	0	6	2	0	0	0
52	500	500	39	24	220	52	60	240	2	0	0	6	2	0	0	0
53	500	500	56	24	240	52	50	240	2	0	0	6	2	0	0	0
54	500	500	53	24	240	42	60	240	2	0	0	6	2	0	0	0
55	500	500	60	24	240	62	50	250	2	0	0	6	2	0	0	0
56	500	500	50	24	240	62	60	260	2	0	0	6	2	0	0	0
57	500	500	68	24	260	62	50	260	2	0	0	6	1	0	0	0
58	500	500	66	24	260	52	60	260	2	0	0	6	2	0	0	0
59	500	500	76	24	260	72	50	270	2	0	0	6	2	0	0	1
60	500	500	68	24	260	72	60	280	2	0	0	6	1	0	0	0
61	500	500	88	24	280	72	60	280	2	0	0	6	1	0	0	1
62	500	500	86	24	280	72	60	280	2	0	0	6	1	0	0	1
63	500	500	94	24	280	92	60	290	2	0	0	6	1	0	0	0
64	500	500	86	24	280	92	60	290	2	0	0	6	1	0	0	1
65	500	500	106	24	300	92	60	290	2	0	0	6	2	0	0	1
66	500	500	50	24	300	92	60	290	2	0	1	6	2	0	1	0
67	500	500	60	24	300	112	60	300	2	0	1	6	0	0	1	1
68	500	500	60	24	300	49	60	300	2	0	1	6	1	0	1	1
69	482	500	72	24	320	49	40	300	2	0	1	6	1	0	1	0
70	482	500	71	24	320	33	56	300	2	0	1	6	2	0	1	1
71	464	500	80	24	320	49	40	310	2	0	1	5	1	0	1	1
72	464	500	79	24	320	27	56	310	2	0	1	5	1	0	1	1
73	446	500	98	14	340	23	40	310	2	0	1	5	1	0	1	1
74	446	500	87	24	340	12	51	310	2	0	1	5	1	0	1	1
75	432	500	95	14	340	32	31	320	2	0	1	5	1	0	1	1
76	436	500	76	24	340	16	47	320	2	0	1	5	1	0	1	0
77	422	500	95	24	360	12	31	320	2	0	1	5	0	0	1	0
78	426	500	94	24	360	12	31	320	2	0	1	5	1	0	1	0
79	412	500	103	14	360	32	11	330	2	0	1	5	1	0	1	0
80	416	500	92	24	360	16	27	330	2	0	1	5	0	0	1	0
81	402	500	111	14	380	12	21	330	2	0	1	5	0	0	1	1
82	406	500	100	24	380	12	21	330	2	0	1	5	0	0	1	1
83	392	500	109	24	380	32	11	340	2	0	1	5	0	0	1	0
84	396	500	108	24	380	16	27	340	2	0	1	5	0	0	1	0
85	382	500	127	24	400	12	21	340	2	0	1	5	1	0	1	0
86	386	500	45	24	400	12	21	340	3	0	1	5	1	1	1	0
87	376	482	37	30	400	32	11	350	3	0	1	5	0	1	1	0
88	384	482	19	36	400	16	27	350	3	0	1	5	0	1	1	0
89	374	464	30	33	420	12	21	350	3	0	1	5	0	1	1	0
90	382	464	12	49	420	12	21	350	3	0	1	5	0	1	1	0
91	372	446	20	39	420	32	11	360	3	0	1	5	1	1	1	0
92	380	446	2	47	420	16	17	360	3	0	1	5	1	1	1	1
93	370	428	20	37	440	12	11	360	3	0	1	5	1	1	1	1
94	378	428	9	35	440	12	1	360	3	0	1	5	1	1	1	0
95	386	410	17	25	440	32	1	370	3	0	1	5	1	1	1	0
96	394	410	2	30	440	16	7	370	3	0	1	5	1	1	1	0
97	384	392	20	20	460	12	1	370	3	0	1	5	1	1	1	0
98	392	392	9	28	460	12	1	370	3	0	1	5	1	1	1	0
99	400	374	16	18	460	32	1	380	3	0	1	5	1	1	1	0
100	408	374	9	22	460	16	7	380	3	0	1	5	1	1	1	0
101	398	356	26	12	480	12	1	380	3	0	1	5	1	1	1	0
102	406	356	9	26	480	12	1	380	3	0	1	5	1	1	1	0
103	414	338	16	16	480	32	1	390	3	0	1	5	1	1	1	0
104	422	338	9	20	480	16	7	390	3	0	1	5	1	1	1	0
105	412	320	26	10	500	12	1	390	3	0	1	5	1	1	1	0
106	420	320	9	24	500	12	1	390	3	0	1	5	1	1	1	0
107	428	302	16	14	500	32	1	400	3	0	1	5	1	1	1	0
108	436	302	9	18	500	16	7	400	3	0	1	5	1	1	1	0
109	426	284	26	8	520	12	1	400	3	0	1	5	1	1	1	0
110	434	284	9	22	520	12	1	400	3	0	1	5	1	1	1	0
111	442	266	16	12	520	32	1	410	3	0	1	5	1	1	1	0
112	450	266	9	16	520	16	7	410	3	0	1	5	1	1	1	0
113	440	248	27	6	540	12	1	410	3	0	1	5	1	1	1	0
114	448	248	2	21	540	12	1	410	3	0	1	5	1	1	1	0
115	456	230	10	11	540	32	1	420	3	0	1	5	1	1	1	0
116	464	230	8	11	540	16	7	420	3	0	1	5	1	1	1	0
117	454	212	25	1	560	12	1	420	3	0	1	5	1	1	1	0
118	462	212	9	14	560	12	1	420	3	0	1	5	1	1	1	0
119	470	194	16	4	560	32	1	430	3	0	1	5	1	1	1	0
120	478	194	9	8	560	16	7	430	3	0	1	5	1	1	1	0
121	468	194	26	8	580	12	1	430	3	0	1	5	1	1	1	0
122	476	176	9	12	580	12	1	430	3	0	1	5	1	1	1	0
123	484	176	16	12	580	32	1	440	3	0	1	5	1	1	1	0
124	492	158	9	6	580	16	7	440	3	0	1	5	1	1	1	0
125	482	158	26	6	600	12	1	440	3	0	1	5	1	1	1	0
126	490	140	9	10	600	12	1	440	3	0	1	5	1	1	1	0
127	498	140	16	10	600	32	1	450	3	0	1	5	1	1	1	0
128	500	122	10	4	600	16	7	450	3	0	1	5	1	1	1	0
129	482	122	29	4	620	12	1	450	3	0	1	5	1	1	1	0
130	482	104	12	10	620	12	1	450	3	0	1	5	1	1	1	0
131	486	104	20	10	620	32	1	460	3	0	1	5	1	1	1	0
132	494	86	9	8	620	16	7	460	3	0	1	5	1	1	1	0
133	482	86	26	8	640	12	1	460	3	0	1	5	1	1	1	0
134	490	68	9	12	640	12	1	460	3	0	1	5	1	1	1	0
135	498	68	16	12	640	32	1	470	3	0	1	5	1	1	1	0
136	500	50	10	6	640	16	7	470	3	0	1	5	1	1	1	0
137	482	50	29	6	660	12	1	470	3	0	1	5	1	1	1	0
138	482	32	12	12	660	12	1	470	3	0	1	5	1	1	1	0
139	486	32	20	12	660	32	1	480	3	0	1	5	1	1	1	0
140	494	14	9	10	660	16	7	480	3	0	1	5	1	1	1	0
141	482	14	27	10	680	12	1	480	3	0	1	5	1	1	1	0
142	490	0	2	15	680	12	1	480	3	0	1	5	1	1	1	0
